English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Adiabatic process,रुद्धोष्म प्रक्रम,રુદ્ધોષ્મ પ્રક્રમ,रुद्धोष्म प्रक्रम,ਰੁਦ੍ਧੋ਷੍ਮ ਪ੍ਰਕ੍ਰਮ,রুদ্ধোষ্ম প্রক্রম,रुद्धोष्म प्रक्रम,ರುದ್ಧೋಷ್ಮ ಪ್ರಕ್ರಮ,രുദ്ധോഷ്മ പ്രക്രമ,ருத்தோஷ்ம ப்ரக்ரம,రుద్ధోష్మ ప్రక్రమ,حرنا گزار طریق,রুদ্ধষ্ম প্রক্রম,ରୁଦ୍ଧୋଷ୍ମ ପ୍ରକ୍ରମ,रुद्धोष्म प्रक्रम
Adiabatic switching process,रुद्धोष्म स्विचन प्रक्रम,રુદ્ધોષ્મ સ્વિચન પ્રક્રમ,रुद्धोष्म स्विचन प्रक्रम,ਰੁਦ੍ਧੋ਷੍ਮ ਸ੍ਵਿਚਨ ਪ੍ਰਕ੍ਰਮ,রুদ্ধোষ্ম স্বিচন প্রক্রম,रुद्धोष्म स्विचन प्रक्रम,ರುದ್ಧೋಷ್ಮ ಸ್ವಿಚನ ಪ್ರಕ್ರಮ,രുദ്ധോഷ്മ സ്വിചന പ്രക്രമ,ருத்தோஷ்ம ஸ்விசந ப்ரக்ரம,రుద్ధోష్మ స్విచన ప్రక్రమ,ردھوشم سوچن پرکرم,রুদ্ধষ্ম স্িচন প্রক্রম,ରୁଦ୍ଧୋଷ୍ମ ସ୍ବିଚନ ପ୍ରକ୍ରମ,रुद्धोष्म स्विचन प्रक्रम
Adiabatic theory,रुद्धोष्म सिद्धांत,રુદ્ધોષ્મ સિદ્ધાંત,रुद्धोष्म सिद्धांत,ਰੁਦ੍ਧੋ਷੍ਮ ਸਿਦ੍ਧਾਂਤ,রুদ্ধোষ্ম সিদ্ধাংত,रुद्धोष्म सिद्धांत,ರುದ್ಧೋಷ್ಮ ಸಿದ್ಧಾಂತ,രുദ്ധോഷ്മ സിദ്ധാംത,ருத்தோஷ்ம ஸித்தாங்த,రుద్ధోష్మ సిద్ధాంత,ردھوشم سدھانت,রুদ্ধষ্ম সিদ্ধাংত,ରୁଦ୍ଧୋଷ୍ମ ସିଦ୍ଧାଂତ,रुद्धोष्म सिद्धांत
Adiabaticity,रुद्धोष्मता,રુદ્ધોષ્મતા,रुद्धोष्मता,ਰੁਦ੍ਧੋ਷੍ਮਤਾ,রুদ্ধোষ্মতা,रुद्धोष्मता,ರುದ್ಧೋಷ್ಮತಾ,രുദ്ധോഷ്മതാ,ருத்தோஷ்மதா,రుద్ధోష్మతా,ردھوشمتا,রুদ্ধষ্মতা,ରୁଦ୍ଧୋଷ୍ମତା,रुद्धोष्मता
Adiabatic plasma,रुद्धोष्म प्लाज्मा,રુદ્ધોષ્મ પ્લાજ્મા,रुद्धोष्म प्लाज्मा,ਰੁਦ੍ਧੋ਷੍ਮ ਪ੍ਲਾਜ੍ਮਾ,রুদ্ধোষ্ম প্লাজ্মা,रुद्धोष्म प्लाज्मा,ರುದ್ಧೋಷ್ಮ ಪ್ಲಾಜ್ಮಾ,രുദ്ധോഷ്മ പ്ലാജ്മാ,ருத்தோஷ்ம ப்லாஜ்மா,రుద్ధోష్మ ప్లాజ్మా,ردھوشم پلازما,রুদ্ধষ্ম প্লাজ্মা,ରୁଦ୍ଧୋଷ୍ମ ପ୍ଲାଜ୍ମା,रुद्धोष्म प्लाज्मा
Advection,अभिवहन,અભિવહન,अभिवहन,ਅਭਿਵਹਨ,অভিবহন,अभिवहन,ಅಭಿವಹನ,അഭിവഹന,அபிவஹந,అభివహన,وزش افقی,অভিহন,ଅଭିବହନ,अभिवहन
Advective curent,अभिवाही धारा,અભિવાહી ધારા,अभिवाही धारा,ਅਭਿਵਾਹੀ ਧਾਰਾ,অভিবাহী ধারা,अभिवाही धारा,ಅಭಿವಾಹೀ ಧಾರಾ,അഭിവാഹീ ധാരാ,அபிவாஹீ தாரா,అభివాహీ ధారా,ابھواہی دھارا,অভিাহী ধারা,ଅଭିବାହୀ ଧାରା,अभिवाही धारा
Aeronomy,व्रायविकी,વ્રાયવિકી,व्रायविकी,ਵ੍ਰਾਯਵਿਕੀ,ব্রাযবিকী,व्रायविकी,ವ್ರಾಯವಿಕೀ,വ്രായവികീ,வ்ராயவிகீ,వ్రాయవికీ,ورایوکی,্রাযিকী,ବ୍ରାଯବିକୀ,व्रायविकी
After glow,पश्चदीप्ति,પશ્ચદીપ્તિ,पश्चदीप्ति,ਪਸ਼੍ਚਦੀਪ੍ਤਿ,পশ্চদীপ্তি,पश्चदीप्ति,ಪಶ್ಚದೀಪ್ತಿ,പശ്ചദീപ്തി,பச்சதீப்தி,పశ్చదీప్తి,شفق,পশ্চদীপ্তি,ପଶ୍ଚଦୀପ୍ତି,पश्चदीप्ति
Airy function,एयरी फलन,એયરી ફલન,एयरी फलन,ਏਯਰੀ ਫਲਨ,এযরী ফলন,एयरी फलन,ಏಯರೀ ಫಲನ,ഏയരീ ഫലന,ஏயரீ பலந,ఏయరీ ఫలన,اییری پھلن,যরী ফলন,ଏଯରୀ ଫଲନ,एयरी फलन
Airglow,वायुदीप्ति,વાયુદીપ્તિ,वायुदीप्ति,ਵਾਯੁਦੀਪ੍ਤਿ,বাযুদীপ্তি,वायुदीप्ति,ವಾಯುದೀಪ್ತಿ,വായുദീപ്തി,வாயுதீப்தி,వాయుదీప్తి,وایدیپتی,াযুদীপ্তি,ବାଯୁଦୀପ୍ତି,वायुदीप्ति
Albedo,ऐल्बिडो,ઐલ્બિડો,ऐल्बिडो,ਐਲ੍ਬਿਡੋ,ঐল্বিড,ऐल्बिडो,ಐಲ್ಬಿಡೋ,ഐല്ബിഡോ,ஐல்பிடோ,ఐల్బిడో,البیڈو,ঐল্বিড,ଐଲ୍ବିଡୋ,ऐल्बिडो
Albedo neutron,ऐल्बिडो न्यूट्रॉन,ઐલ્બિડો ન્યૂટ્રૉન,ऐल्बिडो न्यूट्रॉन,ਐਲ੍ਬਿਡੋ ਨ੍ਯੂਟ੍ਰ੉ਨ,ঐল্বিডো ন্যূট্রৌন,ऐल्बिडो न्यूट्रॉन,ಐಲ್ಬಿಡೋ ನ್ಯೂಟ್ರೌನ,ഐല്ബിഡോ ന്യൂട്രൌന,ஐல்பிடோ ந்யூட்ரௌந,ఐల్బిడో న్యూట్రౌన,ایلبڈو نیوٹران,ঐল্বিড ন্যূট্রন,ଐଲ୍ବିଡୋ ନ୍ଯୂଟ୍ରୌନ,ऐल्बिडो न्यूट्रॉन
Alfven mach number,ऐल्फवेन माख संख्या,ઐલ્ફવેન માખ સંખ્યા,ऐल्फवेन माख संख्या,ਐਲ੍ਫਵੇਨ ਮਾਖ ਸਂਖ੍ਯਾ,ঐল্ফবেন মাখ সংখ্যা,ऐल्फवेन माख संख्या,ಐಲ್ಫವೇನ ಮಾಖ ಸಂಖ್ಯಾ,ഐല്ഫവേന മാഖ സംഖ്യാ,ஐல்பவேந மாக ஸங்க்யா,ఐల్ఫవేన మాఖ సంఖ్యా,ایلپھوین ماکھ سنکھیا,ঐল্ফন মাখ সংখ্যা,ଐଲ୍ଫବେନ ମାଖ ସଂଖ୍ଯା,ऐल्फवेन माख संख्या
Alfven number,ऐल्फवेन संख्या,ઐલ્ફવેન સંખ્યા,ऐल्फवेन संख्या,ਐਲ੍ਫਵੇਨ ਸਂਖ੍ਯਾ,ঐল্ফবেন সংখ্যা,ऐल्फवेन संख्या,ಐಲ್ಫವೇನ ಸಂಖ್ಯಾ,ഐല്ഫവേന സംഖ്യാ,ஐல்பவேந ஸங்க்யா,ఐల్ఫవేన సంఖ్యా,ایلپھوین سنکھیا,ঐল্ফন সংখ্যা,ଐଲ୍ଫବେନ ସଂଖ୍ଯା,ऐल्फवेन संख्या
Alfven speed,ऐल्फवेन चाल,ઐલ્ફવેન ચાલ,ऐल्फवेन चाल,ਐਲ੍ਫਵੇਨ ਚਾਲ,ঐল্ফবেন চাল,ऐल्फवेन चाल,ಐಲ್ಫವೇನ ಚಾಲ,ഐല്ഫവേന ചാല,ஐல்பவேந சால,ఐల్ఫవేన చాల,ایلپھوین چال,ঐল্ফন চাল,ଐଲ୍ଫବେନ ଚାଲ,ऐल्फवेन चाल
Alfven theorem,ऐल्फवेन प्रमेय,ઐલ્ફવેન પ્રમેય,ऐल्फवेन प्रमेय,ਐਲ੍ਫਵੇਨ ਪ੍ਰਮੇਯ,ঐল্ফবেন প্রমেয,ऐल्फवेन प्रमेय,ಐಲ್ಫವೇನ ಪ್ರಮೇಯ,ഐല്ഫവേന പ്രമേയ,ஐல்பவேந ப்ரமேய,ఐల్ఫవేన ప్రమేయ,ایلپھوین پرمے,ঐল্ফন প্রময,ଐଲ୍ଫବେନ ପ୍ରମେଯ,ऐल्फवेन प्रमेय
Alfven theory,ऐल्फवेन  सिद्धांत,ઐલ્ફવેન  સિદ્ધાંત,ऐल्फवेन  सिद्धांत,ਐਲ੍ਫਵੇਨ  ਸਿਦ੍ਧਾਂਤ,ঐল্ফবেন  সিদ্ধাংত,ऐल्फवेन  सिद्धांत,ಐಲ್ಫವೇನ  ಸಿದ್ಧಾಂತ,ഐല്ഫവേന  സിദ്ധാംത,ஐல்பவேந  ஸித்தாங்த,ఐల్ఫవేన  సిద్ధాంత,ایلپھوین  سدھانت,ঐল্ফন  সিদ্ধাংত,ଐଲ୍ଫବେନ  ସିଦ୍ଧାଂତ,ऐल्फवेन  सिद्धांत
Alfven velocity,ऐल्फवेन वेग,ઐલ્ફવેન વેગ,ऐल्फवेन वेग,ਐਲ੍ਫਵੇਨ ਵੇਗ,ঐল্ফবেন বেগ,ऐल्फवेन वेग,ಐಲ್ಫವೇನ ವೇಗ,ഐല്ഫവേന വേഗ,ஐல்பவேந வேக,ఐల్ఫవేన వేగ,ایلپھوین ویگ,ঐল্ফন গ,ଐଲ୍ଫବେନ ବେଗ,ऐल्फवेन वेग
Alfven wave,ऐल्फवेन तरंग,ઐલ્ફવેન તરંગ,ऐल्फवेन तरंग,ਐਲ੍ਫਵੇਨ ਤਰਂਗ,ঐল্ফবেন তরংগ,ऐल्फवेन तरंग,ಐಲ್ಫವೇನ ತರಂಗ,ഐല്ഫവേന തരംഗ,ஐல்பவேந தரங்க,ఐల్ఫవేన తరంగ,ایلپھوین ترنگ,ঐল্ফন তরংগ,ଐଲ୍ଫବେନ ତରଂଗ,ऐल्फवेन तरंग
Alice machine,ऐलिस मशीन,ઐલિસ મશીન,ऐलिस मशीन,ਐਲਿਸ ਮਸ਼ੀਨ,ঐলিস মশীন,ऐलिस मशीन,ಐಲಿಸ ಮಶೀನ,ഐലിസ മശീന,ஐலிஸ மசீந,ఐలిస మశీన,ایلس مشین,ঐলিস মশীন,ଐଲିସ ମଶୀନ,ऐलिस मशीन
Alpha,ऐल्फा,ઐલ્ફા,ऐल्फा,ਐਲ੍ਫਾ,ঐল্ফা,ऐल्फा,"ಆಲ್ಫಾ (ಗ್ರೀಕ್ ಭಾಷೆಯ ಮೊದಲ ಅಕ್ಷರ, ತಂತ್ರಾಂಶದ ಮೊದಲ ಪ್ರಾಯೋಗಿಕ ಆವೃತ್ತಿಯನ್ನು ಕರೆಯುವ ರೀತಿ)",ഐല്ഫാ,ஐல்பா,ఐల్ఫా,ایلپھا,ঐল্ফা,ଐଲ୍ଫା,ऐल्फा
Alpha particle,ऐल्फा कण,ઐલ્ફા કણ,ऐल्फा कण,ਐਲ੍ਫਾ ਕਣ,ঐল্ফা কণ,ऐल्फा कण,ಆಲ್ಫಾಕಣ,ഐല്ഫാ കണ,ஐல்பா கண,ఐల్ఫా కణ,الفاذرہ,ঐল্ফা কণ,ଐଲ୍ଫା କଣ,ऐल्फा कण
Alpha torus,ऐल्फा टॉरस,ઐલ્ફા ટૉરસ,ऐल्फा टॉरस,ਐਲ੍ਫਾ ਟ੉ਰਸ,ঐল্ফা টৌরস,ऐल्फा टॉरस,ಐಲ್ಫಾ ಟೌರಸ,ഐല്ഫാ ടൌരസ,ஐல்பா டௌரஸ,ఐల్ఫా టౌరస,ایلپھا ٹارس,ঐল্ফা টরস,ଐଲ୍ଫା ଟୌରସ,ऐल्फा टॉरस
Ambipolar diffusion,उभयध्रुवीय  विसरण,ઉભયધ્રુવીય  વિસરણ,उभयध्रुवीय  विसरण,ਉਭਯਧ੍ਰੁਵੀਯ  ਵਿਸਰਣ,উভযধ্রুবীয  বিসরণ,उभयध्रुवीय  विसरण,ಉಭಯಧ್ರುವೀಯ  ವಿಸರಣ,ഉഭയധ്രുവീയ  വിസരണ,உபயத்ருவீய  விஸரண,ఉభయధ్రువీయ  విసరణ,ابھیدھرویہ  وسرن,উভযধ্রুীয  িসরণ,ଉଭଯଧ୍ରୁବୀଯ  ବିସରଣ,उभयध्रुवीय  विसरण
Ambipolar diffusion co-efficient,उभयध्रुवीय विसरण गुणांक,ઉભયધ્રુવીય વિસરણ ગુણાંક,उभयध्रुवीय विसरण गुणांक,ਉਭਯਧ੍ਰੁਵੀਯ ਵਿਸਰਣ ਗੁਣਾਂਕ,উভযধ্রুবীয বিসরণ গুণাংক,उभयध्रुवीय विसरण गुणांक,ಉಭಯಧ್ರುವೀಯ ವಿಸರಣ ಗುಣಾಂಕ,ഉഭയധ്രുവീയ വിസരണ ഗുണാംക,உபயத்ருவீய விஸரண குணாங்க,ఉభయధ్రువీయ విసరణ గుణాంక,ابھیدھرویہ وسرن گنانک,উভযধ্রুীয িসরণ গুণাংক,ଉଭଯଧ୍ରୁବୀଯ ବିସରଣ ଗୁଣାଂକ,उभयध्रुवीय विसरण गुणांक
Ambipolar electric field,उभयध्रुवीय विद्युत क्षेत्र,ઉભયધ્રુવીય વિદ્યુત ક્ષેત્ર,उभयध्रुवीय विद्युत क्षेत्र,ਉਭਯਧ੍ਰੁਵੀਯ ਵਿਦ੍ਯੁਤ ਕ੍਷ੇਤ੍ਰ,উভযধ্রুবীয বিদ্যুত ক্ষেত্র,उभयध्रुवीय विद्युत क्षेत्र,ಉಭಯಧ್ರುವೀಯ ವಿದ್ಯುತ ಕ್ಷೇತ್ರ,ഉഭയധ്രുവീയ വിദ്യുത ക്ഷേത്ര,உபயத்ருவீய வித்யுத க்ஷேத்ர,ఉభయధ్రువీయ విద్యుత క్షేత్ర,ابھیدھرویہ ودیت شیتر,উভযধ্রুীয িদ্যুত ক্ষত্র,ଉଭଯଧ୍ରୁବୀଯ ବିଦ୍ଯୁତ କ୍ଷେତ୍ର,उभयध्रुवीय विद्युत क्षेत्र
Ambipolar flow,उभयध्रुवीय प्रवाह,ઉભયધ્રુવીય પ્રવાહ,उभयध्रुवीय प्रवाह,ਉਭਯਧ੍ਰੁਵੀਯ ਪ੍ਰਵਾਹ,উভযধ্রুবীয প্রবাহ,उभयध्रुवीय प्रवाह,ಉಭಯಧ್ರುವೀಯ ಪ್ರವಾಹ,ഉഭയധ്രുവീയ പ്രവാഹ,உபயத்ருவீய ப்ரவாஹ,ఉభయధ్రువీయ ప్రవాహ,ابھیدھرویہ پرواہ,উভযধ্রুীয প্রাহ,ଉଭଯଧ୍ରୁବୀଯ ପ୍ରବାହ,उभयध्रुवीय प्रवाह
