English,Hindi
Bilateral opposition,द्विवध प्रतियोग
Bilingual,द्विभाषी
Bilingual dictionary,द्विभाषी कोश
Bilingualism,"द्विभाषिता, द्विभाषिकता"
Bilingualism of register,प्रयुक्तिगत द्विभाषिता
Bilingual proficiency,"द्विभाषा प्रवीणता, द्विभाषिक प्रवीणता"
Bilinguist,द्विभाषी
Binarity feature,"द्विचरता अभिलक्षण, द्विआधारी अभिलक्षण"
Binarity hypothesis,द्विचरता प्राक्कल्पना
Binary,"द्विक, द्विआधारी, द्विचर"
Binary analysis,"द्विचर विश्लेषण, द्विआधारी विश्लेषण"
Binary feature,"द्विआधारी अभिलक्षण, द्विचर अभिलक्षण"
Binary operation,द्विआधारी संक्रिया
Binary opposition,द्विचर प्रतियोग
Binary principle,द्विचर नियम
Binary relation,द्विचर संबंध
Binary segment,द्विचर खड
Binary structure,द्विचर संरचना
Binary transformation,द्विचर रचनांतरण
Binaural listening,द्विकर्णी श्रवण
Binding,अनुबंधन
Binit (=bit),बाइनिट
Bio-linguistics,"जीव-भाषाविज्ञान, जैव भाषाविज्ञान"
Bipersonal verb form,द्विपुरुषवाची क्रिया रूप
Bipolar,द्विधुवी
Bisemantic relation,द्वि-अर्थक संबंध
Bisemy,द्वि-अर्थकता
Bit,"द्व्यंक, बिट, द्वि-अंक"
Biunique,उभय अनन्य
Biuniqueness,उभय अनन्यता
Bivalent,द्विसंयोजी
Black English,ब्लैक अंग्रेजी
Blade,फलक
Blade of the tongue,जिह्वा फलक
Blank filling rule,रिक्ति पूरक नियम
Bleeding,बाधक
Bleeding order,बाधक क्रम
Bleeding rule order,बाधक नियम क्रम
Blend,मिश्र शब्द
Blending,मिश्रण
Blending error,शब्द संकरण त्रुटि;मिश्रण त्रुटि
Blocked,अवरुद्ध
Blocked syllable,व्यंजनांत अक्षर
Blocking,अवरोध
Body language,शरीर भाषा
Bond syntax,बंध वाक्य-विन्यास
Border point (=juncture),संहिता
Borrowed word,"आगत शब्द, आदत्त शब्द, स्वीकृत शब्द, गृहीत शब्द"
Borrowing,"स्वीकरण, आदान, ग्रहण, अधिग्रहण"
Bottom up,ऊर्ध्वगामी
Bottom up parsing,"ऊर्ध्वगामी पदव्याख्या, ऊर्ध्वगामी पार्सिग"
Bound,बद्ध
Bound accent,बद्ध आघात
Boundary,सीमा
Boundary marker,सीमा-चिह्नक
Boundary modification,सीमावर्ती विकृति
Bound form,बद्ध रूप
Bounding node,सीमाकारी आसंधि
Bound morpheme,बद्ध रूपिम
Bound root,बद्ध धातु
Bound stress,बद्ध बलाघात
Bound syllable,बद्ध अक्षर
Bound variable,बद्ध चर
Boustorphedon,प्रत्यावर्ती लेखन
Bow-vow theory,बाउ-वाउ वाद
Braces,"मँझला कोष्ठक;धनुर्कोष्ठक, धनुर्बधंनी"
Brachygraphy,संक्षिप्त लेखन
Brachylogy,संक्षिप्त लेखन
Bracket,संक्षिप्त वाग्व्यापार
Bracketing,"कोष्ठक, बंधनी"
Bracketing exercise,कोष्ठन
Branching,मध्योच्चारण अभ्यास
Branching exercise,शाखन
Branching programming,शाखन प्रोग्रामन
Breaking,विभंजन
Breath,श्वास
Breathed,श्वास-अघोष
Breathed beginning,अघोष-आरंभ
Breathed sound,अघोष स्वन
Breath in,"प्रश्वासन, उच्छ्वसन"
Breath out,निःश्वसन
Breath group,"एकश्वासी वर्ग, एक स्वास का वर्ग"
Breathing,श्वासन
Breathing,प्राणत्व
Breathing stream dynamics,श्वासधारा गतिविज्ञान
Breathy voice,श्वसित घोष
Breve,हस्व चिह्न द्विमात्रिक
Brevity of expression,उक्ति-लाघव
Bridge,सेतु
Bridge letter,सेतु वर्ण
Bridge phoneme,सेतु स्वनिम
Bridge sound,सेतु स्वन
Bridge syllable,सेतु-अक्षर
Bridge vowel,सेतु स्वर
Bright vowel,अग्र स्वर
Broad band,"विस्तृत बैंड, चौड़ा बैंड"
Broad transcription,स्थुल लिप्यंकन
Broca's aphasia,ब्रोका भाषाघात
Broken language,भ्रष्ट भाषा
Broken pitch,खंडित स्वराघात
Bronchiole,"श्वसनिका, ब्रान्किओल"
Bronchus,"श्वसनी, ब्रान्कस"
Brother node,सह आसंधि
Buccal cavity,"मुख विवर, मुख गुहिका"
Buccal voice,मुख ध्वनि
Buccinator muscle,कपोल-संपीडनी पेशी
Bug,दोष
Bulge of sricture,निकोचाश्रित उभार
Bunching,समूहन
Bundle,समूह
Bundle of isoglosses,समभाषांश सीमा-रेखा समूह
Burst,प्रस्फोट
Burst,विदर
Cacography,दुर्लेखन
Cacology,च्युत-संस्कृति
Cacophony,"श्रुतिकटुत्व, दुःश्रवता"
