English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Acceleration damper,त्वरण अवमंदक,ત્વરણ અવમંદક,त्वरण अवमंदक,ਤ੍ਵਰਣ ਅਵਮਂਦਕ,ত্বরণ অবমংদক,त्वरण अवमंदक,ತ್ವರಣ ಅವಮಂದಕ,ത്വരണ അവമംദക,த்வரண அவமங்தக,త్వరణ అవమందక,تورن اومندک,ত্রণ অমংদক,ତ୍ବରଣ ଅବମଂଦକ,त्वरण अवमंदक
Acceleration diagram,त्वरण आरेख,ત્વરણ આરેખ,त्वरण आरेख,ਤ੍ਵਰਣ ਆਰੇਖ,ত্বরণ আরেখ,त्वरण आरेख,ತ್ವರಣ ಆರೇಖ,ത്വരണ ആരേഖ,த்வரண ஆரேக,త్వరణ ఆరేఖ,تورن آریکھ,ত্রণ আরখ,ତ୍ବରଣ ଆରେଖ,त्वरण आरेख
Acceleration pick-up,"त्वरण पिकअप, त्वरण अभिग्राही","ત્વરણ પિકઅપ, ત્વરણ અભિગ્રાહી","त्वरण पिकअप, त्वरण अभिग्राही","ਤ੍ਵਰਣ ਪਿਕਅਪ, ਤ੍ਵਰਣ ਅਭਿਗ੍ਰਾਹੀ","ত্বরণ পিকঅপ, ত্বরণ অভিগ্রাহী","त्वरण पिकअप, त्वरण अभिग्राही","ತ್ವರಣ ಪಿಕಅಪ, ತ್ವರಣ ಅಭಿಗ್ರಾಹೀ","ത്വരണ പികഅപ, ത്വരണ അഭിഗ്രാഹീ","த்வரண பிகஅப, த்வரண அபிக்ராஹீ","త్వరణ పికఅప, త్వరణ అభిగ్రాహీ",تورن پکئپ، تورن ابھگراہی,"ত্রণ পিকঅপ, ত্রণ অভিগ্রাহী","ତ୍ବରଣ ପିକଅପ, ତ୍ବରଣ ଅଭିଗ୍ରାହୀ","त्वरण पिकअप, त्वरण अभिग्राही"
Accelerator,त्वरक,ત્વરક,त्वरक,ਰਫ਼ਤਾਰ ਵਧਾਉਣ ਵਾਲਾ ਯੰਤਰ,ত্বরক,त्वरक,ವೇಗವರ್ಧಕ,ത്വരക,த்வரக,త్వరక,سرمت کار، ایکسیلریٹر,ত্রক,ତ୍ବରକ,त्वरक
Accelerogram,त्वरणारेख,ત્વરણારેખ,त्वरणारेख,ਤ੍ਵਰਣਾਰੇਖ,ত্বরণারেখ,त्वरणारेख,ತ್ವರಣಾರೇಖ,ത്വരണാരേഖ,த்வரணாரேக,త్వరణారేఖ,تورناریکھ,ত্রণারখ,ତ୍ବରଣାରେଖ,त्वरणारेख
Accelerometer,त्वरणमापी,ત્વરણમાપી,त्वरणमापी,ਤ੍ਵਰਣਮਾਪੀ,ত্বরণমাপী,त्वरणमापी,ತ್ವರಣಮಾಪೀ,ത്വരണമാപീ,த்வரணமாபீ,త్వరణమాపీ,تورنماپی,ত্রণমাপী,ତ୍ବରଣମାପୀ,त्वरणमापी
Accessory,उपसाधन,"સહાયક, ગૌણ, આનુષંગિક","उपसाधक, सहायक","ਗੌਣ ਪੂਰਕ ਚੀਜ, ਉਪਸਾਧਨ","অনুষঙ্গ,সহায়ক","आनुषांगीक,उपसाधना",ಹೆಚ್ಚಿನ / ಸಹಾಯಕ (ಸಾಮಗ್ರಿ),"അനുബന്ധം, ഉപസാധനം, സഹായകോപകരണം, പങ്കാളി","1. உடந்தையான, உடந்தையானவர் 2. துணைப்பொருள், சார்பொருள், உதவிப் பொருள்","ఉపసాధనం,ఉపసాధకం,సహాయకుడు",متعلقہ، معاون، لوازم,"উপসহায়ক,গৌণ, আনুষঙ্গিকআহিলা/বস্তু","ଉପସାଧନ, ସହକାରୀ ସଂଯୋଗ, ଅତିରିକ୍ତ, ସାହାଯ୍ୟକାରୀ, ଆନୁଷଙ୍ଗିକ","सहायक सामग्री, कलपूर्जा"
Accident,दुर्घटना,અકસ્માત,"अपघात, दुर्घटना","ਦੁਰਘਟਨਾ, ਹਾਦਸਾ, ਨਸੰਜੋਗ",দুর্ঘটনা,"अपघात,ओपसोयेग","ಅಪಘಾತ, ಆಕಸ್ಮಿಕ",അപകടം,1. விபத்து 2. எதிர்பாராத நிகழ்ச்சி,"ఆకస్మిక ఘటన,ప్రమాదం,దుర్ఘటన",حادثہ,"দুর্ঘটনা,আকস্মিকঘটনা",ଦୁର୍ଘଟଣା,1. दुर्घटना2. संयोग
Accommodation co-efficient,समंजन गुणांक,સમંજન ગુણાંક,समंजन गुणांक,ਸਮਂਜਨ ਗੁਣਾਂਕ,সমংজন গুণাংক,समंजन गुणांक,ಸಮಂಜನ ಗುಣಾಂಕ,സമംജന ഗുണാംക,ஸமங்ஜந குணாங்க,సమంజన గుణాంక,سمنجن گنانک,সমংজন গুণাংক,ସମଂଜନ ଗୁଣାଂକ,समंजन गुणांक
Accumulator,संचायक,સંચાયક,संचायक,ਸਂਚਾਯਕ,সংচাযক,संचायक,ಸುಂಗ್ರಹಕೋಶ,സംചായക,ஸங்சாயக,సంచాయక,اکو مولیٹر,সংচাযক,ସଂଚାଯକ,संचायक
Accumulator,"2. संचायक, सेल","૨. સંચાયક, સેલ","२. संचायक, सेल","੨. ਸਂਚਾਯਕ, ਸੇਲ","২. সংচাযক, সেল","२. संचायक, सेल",ಸುಂಗ್ರಹಕೋಶ,"൨. സംചായക, സേല","௨. ஸங்சாயக, ஸேல","౨. సంచాయక, సేల",اکو مولیٹر,"২. সংচাযক, সল","୨. ସଂଚାଯକ, ସେଲ","२. संचायक, सेल"
Accumulator,3. संचायित्र,૩. સંચાયિત્ર,३. संचायित्र,੩. ਸਂਚਾਯਿਤ੍ਰ,৩. সংচাযিত্র,३. संचायित्र,ಸುಂಗ್ರಹಕೋಶ,൩. സംചായിത്ര,௩. ஸங்சாயித்ர,౩. సంచాయిత్ర,اکو مولیٹر,৩. সংচাযিত্র,୩. ସଂଚାଯିତ୍ର,३. संचायित्र
Accuracy,यथार्थता,"ચોકસાઈ, ખરાપણું",अचूकपणा,"ਯਥਾਰਥਤਾ, ਬਿਲਕੁਲ ਸਹੀ","যাথার্থ্য,যাথাযথ্য","अचूकपण,नेमकेंपण,यथार्थताय",ನಿಖರತೆ,"കൃത്യത, വാസ്തവികത, കണിശത","திட்ப நுட்பம், வழுவாமை, சரிநிலை","యథార్థత,కచ్చితత్వం",صحت,"যথার্থতা,সত্যতা,সুনির্দিষ্টতা","ସଠିକତା, ପରିଶୋଧନ","अचूक, ठीक-ठीक, सठीक"
Accuracy,2. परिशुद्धता,"ચોકસાઈ, ખરાપણું",अचूकपणा,"ਯਥਾਰਥਤਾ, ਬਿਲਕੁਲ ਸਹੀ","যাথার্থ্য,যাথাযথ্য","अचूकपण,नेमकेंपण,यथार्थताय",ನಿಖರತೆ,"കൃത്യത, വാസ്തവികത, കണിശത","திட்ப நுட்பம், வழுவாமை, சரிநிலை","యథార్థత,కచ్చితత్వం",صحت,"যথার্থতা,সত্যতা,সুনির্দিষ্টতা","ସଠିକତା, ପରିଶୋଧନ","अचूक, ठीक-ठीक, सठीक"
Acetylene,ऐसीटिलीन,ઐસીટિલીન,ऐसीटिलीन,ਐਸੀਟਿਲੀਨ,ঐসীটিলীন,ऐसीटिलीन,ಐಸೀಟಿಲೀನ,ഐസീടിലീന,ஐஸீடிலீந,ఐసీటిలీన,ایسیٹلین,ঐসীটিলীন,ଐସୀଟିଲୀନ,ऐसीटिलीन
Acicular cast iron,सूच्याकार ढलवां लोहा,સૂચ્યાકાર ઢલવાં લોહા,सूच्याकार ढलवां लोहा,ਸੂਚ੍ਯਾਕਾਰ ਢਲਵਾਂ ਲੋਹਾ,সূচ্যাকার ঢলবাং লোহা,सूच्याकार ढलवां लोहा,ಸೂಚ್ಯಾಕಾರ ಢಲವಾಂ ಲೋಹಾ,സൂച്യാകാര ഢലവാം ലോഹാ,ஸூச்யாகார டலவாங் லோஹா,సూచ్యాకార ఢలవాం లోహా,سوچیاکار ڈھلواں لوہا,সূচ্যাকার ঢলাং লহা,ସୂଚ୍ଯାକାର ଢଲବାଂ ଲୋହା,सूच्याकार ढलवां लोहा
Acid cleaning,अम्लीय मार्जन,અમ્લીય માર્જન,अम्लीय मार्जन,ਅਮ੍ਲੀਯ ਮਾਰ੍ਜਨ,অম্লীয মার্জন,अम्लीय मार्जन,ಅಮ್ಲೀಯ ಮಾರ್ಜನ,അമ്ലീയ മാര്ജന,அம்லீய மார்ஜந,అమ్లీయ మార్జన,املیہ مارجن,অম্লীয মার্জন,ଅମ୍ଲୀଯ ମାର୍ଜନ,अम्लीय मार्जन
Acidity,अम्लता,અમ્લતા,अम्लता,ਅਮ੍ਲਤਾ,অম্লতা,अम्लता,ಆಮ್ಲೀಯತೆ,അമ്ലതാ,அம்லதா,అమ్లతా,تیزا بیت,অম্লতা,ଅମ୍ଲତା,अम्लता
Acme thread,एक्मे चूड़ी,એક્મે ચૂડ઼ી,एक्मे चूड़ी,ਏਕ੍ਮੇ ਚੂਡ਼ੀ,এক্মে চূড়ী,एक्मे चूड़ी,ಏಕ್ಮೇ ಚೂಡ಼ೀ,ഏക്മേ ചൂഡീ,ஏக்மே சூடீ,ఏక్మే చూడీ,ایکمے چوڑی,ক্ম চূড়ী,ଏକ୍ମେ ଚୂଡ଼ୀ,एक्मे चूड़ी
Acoustic current meter,ध्वानिक धारामापी,ધ્વાનિક ધારામાપી,ध्वानिक धारामापी,ਧ੍ਵਾਨਿਕ ਧਾਰਾਮਾਪੀ,ধ্বানিক ধারামাপী,ध्वानिक धारामापी,ಧ್ವಾನಿಕ ಧಾರಾಮಾಪೀ,ധ്വാനിക ധാരാമാപീ,த்வாநிக தாராமாபீ,ధ్వానిక ధారామాపీ,دھوانک دھاراماپی,ধ্ানিক ধারামাপী,ଧ୍ବାନିକ ଧାରାମାପୀ,ध्वानिक धारामापी
Acoustic current meter excitation,ध्वानिक धारामापी उत्तेजन,ધ્વાનિક ધારામાપી ઉત્તેજન,ध्वानिक धारामापी उत्तेजन,ਧ੍ਵਾਨਿਕ ਧਾਰਾਮਾਪੀ ਉਤ੍ਤੇਜਨ,ধ্বানিক ধারামাপী উত্তেজন,ध्वानिक धारामापी उत्तेजन,ಧ್ವಾನಿಕ ಧಾರಾಮಾಪೀ ಉತ್ತೇಜನ,ധ്വാനിക ധാരാമാപീ ഉത്തേജന,த்வாநிக தாராமாபீ உத்தேஜந,ధ్వానిక ధారామాపీ ఉత్తేజన,دھوانک دھاراماپی اتیجن,ধ্ানিক ধারামাপী উত্তজন,ଧ୍ବାନିକ ଧାରାମାପୀ ଉତ୍ତେଜନ,ध्वानिक धारामापी उत्तेजन
Acoustic current meter impedance,ध्वानिक धारामापी प्रतिबाधा,ધ્વાનિક ધારામાપી પ્રતિબાધા,ध्वानिक धारामापी प्रतिबाधा,ਧ੍ਵਾਨਿਕ ਧਾਰਾਮਾਪੀ ਪ੍ਰਤਿਬਾਧਾ,ধ্বানিক ধারামাপী প্রতিবাধা,ध्वानिक धारामापी प्रतिबाधा,ಧ್ವಾನಿಕ ಧಾರಾಮಾಪೀ ಪ್ರತಿಬಾಧಾ,ധ്വാനിക ധാരാമാപീ പ്രതിബാധാ,த்வாநிக தாராமாபீ ப்ரதிபாதா,ధ్వానిక ధారామాపీ ప్రతిబాధా,دھوانک دھاراماپی پرتبادھا,ধ্ানিক ধারামাপী প্রতিবাধা,ଧ୍ବାନିକ ଧାରାମାପୀ ପ୍ରତିବାଧା,ध्वानिक धारामापी प्रतिबाधा
Acoustic current meter memory,ध्वानिक धारामापी स्मृति,ધ્વાનિક ધારામાપી સ્મૃતિ,ध्वानिक धारामापी स्मृति,ਧ੍ਵਾਨਿਕ ਧਾਰਾਮਾਪੀ ਸ੍ਮ੃ਤਿ,ধ্বানিক ধারামাপী স্মৃতি,ध्वानिक धारामापी स्मृति,ಧ್ವಾನಿಕ ಧಾರಾಮಾಪೀ ಸ್ಮೃತಿ,ധ്വാനിക ധാരാമാപീ സ്മൃതി,த்வாநிக தாராமாபீ ஸ்ம்ருதி,ధ్వానిక ధారామాపీ స్మృతి,دھوانک دھاراماپی سمرتی,ধ্ানিক ধারামাপী স্মৃতি,ଧ୍ବାନିକ ଧାରାମାପୀ ସ୍ମୃତି,ध्वानिक धारामापी स्मृति
Acoustic labyrinth,ध्वानिक लेबरिंथ,ધ્વાનિક લેબરિંથ,ध्वानिक लेबरिंथ,ਧ੍ਵਾਨਿਕ ਲੇਬਰਿਂਥ,ধ্বানিক লেবরিংথ,ध्वानिक लेबरिंथ,ಧ್ವಾನಿಕ ಲೇಬರಿಂಥ,ധ്വാനിക ലേബരിംഥ,த்வாநிக லேபரிங்த,ధ్వానిక లేబరింథ,دھوانک لیبرنتھ,ধ্ানিক লবরিংথ,ଧ୍ବାନିକ ଲେବରିଂଥ,ध्वानिक लेबरिंथ
