Hindi,Bengali
स्पर्धी स्थिति,প্রতিযোগিতামূলক পরিস্থিতি
स्पर्धी युक्ति,প্রতিযোগিতামূলক কৌশল
" अनुभाषक , संकलक",কম্পাইলার
पूरक,পরিপূরক
पूरक कोण,পরিপূরক কোণ
पूरक घटना,পরিপূরক ঘটনা
पूरक कारक,পরিপূরক ফ্যাক্টর
पूरक फलन,পরিপূরক ফাংশন
पूरक अर्ध समष्टि,পরিপূরক অর্ধেক স্থান
पूरक अंतराल,পরিপূরক ব্যবধান
पूरक समुच्चय,পরিপূরক সেট
"पूरकीकरण, पूरक-निर्धारण",পরিপূরক
पूरक समुच्चय,একটি সেটের পরিপূরক
पूर्ण गणना,সম্পূর্ণ আদমশুমারি
पूर्ण सहसंबंध मैट्रिक्स,সম্পূর্ণ পারস্পরিক সম্পর্ক ম্যাট্রিক্স
पूर्ण दरीक समष्टि,সম্পূর্ণ মেট্রিক স্থান
पूर्ण प्रसामान्यलांबिक समुच्चय,সম্পূর্ণ অর্থনর্মাল সেট
पूर्ण चतुष्कोण,সম্পূর্ণ চতুর্ভুজ
पूर्ण भागफल,সম্পূর্ণ ভাগফল
पूर्ण समुच्चय,সম্পূর্ণ সেট
पूर्ण हल,সম্পূর্ণ সমাধান
पूर्णतया यादृच्छिकीकृत अभिकल्पना,সম্পূর্ণরূপে এলোমেলো নকশা
सम्मिश्र स्वतंत्र चर,জটিল যুক্তি
सम्मिश्र संयुग्मी,জটিল অনুবন্ধী
सम्मिश्र अवकलन,জটিল পার্থক্য
सम्मिश्र फलन,জটিল ফাংশন
सम्मिश्र समाकलन,জটিল একীকরণ
सम्मिश्र आव्यूह,জটিল ম্যাট্রিক্স
सम्मिश्र संख्या,জটিল সংখ্যা
सम्मिश्र संख्या क्षेत्र,জটিল সংখ্যা ক্ষেত্র
सम्मिश्र लांबिक आव्यूह,জটিল অর্থোগোনাল ম্যাট্রিক্স
सम्मिश्र समतल,জটিল সমতল
सम्मिश्र राशि,জটিল পরিমাণ
सम्मिश्र व्युत्क्रम,জটিল পারস্পরিক
सम्मिश्र परिणामी,জটিল ফলাফল
सम्मिश्र समष्टि,জটিল স্থান
सम्मिश्रमानी फलन,জটিল মূল্যবান ফাংশন
सम्मिश्र चर,জটিল পরিবর্তনশীল
योगांतरानुपात,componendo এবং divindendo
" घटक , संबद्‌ध घटक",উপাদান
घटक विश्लेषण,উপাদান বিশ্লেষণ
प्रसरण-घटक,বৈচিত্র্যের উপাদান
सदिश-घटक,ভেক্টরের উপাদান
संयुक्त फलन,যৌগিক ফাংশন
संयुक्त परिकल्पना,যৌগিক অনুমান
भाज्य संख्या,যৌগিক সংখ্যা
संयुक्त श्रेणी,যৌগিক সিরিজ
सदिश-संयोजन,ভেক্টরের গঠন
मिश्र कोण,যৌগিক কোণ
मिश्र भाग,যৌগিক বিভাগ
मिश्र भिन्न,যৌগিক ভগ্নাংশ
चक्रवृद्‌धि ब्याज,চক্রবৃদ্ধিহারে সুদ
