Assamese,Kannada
কাৰ্টেছিয়ান অক্ষ,ಕಾರ್ಟೇಶಿಯನ್ ಅಕ್ಷಗಳು
কাৰ্টেছিয়ান স্থানাংক,ಕಾರ್ಟೇಶಿಯನ್ ನಿರ್ದೇಶಾಂಕಗಳು
কাৰ্টেছিয়ান উৎপাদন,ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ
গোটৰ কাৰ্টেছিয়ান উৎপাদক,ಸೆಟ್‌ಗಳ ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ
কেছ ষ্টডি,ಉದಾಹರಣಾ ಪರಿಶೀಲನೆ
বিপৰ্যয়জনক উঠা-নমা,ದುರಂತದ ಏರಿಳಿತ
কেটেনাৰী,ಕ್ಯಾಟೆನರಿ
কাউচি বিতৰণ,ಕೌಚಿ ವಿತರಣೆ
কাউচি সূত্ৰ,ಕೌಚಿ ಸೂತ್ರ
কৌচি গৌৰছাট উপপাদ্য,ಕೌಚಿ ಗೌರ್ಸಾಟ್ ಪ್ರಮೇಯ
কাউচি ৰিমেন চৰ্ত,ಕೌಚಿ ರೀಮನ್ ಪರಿಸ್ಥಿತಿಗಳು
ক&#39;চি ক্ৰম,ಕೌಚಿ ಅನುಕ್ರಮ
কৌচি অবিচ্ছেদ্য,ಕೌಚಿ ಅವಿಭಾಜ್ಯ
কাউচি প্ৰধান মূল্য,ಕೌಚಿ ಪ್ರಧಾನ ಮೌಲ್ಯ
ক’চি অৱশিষ্ট উপপাদ্য,ಕೌಚಿ ಶೇಷ ಪ್ರಮೇಯ
কেলি হেমিল্টন উপপাদ্য,ಕೇಲಿ ಹ್ಯಾಮಿಲ್ಟನ್ ಪ್ರಮೇಯ
আকাশী দেহ,ಆಕಾಶಕಾಯ
আকাশী জোখ,ಆಕಾಶ ಮಾಪನ
আকাশী যান্ত্ৰিকতা,ಆಕಾಶ ಯಂತ್ರಶಾಸ್ತ್ರ
আকাশী বস্তু,ಆಕಾಶ ವಸ್ತು
কোষ কম্পাঙ্ক,ಜೀವಕೋಶದ ಆವರ್ತನ
লোকপিয়ল,ಜನಗಣತಿ
চেন্টাইল,ಸೆಂಟಿಲ್
চেন্টিমিটাৰ,ಸೆಂಟಿಮೀಟರ್
চেণ্টিমিটাৰ গ্ৰাম দ্বিতীয় ব্যৱস্থা,ಸೆಂಟಿಮೀಟರ್ ಗ್ರಾಂ ಎರಡನೇ ವ್ಯವಸ್ಥೆ
কেন্দ্ৰীয়,ಕೇಂದ್ರ
কেন্দ্ৰীয় অক্ষ,ಕೇಂದ್ರ ಅಕ್ಷ
কেন্দ্ৰীয় পাৰ্থক্য,ಕೇಂದ್ರ ವ್ಯತ್ಯಾಸ
কেন্দ্ৰীয় পাৰ্থক্য সূত্ৰ,ಕೇಂದ್ರ ವ್ಯತ್ಯಾಸ ಸೂತ್ರ
কেন্দ্ৰীয় পাৰ্থক্য টেবুল,ಕೇಂದ್ರ ವ್ಯತ್ಯಾಸ ಕೋಷ್ಟಕ
কেন্দ্ৰীয় সীমা উপপাদ্য,ಕೇಂದ್ರ ಮಿತಿ ಪ್ರಮೇಯ
কেন্দ্ৰীয় মুহূৰ্ত,ಕೇಂದ್ರ ಕ್ಷಣ
কেন্দ্ৰীয় প্ৰক্ৰিয়াকৰণ একক (CPU),ಕೇಂದ್ರೀಯ ಸಂಸ್ಕರಣಾ ಘಟಕ (CPU)
কেন্দ্ৰীয় প্ৰৱণতা,ಕೇಂದ್ರ ಪ್ರವೃತ್ತಿ
কেন্দ্ৰ,ಕೇಂದ್ರ
মাধ্যাকৰ্ষণ কেন্দ্ৰ,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಕೇಂದ್ರ
গোটৰ কেন্দ্ৰ,ಗುಂಪಿನ ಕೇಂದ್ರ
ভৰৰ কেন্দ্ৰ,ದ್ರವ್ಯರಾಶಿಯ ಕೇಂದ್ರ
প্ৰতিসমতাৰ কেন্দ্ৰ,ಸಮ್ಮಿತಿಯ ಕೇಂದ್ರ
কেন্দ্ৰপৃথক বল,ಕೇಂದ್ರಾಪಗಾಮಿ ಬಲದ
কেন্দ্ৰিক বল,ಕೇಂದ್ರಾಭಿಮುಖ ಬಲ
কেন্দ্ৰবিন্দু,ಕೇಂದ್ರಬಿಂದು
নিশ্চয়তা,ಖಚಿತತೆ
cgs ব্যৱস্থা,cgs ವ್ಯವಸ್ಥೆ
cgs ইউনিট,cgs ಘಟಕ
পাৰ্থক্যৰ শৃংখল নিয়ম,ವಿಭಿನ್ನತೆಯ ಸರಪಳಿ ನಿಯಮ
আকস্মিক কাৰণ,ಅವಕಾಶ ಕಾರಣಗಳು
chance moves,ಅವಕಾಶ ಚಲಿಸುತ್ತದೆ
অক্ষৰ পৰিৱৰ্তন,ಅಕ್ಷಗಳ ಬದಲಾವಣೆ
ভিত্তিৰ পৰিৱৰ্তন,ಆಧಾರದ ಬದಲಾವಣೆ
ক্ৰম সলনি কৰা,ಆದೇಶದ ಬದಲಾವಣೆ
বৈশিষ্ট্য সহগ,ವಿಶಿಷ್ಟ ಗುಣಾಂಕ
নিৰ্ণায়ক,ನಿರ್ಣಾಯಕ
বৈশিষ্ট্যপূৰ্ণ সমীকৰণ,ವಿಶಿಷ್ಟ ಸಮೀಕರಣ
বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য,ವಿಶಿಷ್ಟ ಕಾರ್ಯ
লগাৰিদমৰ বৈশিষ্ট্য,ಲಾಗರಿಥಮ್ನ ಗುಣಲಕ್ಷಣ
বৈশিষ্ট্যপূৰ্ণ বহুপদ,ವಿಶಿಷ್ಟ ಬಹುಪದೋಕ್ತಿ
বৈশিষ্ট্যপূৰ্ণ মূল্য,ವಿಶಿಷ್ಟ ಮೌಲ್ಯ
বৈশিষ্ট্যপূৰ্ণ ভেক্টৰ,ವಿಶಿಷ್ಟ ವೆಕ್ಟರ್
আখৰৰ গোট,ಅಕ್ಷರ ಸೆಟ್
তালিকা,ಚಾರ್ಟ್
কাই-স্কেয়াৰ বিতৰণ,ಚಿ-ಚದರ ವಿತರಣೆ
কাই-বৰ্গ সূত্ৰ,ಚಿ-ಚದರ ಸೂತ್ರ
কাই-স্কেয়াৰ পৰীক্ষা,ಚಿ-ಚದರ ಪರೀಕ್ಷೆ
কৰ্ড,ಸ್ವರಮೇಳ
কৰ্ড-বাইছেকচন পদ্ধতি,ಸ್ವರಮೇಳ-ವಿಭಜನೆ ವಿಧಾನ
চাইফাৰ বাৰ্তা (=ক&#39;ড কৰা বাৰ্তা),ಸೈಫರ್ ಸಂದೇಶ (=ಕೋಡೆಡ್ ಸಂದೇಶ)
চাইফাৰ (শূন্য),ಸೈಫರ್ (ಶೂನ್ಯ)
বৃত্ত,ವೃತ್ತ
অভিসৰণৰ বৃত্ত,ಒಮ್ಮುಖದ ವೃತ್ತ
বৰ্তনী মেট্ৰিক্স,ಸರ್ಕ್ಯೂಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
বৃত্তাকাৰ,ವೃತ್ತಾಕಾರದ
বৃত্তাকাৰ এছিম্পটট,ವೃತ್ತಾಕಾರದ ಲಕ್ಷಣ
বৃত্তাকাৰ হেলিক্স,ವೃತ್ತಾಕಾರದ ಹೆಲಿಕ್ಸ್
বৃত্তাকাৰ গতি,ವೃತ್ತಾಕಾರದ ಚಲನೆ
circumcentre,ಸುತ್ತಳತೆ
circumcircle কৰা হৈছে,ವೃತ್ತಾಕಾರ
circumscribe কৰক,ಸುತ್ತುವರಿಸು
পৰিসীমাবদ্ধ,ಸುತ್ತುವರಿದ
circumscribed বৃত্ত,ಸುತ್ತುವರಿದ ವೃತ್ತ
ধ্ৰুপদী ডিডক্টিভ কৌশল,ಶಾಸ್ತ್ರೀಯ ಅನುಮಾನಾತ್ಮಕ ತಂತ್ರ
ধ্ৰুপদী গতিশীলতা,ಶಾಸ್ತ್ರೀಯ ಡೈನಾಮಿಕ್ಸ್
ধ্ৰুপদী অনুকূলন,ಶಾಸ್ತ್ರೀಯ ಆಪ್ಟಿಮೈಸೇಶನ್
ধ্ৰুপদী ধ্বংস সমস্যা,ಶಾಸ್ತ್ರೀಯ ವಿನಾಶದ ಸಮಸ್ಯೆ
ধ্ৰুপদী পৰিসংখ্যা বলবিজ্ঞান,ಶಾಸ್ತ್ರೀಯ ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ ಯಂತ್ರಶಾಸ್ತ್ರ
ভুলৰ শ্ৰেণীবিভাজন,ದೋಷಗಳ ವರ್ಗೀಕರಣ
শ্ৰেণীৰ ব্যৱধান,ವರ್ಗ ಮಧ್ಯಂತರ
শ্ৰেণী-ব্যৱধান একক,ವರ್ಗ ಮಧ್ಯಂತರ ಘಟಕ
শ্ৰেণী সীমা,ವರ್ಗ ಮಿತಿ
ঘড়ীৰ কাঁটাৰ দিশত,ಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ
clopen (= বন্ধ আৰু খোলা),ಕ್ಲೋಪೆನ್ (= ಮುಚ್ಚಿದ ಮತ್ತು ತೆರೆದ)
বন্ধ কৰা হৈছে,ಮುಚ್ಚಲಾಗಿದೆ
বন্ধ উত্তল ঢাল,ಮುಚ್ಚಿದ ಪೀನದ ಹಲ್
বন্ধ ঘনক,ಮುಚ್ಚಿದ ಘನ
বন্ধ বক্ৰ,ಮುಚ್ಚಿದ ಕರ್ವ್
বন্ধ ডমেইন,ಮುಚ್ಚಿದ ಡೊಮೇನ್
বন্ধ চিত্ৰ,ಮುಚ್ಚಿದ ಆಕೃತಿ
বন্ধ ব্যৱধান,ಮುಚ್ಚಿದ ಮಧ್ಯಂತರ
বন্ধ অঞ্চল,ಮುಚ್ಚಿದ ಪ್ರದೇಶ
বন্ধ চেট,ಮುಚ್ಚಿದ ಸೆಟ್
বন্ধ পৃষ্ঠ,ಮುಚ್ಚಿದ ಮೇಲ್ಮೈ
বন্ধ কৰা,ಮುಚ್ಚಿದ
বন্ধ অপাৰেটৰ,ಮುಚ್ಚುವ ಆಪರೇಟರ್
বন্ধ বিন্দু (= সংস্পৰ্শ বিন্দু),ಮುಚ್ಚುವ ಬಿಂದು (= ಸಂಪರ್ಕ ಬಿಂದು)
বন্ধ কৰাৰ প্ৰস্তাৱনা,ಮುಚ್ಚುವ ನಿಲುವು
বন্ধ কৰা ছেট,ಮುಚ್ಚುವಿಕೆಯ ಸೆಟ್
ক্লাষ্টাৰ পইণ্ট,ಕ್ಲಸ್ಟರ್ ಪಾಯಿಂಟ್
ক্লাষ্টাৰ নমুনা সংগ্ৰহ কৰা,ಕ್ಲಸ್ಟರ್ ಮಾದರಿ
ক্লাষ্টাৰ ছেট,ಕ್ಲಸ್ಟರ್ ಸೆಟ್
সমাক্ষীয় বৃত্ত,ಏಕಾಕ್ಷ ವಲಯಗಳು
সমাক্ষীয় পেৰাবোলা,ಏಕಾಕ್ಷ ಪ್ಯಾರಾಬೋಲಾಗಳು
সমাক্ষীয় সমতল,ಏಕಾಕ್ಷ ವಿಮಾನಗಳು
সমাক্ষীয় ত্ৰিভুজ,ಏಕಾಕ್ಷ ತ್ರಿಕೋನಗಳು
কব - ডগলাস ফাংশন,ಕಾಬ್ - ಡೌಗ್ಲಾಸ್ ಕಾರ್ಯ
ক&#39;ডিং,ಕೋಡಿಂಗ್
তথ্যৰ ক&#39;ডিং,ಡೇಟಾ ಕೋಡಿಂಗ್
সহ-ডমেইন,ಸಹ-ಡೊಮೇನ್
সহগ মেট্ৰিক্স,ಗುಣಾಂಕ ಮ್ಯಾಟ್ರಿಕ್ಸ್
সম্পৰ্কৰ সহগ,ಪರಸ್ಪರ ಸಂಬಂಧದ ಗುಣಾಂಕ
নিৰ্ণয়ৰ সহগ,ನಿರ್ಣಯದ ಗುಣಾಂಕ
স্থিতিস্থাপকতাৰ সহগ,ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವದ ಗುಣಾಂಕ
প্ৰসাৰণৰ সহগ,ವಿಸ್ತರಣೆಯ ಗುಣಾಂಕ
ঘৰ্ষণৰ সহগ,ಘರ್ಷಣೆಯ ಗುಣಾಂಕ
ৰৈখিক প্ৰসাৰণৰ সহগ,ರೇಖೀಯ ವಿಸ್ತರಣೆಯ ಗುಣಾಂಕ
ৰিগ্ৰেছনৰ সহগ,ಹಿಂಜರಿತದ ಗುಣಾಂಕ
পৃষ্ঠীয় টানৰ সহগ,ಮೇಲ್ಮೈ ಒತ್ತಡದ ಗುಣಾಂಕ
তাৰতম্যৰ সহগ,ವ್ಯತ್ಯಾಸದ ಗುಣಾಂಕ
কোফেক্টৰ,ಸಹಕಾರಿ
coin throw (মুদ্ৰা টছ),ನಾಣ್ಯ ಎಸೆತ (ನಾಣ್ಯ ಟಾಸ್)
নমুনা সংগ্ৰহ কৰা,ಮಾದರಿ ಸಂಗ್ರಹ
collinear,ಕೊಲಿನಿಯರ್
collinearity,ಏಕರೂಪತೆ
স্তম্ভ,ಕಾಲಮ್
স্তম্ভ সমতুল্যতা,ಕಾಲಮ್ ಸಮಾನತೆ
স্তম্ভ সমতুল্য,ಕಾಲಮ್ ಸಮಾನ
স্তম্ভ সমতুল্য মেট্ৰিক্স,ಕಾಲಮ್ ಸಮಾನ ಮ್ಯಾಟ್ರಿಕ್ಸ್
স্তম্ভ মেট্ৰিক্স,ಕಾಲಮ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
স্তম্ভ ৰেংক,ಕಾಲಮ್ ಶ್ರೇಣಿ
স্তম্ভ হ্ৰাস কৰা ইকলন মেট্ৰিক্স,ಕಾಲಮ್ ಕಡಿಮೆಯಾದ ಎಕೋಲಾನ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
স্তম্ভ ভেক্টৰ,ಕಾಲಮ್ ವೆಕ್ಟರ್
স্তম্ভ অনুসৰি,ಕಾಲಮ್‌ವಾರು
সংযুক্ত সমীকৰণ,ಸಂಯೋಜಿತ ಸಮೀಕರಣ
সাধাৰণ কোণ,ಸಾಮಾನ್ಯ ಕೋನ
সাধাৰণ অক্ষ,ಸಾಮಾನ್ಯ ಅಕ್ಷ
সাধাৰণ ভিত্তি,ಸಾಮಾನ್ಯ ಬೇಸ್
সাধাৰণ হৰ,ಸಾಮಾನ್ಯ ಛೇದ
সাধাৰণ পাৰ্থক্য,ಸಾಮಾನ್ಯ ವ್ಯತ್ಯಾಸ
সাধাৰণ কাৰক,ಸಾಮಾನ್ಯ ಅಂಶ
সাধাৰণ লগাৰিদম,ಸಾಮಾನ್ಯ ಲಾಗರಿಥಮ್
সাধাৰণ বহুগুণ,ಸಾಮಾನ್ಯ ಬಹುಸಂಖ್ಯೆ
সাধাৰণ অনুপাত,ಸಾಮಾನ್ಯ ಅನುಪಾತ
সাধাৰণ অংশ,ಸಾಮಾನ್ಯ ವಿಭಾಗ
সাধাৰণ দিশ,ಸಾಮಾನ್ಯ ಭಾಗ
সাধাৰণ স্পৰ্শক,ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ
সাধাৰণ শব্দ,ಸಾಮಾನ್ಯ ಪದ
কমিউটেটিভ ল&#39;,ಪರಿವರ್ತಕ ಕಾನೂನು
পৰিৱৰ্তনশীল বৈশিষ্ট্য,ಪರಿವರ್ತಕ ಆಸ್ತಿ
কমিউটেটিভ নিয়ম,ಪರಿವರ್ತಕ ನಿಯಮ
যোগৰ পৰিৱৰ্তনশীল নিয়ম,ಸೇರ್ಪಡೆಯ ಪರಿವರ್ತಕ ಕಾನೂನು
গুণনৰ পৰিৱৰ্তনশীল নিয়ম,ಗುಣಾಕಾರದ ಪರಿವರ್ತಕ ಕಾನೂನು
কমিউটেটিভ অপাৰেচন,ಪರಿವರ್ತಕ ಕಾರ್ಯಾಚರಣೆ
কমিউটেটৰ গোট,ಪರಿವರ್ತಕ ಗುಂಪು
মেট্ৰিক্সৰ অহা-যোৱা কৰা,ಮ್ಯಾಟ್ರಿಕ್ಸ್‌ಗಳ ಪ್ರಯಾಣ
কম্পেক্ট চেট,ಕಾಂಪ್ಯಾಕ್ಟ್ ಸೆಟ್
তুলনামূলকতা,ಹೋಲಿಕೆ
মাধ্যমৰ তুলনা,ಸಾಧನಗಳ ಹೋಲಿಕೆ
শতাংশৰ তুলনা,ಶೇಕಡಾವಾರು ಹೋಲಿಕೆ
তুলনামূলক পৰীক্ষা,ಹೋಲಿಕೆ ಪರೀಕ್ಷೆ
সামঞ্জস্যতা সমীকৰণ,ಹೊಂದಾಣಿಕೆ ಸಮೀಕರಣ
প্ৰতিযোগিতামূলক খেল,ಸ್ಪರ್ಧಾತ್ಮಕ ಆಟ
প্ৰতিযোগিতামূলক পৰিস্থিতি,ಸ್ಪರ್ಧಾತ್ಮಕ ಪರಿಸ್ಥಿತಿ
প্ৰতিযোগিতামূলক কৌশল,ಸ್ಪರ್ಧಾತ್ಮಕ ತಂತ್ರ
কম্পাইলাৰ,ಕಂಪೈಲರ್
পৰিপূৰক,ಪೂರಕ
পৰিপূৰক কোণ,ಪೂರಕ ಕೋನ
পৰিপূৰক ঘটনা,ಪೂರಕ ಘಟನೆ
পৰিপূৰক কাৰক,ಪೂರಕ ಅಂಶ
পৰিপূৰক কাৰ্য্য,ಪೂರಕ ಕಾರ್ಯ
পৰিপূৰক আধা স্থান,ಪೂರಕ ಅರ್ಧ ಜಾಗ
পৰিপূৰক ব্যৱধান,ಪೂರಕ ಮಧ್ಯಂತರ
পৰিপূৰক গোট,ಪೂರಕ ಸೆಟ್
পৰিপূৰকতা,ಪೂರಕತೆ
এটা গোটৰ পৰিপূৰক,ಒಂದು ಸೆಟ್ನ ಪೂರಕ
সম্পূৰ্ণ লোকপিয়ল,ಸಂಪೂರ್ಣ ಜನಗಣತಿ
সম্পূৰ্ণ সম্পৰ্কীয় মেট্ৰিক্স,ಸಂಪೂರ್ಣ ಪರಸ್ಪರ ಸಂಬಂಧದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
সম্পূৰ্ণ মেট্ৰিক স্থান,ಸಂಪೂರ್ಣ ಮೆಟ್ರಿಕ್ ಜಾಗ
সম্পূৰ্ণ অৰ্থনৰ্মেল ছেট,ಸಂಪೂರ್ಣ ಆರ್ಥೋನಾರ್ಮಲ್ ಸೆಟ್
সম্পূৰ্ণ চতুৰ্ভুজ,ಸಂಪೂರ್ಣ ಚತುರ್ಭುಜ
সম্পূৰ্ণ ভাগফল,ಸಂಪೂರ್ಣ ಅಂಶ
সম্পূৰ্ণ ছেট,ಸಂಪೂರ್ಣ ಸೆಟ್
সম্পূৰ্ণ সমাধান,ಸಂಪೂರ್ಣ ಪರಿಹಾರ
সম্পূৰ্ণৰূপে ৰেণ্ডম ডিজাইন,ಸಂಪೂರ್ಣವಾಗಿ ಯಾದೃಚ್ಛಿಕ ವಿನ್ಯಾಸ
জটিল যুক্তি,ಸಂಕೀರ್ಣ ವಾದ
জটিল সংযুক্ত,ಸಂಕೀರ್ಣ ಸಂಯೋಗ
জটিল পাৰ্থক্য,ಸಂಕೀರ್ಣ ವ್ಯತ್ಯಾಸ
জটিল ফলন,ಸಂಕೀರ್ಣ ಕಾರ್ಯ
জটিল সংহতি,ಸಂಕೀರ್ಣ ಏಕೀಕರಣ
জটিল মেট্ৰিক্স,ಸಂಕೀರ್ಣ ಮ್ಯಾಟ್ರಿಕ್ಸ್
জটিল সংখ্যা,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆ
জটিল সংখ্যাৰ ক্ষেত্ৰ,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ಕ್ಷೇತ್ರ
জটিল অৰ্থগনেল মেট্ৰিক্স,ಸಂಕೀರ್ಣ ಆರ್ಥೋಗೋನಲ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
জটিল সমতল,ಸಂಕೀರ್ಣ ವಿಮಾನ
জটিল পৰিমাণ,ಸಂಕೀರ್ಣ ಪ್ರಮಾಣ
জটিল পাৰস্পৰিক,ಸಂಕೀರ್ಣ ಪರಸ್ಪರ
জটিল ফলাফল,ಸಂಕೀರ್ಣ ಫಲಿತಾಂಶ
জটিল স্থান,ಸಂಕೀರ್ಣ ಜಾಗ
জটিল মূল্যৱান ফলন,ಸಂಕೀರ್ಣ ಮೌಲ್ಯಯುತ ಕಾರ್ಯ
জটিল চলক,ಸಂಕೀರ್ಣ ವೇರಿಯಬಲ್
কম্পোনেণ্ডো আৰু ডিভিণ্ডেণ্ডো,ಕಾಂಪೊನೆಂಡೋ ಮತ್ತು ಡಿವಿಂಡೆಂಡೋ
উপাদান,ಘಟಕ
উপাদান বিশ্লেষণ,ಘಟಕ ವಿಶ್ಲೇಷಣೆ
ভ্যাৰিয়েন্সৰ উপাদান,ವ್ಯತ್ಯಾಸದ ಅಂಶ
ভেক্টৰৰ উপাদান,ವೆಕ್ಟರ್ನ ಘಟಕ
কম্পোজিট ফাংচন,ಸಂಯೋಜಿತ ಕಾರ್ಯ
সংমিশ্ৰিত অনুমান,ಸಂಯೋಜಿತ ಕಲ್ಪನೆ
সংমিশ্ৰিত সংখ্যা,ಸಂಯೋಜಿತ ಸಂಖ್ಯೆ
সংমিশ্ৰিত শৃংখলা,ಸಂಯೋಜಿತ ಸರಣಿ
ভেক্টৰৰ গঠন,ವಾಹಕಗಳ ಸಂಯೋಜನೆ
যৌগিক কোণ,ಸಂಯುಕ್ತ ಕೋನ
যৌগিক বিভাজন,ಸಂಯುಕ್ತ ವಿಭಾಗ
যৌগিক ভগ্নাংশ,ಸಂಯುಕ್ತ ಭಾಗ
চক্ৰান্ত সুত,ಚಕ್ರಬಡ್ಡಿ
যৌগিক সম্ভাৱনা,ಸಂಯುಕ್ತ ಸಂಭವನೀಯತೆ
সংকোচনযোগ্য প্ৰবাহ,ಸಂಕುಚಿತ ಹರಿವು
সংকোচন,ಸಂಕೋಚನ
গণনা,ಲೆಕ್ಕಾಚಾರ
গণনামূলক সূত্ৰ,ಕಂಪ್ಯೂಟೇಶನಲ್ ಸೂತ್ರ
গণনা কৰা মান,ಲೆಕ್ಕಾಚಾರದ ಮೌಲ್ಯ
কম্পিউটাৰ,ಕಂಪ್ಯೂಟರ್
কম্পিউটাৰ এলগৰিদম,ಕಂಪ್ಯೂಟರ್ ಅಲ್ಗಾರಿದಮ್
কম্পিউটাৰ প্ৰগ্ৰেম,ಕಂಪ್ಯೂಟರ್ ಪ್ರೋಗ್ರಾಂ
কম্পিউটাৰ প্ৰগ্ৰেমিং,ಕಂಪ್ಯೂಟರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
কম্পিউটাৰ চিমুলেচন,ಕಂಪ್ಯೂಟರ್ ಸಿಮ್ಯುಲೇಶನ್
কম্পিউটিং,ಕಂಪ್ಯೂಟಿಂಗ್
অৱতল ফলন,ಕಾನ್ಕೇವ್ ಕಾರ್ಯ
অৱতল বহুভুজ,ಕಾನ್ಕೇವ್ ಬಹುಭುಜಾಕೃತಿ
অৱতল প্ৰগ্ৰেমিং,ಕಾನ್ಕೇವ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
সমকেন্দ্ৰিক বৃত্ত,ಕೇಂದ್ರೀಕೃತ ವಲಯಗಳು
সমকেন্দ্ৰিক বক্ৰ,ಕೇಂದ್ರೀಕೃತ ವಕ್ರಾಕೃತಿಗಳು
