Punjabi,Odiya
ਬਲੈਕ ਬਾਕਸ ਟੈਸਟਿੰਗ,କଳା ବାକ୍ସ ପରୀକ୍ଷା
ਝਪਕਣਾ,ink ଲସି ଉଠୁଛି |
ਬਲਾਕ,ବ୍ଲକ
ਬਲਾਕ ਕੈਸ਼,କ୍ୟାଚ୍ ଅବରୋଧ କରନ୍ତୁ |
ਬਲਾਕ ਚੈੱਕ,ଯାଞ୍ଚ ଯାଞ୍ଚ କରନ୍ତୁ |
ਬਲਾਕ ਕਾਪੀ,କପି କପି କରନ୍ତୁ |
ਬਲਾਕ ਚਿੱਤਰ,ବ୍ଲକ ଚିତ୍ର
ਬਲਾਕਿੰਗ ਨੈੱਟਵਰਕ,ନେଟୱର୍କକୁ ଅବରୋଧ କରୁଛି
ਫੱਟੀ,ବୋର୍ଡ
ਕਿਤਾਬ ਦਾ ਨਿਸ਼ਾਨ,ପୁସ୍ତକ ଚିହ୍ନ
ਬੂਲੀਅਨ ਅਲਜਬਰਾ,ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |
ਬੂਲੀਅਨ ਸਬੰਧ,ବୁଲିଅନ୍ ସମ୍ପର୍କ |
ਬੂਟ ਭਾਗ,ବୁଟ ବିଭାଜନ
ਬੂਟ ਸਟ੍ਰੈਪਿੰਗ,ବୁଟ ଷ୍ଟ୍ରାପିଂ
ਬੂਟ-ਸਟੈਪ ਲੋਡਰ,ବୁଟ-ଷ୍ଟ୍ରାପ ଲୋଡର
ਪੁਲ,ସେତୁ
ਬਰਾਡਬੈਂਡ ਨੈੱਟਵਰਕਿੰਗ,ବ୍ରଡବ୍ୟାଣ୍ଡ ନେଟୱର୍କିଙ୍ଗ |
ਪ੍ਰਸਾਰਣ,ପ୍ରସାରଣ
ਪ੍ਰਸਾਰਣ ਰੇਡੀਓ,ରେଡିଓ ପ୍ରସାରଣ |
ਬਰਾਊਜ਼ ਕਰੋ,ବ୍ରାଉଜ୍ କରନ୍ତୁ |
ਬਰਾਊਜ਼ਰ,ବ୍ରାଉଜର୍
ਬੀ-ਰੁੱਖ,ବି-ଗଛ |
ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ,ବବୁଲ୍ ମେମୋରୀ |
ਬੁਲਬੁਲਾ ਲੜੀਬੱਧ,ବବୁଲ୍ ସର୍ଟ୍ |
ਬਾਲਟੀ,ବାଲଟି
ਦੋਸਤ ਸਿਸਟਮ,ସାଥୀ ସିଷ୍ଟମ୍
ਬਜਟ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਨਿਯੰਤਰਣ,ବଜେଟ୍ ପ୍ରଭାବଶାଳୀ ନିୟନ୍ତ୍ରଣ |
ਬਫਰ,ବଫର୍
ਬੱਗ,ତ୍ରୁଟି
ਬੱਸ,ବସ୍
ਬਾਈਟ,ବାଇଟ୍ |
ਬਾਈਟ ਕੋਡ,ବାଇଟ୍ କୋଡ୍ |
c,ଗ
C++,C ++
ਕੈਸ਼,କ୍ୟାଚ୍
ਕੈਸ਼ ਬਫਰ,କ୍ୟାଚ୍ ବଫର୍ |
ਕੈਸ਼ ਮੈਮੋਰੀ,କ୍ୟାଶେ ମେମୋରୀ
ਗਣਨਾ,ଗଣନା
ਕੈਲਕੁਲੇਟਰ,କାଲକୁଲେଟର
ਕੈਲਕੁਲੇਟਰ ਚਿੱਪ,କାଲକୁଲେଟର ଚିପ୍
ਕਾਲ ਕਰੋ,କଲ୍ କରନ୍ତୁ |
ਨਾਮ ਨਾਲ ਕਾਲ ਕਰੋ,ନାମରେ କଲ୍ କରନ୍ତୁ |
ਹਵਾਲੇ ਦੁਆਰਾ ਕਾਲ ਕਰੋ,ରେଫରେନ୍ସ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |
ਮੁੱਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ,ମୂଲ୍ୟ ଅନୁଯାୟୀ କଲ୍ କରନ୍ତୁ |
ਵੇਰੀਏਬਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ,ଭେରିଏବଲ୍ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |
ਕਾਲ ਗੇਟ,କଲ୍ ଗେଟ୍ |
ਰੱਦ ਕਰੋ,ବାତିଲ୍ କରନ୍ତୁ |
ਰੱਦ ਕਰੋ ਬਟਨ,ବାତିଲ୍ ବଟନ୍
ਕੈਨੋਨੀਕਲ,କାନୋନିକାଲ୍ |
ਕੈਨੋਨੀਕਲ ਰੂਪ,କାନୋନିକାଲ୍ ଫର୍ମ |
ਸਮਰੱਥਾ,ସାମର୍ଥ୍ୟ |
ਸਮਰੱਥਾ ਸੂਚੀ,ସାମର୍ଥ୍ୟ ତାଲିକା |
ਸਮਰੱਥਾ,କ୍ଷମତା
ਕੈਪਸ ਲਾਕ ਕੁੰਜੀ,କ୍ୟାପ୍ ଲକ୍ କୀ |
ਕਾਰਡ,କାର୍ଡ
ਕਾਰਡ ਰੀਡਰ,କାର୍ଡ ରିଡର୍ |
ਮੁੱਖਤਾ,ହୃଦୟ
ਕੈਰੀਅਰ,ବାହକ
ਕੈਰੀਅਰ ਬੈਂਡ,ବାହକ ବ୍ୟାଣ୍ଡ |
ਕੈਰੀਅਰ ਲੋਡ,ବାହକ ଭାର
ਕੈਰੀਅਰ ਸਿਗਨਲ,ବାହକ ସଙ୍କେତ
ਕੈਰੀਅਰ ਲਹਿਰ,ବାହକ ତରଙ୍ଗ |
ਲੈ ਜਾਣਾ,ବହନ କର
ਕੈਰੀ ਅੰਕ,ଅଙ୍କ ବହନ କର |
ਝੰਡਾ ਚੁੱਕੋ,ପତାକା ବହନ କର |
ਕਾਰਤੂਸ ਡਿਸਕ,କାର୍ଟ୍ରିଜ୍ ଡିସ୍କ |
ਕੈਸਕੇਡ,କ୍ୟାସକେଡ୍ |
ਕੇਸ,କେସ୍
ਕੈਥੋਡ ਰੇ ਟਿਊਬ (ਸੀਆਰਟੀ),କ୍ୟାଥୋଡ୍ ରେଡ୍ ଟ୍ୟୁବ୍ (CRT)
ਕੈਥੋਡ ਰੇ ਟਿਊਬ (ਸੀਆਰਟੀ),କ୍ୟାଥୋଡ୍ ରେଶ୍ ଟ୍ୟୁବ୍ (CRT)
CD ROM ਡਿਸਕ ਡਰਾਈਵ,CD ROM ଡିସ୍କ ଡ୍ରାଇଭ |
ਸੈੱਲ,କକ୍ଷ
ਸੈੱਲ ਐਨੀਮੇਸ਼ਨ,ସେଲ୍ ଆନିମେସନ୍ |
ਸੈਲੂਲਰ ਫ਼ੋਨ,ସେଲୁଲାର୍ ଫୋନ୍ |
ਕੇਂਦਰੀ ਮੈਮੋਰੀ,କେନ୍ଦ୍ରୀୟ ସ୍ମୃତି
ਕੇਂਦਰੀ ਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ (CPU),କେନ୍ଦ୍ରୀୟ ପ୍ରକ୍ରିୟାକରଣ ଏକକ (CPU)
ਕੇਂਦਰੀ ਸਿਸਟਮ,କେନ୍ଦ୍ରୀଭୂତ ପ୍ରଣାଳୀ |
ਪ੍ਰਮਾਣਿਤ ਟੇਪ,ସାର୍ଟିଫିକେଟ୍ ଟେପ୍ |
ਚੇਨ,ଶୃଙ୍ଖଳା
ਚੇਨ ਡਾਟਾ,ଶୃଙ୍ଖଳା ତଥ୍ୟ
ਚੇਨ ਲਿੰਕ,ଶୃଙ୍ଖଳା ଲିଙ୍କ୍ |
ਚੇਨਿੰਗ,ଶିକୁଳି
ਚੈਨਲ,ଚ୍ୟାନେଲ୍ |
ਚੈਨਲ ਵਿਅਸਤ ਟੋਨ,ଚ୍ୟାନେଲ ବ୍ୟସ୍ତ ସ୍ୱର |
ਚੈਨਲ ਦੀ ਸਮਰੱਥਾ,ଚ୍ୟାନେଲ କ୍ଷମତା |
ਚੈਨਲ ਕੰਟਰੋਲਰ,ଚ୍ୟାନେଲ ନିୟନ୍ତ୍ରକ
ਚੈਨਲ ਗਲਤੀ,ଚ୍ୟାନେଲ ତ୍ରୁଟି |
ਚੈਨਲ ਪ੍ਰੋਗਰਾਮ,ଚ୍ୟାନେଲ୍ ପ୍ରୋଗ୍ରାମ୍ |
ਚੈਨਲ ਭਰੋਸੇਯੋਗਤਾ,ଚ୍ୟାନେଲ ନିର୍ଭରଯୋଗ୍ୟତା |
ਚੈਨਲ ਸੈੱਟ,ଚ୍ୟାନେଲ୍ ସେଟ୍ |
ਅੱਖਰ,ବର୍ଣ୍ଣ
ਅੱਖਰ ਕੋਡ,ବର୍ଣ୍ଣ କୋଡ୍
ਅੱਖਰ ਕੁੰਜੀ,ବର୍ଣ୍ଣ ଚାବି
ਅੱਖਰ ਪਾਠਕ,ବର୍ଣ୍ଣ ପାଠକ
ਅੱਖਰ ਦਾ ਆਕਾਰ,ବର୍ଣ୍ଣ ଆକାର
ਚਾਰਟ,ଚାର୍ଟ
ਚੈਸੀਸ,ଖାସ୍
ਚੈੱਕ ਬਿੱਟ,ବିଟ୍ ଯାଞ୍ଚ କରନ୍ତୁ |
ਚੈੱਕ ਅੰਕ,ଅଙ୍କ ଯାଞ୍ଚ କରନ୍ତୁ |
ਚੈੱਕ ਰਕਮ,ଯାଞ୍ଚ ରାଶି
ਚੈੱਕ ਸ਼ਬਦ,ଶବ୍ଦ ଯାଞ୍ଚ କରନ୍ତୁ |
ਚਿੱਪ,ଚିପ୍
ਚਿੱਪ ਸੈੱਟ,ଚିପ୍ ସେଟ୍ |
ਚੁਣੋ,ବାଛନ୍ତୁ |
ਰੰਗੀਨ ਤੌਰ &#39;ਤੇ,କ୍ରୋମେଟିକ୍
ਸਿਫਰ,ସାଇଫର୍
ਸਰਕਟ,ସର୍କିଟ
ਸਰਕੂਲਰ ਸੂਚੀ,ବୃତ୍ତାକାର ତାଲିକା |
cirus,ସାଇରସ୍
ਹਵਾਲਾ,ଉଦ୍ଧୃତ
ਕਲਾਸ,ଶ୍ରେଣୀ
ਕਲਾਸ ਵੇਰੀਏਬਲ,କ୍ଲାସ୍ ଭେରିଏବଲ୍ |
ਵਰਗੀਕਰਨ,ବର୍ଗୀକରଣ
ਸਾਫ਼,ସଫା
ਸਾਫ਼ ਖੇਤਰ,ପରିଷ୍କାର କ୍ଷେତ୍ର
ਸਾਫ਼ ਚੈਨਲ,ଚ୍ୟାନେଲ୍ ସଫା କରନ୍ତୁ |
ਕਲਿੱਕ ਕਰੋ,କ୍ଲିକ୍ କରନ୍ତୁ |
ਗਾਹਕ,କ୍ଲାଏଣ୍ଟ
ਗਾਹਕ ਸਰਵਰ,କ୍ଲାଏଣ୍ଟ ସର୍ଭର |
ਗਾਹਕ ਸਟੱਬ,କ୍ଲାଏଣ୍ଟ ଷ୍ଟବ୍ |
ਕਲਿੱਪ ਆਰਟ,କ୍ଲିପ୍ ଆର୍ଟ
ਕਲਿੱਪ ਆਰਟ ਲਾਇਬ੍ਰੇਰੀ,କ୍ଲିପ୍ ଆର୍ଟ ଲାଇବ୍ରେରୀ |
ਕਲਿੱਪ ਬੋਰਡ,କ୍ଲିପ୍ ବୋର୍ଡ |
ਕਲਿੱਪਰ,କ୍ଲିପର୍
ਕਲਿਪਰ ਚਿੱਪ,କ୍ଲିପର୍ ଚିପ୍ |
ਸਮੂਹ,କ୍ଲିକ୍
ਘੜੀ,ଘଣ୍ଟା
ਘੜੀ ਚੱਕਰ,ଘଣ୍ଟା ଚକ୍ର |
ਘੜੀ ਦੀ ਬਾਰੰਬਾਰਤਾ,ଘଣ୍ଟା ଆବୃତ୍ତି
ਘੜੀ ਹਾਰਡਵੇਅਰ,ଘଣ୍ଟା ହାର୍ଡୱେର୍ |
ਘੜੀ ਦੀ ਨਬਜ਼,ଘଣ୍ଟା ନାଡ |
ਘੜੀ ਦੀ ਗਤੀ,ଘଣ୍ଟା ଗତି
ਘੜੀ ਸਮਕਾਲੀਕਰਨ,ଘଣ୍ଟା ସିଙ୍କ୍ରୋନାଇଜେସନ୍ |
ਘੜੀ ਦੀ ਟਿੱਕ,ଘଣ୍ଟା ଟିକ୍ |
ਕਲੋਨ,କ୍ଲୋନ୍ |
ਬੰਦ ਕਰੋ,ବନ୍ଦ
ਕਲੋਜ਼ ਸਰਕਟ ਟੀਵੀ (ਸੀਸੀਟੀਵੀ),କ୍ଲୋଜ ସର୍କିଟ ଟିଭି (CCTV)
ਬੰਦ,ବନ୍ଦ
ਕਲਾਉਡ ਕੰਪਿਊਟਿੰਗ,କ୍ଲାଉଡ୍ ଗଣନା
ਕਲੱਸਟਰ,କ୍ଲଷ୍ଟର
ਕੋਟੇਡ ਕਾਰਡ,ଆଚ୍ଛାଦିତ କାର୍ଡ |
ਕੋਟੇਡ ਕਾਗਜ਼,ଆବୃତ କାଗଜ |
coaxial,ସମବାୟ
coaxial ਕੇਬਲ,ସମବାୟ କେବୁଲ୍ |
ਕੋਡਾਸਿਲ,କୋଡାସିଲ୍ |
ਕੋਡ,କୋଡ୍
ਕੋਡ ਜਨਰੇਟਰ,କୋଡ୍ ଜେନେରେଟର
ਕੋਡ ਪੰਨਾ,କୋଡ୍ ପୃଷ୍ଠା |
ਕੋਡ ਸ਼ਬਦ,କୋଡ୍ ୱାର୍ଡ
ਕੋਡਰ,କୋଡର୍
ਕੋਡਿੰਗ ਜਾਂਚ,କୋଡିଂ ଯାଞ୍ଚ |
ਕੋਡਿੰਗ ਫਾਰਮ,କୋଡିଂ ଫର୍ମ |
ਕੋਡਿੰਗ ਸ਼ੀਟ,କୋଡିଂ ସିଟ୍ |
ਗੁਣਾਂਕ,ଗୁଣବତ୍ତା
ਤਾਲਮੇਲ,ସମନ୍ୱୟ
ਠੰਡੇ ਬੂਟ,ଥଣ୍ଡା ବୁଟ
ਠੰਡੀ ਸ਼ੁਰੂਆਤ,ଥଣ୍ଡା ଆରମ୍ଭ
ਸਹਿਯੋਗ,ସହଯୋଗ
ਢਹਿ,ଭୁଶୁଡ଼ିବା |
ਕੋਲੇਟ,ସଂଗ୍ରହ କରନ୍ତୁ |
ਕੋਲੇਟ ਟੇਪ,କୋଲେଟ୍ ଟେପ୍ |
ਟੱਕਰ,ଧକ୍କା
ਕੋਲਨ,କୋଲନ୍
ਰੰਗ (ਰੰਗ),ରଙ୍ଗ (ରଙ୍ଗ)
ਰੰਗ ਸੰਤ੍ਰਿਪਤਾ,ରଙ୍ଗ ପରିପୃଷ୍ଠା |
ਰੰਗ ਸਾਰਣੀ,ରଙ୍ଗ ଟେବୁଲ୍ |
ਕਾਲਮ,ସ୍ତମ୍ଭ
ਸੁਮੇਲ,ମିଶ୍ରଣ
ਕੰਬੋ ਬਾਕਸ,କମ୍ବୋ ବାକ୍ସ
ਹੁਕਮ,ନିର୍ଦ୍ଦେଶ
ਕਮਾਂਡ ਬਟਨ,ନିର୍ଦ୍ଦେଶ ବଟନ୍
ਹੁਕਮ ਸੂਚੀ,ନିର୍ଦ୍ଦେଶ ତାଲିକା |
ਟਿੱਪਣੀ,ମନ୍ତବ୍ୟ ଦିଅନ୍ତୁ |
ਵਚਨਬੱਧਤਾ,ପ୍ରତିବଦ୍ଧତା
ਵਸਤੂ,ଦ୍ରବ୍ୟ
ਕਾਮਨ ਬਿਜ਼ਨਸ ਓਰੀਐਂਟਿਡ ਲੈਂਗੂਏਜ (ਕੋਬੋਲ),ସାଧାରଣ ବ୍ୟବସାୟ ଓରିଏଣ୍ଟେଡ୍ ଭାଷା (କୋବୋଲ୍)
ਆਮ ਗਲਤੀ,ସାଧାରଣ ତ୍ରୁଟି |
ਆਮ ਭਾਸ਼ਾ,ସାଧାରଣ ଭାଷା |
ਆਮ ਰੁਟੀਨ,ସାଧାରଣ ରୁଟିନ୍ |
ਸੰਚਾਰ,ଯୋଗାଯୋଗ |
ਸੰਚਾਰ ਲਾਈਨ,ଯୋଗାଯୋଗ ରେଖା
ਸੰਚਾਰ ਮੋਡ,ଯୋଗାଯୋଗ ମୋଡ୍ |
ਸੰਚਾਰ ਨੈੱਟਵਰਕ,ଯୋଗାଯୋଗ ନେଟୱାର୍କ |
ਸੰਚਾਰ ਪੈਰਾਮੀਟਰ,ଯୋଗାଯୋଗ ପାରାମିଟର
ਸੰਚਾਰ ਸਿਸਟਮ,ଯୋଗାଯୋଗ ବ୍ୟବସ୍ଥା |
ਸੰਕੁਚਿਤ,ସଙ୍କୋଚନ
ਸਾਥੀ,କମ୍ପାଣ୍ଡର୍
ਕੰਪੈਂਡਿੰਗ,କମ୍ପାଣ୍ଡିଂ
ਕੰਪਨੀ ਨੈੱਟਵਰਕ,କମ୍ପାନୀ ନେଟୱାର୍କ |
ਤੁਲਨਾ ਟੈਸਟ,ତୁଳନା ପରୀକ୍ଷା
ਅਨੁਕੂਲਤਾ,ସୁସଙ୍ଗତତା
ਅਨੁਕੂਲ,ସୁସଙ୍ଗତ
ਸੰਕਲਨ,ସଂକଳନ
ਕੰਪਾਇਲ ਅਤੇ ਜਾਓ,ସଙ୍କଳନ କର ଏବଂ ଯାଅ |
ਕੰਪਾਈਲਰ,କମ୍ପାଇଲର୍
ਕੰਪਾਈਲਰ ਭਾਸ਼ਾ,ସଙ୍କଳନକାରୀ ଭାଷା |
ਪੂਰਕ,ସଂପନ୍ନ
ਦਸ &#39;ਤੇ ਪੂਰਕ,ସପ୍ଲିମେଣ୍ଟ-ଅନ-ଦଶ
ਪੂਰਕ,ସଂପନ୍ନକାରୀ |
ਪੂਰੀ ਕੈਰੀ,ସମ୍ପୁର୍ଣ୍ଣ ବହନ
ਕੰਪਲੈਕਸ,ଜଟିଳ
ਕੰਪਲੈਕਸ ਨੰਬਰ,ଜଟିଳ ସଂଖ୍ୟା
ਕੰਪੋਨੈਂਟ,ଉପାଦାନ
ਕੰਪੋਨੈਂਟ ਆਬਜੈਕਟ ਮਾਡਲ (COM),ଉପାଦାନ ବସ୍ତୁ ମଡେଲ (COM)
ਮਿਸ਼ਰਿਤ,ମିଶ୍ରିତ
ਰਚਨਾ,ରଚନା
ਕੰਪਿਊਟੇਸ਼ਨਲ,ଗଣନା
ਕੰਪਿਊਟਰ,କମ୍ପ୍ୟୁଟର
ਕੰਪਿਊਟਰ ਸੈਂਟਰ,କମ୍ପ୍ୟୁଟର କେନ୍ଦ୍ର
ਕੰਪਿਊਟਰ ਮਾਹਰ,କମ୍ପ୍ୟୁଟର ବିଶେଷଜ୍ଞ |
ਕੰਪਿਊਟਰ ਗਰਾਫਿਕਸ,କମ୍ପ୍ୟୁଟର ଗ୍ରାଫିକ୍ସ
ਕੰਪਿਊਟਰ ਦੀ ਹਦਾਇਤ,କମ୍ପ୍ୟୁଟର ନିର୍ଦ୍ଦେଶ
ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ,କମ୍ପ୍ୟୁଟର ଭାଷା
ਕੰਪਿਊਟਰ ਨੈੱਟਵਰਕ,କମ୍ପ୍ୟୁଟର ନେଟୱାର୍କ
ਕੰਪਿਊਟਰ ਵਿਗਿਆਨ,କମ୍ପ୍ୟୁଟର ବିଜ୍ଞାନ
ਕੰਪਿਊਟਰ ਸੁਰੱਖਿਆ,କମ୍ପ୍ୟୁଟର ସୁରକ୍ଷା
ਕੰਪਿਊਟਰ ਸਿਮੂਲੇਟਨ,କମ୍ପ୍ୟୁଟର ସିମୁଲେଟନ୍ |
ਕੰਪਿਊਟਰ ਮਾਹਰ,କମ୍ପ୍ୟୁଟର ବିଶେଷଜ୍ଞ |
ਕੰਪਿਊਟਰੀਕਰਨ,କମ୍ପ୍ୟୁଟରୀକରଣ
ਕੰਪਿਊਟਰਿਸਟ,କମ୍ପ୍ୟୁଟରବାଦୀ
ਕੰਪਿਊਟਰੀਕਰਨ,କମ୍ପ୍ୟୁଟରୀକରଣ
ਕੰਪਿਊਟਿੰਗ,ଗଣନା
ਸੰਕਲਪ,ଧାରଣା
ਸਮਰੂਪਤਾ,ସମନ୍ୱୟ
ਸਮਕਾਲੀ,ସମବାୟ
ਸਥਿਤੀ ਵੇਰੀਏਬਲ,କଣ୍ଡିଶନ୍ ଭେରିଏବଲ୍
ਸ਼ਰਤੀਆ ਆਪਰੇਟਰ,ସର୍ତ୍ତମୂଳକ ଅପରେଟର୍ |
ਸ਼ਰਤੀਆ ਬਿਆਨ,ସର୍ତ୍ତମୂଳକ ଷ୍ଟେଟମେଣ୍ଟ
ਕੰਡਕਟਰ,କଣ୍ଡକ୍ଟର |
ਕਾਨਫਰੰਸਿੰਗ,ସମ୍ମିଳନୀ
ਗੁਪਤਤਾ,ଗୋପନୀୟତା
ਸੰਰਚਨਾ,ବିନ୍ୟାସ
ਭੀੜ,ଯାତାୟାତ
ਜੋੜ,ସଂଯୋଗ
ਗਤੀ ਨਾਲ ਜੁੜਨ,ସଂଯୋଗ ଗତି
ਕੁਨੈਕਸ਼ਨ,ସଂଯୋଗ
ਕੁਨੈਕਸ਼ਨ ਘੱਟ ਸੰਚਾਰ,ସଂଯୋଗ କମ୍ ଯୋଗାଯୋଗ |
ਕੁਨੈਕਸ਼ਨ ਰੀਲੀਜ਼,ସଂଯୋଗ ପ୍ରକାଶନ
ਕਨੈਕਟੀਵਿਟੀ,ସଂଯୋଗ
ਕਨੈਕਟਰ,ସଂଯୋଜକ |
ਲਗਾਤਾਰ,ଲଗାତାର
ਨਤੀਜੇ ਵਜੋਂ,ପରିଣାମ
ਕੰਸੋਲ,କୋନସୋଲ
ਏਕੀਕਰਨ,ଏକୀକରଣ
ਸਥਿਰ,ସ୍ଥିର
ਲਗਾਤਾਰ ਹਦਾਇਤ,ନିରନ୍ତର ନିର୍ଦ୍ଦେଶ
ਪਾਬੰਦੀ,ପ୍ରତିବନ୍ଧକ
ਕੰਸਟਰਕਟਰ,ନିର୍ମାଣକାରୀ
ਕੰਟੇਨਰ,ପାତ୍ର
ਸਮੱਗਰੀ,ବିଷୟବସ୍ତୁ
ਸੰਦਰਭ,ପ୍ରସଙ୍ଗ
ਸੰਦਰਭ ਮੁਕਤ ਵਿਆਕਰਣ (CFG),ପ୍ରସଙ୍ଗ ମୁକ୍ତ ବ୍ୟାକରଣ (CFG)
ਸੰਦਰਭ ਸਵਿੱਚ,ପ୍ରସଙ୍ଗ ସୁଇଚ୍ |
ਅਚਨਚੇਤ,ପରିସ୍ଥିତି
ਸੰਕੁਚਨ,ସଂକୋଚନ
ਉਲਟ,ବିପରୀତ
ਕੰਟਰੋਲ,ନିୟନ୍ତ୍ରଣ
ਕੰਟਰੋਲ ਖੇਤਰ,ନିୟନ୍ତ୍ରଣ କ୍ଷେତ୍ର
ਕੰਟਰੋਲ ਬਿੱਟ,ନିୟନ୍ତ୍ରଣ ବିଟ୍ |
ਕੰਟਰੋਲ ਬੱਸ,ନିୟନ୍ତ୍ରଣ ବସ୍
ਕੰਟਰੋਲ ਕਾਰਡ,କଣ୍ଟ୍ରୋଲ୍ କାର୍ଡ |
ਕੰਟਰੋਲ ਸਰਕਟ,କଣ୍ଟ୍ରୋଲ୍ ସର୍କିଟ୍ |
ਕੰਟਰੋਲ ਚੱਕਰ,ନିୟନ୍ତ୍ରଣ ଚକ୍ର
ਕੰਟਰੋਲ ਇੰਜੀਨੀਅਰਿੰਗ,ନିୟନ୍ତ୍ରଣ ଇଞ୍ଜିନିୟରିଂ |
ਕੰਟਰੋਲ ਕੁੰਜੀ,ନିୟନ୍ତ୍ରଣ କି
ਨਿਯੰਤਰਣ ਤਰਕ,ତର୍କକୁ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
ਕੰਟਰੋਲ ਲੂਪ,କଣ୍ଟ୍ରୋଲ୍ ଲୁପ୍ |
ਕੰਟਰੋਲ ਨਿਸ਼ਾਨ,ନିୟନ୍ତ୍ରଣ ଚିହ୍ନ
ਕੰਟਰੋਲ ਕਾਰਵਾਈ,ନିୟନ୍ତ୍ରଣ କାର୍ଯ୍ୟ
ਕਨ੍ਟ੍ਰੋਲ ਪੈਨਲ,କଣ୍ଟ୍ରୋଲ୍ ପ୍ୟାନେଲ୍ |
ਕੰਟਰੋਲ ਸਿਗਨਲ,ନିୟନ୍ତ୍ରଣ ସଙ୍କେତ
ਕੰਟਰੋਲ ਸਵਿੱਚ,କଣ୍ଟ୍ରୋଲ୍ ସୁଇଚ୍ |
ਕੰਟਰੋਲ ਟੇਪ,କଣ୍ଟ୍ରୋଲ୍ ଟେପ୍ |
ਕੰਟਰੋਲ ਟਰਮੀਨਲ,ନିୟନ୍ତ୍ରଣ ଟର୍ମିନାଲ୍ |
ਕੰਟਰੋਲ ਯੂਨਿਟ (CU),କଣ୍ଟ୍ରୋଲ୍ ୟୁନିଟ୍ (CU)
ਕਨਵਰਜੈਂਸ,ସମ୍ମିଶ୍ରଣ |
ਗੱਲਬਾਤ,ବାର୍ତ୍ତାଳାପ |
ਗੱਲਬਾਤ ਦਾ ਸਮਾਂ ਸਾਂਝਾ ਕਰਨਾ,ବାର୍ତ୍ତାଳାପ ସମୟ ବାଣ୍ଟିବା |
ਤਬਦੀਲੀ,ରୂପାନ୍ତର
ਪਰਿਵਰਤਕ,ରୂପାନ୍ତରକାରୀ |
ਕੁੱਕ ਦਾ ਸਿਧਾਂਤ,କୁକର ଥିଓରେମ୍ |
ਸਹਿ-ਪ੍ਰੋਸੈਸਰ,ସହ-ସଞ୍ଚାଳକ |
ਕਾਪੀ,କପି କରନ୍ତୁ |
ਕਾਪੀਰਾਈਟ,କପିରାଇଟ୍
ਰੱਸੀ,କର୍ଡ
ਤਾਰ ਰਹਿਤ ਟੈਲੀਫੋਨ,କର୍ଡଲେସ୍ ଟେଲିଫୋନ୍ |
ਸਿੱਟਾ,କରୋଲାରୀ
ਸੁਧਾਰ,ସଂଶୋଧନ
ਖਰਾਬ,ଦୁର୍ନୀତିଗ୍ରସ୍ତ
ਗਿਣਤੀ,ଗଣନା
ਵਿਰੋਧੀ,କାଉଣ୍ଟର
ਦੇਸ਼ ਦਾ ਕੋਡ,ଦେଶ କୋଡ୍
ਸਹਿਵਿਹਾਰ,କୋଭାରିଆନ୍ସ |
ਕਵਰੇਜ,କଭରେଜ୍ |
ਕਰੈਸ਼,ଦୁର୍ଘଟଣା
ਨਾਜ਼ੁਕ ਮਾਰਗ,ଜଟିଳ ପଥ
ਨਾਜ਼ੁਕ ਮਾਰਗ ਵਿਧੀ (CPM),ଜଟିଳ ପଥ ପଦ୍ଧତି (CPM)
ਕਰਾਸ ਚੈੱਕ,କ୍ରସ୍ ଚେକ୍ |
ਕਰਾਸ ਕੰਪਾਈਲਰ,କ୍ରସ୍ କମ୍ପାଇଲର୍
ਕਰਾਸ ਫਾਇਰ,କ୍ରସ୍ ଅଗ୍ନି
ਅੰਤਰ ਗੱਲਬਾਤ,କ୍ରସ୍ ଟକ୍ |
ਕ੍ਰਿਪਟੋਗ੍ਰਾਫਿਕ,କ୍ରିପ୍ଟୋଗ୍ରାଫିକ୍
ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ,କ୍ରିପ୍ଟୋଗ୍ରାଫି
ਮੁਦਰਾ ਪ੍ਰਤੀਕ,ମୁଦ୍ରା ପ୍ରତୀକ
ਮੌਜੂਦਾ ਡਾਇਰੈਕਟਰੀ,ସାମ୍ପ୍ରତିକ ଡିରେକ୍ଟୋରୀ |
ਮੌਜੂਦਾ ਵਿੰਡੋ,ସାମ୍ପ୍ରତିକ ୱିଣ୍ଡୋ |
ਕਰਸਰ,କର୍ସର୍
ਕਰਵ,ବକ୍ର
ਕੱਟ ਅਤੇ ਪੇਸਟ,କାଟି ପେଷ୍ଟ କରନ୍ତୁ |
ਕੱਟ ਵਿਧੀ,କଟ୍ ପଦ୍ଧତି |
ਸਾਈਬਰ,ସାଇବର
ਸਾਈਬਰ ਕੈਫੇ,ସାଇବର କାଫେ
ਸਾਈਬਰ ਨਕਦ,ସାଇବର ନଗଦ
