Hindi,Telugu
क़रार-भंग,ఒప్పందం ఉల్లంఘన
विश्‍वास भंग,విశ్వాసం ఉల్లంఘన
संविदा भंग,ఒప్పంద ఉల్లంఘన
अनुशासन भंग,క్రమశిక్షణ ఉల్లంఘన
"विधिभंग, क़ानून तोड़ना",చట్ట ఉల్లంఘన
शांति भंग,శాంతి ఉల్లంఘన
विशेषाधिकार भंग,ప్రత్యేక హక్కు ఉల్లంఘన
वचन भंग,వాగ్దానం ఉల్లంఘన
नियम भंग,నియమం ఉల్లంఘన
"विश्‍वास भंग, अमानत में खयानत",అవిశ్వాసం
"टूट-फूट, टूट-फूट प्रभार",విచ్ఛిన్నం
ठप,విచ్ఛిన్నం
सेवा में व्यवधान,సేవలో విరామం
ब्योरा,విడిపోవటం
नस्ल,జాతి
"घूस, रिश्‍वत",లంచం
"संक्षिप्त, पक्षसार, ब्रीफ़",క్లుప్తంగా
"सार बताना, पक्षसार बताना",బ్రీఫింగ్
संक्षिप्त वृत्‍त,సంక్షిప్త పున ume ప్రారంభం
"शानदार कीर्तिमान, शानदार रिकार्ड",తెలివైన రికార్డు
ध्यान में लाना,నోటీసులోకి తీసుకురండి
प्रसारण,ప్రసార
बड़ा चिट्ठा,బ్రాడ్‌షీట్
विवरणिका,బ్రోచర్
दलाली,బ్రోకరేజ్
अग्रानीत,ముందుకు తెచ్చింది (బి/ఎఫ్)
बजट नियतन,బడ్జెట్ కేటాయింపు
बजट नियंत्रण,బగెటరీ కంట్రోల్
"बजट प्राक्कलन, बजट अनुमान",బడ్జెట్ అంచనా
बजट प्रावधान,బడ్జెట్ నిబంధన
"भवन, इमारत",కట్టడం
"थोक, अंबार, ढेर, अधिकांश, परिमाण",చాలా మొత్తం
थोक खारीद,బల్క్ కొనుగోలు
बुलेटिन,బులెటిన్
भरपूर पैदावार,బంపర్ పంట
रिक्‍तियों का गुच्छन,ఖాళీల బంచ్
"गोलमाल, गोलमाल करना",బంగ్లింగ్
"अधिकारी तंत्र, नौकरशाही, दफ्तरशाही",బ్యూరోక్రసీ
दफ्तरशाह,బ్యూరోక్రాట్
व्यवसाय वर्ग,వ్యాపార తరగతి
कारोबार का समय,వ్యాపార గంటలు (= వ్యాపారం యొక్క గంటలు)
"व्यवसायी, कारोबारी",వ్యాపారవేత్త
"वापसी खरीद, प्रतिक्रय",కొనండి
"क्रेता, खरीदार",కొనుగోలుదారు
"उप-निर्वाचन, उपचुनाव",బై ఎన్నిక (= ఎన్నికల ద్వారా)
दस्ती,చేతి ద్వారా
"डाक से, डाक द्‌वारा",పోస్ట్ ద్వారా
केबिन असबाब,క్యాబిన్ సామాను
