Marathi,Malayalam
सक्रिय लूप,സജീവ ലൂപ്പ്
सक्रिय कोड*,സജീവ കോഡ്*
सक्रिय घटक,സജീവ ചേരുവകൾ
सक्रिय रेणू,സജീവ തന്മാത്ര
सक्रिय जाळी,സജീവ മെഷ്
सक्रिय पुनर्शोषण,സജീവമായ പുനഃശോഷണം
सक्रिय क्षेत्र,സജീവമായ പ്രദേശം
सक्रिय नियमन,സജീവമായ നിയന്ത്രണം
सक्रिय उपग्रह,സജീവ ഉപഗ്രഹം
सक्रिय विखंडन सौर ज्योत,സജീവമായ വിഘടന സൗരജ്വാല
सक्रिय सूक्ष्म पोषक,സജീവമായ മൈക്രോ ന്യൂട്രിയന്റുകൾ
सक्रिय ट्रॅकिंग सिस्टम,സജീവമായ ട്രാക്കിംഗ് സിസ്റ്റം
सक्रिय ट्रान्सड्यूसर,സജീവ ട്രാൻസ്ഡ്യൂസർ
सक्रिय सेवन,സജീവമായ ഉപഭോഗം
क्रियाकलाप गुणांक*,പ്രവർത്തന ഗുണകം*
क्रियाकलाप निर्देशांक,പ്രവർത്തന സൂചിക
क्रियाकलाप प्रमाण,പ്രവർത്തന അനുപാതം
क्रियाकलाप वेक्टर,പ്രവർത്തന വെക്റ്റർ
वास्तविक मॉनिटर,യഥാർത്ഥ മോണിറ്റർ
वास्तविक ताण,യഥാർത്ഥ സമ്മർദ്ദം
ट्रिगर करण्यासाठी,പ്രവർത്തനക്ഷമമാക്കാൻ
प्रवर्तक,ഉപജ്ഞാതാവ്
प्रवर्तक,ഉപജ്ഞാതാവ്
acuityometer,അക്വിറ്റിയോമീറ്റർ
ऐकण्याची तीक्ष्णता,കേൾവിശക്തി
फोटो तीक्ष्णता मूल्य,ഫോട്ടോ അക്വിറ്റി മൂല്യം
तीव्र कोन,ന്യൂനകോണ്
कुजबुजणे,മന്ത്രിക്കുന്നു
तीव्र त्रिकोण,നിശിത ത്രികോണം
अॅसायक्लिक,അസൈക്ലിക്
ऑप्टिमायझेशन अनुप्रयोग,ഒപ്റ്റിമൈസേഷൻ ആപ്ലിക്കേഷൻ
अनुकूल स्थिती,ഒപ്റ്റിമൈസ് ചെയ്ത അവസ്ഥ
अनुकूली नियंत्रण प्रणाली,അഡാപ്റ്റീവ് കൺട്രോൾ സിസ്റ്റം
अडॅपटोमीटर,അഡാപ്റ്റോമീറ്റർ
अॅडकॉक अँटेना,അഡ്‌കോക്ക് ആന്റിന
बेरीज करणे,സംഗ്രഹിക്കാനായി
संकलन वेळ,സമാഹാര സമയം
संकलन-वजाबाकी वेळ,സമാഹാരം-കുറയ്ക്കൽ സമയം
जोडणारा,ചേർക്കുന്നയാൾ
"बेरीज, बेरीज, बेरीज (सं.), बेरीज (v.)","തുക, കൂട്ടിച്ചേർക്കൽ, സംഗ്രഹം (എഡി.), സങ്കലനം (വി.)"
जोड स्थिर,കൂട്ടിച്ചേർക്കൽ സ്ഥിരം
प्रवेग-सम नियम,ത്വരണം-സംഭരണം
अंतर बेरीज नियम,ദൂരം-സംഭരണം
वेग-सम नियम,വേഗത-തുക നിയമം
वेक्टरची बेरीज,വെക്റ്ററുകളുടെ ആകെത്തുക
संग्रह प्रतिक्रिया,ശേഖരണ പ്രതികരണം
अतिरिक्त मजला,അധിക നില
"संयोजी स्वर, अतिरिक्त स्वर (स्वर)","കണക്റ്റീവ് ടോൺ, അധിക ടോൺ (സ്വരാക്ഷരങ്ങൾ)"
"additive, additive","അഡിറ്റീവ്, സങ്കലനം"
मिश्रित प्रणाली,സങ്കലന സംവിധാനം
संमिश्र वर्ण,സംയുക്ത പ്രതീകങ്ങൾ
एकूण वर्ण प्रक्रिया,മൊത്തം പ്രതീക പ്രക്രിയ
पूरक पूरक रंग,സങ്കലന പൂരക നിറം
additive स्थिरांक,സങ്കലന സ്ഥിരാങ്കം
additive कर्षण,അഡിറ്റീവ് ട്രാക്ഷൻ
अतिरिक्त प्रभाव,സങ്കലന പ്രഭാവം
अतिरिक्त घटक,സങ്കലന ഘടകം
additive फंक्शन,സങ്കലന പ്രവർത്തനം
मिश्रित मिश्रण,അഡിറ്റീവ് മിക്സ്
additive रूट,സങ്കലന റൂട്ട്
जोड प्रक्रिया,സങ്കലന പ്രക്രിയ
जोडणी,കൂട്ടിച്ചേർക്കൽ
अॅडिटीव्ह क्वांटम संख्या,അഡിറ്റീവ് ക്വാണ്ടം നമ്പർ
संग्रह प्रतिक्रिया,ശേഖരണ പ്രതികരണം
जोडणी,കൂട്ടിച്ചേർക്കൽ
एडिट्रॉन,അഡിട്രോൺ
जाणून घ्या*,അറിയുക*
पत्ता गणना,വിലാസ കണക്കുകൂട്ടൽ
पत्ता,വിലാസം
पत्ता एन्क्रिप्शन,വിലാസ എൻക്രിപ്ഷൻ
पत्ता अभिव्यक्ती,വിലാസ എക്സ്പ്രഷൻ
पत्ता योग्यता,വിലാസം
पत्ता लिहायची जागा,വിലാസ ബാർ
पत्ता प्रकाश,വിലാസ വെളിച്ചം
पत्ता बदलणे,വിലാസം മാറ്റം
पतांश,പതാൻഷ്
पत्ता नोंदवही,വിലാസ രജിസ്റ്റർ
पत्ता निवड स्विच,വിലാസം തിരഞ്ഞെടുക്കൽ സ്വിച്ച്
पत्ता क्रमवारी टेबल,വിലാസം അടുക്കുന്നതിനുള്ള പട്ടിക
संबोधित,അഭിസംബോധന
adresograph,അഡ്രെസോഗ്രാഫ്
पत्ता प्रणाली,വിലാസ സംവിധാനം
आसंजन,അഡീഷൻ
आसंजन ताण,adhesion സമ്മർദ്ദം
चिकट ऊर्जा,പശ ഊർജ്ജം
चिकट ब्लॉकिंग,പശ തടയൽ
adiabat,അടിയാബാറ്റ്
adiabatic,അഡിയബാറ്റിക്
adiabatic प्रवेग,adiabatic ത്വരണം
adiabatic अंदाजे,adiabatic ഏകദേശം
adiabatic खंड गुणांक,അഡിയബാറ്റിക് വോളിയം കോഫിഫിഷ്യന്റ്
adiabatic थर्मामीटर,അഡിയബാറ്റിക് തെർമോമീറ്റർ
adiabatic बदल,adiabatic മാറ്റം
"adiabatic चार्ट, adiabatic चार्ट","അഡിയബാറ്റിക് ചാർട്ട്, അഡിയബാറ്റിക് ചാർട്ട്"
adiabatic compressibility,adiabatic compressibility
adiabatic कॉम्प्रेशन,അഡിയബാറ്റിക് കംപ്രഷൻ
adiabatic गर्भनिरोधक,adiabatic ഗർഭനിരോധനം
adiabatic कूलिंग मर्यादा,adiabatic കൂളിംഗ് പരിധി
adiabatic वक्र,അഡിയബാറ്റിക് കർവ്
adiabatic विरूपण,adiabatic വക്രീകരണം
adiabatic demagnetization,adiabatic demagnetization
adiabatic रिझोल्यूशन,adiabatic പ്രമേയം
adiabatic विस्थापन,adiabatic displacement
adiabatic प्रभाव,adiabatic പ്രഭാവം
adiabatic लवचिकता,അഡിയബാറ്റിക് ഇലാസ്തികത
adiabatic ellipsoid,അഡിയബാറ്റിക് ദീർഘവൃത്താകൃതി
adiabatic पूर्ण-उष्णतेचे नुकसान,അഡിയബാറ്റിക് ഫുൾ-ഹീറ്റ് നഷ്ടം
adiabatic समीकरण,adiabatic സമവാക്യം
adiabatic राज्य समीकरण,adiabatic സംസ്ഥാന സമവാക്യം
adiabatic समतोल तापमान,അഡിയബാറ്റിക് സന്തുലിത താപനില
