English,Telugu
Standby equipment,స్టాండ్బై పరికరాలు
Standing wave,స్టాండింగ్ వేవ్
Standing wave ratio,స్టాండింగ్ వేవ్ రేషియో
Starting torque,టార్క్ ప్రారంభించడం
Start-stop,ప్రారంభ-స్టాప్
Static,స్టాటిక్
Statistical method,గణాంక పద్ధతి
Status,స్థితి
Status indication,స్థితి సూచన
Steady,స్థిరమైన
Stereo,స్టీరియో
Stereo balance,స్టీరియో బ్యాలెన్స్
Stereo encoder,స్టీరియో ఎన్కోడర్
Stereo generator,స్టీరియో జనరేటర్
Stereo mode,స్టీరియో మోడ్
Stereo transmission,స్టీరియో ట్రాన్స్మిషన్
Stereophonic sound reproduction,స్టీరియోఫోనిక్ సౌండ్ పునరుత్పత్తి
Stereophony,స్టీరియోఫోనీ
Stereoscopy,స్టీరియోస్కోపీ
Still picture,ఇప్పటికీ చిత్రం
Stimulus,ఉద్దీపన
Stopband,స్టాప్‌బ్యాండ్
Storage,నిల్వ
Storage battery room,నిల్వ బ్యాటరీ గది
Storage device,నిల్వ పరికరం
Stratosphere,స్ట్రాటో ఆవరణ
Streaming,స్ట్రీమింగ్
Stretch,సాగదీయడం
String,స్ట్రింగ్
Structured,నిర్మాణాత్మక
Studio block,స్టూడియో బ్లాక్
Studio centre,స్టూడియో సెంటర్
Studio lighting,స్టూడియో లైటింగ్
Studio monitors,స్టూడియో మానిటర్లు
Stylus,స్టైలస్
Subband encoding,సబ్‌బ్యాండ్ ఎన్‌కోడింగ్
Subband masking,సబ్‌బ్యాండ్ మాస్కింగ్
Subband samples,సబ్‌బ్యాండ్ నమూనాలు
Subnet,సబ్‌నెట్
Subsampling,సబ్‌యాంప్లింగ్
Subscriber,చందాదారుడు
Sudden ionosphere disturbance,ఆకస్మిక అయానోస్పియర్ భంగం
Sun spot activity,సన్ స్పాట్ కార్యాచరణ
Super power transmitter,సూపర్ పవర్ ట్రాన్స్మిటర్
Super sampling,సూపర్ నమూనా
Super socket,సూపర్ సాకెట్
Superheated vapour,సూపర్హీట్ ఆవిరి
Superheterodyne,సూపర్హెటెరోడిన్
Superheterodyne converter,సూపర్హెటెరోడైన్ కన్వర్టర్
Superheterodyne receiver,సూపర్హెటెరోడైన్ రిసీవర్
Superimposed (current),అతిశయోక్తి
Superimposition,సూపర్‌పోజిషన్
Superposition,సూపర్ స్థానం
Supersonic,సూపర్సోనిక్
Supply duct,సరఫరా వాహిక
Suppression grid,అణచివేత గ్రిడ్
Surface noise,ఉపరితల శబ్దం
Surface wave,ఉపరితల తరంగం
Surfing,సర్ఫింగ్
Surge,ఉప్పెన
Surroundings,పరిసరాలు
Susceptance,ససెప్టెన్స్
Susceptibility,ససెప్టబిలిటీ
Suspended,సస్పెండ్
Swap,స్వాప్
Sweep circuit,స్వీప్ సర్క్యూట్
Switch,స్విచ్
Switch board,స్విచ్ బోర్డు
Switch on control unit,నియంత్రణ యూనిట్ ఆన్ చేయండి
Switching,మారడం
Symbol rate,చిహ్నం రేటు
Symmetrical,సుష్ట
Sync (synchronous),సమకాలీన
Sync pulse,సమకాలీకరణ పల్స్
Sync transfer,సమకాలీకరణ బదిలీ
Synchronization,సమకాలీకరణ
Synchronized,సమకాలీకరించబడింది
Synchronous,సింక్రోనస్
Synchronous motor,సింక్రోనస్ మోటారు
Synergic,సినర్జిక్
Synergistic,సినర్జిస్టిక్
Synergy,సినర్జీ
Syntactic,వాక్యనిర్మాణం
Syntax,సింటాక్స్
Syntax error,సింటాక్స్ లోపం
Synthesizer,సింథసైజర్
Synthesizer cards,సింథసైజర్ కార్డులు
System,వ్యవస్థ
System architecture,సిస్టమ్ ఆర్కిటెక్చర్
System design,సిస్టమ్ డిజైన్
System menu,సిస్టమ్ మెను
Tag,ట్యాగ్
Talk back,తిరిగి మాట్లాడు
Tape,టేప్
Tape recorder,టేప్ రికార్డర్
Tape slicing,టేప్ స్లైసింగ్
Tapered,దెబ్బతింది
Target,లక్ష్యం
Tariff,సుంకం
Task bar,టాస్క్ బార్
Technical,సాంకేతిక
Technical challenge,సాంకేతిక సవాలు
Technical features,సాంకేతిక అంశాలు
Technical guidelines,సాంకేతిక మార్గదర్శకాలు
Technical parameter,సాంకేతిక పరామితి
Technical quality,సాంకేతిక నాణ్యత
Technical snag,సాంకేతిక స్నాగ్
Technique,టెక్నిక్
Technological constraint,సాంకేతిక పరిమితి
Technology,సాంకేతికం
Technology assessment,టెక్నాలజీ అసెస్‌మెంట్
Telecasting,టెలికాస్టింగ్
Telecine,టెలిసిన్
Telegraphy,టెలిగ్రఫీ
Telematics,టెలిమాటిక్స్
Telemetering,టెలిమెటరింగ్
Telephone,టెలిఫోన్
Teletext,టెలిటెక్స్ట్
Television,టెలివిజన్
Temperature,ఉష్ణోగ్రత
Temperature control,ఉష్ణోగ్రత నియంత్రణ
Temporal,తాత్కాలిక
Temporal management,తాత్కాలిక నిర్వహణ
Temporal redundancy,తాత్కాలిక పునరావృతం
Tensile strength,తన్యత బలం
Tentacle,టెన్టకిల్
Terabyte (TB),టెరాలి
Terminal,టెర్మినల్
Terminal adapters,టెర్మినల్ ఎడాప్టర్లు
Terminal equipment,టెర్మినల్ పరికరాలు
Terminating,ముగించడం
Terminating resistance,ప్రతిఘటనను ముగించడం
Termination,ముగింపు
Terminator,టెర్మినేటర్
Terrain profiles,టెర్రైన్ ప్రొఫైల్స్
Tertiary winding,తృతీయ వైండింగ్
Test,పరీక్ష
Test data,పరీక్ష డేటా
Test image,పరీక్ష చిత్రం
Test signal,పరీక్ష సిగ్నల్
Tester,టెస్టర్
Testing,పరీక్ష
Tests and measurement,పరీక్షలు మరియు కొలత
Thermal noise,ఉష్ణ శబ్దం
Thermal overload relay,థర్మల్ ఓవర్లోడ్ రిలే
Thermionic rectifier,థర్మియోనిక్ రెక్టిఫైయర్
Thermocouple,థర్మోకపుల్
Thermometer,థర్మామీటర్
Thermostat,థర్మోస్టాట్
Thimble,థింబుల్
Thoriated filament,థోరియేటెడ్ ఫిలమెంట్
Thread,థ్రెడ్
Three phase supply,మూడు దశల సరఫరా
Three phase transformer,మూడు దశల ట్రాన్స్ఫార్మర్
Threshold,ప్రవేశం
Throat microphone,గొంతు మైక్రోఫోన్
Thrust,థ్రస్ట్
Thyratron,థైరాట్రాన్
Thyristor,థైరిస్టర్
Tilt,వంపు
Timbre,టింబ్రే
Time,సమయం
Time base,టైమ్ బేస్
Time code,సమయ కోడ్
Time constant,సమయం స్థిరాంకం
Time delay,సమయం ఆలస్యం
Time domain,టైమ్ డొమైన్
Time sampling,సమయం నమూనా
Time stretching,సమయం సాగదీయడం
Timer,టైమర్
Title bar,టైటిల్ బార్
To and fro motion,To మరియు fro కదలిక
Toggle switch,టోగుల్ స్విచ్
Token ring network,టోకెన్ రింగ్ నెట్‌వర్క్
Tolerance,ఓరిమి
Tone control,టోన్ కంట్రోల్
Tool bar,టూల్ బార్
Tools,సాధనాలు
Toothed gearing,దంతాల గేరింగ్
Topology,టోపోలాజీ
Toroidal winding,టొరాయిడల్ వైండింగ్
Torque,టార్క్
Total quality management (TQM),మొత్తం నాణ్యత నిర్వహణ (TQM)
Totalizer,టోటలైజర్
Tower,టవర్
Tracer,ట్రేసర్
Tracing,ట్రేసింగ్
Track,ట్రాక్
Track ball,ట్రాక్ బాల్
Tracking,ట్రాకింగ్
Traffic management,ట్రాఫిక్ నిర్వహణ
Transactional file system,లావాదేవీల ఫైల్ సిస్టమ్
Transcode,ట్రాన్స్‌కోడ్
Transducer,ట్రాన్స్‌డ్యూసెర్
Transeiver,ట్రాన్సీవర్
Transfer characteristics,బదిలీ లక్షణాలు
Transfer function,బదిలీ ఫంక్షన్
Transformer,ట్రాన్స్ఫార్మర్
Transformer exciter,ట్రాన్స్ఫార్మర్ ఎక్సైటర్
Transformer trolley,ట్రాన్స్ఫార్మర్ ట్రాలీ
Transient,తాత్కాలిక
Transient coding,తాత్కాలిక కోడింగ్
Transient error,అస్థిరమైన లోపం
Transient switching,తాత్కాలిక మార్పిడి
Transistor,ట్రాన్సిస్టర్
Translation,అనువాదం
Translator,అనువాదకుడు
Transmission,ప్రసార
Transmission interface,ప్రసార ఇంటర్ఫేస్
Transmission line,ప్రసారణ తంత్రి
Transmission loss,ప్రసార నష్టం
Transmission studio,ట్రాన్స్మిషన్ స్టూడియో
Transmitter,ట్రాన్స్మిటర్
Transmitter controller,ట్రాన్స్మిటర్ కంట్రోలర్
Transmitter maintenance,ట్రాన్స్మిటర్ నిర్వహణ
Transmitter out put power,ట్రాన్స్మిటర్ అవుట్ పుట్ పవర్
Transmitting antenna,యాంటెన్నాను ప్రసారం చేస్తుంది
Transmitting antenna gain,యాంటెన్నా లాభం ప్రసారం చేస్తుంది
Transmitting frequency,ప్రసార పౌన frequency పున్యం
Transmitting station,ట్రాన్స్మిటింగ్ స్టేషన్
Transponder,ట్రాన్స్పాండర్
Trapatt diode,ట్రాపాట్ డయోడ్
Travelling wave,ట్రావెలింగ్ వేవ్
Trellis decoding,ట్రెల్లిస్ డీకోడింగ్
Trench and conduit,కందకం మరియు కండ్యూట్
Trigger circuit,ట్రిగ్గర్ సర్క్యూట్
Trim,ట్రిమ్
Trimming,ట్రిమ్మింగ్
Tripod,త్రిపాద
Troposphere,ట్రోపోస్పియర్
Truncation,కత్తిరించడం
Truth table,ట్రూత్ టేబుల్
Tuned,ట్యూన్ చేయబడింది
Tuner,ట్యూనర్
Tuning,ట్యూనింగ్
Tunnel diode,సొరంగం డయోడ్
Tunnelling,టన్నెలింగ్
Turn around management,నిర్వహణ చుట్టూ తిరగండి
Turn table,టర్న్ టేబుల్
Tweeter,ట్వీటర్
Twisted,వక్రీకృత
Twisted pair cable,వక్రీకృత జత కేబుల్
Unbalanced audio line,అసమతుల్య ఆడియో లైన్
Under voltage,వోల్టేజ్ కింద
Unicasting,యునికాస్టింగ్
Universal gate,యూనివర్సల్ గేట్
Universal network,యూనివర్సల్ నెట్‌వర్క్
Unweighted filter,విడదీయని వడపోత
Up convertor,అప్ కన్వర్టర్
Uplink,అప్లింక్
Upload,అప్‌లోడ్
Usable field strength,ఉపయోగపడే క్షేత్ర బలం
Value added services,విలువ జోడించిన సేవలు
Varactor diode,వరయాక్టర్ డయోడ్
Variable,వేరియబుల్
Variable area sound track,వేరియబుల్ ఏరియా సౌండ్ ట్రాక్
Variable data rate compression,వేరియబుల్ డేటా రేట్ కుదింపు
Variable density sound track,వేరియబుల్ డెన్సిటీ సౌండ్ ట్రాక్
Variable output data rate,వేరియబుల్ అవుట్పుట్ డేటా రేటు
Vector,వెక్టర్
Vector impedance meter,వెక్టర్ ఇంపెడెన్స్ మీటర్
Vector network analyzer,వెక్టర్ నెట్‌వర్క్ ఎనలైజర్
Velocity of light,కాంతి వేగం
Vented box,వెంటెడ్ బాక్స్
Versatility,బహుముఖ ప్రజ్ఞ
Version,సంస్కరణ: Telugu
Vertical plane,నిలువు విమానం
Vertically polarized,నిలువుగా ధ్రువణ
Vestigial side band (VSB),వెలిజ్రాలక బృందం
Vibration,వైబ్రేషన్
Vibrator,వైబ్రేటర్
Video,వీడియో
Video amplifier,వీడియో యాంప్లిఫైయర్
Video chain,వీడియో గొలుసు
Video characteristics,వీడియో లక్షణాలు
Video code,వీడియో కోడ్
Video compression,వీడియో కుదింపు
Video conferencing,వీడియో కాన్ఫరెన్సింగ్
Video graphics adapter,వీడియో గ్రాఫిక్స్ అడాప్టర్
Video streaming,వీడియో స్ట్రీమింగ్
Video switcher,వీడియో స్విచ్చర్
Videography,వీడియోగ్రఫీ
View,చూడండి
Viewing distance,దూరం చూస్తున్నారు
Virtual,వర్చువల్
Virtual address,వర్చువల్ చిరునామా
Virtual height,వర్చువల్ ఎత్తు
Virtual memory,వర్చువల్ మెమరీ
Virtual private network,వర్చువల్ ప్రైవేట్ నెట్‌వర్క్
Virtual reality,వర్చువల్ రియాలిటీ
Virus,వైరస్
Viscosity,స్నిగ్ధత
Visibility,దృశ్యమానత
Vision,దృష్టి
Visual display,దృశ్య ప్రదర్శన
Visual inspection,దృశ్య తనిఖీ
Visual radio,విజువల్ రేడియో
Voice frequency,వాయిస్ ఫ్రీక్వెన్సీ
Voice mail,వాయిస్ మెయిల్
Voice over IP,వాయిస్ ఓవర్ ఐపి
Voice over recording (VOR),వాయిస్ ఓవర్ రికార్డింగ్ (VOR)
Volatile liquid,అస్థిర ద్రవ
Volatile memory,అస్థిర జ్ఞాపకం
Volt,వోల్ట్
Voltage,వోల్టేజ్
Voltage controlled oscillator (VCO),వోల్టేజ్ నియంత్రిత ఓసిలేటర్ (VCO)
Voltage flactuation,వోల్టేజ్ ఫ్లేక్యుయేషన్
Voltage regulation,వోల్టేజ్ నియంత్రణ
Voltage sag,వోల్టేజ్ సాగ్
Voltage spike,వోల్టేజ్ స్పైక్
Voltage stabilizer,వోల్టేజ్ స్టెబిలైజర్
Voltage standing wave ratio,వోల్టేజ్ స్టాండింగ్ వేవ్ నిష్పత్తి
Voltmeter,వోల్టమీటర్
Volume,వాల్యూమ్
Volume control,వాల్యూమ్ నియంత్రణ
Waiting time,వేచి ఉన్న సమయం
Watermarking,వాటర్‌మార్కింగ్
Watt (W),వాట్ (w)
Watt hour,వాట్ అవర్
Wattless component,వాట్లెస్ భాగం
Wave,అల
Wave motion,వేవ్ మోషన్
Waveform,తరంగ రూపం
Wavefront,వేవ్ ఫ్రంట్
Waveguide,వేవ్‌గైడ్
Wavelength,తరంగదైర్ఘ్యం
Wavelet,వేవ్లెట్
Web,వెబ్
Web browser,వెబ్ బ్రౌజర్
Web page,వెబ్ పేజీ
Web portal,వెబ్ పోర్టల్
Web server,వెబ్ సర్వర్
Webcasting,వెబ్‌కాస్టింగ్
Webopedia,వెబ్‌పీడియా
Website,వెబ్‌సైట్
Weighted filter,వెయిటెడ్ ఫిల్టర్
Wet bulb temperature,తడి బల్బ్ ఉష్ణోగ్రత
White noise,తెలుపు శబ్దం
Wide angle lens,వైడ్ యాంగిల్ లెన్స్
Wide area network,వైడ్ ఏరియా నెట్‌వర్క్
Wideband,వైడ్‌బ్యాండ్
Wikimedia,వికీమీడియా
Wikipedia,వికీపీడియా
Winchester disk,వించెస్టర్ డిస్క్
Windows,విండోస్
Windows media player,విండోస్ మీడియా ప్లేయర్
Windshield,విండ్‌షీల్డ్
Wire,వైర్
Wireless,వైర్‌లెస్
Wireless transmission,వైర్‌లెస్ ట్రాన్స్మిషన్
Wiring,వైరింగ్
Woofer,వూఫర్
Word processing,పద విశ్లేషణం
Word processor,పదాల ప్రవాహిక
Work process,పని ప్రక్రియ
Work space,పని స్థలం
Workgroup,వర్క్‌గ్రూప్
Workload,పనిభారం
Workshop,వర్క్‌షాప్
Workstation,వర్క్‌స్టేషన్
Worldwide web (www),ప్రపంచవ్యాప్త వెబ్ (www)
Wound rotor,గాయం రోటర్
Wow and flutter,వావ్ మరియు ఫ్లట్టర్
You tube,మీరు ట్యూబ్
Zenith,జెనిత్
Zigzag,గజిబిజి
Zip,జిప్
Zip files,జిప్ ఫైల్స్
Zipped,జిప్
Zone,జోన్
Zoom,జూమ్
Zoom in,పెద్దదిగా చూపు
Zoom microphone,జూమ్ మైక్రోఫోన్
Zoom out,పెద్దది చెయ్యి
Zooming,జూమ్
