Assamese,Bengali
ৰৈখিক প্ৰসাৰণৰ সহগ,রৈখিক প্রসারণের সহগ
ৰিগ্ৰেছনৰ সহগ,রিগ্রেশন সহগ
পৃষ্ঠীয় টানৰ সহগ,পৃষ্ঠ টান সহগ
তাৰতম্যৰ সহগ,প্রকরণ সহগ
কোফেক্টৰ,কোফ্যাক্টর
coin throw (মুদ্ৰা টছ),মুদ্রা নিক্ষেপ (মুদ্রা টস)
নমুনা সংগ্ৰহ কৰা,নমুনা সংগ্রহ
collinear,সমরেখার
collinearity,সমরেখা
স্তম্ভ,কলাম
স্তম্ভ সমতুল্যতা,কলামের সমতা
স্তম্ভ সমতুল্য,কলাম সমতুল্য
স্তম্ভ সমতুল্য মেট্ৰিক্স,কলাম সমতুল্য ম্যাট্রিক্স
স্তম্ভ মেট্ৰিক্স,কলাম ম্যাট্রিক্স
স্তম্ভ ৰেংক,কলাম র‍্যাঙ্ক
স্তম্ভ হ্ৰাস কৰা ইকলন মেট্ৰিক্স,কলাম হ্রাস ইকোলন ম্যাট্রিক্স
স্তম্ভ ভেক্টৰ,কলাম ভেক্টর
স্তম্ভ অনুসৰি,কলাম অনুসারে
সংযুক্ত সমীকৰণ,সম্মিলিত সমীকরণ
সাধাৰণ কোণ,সাধারণ কোণ
সাধাৰণ অক্ষ,সাধারণ অক্ষ
সাধাৰণ ভিত্তি,সাধারণ ভিত্তি
সাধাৰণ হৰ,সাধারণ নির্ধারক
সাধাৰণ পাৰ্থক্য,সাধারণ পার্থক্য
সাধাৰণ কাৰক,সাধারণ সমস্যা
সাধাৰণ লগাৰিদম,সাধারণ লগারিদম
সাধাৰণ বহুগুণ,সাধারণ একাধিক
সাধাৰণ অনুপাত,সাধারণ অনুপাত
সাধাৰণ অংশ,সাধারণ বিভাগ
সাধাৰণ দিশ,সাধারণ দিক
সাধাৰণ স্পৰ্শক,সাধারণ স্পর্শক
সাধাৰণ শব্দ,সাধারণ শব্দ
কমিউটেটিভ ল&#39;,বিনিময় বিধি
পৰিৱৰ্তনশীল বৈশিষ্ট্য,পরিবর্তনমূলক সম্পত্তি
কমিউটেটিভ নিয়ম,পরিবর্তনমূলক নিয়ম
যোগৰ পৰিৱৰ্তনশীল নিয়ম,সংযোজনের পরিবর্তনমূলক আইন
গুণনৰ পৰিৱৰ্তনশীল নিয়ম,গুণের পরিবর্তনমূলক আইন
কমিউটেটিভ অপাৰেচন,পরিবর্তনমূলক অপারেশন
কমিউটেটৰ গোট,কমিউটার গ্রুপ
মেট্ৰিক্সৰ অহা-যোৱা কৰা,ম্যাট্রিক্সের যাতায়াত
কম্পেক্ট চেট,কমপ্যাক্ট সেট
তুলনামূলকতা,তুলনা
মাধ্যমৰ তুলনা,উপায়ের তুলনা
শতাংশৰ তুলনা,শতাংশের তুলনা
তুলনামূলক পৰীক্ষা,তুলনা পরীক্ষা
সামঞ্জস্যতা সমীকৰণ,সামঞ্জস্য সমীকরণ
প্ৰতিযোগিতামূলক খেল,প্রতিযোগিতামূলক খেলা
প্ৰতিযোগিতামূলক পৰিস্থিতি,প্রতিযোগিতামূলক পরিস্থিতি
প্ৰতিযোগিতামূলক কৌশল,প্রতিযোগিতামূলক কৌশল
কম্পাইলাৰ,কম্পাইলার
পৰিপূৰক,পরিপূরক
পৰিপূৰক কোণ,পরিপূরক কোণ
পৰিপূৰক ঘটনা,পরিপূরক ঘটনা
পৰিপূৰক কাৰক,পরিপূরক ফ্যাক্টর
পৰিপূৰক কাৰ্য্য,পরিপূরক ফাংশন
পৰিপূৰক আধা স্থান,পরিপূরক অর্ধেক স্থান
পৰিপূৰক ব্যৱধান,পরিপূরক ব্যবধান
পৰিপূৰক গোট,পরিপূরক সেট
পৰিপূৰকতা,পরিপূরক
এটা গোটৰ পৰিপূৰক,একটি সেটের পরিপূরক
সম্পূৰ্ণ লোকপিয়ল,সম্পূর্ণ আদমশুমারি
সম্পূৰ্ণ সম্পৰ্কীয় মেট্ৰিক্স,সম্পূর্ণ পারস্পরিক সম্পর্ক ম্যাট্রিক্স
সম্পূৰ্ণ মেট্ৰিক স্থান,সম্পূর্ণ মেট্রিক স্থান
সম্পূৰ্ণ অৰ্থনৰ্মেল ছেট,সম্পূর্ণ অর্থনর্মাল সেট
সম্পূৰ্ণ চতুৰ্ভুজ,সম্পূর্ণ চতুর্ভুজ
সম্পূৰ্ণ ভাগফল,সম্পূর্ণ ভাগফল
সম্পূৰ্ণ ছেট,সম্পূর্ণ সেট
সম্পূৰ্ণ সমাধান,সম্পূর্ণ সমাধান
সম্পূৰ্ণৰূপে ৰেণ্ডম ডিজাইন,সম্পূর্ণরূপে এলোমেলো নকশা
জটিল যুক্তি,জটিল যুক্তি
জটিল সংযুক্ত,জটিল অনুবন্ধী
জটিল পাৰ্থক্য,জটিল পার্থক্য
জটিল ফলন,জটিল ফাংশন
জটিল সংহতি,জটিল একীকরণ
জটিল মেট্ৰিক্স,জটিল ম্যাট্রিক্স
জটিল সংখ্যা,জটিল সংখ্যা
জটিল সংখ্যাৰ ক্ষেত্ৰ,জটিল সংখ্যা ক্ষেত্র
জটিল অৰ্থগনেল মেট্ৰিক্স,জটিল অর্থোগোনাল ম্যাট্রিক্স
জটিল সমতল,জটিল সমতল
জটিল পৰিমাণ,জটিল পরিমাণ
জটিল পাৰস্পৰিক,জটিল পারস্পরিক
জটিল ফলাফল,জটিল ফলাফল
জটিল স্থান,জটিল স্থান
জটিল মূল্যৱান ফলন,জটিল মূল্যবান ফাংশন
জটিল চলক,জটিল পরিবর্তনশীল
কম্পোনেণ্ডো আৰু ডিভিণ্ডেণ্ডো,componendo এবং divindendo
উপাদান,উপাদান
উপাদান বিশ্লেষণ,উপাদান বিশ্লেষণ
ভ্যাৰিয়েন্সৰ উপাদান,বৈচিত্র্যের উপাদান
ভেক্টৰৰ উপাদান,ভেক্টরের উপাদান
কম্পোজিট ফাংচন,যৌগিক ফাংশন
সংমিশ্ৰিত অনুমান,যৌগিক অনুমান
সংমিশ্ৰিত সংখ্যা,যৌগিক সংখ্যা
সংমিশ্ৰিত শৃংখলা,যৌগিক সিরিজ
ভেক্টৰৰ গঠন,ভেক্টরের গঠন
যৌগিক কোণ,যৌগিক কোণ
যৌগিক বিভাজন,যৌগিক বিভাগ
যৌগিক ভগ্নাংশ,যৌগিক ভগ্নাংশ
চক্ৰান্ত সুত,চক্রবৃদ্ধিহারে সুদ
যৌগিক সম্ভাৱনা,যৌগিক সম্ভাবনা
সংকোচনযোগ্য প্ৰবাহ,সংকোচনযোগ্য প্রবাহ
সংকোচন,সঙ্কোচন
গণনা,গণনা
গণনামূলক সূত্ৰ,কম্পিউটেশনাল সূত্র
গণনা কৰা মান,গণনা করা মান
কম্পিউটাৰ,কম্পিউটার
কম্পিউটাৰ এলগৰিদম,কম্পিউটার অ্যালগরিদম
কম্পিউটাৰ প্ৰগ্ৰেম,কম্পিউটার প্রোগ্রাম
কম্পিউটাৰ প্ৰগ্ৰেমিং,কম্পিউটার প্রোগ্রামিং
কম্পিউটাৰ চিমুলেচন,কম্পিউটার সিমুলেশন
কম্পিউটিং,কম্পিউটিং
অৱতল ফলন,অবতল ফাংশন
অৱতল বহুভুজ,অবতল বহুভুজ
অৱতল প্ৰগ্ৰেমিং,অবতল প্রোগ্রামিং
সমকেন্দ্ৰিক বৃত্ত,সমকেন্দ্রিক বৃত্ত
সমকেন্দ্ৰিক বক্ৰ,কেন্দ্রীভূত বক্ররেখা
কংক্ৰিটৰ ৰূপ,কংক্রিট ফর্ম
ৰেখাৰ সমকালীনতা,লাইনের সামঞ্জস্য
সমকালীন,সমবর্তী
সমকালীন বল,সমবর্তী বাহিনী
চৰ্তসাপেক্ষ ঘনত্ব ফলন,শর্তাধীন ঘনত্ব ফাংশন
