Assamese,Tamil
কম্পিউটাৰ বিশেষজ্ঞ,கணினி நிபுணர்
কম্পিউটাৰাইজেচন,கணினிமயமாக்கல்
কম্পিউটাৰিষ্ট,கணினி நிபுணர்
কম্পিউটাৰাইজ কৰা,கணினிமயமாக்கு
কম্পিউটিং,கம்ப்யூட்டிங்
ধাৰণা,கருத்து
সমকালীনতা,ஒத்திசைவு
সমকালীন,ஒரே நேரத்தில்
কণ্ডিচন ভেৰিয়েবল,நிலை மாறி
চৰ্তসাপেক্ষ অপাৰেটৰ,நிபந்தனை ஆபரேட்டர்
চৰ্তসাপেক্ষ বিবৃতি,நிபந்தனை அறிக்கை
পৰিবাহী,நடத்துனர்
কনফাৰেন্সিং,மாநாடு
গোপনীয়তা,இரகசியத்தன்மை
বিন্যাস,கட்டமைப்பு
ভিৰ,நெரிசல்
সংযোগ,இணைப்பு
সংযোগ গতি,இணைப்பு வேகம்
সংযোগ,இணைப்பு
সংযোগ কম যোগাযোগ,இணைப்பு குறைவான தொடர்பு
সংযোগ মুক্তি,இணைப்பு வெளியீடு
সংযোগ,இணைப்பு
সংযোগকাৰী,இணைப்பான்
একেৰাহে,தொடர்ச்சியாக
ফলস্বৰূপ,அதன் விளைவாக
কনছ&#39;ল,பணியகம்
একত্ৰীকৰণ,ஒருங்கிணைப்பு
নেৰানেপেৰা,நிலையான
নিৰন্তৰ নিৰ্দেশনা,நிலையான அறிவுறுத்தல்
বাধা,கட்டுப்பாடு
কনষ্ট্ৰাক্টৰ,கட்டமைப்பாளர்
পাত্ৰ,கொள்கலன்
বিষয়,உள்ளடக்கம்
সন্দৰ্ভ,சூழல்
প্ৰসংগ মুক্ত ব্যাকৰণ (CFG),சூழல் இலவச இலக்கணம் (CFG)
প্ৰসংগ চুইচ,சூழல் சுவிட்ச்
আকস্মিকতা,தற்செயல்
সংকোচন,சுருக்கம்
বিষমতা,மாறுபாடு
নিয়ন্ত্ৰণ,கட்டுப்பாடு
নিয়ন্ত্ৰণ এলেকা,கட்டுப்பாட்டு பகுதி
নিয়ন্ত্ৰণ বিট,கட்டுப்பாட்டு பிட்
নিয়ন্ত্ৰণ বাছ,கட்டுப்பாட்டு பேருந்து
নিয়ন্ত্ৰণ কাৰ্ড,கட்டுப்பாட்டு அட்டை
নিয়ন্ত্ৰণ বৰ্তনী,கட்டுப்பாட்டு சுற்று
নিয়ন্ত্ৰণ চক্ৰ,கட்டுப்பாட்டு சுழற்சி
নিয়ন্ত্ৰণ অভিযান্ত্ৰিকী,கட்டுப்பாட்டு பொறியியல்
নিয়ন্ত্ৰণ কি&#39;,கட்டுப்பாட்டு விசை
নিয়ন্ত্ৰণ যুক্তি,கட்டுப்பாட்டு தர்க்கம்
নিয়ন্ত্ৰণ লুপ,கட்டுப்பாட்டு வளையம்
নিয়ন্ত্ৰণ চিহ্ন,கட்டுப்பாட்டு குறி
নিয়ন্ত্ৰণ কাৰ্য্য,கட்டுப்பாட்டு செயல்பாடு
নিয়ন্ত্ৰণ পেনেল,கட்டுப்பாட்டு குழு
নিয়ন্ত্ৰণ সংকেত,கட்டுப்பாட்டு சமிக்ஞை
নিয়ন্ত্ৰণ চুইচ,கட்டுப்பாட்டு சுவிட்ச்
নিয়ন্ত্ৰণ টেপ,கட்டுப்பாட்டு நாடா
নিয়ন্ত্ৰণ টাৰ্মিনেল,கட்டுப்பாட்டு முனையம்
নিয়ন্ত্ৰণ একক (CU),கட்டுப்பாட்டு அலகு (CU)
অভিসৰণ,ஒன்றிணைதல்
কথা-বাৰ্তা,உரையாடல்
কথোপকথনৰ সময় ভাগ-বতৰা কৰা,உரையாடல் நேரப் பகிர்வு
ৰূপান্তৰ,மாற்றம்
ৰূপান্তৰক,மாற்றி
কুকৰ উপপাদ্য,குக் தேற்றம்
সহ-প্ৰচেছৰ,இணை செயலி
কপি কৰক,நகல்
কপিৰাইট,பதிப்புரிமை
কৰ্ড,தண்டு
কৰ্ডলেছ টেলিফোন,கம்பியில்லா தொலைபேசி
corollary,தொடர்ச்சி
সংশোধন,திருத்தம்
দুৰ্নীতিগ্ৰস্ত,சிதைக்கப்பட்டது
হিচাপ কৰা,எண்ணிக்கை
বিৰোধ,கவுண்டர்
দেশৰ কোড,நாட்டின் குறியீடு
সহাৱস্থান,இணை மாறுபாடு
কভাৰেজ,கவரேஜ்
খুন্দা মৰা,விபத்து
জটিল পথ,முக்கியமான பாதை
জটিল পথ পদ্ধতি (CPM),முக்கியமான பாதை முறை (CPM)
ক্ৰছ চেক,குறுக்கு சோதனை
ক্ৰছ কম্পাইলাৰ,குறுக்கு கம்பைலர்
ক্ৰছ জুই,குறுக்கு தீ
ক্ৰছ টক,குறுக்கு பேச்சு
ক্ৰিপ্টোগ্ৰাফিক,குறியாக்கவியல்
ক্ৰিপ্টোগ্ৰাফী,குறியாக்கவியல்
মুদ্ৰাৰ চিহ্ন,நாணய சின்னம்
বৰ্তমান ডাইৰেকটৰি,தற்போதைய அடைவு
বৰ্তমান উইন্ডো,தற்போதைய சாளரம்
কাৰ্চাৰ,கர்சர்
বক্ৰ,வளைவு
কাটি পেষ্ট কৰক,வெட்டி ஒட்டு
কাটিব পৰা পদ্ধতি,வெட்டு முறை
চাইবাৰ,சைபர்
চাইবাৰ কেফে,கணணி மையம்
চাইবাৰ নগদ ধন,இணைய பணம்
চাইবাৰ অপৰাধ,சைபர்
চাইবাৰ ডেলিক,சைபர் டெலிக்ஸ்
চাইবাৰ আইন,இணைய சட்டம்
চাইবাৰ যৌনতা,இணைய செக்ஸ்
চাইবাৰনেটিক্স,சைபர்னாடிக்ஸ்
চাইবাৰনেচন,சைபர்னேஷன்
চক্ৰ,மிதிவண்டி
চক্ৰ স্মৃতিশক্তি,சுழற்சி நினைவகம்
চক্ৰ চুৰি,சுழற்சி திருட
চক্ৰৰ সময়,சுழற்சி நேரம்
চক্ৰীয়,சுழற்சி
ডেমন,டீமன்
ডেইজী চকা,டெய்சி சக்கரம்
ডাটা প্ৰশাসক,தரவு நிர்வாகி
তথ্য আবণ্টন,தரவு ஒதுக்கீடு
ডাটা এৰিয়া,தரவு பகுதி
ডাটা এৰে,தரவு வரிசை
ডাটা বেচ,தரவு தளம்
ডাটা ব্ৰেক,தரவு முறிவு
ডাটা বাছ,தரவு பஸ்
ডাটা কেৰিয়াৰ,தரவு கேரியர்
ডাটা চেল,தரவு செல்
ডাটা চেনেল,தரவு சேனல்
