Tamil,English
ப au ஹினியா,Bauhinia
அடி,Beat
தேன் கூடு,Beehive
பியூக்ஸ்,Beewax
பிகோனியா,Begonia
நடத்தை தழுவல்,Behavioural adaptation
பெல்,Bel
பெல்லடோனா,Belladonna
தீங்கற்ற கட்டி,Benign tumour
பெந்திக்,Benthic
பென்சீன் ஹெக்ஸாக்ளோரைடு (பி.எச்.சி),Benzene hexachloride (BHC)
பென்சீன்,Benzene
பெரெனில்,Berenil
பெர்ரி,Berry
பீட்டா பன்முகத்தன்மை,Beta diversity
பெத்துலா,Betula
பி-குளோபின்,B-globin
பாங்,Bhang
BHETKI,Bhetki
பி-ஹாரிசோன்,B-horizon
பைகார்பனேட்,Bicarbonate
பைகார்பெல்லரி,Bicarpellary
பைகார்பெல்லாட்டே,Bicarpellatae
கயிறுகள்,Biceps
பைகோன்கேவ்,Biconcave
பைகோன்வெக்ஸ்,Biconvex
பைகோன்வெக்ஸ்-கோள லென்ஸ்,Biconvex-spherical lens
பைசஸ்பிட் வால்வு,Bicuspid valve
ஏலதாரரின் கால்வாய்,Bidder's canal
ஏலதாரரின் உறுப்பு,Bidder's organ
இருபது ஆண்டு,Biennial
பிக் பேங் கோட்பாடு,Big Bang theory
பிலாபியேட்,Bilabiate
இருதரப்பு சமச்சீர்,Bilateral symmetry
பிலடீரியா,Bilateria
பிளேயர்,Bilayer
பித்தம்,Bile
பித்த நிறமி,Bile pigment
பித்த உப்பு,Bile salt
இருகூற்றுப்பிளவு,Binary fission
ஃப்ளோரோக்ரோம் பிணைப்பு,Binding fluorochrome
அடி மூலக்கூறு பிணைப்பு,Binding of substrate
தொலைநோக்கி,Binocular
தொலைநோக்கி தலை,Binocular head
தொலைநோக்கு பார்வை,Binocular vision
இரும,Binomial
பைனோமியல் பெயரிடல்,Binomial nomenclature
பைனோமியல் சிஸ்டம்,Binomial system
Benuleate,Binuleate
பயோஆக்டிவ் நுண்ணுயிர் தயாரிப்பு,Bioactive microbial product
உயிர்வேதியியல் பாதை,Biochemical pathway
உயிர்வேதியியல் எதிர்வினை,Biochemical reaction
பயோமெடிக்கல் இன்ஜினியரிங்,Biomedical engineering
உயிரியக்கவியல் கட்டம்,Biosynthetic phase
பயோவாபன் முகவர்,Bioweapon agent
பயோசே,Bioassay
உயிர்வேதியியல்,Biochemical
உயிர்வேதியியல் ஆட்டோஅனலைசர்,Biochemical autoanalyser
உயிர்வேதியியல் தன்மை,Biochemical characterization
உயிர்வேதியியல் ஆக்ஸிஜன் தேவை (BOD),Biochemical oxygen demand (BOD)
உயிர்வேதியியல் பாதை,Biochemical pathway
உயிர்வேதியியல் வகைபிரித்தல்,Biochemical taxonomy
உயிர்வேதியியல் நுட்பம்,Biochemical technique
உயிர் வேதியியல்,Biochemistry
பயோசைட்,Biocide
பயோசைட் எச்சம்,Biocide residue
மக்கும் பூச்சிக்கொல்லி,Biodegradable insecticide
மக்கும் கரிம கழிவுகள்,Biodegradable organic waste
மக்கும் பூச்சிக்கொல்லி,Biodegradable pesticide
பல்லுயிர்,Biodiversity
உயிரியக்கவியல்,Bioethics
உயிர் உருமாற்றம்,Biofertilizer
பயோஃபோர்டிஃபிகேஷன்,Biofortification
உயிரினங்கள்,Biogenesis
உயிரியல் சட்டம்,Biogenetic law
உயிர் வேதியியல் சுழற்சி,Biogeochemical cycle
உயிர் புவியியல் பகுதி,Biogeographical region
உயிர் புவியியல்,Biogeography
உயிர் தகவல்தொடர்பு,Bioinformatics
பயோலிஸ்டிக் துப்பாக்கி (மரபணு துப்பாக்கி),Biolistic gun (gene gun)
பயோலிஸ்டிக்ஸ்,Biolistics
உயிரியல் மற்றும் உடல் தடை,Biological and physical barrier
உயிரியல் இருப்பு,Biological being
உயிரியல் வேதியியல்,Biological chemistry
உயிரியல் வகைப்பாடு,Biological classification
உயிரியல் சமூகம்,Biological community
உயிரியல் கட்டுப்பாடு,Biological control
உயிரியல் பன்முகத்தன்மை,Biological diversity
உயிரியல் பரிணாமம்,Biological evolution
உயிரியல் விவசாயம்,Biological farming
உயிரியல் மரபு,Biological legacy
உயிரியல் உருப்பெருக்கம்,Biological magnification
உயிரியல் நைட்ரஜன் நிர்ணயம்,Biological nitrogen fixation
உயிரியல் நிறமி,Biological pigment
உயிரியல் இனங்கள் கருத்து,Biological species concept
உயிரியல் அமைப்பு,Biological system
உயிரியல் போர் (உயிர் போர்),Biological war (bio-war)
உயிரியல் ஆயுதம் (உயிர் ஆயுதம்),Biological weapon (bio-weapon)
உயிரியல்,Biologicals
உயிரியலாளர்,Biologist
உயிரியல்,Biology
பயோஎலுமினென்சென்ஸ்,Bioluminescence
உயிரி,Biomass
பயோமாஸ் எரிபொருள்,Biomass fuel
பயோம்,Biome
பயோமெடிக்கல் இன்ஜினியரிங்,Biomedical engineering
பயோமெடிக்கல் தொழில்நுட்பம்,Biomedical technology
உயிர் மூலக்கூறு,Biomolecule
உயிரியல்,Biopatent
உயிர் மருந்து,Biopharmaceutical
உயிர் இயற்பியல்,Biophysical
உயிர் இயற்பியல்,Biophysics
பயோபிரசி,Biopiracy
பயோபோடென்ஷியல் பெருக்கி,Biopotential amplifier
உயிரியக்கவியல்,Bioreactor
உயிரியக்கவியல்,Bioremediation
பயோசோலிட்,Biosolid
உயிர்க்கோள வளங்கள்,Biosphere resources
உயிர்க்கோளம்,Biosphere
உயிரியக்கவியல் பாதை,Biosynthetic pathway
உயிரியக்கவியல் கட்டம்,Biosynthetic phase
உயிர் அமைப்பு,Biosystematics
உயிரி தொழில்நுட்பவியல்,Biotechnology
உயிர் பயங்கரவாதம்,Bioterrorism
உயிரியல்,Biotic
உயிரியல் சமூகம்,Biotic community
உயிரியல் காரணி,Biotic factor
பயோவர்,Biowar
பயோவாபன் முகவர்,Bioweapon agent
இருதரப்பு,Biparous
பைபாஸ்போகிளிசரேட்,Biphosphoglycerate
இருமுனை,Bipinnate
இருமுனை நரம்பு செல்,Bipolar nerve cell
இருமுனை நியூரான்,Bipolar neuron
பறவை,Bird
பறவை காய்ச்சல் வைரஸ்,Bird flu virus
இருபால்,Bisexual
இருபால் மலர்,Bisexual flower
கடித்தல் மற்றும் மெல்லும் வகை,Biting and chewing type
இரு,Bivalent
வினோதமான நடத்தை,Bizarre behavior
கருப்பு பெர்ரி,Black berry
கருப்பு கால் நோய்,Black foot disease
சிலுவையின் கருப்பு அழுகல்,Black rot of crucifer
சிறுநீர்ப்பை வோர்ட்,Bladder wort
சிறுநீர்ப்பை,Bladder
சிறுநீர்ப்பை,Bladderwort
சிறுநீர்ப்பை,Bladderworm
பிளாஸ்டோகோல்,Blastocole
பிளாஸ்டோசிஸ்ட்,Blastocyst
பிளாஸ்டோமியர்,Blastomere
பிளாஸ்டுலா,Blastula
கலக்கப்பட்டது,Blended
குருட்டு சாக்,Blind sac
குருட்டு புள்ளி,Blind spot
இரத்த உறைவு காரணி,Blood clotting factor
இரத்த கார்பஸல்,Blood corpuscle
இரத்த ஓட்டம்,Blood flow
இரத்த வகை,Blood group
இரத்த சீரம்,Blood serum
இரத்த நாளம்,Blood vessel
இரத்த ஓட்டம்,Bloodstream
வெடிப்பு,Blotting
நீல குழந்தை நோய்க்குறி,Blue baby syndrome
நீல பெர்ரி,Blue berry
நீல பச்சை ஆல்கா,Blue green algae
நீல புரட்சி,Blue revolution
நீல திமிங்கிலம்,Blue whale
நீல முடிவு லிகேஷன்,Blue end ligation
பார்வை மங்கலானது,Blurring of vision
பாப்காட்,Bobcat
உடல்,Body
உடல் (சோமாடிக்) செல்,Body (somatic) cell
உடல் திரவம்,Body fluid
போயர்ஹாவியா,Boerhaavia
போக்,Bog
போல் புழு,Boll worm
போலஸ்,Bolus
கலோரியோமீட்டர் வெடிகுண்டு,Bomb caloriometer
