Bengali,Odiya
অ্যান্টিবডি দম্পতি,ଆଣ୍ଟିବଡି ଦମ୍ପତି |
অ্যান্টিবডি মধ্যস্থতা অনাক্রম্যতা,ଆଣ୍ଟିବଡି ମଧ୍ୟସ୍ଥତା ଅବିସ୍ମରଣୀୟ |
অ্যান্টিকোয়ুল্যান্ট,ଆଣ୍ଟିକୋଗୁଏଲାଣ୍ଟ |
অ্যান্টিকোডন লুপ,ଆଣ୍ଟିକୋଡନ୍ ଲୁପ୍ |
এন্টিডিপ্রেসেন্ট,ପୃଥିବୀ ନିରାଶ
অ্যান্টিডিউরেটিক হরমোন (এডিএইচ),ଆଣ୍ଟିଭାସିଟିକ୍ ହରମୋନ୍ (ADH)
অ্যান্টিজেন জিন,ଆଣ୍ଟିଗେନ୍ ଜିନ୍
অ্যান্টিজেন-অ্যান্টিবডি কমপ্লেক্স,ଆଣ୍ଟିଜେନ୍-ଆଣ୍ଟିବଡି ଜଟିଳ |
অ্যান্টিজেনিক নির্ধারক,ଆଣ୍ଟିଜେନିକ୍ ନିର୍ଣ୍ଣୟ |
অ্যান্টিনিউট্রিশনাল ফ্যাক্টর,ଆଣ୍ଟିନ୍ୟୁଟେସନ୍ ଫ୍ୟାକ୍ଟର୍ |
অ্যান্টিঅক্সিড্যান্ট,ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ୍ |
অ্যান্টিপোডাল নিউক্লিয়াস,ଆଣ୍ଟିପୋଡାଲ୍ ନ୍ୟୁକ୍ଲିୟସ୍ |
অ্যান্টি-সেন্স আরএনএ,ଆଣ୍ଟି-ସେନ୍ସ rna
অ্যান্টিভাইরাল প্রোটিন,ଆଣ୍ଟିଭାଇରାଲ୍ ପ୍ରୋଟିନ୍ |
অ্যান্ট্রাম,ଆଣ୍ଟରୁମ୍
Nucleate,ଅକ୍ୟୁଚେଟ୍ |
মলদ্বার,ମଳଦ୍ୱାର
উদ্বেগ ব্যাধি,ଚିନ୍ତା ବ୍ୟାଧି
মহাধমনীর খিলান,ଆର୍ଟିକ୍ ଆର୍କ
অর্টিক গ্যাংলিওন,ଆର୍ଟିକ୍ ଗ୍ୟାଙ୍ଗଲିଅନ୍ |
অর্টিক সেমিলুনার ভালভ,ଆର୍ଟିକ୍ ସେମିଲୁନାର୍ ଭଲଭ୍ |
মহাধমনীর ভালভ,ଆର୍ଟିକ୍ ଭଲଭ୍ |
এপিসি (অ্যানাফেজ প্রচার জটিল),APC (ଆନାଫାଜ୍ ପ୍ରୋତ୍ସାହିତ କରନ୍ତୁ)
অ্যাপেলাইক পূর্বপুরুষ,Apeleke etister
এফিড,ଆପିଡ୍ |
এফ্রোডাইট,ଆଫ୍ରୋଡାଇଟ୍ |
অ্যাপিকাল আধিপত্য,ଆପିକାଲ୍ ପ୍ରାଧାନ୍ୟ |
অ্যাপিকাল প্যাড,ଆପିକାଲ୍ ପ୍ୟାଡ୍ |
অ্যাপিক্যালচার,ଆପିକଲ୍ଟର |
এপিস ইন্ডিকা,APIS Inica
Aplanopore,ଆପ୍ଲାନୋସ୍ପୋର |
অ্যাপলিসিয়া,Aplisiia |
অ্যাপোকার্পে,ଆପୋନାପରୁ |
অ্যাপোকার্পাস,ଆପେରପୋସ୍ |
অ্যাপোকার্পাস ডিম্বাশয়,ଆପିସିଆପସ୍ ଡିମରୀ |
অ্যাপোক্রাইন গ্রন্থি,ଆପୋକ୍ରାଇନ୍ ଗ୍ରନ୍ଥି |
অ্যাপোয়েনজাইম,ଆଜୋରଜାଇମ୍
অ্যাপোমিক্ট,ଆପୋମାକ୍ଟ |
অ্যাপোমিক্সিস,ଆପୋମିକ୍ସସ୍ |
অ্যাপোপ্লাজম,ଆପପୋସମ୍
অ্যাপোপ্লাস্টিক পথ,ଆପୋପ୍ଲୋପ୍ସିଆମ୍ ପଥ
অ্যাপোপটোসিস,ଆପୋଟୋଏସ୍
যন্ত্রপাতি,ଉପକରଣ
খিল কঙ্কাল,ଆପେଣ୍ଡିକୁଲାର୍ କଙ୍କାଳ
কেকুমের পরিশিষ্ট,କେନାଓମାର ପରିଶିଷ୍ଠ |
অ্যাপল শামুক,ଆପଲ୍ ଶାବକ |
জলজ চাষ,ଜଳସେଚନ
অ্যাকোয়াপুরিন,ଆକ୍ୱାପୋରିନ୍ |
জলজ উভচর,ଆକ୍ୱାଟିକ୍ ଆମ୍ଫିବିଆନ୍ |
জলজ ফর্ম,ଜଳୀୟ ଫର୍ମ |
জলজ আবাস,ଜଳୀୟ ବାସସ୍ଥାନ |
জলজ জীব,ଜଳୀୟ ଜୀବ |
জলজ উদ্ভিদ,ଜଳୀୟ ଉଦ୍ଭିଦ |
জলজ শ্বাস প্রশ্বাস,ଆକ୍ୱାଟିକ୍ ଶ୍ iration ାସକ୍ରିୟା |
জলীয় তরল,ଜଳୀୟ ତରଳ |
জলীয় হুমুর,ପ୍ରତିବନ୍ଧକ ହଲେର |
জলীয় আন্তঃকোষীয় তরল,ପ୍ରତିବନ୍ଧକ ଉଦ୍ଭାବନ-ସେଲ୍ୟୁଲାର ତରଳ |
জলীয় নমুনা,ଜଳୀୟ ନମୁନା |
জলীয় দ্রবণ,ଜଳୀୟ ସମାଧାନ |
অ্যাকিলা,ଆକ୍ୱିଲା |
আরবিডোপসিস,ଆରଆଡିଡୋସିସ୍
আরাচনিদা,ଆରାଚ୍ନିଡା |
আরাকনয়েড,ଆରାଚନୋଏଡ୍ |
আরেনিয়াস,ଆରୋନିସସ୍ |
আরবোরসেন্ট,ଅର୍ବରସେଣ୍ଟ |
আরবোরসেন্ট লাইকোপড,ଆର୍ବୋରେସେଣ୍ଟ୍ ଲାଇକୋପୋଡ୍ |
প্রত্নতাত্ত্বিক,ବହୁମାରକ
আর্কেগনিয়াম,ଆର୍କେଗୋନିୟମ୍ |
দ্বীপপুঞ্জ,ଦ୍ୱୀପପୁଞ୍ଜ
আর্কটিক,ଆର୍କଟିକ୍ |
সুমেরু ত্রয়ী,ଆର୍କଟିକ୍ ଟର୍ନ |
আর্কটিক তুন্দ্রা,ଆର୍କଟିକ୍ ଟୁଣ୍ଡ୍ରା |
আর্ডিয়া,ଅମାରୀ |
Areolar টিস্যু,ଆରେନଲର ଟିସୁ |
আর্গমোন (প্রিকলি পোস্ত),ଆର୍ଜେନ (ପ୍ରିକ୍ଲି ପପି)
আর্গমোন মেক্সিকান,ଆର୍ଜେନ ମେକ୍ସିକାନା |
আর্গিনাইন,Arginine
শুকনো অঞ্চল,ଶୁଷ୍କ ଅଞ୍ଚଳ |
অ্যারিস্টোলোচিয়া,ଆରିଷ୍ଟୋଚିଆସିଆନା |
বাহু খাওয়ানো,ବାହୁ ଖାଇବାକୁ
আর্মিওয়ার্ম,ସେନା କୀଟ |
অ্যারয়েড,ଆରୋଏଡ୍
সুগন্ধ,ସୁଗନ୍ଧ
অ্যারেস্টার,ଆରେଷ୍ଟ୍ରର୍
আর্টেমিসিয়া,ଆର୍ଟେମିସିଆ
ধমনী সিস্টোলিক,ଧମନୀ ସିଷ୍ଟମିକ୍ |
আর্টেরিওস্লেরোটিক,ଧମନୀତା |
আর্থ্রোপড,ଆର୍ଥ୍ରୋପୋଡ୍ |
বাত,ଆର୍ଥ୍ରାଇଟିସ୍
আর্থ্রোপোডা,ଆର୍ଥ୍ରୋପୋଡା |
আর্টিকুলার কারটিলেজ,ଆର୍ଟିକୁଲାର୍ କାର୍ଟିଲେଜ୍ |
স্পষ্ট,ସ୍ପଷ୍ଟ କରନ୍ତୁ
স্পষ্ট,ସ୍ପଷ୍ଟ
কৃত্রিম পেসমেকার,କୃତ୍ରିମ ପେସମେର |
কৃত্রিম নির্বাচন,କୃତ୍ରିମ ଚୟନ
আর্টোকার্পাস হেটেরোফিলাস,ଆର୍ଟୋକାର୍ପସ୍ ହେଟେରୋଫିଲେଲସ୍ |
অ্যাসবেস্টস ফাইবার,ଆଜବେଷ୍ଟୋସ୍ ଫାଇବର |
অ্যাসবেস্টোসিস,ଆଜବେଷ୍ଟଷ୍ଟାସ୍ |
এসকারিস,ଆସାରସିସ୍ |
আরোহী ক্রোমাটোগ্রাফি,ଚୋରମାଟୋଗ୍ରାଫି ଆରୋହଣ |
অ্যাসিডিয়া,Ascidia
এসিডিয়ান,Ascidanian
অ্যাসোকার্প,ଆସ୍କାର୍ପ
অ্যাসকোমাইসেটস,ଆସୋନୋମିସେସ୍ |
অ্যাসকরবিক অ্যাসিড,ଆସ୍କୋରବିକ୍ ଏସିଡ୍ |
অ্যাসোস্পোর,ଆସ୍କୋସ୍ପୋର |
এস্কাস,ଆସୋକସ
Aspetate,ଅଭିଶାପ
অস্ত্রোপচার,ସମଲିଙ୍ଗୀ ପ୍ରଜନନ
অ্যাসেক্সুয়াল স্পোর,ଆଶାକର୍ମୀ ସ୍ପୋର |
অ্যাস্পারাগাইন সিনথেটিজ,ଅସର୍ୱାଗାଇନ୍ ସିନ୍ଥେଟେଜ୍ |
অ্যাস্পারাগাস,ଅସରପା
অ্যাস্পার্টিক অ্যাসিড,ଆସପାର୍ଟିକ୍ ଏସିଡ୍ |
এস্পারগিলাস নাইজার,ଆସପର୍ମିଲୁସ୍ ନାଇଜର |
এস্পারগিলাস,ଆସପାର୍ଗିଲସ୍
অ্যাসফোডেলাস টেনুইফোলিয়াস,ଆସଫୋଡେଲସ୍ ଟେନୁଫୋଲୋସ୍ |
অ্যাসপিরিন,ଆସ୍ପିରିନ୍ |
অ্যাস,ଆମ୍ପେ
সমাবেশ,ସମାବେଶ
সংমিশ্রণ দক্ষতা,ଆସିମିଗ୍ନାଟିସିଆନିକ ଦକ୍ଷତା |
একীভূত মূল,ଅନୁକରଣ ମୂଳ
সহায়তা প্রজনন কৌশল,ଅନୁମୋଦିତ ପ୍ରଜନନ କ techni ଶଳ |
সমিতি অঞ্চল,ସଙ୍ଗଠନ କ୍ଷେତ୍ର |
সহযোগী সিম্বিওসিস,ଆସୋସିଟିଭ୍ ସେମ୍ବୋଜାଇସ୍ |
ভাণ্ডার এবং পুনঃসংযোগ,Assortment ଏବଂ redommbination |
ফ্যাক্টরের ভাণ্ডার,ଫ୍ୟାକ୍ଟର୍ ଅଫ୍ ଫ୍ୟାକ୍ଟର୍ |
অ্যাস্টাকাস,ଆଷ୍ଟାକସ୍
অস্টেরেসি,ଆଷ୍ଟାରାସିଆ |
গ্রহাণু,ଆଶ୍ରୟ
গ্রহাণু,ଆଷ୍ଟ୍ରୋଏଡ
হাঁপানি,ଶ୍ୱାସରୋଗ
অ্যাস্ট্রাগালাস গুমিফার,ASTRTRALYUS GumMifer |
অ্যাস্ট্রাল স্পিন্ডল মেরু,ଜ୍ୟୋତିଷ ସ୍ପିଣ୍ଡଲ୍ ପୋଲ |
জ্যোতির্বিজ্ঞানী,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |
অসম্পূর্ণ ক্যারিওটাইপ,ଅସୀମେଟ୍ରିକ୍ କୁରୋଟାଇପ୍ |
অসম্পূর্ণ,ଅସମାନଗତ
এথেরোমাটাস,ଆଥେରୋମାଷ୍ଟସ୍ |
এথেরোস্ক্লেরোসিস,ଆଥେରୋସୋକ୍ଲୋରସିସ୍ |
এথেরোস্ক্লেরোটিক ফলক,ଆଥେରୋସ୍ ଏକ୍ସପ୍ଲୋରିକ୍ ​​ପ୍ଲେକ୍ |
অ্যাটলাস,Atlas
অ্যাটলাস ভার্টিব্রা,ଆଟଲାସ୍ ଭର୍ଟବ୍ରା |
বায়ুমণ্ডল,ବାୟୁମଣ୍ଡଳ
বায়ুমণ্ডলীয়,ବାୟୁମଣ୍ଡଳ
বায়ুমণ্ডলীয় ইনপুট,ବାୟୁମଣ୍ଡଳୀୟ ଇନପୁଟ୍ |
পারমাণবিক শক্তি মাইক্রোস্কোপ,ପରମାଣୁ ଶକ୍ତି ମାଇକ୍ରୋସ୍କୋପ୍ |
পরমাণু,ପରମାଣୁ
এটিপি এএসই,Atp asee
অ্যাট্রিয়াল সংকোচনের,ଆଟ୍ରିଆଲ୍ ସଂକୋଚନ |
অ্যাট্রিয়াল ফাইব্রিলেশন,ଆଟ୍ରିଆଲ୍ ଫାଇବ୍ରିଲ୍ |
অ্যাট্রিয়াল ন্যাট্রিওরেটিক ফ্যাক্টর (এএনএফ),ଆର୍ମିଆଲ୍ ନାବିକ କାରକ (ANF)
অ্যাট্রিয়াল নোড,ଆର୍ମିଆଲ୍ ନୋଡ୍ |
অ্যাট্রিয়াল সিস্টোল,ଆଟ୍ରିଆଲ୍ ସିଷ୍ଟସଲ୍ |
Atrioventricular নোড,Atrivicericular node |
Atrioventricular ভালভ,Atrivicerically ଭଲଭ୍ |
অ্যাট্রিয়াম (পিয়েরিয়া),Atrium (Petatri)
অ্যাট্রিয়াম (পিয়েরিয়া),Atrium (Petatri)
অ্যাট্রোপা বেলাদোনা,Atropa ବେଲୋଡୋନ୍ନା |
অ্যাট্রোফি,ଆଟ୍ରୋଫି |
অ্যাট্রোপাইন ক্ষারক,ଆଟ୍ରୋପାଇନ୍ ଆଲକାଲାଇଡ୍ |
সংযুক্তি প্লেট,ସଂଲଗ୍ନ ପ୍ଲେଟଗୁଡିକ
শ্রুতি কর্টেক্স,ଅଡିଟ୍ କର୍ଟେକ୍ସ |
আউলোসিরা,ଅଲୋସଲା |
অরিকল (অরিকুলা),ଅରିକିଲ୍ (ଅରିକ୍ୟୁଲା)
অরিকল (অরিকুলা),ଅରିକିଲ୍ (ଅରିକ୍ୟୁଲା)
অরিকল (অরিকুলা),ଅରିକିଲ୍ (ଅରିକ୍ୟୁଲା)
অরিকল (অরিকুলা),ଅରିକିଲ୍ (ଅରିକ୍ୟୁଲା)
অস্ট্রেলোপিথসাইনস,ଅଷ୍ଟ୍ରିଆଲୋଟୋଇଥିନ୍ |
অটেকোলজি,ଅଗଣନା
স্বয়ংক্রিয় ডিএনএ সিকোয়েন্সার,ସ୍ୱୟଂଚାଳିତ DNA କ୍ରମିକ |
অটোপলিপ্লয়েড,ଅଟୋପୋଲାପ୍ଲୋଡ୍ |
অটোয়ানালাইজার,ଅଟୋନାଲାଇସର |
অটোগামি,ଅଟୋଗାମି |
অটোগামি,ଅଟୋଗାମି |
অটোগ্রাফ্ট,ଅଟୋଗ୍ରାଫ୍ଟ
Autoimmune রোগ,ଅଟୋମେମୁନ୍ ରୋଗ |
অটোমোবাইল নিষ্কাশন,ଅଟୋମୋବାଇଲ୍ ନିଷ୍କାସନ |
স্বায়ত্তশাসিত (অনৈচ্ছিক) স্নায়ুতন্ত্র,ଅଟୋନୋମିକ୍ (ଅନିଚ୍ଛାକୃତ) ସ୍ନାୟୁ ପ୍ରଣାଳୀ |
অটোফাজিক লাইসোসোম,ଅଟୋଫହାଗିକ୍ ଲାଇସୋସ୍ |
অটোপ্লয়েড,ଅଟୋପ୍ଲଏଡ୍
অটোপোডিয়াম,ଅଟୋପୋଡିୟମ୍
অটোপলিপ্লয়েড,ଅଟୋପୋଲାପ୍ଲୋଡ୍ |
অটোসোমাল ক্রোমোরোম,ଅଟୋସୋମାଲ କ୍ରୋମୋରୋମ |
অটোসোমাল জিন,ଅଟୋସୋମାଲ ଜିନ୍ |
অটোসোম,ଅଟୋସୋମ୍
অটোটেট্র্যাপ্লয়েড,ଅଟୋଟ୍ରାପର୍ଡର |
অটোটমি,ଅଟୋଟୋମି |
অটোট্রিপলয়েড বিভিন্ন,ଅଟୋଟ୍ରିପ୍ଲାଇଡ୍ ବିବିଧତା |
অটোট্রফ,ଅଟୋୋଟ୍ରୋଫ୍
শরত্কাল কাঠ,ଶରତ କାଠ |
অক্সানোগ্রাফ,ଆର୍କନୋଗ୍ରାଫ୍ |
অক্সানোমিটার,ଆପନୋମିଟର |
অক্সেটিক বৃদ্ধি,Auxetic ଅଭିବୃଦ୍ଧି |
অক্সিন,Auxin
অক্সোট্রফ,Auxotroph
একটি ভি বান্ডিল,ଏକ ଭି ବଣ୍ଡଲ୍ |
Aves,Aves
অ্যাভিসেনিয়া,ଆଚେନ୍ନିଆ
আওন,Awn
অক্ষীয় কঙ্কাল,ଅକ୍ଷୀୟ କଙ୍କାଳ |
অক্ষ,ଆକ୍ସିଲ୍ |
অ্যাক্সিলারি কুঁড়ি,ଆକ୍ସିଲାରୀ ଗୁଣ୍ଡ |
অ্যাক্সিলারি,ଆକ୍ସଲରୀ
অক্ষ ভার্টেব্রা,ଆକ୍ସିସ୍ ଭର୍ଟିବ୍ରା |
অ্যাক্সন,ଆକ୍ସନ୍ |
অ্যাকোনাল মেমব্রেন,ଆକ୍ମେନାଲ୍ ମେମ୍ବ୍ରେନ୍ |
অ্যাকোনালি,ଆକ୍ଡୋନାଲ୍ |
অ্যাকোনেমে,ଆକ୍ସୋନମେ |
অ্যাজোস্পিরিলাম,Azospirillum |
অ্যাজোটোব্যাক্টর,AzotoToTapacter
অ্যাজাইগাস শিরা,ଆୟଜାଗୋସ୍ ଶିରା |
