Punjabi,Kannada
ਬਾਈਨਰੀ ਸਰਚ ਟ੍ਰੀ (BST),ಬೈನರಿ ಸರ್ಚ್ ಟ್ರೀ (BST)
ਬਾਈਨਰੀ ਟ੍ਰਾਂਸਫਰ,ಬೈನರಿ ವರ್ಗಾವಣೆ
ਬਾਈਨਰੀ ਰੁੱਖ,ಅವಳಿ ಮರ
ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ,ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ
ਜਨਮ ਮੌਤ ਮਾਡਲ,ಜನನ ಮರಣ ಮಾದರಿ
ਜਨਮ ਮੌਤ ਦੀ ਪ੍ਰਕਿਰਿਆ,ಜನನ ಮರಣ ಪ್ರಕ್ರಿಯೆ
ਬਿੱਟ,ಸ್ವಲ್ಪ
ਬਿੱਟ ਨੁਕਸ,ಸ್ವಲ್ಪ ತಪ್ಪು
ਬਿੱਟ ਨਕਸ਼ਾ,ಬಿಟ್ ನಕ್ಷೆ
ਬਿੱਟ ਮੈਪ ਪਿਕਸਲ (BMP),ಬಿಟ್ ಮ್ಯಾಪ್ ಪಿಕ್ಸೆಲ್ (BMP)
ਬਿੱਟ ਮੈਟ੍ਰਿਕਸ,ಬಿಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ਬਿੱਟ ਪੈਟਰਨ,ಬಿಟ್ ಮಾದರಿ
ਬਿੱਟ ਸਥਿਤੀ,ಬಿಟ್ ಸ್ಥಾನ
ਬਿੱਟ ਰੇਟ,ಬಿಟ್ ದರ
ਬਲੈਕ ਬਾਕਸ ਟੈਸਟਿੰਗ,ಕಪ್ಪು ಪೆಟ್ಟಿಗೆ ಪರೀಕ್ಷೆ
ਝਪਕਣਾ,ಮಿಟುಕಿಸುವುದು
ਬਲਾਕ,ಬ್ಲಾಕ್
ਬਲਾਕ ਕੈਸ਼,ಬ್ಲಾಕ್ ಸಂಗ್ರಹ
ਬਲਾਕ ਚੈੱਕ,ಬ್ಲಾಕ್ ಚೆಕ್
ਬਲਾਕ ਕਾਪੀ,ಬ್ಲಾಕ್ ನಕಲು
ਬਲਾਕ ਚਿੱਤਰ,ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ
ਬਲਾਕਿੰਗ ਨੈੱਟਵਰਕ,ನಿರ್ಬಂಧಿಸುವ ನೆಟ್ವರ್ಕ್
ਫੱਟੀ,ಬೋರ್ಡ್
ਕਿਤਾਬ ਦਾ ਨਿਸ਼ਾਨ,ಪುಸ್ತಕ ಗುರುತು
ਬੂਲੀਅਨ ਅਲਜਬਰਾ,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
ਬੂਲੀਅਨ ਸਬੰਧ,ಬೂಲಿಯನ್ ಸಂಬಂಧ
ਬੂਟ ਭਾਗ,ಬೂಟ್ ವಿಭಾಗ
ਬੂਟ ਸਟ੍ਰੈਪਿੰਗ,ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್
ਬੂਟ-ਸਟੈਪ ਲੋਡਰ,ಬೂಟ್-ಸ್ಟ್ರಾಪ್ ಲೋಡರ್
ਪੁਲ,ಸೇತುವೆ
ਬਰਾਡਬੈਂਡ ਨੈੱਟਵਰਕਿੰਗ,ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ನೆಟ್‌ವರ್ಕಿಂಗ್
ਪ੍ਰਸਾਰਣ,ಪ್ರಸಾರ
ਪ੍ਰਸਾਰਣ ਰੇਡੀਓ,ರೇಡಿಯೋ ಪ್ರಸಾರ
ਬਰਾਊਜ਼ ਕਰੋ,ಬ್ರೌಸ್
ਬਰਾਊਜ਼ਰ,ಬ್ರೌಸರ್
ਬੀ-ਰੁੱਖ,ಬಿ-ಟ್ರೀ
ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ,ಬಬಲ್ ಮೆಮೊರಿ
ਬੁਲਬੁਲਾ ਲੜੀਬੱਧ,ಬಬಲ್ ರೀತಿಯ
ਬਾਲਟੀ,ಬಕೆಟ್
ਦੋਸਤ ਸਿਸਟਮ,ಸ್ನೇಹಿತರ ವ್ಯವಸ್ಥೆ
ਬਜਟ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਨਿਯੰਤਰਣ,ಬಜೆಟ್ ಪರಿಣಾಮಕಾರಿ ನಿಯಂತ್ರಣ
ਬਫਰ,ಬಫರ್
ਬੱਗ,ದೋಷ
ਬੱਸ,ಬಸ್
ਬਾਈਟ,ಬೈಟ್
ਬਾਈਟ ਕੋਡ,ಬೈಟ್ ಕೋಡ್
c,ಸಿ
C++,C++
ਕੈਸ਼,ಸಂಗ್ರಹ
ਕੈਸ਼ ਬਫਰ,ಸಂಗ್ರಹ ಬಫರ್
ਕੈਸ਼ ਮੈਮੋਰੀ,ಸಂಗ್ರಹ ಮೆಮೊರಿ
ਗਣਨਾ,ಲೆಕ್ಕಾಚಾರ
ਕੈਲਕੁਲੇਟਰ,ಕ್ಯಾಲ್ಕುಲೇಟರ್
ਕੈਲਕੁਲੇਟਰ ਚਿੱਪ,ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್
ਕਾਲ ਕਰੋ,ಕರೆ
ਨਾਮ ਨਾਲ ਕਾਲ ਕਰੋ,ಹೆಸರಿನಿಂದ ಕರೆ ಮಾಡಿ
ਹਵਾਲੇ ਦੁਆਰਾ ਕਾਲ ਕਰੋ,ಉಲ್ಲೇಖದ ಮೂಲಕ ಕರೆ ಮಾಡಿ
ਮੁੱਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ,ಮೌಲ್ಯದಿಂದ ಕರೆ ಮಾಡಿ
ਵੇਰੀਏਬਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ,ವೇರಿಯಬಲ್ ಮೂಲಕ ಕರೆ ಮಾಡಿ
ਕਾਲ ਗੇਟ,ಕರೆ ಗೇಟ್
ਰੱਦ ਕਰੋ,ರದ್ದುಮಾಡು
ਰੱਦ ਕਰੋ ਬਟਨ,ರದ್ದು ಬಟನ್
ਕੈਨੋਨੀਕਲ,ಅಂಗೀಕೃತ
ਕੈਨੋਨੀਕਲ ਰੂਪ,ಅಂಗೀಕೃತ ರೂಪ
ਸਮਰੱਥਾ,ಸಾಮರ್ಥ್ಯ
ਸਮਰੱਥਾ ਸੂਚੀ,ಸಾಮರ್ಥ್ಯ ಪಟ್ಟಿ
ਸਮਰੱਥਾ,ಸಾಮರ್ಥ್ಯ
ਕੈਪਸ ਲਾਕ ਕੁੰਜੀ,ಕ್ಯಾಪ್ಸ್ ಲಾಕ್ ಕೀ
ਕਾਰਡ,ಕಾರ್ಡ್
ਕਾਰਡ ਰੀਡਰ,ಕಾರ್ಡ್ ರೀಡರ್
ਮੁੱਖਤਾ,ಕಾರ್ಡಿನಲಿಟಿ
ਕੈਰੀਅਰ,ವಾಹಕ
ਕੈਰੀਅਰ ਬੈਂਡ,ವಾಹಕ ಬ್ಯಾಂಡ್
ਕੈਰੀਅਰ ਲੋਡ,ವಾಹಕ ಲೋಡ್
ਕੈਰੀਅਰ ਸਿਗਨਲ,ವಾಹಕ ಸಂಕೇತ
ਕੈਰੀਅਰ ਲਹਿਰ,ವಾಹಕ ತರಂಗ
ਲੈ ਜਾਣਾ,ಒಯ್ಯುತ್ತಾರೆ
ਕੈਰੀ ਅੰਕ,ಅಂಕೆ ಸಾಗಿಸಿ
ਝੰਡਾ ਚੁੱਕੋ,ಧ್ವಜವನ್ನು ಒಯ್ಯುತ್ತಾರೆ
ਕਾਰਤੂਸ ਡਿਸਕ,ಕಾರ್ಟ್ರಿಡ್ಜ್ ಡಿಸ್ಕ್
ਕੈਸਕੇਡ,ಕ್ಯಾಸ್ಕೇಡ್
ਕੇਸ,ಪ್ರಕರಣ
ਕੈਥੋਡ ਰੇ ਟਿਊਬ (ਸੀਆਰਟੀ),ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ (CRT)
ਕੈਥੋਡ ਰੇ ਟਿਊਬ (ਸੀਆਰਟੀ),ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ (CRT)
CD ROM ਡਿਸਕ ਡਰਾਈਵ,ಸಿಡಿ ರಾಮ್ ಡಿಸ್ಕ್ ಡ್ರೈವ್
ਸੈੱਲ,ಜೀವಕೋಶ
ਸੈੱਲ ਐਨੀਮੇਸ਼ਨ,ಸೆಲ್ ಅನಿಮೇಷನ್
ਸੈਲੂਲਰ ਫ਼ੋਨ,ಸೆಲ್ಯುಲಾರ್ ಫೋನ್
ਕੇਂਦਰੀ ਮੈਮੋਰੀ,ಕೇಂದ್ರ ಸ್ಮರಣೆ
ਕੇਂਦਰੀ ਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ (CPU),ಕೇಂದ್ರೀಯ ಸಂಸ್ಕರಣಾ ಘಟಕ (CPU)
ਕੇਂਦਰੀ ਸਿਸਟਮ,ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ
ਪ੍ਰਮਾਣਿਤ ਟੇਪ,ಪ್ರಮಾಣೀಕೃತ ಟೇಪ್
ਚੇਨ,ಸರಪಳಿ
ਚੇਨ ਡਾਟਾ,ಸರಣಿ ಡೇಟಾ
ਚੇਨ ਲਿੰਕ,ಸರಪಳಿಯ ಕೊಂಡಿ
ਚੇਨਿੰਗ,ಚೈನ್ನಿಂಗ್
ਚੈਨਲ,ಚಾನಲ್
ਚੈਨਲ ਵਿਅਸਤ ਟੋਨ,ಚಾನೆಲ್ ಬ್ಯುಸಿ ಟೋನ್
ਚੈਨਲ ਦੀ ਸਮਰੱਥਾ,ಚಾನಲ್ ಸಾಮರ್ಥ್ಯ
ਚੈਨਲ ਕੰਟਰੋਲਰ,ಚಾನಲ್ ನಿಯಂತ್ರಕ
ਚੈਨਲ ਗਲਤੀ,ಚಾನಲ್ ದೋಷ
ਚੈਨਲ ਪ੍ਰੋਗਰਾਮ,ಚಾನಲ್ ಕಾರ್ಯಕ್ರಮ
ਚੈਨਲ ਭਰੋਸੇਯੋਗਤਾ,ಚಾನಲ್ ವಿಶ್ವಾಸಾರ್ಹತೆ
ਚੈਨਲ ਸੈੱਟ,ಚಾನಲ್ ಸೆಟ್
ਅੱਖਰ,ಪಾತ್ರ
ਅੱਖਰ ਕੋਡ,ಅಕ್ಷರ ಕೋಡ್
ਅੱਖਰ ਕੁੰਜੀ,ಅಕ್ಷರ ಕೀ
ਅੱਖਰ ਪਾਠਕ,ಅಕ್ಷರ ಓದುಗ
ਅੱਖਰ ਦਾ ਆਕਾਰ,ಅಕ್ಷರ ಗಾತ್ರ
ਚਾਰਟ,ಚಾರ್ಟ್
ਚੈਸੀਸ,ಚಾಸಿಸ್
ਚੈੱਕ ਬਿੱਟ,ಚೆಕ್ ಬಿಟ್
ਚੈੱਕ ਅੰਕ,ಅಂಕೆ ಪರಿಶೀಲಿಸಿ
ਚੈੱਕ ਰਕਮ,ಚೆಕ್ ಮೊತ್ತ
ਚੈੱਕ ਸ਼ਬਦ,ಪದವನ್ನು ಪರಿಶೀಲಿಸಿ
ਚਿੱਪ,ಚಿಪ್
ਚਿੱਪ ਸੈੱਟ,ಚಿಪ್ ಸೆಟ್
ਚੁਣੋ,ಆಯ್ಕೆ
ਰੰਗੀਨ ਤੌਰ &#39;ਤੇ,ವರ್ಣೀಯವಾಗಿ
ਸਿਫਰ,ಸೈಫರ್
ਸਰਕਟ,ಸರ್ಕ್ಯೂಟ್
ਸਰਕੂਲਰ ਸੂਚੀ,ವೃತ್ತಾಕಾರದ ಪಟ್ಟಿ
cirus,ಸಿರಸ್
ਹਵਾਲਾ,ಉಲ್ಲೇಖ
ਕਲਾਸ,ವರ್ಗ
ਕਲਾਸ ਵੇਰੀਏਬਲ,ವರ್ಗ ವೇರಿಯಬಲ್
ਵਰਗੀਕਰਨ,ವರ್ಗೀಕರಣ
ਸਾਫ਼,ಸ್ಪಷ್ಟ
ਸਾਫ਼ ਖੇਤਰ,ಸ್ಪಷ್ಟ ಪ್ರದೇಶ
ਸਾਫ਼ ਚੈਨਲ,ಸ್ಪಷ್ಟ ಚಾನಲ್
ਕਲਿੱਕ ਕਰੋ,ಕ್ಲಿಕ್
ਗਾਹਕ,ಗ್ರಾಹಕ
ਗਾਹਕ ਸਰਵਰ,ಕ್ಲೈಂಟ್ ಸರ್ವರ್
ਗਾਹਕ ਸਟੱਬ,ಕ್ಲೈಂಟ್ ಸ್ಟಬ್
ਕਲਿੱਪ ਆਰਟ,ಕ್ಲಿಪ್ ಆರ್ಟ್
ਕਲਿੱਪ ਆਰਟ ਲਾਇਬ੍ਰੇਰੀ,ಕ್ಲಿಪ್ ಆರ್ಟ್ ಲೈಬ್ರರಿ
ਕਲਿੱਪ ਬੋਰਡ,ಕ್ಲಿಪ್ ಬೋರ್ಡ್
ਕਲਿੱਪਰ,ಕ್ಲಿಪ್ಪರ್
ਕਲਿਪਰ ਚਿੱਪ,ಕ್ಲಿಪ್ಪರ್ ಚಿಪ್
ਸਮੂਹ,ಗುಂಪು
ਘੜੀ,ಗಡಿಯಾರ
ਘੜੀ ਚੱਕਰ,ಗಡಿಯಾರ ಚಕ್ರ
ਘੜੀ ਦੀ ਬਾਰੰਬਾਰਤਾ,ಗಡಿಯಾರದ ಆವರ್ತನ
ਘੜੀ ਹਾਰਡਵੇਅਰ,ಗಡಿಯಾರ ಯಂತ್ರಾಂಶ
ਘੜੀ ਦੀ ਨਬਜ਼,ಗಡಿಯಾರ ನಾಡಿ
ਘੜੀ ਦੀ ਗਤੀ,ಗಡಿಯಾರದ ವೇಗ
ਘੜੀ ਸਮਕਾਲੀਕਰਨ,ಗಡಿಯಾರ ಸಿಂಕ್ರೊನೈಸೇಶನ್
ਘੜੀ ਦੀ ਟਿੱਕ,ಗಡಿಯಾರ ಟಿಕ್
ਕਲੋਨ,ತದ್ರೂಪಿ
ਬੰਦ ਕਰੋ,ಮುಚ್ಚಿ
ਕਲੋਜ਼ ਸਰਕਟ ਟੀਵੀ (ਸੀਸੀਟੀਵੀ),ಕ್ಲೋಸ್ ಸರ್ಕ್ಯೂಟ್ ಟಿವಿ (CCTV)
ਬੰਦ,ಮುಚ್ಚಿದ
ਕਲਾਉਡ ਕੰਪਿਊਟਿੰਗ,ಕ್ಲೌಡ್ ಕಂಪ್ಯೂಟಿಂಗ್
ਕਲੱਸਟਰ,ಕ್ಲಸ್ಟರ್
ਕੋਟੇਡ ਕਾਰਡ,ಲೇಪಿತ ಕಾರ್ಡ್
ਕੋਟੇਡ ਕਾਗਜ਼,ಲೇಪಿತ ಕಾಗದ
coaxial,ಏಕಾಕ್ಷ
coaxial ਕੇਬਲ,ಗಟ್ಟಿ ಕವಚದ ತಂತಿ
ਕੋਡਾਸਿਲ,ಕೊಡಸಿಲ್
ਕੋਡ,ಕೋಡ್
ਕੋਡ ਜਨਰੇਟਰ,ಕೋಡ್ ಜನರೇಟರ್
ਕੋਡ ਪੰਨਾ,ಕೋಡ್ ಪುಟ
ਕੋਡ ਸ਼ਬਦ,ಕೋಡ್ ಪದ
ਕੋਡਰ,ಕೋಡರ್
ਕੋਡਿੰਗ ਜਾਂਚ,ಕೋಡಿಂಗ್ ಚೆಕ್
ਕੋਡਿੰਗ ਫਾਰਮ,ಕೋಡಿಂಗ್ ರೂಪ
ਕੋਡਿੰਗ ਸ਼ੀਟ,ಕೋಡಿಂಗ್ ಶೀಟ್
ਗੁਣਾਂਕ,ಗುಣಾಂಕ
ਤਾਲਮੇਲ,ಸುಸಂಬದ್ಧತೆ
ਠੰਡੇ ਬੂਟ,ಕೋಲ್ಡ್ ಬೂಟ್
ਠੰਡੀ ਸ਼ੁਰੂਆਤ,ಶೀತ ಆರಂಭ
ਸਹਿਯੋਗ,ಸಹಯೋಗ
ਢਹਿ,ಕುಸಿತ
ਕੋਲੇਟ,ಕೊಲೇಟ್
ਕੋਲੇਟ ਟੇਪ,ಕೊಲೇಟ್ ಟೇಪ್
ਟੱਕਰ,ಘರ್ಷಣೆ
ਕੋਲਨ,ಕೊಲೊನ್
ਰੰਗ (ਰੰਗ),ಬಣ್ಣ (ಬಣ್ಣ)
ਰੰਗ ਸੰਤ੍ਰਿਪਤਾ,ಬಣ್ಣದ ಶುದ್ಧತ್ವ
ਰੰਗ ਸਾਰਣੀ,ಬಣ್ಣದ ಟೇಬಲ್
ਕਾਲਮ,ಕಾಲಮ್
ਸੁਮੇਲ,ಸಂಯೋಜನೆ
ਕੰਬੋ ਬਾਕਸ,ಕಾಂಬೊ ಬಾಕ್ಸ್
ਹੁਕਮ,ಆಜ್ಞೆ
ਕਮਾਂਡ ਬਟਨ,ಆದೇಶ ಬಟನ್
ਹੁਕਮ ਸੂਚੀ,ಆದೇಶ ಪಟ್ಟಿ
ਟਿੱਪਣੀ,ಕಾಮೆಂಟ್
ਵਚਨਬੱਧਤਾ,ಬದ್ಧತೆ
ਵਸਤੂ,ಸರಕು
ਕਾਮਨ ਬਿਜ਼ਨਸ ਓਰੀਐਂਟਿਡ ਲੈਂਗੂਏਜ (ਕੋਬੋਲ),ಸಾಮಾನ್ಯ ವ್ಯವಹಾರ ಆಧಾರಿತ ಭಾಷೆ (ಕೋಬೋಲ್)
ਆਮ ਗਲਤੀ,ಸಾಮಾನ್ಯ ದೋಷ
ਆਮ ਭਾਸ਼ਾ,ಸಾಮಾನ್ಯ ಭಾಷೆ
ਆਮ ਰੁਟੀਨ,ಸಾಮಾನ್ಯ ದಿನಚರಿ
ਸੰਚਾਰ,ಸಂವಹನ
ਸੰਚਾਰ ਲਾਈਨ,ಸಂವಹನ ಲೈನ್
ਸੰਚਾਰ ਮੋਡ,ಸಂವಹನ ಮೋಡ್
ਸੰਚਾਰ ਨੈੱਟਵਰਕ,ಸಂವಹನ ಜಾಲ
ਸੰਚਾਰ ਪੈਰਾਮੀਟਰ,ಸಂವಹನ ನಿಯತಾಂಕ
ਸੰਚਾਰ ਸਿਸਟਮ,ಸಂವಹನ ವ್ಯವಸ್ಥೆ
ਸੰਕੁਚਿਤ,ಸಂಕೋಚನ
ਸਾਥੀ,ಕಂಪಾಂಡರ್
ਕੰਪੈਂਡਿੰਗ,ಕಂಪಾಂಡಿಂಗ್
ਕੰਪਨੀ ਨੈੱਟਵਰਕ,ಕಂಪನಿ ನೆಟ್ವರ್ಕ್
ਤੁਲਨਾ ਟੈਸਟ,ಹೋಲಿಕೆ ಪರೀಕ್ಷೆ
ਅਨੁਕੂਲਤਾ,ಹೊಂದಾಣಿಕೆ
ਅਨੁਕੂਲ,ಹೊಂದಬಲ್ಲ
ਸੰਕਲਨ,ಸಂಕಲನ
ਕੰਪਾਇਲ ਅਤੇ ਜਾਓ,ಕಂಪೈಲ್ ಮತ್ತು ಹೋಗಿ
ਕੰਪਾਈਲਰ,ಕಂಪೈಲರ್
ਕੰਪਾਈਲਰ ਭਾਸ਼ਾ,ಕಂಪೈಲರ್ ಭಾಷೆ
ਪੂਰਕ,ಪೂರಕ
ਦਸ &#39;ਤੇ ਪੂਰਕ,ಹತ್ತರ ಮೇಲೆ ಪೂರಕ
ਪੂਰਕ,ಪೂರಕ
ਪੂਰੀ ਕੈਰੀ,ಸಂಪೂರ್ಣ ಸಾಗಿಸಲು
ਕੰਪਲੈਕਸ,ಸಂಕೀರ್ಣ
ਕੰਪਲੈਕਸ ਨੰਬਰ,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆ
ਕੰਪੋਨੈਂਟ,ಘಟಕ
ਕੰਪੋਨੈਂਟ ਆਬਜੈਕਟ ਮਾਡਲ (COM),ಘಟಕ ವಸ್ತು ಮಾದರಿ (COM)
ਮਿਸ਼ਰਿਤ,ಸಂಯೋಜಿತ
ਰਚਨਾ,ಸಂಯೋಜನೆ
ਕੰਪਿਊਟੇਸ਼ਨਲ,ಕಂಪ್ಯೂಟೇಶನಲ್
ਕੰਪਿਊਟਰ,ಕಂಪ್ಯೂಟರ್
ਕੰਪਿਊਟਰ ਸੈਂਟਰ,ಕಂಪ್ಯೂಟರ್ ಕೇಂದ್ರ
ਕੰਪਿਊਟਰ ਮਾਹਰ,ಕಂಪ್ಯೂಟರ್ ತಜ್ಞ
ਕੰਪਿਊਟਰ ਗਰਾਫਿਕਸ,ಕಂಪ್ಯೂಟರ್ ಗ್ರಾಫಿಕ್ಸ್
ਕੰਪਿਊਟਰ ਦੀ ਹਦਾਇਤ,ಕಂಪ್ಯೂಟರ್ ಸೂಚನೆ
ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ,ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ
ਕੰਪਿਊਟਰ ਨੈੱਟਵਰਕ,ಗಣಕಯಂತ್ರದ ಜಾಲ
ਕੰਪਿਊਟਰ ਵਿਗਿਆਨ,ಗಣಕ ಯಂತ್ರ ವಿಜ್ಞಾನ
ਕੰਪਿਊਟਰ ਸੁਰੱਖਿਆ,ಕಂಪ್ಯೂಟರ್ ಭದ್ರತೆ
ਕੰਪਿਊਟਰ ਸਿਮੂਲੇਟਨ,ಕಂಪ್ಯೂಟರ್ ಸಿಮ್ಯುಲೇಟನ್
ਕੰਪਿਊਟਰ ਮਾਹਰ,ಕಂಪ್ಯೂಟರ್ ತಜ್ಞ
ਕੰਪਿਊਟਰੀਕਰਨ,ಗಣಕೀಕರಣ
ਕੰਪਿਊਟਰਿਸਟ,ಗಣಕಶಾಸ್ತ್ರಜ್ಞ
ਕੰਪਿਊਟਰੀਕਰਨ,ಗಣಕೀಕರಣಗೊಳಿಸು
ਕੰਪਿਊਟਿੰਗ,ಕಂಪ್ಯೂಟಿಂಗ್
ਸੰਕਲਪ,ಪರಿಕಲ್ಪನೆ
ਸਮਰੂਪਤਾ,ಏಕರೂಪತೆ
ਸਮਕਾਲੀ,ಏಕಕಾಲೀನ
ਸਥਿਤੀ ਵੇਰੀਏਬਲ,ಸ್ಥಿತಿ ವೇರಿಯಬಲ್
ਸ਼ਰਤੀਆ ਆਪਰੇਟਰ,ಷರತ್ತುಬದ್ಧ ಆಪರೇಟರ್
ਸ਼ਰਤੀਆ ਬਿਆਨ,ಷರತ್ತುಬದ್ಧ ಹೇಳಿಕೆ
ਕੰਡਕਟਰ,ಕಂಡಕ್ಟರ್
ਕਾਨਫਰੰਸਿੰਗ,ಕಾನ್ಫರೆನ್ಸಿಂಗ್
ਗੁਪਤਤਾ,ಗೌಪ್ಯತೆ
ਸੰਰਚਨਾ,ಸಂರಚನೆ
ਭੀੜ,ದಟ್ಟಣೆ
ਜੋੜ,ಸಂಯೋಗ
ਗਤੀ ਨਾਲ ਜੁੜਨ,ಸಂಪರ್ಕ ವೇಗ
ਕੁਨੈਕਸ਼ਨ,ಸಂಪರ್ಕ
ਕੁਨੈਕਸ਼ਨ ਘੱਟ ਸੰਚਾਰ,ಸಂಪರ್ಕ ಕಡಿಮೆ ಸಂವಹನ
ਕੁਨੈਕਸ਼ਨ ਰੀਲੀਜ਼,ಸಂಪರ್ಕ ಬಿಡುಗಡೆ
ਕਨੈਕਟੀਵਿਟੀ,ಸಂಪರ್ಕ
ਕਨੈਕਟਰ,ಕನೆಕ್ಟರ್
ਲਗਾਤਾਰ,ಸತತವಾಗಿ
ਨਤੀਜੇ ਵਜੋਂ,ಪರಿಣಾಮವಾಗಿ
ਕੰਸੋਲ,ಕನ್ಸೋಲ್
ਏਕੀਕਰਨ,ಬಲವರ್ಧನೆ
ਸਥਿਰ,ನಿರಂತರ
ਲਗਾਤਾਰ ਹਦਾਇਤ,ನಿರಂತರ ಸೂಚನೆ
ਪਾਬੰਦੀ,ನಿರ್ಬಂಧ
ਕੰਸਟਰਕਟਰ,ನಿರ್ಮಾಣಕಾರ
ਕੰਟੇਨਰ,ಕಂಟೇನರ್
ਸਮੱਗਰੀ,ವಿಷಯ
ਸੰਦਰਭ,ಸಂದರ್ಭ
ਸੰਦਰਭ ਮੁਕਤ ਵਿਆਕਰਣ (CFG),ಸಂದರ್ಭ ಮುಕ್ತ ವ್ಯಾಕರಣ (CFG)
ਸੰਦਰਭ ਸਵਿੱਚ,ಸಂದರ್ಭ ಸ್ವಿಚ್
ਅਚਨਚੇਤ,ಆಕಸ್ಮಿಕ
ਸੰਕੁਚਨ,ಸಂಕೋಚನ
ਉਲਟ,ಕಾಂಟ್ರಾಸ್ಟ್
ਕੰਟਰੋਲ,ನಿಯಂತ್ರಣ
ਕੰਟਰੋਲ ਖੇਤਰ,ನಿಯಂತ್ರಣ ಪ್ರದೇಶ
ਕੰਟਰੋਲ ਬਿੱਟ,ನಿಯಂತ್ರಣ ಬಿಟ್
ਕੰਟਰੋਲ ਬੱਸ,ನಿಯಂತ್ರಣ ಬಸ್
ਕੰਟਰੋਲ ਕਾਰਡ,ನಿಯಂತ್ರಣ ಕಾರ್ಡ್
ਕੰਟਰੋਲ ਸਰਕਟ,ನಿಯಂತ್ರಣ ಸರ್ಕ್ಯೂಟ್
ਕੰਟਰੋਲ ਚੱਕਰ,ನಿಯಂತ್ರಣ ಚಕ್ರ
ਕੰਟਰੋਲ ਇੰਜੀਨੀਅਰਿੰਗ,ನಿಯಂತ್ರಣ ಎಂಜಿನಿಯರಿಂಗ್
ਕੰਟਰੋਲ ਕੁੰਜੀ,ನಿಯಂತ್ರಣ ಕೀ
ਨਿਯੰਤਰਣ ਤਰਕ,ನಿಯಂತ್ರಣ ತರ್ಕ
ਕੰਟਰੋਲ ਲੂਪ,ನಿಯಂತ್ರಣ ಲೂಪ್
ਕੰਟਰੋਲ ਨਿਸ਼ਾਨ,ನಿಯಂತ್ರಣ ಗುರುತು
ਕੰਟਰੋਲ ਕਾਰਵਾਈ,ನಿಯಂತ್ರಣ ಕಾರ್ಯಾಚರಣೆ
ਕਨ੍ਟ੍ਰੋਲ ਪੈਨਲ,ನಿಯಂತ್ರಣಫಲಕ
ਕੰਟਰੋਲ ਸਿਗਨਲ,ನಿಯಂತ್ರಣ ಸಂಕೇತ
ਕੰਟਰੋਲ ਸਵਿੱਚ,ನಿಯಂತ್ರಣ ಸ್ವಿಚ್
ਕੰਟਰੋਲ ਟੇਪ,ನಿಯಂತ್ರಣ ಟೇಪ್
ਕੰਟਰੋਲ ਟਰਮੀਨਲ,ನಿಯಂತ್ರಣ ಟರ್ಮಿನಲ್
ਕੰਟਰੋਲ ਯੂਨਿਟ (CU),ನಿಯಂತ್ರಣ ಘಟಕ (CU)
ਕਨਵਰਜੈਂਸ,ಒಮ್ಮುಖ
ਗੱਲਬਾਤ,ಸಂಭಾಷಣೆ
ਗੱਲਬਾਤ ਦਾ ਸਮਾਂ ਸਾਂਝਾ ਕਰਨਾ,ಸಂಭಾಷಣೆಯ ಸಮಯ ಹಂಚಿಕೆ
ਤਬਦੀਲੀ,ಪರಿವರ್ತನೆ
ਪਰਿਵਰਤਕ,ಪರಿವರ್ತಕ
ਕੁੱਕ ਦਾ ਸਿਧਾਂਤ,ಕುಕ್ ಪ್ರಮೇಯ
ਸਹਿ-ਪ੍ਰੋਸੈਸਰ,ಸಹ-ಸಂಸ್ಕಾರಕ
ਕਾਪੀ,ನಕಲು
ਕਾਪੀਰਾਈਟ,ಕೃತಿಸ್ವಾಮ್ಯ
ਰੱਸੀ,ಬಳ್ಳಿಯ
ਤਾਰ ਰਹਿਤ ਟੈਲੀਫੋਨ,ತಂತಿರಹಿತ ದೂರವಾಣಿ
ਸਿੱਟਾ,ಅನುಸಂಧಾನ
ਸੁਧਾਰ,ತಿದ್ದುಪಡಿ
ਖਰਾਬ,ಭ್ರಷ್ಟಗೊಂಡಿದೆ
ਗਿਣਤੀ,ಎಣಿಕೆ
ਵਿਰੋਧੀ,ಕೌಂಟರ್
ਦੇਸ਼ ਦਾ ਕੋਡ,ದೇಶದ ಕೋಡ್
