Gujarati,Bengali
બેગ નિયમ,ব্যাগ নিয়ম
ગૂંથેલા વાયર,জড়িত তার
બ્રેક વર્ગ,ব্রেক ক্লাস
બ્રામા કોમ્પ્રેસર,ব্রামা কম্প্রেসার
શાખાઓ,শাখা
"બહાદુર જાળી, બહાદુર જાળી","সাহসী জালি, সাহসী জালি"
બ્રાસ બ્રેઝિંગ,ব্রাস ব্রেজিং
વિચ્છેદ,বিচ্ছেদ
બ્રેક કનેક્ટર,সংযোগকারী বিরতি
"ફ્રેક્ચર ડાયોડ, ઝેનર ડાયોડ","ফ্র্যাকচার ডায়োড, জেনার ডায়োড"
અસ્થિભંગ,ফ্র্যাকচার
"બ્રીડર રિએક્ટર, બ્રીડર ન્યુક્લિયર ફર્નેસ, બ્રીડર ફર્નેસ","ব্রিডার রিঅ্যাক্টর, ব্রিডার নিউক্লিয়ার ফার্নেস, ব্রিডার ফার্নেস"
પ્રજનન,প্রজনন
"રેટાડન્ટ રેડિયેશન, બ્રાસ્ટ્રલંગ","retardant বিকিরণ, brastralung"
બ્રુસ્ટર-એંગલ,brewster-কোণ
બ્રુસ્ટર ફ્રિજ,ব্রুস্টার ফ্রিজ
પુલ,সেতু
બ્રિજ બોન્ડ,সেতু বন্ধন
"તેજસ્વી, તેજસ્વી, ચમકદાર","উজ্জ্বল, উজ্জ্বল, ঝলমলে"
રોશની કરનાર,আলোক
તેજ,তেজ
"દ્યુતિ, પ્રભા","দ্যুতি, প্রভা"
બ્રિલુવાન વિસ્તાર,ব্রিলুওয়ান এলাকা
બ્રિટિશ સ્ટાન્ડર્ડ મીણબત્તી,ব্রিটিশ স্ট্যান্ডার্ড মোমবাতি
બરડ,ভঙ্গুর
બરડપણું,ভঙ্গুরতা
પ્રસારણ,সম্প্রচার
વિગતવાર,বিশদ
પૂર્વવર્તી,বিপরীতমুখী
બ્રોગલી ફોર્મ્યુલા,ব্রগলি সূত্র
ખંડિત,খণ্ডিত
બ્રાઉની ગતિ,ব্রাউনি গতি
"કુચી, બુરુશ, કુર્ચ, ગુલમ","কুচি, বুরুশ, কুর্চ, গুলম"
"બબલ, બબલ (સં.), ગણગણાટ (v.)","বুদবুদ, বুদবুদ (সম্পাদনা), গর্জন (v.)"
પ્રભાવ,উদ্দীপনা
વિરોધી પગલાં,পাল্টা ব্যবস্থা
સંકોચન,সংকোচন
"amp-રેઝિસ્ટન્સ, બફર","amp-প্রতিরোধ, বাফার"
ધ્વનિશાસ્ત્ર,ধ্বনিবিদ্যা
બર્ધન,বর্ধন
બલ્બ,বাল্ব
ઉભરો,আবির্ভূত
"વોલ્યુમ, જથ્થાબંધ, સમૂહ, સમૂહ, વોલ્યુમ","আয়তন, বাল্ক, ভর, ভর, আয়তন"
વોલ્યુમ સ્થિતિસ્થાપકતા ગુણાંક,ভলিউম স্থিতিস্থাপকতা সহগ
વસ્તી મિલકત,জনসংখ্যা সম্পত্তি
મહત્તમ તાપમાન,সর্বোচ্চ তাপমাত্রা
મણકા,স্ফীতি
"ટોળું, ટોળું (n.), ક્લસ્ટર થવું (ver.)","গুচ্ছ, গুচ্ছ (n.), to be clustered (ver.)"
ટોળું,গুচ্ছ
બન્સેન સેલ,বুনসেন সেল
ઉત્સાહ,উচ্ছ্বাস
"ઉલ્લાસ, ઉલ્લાસ","buoyancy, booyancy"
બર્ગર સર્કિટ,বার্গার সার্কিট
ચોર ઘંટડી,চোরের ঘণ্টা
"બર્નર, ઇગ્નીટર","বার্নার, ইগনিটার"
સંપૂર્ણ ઇગ્નીશન,সম্পূর্ণ ইগনিশন
"વિસ્ફોટ, વિસ્ફોટ, વિસ્ફોટ","বিস্ফোরণ, বিস্ফোরণ, ফাটল"
લાઇન વ્યસ્ત,লাইন ব্যস্ত
વ્યસ્ત સ્વર,ব্যস্ত টোন
બઝર,গুঞ্জন
બાયપાસ,বাইপাস
સર્કિટ,সার্কিট
"દરિયાઈ વાયર, કેબલ","সমুদ্রের তার, তার"
કેડમિયમ,ক্যাডমিয়াম
સીઝિયમ-કોષ,সিজিয়াম-কোষ
પાંજર દ્વિધ્રુવ,পাঞ্জর ডাইপোল
પાંજર અસર,পাঞ্জার প্রভাব
ગણતરી કરવી,হিসাব করতে
કેલ્ક્યુલેટર,ক্যালকুলেটর
કૅલેન્ડર,ক্যালেন্ডার
"માપાંકન, માપાંકન, પુનરાવર્તન","ক্রমাঙ্কন, ক্রমাঙ্কন, সংশোধন"
"માપાંકન ગુણક, માપાંકન ગુણક","ক্রমাঙ্কন গুণক, ক্রমাঙ্কন গুণক"
કેલિપર્સ,ক্যালিপার
"કૉલ કેલ્ક્યુલેટર, ટોક કેલ્ક્યુલેટર","কল ক্যালকুলেটর, টক ক্যালকুলেটর"
"ગરમી (v.), કેલરી (ed.)","তাপ (v.), ক্যালোরি (ed.)"
"કેલરીમીટર, કેલરીમીટર","ক্যালোরিমিটার, ক্যালোরিমিটার"
"કેલરીમેટ્રી, કેલરીમેટ્રી","ক্যালোরিমেট্রি, ক্যালোরিমিট্রি"
કેમેરા,ক্যামেরা
"કુલ્યા કિરણ, નહેર કિરણ","কুল্যা কিরণ, খাল কিরণ"
candela,candela
"મીણબત્તી, મીણબત્તી","মোমবাতি, মোমবাতি"
પ્રામાણિક,ক্যানোনিকাল
કેન્ટીલીવર,ক্যান্টিলিভার
"ટોપી, ડગલો (ઇડી.), ઇન્ટરલેસિંગ (v.)","টুপি, চাদর (সম্পাদনা), ইন্টারলেসিং (v.)"
હોલ્ડિંગ,ধারণ
કેપેસિટર,ক্যাপাসিটর
"કેપિલેરિટી, કેપિલેરિટી","capillarity, capillarity"
"રુધિરકેશિકા, રુધિરકેશિકા","কৈশিক, কৈশিক"
રુધિરકેશિકા બળ,কৈশিক বল
"કેપ્સ્યુલ, કેપ્સ્યુલ, કેપ્સ્યુલ","ক্যাপসুল, ক্যাপসুল, ক্যাপসুল"
કેપ્ચર,ক্যাপচার
કાર્બન 14 શેડ્યુલિંગ,কার্বন 14 সময়সূচী
"મુખ્ય બિંદુ, મુખ્ય સંખ્યા, ગણતરી સંખ્યા","মৌলিক বিন্দু, কার্ডিনাল সংখ্যা, গণনা সংখ্যা"
કાર્નો પ્રમેય,কার্নোর উপপাদ্য
વાહક,বাহক
કાર્ટેશિયન અક્ષ,কার্টেসিয়ান অক্ষ
કારતૂસ,কার্তুজ
"સોપાની (વિ.), સોપાનીપત (સં.)","সোপানি (ভি.), সোপানিপাত (সম্পাদনা)"
પ્રેરિત,অনুপ্রাণিত
"આપત્તિ, આફત","বিপর্যয়, বিপর্যয়"
લિમિટર ડાયોડ,লিমিটার ডায়োড
"ઓર્થોમીટર, કેથેટોમીટર","অর্থোমিটার, ক্যাথেটোমিটার"
કેથેટ્રોન,ক্যাথেট্রন
કેથોડ,ক্যাথোড
cation,cation
બીમિંગ પાનું,বিমিং পৃষ্ঠা
કોટર,কোটর
"સીમાંત, આવરણ, આંતરછેદ, સૌથી વધુ સંખ્યા, આવરણ","প্রান্তিক, আবরণ, ছেদ, সর্বোচ্চ সংখ্যা, আবরণ"
આકાશી,স্বর্গীয়
કોષ-સતત,কোষ ধ্রুবক
સિમેન્ટેડ લેન્સ,সিমেন্ট লেন্স
ફોકસ,ফোকাস
સેન્ટીગ્રેડ,সেন্টিগ্রেড
સેન્ટીમીટર,সেন্টিমিটার
સેન્ટીમીટર-ગ્રામ-સેકન્ડ પદ્ધતિ,সেন্টিমিটার-গ্রাম-সেকেন্ড পদ্ধতি
"કેન્દ્રિય, કેન્દ્રિય","কেন্দ্রীয়, কেন্দ্রীয়"
કેન્દ્રીય સંસાધન એકમ,কেন্দ্রীয় সম্পদ ইউনিট
