Bengali,Odiya
স্বয়ংক্রিয় ফ্যাসি নিয়ন্ত্রণ,ସ୍ୱୟଂଚାଳିତ ଫାସା ନିୟନ୍ତ୍ରଣ |
স্বয়ংক্রিয় চিত্র সংক্রমণ,ସ୍ୱୟଂଚାଳିତ ଚିତ୍ର ଟ୍ରାନ୍ସମିସନ୍ |
স্বয়ংক্রিয় প্লেব্যাক,ସ୍ୱୟଂଚାଳିତ ପ୍ଲେକ୍ |
স্বয়ংক্রিয় শক্তি নিয়ন্ত্রণ,ସ୍ୱୟଂଚାଳିତ ଶକ୍ତି ନିୟନ୍ତ୍ରଣ |
স্বয়ংক্রিয় প্রোগ্রামিং,ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |
স্বয়ংক্রিয় রেকর্ডিং,ସ୍ୱୟଂଚାଳିତ ରେକର୍ଡିଂ |
স্বয়ংক্রিয় রিসেট,ସ୍ୱୟଂଚାଳିତ ପୁନ et ସେଟ୍ |
স্বয়ংক্রিয় শাটার,ସ୍ୱୟଂଚାଳିତ ସଟକଟର୍ ​​|
স্বয়ংক্রিয় সিস্টেম,ସ୍ୱୟଂଚାଳିତ ସିଷ୍ଟମ୍ |
স্বয়ংক্রিয় টেলিফোন,ସ୍ୱୟଂଚାଳିତ ଟେଲିଫୋନ୍ |
স্বয়ংক্রিয় তাপমাত্রা নিয়ন্ত্রণ,ସ୍ୱୟଂଚାଳିତ ତାପମାତ୍ରା ନିୟନ୍ତ୍ରଣ |
স্বয়ংক্রিয় ভোল্টেজ নিয়ন্ত্রক,ସ୍ୱୟଂଚାଳିତ ଭୋଲଟେଜ୍ ନିୟାମକ |
স্বয়ংক্রিয় ভলিউম সংক্ষেপক,ସ୍ୱୟଂଚାଳିତ ଭଲ୍ୟୁମ୍ ସଙ୍କେତ ଅନୁବାଦକ |
স্বয়ংক্রিয় ভলিউম নিয়ন্ত্রণ,ସ୍ୱୟଂଚାଳିତ ଭଲ୍ୟୁମ୍ କଣ୍ଟ୍ରୋଲ୍ |
স্বয়ংক্রিয় ভলিউম এক্সপেন্ডার,ସ୍ୱୟଂଚାଳିତ ଭଲ୍ୟୁମ୍ ବିସ୍ତାର କରନ୍ତୁ |
অটোমেশন,ସ୍ୱୟଂଚାଳିତ
অটোমেশন নিয়ন্ত্রণ,ସ୍ୱୟଂଚାଳିତ ନିୟନ୍ତ୍ରଣ
অটোমেশন ফ্রিকোয়েন্সি নিয়ামক,ସ୍ୱୟଂଚାଳିତ ଫ୍ରିକ୍ୱେନ୍ସି କଣ୍ଟ୍ରୋଲ୍ |
সহায়ক,ସହାୟକକାରୀ
সহায়ক অডিও বাস,ସହାୟକ ଅଡିଓ ବସ୍ |
উপলব্ধ শক্তি,ଉପଲବ୍ଧ ଶକ୍ତି ଉପଲବ୍ଧ |
তুষারপাত ভাঙ্গন,ଆଭାଲାନେ ଭାଙ୍ଗିବା |
গড় আয়ু,ହାରାହାରି ଜୀବନ
গড় চাপ,ହାରାହାରି ଚାପ
গড় গতি,ହାରାହାରି ଗତି
স্পিনের অক্ষ,ସ୍ପିନ୍ ର ଅକ୍ଷ |
আজিমুথ,ଆଜିମ୍ୟୁଥ୍
আজিমুথ কোণ,ଆଜିମ୍ୟୁଥ କୋଣ |
আজিমুথ ত্রুটি,ଆଜିମ୍ୟୁଥ୍ ତ୍ରୁଟି |
পিছনে আলো,ପଛ ହାଲୁକା
পিছনে অভিক্ষেপ,ବ୍ୟାକ୍ ପ୍ରୋଜେକସନ |
ব্যাক ভোল্টেজ (= বিপরীত ভোল্টেজ),ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ (= ଓଲଟା ଭୋଲଟେଜ୍)
ব্যাকফায়ার (আর্ক ব্যাক),ବ୍ୟାକଫାୟାର (ଆକ୍ ବ୍ୟାକ୍)
পটভূমি আলো,ପୃଷ୍ଠଭୂମି ଆଲୋକ |
পিছনের শব্দ,ପୃଷ୍ଠଭୂମି ଶବ୍ଦ
পটভূমি প্রক্ষেপণ,ପୃଷ୍ଠଭୂମି ପ୍ରୋଜେକସନ |
ব্যাকআপ,ନକଲ ସଂରକ୍ଷଣ
বাফেল,ବାଧା
বেকিং,ବେକିଂ
সুষম অডিও,ସନ୍ତୁଳିତ ଅଡିଓ
ভারসাম্যহীন অডিও লাইন,ସନ୍ତୁଳିତ ଅଡିଓ ରେଖା |
সুষম সংক্রমণ লাইন,ସନ୍ତୁଳିତ ଟ୍ରାନ୍ସମିସନ ଲାଇନ୍ |
ভারসাম্য,ସନ୍ତୁଳନ |
ব্যালাস্ট,ବାଲାଷ୍ଟ |
ব্যালাস্ট ফ্যাক্টর,ବାଲାଷ୍ଟ ଫ୍ୟାକ୍ଟର୍ |
বালুন,ବାଲୁନ୍ |
ব্যান্ড,ବ୍ୟାଣ୍ଡ
ব্যান্ড পাস ফিল্টার,ବ୍ୟାଣ୍ଡ ପାସ୍ ଫିଲ୍ଟର୍ |
ব্যান্ড নির্বাচক,ବ୍ୟାଣ୍ଡ ସିଲେକ୍ଟର୍ |
ব্যান্ড বিভাজন,ବ୍ୟାଣ୍ଡ ବିଭାଜନ
ব্যান্ড স্টপ ফিল্টার,ବ୍ୟାଣ୍ଡ ଷ୍ଟପ୍ ଫିଲ୍ଟର୍ |
ব্যান্ড সুইচ,ବ୍ୟାଣ୍ଡ ସୁଇଚ୍
ব্যান্ড টিউনিং,ବ୍ୟାଣ୍ଡ ଟ୍ୟୁନିଂ
ব্যান্ডউইথ,ବ୍ୟାଣ୍ଡୱିଡଥ୍ |
বার,ଦଣ୍ଡିକା
বার কোড,ବାର୍ କୋଡ୍
বার ডেটা,ବାର୍ ଡାଟା |
বেয়ার ব্যান্ড,ଖାଲି ବ୍ୟାଣ୍ଡ |
বেয়ার ল্যাম্প,ଖାଲି ଦୀପ
শস্যাগার দরজা,ବର୍ଣ୍ଣ କବାଟ
বেস ব্যান্ড,ମୂଳା ବ୍ୟାଣ୍ଡ
বেস ব্যান্ড সিগন্যাল,ବେସ୍ ବ୍ୟାଣ୍ଡ ସିଗ୍ନାଲ୍ |
বেস ব্যান্ড সিস্টেম,ମୂଳ ବ୍ୟାଣ୍ଡ ସିଷ୍ଟମ୍ |
বেস ব্রাউজার,ବେସ୍ ବ୍ରାଉଜର୍ |
বেস কালেক্টর জংশন,ମୂଳ କଲେକ୍ଟର ଜଙ୍କସନ |
বেস ইনসুলেটর,ମୂଳ ଇନସୁଲେଟର |
বাস,ବାସ୍
বাস ক্ষতিপূরণ,ବାସ୍ କ୍ଷତିପୂରଣ |
বাস লাউডস্পিকার (ওফার),ବ୍ୟାସ୍ ଉଚ୍ଚ ସ୍ୱିସ୍ ଶିଖର (ୱୋଫର୍)
ব্যাচ স্ক্যানিং,ବ୍ୟାଚ୍ ସ୍କାନିଂ |
ব্যাটারি চার্জ হইতেছে,ବ୍ୟାଟେରୀ ଚାର୍ଜିଂ |
মরীচি,ବିମ୍
বীট,Beat
বীট ফ্রিকোয়েন্সি দোলক,ଫ୍ରିକ୍ୱେନ୍ସି ଓସ୍କିଲେଟର୍ ବିଟ୍ କରନ୍ତୁ |
বেল,ବେଲ
পক্ষপাত,ପକ୍ଷ
বায়াস সার্কিট,ପକ୍ଷର ସର୍କିଟ |
বায়াস ফ্রিকোয়েন্সি,ବାୟିଆସ୍ ଫ୍ରିକ୍ୱେନ୍ସି
অত্যাধিক ভোল্টেজ,ପକ୍ଷପାତ ଭୋଲଟେଜ୍ |
সামনের দিকে পক্ষপাতদুষ্ট,ଅଗ୍ରଗାମୀ ଦିଗରେ ପକ୍ଷପାତିତ |
দ্বি-দিকনির্দেশক মাইক্রোফোন,ଦ୍ୱି-ଦିଗଦର୍ଶନ ମାଇକ୍ରୋଫୋନ୍ |
বিলবোর্ড,ବିଲବୋର୍ଡ |
বিলবোর্ড অ্যাপ্লিকেশন,ବିଲବୋର୍ଡ ଆବେଦନ |
দ্বি-ধাতব উপাদান,ଦ୍ୱି-ଧାତବ ଉପାଦାନ |
বাইনারি,ବାଇନାରୀ
বাইনারি কোডেড দশমিক,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |
বাইনারি অঙ্ক (বিট),ବାଇନାରୀ ଅଙ୍କ (ବିଟ୍)
বাইনারি সংখ্যা,ବାଇନାରୀ ନମ୍ବର |
বাইনোরাল শুনানি,ମହଲାରିକାରୀ ଶ୍ରବଣ |
বাইনোকুলার,ଦ୍ୱିପାକ୍ଷିକ |
বায়োমেট্রিক,ବାୟୋମେଟ୍ରିକ୍ |
বাইপোলার ট্রানজিস্টর,ଦ୍ୱିପାକ୍ଷିକ ଟ୍ରାନ୍ସସିଗର |
বিট বরাদ্দ,ବିଟ୍ ଆବଣ୍ଟନ
বিট রেট,ବିଟ୍ ହାର |
কালো এবং সাদা টিভি,କଳା ଏବଂ ଧଳା ଟିଭି |
ফাঁকা,ଖାଲି
ফাঁকা ব্যবধান,ଖାଲି ବ୍ୟବଧାନ
ব্ল্যাঙ্কিং স্তর,ଖାଲି ସ୍ତର
ব্লিডার প্রতিরোধের,ରକ୍ତସ୍ରାବ ପ୍ରତିରୋଧ
ব্লিমড ক্যামেরা,ବ୍ଲାକ୍ କ୍ୟାମେରା |
অন্ধ ঝলক,ଅନ୍ଧାର ଚମକ
পলক,Ink ଲକ
জ্বলজ্বল,ବ୍ଲିଙ୍କିଂ |
ব্লক কোড,ବ୍ଲକ କୋଡ୍
ব্লক ডায়াগ্রাম,ଚିତ୍ରକୁ ଅବରୋଧ କରନ୍ତୁ |
ব্লক ইন্টারলিভ,ବ୍ଲକ ଇଣ୍ଟରଲେଭ୍ କରନ୍ତୁ |
ব্লকিং ক্যাপাসিটার,କ୍ୟାପେସିଟରକୁ ଅବରୋଧ କରିବା |
দোলক ব্লক করা,ଓସିଲେଟରକୁ ଅବରୋଧ କରିବା |
পুষ্প,ଫୁଲ
ল্যাম্প ব্লো,ଲ୍ୟାମ୍ପ ଉଡ଼ାନ୍ତୁ |
পাইপ ব্লো,Blow ଟକା ପାଇପ୍
ব্লোয়ার,ଡ଼ିଆ
ব্লুটুথ,ବ୍ଲୁଟୁଥ୍
দেহ ক্যাপাসিট্যান্স,ଶରୀର ଆକ୍ରୀତା |
বুকমার্ক,ବୁକମାର୍କ
বুলিয়ান বীজগণিত,ବୁଲିଅନ୍ ଆଲଜେବ୍ରା |
বুম,ବ om ାନ୍ତୁ
প্রচার করা,ବୃଦ୍ଧି କର |
বুস্টার,ବୁଷ୍ଟର୍
বুস্টার লাইট,ବଷ୍ଟର୍ ଆଲୋକ |
বুস্টিং,ବୃଦ୍ଧି କରିବା
বুটিং,ବୁଟିଙ୍ଗ
বুটস্ট্র্যাপ,ବୁଟଷ୍ଟ୍ରାପ
নীচে আলো,ତଳ ଆଲୋକ
বাউন্স লাইট,ବାଉନ୍ସ ଆଲୋକ
ভাঙ্গা,ଭାଙ୍ଗନ୍ତୁ
ভাঙ্গন ভোল্টেজ,ଭୋଲଟେଜ୍ ଭାଙ୍ଗନ୍ତୁ |
সেতু উপাদান,ସେଜ୍ ଉପାଦାନ
সেতু সংশোধনকারী,ବ୍ରିଜ୍ ରେକ୍ଟିଫିରିଟ୍ |
ব্রিজযুক্ত ‘টি’ অ্যাটেনুয়েটর,ବ୍ରିଜ୍ 'ଟୋଟେଏଟ୍ସର୍ |
ব্রিজযুক্ত কাঠামো,ବ୍ରିଜ୍ ଗଠନ |
ব্রিজিং,Eriding
ব্রিজিং এম্প্লিফায়ার,ଏମ୍ପଲିଫାୟର୍ ବ୍ରିଜ୍ |
ব্রিজিং ক্ষতি,କ୍ଷୟକ୍ଷତି
উজ্জ্বলতা,ଉଜ୍ଜ୍ୱଳତା
উজ্জ্বলতা নিয়ন্ত্রণ,ଉଜ୍ଜ୍ୱଳତା ନିୟନ୍ତ୍ରଣ |
ভঙ্গুর,ଭଗ୍ନ
ভঙ্গুর পদার্থ,ଭଗ୍ନ ପଦାର୍ଥ |
ব্রডব্যান্ড,ବ୍ରଡବ୍ୟାଣ୍ଡ |
ব্রডব্যান্ড পরিবর্ধক,ବ୍ରଡବ୍ୟାଣ୍ଡ ଏମ୍ପ୍ଲିଫାୟର୍ |
ব্রডব্যান্ড আইএসডিএন,ବ୍ରଡବ୍ୟାଣ୍ଡ ISDN
ব্রডব্যান্ড সিস্টেম,ବ୍ରଡବ୍ୟାଣ୍ଡ ସିଷ୍ଟମ |
সম্প্রচার এবং যোগাযোগ প্রযুক্তি,ପ୍ରସାରଣ ଏବଂ ଯୋଗାଯୋଗ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
সম্প্রচার কভারেজ,ପ୍ରସାରଣ କଭରେଜ୍ |
সম্প্রচার গ্রহনকারী যন্ত্র,ବ୍ରଡକାଷ୍ଟ ରିସିଭର୍ |
সম্প্রচার পরিষেবা পরিকল্পনা,ପ୍ରସାରଣ ସେବା ଯୋଜନା
সম্প্রচার ট্রান্সমিটার,ବିସ୍ତାରିତ ଟ୍ରାନ୍ସମିଟର |
সম্প্রচারক,ବ୍ରଡ୍ କ୍ୟାଷ୍ଟର |
সম্প্রচার,ପ୍ରସାରଣ
সম্প্রচার কেন্দ্র,ପ୍ରସାରଣ ଷ୍ଟେସନ |
ভাঙ্গা,ଭଙ୍ଗା
ব্রাউজার,ବ୍ରାଉଜର୍
ব্রাউজিং,ବ୍ରାଉଜିଂ
বুদ্বুদ,ବବୁଲ୍ |
বাফার,ବଫର୍
বাফার পরিবর্ধক,ବଫର୍ ଏମ୍ପିଫାୟର୍ |
বাফার টিউব,ବଫର୍ ଟ୍ୟୁବ୍ |
বাগ,ତ୍ରୁଟି
অন্তর্নির্মিত অ্যান্টেনা,ବିଲ୍ଟ-ଇନ୍ ଆଣ୍ଟେନା |
বার্নার,ବର୍ନର୍
জ্বলন্ত,ଜଳିବା
বিস্ফোরণ ত্রুটি,ବିସ୍ଫୋରଣ ତ୍ରୁଟି |
ফেটে সন্নিবেশ ডাল,ବିସ୍ଫୋରଣ ସନ୍ନିବେଶ ନାଡ |
বিস্ফোরণ পর্ব,ବିସ୍ଫୋରଣ ପର୍ଯ୍ୟାୟ |
বাস,ବସ୍
ব্যবসায়িক বুদ্ধি,ବ୍ୟବସାୟ ବୁଦ୍ଧି
বুজার,ବଜର୍
পাস দ্বারা,ପାସ୍ ଦ୍ୱାରା
পাস করে,ପାସ୍ କରି
বাইপাস কনডেন্সার,ବାଇପାସ୍ କଣ୍ଡେନ୍ସର୍ |
গ,ଗ
সি+প্রোগ্রামিং ভাষা,C + ପ୍ରୋଗ୍ରାମିଂ ଭାଷା |
মন্ত্রিসভা,କ୍ୟାବିନେଟ୍
কেবল,କେବୁଲ୍ |
তারের যৌগ,କେବୁଲ୍ କମ୍ପାଉଣ୍ଡ |
তারের সমতা,କେବୁଲ ସମାନତା
তারের ক্ষতি,କେବୁଲ୍ ହ୍ରାସ |
ক্যাশে,କ୍ୟାଚ୍
ক্যাচিং,କ୍ୟାଚିଂ
ক্যাডমিয়াম সেল,କ୍ୟାଡମିୟମ୍ କକ୍ଷ
গননা যন্ত্র,ଯନ୍ତ୍ର ଗଣନା
গণনা,ଗଣନା
ক্যালকুলেটর,କାଲକୁଲେଟର
ক্যালিব্রেট,କାଲିବ୍ରେଟ୍ କରନ୍ତୁ |
ক্যালিপার্স,କାଲିପର୍
ক্যালোরিমিটার,କାଲୋରିମିଟର |
ক্যামকর্ডার,କ୍ୟାମକାର୍ଡ
ক্যামেরা,କ୍ୟାମେରା
ক্যামেরা প্রান্তিককরণ,କ୍ୟାମେରା ଆଲାଇନ୍ମେଣ୍ଟ |
ক্যামেরা অ্যাপারচার,କ୍ୟାମେରା ଆପେଚର |
ক্যামেরা কভারেজ,କ୍ୟାମେରା କଭରେଜ୍ |
ক্যামেরা লাইন আপ,କ୍ୟାମେରା ଲାଇନ- ଅପ୍ |
ক্যামেরা টিউব,କ୍ୟାମେରା ଟ୍ୟୁବ୍ |
ক্যানোপি,ଛାତ
ক্ষমতা,ସାମର୍ଥ୍ୟ |
ক্যাপাসিট্যান্স,ପତ୍ର
ক্যাপাসিটিভ লোড,କ୍ୟାପେସିଟିଭ୍ ଭାର |
ক্যাপাসিটিভ প্রতিক্রিয়া,କ୍ୟାପେସିଟିଭ୍ ପ୍ରତିକ୍ରିୟା |
ক্যাপাসিটার,କ୍ୟାପେସିଟର |
ক্যাপাসিটার ইনপুট ফিল্টার,କ୍ୟାପକେଟର ଇନପୁଟ୍ ଫିଲ୍ଟର୍ |
ক্ষমতা,କ୍ଷମତା
ক্যাপসুল,Capsule
ক্যাপশন,କ୍ୟାପସନ୍
প্রভাব ক্যাপচার,କ୍ୟାପଚର ପ୍ରଭାବ
কার্ড,କାର୍ଡ
কার্ডিওড,କାର୍ଡିଓଏଡ୍
কার্ডিওড মাইক্রোফোন,କାର୍ଡିଓଡ୍ ମାଇକ୍ରୋଫୋନ୍ |
ক্যারিয়ার,ବାହକ
ক্যারিয়ার ফ্রিকোয়েন্সি,ବାହକ ଫ୍ରିକ୍ୱେନ୍ସି
ক্যারিয়ার ফ্রিকোয়েন্সি শিফট,ବାହକ ଫ୍ରିକ୍ୱେନ୍ସି ସିଫ୍ଟ |
ক্যারিয়ার শক্তি,ବାହକ ଶକ୍ତି
ক্যারিয়ার ইন্দ্রিয় সংকেত,ବାହକ ସେନ୍ସ ସଙ୍କେତ |
