Malayalam,Gujarati
"ദ്വികേന്ദ്രം, ദ്വികേന്ദ്രം, ബൈന്യൂക്ലിയേറ്റഡ്","દ્વિકેન્દ્રીય, દ્વિકેન્દ્રીય, દ્વિસંગી"
ബയോഡൈനാമിക്സ്,બાયોડાયનેમિક્સ
ബയോ ഇലക്ട്രോണിക്സ്,બાયો ઇલેક્ટ્રોનિક્સ
ജൈവഭൗതികശാസ്ത്രജ്ഞൻ,બાયોફિઝિસ્ટ
ബയോഫിസിക്സ്,બાયોફિઝિક્સ
ജൈവ ഉപഗ്രഹം,જૈવિક ઉપગ્રહ
"ഛായാഗ്രാഹകൻ, ബയോസ്കോപ്പ്","સિનેમેટોગ્રાફર, બાયોસ્કોપ"
ബയോ-സാവാർട്ട് നിയമം,બાયો-સાવર્ટ નિયમ
ബൈഫാസിക് കറന്റ്,બાયફેસિક વર્તમાન
ദ്വിധ്രുവം,દ્વિધ્રુવ
"ബിപ്രിസം, ബൈപ്രിസം","બાયપ્રિઝમ, બાયપ્રિઝમ"
"biquartz, biquartz","biquartz, biquartz"
ദ്വിമുഖ സ്വഭാവം,બાયફાસિક પાત્ર
രണ്ട്-ഘട്ട മൾട്ടിവൈബ്രേറ്റർ,બે તબક્કાનું મલ્ટિવાઇબ્રેટર
"ഡ്വയങ്ക്* (ബൈനറി സംഖ്യ), ബർമീസ്, ആനി, തുക്","દ્વાયાંક* (દ્વિસંગી અંક), બર્મીઝ, અની, ટુક"
"കറുപ്പ്, കൃഷ്ണ","કાળો, કૃષ્ણ"
കറുത്ത ശരീരം,કાળું શરીર
അദൃശ്യ വെളിച്ചം,અદ્રશ્ય પ્રકાશ
തിമിരയൻ റേഡിയോ തിമിരയൻ,તિમિરાયન રેડિયો તિમિરાયન
എജക്ഷൻ പൾസ്,ઇજેક્શન પલ્સ
അവസാന പക്ഷപാതം,પૂર્વગ્રહ સમાપ્ત કરો
കറുത്ത വികിരണം,કાળા કિરણોત્સર્ગ
"പൂർത്തിയാകാത്ത, ശൂന്യമായ","અપૂર્ણ, ખાલી"
മൂടുക,આવરણ
അസാധുവാക്കൽ,રદબાતલ
"സ്ഫോടനം, സ്ഫോടനം, ആഘാതം","વિસ્ફોટ, વિસ્ફોટ, ગસ્ટ"
"സാവിക, ബ്ലീഡർ, സവി","savika, bleeder, savi"
"വേഷംമാറി, അന്ധൻ","વેશપલટો, અંધ"
ബ്ലോച്ചിന്റെ സിദ്ധാന്തം,બ્લોચનું પ્રમેય
"തടയുക, തടയുക, തടയുക","અવરોધ, અવરોધ, અવરોધ"
"ഊതുക, അടിക്കുക","ફટકો, ફટકો, ફટકો"
നീല പ്രിന്റ്,બ્લુ પ્રિન્ટ
അവ്യക്തത വൃത്തം,અસ્પષ્ટતા વર્તુળ
അവ്യക്തമായ,અસ્પષ્ટ
"പന്ത്, ഗോളം, പെൻഡന്റ്","બોલ, ગોળા, પેન્ડન્ટ"
"ശരീരം, വസ്തു","શરીર, પદાર્થ"
ശാരീരിക ശേഷി,શારીરિક ક્ષમતા
കേന്ദ്രീകരിച്ചു,કેન્દ્રિત
"ശരീരം-ഡയഗണൽ, അവസാനം-ഡയഗണൽ","શરીર-કર્ણ, અંત-કર્ણ"
"ബോഗി, അജ്ഞാത കണ്ടെത്തൽ (റഡാർ)","બોગી, અજાણી શોધ (રડાર)"
ബോർ പ്രഭാവം,બોર અસર
ബോർ മാഗ്നെറ്റൺ,બોર મેગ્નેટોન
"ബോയിലർ, ബോയിലർ","બોઈલર, બોઈલર"
"തിളയ്ക്കുന്ന, തിളയ്ക്കുന്ന","ઉકળતા, ઉકળતા"
ബോൾട്ട്സ്മാൻ സമവാക്യം,બોલ્ટ્સમેન સમીકરણ
ബോംബർ ഇലക്ട്രോൺ,બોમ્બર ઇલેક્ટ્રોન
"ട്രോമാറ്റിക് ഊർജ്ജം, ബോംബിംഗ് ഊർജ്ജം","આઘાતજનક ઊર્જા, બોમ્બિંગ ઊર્જા"
ജാമ്യം,ગીરો
"ബന്ധിക്കപ്പെട്ട, ബന്ധിക്കപ്പെട്ട, ബന്ധിക്കപ്പെട്ട","બંધાયેલ, બંધાયેલ, બંધાયેલ"
എൻഹാൻസർ,વધારનાર
ബോറോൺ,બોરોન
ബോസ്-കണിക,બોસ-પાર્ટીકલ
ബോസോൺ,બોસોન
"ഞെട്ടൽ, ചാടുക","આંચકો, કૂદકો"
ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു,બંધાયેલ
"പരിധി, പരിധി (എഡി.), മാർജിനൽ (വി.)","મર્યાદા, મર્યાદા (ઇડી.), સીમાંત (વિ.)"
ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു,બંધાયેલ
ധനു മുറ്റം,ધનુરાશિ યાર્ડ
കപ്പലോട്ട തിരമാല,સઢવાળી તરંગ
ബോയിലർ ചൂടാക്കൽ,બોઈલર હીટિંગ
ബോയ്ലിന്റെ നിയമം,બોયલનો કાયદો
ബോയിലർ ചൂടാക്കൽ,બોઈલર હીટિંગ
ബ്രാക്കറ്റ്-ക്ലാസ്,કૌંસ-વર્ગ
ബാഗ് നിയമം,બેગ નિયમ
ഇഴചേർന്ന വയർ,ગૂંથેલા વાયર
ബ്രേക്ക് ക്ലാസ്,બ્રેક વર્ગ
ബ്രാമ കംപ്രസർ,બ્રામા કોમ્પ્રેસર
ശാഖകൾ,શાખાઓ
"ബ്രേവ് ലാറ്റിസ്, ബ്രേവ് ലാറ്റിസ്","બહાદુર જાળી, બહાદુર જાળી"
പിച്ചള ബ്രേസിംഗ്,બ્રાસ બ્રેઝિંગ
വേർപിരിയൽ,વિચ્છેદ
ബ്രേക്ക് കണക്റ്റർ,બ્રેક કનેક્ટર
"ഫ്രാക്ചർ ഡയോഡ്, സെനർ ഡയോഡ്","ફ્રેક્ચર ડાયોડ, ઝેનર ડાયોડ"
ഒടിവ്,અસ્થિભંગ
"ബ്രീഡർ റിയാക്ടർ, ബ്രീഡർ ന്യൂക്ലിയർ ഫർണസ്, ബ്രീഡർ ഫർണസ്","બ્રીડર રિએક્ટર, બ્રીડર ન્યુક્લિયર ફર્નેસ, બ્રીડર ફર્નેસ"
പുനരുൽപാദനം,પ્રજનન
"റിട്ടാർഡന്റ് റേഡിയേഷൻ, ബ്രാസ്ട്രലുങ്","રેટાડન્ટ રેડિયેશન, બ્રાસ્ટ્રલંગ"
ബ്രൂസ്റ്റർ ആംഗിൾ,બ્રુસ્ટર-એંગલ
ബ്രൂസ്റ്റർ ഫ്രിഡ്ജ്,બ્રુસ્ટર ફ્રિજ
പാലം,પુલ
പാലം ബോണ്ട്,બ્રિજ બોન્ડ
"ശോഭയുള്ള, തിളക്കമുള്ള, മിന്നുന്ന","તેજસ્વી, તેજસ્વી, ચમકદાર"
പ്രകാശകൻ,રોશની કરનાર
റേഡിയൻസ്,તેજ
"ദ്യുതി, പ്രഭ","દ્યુતિ, પ્રભા"
ബ്രിലുവൻ പ്രദേശം,બ્રિલુવાન વિસ્તાર
ബ്രിട്ടീഷ് സ്റ്റാൻഡേർഡ് മെഴുകുതിരി,બ્રિટિશ સ્ટાન્ડર્ડ મીણબત્તી
പൊട്ടുന്ന,બરડ
പൊട്ടൽ,બરડપણું
പ്രക്ഷേപണം,પ્રસારણ
വിശദമായ,વિગતવાર
പിന്തിരിപ്പൻ,પૂર્વવર્તી
ബ്രോഗ്ലി ഫോർമുല,બ્રોગલી ફોર્મ્યુલા
വിഘടിച്ചു,ખંડિત
ബ്രൗണി ചലനം,બ્રાઉની ગતિ
"കുച്ചി, ബുരുഷ്, കുർച്ച്, ഗുൽം","કુચી, બુરુશ, કુર્ચ, ગુલમ"
"കുമിള, ബബിൾ (എഡി.), മംബിൾ (വി.)","બબલ, બબલ (સં.), ગણગણાટ (v.)"
ജ്വലനം,પ્રભાવ
പ്രതിരോധ നടപടികൾ,વિરોધી પગલાં
സങ്കോചം,સંકોચન
"amp-resistance, buffer","amp-રેઝિસ્ટન્સ, બફર"
ശബ്ദശാസ്ത്രം,ધ્વનિશાસ્ત્ર
ബർധൻ,બર્ધન
ബൾബ്,બલ્બ
ഉദിക്കുക,ઉભરો
"വോള്യം, ബൾക്ക്, പിണ്ഡം, പിണ്ഡം, വോള്യം","વોલ્યુમ, જથ્થાબંધ, સમૂહ, સમૂહ, વોલ્યુમ"
വോളിയം ഇലാസ്തികത ഗുണകം,વોલ્યુમ સ્થિતિસ્થાપકતા ગુણાંક
ജനസംഖ്യ സ്വത്ത്,વસ્તી મિલકત
പരമാവധി താപനില,મહત્તમ તાપમાન
വീർപ്പുമുട്ടൽ,મણકા
"കുല, കൂട്ടം (n.), കൂട്ടമായിരിക്കുക (ver.)","ટોળું, ટોળું (n.), ક્લસ્ટર થવું (ver.)"
കുല,ટોળું
ബൺസെൻ സെൽ,બન્સેન સેલ
ഉന്മേഷം,ઉત્સાહ
"ബൂയൻസി, ബൂയൻസി","ઉલ્લાસ, ઉલ્લાસ"
ബർഗർ സർക്യൂട്ട്,બર્ગર સર્કિટ
കള്ളൻ മണി,ચોર ઘંટડી
"ബർണർ, ഇഗ്നിറ്റർ","બર્નર, ઇગ્નીટર"
പൂർണ്ണ ജ്വലനം,સંપૂર્ણ ઇગ્નીશન
"സ്ഫോടനം, പൊട്ടിത്തെറി, വിള്ളൽ","વિસ્ફોટ, વિસ્ફોટ, વિસ્ફોટ"
ലൈൻ തിരക്കിലാണ്,લાઇન વ્યસ્ત
തിരക്കുള്ള ടോൺ,વ્યસ્ત સ્વર
ബസർ,બઝર
ബൈപാസ്,બાયપાસ
സർക്യൂട്ട്,સર્કિટ
"കടൽ വയർ, കേബിൾ","દરિયાઈ વાયર, કેબલ"
കാഡ്മിയം,કેડમિયમ
സീസിയം-കോശം,સીઝિયમ-કોષ
പഞ്ചാർ ദ്വിധ്രുവം,પાંજર દ્વિધ્રુવ
പഞ്ചാർ പ്രഭാവം,પાંજર અસર
കണക്കാക്കാൻ,ગણતરી કરવી
കാൽക്കുലേറ്റർ,કેલ્ક્યુલેટર
കലണ്ടർ,કૅલેન્ડર
"കാലിബ്രേഷൻ, കാലിബ്രേഷൻ, റിവിഷൻ","માપાંકન, માપાંકન, પુનરાવર્તન"
"കാലിബ്രേഷൻ മൾട്ടിപ്ലയർ, കാലിബ്രേഷൻ മൾട്ടിപ്ലയർ","માપાંકન ગુણક, માપાંકન ગુણક"
കാലിപ്പറുകൾ,કેલિપર્સ
"കോൾ കാൽക്കുലേറ്റർ, ടോക്ക് കാൽക്കുലേറ്റർ","કૉલ કેલ્ક્યુલેટર, ટોક કેલ્ક્યુલેટર"
"ചൂട് (വി.), കലോറിക് (എഡി.)","ગરમી (v.), કેલરી (ed.)"
"കലോറിമീറ്റർ, കലോറിമീറ്റർ","કેલરીમીટર, કેલરીમીટર"
"കലോറിമെട്രി, കലോറിമെട്രി","કેલરીમેટ્રી, કેલરીમેટ્રી"
ക്യാമറ,કેમેરા
"കുല്യ കിരൺ, കനാൽ കിരൺ","કુલ્યા કિરણ, નહેર કિરણ"
കാൻഡല,candela
"മെഴുകുതിരി, മെഴുകുതിരി","મીણબત્તી, મીણબત્તી"
കാനോനിക്കൽ,પ્રામાણિક
കാന്റിലിവർ,કેન્ટીલીવર
"തൊപ്പി, വസ്ത്രം (എഡി.), ഇന്റർലേസിംഗ് (വി.)","ટોપી, ડગલો (ઇડી.), ઇન્ટરલેસિંગ (v.)"
