Kannada,Gujarati
ಬೇಸ್ ಟೇಬಲ್,આધાર ટેબલ
ಮೂಲಭೂತ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ),મૂળભૂત (કોમ્પ્યુટર ભાષા)
"1. ಮೂಲ ನಿಯಂತ್ರಣ , 2. ಮೂಲ ನಿಯಂತ್ರಣ","1. મૂળભૂત નિયંત્રણ, 2. આધાર નિયંત્રણ"
"1. ಮೂಲ ಹೂಡಿಕೆ, 2. ಮೂಲ ಹೂಡಿಕೆ","1. મૂળ રોકાણ, 2. આધાર રોકાણ"
ಮೂಲ ಸೂಚನೆ,મૂળભૂત સૂચના
ಮೂಲ ಸಮಸ್ಯೆ,આધાર મુદ્દો
ಮೂಲ ಹಂತ,મૂળભૂત તબક્કો
"1. ಬ್ಯಾಚ್, 2. ಗುಂಪು, 3. ದುರಂತ","1. બેચ, 2. જૂથ, 3. આપત્તિ"
"1. ಬ್ಯಾಚ್ ಫೈಲ್, 2. ಬ್ಯಾಚ್ ಫೈಲ್","1. બેચ ફાઇલ, 2. બેચ ફાઇલ"
ಬ್ಯಾಚ್ ಸ್ಥಿತಿ,બેચ સ્થિતિ
"1. ಬ್ಯಾಚ್ ಪ್ರಕ್ರಿಯೆ, 2. ಗುಂಪು ಸಂಸ್ಕರಣೆ","1. બેચ પ્રોસેસિંગ, 2. જૂથ પ્રક્રિયા"
"1. ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ, 2. ಕವಣೆ ವ್ಯವಸ್ಥೆ","1. બેચ સિસ્ટમ, 2. કૅટપલ્ટ સિસ્ટમ"
ಬಾಡ್,બાઉડ
ಬೌಡ್ ದರ,બાઉડ દર
ಕಿರಣದ ಕಿರಣ,બીમ બીમ
"1. ಮಾರ್ಗಸೂಚಿಗಳು, 2. ಬ್ಯಾಚ್ ಮಾರ್ಕ್","1. માર્ગદર્શિકા, 2. બેચ માર્ક"
ದ್ವಿಮುಖ ಸಂವಹನ,દ્વિદિશ સંચાર
ನೇರ ಸಂಪರ್ಕ,સીધી લિંક
ಬೈನರಿ ಕೋಡ್,દ્વિસંગી કોડ
ಬೈನರಿ ಅಂಕೆಗಳು,દ્વિસંગી અંકો
ಬೈನರಿ ಇನ್ವೆಸ್ಟ್ಮೆಂಟ್ ಔಟ್ಪುಟ್ ಸಿಸ್ಟಮ್ (BIOS),બાઈનરી ઈન્વેસ્ટમેન્ટ આઉટપુટ સિસ્ટમ (BIOS)
ಬೈನರಿ ಸಂಖ್ಯೆ,દ્વિસંગી સંખ્યા
ಬೈನರಿ ಆಪರೇಟರ್,બાઈનરી ઓપરેટર
ದ್ವಿಮಾನ ಸಂಬಂಧ,દ્વિસંગી સંબંધ
ಬೈನರಿ ಹುಡುಕಾಟ,દ્વિસંગી શોધ
ಬೈನರಿ ಎಕ್ಸ್‌ಪ್ಲೋರೇಶನ್ ಟ್ರೀ (BST),બાઈનરી એક્સપ્લોરેશન ટ્રી (BST)
"1. ಬೈನರಿ ಟ್ರಾನ್ಸ್ಫರ್ ಟ್ರೀ, 2. ಬೈನರಿ ವರ್ಗಾವಣೆ","1. બાઈનરી ટ્રાન્સફર ટ્રી, 2. બાઈનરી ટ્રાન્સફર"
ಅವಳಿ ಮರ,દ્વિસંગી વૃક્ષ
"1. ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ, 2. ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ","1. બાયપોલર મેમરી, 2. બાયપોલર મેમરી"
"1. ಜನನ ಮತ್ತು ಮರಣ ಮಾದರಿ, 2. ಜನನ ಮರಣ ಮಾದರಿ","1. જન્મ અને મૃત્યુ મોડલ, 2. જન્મ મૃત્યુ મોડેલ"
ಜನನ ಮರಣ ಪ್ರಕ್ರಿಯೆ,જન્મ મૃત્યુ પ્રક્રિયા
"1. ಡ್ಯೂಕ್, 2. ಸ್ವಲ್ಪ","1. ડ્યુક, 2. બીટ"
ಸ್ವಲ್ಪ ತಪ್ಪು,થોડી ખામી
ಬಿಟ್ ನಕ್ಷೆ,બીટ નકશો
"1. ಬಿಟ್, 2. ನಕ್ಷೆ, 3. ಪಿಕ್ಸೆಲ್ (BMP)","1. બીટ, 2. નકશો, 3. પિક્સેલ (BMP)"
"1. ಬಿಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್, 2. ಬಿಟ್ ಟೇಬಲ್","1. બિટ મેટ્રિક્સ, 2. બીટ ટેબલ"
ಬಿಟ್ ಮಾದರಿ,બીટ પેટર્ન
ಬಿಟ್ ಸ್ಥಾನ,બીટ સ્થિતિ
"1. ಬಿಟ್ ದರ, 2. ಬಿಟ್ ದರ","1. બીટ રેટ, 2. બીટ દર"
ಕಣ್ಣುಮುಚ್ಚಿ ಪರೀಕ್ಷೆ,આંખ પર પટ્ટી પરીક્ષણ
ಮಿನುಗು,ઝબૂકવું
ಬ್ಲಾಕ್,બ્લોક
"1. ಬ್ಲಾಕ್ ಕ್ಯಾಶ್, 2. ಬ್ಲಾಕ್ ಕ್ಯಾಷ್ / ಚಂಕ್ ಮೆಮೊರಿ","1. બ્લોક કેશ, 2. બ્લોક કેશ/ચંક મેમરી"
ಬ್ಲಾಕ್ ತನಿಖೆ,બ્લોક ચકાસણી
ಸಂಪುಟ ನಕಲು,વોલ્યુમ નકલ
ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ,રેખાક્રુતિ
"1. ನಿರ್ಬಂಧಿಸಿದ ನೆಟ್ವರ್ಕ್, 2. ನಿರ್ಬಂಧಿಸಿದ ನೆಟ್ವರ್ಕ್","1. અવરોધિત નેટવર્ક, 2. અવરોધિત નેટવર્ક"
ಬೋರ್ಡ್,પાટીયું
ಪುಟ ಮೆಮೊರಿ,પૃષ્ઠ મેમરી
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,બુલિયન બીજગણિત
ಬೂಲಿಯನ್ ಸಂಬಂಧ,બુલિયન સંબંધ
ಬೂಟ್ ವಿಭಾಗ,બુટ પાર્ટીશન
ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್,બુટ strapping
1.ಬೂಟ್ ಸ್ಟ್ರಾಪ್ ಲೋಡರ್,1.બૂટસ્ટ્રેપ લોડર
"1.ಸೇತುವೆ, 2.ಸೇತುವೆ","1.બ્રિજ, 2.બ્રિજ"
ಬ್ರಾಡ್ಬ್ಯಾಂಡ್ ನೆಟ್ವರ್ಕ್,બ્રોડબેન્ડ નેટવર્ક
ಪ್ರಸಾರ,પ્રસારણ
ರೇಡಿಯೋ ಪ್ರಸಾರ,પ્રસારણ રેડિયો
(ನಿವ್ವಳ) ವ್ಯತ್ಯಾಸ,(ચોખ્ખી) ભિન્નતા
(ನಿವ್ವಳ) ವಿಕಾರ್,(ચોખ્ખી) વિકાર
ಬಿ-ಟ್ರು,બી-ટ્રુ
"1.ಬಬಲ್ ಮೆಮೊರಿ, 2.ಬಬಲ್ ಮೆಮೊರಿ","1.બબલ મેમરી, 2.બબલ મેમરી"
ಬಬಲ್ ರೀತಿಯ,બબલ સૉર્ટ
"1.ಬಕೆಟ್, 2.ಬಕೆಟ್","1.ડોલ, 2.ડોલ"
"1.ಭ್ರಾತೃತ್ವ ವ್ಯವಸ್ಥೆ, 2.ದೊಡ್ಡ ವ್ಯವಸ್ಥೆ","1.બંધુત્વ વ્યવસ્થા, 2.મોટી વ્યવસ્થા"
ಬಜೆಟ್ ಪರಿಣಾಮಕಾರಿ ನಿಯಂತ್ರಣ,અસરકારક બજેટ નિયંત્રણ
ಬಫರ್,બફર
ಕೊರತೆ,ખામી
ಸಾಕು,પૂરતૂ
"1. ಅಷ್ಟ ವ್ಯಾಂಕ್, 2. ಬಿಟ್ (ಎಂಟು ಬಿಟ್‌ಗಳು)","1. અષ્ટ વ્યંક, 2. બીટ (આઠ બિટ્સ)"
ಬೈಟ್ ಕೋಡ್,બાઈટ કોડ
ಸಿ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ),સી (કોમ્પ્યુટર ભાષા)
"1.C ಪ್ಲಸ್ ಪ್ಲಸ್, 2.C++ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)","1.C પ્લસ પ્લસ, 2.C++ (કોમ્પ્યુટર ભાષા)"
"1.ನಗದು, 2. ವೇಗವಾಗಿ","1.રોકડ, 2. ઝડપી"
"1.ಕ್ಯಾಶ್ ಬಫರ್, 2.ಮೆಮೊರಿ ಬಫರ್","1.કેશ બફર, 2.મેમરી બફર"
"1.ಕ್ಯಾಶ್ ಮೆಮೊರಿ, 2.ಕ್ಯಾಶ್ ಮೆಮೊರಿ, 3.ಫಾಸ್ಟ್ ಮೆಮೊರಿ","1.કેશ મેમરી, 2.કેશ મેમરી, 3.ફાસ્ટ મેમરી"
ಲೆಕ್ಕಾಚಾರ,ગણતરી
"1.ಕ್ಯಾಲ್ಕುಲೇಟರ್, 2.ಕ್ಯಾಲ್ಕುಲೇಟರ್","1.કેલ્ક્યુલેટર, 2.કેલ્ક્યુલેટર"
"1.ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್,2. ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್","1.કેલ્ક્યુલેટર ચિપ, 2. કેલ્ક્યુલેટર ચિપ"
ಆವಾಹನೆ ಮಾಡಿ,આહવાન કરો
ಹೆಸರು ಕರೆ,નામ કૉલ
ಉಲ್ಲೇಖ ಕರೆ,સંદર્ભ કૉલ
ಗೌರವ ಕರೆ,સન્માન કૉલ
ವೇರಿಯಬಲ್ ಕರೆ,ચલ કોલ
ಆಹ್ವಾನ ಗೇಟ್,આમંત્રણ દ્વાર
"1. ರದ್ದು, 2. ರದ್ದು","1. રદ કરો, 2. રદ કરો"
ಹಿಂತೆಗೆದುಕೊಳ್ಳುವ ಬಟನ್,રદબાતલ બટન
"1. ನಿಗದಿತ, 2. ಅಂಗೀಕೃತ","1. નિર્ધારિત, 2. કેનોનિકલ"
ಅಂಗೀಕೃತ ರೂಪ,પ્રમાણભૂત સ્વરૂપ
ಸಾಮರ್ಥ್ಯ,ક્ષમતા
ಸಾಮರ್ಥ್ಯ ಪಟ್ಟಿ,ક્ષમતા યાદી
"1. ಸಾಮರ್ಥ್ಯ, 2. ಹಿಡಿದು","1. ક્ષમતા, 2. હોલ્ડિંગ"
ಕ್ಯಾಪ್ಸ್ ಲಾಕ್ ಕೀ,કેપ્સ લોક કી
"1.ಕಾರ್ಡ್, 2. ಹಾಳೆ","1.કાર્ડ, 2. શીટ"
ಕಾರ್ಡ್ ರೀಡರ್,કાર્ડ રીડર
ಪ್ರಾಮುಖ್ಯತೆ,પ્રાધાન્ય
ವಾಹಕ,વાહક
ವಾಹಕ ಬ್ಯಾಂಡ್,વાહક બેન્ડ
ವಾಹಕ ಲೋಡ್,વાહક લોડ
ವಾಹಕ ಸಂಕೇತ,વાહક સંકેત
ವಾಹಕ ತರಂಗ,વાહક તરંગ
ಸಾಧಿಸಿದೆ,હાંસલ કર્યું
ಸ್ಕೋರ್ ಸಾಧಿಸಲಾಗಿದೆ,સ્કોર હાંસલ કર્યો
ಧ್ವಜವನ್ನು ಸಾಧಿಸಿದೆ,ધ્વજ હાંસલ કર્યો
"1.ಕಾರ್ಟ್ರಿಡ್ಜ್ ಡಿಸ್ಕ್, 2.ಕಾರ್ಟ್ರಿಡ್ಜ್ ಡಿಸ್ಕ್","1.કાર્ટિજ ડિસ્ક, 2.કાર્ટ્રિજ ડિસ્ક"
"1. ಕ್ಯಾಸ್ಕೇಡ್, 2. ಕ್ಯಾಸ್ಕೇಡ್","1. કાસ્કેડ, 2. કાસ્કેડ"
ಪ್ರಕರಣ,કેસ
ಕ್ಯಾಥೋಡ್-ರೇ-ಟ್ಯೂಬ್ (CRT),કેથોડ-રે-ટ્યુબ (CRT)
ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ (CRT) ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್,કેથોડ રે ટ્યુબ (સીઆરટી) કેથોડ રે ટ્યુબ
ಸಿಡಿ ರೋಮ್ ಡಿಸ್ಕ್ ಡ್ರೈವ್,સીડી રોમ ડિસ્ક ડ્રાઇવ
ಕೋಶ,કોષ
ಸೆಲ್ ಅನಿಮೇಷನ್,સેલ એનિમેશન
ಸೆಲ್ಯುಲಾರ್ ಫೋನ್,સેલ્યુલર ફોન
"1. ಕೇಂದ್ರ ಸ್ಮರಣೆ, 2. ಕೇಂದ್ರ ಸ್ಮರಣೆ","1. સેન્ટ્રલ મેમરી, 2. કેન્દ્રીય મેમરી"
ಕೇಂದ್ರೀಯ ಸಂಸ್ಕರಣಾ ಘಟಕ (CPU),સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU)
ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ,કેન્દ્રીયકૃત સિસ્ટમ
ದೃಢೀಕೃತ ಟೇಪ್,પ્રમાણિત ટેપ
ಚೈನ್,સાંકળ
"1.ಸರಣಿ ಡೇಟಾ, 2.ಸರಣಿ ವಿಷಯ","1. શ્રેણી ડેટા, 2. શ્રેણી સામગ્રી"
ಸರಪಳಿಯ ಕೊಂಡಿ,સાંકળ કડી
ಚೈನ್ನಿಂಗ್,સાંકળ
"1.ಚಾನೆಲ್, 2.ಚಾನಲ್","1.ચેનલ, 2.ચેનલ"
"1.ಚಾನೆಲ್ ಬ್ಯುಸಿ ಟೋನ್, 2.ಚಾನೆಲ್ ಬ್ಯುಸಿ ಟೋನ್","1.ચેનલ વ્યસ્ત ટોન, 2.ચેનલ વ્યસ્ત ટોન"
"1.ಚಾನೆಲ್ ಸಾಮರ್ಥ್ಯ, 2.ಚಾನೆಲ್ ಸಾಮರ್ಥ್ಯ","1.ચેનલ ક્ષમતા, 2.ચેનલ ક્ષમતા"
"1.ಚಾನೆಲ್ ನಿಯಂತ್ರಕ, 2.ಚಾನೆಲ್ ನಿಯಂತ್ರಕ","1.ચેનલ કંટ્રોલર, 2.ચેનલ કંટ્રોલર"
"1. ಚಾನಲ್ ದೋಷ, 2.ಚಾನೆಲ್ ದೋಷ","1. ચેનલ ભૂલ, 2.ચેનલ ભૂલ"
"1.ಚಾನೆಲ್ ಪ್ರೋಗ್ರಾಂ, 2.ಚಾನೆಲ್ ಪ್ರೋಗ್ರಾಂ","1.ચેનલ પ્રોગ્રામ, 2.ચેનલ પ્રોગ્રામ"
"1.ಚಾನೆಲ್ ವಿಶ್ವಾಸಾರ್ಹತೆ, 2.ಚಾನೆಲ್ ವಿಶ್ವಾಸಾರ್ಹತೆ","1.ચેનલ વિશ્વસનીયતા, 2.ચેનલ વિશ્વસનીયતા"
"1.ಚಾನೆಲ್ ಸೆಟ್, 2.ಚಾನೆಲ್ ಸೆಟ್","1.ચેનલ સેટ, 2.ચેનલ સેટ"
ಲಾಂಛನ,પ્રતીક
"1.ಕ್ಯಾರೆಕ್ಟರ್ ಕೋಡ್, 2. ಅಕ್ಷರ ಕೋಡ್","1.કેરેક્ટર કોડ, 2. અક્ષર કોડ"
ಅಕ್ಷರ ಕೀ,અક્ષર કી
ಅಕ್ಷರ ಓದುಗ,પાત્ર વાચક
"1. ಲಾಂಛನದ ಗಾತ್ರ, 2. ಲಾಂಛನದ ಗಾತ್ರ","1. પ્રતીકનું કદ, 2. પ્રતીકનું કદ"
ಚಿತ್ರಾತ್ಮಕ,ચિત્રાત્મક
"1.ಚಾಸಿಸ್, 2.ಚಾಸಿಸ್","1.ચેસીસ, 2.ચેસીસ"
ಚೆಕ್ ಬಿಟ್,બીટ તપાસો
ಚೆಕ್ ಪಾಯಿಂಟ್‌ಗಳು,ચેક પોઈન્ટ
ಮೊತ್ತವನ್ನು ಪರಿಶೀಲಿಸಿ,કુલ તપાસો
ಪದವನ್ನು ಪರಿಶೀಲಿಸಿ,શબ્દ તપાસો
ಚಿಪ್,ચિપ
ಚಿಪ್ ಸೆಟ್,ચિપ સેટ
"1.ಆಯ್ಕೆ, 2.ಆಯ್ಕೆ","1.પસંદ કરો, 2.પસંદ કરો"
ವರ್ಣಮಾಲೆಯಂತೆ,મૂળાક્ષરો પ્રમાણે
"1.ಸಫರ್, 2. ಶೂನ್ಯ, 3. ಸಮುದ್ರಯಾನ","1.સફર, 2. શૂન્ય, 3. નાવિક"
ಸರ್ಕ್ಯೂಟ್,સર્કિટ
ವಲಯ ಪಟ್ಟಿ,વર્તુળ યાદી
ಸೆರೆಸ್,સેરેસ
ಉಲ್ಲೇಖಿಸಿ,ઉલ્લેખ
"1.ವರ್ಗ, 2.ವರ್ಗ","1.શ્રેણી, 2.વર્ગ"
ವರ್ಗ ವೇರಿಯಬಲ್,વર્ગ ચલ
ವರ್ಗೀಕರಣ,વર્ગીકરણ
ಕೆರೆದುಕೊಳ್ಳಿ,સફાઈ
ತೆರವುಗೊಳಿಸಿದ ಪ್ರದೇಶ,સાફ કરેલ વિસ્તાર
"1. ಸಿಸ್ಟಮ್ ಅನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿ, 2. ಚಾನಲ್ ಅನ್ನು ತೆರವುಗೊಳಿಸಿ","1. સિસ્ટમ સાફ કરો, 2. ચેનલ સાફ કરો"
ಒತ್ತಿ,દબાવો
"1. ಗ್ರಾಹಕ, 2. ಗ್ರಾಹಕ","1. ગ્રાહક, 2. ગ્રાહક"
"1.ಕ್ಲೈಂಟ್ ಸರ್ವರ್, 2.ಕ್ಲೈಂಟ್ ಸರ್ವರ್","1.ક્લાયન્ટ સર્વર, 2.ક્લાયન્ટ સર્વર"
ಗ್ರಾಹಕ ಸ್ಟಬ್,ગ્રાહક સ્ટબ
ಕತ್ತರಿಸುವುದು,કાપવાની કળા
ಶಿಯರಿಂಗ್ ಆರ್ಟ್ ಲೈಬ್ರರಿ,ઉતારવાની કલા પુસ્તકાલય
ಕ್ಲಿಪ್ ಬೋರ್ಡ್,ક્લિપ બોર્ડ
ಕ್ಲಿಪ್ಪರ್,ક્લિપર
ಕ್ಲಿಪ್ಪರ್ ಚಿಪ್,ક્લિપર ચિપ
ಬಣ,જૂથ
"1. ವೀಕ್ಷಿಸಿ, 2. ಕ್ಯಾಲಡ್","1.ઘડિયાળ, 2. કેલાડ"
ಗಡಿಯಾರ ಚಕ್ರ,ઘડિયાળ ચક્ર
ಗಡಿಯಾರದ ಆವರ್ತನ,ઘડિયાળની આવર્તન
ಕಲಾದ್ ಯಂತ್ರಾಂಶ,કલાદ હાર્ડવેર
ಕಲಾದ್ ಸ್ಪ್ಯಾಂಡ್,કલાદ સ્પાન્ડ
ಗಡಿಯಾರದ ವೇಗ,ઘડિયાળની ઝડપ
ಸಮಯ ಸಿಂಕ್ರೊನೈಸೇಶನ್,સમય સુમેળ
ಗಡಿಯಾರ ಟಿಕ್,ઘડિયાળની ટીક
ತದ್ರೂಪಿ,ક્લોન
ಆರಿಸಿ,બંધ
ಮುಚ್ಚಿದ ಸರ್ಕ್ಯೂಟ್ ಟಿವಿ (CCTV),ક્લોઝ્ડ સર્કિટ ટીવી (CCTV)
ವಿವರಣೆ,વર્ણન
"1.ಕ್ಲೌಡ್ ಕಂಪ್ಯೂಟಿಂಗ್, 2.ಕ್ಲೌಡ್ ಕಂಪ್ಯೂಟಿಂಗ್","1.ક્લાઉડ કમ્પ્યુટિંગ, 2.ક્લાઉડ કમ્પ્યુટિંગ"
ಗುಂಪನ್ನು,ટોળું
"1. ಕವರ್ಡ್ ಕಾರ್ಡ್, 2. ಲೇಪಿತ ಹಾಳೆ","1.કવર્ડ કાર્ડ, 2. કોટેડ શીટ"
ಲೇಪಿತ ಕಾಗದ,કોટેડ કાગળ
ಏಕಾಕ್ಷ,કોક્સિયલ
ಗಟ್ಟಿ ಕವಚದ ತಂತಿ,કો - એક્ષેલ કેબલ
ಕೊಡಸಿಲ್,કોડાસિલ
"1.ಕೋಡ್, 2.ಕೋಡ್","1.કોડ, 2.કોડ"
"1. ಕೋಡ್ ಜನರೇಟರ್, 2. ಕೋಡ್ ಜನರೇಟರ್","1. કોડ જનરેટર, 2. કોડ જનરેટર"
ಕೋಡ್ ಪುಟ,કોડ પેજ
"1.ಕೋಡ್ ವರ್ಡ್, 2.ಕೋಡ್ ವರ್ಡ್","1.કોડ શબ્દ, 2.કોડ શબ્દ"
"1.ಕೋಡರ್, 2.ಕೋಡರ್","1.કોડર, 2.કોડર"
"1. ಎನ್ಕೋಡಿಂಗ್ ಟೆಸ್ಟ್, 2. ಕೋಡಿಂಗ್ ಟೆಸ್ಟ್","1. એન્કોડિંગ ટેસ્ટ, 2. કોડિંગ ટેસ્ટ"
ಎನ್ಕೋಡಿಂಗ್ ರೂಪ,એન્કોડિંગ ફોર્મ
"1. ಎನ್ಕೋಡಿಂಗ್ ಶೀಟ್, 2. ಕೋಡಿಂಗ್ ಶೀಟ್","1. એન્કોડિંગ શીટ, 2. કોડિંગ શીટ"
ಗುಣಾಂಕ,ગુણાંક
ಒಗ್ಗಟ್ಟು,સંયોગ
"1.ಕೋಲ್ಡ್ ಬೂಟ್, 2.ಕೋಲ್ಡ್ ಸ್ಟಾರ್ಟ್","1.કોલ્ડ બૂટ, 2.કોલ્ડ સ્ટાર્ટ"
ಶೀತ ಆರಂಭ,ઠંડી શરૂઆત
ಸಹಾಯ,મદદ
ಕುಸಿತ,પતન
"1.ಸಂಘಟನೆ, 2.ಸಂಯೋಜಿತ","1.ઇન્કોર્પોરેશન, 2.કોન્કેટનેટ"
"1.ಇಂಡೆಕ್ಸ್ಡ್ ಟೇಪ್,2. ಕ್ಯಾಲೆಟ್ ಟೇಪ್","1.અનુક્રમિત ટેપ, 2. કૉલેટ ટેપ"
ಘರ್ಷಣೆ,અથડામણ
ಕೊಲೊನ್,કોલોન
"1. ಪಾತ್ರಗಳು, 2. ಬಣ್ಣಗಳು","1.અક્ષરો, 2.રંગો"
ಬಣ್ಣದ ಶುದ್ಧತ್ವ,રંગ સંતૃપ્તિ
ಬಣ್ಣದ ಟೇಬಲ್,રંગ ટેબલ
ಕಂಬ,આધારસ્તંભ
ಸಂಯೋಜನೆ,સંયોજન
ಸಂಯೋಜಿತ ಪೆಟ್ಟಿಗೆ,સંયુક્ત બોક્સ
"1.ಕಮಾಂಡ್, 2.ಕಮಾಂಡ್","1.command, 2.command"
ಆದೇಶ ಬಟನ್,આદેશ બટન
ಆದೇಶ ಪಟ್ಟಿ,આદેશ યાદી
ಕಾಮೆಂಟ್ ಮಾಡಿ,ટિપ્પણી
"1. ಬದ್ಧತೆ, 2. ಬದ್ಧತೆ","1. પ્રતિબદ્ધતા, 2. પ્રતિબદ્ધતા"
ವಿಷಯ,વસ્તુ
ಸಾಮಾನ್ಯ ವ್ಯವಹಾರ ಆಧಾರಿತ ಭಾಷೆ (COBOL),કોમન બિઝનેસ ઓરિએન્ટેડ લેંગ્વેજ (COBOL)
ಸಾಮಾನ್ಯ ದೋಷ,સામાન્ય ભૂલ
ಸಾಮಾನ್ಯ ಭಾಷೆ,સામાન્ય ભાષા
"1.ಸಾಮಾನ್ಯ ಹೆಸರು, 2. ಸಾಮಾನ್ಯ ದಿನಚರಿ","1.સામાન્ય નામ, 2. સામાન્ય દિનચર્યા"
ಸಂವಹನಗಳು,કોમ્યુનિકેશન્સ
ಸಂವಹನ ಸಾಲು,સંચાર લાઇન
ಸಂವಹನ ಮೋಡ್,સંચાર મોડ
"1. ಸಂವಹನ ಜಾಲ, 2. ಸಂವಹನ ಜಾಲ","1. કોમ્યુનિકેશન નેટવર્ક, 2. કોમ્યુનિકેશન નેટવર્ક"
ಸಂವಹನ ನಿಯತಾಂಕ,સંચાર પરિમાણ
ಸಂವಹನ ವ್ಯವಸ್ಥೆ,સંચાર વ્યવસ્થા
ಸಂಕೋಚನ,કોમ્પેક્શન
ಸಂಕೋಚಕ,કોમ્પ્રેસર
ಸಂಕೋಚನ ಪ್ರಸರಣ,કમ્પ્રેશન ટ્રાન્સમિશન
ಕಂಪನಿ ನೆಟ್ವರ್ಕ್,કંપની નેટવર્ક
ಹೋಲಿಕೆ ಪರೀಕ್ಷೆ,સરખામણી કસોટી
"1. ಸ್ಥಿರತೆ, 2. ಹೊಂದಾಣಿಕೆ","1. સુસંગતતા, 2. સુસંગતતા"
ಹೊಂದಬಲ್ಲ,સુસંગત
