Telugu,Marathi
అట్లాస్ వెన్నుపూస,Las टलस व्हर्टेब्रा
వాతావరణం,वातावरण
వాతావరణం,वातावरणीय
వాతావరణ ఇన్పుట్లు,वातावरणीय इनपुट
అటామిక్ ఫోర్స్ మైక్రోస్కోప్,अणु शक्ती मायक्रोस्कोप
అణువు,अणू
ATP ASE,एटीपी एएसई
కర్ణిక సంకోచం,एट्रियल कॉन्ट्रॅक्शन
కర్ణిక దడ,एट्रियल फायब्रिलेशन
కర్ణిక మధ్యస్థ,एट्रियल नॅट्युरेटिक फॅक्टर (एएनएफ)
కర్ణిక నోడ్,एट्रियल नोड
కర్ణిక సిస్టోల్,एट्रियल सिस्टोल
అట్రియోవెంట్రిక్యులర్ నోడ్,एट्रिओव्हेंट्रिक्युलर नोड
అట్రియోవెంట్రిక్యులర్ వాల్వ్,एट्रिओव्हेंट्रिक्युलर वाल्व
కర్ణిక,अट्रियम (पीटरिया)
కర్ణిక,अट्रियम (पीटरिया)
అట్రోపా బెల్లడోన్నా,अट्रोपा बेलॅडोना
క్షీణత,अ‍ॅट्रोफी
అట్రోపిన్ ఆల్కలాయిడ్,अ‍ॅट्रोपिन अल्कलॉइड
అటాచ్మెంట్ ప్లేట్,संलग्नक प्लेट
శ్రవణ వల్కలం,श्रवणविषयक कॉर्टेक्स
Ululosira,औलोसिरा
మూత్రకద్రవయ ఎముక,ऑरिकल (ऑरिकुला)
మూత్రకద్రవయ ఎముక,ऑरिकल (ऑरिकुला)
మూత్రకద్రవయ ఎముక,ऑरिकल (ऑरिकुला)
మూత్రకద్రవయ ఎముక,ऑरिकल (ऑरिकुला)
ఆస్ట్రాలోపిథెసిన్లు,ऑस्ट्रेलोपीथिसिन
ఆటోకాలజీ,ऑटेकोलॉजी
ఆటోమేటెడ్ DNA సీక్వెన్సర్,स्वयंचलित डीएनए सिक्वेंसर
ఆటోపోలిప్లోయిడ్,ऑटोपॉलिपॉइड
ఆటోనలైజర్,ऑटोनॅलिझर
ఆటోగామి,ऑटोगॅमी
ఆటోగామి,ऑटोगॅमी
ఆటోగ్రాఫ్ట్,ऑटोग्राफ्ट
స్వయం ప్రతిరక్షక వ్యాధి,स्वयंप्रतिरोधक रोग
ఆటోమొబైల్ ఎగ్జాస్ట్,ऑटोमोबाईल एक्झॉस्ट
అటానమిక్ (అసంకల్పిత) నాడీ వ్యవస్థ,स्वायत्त (अनैच्छिक) मज्जासंस्था
ఆటోఫాగిక్ లైసోజోమ్,ऑटोफॅजिक लायसोसोम
ఆటోప్లాయిడ్,ऑटोप्लॉइड
ఆటోపోడియం,ऑटोपोडियम
ఆటోపోలిప్లోయిడ్,ऑटोपॉलिपॉइड
ఆటోసోమల్ క్రోమోరోమ్,ऑटोसोमल क्रोमोरोम
ఆటోసోమల్ జన్యువు,ऑटोसोमल जनुक
ఆటోసోమ్,ऑटोसोम
ఆటోటెట్రాప్లాయిడ్,ऑटोटेट्रॅप्लॉइड
ఆటోటోమి,ऑटोमी
ఆటోట్రిప్లోయిడ్ రకం,ऑटोट्रिप्लॉइड विविधता
ఆటోట్రోఫ్,ऑटोट्रोफ
శరదృతువు కలప,शरद .तूतील लाकूड
అక్సనోగ్రాఫ్,ऑक्सानोग्राफ
అక్సనోమీటర్,ऑक्सोनोमीटर
సహాయక పెరుగుదల,ऑक्सेटिक ग्रोथ
ఆక్సిన్,ऑक्सिन
ఆక్సోట్రోఫ్,ऑक्सोट्रोफ
ఒక v బండిల్,एक व्ही बंडल
ఏవ్స్,एवेज
అవిసెన్నియా,एव्हिसेनिया
Awn,ओएन
అక్షసంబంధ అస్థిపంజరం,अक्षीय सांगाडा
ఆక్సైల్,अक्ष
ఆక్సిలరీ బడ్,अक्षीय अंकुर
ఆక్సిలరీ,अक्षीय
అక్షం వెన్నుపూస,अक्ष कशेरुका
ఆక్సాన్,On क्सॉन
అక్షసంబంధ పొర,अक्षीय पडदा
అక్షసంబంధమైన,अक्षरी
ఆక్సోనెమ్,On क्सोनिम
అజోస్పిరిల్లమ్,अझोस्पिरिलम
అజోటోబాక్టర్,अझोटोबॅक्टर
అజైగస్ సిర,Azygous शिर
బాసిల్లస్ ఆంత్రాసిస్,बॅसिलस अँथ्रासिस
కర్రవు,बॅसिलस थुरिंगेनेसिस (बीटी)
బాసిల్లస్,बॅसिलस
బాక్టీరియా,जिवाणू
బాక్టీరియల్,बॅक्टेरिया
బాక్టీరియా కృత్రిమ క్రోమోజోమ్,बॅक्टेरियातील बॅक्टेरियातील गुणसूत्र (बीएसी)
బాక్టీరియల్ వ్యాధికారక,बॅक्टेरियातील रोगजनक
బాక్టీరియల్ ప్లాస్మా పొర,बॅक्टेरियाचा प्लाझ्मा पडदा
బాక్టీరియల్ స్ట్రెయిన్,बॅक्टेरियाचा ताण
బాక్టీరియాలజికల్,बॅक्टेरियोलॉजिकल
బాక్టీరియోలాజికల్ నామకరణం,बॅक्टेरियोलॉजिकल नामांकन
బాక్టీరియోఫేజ్,बॅक्टेरियोफेज
