Tamil,Hindi
துப்புரவு,अपमार्जन
அழிக்கப்பட்ட பகுதி,अपमार्जित क्षेत्र
"1. அமைப்பு சுத்தம், 2. சேனல் அழிக்க","1.अपमार्जित प्रणाली, 2.अपमार्जित चैनल"
அச்சகம்,दबाना
"1. வாடிக்கையாளர், 2. வாடிக்கையாளர்","1.ग्राहक, 2. क्लाइट"
"1.கிளையண்ட் சர்வர், 2.கிளையண்ட் சர்வர்","1.ग्राहक परिसेवक, 2.ग्राहक सर्वर"
வாடிக்கையாளர் ஸ்டப்,ग्राहक स्टब
வெட்டுதல் கலை,कर्तन कला
ஷேரிங் கலை நூலகம்,कर्तन कला पुस्तकालय
கிளிப் போர்டு,क्लिप बोर्ड
கிளிப்பர்,क्लिपर
கிளிப்பர் சிப்,क्लिपर चिप
பிரிவு,गुट
"1. கடிகாரம், 2. காலட்","1.घड़ी, 2. कालद"
கடிகார சுழற்சி,कालद चक्र
கடிகார அதிர்வெண்,कालद आवृत्ति
கலாட் வன்பொருள்,कालद हार्डवेयर
கலாட் ஸ்பாண்ட்,कालद स्पंद
கடிகார வேகம்,कालद गति
நேர ஒத்திசைவு,कालद तुल्यकालन
கடிகார டிக்,कालद टिक
குளோன்,क्लोन
ஆஃப்,बंद
மூடிய சர்க்யூட் டிவி (மறைகாணி),संवृत परिपथ टी.वी. (सी.सी.टी.वी.)
விளக்கம்,संवरण
"1.கிளவுட் கம்ப்யூட்டிங், 2.கிளவுட் கம்ப்யூட்டிங்","1.मेघाभिकलन, 2.क्लाुड कंप्यूटिंग"
கொத்து,गुच्छ
"1. மூடிய அட்டை, 2. பூசிய தாள்","1.विलेपित कार्ड, 2. विलेपित पत्रक"
பூசிய காகித,लेपित कागज
கோஆக்சியல்,समाक्षीय
கோஆக்சியல் கேபிள்,समाक्ष केबल
கோடாசில்,कोडासिल
"1.குறியீடு, 2.குறியீடு","1.कूट, 2.कोड"
"1. குறியீடு ஜெனரேட்டர், 2. குறியீடு உற்பத்தியாளர்","1.कूट जनक, 2. कोड जनक"
குறியீடு பக்கம்,कूट पृष्ठ
"1.குறியீடு, 2.குறியீடு","1.कूट शब्द, 2.कोड शब्द"
"1.குறியீடு, 2.குறியீடு","1.कोडर, 2.कूटक"
"1. குறியீட்டு சோதனை, 2. குறியீட்டு சோதனை","1.कूट लेखन जाँच, 2. कोडन जाँच"
குறியாக்க வடிவம்,कूट लेखन रूप
"1. குறியாக்க தாள், 2. குறியீட்டு தாள்","1.कूटलेखन पत्र, 2. कोडन शीट"
குணகம்,गुणांक
ஒற்றுமை,ससंजन
"1.கோல்ட் பூட், 2.கோல்ட் ஸ்டார்ட்","1.शीत बूट, 2.शीत प्रारंभ"
குளிர் ஆரம்பம்,शीत प्रारंभ
உதவி,सहयोग
சரிவு,निपात
"1.இணைத்தல், 2.இணைத்தல்","1.परिमिलन, 2.समानुक्रमित करना"
"1.இன்டெக்ஸ் டேப்,2. காலட் டேப்","1.समानुक्रमित टेप, 2. कालेट टेप"
மோதல்,टक्कर
பெருங்குடல்,कोलन
"1. பாத்திரங்கள், 2. நிறங்கள்","1.वर्ण, 2.रंग"
வண்ண செறிவு,रंग संतृप्ति
வண்ண அட்டவணை,रंग सारणी
தூண்,स्तंभ
சேர்க்கை,संयोजन
கலப்பு பெட்டி,समिश्र पेटी
"1.கட்டளை, 2.கட்டளை","1.समादेश, 2.कमांड"
கட்டளை பொத்தான்,समादेश बटन
கட்டளை பட்டியல்,समादेश सूची
