Bengali,Tamil
"1. কেন্দ্রীয় স্মৃতি, 2. কেন্দ্রীয় স্মৃতি","1. மைய நினைவகம், 2. மைய நினைவகம்"
কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU),மத்திய செயலாக்க அலகு (CPU)
কেন্দ্রীভূত ব্যবস্থা,மையப்படுத்தப்பட்ட அமைப்பு
প্রমাণীকৃত টেপ,அங்கீகரிக்கப்பட்ட டேப்
চেইন,சங்கிலி
"1.সিরিজ ডেটা, 2.সিরিজ কন্টেন্ট","1.தொடர் தரவு, 2.தொடர் உள்ளடக்கம்"
চেইন লিঙ্ক,சங்கிலி இணைப்பு
চেইনিং,சங்கிலியிடுதல்
"1.চ্যানেল, 2.চ্যানেল","1.சேனல், 2.சேனல்"
"1.চ্যানেল ব্যস্ত টোন, 2.চ্যানেল ব্যস্ত টোন","1.சேனல் பிஸி டோன், 2.சேனல் பிஸி டோன்"
"1.চ্যানেল ক্ষমতা, 2.চ্যানেল ক্ষমতা","1.சேனல் திறன், 2.சேனல் திறன்"
"1.চ্যানেল কন্ট্রোলার, 2.চ্যানেল কন্ট্রোলার","1.சேனல் கன்ட்ரோலர், 2.சேனல் கன்ட்ரோலர்"
"1. চ্যানেল ত্রুটি, 2. চ্যানেল ত্রুটি৷","1. சேனல் பிழை, 2. சேனல் பிழை"
"1.চ্যানেল প্রোগ্রাম, 2.চ্যানেল প্রোগ্রাম","1.சேனல் புரோகிராம், 2.சேனல் புரோகிராம்"
"1.চ্যানেল নির্ভরযোগ্যতা, 2.চ্যানেল নির্ভরযোগ্যতা","1.சேனல் நம்பகத்தன்மை, 2.சேனல் நம்பகத்தன்மை"
"1.চ্যানেল সেট, 2.চ্যানেল সেট","1.சேனல் தொகுப்பு, 2.சேனல் தொகுப்பு"
প্রতীক,சின்னம்
"1. অক্ষর কোড, 2. অক্ষর কোড","1.எழுத்து குறியீடு, 2. எழுத்து குறியீடு"
অক্ষর কী,எழுத்து திறவுகோல்
চরিত্র পাঠক,பாத்திர வாசகர்
"1. প্রতীকের আকার, 2. প্রতীকের আকার","1. சின்ன அளவு, 2. சின்ன அளவு"
সচিত্র,சித்திரமான
"1.চ্যাসিস, 2.চ্যাসিস","1.சேஸ், 2.சேஸ்"
বিট চেক,சோதனை பிட்
চেক পয়েন্ট,சோதனை புள்ளிகள்
মোট চেক,மொத்தத்தை சரிபார்க்கவும்
চেক শব্দ,சரிபார்ப்பு வார்த்தை
চিপ,சிப்
চিপ সেট,சிப் தொகுப்பு
"1. চয়ন করুন, 2. চয়ন করুন৷","1.தேர்வு, 2.தேர்வு"
বর্ণানুক্রমিকভাবে,அகரவரிசைப்படி
"1.সফর, 2. শূন্য, 3. নাবিক","1.சஃபர், 2. பூஜ்யம், 3. கடலோடி"
সার্কিট,சுற்று
চেনাশোনা তালিকা,வட்ட பட்டியல்
সেরেস,செரிஸ்
উল্লেখ,குறிப்பிடவும்
"1.শ্রেণী, 2.শ্রেণী","1.வகை, 2.வகை"
ক্লাস পরিবর্তনশীল,வர்க்க மாறி
শ্রেণীবিভাগ,வகைப்பாடு
স্ক্যাভেঞ্জিং,துப்புரவு
পরিষ্কার এলাকা,அழிக்கப்பட்ட பகுதி
"1. সিস্টেম পরিষ্কার করুন, 2. চ্যানেল পরিষ্কার করুন","1. அமைப்பு சுத்தம், 2. சேனல் அழிக்க"
চাপুন,அச்சகம்
"1. গ্রাহক, 2. ক্লায়েন্ট","1. வாடிக்கையாளர், 2. வாடிக்கையாளர்"
"1.ক্লায়েন্ট সার্ভার, 2.ক্লায়েন্ট সার্ভার","1.கிளையண்ட் சர்வர், 2.கிளையண்ட் சர்வர்"
গ্রাহক স্টাব,வாடிக்கையாளர் ஸ்டப்
কর্তন,வெட்டுதல் கலை
শিয়ারিং আর্ট লাইব্রেরি,ஷேரிங் கலை நூலகம்
ক্লিপ বোর্ড,கிளிப் போர்டு
ক্লিপার,கிளிப்பர்
ক্লিপার চিপ,கிளிப்பர் சிப்
উপদল,பிரிவு
"1.ঘড়ি, 2. ক্যালাড","1. கடிகாரம், 2. காலட்"
ঘড়ি চক্র,கடிகார சுழற்சி
ঘড়ি ফ্রিকোয়েন্সি,கடிகார அதிர்வெண்
কালাদ হার্ডওয়্যার,கலாட் வன்பொருள்
কালাদ স্প্যান্ড,கலாட் ஸ்பாண்ட்
ঘরির গতি,கடிகார வேகம்
সময় সিঙ্ক্রোনাইজেশন,நேர ஒத்திசைவு
ঘড়ির টিক টিক,கடிகார டிக்
ক্লোন,குளோன்
বন্ধ,ஆஃப்
ক্লোজড সার্কিট টিভি (সিসিটিভি),மூடிய சர்க்யூட் டிவி (மறைகாணி)
বর্ণনা,விளக்கம்
"1.ক্লাউড কম্পিউটিং, 2.ক্লাউড কম্পিউটিং","1.கிளவுட் கம்ப்யூட்டிங், 2.கிளவுட் கம்ப்யூட்டிங்"
গুচ্ছ,கொத்து
"1.কভারড কার্ড, 2. প্রলিপ্ত শীট","1. மூடிய அட்டை, 2. பூசிய தாள்"
লেপা কাগজ,பூசிய காகித
সমাক্ষীয়,கோஆக்சியல்
সমাক্ষ তারের,கோஆக்சியல் கேபிள்
