Bengali,Assamese
"বৃত্তাকার, বৃত্তাকার,","বৃত্তাকাৰ, বৃত্তাকাৰ"
বৃত্তাকার উপসর্গ,বৃত্তৰ asymptoes
বৃত্তাকার কন্ডুলাইন,বৃত্তাকাৰ কণ্ডুলাইন
বৃত্তাকার গতি,বৃত্তাকাৰ গতি
পরিধি কেন্দ্র,circumcentre
অবসরপ্রাপ্ত*,অৱসৰপ্ৰাপ্ত*
"প্রদক্ষিণ করা, চারপাশে আঁকা","প্ৰদক্ষিণ কৰা, চাৰিওফালে আঁকিব পৰা"
অতীত,অতীত
পরিধিকৃত,পৰিসীমাবদ্ধ
বিশিষ্ট কর্পোরেট,বিশিষ্ট কৰ্পৰেট
ক্লাসিক গতিবিদ্যা,ক্লাসিক গতিশীলতা
ক্লাসিক অপ্টিমাইজেশান,ক্লাসিক অপ্টিমাইজেচন
দীর্ঘস্থায়ী আর্থিক সমস্যা,দীৰ্ঘদিনীয়া বিত্তীয় সমস্যা
শাস্ত্রীয় পরিসংখ্যানগত বলবিদ্যা,ধ্ৰুপদী পৰিসংখ্যা বলবিজ্ঞান
ত্রুটির শ্রেণীবিভাগ,ভুলৰ শ্ৰেণীবিভাজন
ক্লাসের ব্যবধান,শ্ৰেণীৰ ব্যৱধান
ক্লাস ব্যবধান ইউনিট,শ্ৰেণী ব্যৱধান একক
শ্রেণীর সীমা,শ্ৰেণী সীমা
ঘড়ির কাঁটার দিকে,ঘড়ীৰ কাঁটাৰ দিশত
বন্ধ,বন্ধ কৰা হৈছে
"বন্ধ, বন্ধ","বন্ধ, বন্ধ"
বন্ধ স্তর আবরণ,বন্ধ স্তৰৰ আৱৰণ
বন্ধ ঘনক্ষেত্র,বন্ধ ঘনক
"বন্ধ বক্ররেখা, বন্ধ বক্ররেখা","বন্ধ বক্ৰ, বন্ধ বক্ৰ"
বন্ধ প্রদেশ,বন্ধ প্ৰদেশ
বন্ধ আকৃতি,বন্ধ আকৃতি
বন্ধ ব্যবধান,বন্ধ ব্যৱধান
"বদ্ধ অঞ্চল, বদ্ধ অঞ্চল","বন্ধ অঞ্চল, বন্ধ অঞ্চল"
বন্ধ সেট,বন্ধ চেট
"বন্ধ পাতা, বন্ধ পাতা","বন্ধ পৃষ্ঠা, বন্ধ পৃষ্ঠা"
নেমেসিস,নিলমান
pronator,pronator
উত্তল বিন্দু,উত্তল বিন্দু
বন্দী-স্বীকৃত,বন্দী-গ্ৰহণ কৰা
বন্দী সেট,বন্দী ছেট
ক্লাস্টার পয়েন্ট,ক্লাষ্টাৰ পইণ্ট
গুচ্ছের আদর্শ,ক্লাষ্টাৰ নমুনা সংগ্ৰহ কৰা
ক্লাস্টার সমষ্টি,ক্লাষ্টাৰ এগ্ৰিগেট
সমাক্ষীয় বৃত্ত,সমাক্ষীয় বৃত্ত
সমাক্ষীয় প্যারাবোলা,সমাক্ষীয় প্যাৰাবোলা
সমাক্ষ সমতল,সমাক্ষীয় সমতল
সমাক্ষীয় ত্রিভুজ,সমাক্ষীয় ত্ৰিভুজ
কোব-ডগলাস ফাংশন,কব-ডাগলাছ ফাংচন
"এনকোডিং, কোডিং, স্বরলিপি","এনকোডিং, ক&#39;ডিং, সংকেত"
উপাদান স্বরলিপি,উপাদান সংকেত
সহ-প্রদেশ,সহ-প্ৰদেশ
সহগ ম্যাট্রিক্স,সহগ মেট্ৰিক্স
পারস্পরিক সম্পর্ক সহগ,সম্পৰ্ক সহগ
সংকল্প সহগ,নিৰ্ণয় সহগ
স্থিতিস্থাপকতা সহগ,ইলাষ্টিক সহগ
ব্যাপন সহগ,প্ৰসাৰণ সহগ
ঘর্ষণ গুণাঙ্ক,ঘৰ্ষণ সহগ
অনুদৈর্ঘ্য প্রসারণের সহগ,দীৰ্ঘায়িত প্ৰসাৰণৰ সহগ
রিগ্রেশন সহগ,ৰিগ্ৰেছন সহগ
পৃষ্ঠ টান সহগ,পৃষ্ঠীয় টানৰ সহগ
ভিন্নতার সহগ,ভ্যাৰিয়েন্স সহগ
"কো-ফ্যাক্টর, কো-ফ্যাক্টর, কো-ফ্যাক্টর","সহ-কাৰক, সহ-কাৰক, সহ-কাৰক"
মুদ্রা শিরসঁচালন,মুদ্ৰা টছ
নমুনা সংগ্রহ,নমুনা সংগ্ৰহ কৰা
সমরেখার,collinear
প্রান্তিককরণ,প্ৰান্তিককৰণ
"কলাম, কলাম","স্তম্ভ, স্তম্ভ"
স্তম্ভ,স্তম্ভৰ ৰূপ
স্তম্ভ,স্তম্ভৰ দৰে
কলামার ম্যাট্রিক্স,স্তম্ভৰ মেট্ৰিক্স
কলাম ম্যাট্রিক্স,স্তম্ভ মেট্ৰিক্স
কলামের ক্রম,স্তম্ভৰ ক্ৰম
স্তম্ভিক শ্রেণিবিন্যাস ম্যাট্রিক্স,স্তম্ভৰ স্তৰভিত্তিক মেট্ৰিক্স
কলাম ভেক্টর,স্তম্ভ ভেক্টৰ
কলাম অনুযায়ী,স্তম্ভ অনুসৰি
যৌথ সমীকরণ,যৌথ সমীকৰণ
"সাধারণ কোণ, সাধারণ কোণ","সাধাৰণ কোণ, সাধাৰণ কোণ"
সাধারণ অক্ষ,সাধাৰণ অক্ষ
"সাধারণ ভিত্তি, সাধারণ ভিত্তি","সাধাৰণ ভিত্তি, সাধাৰণ ভিত্তি"
সর্বজনীন,সাৰ্বজনীন
সাধারণ পার্থক্য,সাধাৰণ পাৰ্থক্য
"সাধারণ গুণনীয়ক, সাধারণ গুণনীয়ক, সাধারণ গুণনীয়ক","সাধাৰণ কাৰক, সাধাৰণ কাৰক, সাধাৰণ কাৰক"
"সরল লগারিদম, সরল লগারিদম","সহজ লগাৰিদম, সৰল লগাৰিদম"
"সাধারণ একাধিক, সাধারণ","সাধাৰণ বহুগুণ, সাধাৰণ"
সাধারণ অনুপাত,সাধাৰণ অনুপাত
ছেদ ধারা,ছেদক দফা
সাধারণ বাহু,সাধাৰণ বাহু
"সাধারণ স্পর্শক, সাধারণ স্পর্শক","সাধাৰণ স্পৰ্শক, সাধাৰণ স্পৰ্শক"
সাধারণ অবস্থান,সাধাৰণ অৱস্থান
পরিবর্তনমূলক নিয়ম,কমিউটেটিভ নিয়ম
পরিবর্তনমূলক সম্পত্তি,পৰিৱৰ্তনশীল বৈশিষ্ট্য
পরিবর্তনমূলক নিয়ম,কমিউটেটিভ নিয়ম
যোগফলের পরিবর্তনমূলক আইন,যোগফলৰ বিনিময়মূলক নিয়ম
গুণের পরিবর্তনমূলক নিয়ম,গুণনৰ বিনিময়মূলক নিয়ম
পরিবর্তনমূলক অপারেশন,কমিউটেটিভ অপাৰেচন
পরিবর্তনশীল দল,কমিউটেটিভ গ্ৰুপ
ম্যাট্রিক্সের পরিবর্তনশীল,মেট্ৰিক্সৰ কমিউটেটিভ
কমপ্যাক্ট সেট,কম্পেক্ট চেট
"তুলনা, তুলনা","তুলনামূলকতা, তুলনাযোগ্যতা"
উপায়ের তুলনা,মাধ্যমৰ তুলনা
শতাংশ তুলনা,শতাংশ তুলনা কৰা
তুলনা পরীক্ষা,তুলনামূলক পৰীক্ষা
সুসংগত সমীকরণ,সুসংহত সমীকৰণ
প্রতিযোগিতামূলক খেলা,প্ৰতিযোগিতামূলক খেল
প্রতিযোগিতামূলক অবস্থান,প্ৰতিযোগিতামূলক অৱস্থান
প্রতিযোগিতামূলক কৌশল,প্ৰতিযোগিতামূলক কৌশল
"দোভাষী, কম্পাইলার","দোভাষী, কম্পাইলাৰ"
সাপ্লিমেন্ট,পৰিপূৰক
পরিপূরক কোণ,পৰিপূৰক কোণ
পরিপূরক ঘটনা,পৰিপূৰক পৰিঘটনা
পরিপূরক ফ্যাক্টর,পৰিপূৰক কাৰক
পরিপূরক ফাংশন,পৰিপূৰক ফলন
পরিপূরক অর্ধেক জনসংখ্যা,পৰিপূৰক আধা জনসংখ্যা
পরিপূরক ব্যবধান,পৰিপূৰক ব্যৱধান
