Assamese,Punjabi
বালমাৰ বিচ্ছিন্নতা,balmer ਬੰਦ
"বেণ্ড, বেণ্ড, বেণ্ড","ਬੈਂਡ, ਬੈਂਡ, ਬੈਂਡ"
ফুটা,ਧਮਾਕਾ
"array, beam, তীৰ, পাৰ, উপকূল","ਐਰੇ, ਬੀਮ, ਕਿਨਾਰੇ, ਬੈਂਕ, ਤੱਟ"
"স্তম্ভ, বাৰ, কব, ব্লক, বাৰ, ৰড, বাৰ, ৮.বেৰ, ৯. ৰেখা, ১০. প্ৰান্ত, ১ ব্লক, ১, বাৰ, ১, ৰেখা, ১, পৰীক্ষা ৰেখা","ਕਾਲਮ, ਬਾਰ, ਕੋਬ, ਬਲਾਕ, ਬਾਰ, ਰਾਡ, ਬਾਰ, 8. ਕੰਧ, 9. ਲਾਈਨ, 10. ਕਿਨਾਰਾ, 1 ਬਲਾਕ, 1, ਬਾਰ, 1, ਲਾਈਨ, 1, ਟੈਸਟ ਲਾਈਨ"
bardeen নীতি,bardeen ਅਸੂਲ
barkhausen প্ৰভাৱ,barkhausen ਪ੍ਰਭਾਵ
barlow চক্ৰ,ਬਾਰਲੋ ਚੱਕਰ
বাৰ চুম্বক,ਪੱਟੀ ਚੁੰਬਕ
ভঁৰাল,ਕੋਠੇ
বায়ুৰ চাপৰ গ্ৰাফ,ਹਵਾ ਦਾ ਦਬਾਅ ਗ੍ਰਾਫ
"বেৰ&#39;গ্ৰাফ, বেৰ&#39;গ্ৰাফ","barograph, barograph"
বেৰ&#39;মিটাৰ,ਬੈਰੋਮੀਟਰ
বায়ুমণ্ডলীয় চাপ,ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ
"ব্ৰহ্মাণ্ড, বেৰ&#39;স্ফিয়াৰ","cosmos, baromosphere"
পেণ্ডুলাম,ਪੈਂਡੂਲਮ ਪੈਂਡੂਲਮ
"বাধা, পাৰমাণৱিক বাধা, পাৰমাণৱিক বাধা","ਰੁਕਾਵਟ, ਪ੍ਰਮਾਣੂ ਰੁਕਾਵਟ, ਪ੍ਰਮਾਣੂ ਰੁਕਾਵਟ"
বাধাৰ স্তৰ,ਰੁਕਾਵਟ ਦਾ ਪੱਧਰ
barion,ਬੈਰੀਅਨ
গুৰুমণ্ডল,ਗੁਰੂਮੰਡਲ
বেচ বেণ্ড,ਅਧਾਰ ਬੈਂਡ
"মৌলিক, মৌলিক, ক্ষাৰকীয়","ਬੁਨਿਆਦੀ, ਬੁਨਿਆਦੀ, ਖਾਰੀ"
ভেঁটি,ਅਧਾਰ
"গণনা, দল গঠন","ਗਣਨਾ, ਟੀਮ ਦਾ ਗਠਨ"
"cistern, cistern, হিটাৰ, গৰম কৰা পাত্ৰ, গা ধোৱা","ਟੋਆ, ਟੋਆ, ਹੀਟਰ, ਗਰਮ ਕਰਨ ਵਾਲਾ ਘੜਾ, ਇਸ਼ਨਾਨ"
বেটাৰি,ਬੈਟਰੀ
"এৰে খণ্ড, কক্ষ, উপসাগৰ","ਐਰੇ ਖੰਡ, ਚੈਂਬਰ, ਬੇ"
প্ৰদৰ্শন,ਪ੍ਰਦਰਸ਼ਨੀ
কিবান,ਕਿਬਾਨ
"মণিকা, বিড","ਮਨਿਕਾ, ਬੀਡ"
"ৰশ্মি, ৰশ্মি, ৰশ্মি, ট্রাম্প","ਬੀਮ, ਬੀਮ, ਬੀਮ, ਟਰੰਪ"
"ডিকমন, ডিকন","ਡਿਕਮਨ, ਡਿਕਨ"
"ডোলে, ভিস্পেণ্ড","dole, vispand"
becquerel প্ৰভাৱ,becquerel ਪ੍ਰਭਾਵ
ঘণ্টা জাৰ,ਘੰਟੀ ਦੀ ਸ਼ੀਸ਼ੀ
bellows,ਘੰਟੀ
ঘণ্টা ঘড়ী,ਘੰਟੀ ਘੜੀ
"বেদিকা, বেঞ্চ","ਵੇਦਿਕਾ, ਬੈਂਚ"
"মোড, বাংক (সম্পা.), বেণ্ড (v.)","ਮੋਡ, ਬੰਕ (ਐਡੀ.), ਮੋੜ (ਵੀ.)"
বাংকন,ਬੈਂਕਨ
"bent, বেঁকা","ਝੁਕਿਆ, ਝੁਕਿਆ"
বাৰ্নৌলি-সমীকৰণ,ਬਰਨੌਲੀ-ਸਮੀਕਰਨ
ভিত্তি-ফলন,ਬੇਸਲ-ਫੰਕਸ਼ਨ
শ্ৰেষ্ঠ আঠাযুক্ততা,ਵਧੀਆ ਚਿਪਕਣ
বিটা (খ),ਬੀਟਾ (ਬੀ)
betatron,betatron
bethe মডেল,bethe ਮਾਡਲ
বিভাট্ৰন,bivatron
BH বক্ৰ,BH ਵਕਰ
দ্বিকোণীয়া,biangular
"bias, পক্ষপাতিত্ব","ਪੱਖਪਾਤ, ਪੱਖਪਾਤ"
দ্বি-অক্ষীয়,ਦੋ-ਧੁਰੀ
বাইক্ৰ&#39;মেট কোষ,bicromate ਸੈੱਲ
অভ্যাৱতল,ਅਭਯਵਤਲ
ডাবল এন্টেনা,ਡਬਲ ਐਂਟੀਨਾ
দ্বি উত্তল,biconvex
"দ্বি-স্ফটিক, দ্বৈত-স্ফটিক","ਦੋ-ਕ੍ਰਿਸਟਲ, ਦੋਹਰਾ-ਕ੍ਰਿਸਟਲ"
দ্বিমুখী মাইক্ৰ&#39;ফোন,ਦੋ-ਦਿਸ਼ਾਵੀ ਮਾਈਕ੍ਰੋਫੋਨ
দ্বিপদ আৰ্হি,ਬਾਇਨੋਮੀਅਲ ਮਾਡਲ
ডাইঅ&#39;ইচিয়াছ,dioecious
দ্বিপাক্ষিক,ਦੁਵੱਲੀ
দ্বিৰেখা,ਦੋ ਲੀਨੀਅਰ
দ্বি আণৱিক,bmolecular
"দ্বি-চলক, দ্বি-ভিত্তিক, দ্বৈত","ਦੋ-ਵੇਰੀਏਬਲ, ਦੋ-ਆਧਾਰ, ਦੋਹਰਾ"
"বাইনাৰী ক&#39;ড, বাইনাৰী ক&#39;ড","ਬਾਈਨਰੀ ਕੋਡ, ਬਾਈਨਰੀ ਕੋਡ"
গেম ষ্টাৰ,ਖੇਡ ਸਟਾਰ
বাইনাৰী পদ্ধতি,ਬਾਈਨਰੀ ਢੰਗ
biparietal,ਦੋ-ਪਾਸੜ
বান্ধোন,ਬਾਂਡ
"বাইনোকুলাৰ, বাইনোকুলাৰ","ਦੂਰਬੀਨ, ਦੂਰਬੀਨ"
বাইনাৰী,ਬਾਈਨਰੀ
দ্বিপদ বিতৰণ,ਬਾਇਨੋਮੀਅਲ ਵੰਡ
"দ্বিকেন্দ্ৰীয়, দ্বিকেন্দ্ৰীয়, দ্বি-নিউক্লিয়েট","ਦੋ-ਕੇਂਦਰੀ, ਦੋ-ਕੇਂਦਰੀ, ਦੋ-ਕੇਂਦਰੀ"
জৈৱগতিবিদ্যা,ਬਾਇਓਡਾਇਨਾਮਿਕਸ
বায়&#39; ইলেক্ট্ৰনিক্স,ਬਾਇਓ ਇਲੈਕਟ੍ਰੋਨਿਕਸ
জৈৱপদাৰ্থবিজ্ঞানী,ਜੀਵ-ਭੌਤਿਕ ਵਿਗਿਆਨੀ
জৈৱপদাৰ্থ বিজ্ঞান,ਬਾਇਓਫਿਜ਼ਿਕਸ
জৈৱিক উপগ্ৰহ,ਜੈਵਿਕ ਉਪਗ੍ਰਹਿ
"চিনেমাটোগ্ৰাফাৰ, বায়স্কোপ","ਸਿਨੇਮੈਟੋਗ੍ਰਾਫਰ, ਬਾਇਓਸਕੋਪ"
বায়&#39;-ছাভাৰ্ট নিয়ম,ਜੀਵ-ਸਾਵਰਤ ਨਿਯਮ
দ্বিফেজিক কাৰেণ্ট,biphasic ਮੌਜੂਦਾ
ডাইপোল,dipole
"বাইপ্ৰিজম, বাইপ্ৰিজম","ਬਿਪ੍ਰਿਜ਼ਮ, ਬਿਪ੍ਰਿਜ਼ਮ"
"বাইকোৱাৰ্টছ, বাইকোৱাৰ্ট","biquartz, biquartz"
দ্বিপৰ্যায়ৰ আখৰ,biphasic ਅੱਖਰ
দুটা পৰ্যায়ৰ মাল্টিভাইব্ৰেটৰ,ਦੋ-ਪੜਾਅ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
"ড্ৱায়াংক* (বাইনাৰী সংখ্যা), বাৰ্মিজ, অনি, টুক","ਦਵੈਅੰਕ* (ਬਾਈਨਰੀ ਅੰਕ), ਬਰਮੀ, ਅਨੀ, ਟੁਕ"
"ক&#39;লা, কৃষ্ণ","ਕਾਲਾ, ਕ੍ਰਿਸ਼ਨਾ"
ক&#39;লা শৰীৰ,ਕਾਲੇ ਸਰੀਰ
অদৃশ্য পোহৰ,ਅਦਿੱਖ ਰੋਸ਼ਨੀ
timirayan ৰেডিঅ&#39; timirayan,ਤਿਮੀਰਾਯਨ ਰੇਡੀਓ ਤਿਮੀਰਾਯਨ
ইজেকচন পালছ,ਇੰਜੈਕਸ਼ਨ ਪਲਸ
end bias,ਪੱਖਪਾਤ ਖਤਮ ਕਰੋ
ক&#39;লা বিকিৰণ,ਕਾਲਾ ਰੇਡੀਏਸ਼ਨ
"অসম্পূৰ্ণ, খালী","ਅਧੂਰਾ, ਖਾਲੀ"
আৱৰণ,ਕਵਰ
বাতিল কৰা,ਰੱਦ ਕਰਨਾ
"বিস্ফোৰণ, বিস্ফোৰণ, ধুমুহা","ਧਮਾਕਾ, ਧਮਾਕਾ, ਝੱਖੜ"
"সবিকা, ব্লিডাৰ, সবি","savika, bleeder, savi"
"ছদ্মবেশত, অন্ধ","ਭੇਸ, ਅੰਨ੍ਹਾ"
ব্লকৰ উপপাদ্য,ਬਲੋਚ ਦਾ ਸਿਧਾਂਤ
"ব্লক, ব্লক, ব্লক","ਬਲਾਕ, ਬਲਾਕ, ਰੁਕਾਵਟ"
"blow, blow, আঘাত কৰা","ਉਡਾਉਣ, ਉਡਾਉਣ, ਉਡਾਉਣ"
নীলা প্ৰিন্ট,ਬਲੂ ਪ੍ਰਿੰਟ
অস্পষ্টতা বৃত্ত,ਅਸਪਸ਼ਟਤਾ ਚੱਕਰ
তৰংগ,ਅਸਪਸ਼ਟ
"বল, গোলক, লকেট","ਗੇਂਦ, ਗੋਲਾ, ਪੈਂਡੈਂਟ"
"শৰীৰ, বস্তু","ਸਰੀਰ, ਵਸਤੂ"
শাৰীৰিক ক্ষমতা,ਸਰੀਰਕ ਸਮਰੱਥਾ
কেন্দ্ৰীভূত,ਕੇਂਦਰਿਤ
"শৰীৰ-তিৰ্যক, শেষ-তিৰ্যক","ਸਰੀਰ-ਵਿਕਰਣ, ਅੰਤ-ਵਿਕਰਣ"
"bogie, অজ্ঞাত ধৰা পেলোৱা (ৰাডাৰ)","ਬੋਗੀ, ਅਣਜਾਣ ਖੋਜ (ਰਾਡਾਰ)"
ব&#39;ৰ ইফেক্ট,ਬੋਰ ਪ੍ਰਭਾਵ
ব&#39;ৰ মেগনেটন,ਬੋਰ ਮੈਗਨੇਟਨ
"বয়লাৰ, বয়লাৰ","ਬਾਇਲਰ, ਬਾਇਲਰ"
"উতলা, উতলা","ਉਬਾਲਣਾ, ਉਬਾਲਣਾ"
বোল্টছমেন সমীকৰণ,ਬੋਲਟਸਮੈਨ ਸਮੀਕਰਨ
বোমাৰু ইলেক্ট্ৰন,ਬੰਬਰ ਇਲੈਕਟ੍ਰੋਨ
"আঘাতজনিত শক্তি, বোমা বিস্ফোৰণ শক্তি","ਸਦਮੇ ਵਾਲੀ ਊਰਜਾ, ਬੰਬਾਰੀ ਊਰਜਾ"
বন্ধক,ਮੌਰਗੇਜ
"বণ্ডেড, বণ্ডেড, বণ্ডেড","ਬੰਧੂਆ, ਬੰਧੂਆ, ਬੰਧੂਆ"
এনহান্সাৰ,ਵਧਾਉਣ ਵਾਲਾ
বোৰন,ਬੋਰਾਨ
বস-কণা,ਬੋਸ-ਕਣ
ব&#39;চন,ਬੋਸੋਨ
"জোকাৰণি, জাম্প","ਝਟਕਾ, ਛਾਲ"
বাধ্যতা,ਬੰਨ੍ਹਿਆ ਹੋਇਆ
"সীমা, সীমা (সম্পা.), প্ৰান্তীয় (v.)","ਸੀਮਾ, ਸੀਮਾ (ਐਡੀ.), ਹਾਸ਼ੀਏ (ਵਿ.)"
বাধ্যতা,ਬੰਨ੍ਹਿਆ ਹੋਇਆ
ধনু ৰাশিৰ চোতাল,ਧਨੁ ਵਿਹੜਾ
পালতোলা ঢৌ,ਸਮੁੰਦਰੀ ਜਹਾਜ਼ ਦੀ ਲਹਿਰ
বয়লাৰ গৰম কৰা,ਬਾਇਲਰ ਹੀਟਿੰਗ
ল&#39;ৰাৰ আইন,boyle ਦਾ ਕਾਨੂੰਨ
বয়লাৰ গৰম কৰা,ਬਾਇਲਰ ਹੀਟਿੰਗ
বন্ধনী-শ্ৰেণী,ਬਰੈਕਟ-ਕਲਾਸ
বেগ নিয়ম,ਬੈਗ ਨਿਯਮ
আন্তঃসংলগ্ন তাঁৰ,ਆਪਸ ਵਿੱਚ ਜੁੜੀ ਤਾਰ
ব্ৰেক ক্লাছ,ਬ੍ਰੇਕ ਕਲਾਸ
ব্ৰামা কম্প্ৰেছাৰ,brama ਕੰਪ੍ਰੈਸਰ
শাখা-প্ৰশাখা,ਬ੍ਰਾਂਚਿੰਗ
"ব্ৰেভ লেটিছ, ব্ৰেভ লেটিছ","ਬਹਾਦਰ ਜਾਲੀ, ਬਹਾਦਰ ਜਾਲੀ"
ব্ৰাছ ব্ৰেজিং,"ਪਿੱਤਲ ਦੀ ਬਰੇਜ਼ਿੰਗ, ਪਿੱਤਲ ਦੀ ਸੋਲਡਰਿੰਗ"
ছেভাৰেন্স,ਵਿਛੋੜਾ
সংযোগকাৰী ভাঙি পেলাওক,ਕੁਨੈਕਟਰ ਤੋੜੋ
"ফ্ৰেক্টৰ ডাইঅ’ড, জেনাৰ ডাইঅ’ড","ਫ੍ਰੈਕਚਰ ਡਾਇਡ, ਜ਼ੈਨਰ ਡਾਇਡ"
হাড়ভঙা,ਫ੍ਰੈਕਚਰ
"ব্ৰীডাৰ ৰিয়েক্টৰ, ব্ৰীডাৰ নিউক্লিয়াৰ ফাৰ্নেচ, ব্ৰীডাৰ ফাৰ্নেচ","ਬਰੀਡਰ ਰਿਐਕਟਰ, ਬਰੀਡਰ ਨਿਊਕਲੀਅਰ ਫਰਨੇਸ, ਬਰੀਡਰ ਫਰਨੇਸ"
প্ৰজনন,ਪ੍ਰਜਨਨ
"ৰিটাৰ্ডেণ্ট ৰেডিয়চন, brastralung","retardant ਰੇਡੀਏਸ਼ਨ, brastralung"
ব্ৰুষ্টাৰ-কোণ,brewster-ਕੋਣ
ব্ৰুষ্টাৰ ফ্ৰীজ,ਬਰੂਸਟਰ ਫਰਿੱਜ
সেঁতু,ਪੁਲ
দলং বন্ধন,ਪੁਲ ਬੰਧਨ
"উজ্জ্বল, উজ্জ্বল, চকু কপালত তুলিব পৰা","ਚਮਕਦਾਰ, ਚਮਕਦਾਰ, ਚਮਕਦਾਰ"
ইলুমিনেটৰ,ਰੋਸ਼ਨੀ ਕਰਨ ਵਾਲਾ
ৰেডিয়েন্স,ਚਮਕ
"দ্যুতি, প্ৰভা","ਦੂਤਿ, ਪ੍ਰਭਾ"
ব্ৰীলুৱান অঞ্চল,ਬ੍ਰਿਲੁਵਾਨ ਖੇਤਰ
ব্ৰিটিছ ষ্টেণ্ডাৰ্ড মমবাতি,ਬ੍ਰਿਟਿਸ਼ ਸਟੈਂਡਰਡ ਮੋਮਬੱਤੀ
ভংগুৰ,ਭੁਰਭੁਰਾ
ভংগুৰতা,ਭੁਰਭੁਰਾਪਨ
সম্প্ৰচাৰ,ਪ੍ਰਸਾਰਣ
বিস্তৃত,ਵਿਸਤ੍ਰਿਤ
ৰেট্ৰ&#39;গ্ৰেড,ਪਿਛਾਖੜੀ
ব্ৰগলি সূত্ৰ,ਬਰੋਗਲੀ ਫਾਰਮੂਲਾ
খণ্ডিত,ਖੰਡਿਤ
ব্ৰাউনি গতি,ਭੂਰੀ ਮੋਸ਼ਨ
"কুচি, বুৰুষ, কুৰ্চ, গুলম","ਕੁਚੀ, ਬੁਰਸ਼, ਕੁਰਚ, ਗੁਲਮ"
"বুদবুদ, বুদবুদ (ed.), mumble (v.)","ਬੁਲਬੁਲਾ, ਬੁਲਬੁਲਾ (ਐਡੀ.), ਮੂੰਬਲ (v.)"
effervescence,ਪ੍ਰਭਾਵ
প্ৰতিকাৰৰ ব্যৱস্থা,ਵਿਰੋਧੀ ਉਪਾਅ
সংকোচন,ਸੰਕੁਚਨ
"amp-প্ৰতিৰোধ, বাফাৰ","amp-ਰੋਧਕ, ਬਫਰ"
শব্দবিজ্ঞান,ਧੁਨੀ ਵਿਗਿਆਨ
বৰধন,ਬਰਧਨ
বাল্ব,ਬੱਲਬ
আবির্ভূত,ਉਭਰਨਾ
"আয়তন, বাল্ক, ভৰ, ভৰ, আয়তন","ਵੌਲਯੂਮ, ਬਲਕ, ਪੁੰਜ, ਪੁੰਜ, ਆਇਤਨ"
আয়তন স্থিতিস্থাপকতা সহগ,ਵਾਲੀਅਮ ਲਚਕੀਲੇ ਗੁਣ
জনসংখ্যাৰ সম্পত্তি,ਆਬਾਦੀ ਦੀ ਜਾਇਦਾਦ
সৰ্বোচ্চ উষ্ণতা,ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ
উখহি উঠা,ਬੁਲਜ
"bunch, bunch (n.), থুপ খাই থকা (ver.)","ਝੁੰਡ, ਝੁੰਡ (ਐਨ.), ਕਲੱਸਟਰ ਹੋਣ ਲਈ (ਵਰ.)"
মুঠি,ਝੁੰਡ
বুনচেন কোষ,ਬੰਸਨ ਸੈੱਲ
প্লাৱন ক্ষমতা,ਉਛਾਲ
"buoyancy, প্লাৱন ক্ষমতা","ਉਛਾਲ, ਉਛਾਲ"
বাৰ্গাৰ চাৰ্কিট,ਬਰਗਰ ਸਰਕਟ
চোৰৰ ঘণ্টা,ਚੋਰ ਘੰਟੀ
"বাৰ্নাৰ, ইগনিটাৰ","ਬਰਨਰ, igniter"
সম্পূৰ্ণ ইগনিচন,ਪੂਰੀ ਇਗਨੀਸ਼ਨ
"বিস্ফোৰণ, বিস্ফোৰণ, ফাট","ਵਿਸਫੋਟ, ਵਿਸਫੋਟ, ਫਿਸ਼ਰ"
লাইন ব্যস্ত,ਲਾਈਨ ਵਿਅਸਤ
ব্যস্ত সুৰ,ਵਿਅਸਤ ਟੋਨ
buzzer,ਬਜ਼ਰ
পাৰ হোৱা,ਬਾਈਪਾਸ
বৰ্তনী,ਸਰਕਟ
"সাগৰৰ তাঁৰ, কেবল","ਸਮੁੰਦਰੀ ਤਾਰ, ਕੇਬਲ"
কেডমিয়াম,ਕੈਡਮੀਅਮ
চিজিয়াম-কোষ,ਸੀਜ਼ੀਅਮ-ਸੈੱਲ
পাঞ্জাৰ ডাইপোল,ਪੰਜਾਰ ਡਾਈਪੋਲ
পাঞ্জাৰ ইফেক্ট,ਪੰਜਰ ਪ੍ਰਭਾਵ
গণনা কৰা,ਗਣਨਾ ਕਰਨ ਲਈ
কেলকুলেটৰ,ਕੈਲਕੁਲੇਟਰ
কেলেণ্ডাৰ,ਕੈਲੰਡਰ
"মানাংকন, মানাংকন, পুনৰীক্ষণ","ਕੈਲੀਬ੍ਰੇਸ਼ਨ, ਕੈਲੀਬ੍ਰੇਸ਼ਨ, ਰੀਵਿਜ਼ਨ"
"মানাংকন বহুগুণক, মানাংকন বহুগুণক","ਕੈਲੀਬ੍ਰੇਸ਼ਨ ਗੁਣਕ, ਕੈਲੀਬ੍ਰੇਸ਼ਨ ਗੁਣਕ"
কেলিপাৰ,ਕੈਲੀਪਰ
"কল কেলকুলেটৰ, টক কেলকুলেটৰ","ਕਾਲ ਕੈਲਕੁਲੇਟਰ, ਟਾਕ ਕੈਲਕੁਲੇਟਰ"
"তাপ (v.), কেলৰি (ed.)","ਗਰਮੀ (v.), ਕੈਲੋਰੀ (ਐਡੀ.)"
"কেলৰিমিটাৰ, কেলৰিমিটাৰ","ਕੈਲੋਰੀਮੀਟਰ, ਕੈਲੋਰੀਮੀਟਰ"
"কেলৰিমেট্ৰি, কেলৰিমেট্ৰি","ਕੈਲੋਰੀਮੈਟਰੀ, ਕੈਲੋਰੀਮੈਟਰੀ"
কেমেৰা,ਕੈਮਰਾ
"কুল্যা কিৰণ, খাল কিৰণ","ਕੁਲਿਆ ਕਿਰਨ, ਨਹਿਰ ਕਿਰਨ"
কেণ্ডেলা,candela
"মমবাতি, মমবাতি","ਮੋਮਬੱਤੀ, ਮੋਮਬੱਤੀ"
canonical,ਕੈਨੋਨੀਕਲ
কেন্টিলিভাৰ,cantilever
"টুপি, পোছাক (সম্পা.), ইন্টাৰলেচিং (v.)","ਟੋਪੀ, ਚਾਦਰ (ਐਡੀ.), ਇੰਟਰਲੇਸਿੰਗ (v.)"
ধৰি ৰখা,ਹੋਲਡ
কেপাচিটৰ,capacitor
"কেপিলাৰিটি, কেপিলাৰিটি","capillarity, capillarity"
"কেপিলাৰী, কেপিলাৰী","ਕੇਸ਼ਿਕਾ, ਕੇਸ਼ਿਕਾ"
কেপিলাৰী বল,ਕੇਸ਼ੀਲ ਸ਼ਕਤੀ
"কেপচুল, কেপচুল, কেপচুল","ਕੈਪਸੂਲ, ਕੈਪਸੂਲ, ਕੈਪਸੂਲ"
বন্দী কৰা,ਕੈਪਚਰ
কাৰ্বন ১৪ সময়সূচী,ਕਾਰਬਨ 14 ਸਮਾਂ-ਸਾਰਣੀ
"মৌলিক বিন্দু, কাৰ্ডিনেল সংখ্যা, গণনা সংখ্যা","ਪ੍ਰਮੁੱਖ ਬਿੰਦੂ, ਮੁੱਖ ਸੰਖਿਆ, ਗਿਣਤੀ ਸੰਖਿਆ"
carno ৰ উপপাদ্য,ਕਾਰਨੋ ਦਾ ਸਿਧਾਂਤ
বাহক,ਕੈਰੀਅਰ
কাৰ্টেচিয়ান অক্ষ,ਕਾਰਟੇਸੀਅਨ ਧੁਰਾ
কাৰ্টিজ,ਕਾਰਤੂਸ
"সোপানী (ভ.), সোপানীপাট (সম্পা.)","ਸੋਪਾਨੀ (ਵੀ.), ਸੋਪਾਨੀਪਤ (ਐਡੀ.)"
অনুপ্ৰাণিত,ਪ੍ਰੇਰਿਤ
"বিপৰ্যয়, দুৰ্যোগ","ਤਬਾਹੀ, ਬਿਪਤਾ"
লিমিটাৰ ডাইঅ&#39;ড,ਲਿਮਿਟਰ ਡਾਇਓਡ
"অৰ্থমিটাৰ,কেথেট&#39;মিটাৰ","ਆਰਥੋਮੀਟਰ, ਕੈਥੀਟੋਮੀਟਰ"
কেথেট্ৰন,ਕੈਥੇਟਰੋਨ
কেথ&#39;ড,ਕੈਥੋਡ
কেটিয়ন,cation
পোহৰ পৃষ্ঠা,ਹਲਕਾ ਪੰਨਾ
কোটৰ,ਕੋਟਰ
"প্ৰান্তীয়, আৱৰণ, ছেক্সন, সৰ্বোচ্চ সংখ্যা, আৱৰণ","ਹਾਸ਼ੀਏ, ਕਵਰ, ਇੰਟਰਸੈਕਸ਼ਨ, ਸਭ ਤੋਂ ਵੱਧ ਨੰਬਰ, ਕਵਰ"
আকাশী,ਆਕਾਸ਼ੀ
কোষ-ধ্ৰুৱক,ਸੈੱਲ-ਸਥਿਰ
চিমেণ্টযুক্ত লেন্স,ਸੀਮਿੰਟਡ ਲੈਂਸ
ধ্যান কেন্দ্ৰিত,ਫੋਕਸ
চেন্টিগ্ৰেড,ਸੈਂਟੀਗ੍ਰੇਡ
চেন্টিমিটাৰ,ਸੈਂਟੀਮੀਟਰ
চেণ্টিমিটাৰ-গ্ৰাম-ছেকেণ্ড পদ্ধতি,ਸੈਂਟੀਮੀਟਰ-ਗ੍ਰਾਮ-ਦੂਜੀ ਵਿਧੀ
"কেন্দ্ৰীয়, কেন্দ্ৰীয়","ਕੇਂਦਰੀ, ਕੇਂਦਰੀ"
কেন্দ্ৰীয় সম্পদ একক,ਕੇਂਦਰੀ ਸਰੋਤ ਇਕਾਈ
কেন্দ্ৰ,ਕੇਂਦਰ
প্ৰান্তিককৰণ কেন্দ্ৰ,ਅਨੁਕੂਲਤਾ ਕੇਂਦਰ
মধ্যম ৰশ্মি,ਮੱਧਮ ਕਿਰਨ
centripetal,centripetal
নিউক্লিয়াছ,ਨਿਊਕਲੀਅਸ
চিৰামিক,ਵਸਰਾਵਿਕ
গ. গ্ৰাম। পৰা. প্রণালী,c. ਗ੍ਰਾਮ। ਤੋਂ। ਢੰਗ
ক্ৰমিক ক্ষয়,ਸੀਰੀਅਲ ਸੜਨ
"কোষ, কোঠা, কোঠা","ਸੈੱਲ, ਕਮਰਾ, ਕਮਰਾ"
"chance, chance, সুযোগ","ਮੌਕਾ, ਮੌਕਾ, ਮੌਕਾ"
লৰৃ - চৰ হৈ থকা,ਵੇਰੀਏਬਲ
"চেনেল, চেনেল, চেনেল, জলপথ","ਚੈਨਲ, ਚੈਨਲ, ਚੈਨਲ, ਜਲ ਮਾਰਗ"
"চেনেলাইজেচন, চেনেলাইজেচন","ਚੈਨਲਾਈਜ਼ੇਸ਼ਨ, ਚੈਨਲਾਈਜ਼ੇਸ਼ਨ"
"বিশৃংখলতা, বিশৃংখলতা","ਹਫੜਾ-ਦਫੜੀ, ਗੜਬੜ"
"চৰিত্ৰ, চৰিত্ৰ, চৰিত্ৰ","ਅੱਖਰ, ਅੱਖਰ, ਅੱਖਰ"
"বৈশিষ্ট্যপূৰ্ণ, বৈশিষ্ট্যপূৰ্ণ, বৈশিষ্ট্যপূৰ্ণ, সমগ্ৰ, বৈশিষ্ট্যপূৰ্ণ","ਵਿਸ਼ੇਸ਼ਤਾ, ਵਿਸ਼ੇਸ਼ਤਾ, ਵਿਸ਼ੇਸ਼ਤਾ, ਪੂਰੀ, ਵਿਸ਼ੇਸ਼ਤਾ"
"চাৰ্জ, চাৰ্জ, চাৰ্জ, চাৰ্জ","ਚਾਰਜ, ਚਾਰਜ, ਚਾਰਜ, ਚਾਰਜ"
