English,Tamil
consistent estimator,"நிலையான மதிப்பீட்டாளர், முரண்பாடற்ற மதிப்பீட்டாளர்"
consistent statistic,"முரண்பாடற்ற மாதிரி, இணக்கமான மாதிரி"
consistent system,"இணக்கமான நிறுவனங்கள், முரண்படாத நிறுவனங்கள்"
consol,பணியகம்
constant,"நிலையான, நிலையான, நிலையான, அசையாத, மாறாத, சீரான"
constant acceleration,சீரான முடுக்கம்
constant function,நிலையான செயல்பாடு
constant of gravity,ஈர்ப்பு புள்ளி
constant of integration,ஒருங்கிணைப்பு மாறிலி
constant of proportionality,விகிதாச்சார மாறிலி
constant parameter,நிலையான அளவுரு
constant polynomial,நிலையான பல்லுறுப்புக்கோவை
constant proportion,நிலையான விகிதம்
constant speed,சீரான நகர்வு
constant term,நிலையான கால
constant velocity,சீரான வேகம்
constitutive equation,படைப்பாளியின் சமன்பாடு
constraint,கட்டுப்பாடு
construct,"உருவாக்க, கட்டமைக்க"
construction,உருவாக்கம்
consumer preference,நுகர்வோர் விருப்பத்தேர்வுகள்
consumption function,நுகர்வு செயல்பாடு
contact angle,தொடுகோடு கோணம்
contact point,தொடர்பு புள்ளி
contained in,அடங்கியுள்ளது
contingency table,இணைப்பு அட்டவணை
continuum mechanics,தொடர்ச்சியான இயக்கவியல்
continued fraction,வெவ்வேறு நிதி
continued product,நிதி தயாரிப்பு
continuity,"தொடர்ச்சி, தொடர்ச்சி"
continuity of function,செயல்பாடுகளின் தொடர்ச்சி
continuity test,தொடர்ச்சியான சோதனை
continuous,"தொடர்ச்சியான, உடைக்கப்படாத, உடைக்கப்படாத, தொடர்ச்சியான, தொடர்ச்சியான"
continuous derivative,தொடர்ச்சியான வழித்தோன்றல்
continuous distribution,தொடர்ச்சியான விநியோகம்
continuous from above,தொடர்ந்து மேலே
continuous function,தொடர்ச்சியான செயல்பாடு
continuously differentiable,தொடர்ந்து வேறுபடக்கூடியது
continuous map,தொடர்ச்சியான வரைபடம்
continuous mapping,தொடர்ச்சியான மேப்பிங்
continuous probability density function,தொடர்ச்சியான நிகழ்தகவு அடர்த்தி செயல்பாடு
continuous probability distribution,தொடர்ச்சியான நிகழ்தகவு விநியோகம்
continuous random variable,தொடர்ச்சியான சீரற்ற மாறி
