Hindi,Assamese
"1.प्रणाल व्यस्त टोन, 2.चैनल व्यस्त टोन","1.চেনেল ব্যস্ত টোন, 2.চেনেল ব্যস্ত টোন"
"1.प्रणाल क्षमता, 2.चैनल क्षमता","1.চেনেল ক্ষমতা, 2.চেনেল ক্ষমতা"
"1.प्रणाल नियंत्रक, 2.चैनल नियंत्रक","1.চেনেল নিয়ন্ত্ৰক, 2.চেনেল নিয়ন্ত্ৰক"
"1.प्रणाल त्रुटि, 2.चैनल त्रुटि","1. চেনেল ত্ৰুটি, 2.চেনেল ত্ৰুটি"
"1.चैनल कार्यक्रम, 2.चैनल प्रोग्राम","১.চেনেল প্ৰগ্ৰেম, ২.চেনেল প্ৰগ্ৰেম"
"1.प्रणाल विश्वसनीयता, 2.चैनल विश्वसनीयता","1.চেনেল নিৰ্ভৰযোগ্যতা, 2.চেনেল নিৰ্ভৰযোগ্যতা"
"1.प्रणाल समुच्चय, 2.चैनल समुच्चय","1.চেনেল ছেট, 2.চেনেল ছেট"
संप्रतीक,প্ৰতীক
"1.संप्रतीक कूट,2. संप्रतीक कोड","১.আখৰৰ ক&#39;ড, ২. আখৰৰ ক&#39;ড"
संप्रतीक कुंजी,আখৰৰ চাবি
संप्रतीक पाठक,চৰিত্ৰ পাঠক
"1.संप्रतीक सािज, 2.संप्रतीक आमाप","১.প্ৰতীকৰ আকাৰ, ২.প্ৰতীকৰ আকাৰ"
संचित्र,চিত্ৰকল্প
"1.न्याधार, 2.चैसिस","১.চেছিছ, ২.চেছিছ"
जाँच बिट,বিট পৰীক্ষা কৰক
जाँच अंक,চেক পইণ্ট
जाँच योग,মুঠ পৰীক্ষা কৰক
जाँच शब्द,শব্দ পৰীক্ষা কৰক
चिप,চিপ
चिप सेट,চিপ চেট
"1.चुनना, 2.चयन","1.বাছি লোৱা, 2.বাছি লোৱা"
वर्णिक रूप से,বৰ্ণানুক্ৰমে
"1.सािफर,2. शून्य,3. सीफर","১.ছাফাৰ, ২. শূন্য, ৩. নাৱিক"
परिपथ,বৰ্তনী
वर्तुल सूची,বৃত্ত তালিকা
सायरस,চেৰেছ
उल्लेख,উল্লেখ
"1.श्रेणी, 2.वर्ग","1.শ্ৰেণী, 2.শ্ৰেণী"
वर्ग चर,ক্লাছ ভেৰিয়েবল
वर्गीकरण,শ্ৰেণীবিভাজন
अपमार्जन,স্ক্যাভেঞ্জিং
अपमार्जित क्षेत्र,ক্লিয়াৰ কৰা অঞ্চল
"1.अपमार्जित प्रणाली, 2.अपमार्जित चैनल","1. চিস্টেম পৰিষ্কাৰ কৰক, 2. চেনেল পৰিষ্কাৰ কৰক"
दबाना,টিপক
"1.ग्राहक,2. क्लाइट","১.গ্ৰাহক, ২. গ্ৰাহক"
"1.ग्राहक परिसेवक, 2.ग्राहक सर्वर","1.ক্লায়েন্ট চাৰ্ভাৰ, 2.ক্লায়েন্ট চাৰ্ভাৰ"
ग्राहक स्टब,গ্ৰাহকৰ ষ্টাব
कर्तन कला,শ্বিয়াৰিং আৰ্ট
कर्तन कला पुस्तकालय,শ্বিয়াৰিং আৰ্ট লাইব্ৰেৰী
क्लिप बोर्ड,ক্লিপ বৰ্ড
क्लिपर,ক্লিপাৰ
क्लिपर चिप,ক্লিপাৰ চিপ
गुट,ফৈদ
"1.घड़ी,2. कालद","1.ৱাচ, ২. calad"
कालद चक्र,ঘড়ীৰ চক্ৰ
कालद आवृत्ति,ঘড়ীৰ কম্পাঙ্ক
कालद हार्डवेयर,কালাদ হাৰ্ডৱেৰ
कालद स्पंद,কালাদ স্পেণ্ড
कालद गति,ঘড়ীৰ গতি
कालद तुल्यकालन,সময় সমন্বয়
कालद टिक,ঘড়ীৰ টিক
क्लोन,ক্ল&#39;ন
बंद,বন্ধ কৰা
संवृत परिपथ टी.वी. (सी.सी.टी.वी.),বন্ধ চাৰ্কিট টিভি (চিচিটিভি)
संवरण,বিৱৰণ
"1.मेघाभिकलन,2.क्लाुड कंप्यूटिंग","১.ক্লাউড কম্পিউটিং, ২.ক্লাউড কম্পিউটিং"
गुच्छ,মুঠি
"1.विलेपित कार्ड,2. विलेपित पत्रक","১.আবৃত কাৰ্ড, ২. আৱৰণযুক্ত শ্বীট"
लेपित कागज,আৱৰণযুক্ত কাগজ
समाक्षीय,সমাক্ষীয়
समाक्ष केबल,সমাক্ষীয় কেবল
कोडासिल,কোডাচিল
"1.कूट, 2.कोड","১.কোড, ২.কোড"
"1.कूट जनक,2. कोड जनक","1. ক&#39;ড জেনেৰেটৰ, 2. ক&#39;ড জেনেৰেটৰ"
कूट पृष्ठ,ক&#39;ড পৃষ্ঠা
"1.कूट शब्द, 2.कोड शब्द","১.কোড শব্দ, ২.কোড শব্দ"
"1.कोडर, 2.कूटक","১.কোডাৰ, ২.কোডাৰ"
"1.कूट लेखन जाँच, 2. कोडन जाँच","1. এনকোডিং পৰীক্ষা, 2. ক&#39;ডিং পৰীক্ষা"
कूट लेखन रूप,এনকোডিং ফৰ্ম
"1.कूटलेखन पत्र, 2. कोडन शीट","1. এনকোডিং শ্বীট, 2. ক&#39;ডিং শ্বীট"
गुणांक,সহগ
ससंजन,সংহতি
"1.शीत बूट, 2.शीत प्रारंभ","1.কল্ড বুট, 2.কল্ড ষ্টাৰ্ট"
शीत प्रारंभ,ঠাণ্ডা আৰম্ভণি
सहयोग,সহযোগ
निपात,পতন হোৱা
"1.परिमिलन, 2.समानुक्रमित करना","১.সংলগ্নকৰণ, ২.সংযুক্ত কৰা"
"1.समानुक्रमित टेप,2. कालेट टेप","1.সূচীভুক্ত টেপ, 2. callet টেপ"
टक्कर,সংঘৰ্ষ
कोलन,বৃহদান্ত্ৰ
"1.वर्ण, 2.रंग","১.আখৰ, ২.ৰং"
रंग संतृप्ति,ৰঙৰ পৰিপূৰকতা
रंग सारणी,ৰঙৰ টেবুল
स्तंभ,স্তম্ভ
संयोजन,সংমিশ্ৰণ
समिश्र पेटी,কম্পোজিট বাকচ
"1.समादेश, 2.कमांड","১.আদেশ, ২.আদেশ"
समादेश बटन,কমাণ্ড বুটাম
समादेश सूची,কমাণ্ড তালিকা
टिप्पणी,টোকা
"1.वचन बद्धता, 2.प्रतिबद्धता","১/ প্ৰতিশ্ৰুতি, ২/ প্ৰতিশ্ৰুতি"
वस्तु,বস্তু
सामान्य व्यवसाय उन्मुखी भाषा (कोबोल),সাধাৰণ ব্যৱসায়মুখী ভাষা (COBOL)
सामान्य त्रुटि,সাধাৰণ ভুল
सामान्य भाषा,সাধাৰণ ভাষা
"1.सामान्य नेमक,2. सामान्य नित्यक्रम","১.সাধাৰণ নাম, ২. স্বাভাৱিক ৰুটিন"
संचार,যোগাযোগ
संचार रेखा,যোগাযোগ লাইন
संचार विधा,যোগাযোগ ধৰণ
"1. संचार नेटवर्क, 2. संचार जालक्रम","1. যোগাযোগ নেটৱৰ্ক, 2. যোগাযোগ নেটৱৰ্ক"
संचार प्राचल,যোগাযোগ প্ৰাচল
संचार तंत्र,যোগাযোগ ব্যৱস্থা
संहनन,সংকোচন
संपीडप्रसारित्र,কম্প্ৰেছাৰ
संपीडप्रसारण,কম্প্ৰেছন ট্ৰেন্সমিছন
कंपनी नेटवर्क,কোম্পানী নেটৱৰ্ক
तुलना परीक्षण,তুলনামূলক পৰীক্ষা
"1.सुसंगति, 2.संगतता","১.সামঞ্জস্যতা, ২.সামঞ্জস্যতা"
सुसंगत,উপযুক্ত
संकलन,সংকলন
संकलन तथा कार्यपालन,সংকলন আৰু নিষ্পাদন
"1.संकलक, 2.क्रमादेश अंतरक","1.কম্পাইলাৰ, 2.প্ৰগ্ৰেম ট্ৰেন্সফাৰ"
संकलक भाषा,কম্পাইলাৰ ভাষা
पूरक,পৰিপূৰক
दस-पूरक,দহৰ পৰিপূৰক
पूरक,পৰিপূৰক
"1.संपूर्ण हस्तगत, 2.संपूर्ण हासिल","১/ সম্পূৰ্ণৰূপে অৰ্জন কৰা, ২. সম্পূৰ্ণৰূপে অৰ্জন কৰা"
