Hindi,Tamil
शुष्क खेती,உலர் நில விவசாயம்
"धूल, बुकनी",தூசி
"धूलित्र, प्रकीर्णक",டஸ்டர்
बुरकना,தூசி
"बौना, वामन",குள்ள
वामन पिरामिड,குள்ள பிரமிடு
वामिनीयन,குள்ள
गुलबहार,டெய்ஸி
खजूर,தேதிகள்
दिन का राजा,நாள் மல்லிகை
सोया,வெந்தயம்
दीनानाथ घास,தினநாத் புல்
अमरबेल,டோடர்
दूब घास,"டூப் புல், பெர்முடா புல்"
छोंकर,ட்ரூஸ்
सौंठ,உலர் இஞ்சி
पत्तियां खाने वाला भृंग,வண்டு
नर मधुमक्खी,ட்ரோன்
बत्तख,வாத்து
पारिस्थितिकी,சூழலியல்
अर्थमिति,எக்கோனோமெட்ரிக்ஸ்
आर्थिक दक्षता,பொருளாதார செயல்திறன்
पारिस्थितिक प्ररूप,சுற்றுச்சூழல்
बहिःस्तरपोषित,எக்டோட்ரோபிக்
मृदीय,எடாபிக்
मृद विज्ञान,எடாஃபாலஜி
"मेड़बंदी, किनारा बनाना, किनारा बंदी",விளிம்பு
खाद्य अंश,உண்ணக்கூடிய பகுதி
मांग की लोच,தேவையின் நெகிழ்ச்சி
उत्पादन लोच,உற்பத்தியின் நெகிழ்ச்சி
विद्युत्-अपघटन,மின்னாற்பகுப்பு
वैद्युतकण-संचलन,எலக்ட்ரோபோரேசிஸ்
अवक्षालन,நீர்த்தல்
" विपुंसीकारित्र, बंधकारित्र , विपुंसीकार, बंध्यकार",எமாஸ்குலேட்டர்
"मेड़ बंदी, डौलबंदी",உள்ளடக்கியது
भ्रूण,கரு
"भ्रूणविज्ञान, भ्रौणिकी",கரு
"निकलना, निर्गमन",தோற்றம்
पायसीकारक,குழம்பாக்கி
अंतर्जात,எண்டோஜெனஸ்
अंतःसूत्री विभाजन,எண்டோமிடோசிஸ்
अंतःपरजीवी,எண்டோபராசைட்
भ्रूणपोष,எண்டோஸ்பெர்ம்
उद्यम,நிறுவனம்
कीटविज्ञान,பூச்சியியல்
पर्यावरण,சூழல்
"प्रकिण्व, एन्जाइम",நொதி
दलपुंज कलमबंदी,எபிகோடைல் ஒட்டுதல்
"अधिपादप, एपिफाइट",எபிபைட்
समानधारिता,பங்கு
उन्मूलन,ஒழிப்பு
आवश्यक पोषक तत्व,அத்தியாவசிய ஊட்டச்சத்துக்கள்
"परिमापन, कूतना, आकलन",மதிப்பீடு
पांडुरता,Etiolation
सुजननिक,யூஜெனிக்
मूल्यांकन,மதிப்பீடு
वाष्पनमापी,ஆவியாதல்
वाष्पन-वाष्पोत्सर्जन,ஆவி-டிரான்ஸ்பிரேஷன்
सदाहरित क्रांति,பசுமையான புரட்சி
"सदाहरित, सदापर्णी",பசுமையான
विकास,பரிணாமம்
उच्छेद करना,கலால்
परिक्षय (उर्वरता),சோர்வு (கருவுறுதல்)
शोषण,சுரண்டல்
"खोज, अन्वेषण",ஆய்வு
"बहिर्बेधन, उत्सारण",வெளியேற்றம்
आंख (गन्ना/आलू),கண் (சுகர்கேன்/உருளைக்கிழங்கு)
