Hindi,Assamese
संकलन-व्यवकलन काल,সংকলন-বিয়োগ সময়
योजक,adder
"योग, जोड़, संकलन (सं.), योगात्मक (वि.)","যোগফল, যোগ, যোগফল (ed.), যোগ (v.)"
अतिरिक्त स्थिरांक,যোগ ধ্ৰুৱক
त्वरण-योग नियम,ত্বৰণ-যোগফল নিয়ম
दूरी-योग नियम,দূৰত্ব-যোগফল নিয়ম
वेग-योग नियम,বেগ-যোগফল নিয়ম
सदिशों का योग,ভেক্টৰৰ যোগফল
संकलन अभिक्रिया,সংগ্ৰহ বিক্ৰিয়া
अतिरिक्त अर्धतल,অতিৰিক্ত মজিয়া
"संयोजी स्वर, अतिरिक्त टोन (स्वर)","সংযোগী সুৰ, অতিৰিক্ত সুৰ (স্বৰ)"
"योज्य, योगात्मक","যোগকৰণ, যোগকৰণ"
योज्य प्रणाल,যোগকৰণ ব্যৱস্থা
संयोजी वर्ण,সংমিশ্ৰিত আখৰ
संकली वर्ण प्रक्रम,সৰ্বমুঠ আখৰ প্ৰক্ৰিয়া
योज्य पूरक रंग,যোগকৰণৰ পৰিপূৰক ৰং
योज्य स्थिरांक,যোগকৰণ ধ্ৰুৱক
योज्य कर्षण,যোগকৰণ ট্ৰেকচন
योज्य प्रभाव,যোগকৰণ প্ৰভাৱ
योजित कारक,যোগকৰণ কাৰক
योज्य फलन,যোগকৰণ কাৰ্য্য
योज्य मिश्रण,যোগকৰণৰ মিশ্ৰণ
योज्य मूलवर्ण,যোগকৰণৰ মূল
योज्य प्रक्रम,যোগকৰণ প্ৰক্ৰিয়া
"योज्यता, योगशीलता",যোগযোগ্যতা
योज्य क्वांटम संख्या,যোগকৰণ কোৱাণ্টাম সংখ্যা
संकलन अभिक्रिया,সংগ্ৰহ বিক্ৰিয়া
योज्यता,যোগযোগ্যতা
एडीट्रॉन,aditron
पता*,ঠিকনা*
पता अभिकलन,ঠিকনা গণনা
पता-स्थल,ঠিকনা
पता-कूटवचन,ঠিকনা এনক্ৰিপচন
पता व्यंजक,ঠিকনা প্ৰকাশ
पता-सुगमता,ঠিকনাযোগ্যতা
पता पट्टिका,ঠিকনা বাৰ
पता बत्ती,ঠিকনা পোহৰ
पता-आपरिवर्तन,ঠিকনা সলনি কৰা
पतांश,পতনশ
पता पंजी,ঠিকনা পঞ্জীয়ন
पता चयन स्विच,ঠিকনা নিৰ্বাচন চুইচ
पता छाँटाई सारणी,ঠিকনা সজাই পৰাই তোলা টেবুল
पताभिगमन,সম্বোধন কৰা
ऐड्रेसोग्राफ़,এড্রেছ&#39;গ্ৰাফ
पता-प्रणाली,ঠিকনা ব্যৱস্থাপ্ৰণালী
आसंजन,আঠাযুক্ততা
आसंजन तनाव,আঠাযুক্ত চাপ
आसंजी ऊर्जा,আঠাযুক্ত শক্তি
आसंजक अवरोधन,আঠাযুক্ত ব্লক কৰা
ऐडियाबैट,আদিয়াবাট
रूद्धोष्म,adiabatic
रूद्धोष्म त्वरण,এডিয়াবেটিক ত্বৰণ
रूद्धोष्म सन्निकटन,এডিয়াবেটিক আনুমানিককৰণ
रूद्धोष्म आयतन गुणांक,এডিয়াবেটিক আয়তন সহগ
रूद्धोष्म ऊष्मामापी,এডিয়াবেটিক থাৰ্মোমিটাৰ
रूद्धोष्म परिवर्तन,এডিয়াবেটিক পৰিৱৰ্তন
"ऐडियाबेटिक चार्ट, रूद्धोष्म संचित्र","এডিয়াবেটিক চাৰ্ট, এডিয়াবেটিক চাৰ্ট"
रूद्धोष्म संपीड्यता,এডিয়াবেটিক সংকোচন ক্ষমতা
रूद्धोष्म संपीडन,এডিয়াবেটিক কম্প্ৰেছন
रूद्धोष्म संरोध,এডিয়াবেটিক গৰ্ভনিৰোধক
रूद्धोष्म शीतलन सीमा,এডিয়াবেটিক শীতল সীমা
रूद्धोष्म वक्र,এডিয়াবেটিক বক্ৰ
रूद्धोष्म विरूपण,এডিয়াবেটিক বিকৃতি
रूद्धोष्म विचुंबकन,এডিয়াবেটিক বিচুম্বকীয়কৰণ
रूद्धोष्म वियोजन,এডিয়াবেটিক ৰিজ&#39;লিউচন
रूद्धोष्म विस्थापन,এডিয়াবেটিক বিচ্যুতি
रूद्धोष्म प्रभाव,এডিয়াবেটিক ইফেক্ট
रूद्धोष्म प्रत्यास्थता,এডিয়াবেটিক ইলাষ্টিকতা
रूद्धोष्म दीर्घवृत्त,এডিয়াবেটিক এলিপছয়ড
रूद्धोष्म पूर्ण-ऊष्मा हास,adiabatic পূৰ্ণ-তাপ ক্ষতি
रूद्धोष्म-समीकरण,এডিয়াবেটিক সমীকৰণ
रूद्धोष्म अवस्था समीकरण,এডিয়াবেটিক অৱস্থা সমীকৰণ
रूद्धोष्म संतुलन-ताप,এডিয়াবেটিক ভাৰসাম্য উষ্ণতা
रूद्धोष्म संतुलन,এডিয়াবেটিক ভাৰসাম্য
रूद्धोष्म प्रसार,adiabatic বিস্তাৰ
रूद्धोष्म ज्वाला ताप,এডিয়াবেটিক শিখাৰ উষ্ণতা
रूद्धोष्म प्रवाह,এডিয়াবেটিক প্ৰবাহ
रूद्धोष्म उच्चावचन,adiabatic উচ্চাৰণ
रूद्धोष्म गैस समीकरण,এডিয়াবেটিক গেছ সমীকৰণ
रूद्धोष्म प्रवणता,এডিয়াবেটিক গ্ৰেডিয়েন্ট
रूद्धोष्म ऊष्मा ह्रास,এডিয়াবেটিক তাপ ক্ষতি
रूद्धोष्म आयनन विभव,এডিয়াবেটিক আয়নীয়কৰণ বিভৱ
रूद्धोष्म ह्रास-दर,এডিয়াবেটিক মূল্য হ্ৰাসৰ হাৰ
रूद्धोष्म संवेग आवेश,এডিয়াবেটিক গতিবেগ আধান
रूद्धोष्म प्रक्रम,এডিয়াবেটিক প্ৰক্ৰিয়া
रूद्धोष्म अभिक्रिया,এডিয়াবেটিক বিক্ৰিয়া
रूद्धोष्म चाल,adiabatic খোজ
रूद्धोष्म विकृति-ऊर्जा,এডিয়াবেটিক বিকৃতি শক্তি
रूद्धोष्म निकाय,এডিয়াবেটিক বডি
रूद्धोष्म ताप प्रवणता,এডিয়াবেটিক তাপ গ্ৰেডিয়েণ্ট
रूद्धोष्म उपरोधन,&#39;এডিয়াবেটিক এবেটমেন্ট&#39;
रूद्धोष्म रूपान्तरण,এডিয়াবেটিক ৰূপান্তৰ
"प्रकाश रसोक्रिया, विकिरण रोधी","সালোক সংশ্লেষণ, বিকিৰণ বিৰোধী"
