Bengali,Punjabi
ফাইটোসিডারোফোর,ਫਾਈਟੋਸੀਡਰਫੋਨ
ফাইটোটক্সিক,ਫਾਈਟੋਟੋਕਸਿਕ
ফাইটোট্রন,ਫਾਈਟਰਨ
চিত্রগ্রন্থ,ਪਿਕਟੋਗ੍ਰਾਫ
পাই ডায়াগ্রাম,ਪਾਈ ਚਿੱਤਰ
পাইজোমিটার,ਪਾਇਜ਼ੋਮੀਟਰ
কলস চাষ,ਪਥਰ ਫਾਰਮਿੰਗ
স্থান নির্ধারণ (সার),ਪਲੇਸਮੈਂਟ (ਖਾਦ)
প্লাসেন্টা,ਪਲੇਸੈਂਟਾ
প্ল্যাঙ্কিং,ਯੋਜਨਾਬੰਦੀ
উদ্ভিদ প্রজনন,ਪੌਦੇ ਦਾ ਪਾਲਣ ਪੋਸ਼ਣ
উদ্ভিদ ঘনত্ব,ਪੌਦਾ ਘਣਤਾ
উদ্ভিদ বাস্তুশাস্ত্র,ਪੌਦਾ ਹਾਵੋਲੋਜੀ
উদ্ভিদ বৃদ্ধি প্রবর্তক,ਪੌਦੇ ਦੇ ਵਾਧੇ ਦੇ ਪ੍ਰਮੋਟਰ
উদ্ভিদ বৃদ্ধি নিয়ন্ত্রক,ਪੌਦੇ ਦੇ ਵਿਕਾਸ ਰੈਗੂਲੇਟਰ
উদ্ভিদ ভূমিকা,ਪਲਾਂਟ ਜਾਣ-ਪਛਾਣ
উদ্ভিদ পুষ্টি,ਪੌਦਾ ਪੌਸ਼ਟਿਕ ਤੱਤ
উদ্ভিদ পুষ্টি,ਪੌਦਾ ਪੋਸ਼ਣ
উদ্ভিদ পৃথকীকরণ নিয়ন্ত্রণ,ਪੌਦਾ ਕੁਆਰੰਟੀਨ ਰੈਗੂਲੇਸ਼ਨ
উদ্ভিদ টিস্যু পরীক্ষা,ਪੌਦੇ ਟਿਸ਼ੂ ਟੈਸਟ
বৃক্ষরোপণ ফসল,ਪੌਦੇ ਲਗਾਉਣ ਦੀਆਂ ਫਸਲਾਂ
রোপনকারী,ਪਲਾਂਟਰ
রোপণ উপাদান,ਲਾਉਣਾ ਸਮੱਗਰੀ
রোপণ অনুপাত,ਲਾਉਣਾ ਅਨੁਪਾਤ
প্লাজমা,ਪਲਾਜ਼ਮਾ
প্লাজমা মেমব্রেমে,ਪਲਾਜ਼ਮਾ ਝਿੱਲੀ
প্লাজমিড,ਪਲਾਜ਼ਮੀਡ
প্লাজমোডেসমাটা,ਪਲਾਜ਼ਮੋਡੇਸਮਾ
প্লাজমোলাইসিস,ਪਲਾਜ਼ਮੋਲਸਿਸ
প্লাস্টিকতা,ਪਲਾਸਟਿਕਟੀ
প্লাস্টিকচার,ਪਲਾਸਟਿਕਲਟਲਰਟ
প্লাস্টিড,ਪਲਾਸਟਿਕ
প্লিওট্রপিক জিন,ਵਾਈਨੀਓਟਰੋਪਿਕ ਜੀਨ
প্লট (পরীক্ষামূলক),ਪਲਾਟ (ਪ੍ਰਯੋਗਾਤਮਕ)
লাঙ্গল,ਹਲ ਵਾਹੁਣ
প্লাও-সোল,ਹਲ-ਇਕੋ
প্লাও-সোল প্লেসমেন্ট,ਹਲ--ਇਕੋ ਪਲੇਸਮੈਂਟ
প্লুভিয়াল ভাত জমি,ਚਾਵਲ ਦੀਆਂ ਜ਼ਮੀਨਾਂ
প্লুভিক,ਪਲਵਿਕ
বায়ুসংক্রান্ত স্প্রেয়ার,ਪਨੀਮੂਤਮ ਸਪਰੇਅਰ
নিউমোটোফোর,Pneumatophore
পডজল মাটি,ਪੋਡਜ਼ੋਲ ਮਿੱਟੀ
পডজোলাইজেশন,ਪੋਡਜ਼ੋਲਾਈਜ਼ੇਸ਼ਨ
পয়েন্ট মিউটেশন,ਬਿੰਦੂ ਪਰਿਵਰਤਨ
পোইসন বিতরণ,ਪੋਸੋਨ ਡਿਸਟ੍ਰੀਬਿ .ਸ਼ਨ
পরাগরেেটর,ਪਰਾਗਿਤ ਕਰਨ ਵਾਲਾ
পলিম্ব্রি,ਪੌਲੀਮਬਰਨੀ
পলিমারাইজেশন,ਪੌਲੀਸਿਮਰਾਈਜ਼ੇਸ਼ਨ
পলিমারফিজম,ਪੌਲੀਮੋਰਫਿਜ਼ਮ
পলিস্পার্মি,ਪੋਲੀਸਪਰਮੀ
পলিটেন ক্রোমোজোম,ਪੌਲੀਟੇਨ ਕ੍ਰੋਮੋਸੋਮ
পোমোলজি,ਪੋਮੋਲੋਜੀ
জনসংখ্যা,ਆਬਾਦੀ
পোরোসিটি (ছিদ্র-স্থান),ਪੋਰਸਿਟੀ (ਪੋਰੀਨ-ਸਪੇਸ)
উত্তরোত্তর পোস্ট,ਉਭਰਨ ਤੋਂ ਬਾਅਦ
ফসল পোস্ট,ਪੋਸਟ ਹਾਰਵੈਸਟ
ফসল কাটার পরে চাষ,ਹਾਰ-ਸਟੈਵ ਟਿਲਗੇਟ
পটাসিয়াম শোষণ অনুপাত,ਪੋਟਾਸ਼ੀਅਮ ਸਮਾਈ ਅਨੁਪਾਤ
পটাসিয়াম স্থিরকরণ,ਪੋਟਾਸ਼ੀਅਮ ਨਿਰਧਾਰਨ
সম্ভাব্য অম্লতা,ਸੰਭਾਵੀ ਤੇਜ਼ਾਬੀ
সম্ভাব্য ফসল ফলন,ਸੰਭਾਵਿਤ ਫਸਲ ਦਾ ਉਪਜ
সম্ভাব্য বাষ্পীভবন,ਸੰਭਾਵਿਤ ਭਾਫ
সম্ভাব্য বাষ্পীভবন,ਸੰਭਾਵਿਤ ਈਵੈਪੋਟ੍ਰਾਂਸਫ੍ਰੇਸ਼ਨ
হাঁস -মুরগির চাষ,ਪੋਲਟਰੀ ਖੇਤੀ
প্রেরি,ਪ੍ਰੇਰੀ
প্রাক-বিয়ারিং পিরিয়ড,ਪ੍ਰੀ-ਬੇਅਰਿੰਗ ਅਵਧੀ
বৃষ্টিপাতের পরিমাণ,ਮੀਂਹ
নির্ভুল চাষ,ਸ਼ੁੱਧਤਾ ਫਾਰਮਿੰਗ
যথার্থ কৃষি,ਸ਼ੁੱਧਤਾ ਖੇਤੀਬਾੜੀ
শিকারী,ਸ਼ਿਕਾਰੀ
প্রাক-উদাসীনতা,ਪ੍ਰੀ-ਉਭਰਨ
প্রাক-উদাসীনতা চিকিত্সা,ਪ੍ਰੀ-ਪ੍ਰਜਨਨ ਇਲਾਜ
প্রিপ্লান্টিং চিকিত্সা,ਪ੍ਰੀਪਲਿੰਗ ਇਲਾਜ
প্রেসমুড,ਪ੍ਰੈਸਮਡ
চাপ নতিমাত্র,ਦਬਾਅ ਗਰੇਡੀਐਂਟ
মূল্য স্থিতিস্থাপকতা,ਕੀਮਤ ਲਚਕਤਾ
মূল্য তালিকা,ਮੁੱਲ ਸੂਚਕਾਂਕ
প্রাথমিক সংস্কৃতি,ਪ੍ਰਾਇਮਰੀ ਸਭਿਆਚਾਰ
প্রাথমিক বৃদ্ধি,ਮੁ ly ਲੀ ਵਾਧਾ
প্রাথমিক চাষ,ਪ੍ਰਾਇਮਰੀ ਖੇਤ
প্রাইমার,ਪ੍ਰਾਈਮਰ
প্রাইমিং (তামাক),ਪ੍ਰਾਈਮਿੰਗ (ਤੰਬਾਕੂ)
আদিম পর্যায়,ਪ੍ਰਾਇਮਰੀ ਸਟੇਜ
প্রিওন,ਦੌਰ
সম্ভাবনা,ਸੰਭਾਵਨਾ
ক্ষত পরীক্ষা করা,ਪੜਤਾਲ
সমস্যা মাটি,ਸਮੱਸਿਆ ਵਾਲੀ ਮਿੱਟੀ
প্রক্রিয়াজাতকরণ,ਕਾਰਵਾਈ
উতপাদন কার্যক্রম,ਉਤਪਾਦਨ ਦੇ ਫੰਕਸ਼ਨ
প্রমোদ,ਉਤਪਾਦਕਤਾ
লাভ,ਲਾਭ
বংশধর-পরীক্ষা,ਪਰਗੇਨੀ-ਟੈਸਟਿੰਗ
প্রগতিশীল কৃষক,ਪ੍ਰਗਤੀਸ਼ੀਲ ਕਿਸਾਨ
প্রকল্প মূল্যায়ন,ਪ੍ਰੋਜੈਕਟ ਮੁਲਾਂਕਣ
প্রোকারিয়োট,ਪ੍ਰੋਕਰਿਯੋਟ
প্রচারক,ਪ੍ਰਮੋਟਰ
প্রফিল্যাকটিক স্প্রে,ਪ੍ਰੋਫਾਈਲੈਕਟਿਕ ਸਪਰੇਅ
মালিকানা চাষ,ਮਲਕੀਅਤ ਦੀ ਕਾਸ਼ਤਕਾਰ
প্রোটেনড্রস,ਪ੍ਰੋਟੈਰੇਸ
প্রোটিন,ਪ੍ਰੋਟੀਨ
প্রোটিন ইঞ্জিনিয়ারিং,ਪ੍ਰੋਟੀਨ ਇੰਜੀਨੀਅਰਿੰਗ
প্রোটিন সিকোয়েন্সিং,ਪ੍ਰੋਟੀਨ ਸੀਕੁਇਨਸਿੰਗ
প্রোটিন সংশ্লেষণ,ਪ੍ਰੋਟੀਨ ਸਿੰਥੇਸਿਸ
প্রোটোমিক্স,ਬਚਾਅ
প্রোটোগিনি,ਪ੍ਰੋਟੋਗੁਨੀ
প্রোটোপ্লাজম,ਪ੍ਰੋਟੋਪਲਾਸਸਮ
প্রোটোট্রফ,ਪ੍ਰੋਟੋਟ੍ਰੋਪ
প্রুসিক অ্যাসিড (এইচসিএন/ধুরিন),ਪ੍ਰੋਸੈਟੀ ਐਸਿਡ (HCN / Dhurin)
সিউডোলেল,ਛੱਤ
সিউডোহেরমাফ্রোডাইট,Pseudohermaphrodite
সাইকোমিটার,ਮਨੋਵਿਟਰੋਮੀਟਰ
পুডল,ਛੱਪੜ
দু: খিত মাটি,ਮਿੱਟੀ ਨੂੰ ਪੁੱਟਿਆ
পুডলিং,Puddling
পাল্পিং,ਮਿੱਠੇ
নাড়ি বীজ,ਨਬਜ਼ ਬੀਜ
পালভারাইজেশন,ਪਲਵਰਾਈਜ਼ੇਸ਼ਨ
পালভারাইজেশন (মাটি),ਪਲਵਰਾਈਜ਼ੇਸ਼ਨ (ਮਿੱਟੀ)
তীব্র,ਪੰਛੀ
খাঁটি সংস্কৃতি,ਸ਼ੁੱਧ ਸਭਿਆਚਾਰ
খাঁটি লাইন,ਸ਼ੁੱਧ ਲਾਈਨ
খাঁটি লাইন নির্বাচন,ਸ਼ੁੱਧ ਲਾਈਨ ਚੋਣ
পুর্গেটিভ,ਸ਼ੁੱਧ
পরিশোধন,ਸ਼ੁੱਧਤਾ
বিশুদ্ধতা পরীক্ষা,ਸ਼ੁੱਧਤਾ ਦਾ ਟੈਸਟ
পাইরানোমিটার,ਪਾਇਰੇਨੋਮੀਟਰ
পাইরেজোমিটার,ਪਾਇਰੇਜੋਮੀਟਰ
পাইরেহেলিওমিটার,ਪਰਫੇਲੋਮੀਟਰ
ধান,ਝੋਨਾ
পামারোসা,ਪਾਲੀਮਾਰੋਸਾ
পালমিরা পাম,ਪਾਲਮੀਰਾ ਪਾਮ
পান্ডানাস,ਪਾਂਡਨਸ
পেঁপে,ਪਪੀਤਾ
প্যারা ঘাস,ਪੈਰਾ ਘਾਹ
পার্সলে,ਪਾਰਸਲੇ
"পার্থেনিয়াম, (কংগ্রেস গ্রাস)","ਭਾਗਨੀਅਮ, (ਕਾਂਗਰਸ ਦਾ ਘਾਹ)"
পাচৌলি,ਪਚੌਲੀ
পীচ,ਆੜੂ
"ময়ূর ফুল, স্বর্গের ফুল","ਮੋਰ ਫੁੱਲ, ਪੈਰਾਡਾਈਜ਼ ਫੁੱਲ"
নাশপাতি,ਨਾਸ਼ਪਾਤੀ
মুক্তা বাজরা,ਪਰਲ ਬਾਜਰੇ
মটর,ਮਟਰ
পিক্যান বাদাম,ਪੇਕਨ ਗਿਰੀ
পেনেল,ਪੇਨਲ
পেপিনো,ਪੇਪਿਨੋ
মরিচ,ਮਿਰਚ
পেরিল্লা,ਪੈਲੀਲਾ
পেরিউইঙ্কল,ਪੈਰੀਵਿੰਕਲ
পার্সিমন,ਦਿਲਚਸਪ
ফালসা,ਫੇਲਸ
অড়হর,ਕਬੂਤਰ
পিম্পেরেল (আনাগালিস),ਮੁਹਾਸੇ (anagallis)
পাইন,ਪਾਈਨ
আনারস,ਅਨਾਨਾਸ
"পেস্তা, সবুজ বাদাম","ਪਿਸਤਾਿਓ, ਗ੍ਰੀਨ ਬਦਾਮ"
বরই,ਬੇਰ
পয়েন্টযুক্ত লাউ,ਧੱਕਾ ਕੀਤਾ
ডালিম,ਅਨਾਰ
পঙ্গম,ਪੋਂਗਮ
পপলার,ਪੌਪਲਰ
পপি,ਭੁੱਕੀ
পোর্টুলাকা,ਪੋਰੂਲਕਾ
আলু,ਆਲੂ
কাঁটা পোস্ত,ਪੱਕੇ ਭੁੱਕੀ
"গর্বের ভারত, চীন গাছ","ਭਾਰਤ, ਚੀਨ ਦੇ ਰੁੱਖ ਦਾ ਹੰਕਾਰ"
প্রোসো মিললেট,ਪ੍ਰੋਸ ਬਾਜਿਟ
সাইকেলিয়াম,ਸਾਈਕਲਿਅਮ
পুলাসান,ਪੂਲਸਾਨ
পামকিন,ਪੁੰਕਿਨ
পামেলো,Pummelo
আঁকা বাগ,ਪੇਂਟ ਕੀਤਾ ਬੱਗ
টিয়া পাখি,ਤੋਤਾ
ময়ূর,ਮੋਰ
পড বোরার,ਪੋਡ ਬੋਰਰ
পড ফ্লাই,ਪੋਡ ਫਲਾਈ
নাড়ি বিটল,ਪਲਸ ਬੀਟਲ
পাইরিলা,ਪਿਰਿੱਲਾ
প্যাথলজিস্ট,ਪੈਥੋਲੋਜਿਸਟ
পেডোলজিস্ট,ਪੈਡੋਲੋਜਿਸਟ
উদ্ভিদ ব্রিডার,ਪਲਾਂਟ ਬਰੇਡਰ
উদ্ভিদ রোগ বিশেষজ্ঞ,ਪੌਦੇ ਦੇ ਪੈਥੋਲੋਜਿਸਟ
উদ্ভিদ ফিজিওলজিস্ট,ਪੌਦੇ ਫਿਜ਼ੀਓਲੋਜਿਸਟ
পোমোলজিস্ট,ਪੋਮੋਲੋਜਿਸਟ
প্রশ্ন 10,ਪ੍ਰ 10
কিউটিএল (পরিমাণগত বৈশিষ্ট্য লোকি),Qtl (ਮਾਤਰਾਤਮਕ ਗੁਣਾਂ ਵਾਲੀ ਲੋਕੀ)
চতুর্ভুজ,ਕਵਾਡਰੇਟ
চতুর্ভুজ প্রতিক্রিয়া,ਚਤੁਰਭੁਜ ਜਵਾਬ
চতুর্ভুজ ফসল,ਚਤੁਰਭੁਜ
গুণগত উত্তরাধিকার,ਗੁਣਾਤਮਕ ਵਿਰਾਸਤ
মানের বীজ,ਗੁਣਵੱਤਾ ਦਾ ਬੀਜ
পরিমাণগত জেনেটিক্স,ਮਾਤਰਾਤਮਕ ਜੈਨੇਟਿਕਸ
পরিমাণগত উত্তরাধিকার,ਮਾਤਰਾਤਮਕ ਵਿਰਾਸਤ
কোয়ান্টাম বীজ,ਕੁਆਂਟਮ ਬੀਜ
পৃথকীকরণ,ਅਲਹਿਦਗੀ
পৃথকীকরণ কীটপতঙ্গ,ਕੁਆਰੰਟੀਨ ਕੀਟ
কোয়ার্টজ,ਕੁਆਰਟਜ਼
দ্রুত পরীক্ষা,ਤੇਜ਼ ਟੈਸਟ
নিরবতা,ਪੁੱਛਦਾ ਹੈ
কুইসেন্ট সেন্টার,ਬਿਰਧ ਸੈਂਟਰ
কোয়েল,ਬਟੇਲ
রাণী মৌমাছি,ਮਹਾਰਾਣੀ ਬੀ
R মান,R ਮੁੱਲ
রবি (শীত) ফসল,ਰਬੀ (ਸਰਦੀ) ਫਸਲ
রেসমে,ਰੇਸਮ
বিকিরণ,ਰੇਡੀਏਸ਼ਨ
র‌্যাডিকাল,ਰੈਡੀਕਲ
তেজস্ক্রিয়তা,ਰੇਡੀਓ ਐਕਟਿਵਿਟੀ
রেডিওবায়োলজি,ਰੇਡੀਓਬਾਇਓਲੋਜੀ
রেডিওমুনো অ্যাস,ਗ੍ਰੇਡ
রেডিওআইসোটোপ,ਰੇਡੀਓਸੋਟੋਪ
বৃষ্টির ফসল,ਮੀਂਹ ਦੇ ਪਾਣੀ ਦੀ ਕਟਾਈ
রেইনবো বিপ্লব,ਸਤਰੰਗੀ ਇਨਕਲਾਬ
বৃষ্টিপাত,ਮੀਂਹ
বৃষ্টি,ਮੀਂਹ
বৃষ্টি-গেজ,ਮੀਂਹ-ਗੇਜ
বর্ষাকাল,ਬਰਸਾਤੀ ਮੌਸਮ
উত্থিত বিছানা,ਬਿਸਤਰੇ
রাঞ্চিং,ਿੰਗ
Rancidy,ਰਣਦੀ
এলোমেলোভাবে প্রশস্ত পলিমারফিক,ਬੇਤਰਤੀਬੇ ਅਪੀਲ ਬਹੁਪੱਖੀ
এলোমেলো সাধারন,ਬੇਤਰਤੀਬ ਨਮੂਨਾ
র্যান্ডমাইজেশন,ਰੈਂਡਮਾਈਜ਼ੇਸ਼ਨ
এলোমেলোভাবে ব্লক ডিজাইন,ਬੇਤਰਤੀਬੇ ਬਲਾਕ ਡਿਜ਼ਾਈਨ
পরিসীমা (পরিসংখ্যান),ਸੀਮਾ (ਅੰਕੜੇ)
রেঞ্জল্যান্ড,ਰੇਂਜਲੈਂਡ
পরিসীমা পরিচালনা,ਸੀਮਾ ਪ੍ਰਬੰਧਨ
দ্রুত গ্রামীণ মূল্যায়ন (আরআরএ),ਰੈਪਿਡ ਪੇਂਡੂ ਮੁਲਾਂਕਣ (ਆਰ.ਆਰ.ਏ.ਆਰ.ਏ.)
রেশন,ਰਾਸ਼ਨ
রতুন,ਰੈਟਨ
রেটুন ক্রপিং,ਰੋਟਾ ਫਸਲ
রিপার,ਰੀਪਰ
Recalcitrant বীজ,ਰੀਕਲਸਿਟਰੈਂਟ ਬੀਜ
মন্দা চাষ,ਮੰਦੀ ਦਾ ਖੇਤੀ
মন্দা পর্ব,ਮੰਦੀ ਪੜਾਅ
বিরল,ਰੁਝਾਨ
রিচার্জ,ਰੀਚਾਰਜ
পারস্পরিক জিন,ਮੁੜ-ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲੇ ਜੀਨ
পুনরুদ্ধার জমি,ਮੁੜ ਪ੍ਰਾਪਤ ਕੀਤੀ ਜ਼ਮੀਨ
রিকম্বিন্যান্ট,ਮੁੜ
রিকম্বিন্যান্ট ডিএনএ প্রযুক্তি,ਰੀਜੋਮਿਨੀਨਟ ਡੀ ਐਨ ਏ ਟੈਕਨੋਲੋਜੀ
পুনঃসংযোগ,ਲੈਸਸ਼ਨ
পুনঃনির্মাণ,ਰੀਕਨ
পুনর্বিবেচনা জরিপ,ਜਾਦੂ ਦਾ ਸਰਵੇਖਣ
পুনরাবৃত্ত পিতামাতা,ਵਾਰ ਵਾਰ ਮਾਪੇ
পুনর্ব্যবহারযোগ্য বর্জ্য,ਰੀਸਾਈਕਲੇਬਲ ਰਹਿੰਦ
লাল শৈবাল,ਲਾਲ ਐਲਗੀ
লাল ডেটা বই,ਲਾਲ ਡਾਟਾ ਕਿਤਾਬ
লাল মাটি,ਲਾਲ ਮਿੱਟੀ
অক্সিডাইজেশান ও সংকোচনের ক্ষমতা,ਰੈਡੌਕਸ ਸਮਰੱਥਾ
হ্রাস নমুনা,ਘੱਟ ਨਮੂਨਾ
হ্রাস চাষ,ਘਟੀ
চিনি কমানো,ਖੰਡ ਨੂੰ ਘਟਾਉਣ
হ্রাস,ਕਮੀ
রেফারেন্স ফসল,ਸੰਦਰਭ ਦੀ ਫਸਲ
প্রতিবিম্ব সহগ,ਰਿਫਲਿਕਸ਼ਨ ਕਾਫੀ
প্রতিচ্ছবি,ਪ੍ਰਤੀਬਿੰਬ
রিফ্লেক্সড স্ট্যামেন,ਰਿਫਲੈਕਸਡ ਸਟੈਮਿਨ
প্রতিসরাঙ্ক,ਸੁਧਾਰਕ ਸੂਚਕਾਂਕ
রিফ্র্যাক্টোমিটার,ਰਿਫ੍ਰੈਕਟੋਮੀਟਰ
পুনর্জন্ম,ਪੁਨਰਜਨਮ
নিবন্ধিত বীজ,ਰਜਿਸਟਰਡ ਬੀਜ
রেজোলিথ,ਰੈਗੌਲੀਥ
রিগ্রেশন,ਰੈਗ੍ਰੇਸ਼ਨ
রিগ্রেশন সহগ,ਰੈਗ੍ਰੇਸ਼ਨ ਕਾਫੀ
নিয়ন্ত্রক জিন,ਰੈਗੂਲੇਟਰ ਜੀਨ
আপেক্ষিক শস্য-তীব্রতা সূচক,ਅਨੁਸਾਰੀ ਫਸਲਾਂ ਦੀ ਤੀਬਰਤਾ ਸੂਚਕਾਂਕ
আপেক্ষিক ভিড় সহগ (কে),ਰਿਸ਼ਤੇਦਾਰ ਭੀੜ ਦਾ ਗੁਣਕ (ਕੇ)
আপেক্ষিক বৃদ্ধির হার (আরজিআর),ਰਿਸ਼ਤੇਦਾਰ ਵਿਕਾਸ ਦਰ (RGR)
আপেক্ষিক আর্দ্রতা (আরএইচ),ਰਿਸ਼ਤੇਦਾਰ ਨਮੀ (ਆਰ.ਐਚ.)
আপেক্ষিক স্প্রেড সূচক,ਰਿਸ਼ਤੇਦਾਰ ਫੈਲਣ ਵਾਲਾ ਇੰਡੈਕਸ
আপেক্ষিক জলের সামগ্রী,ਅਨੁਸਾਰੀ ਪਾਣੀ ਦੀ ਸਮੱਗਰੀ
আপেক্ষিক আগাছা,ਰਿਸ਼ਤੇਦਾਰ ਬੂਟੀ
আপেক্ষিক ফলন সূচক,ਰਿਸ਼ਤੇਦਾਰ ਉਪਜ ਇੰਡੈਕਸ
আপেক্ষিক ফলন মোট,ਰਿਸ਼ਤੇਦਾਰ ਉਪਜ ਕੁੱਲ
রিলে ক্রপিং,ਰੀਲੇਅ ਫਸਲ
স্বস্তি,ਰਾਹਤ
রিমোট সেন্সিং,ਰਿਮੋਟ ਸੈਂਸਿੰਗ
শক্তির পুনর্নবীকরণযোগ্য উত্স,Energy ਰਜਾ ਦੇ ਨਵਿਆਉਣਯੋਗ ਸਰੋਤ
সংস্কার,ਨਵੀਨੀਕਰਣ
বিদ্বেষপূর্ণ,ਭਜਾਉਣਾ
প্রতিলিপি কাঁটাচামচ,ਪ੍ਰਤੀਕ੍ਰਿਤੀ ਫੋਰਕ
প্রতিলিপি,ਪ੍ਰਤੀਕ੍ਰਿਤੀ
রিপোর্টার জিন,ਰਿਪੋਰਟਰ ਜੀਨ
সারের অবশিষ্টাংশ,ਖਾਦ ਦਾ ਬਚਿਆ ਪ੍ਰਭਾਵ
সারের অবশিষ্টাংশ,ਖਾਦ ਦਾ ਬਚਾਓ ਪ੍ਰਭਾਵ
অবশিষ্ট সোডিয়াম কার্বনেট,ਰਹਿੰਦ-ਖੂੰਹਦ ਸੋਡੀਅਮ ਕਾਰਬੋਨੇਟ
অবশিষ্ট মাটির উর্বরতা,ਰਹਿੰਦ-ਖੂੰਹਦ ਮਿੱਟੀ ਜਣਨ ਸ਼ਕਤੀ
অবশিষ্টাংশ,ਬਾਕੀ ਦੇ
স্থিতিস্থাপকতা (ফসল),ਲਚਕੀਲ (ਫਸਲ)
রিসোর্স-ব্যবহার সূচকগুলি (আরইউআই),ਸਰੋਤ-ਵਰਤੋਂ ਸੂਚਕਾਂਕ (rui)
শ্বাস প্রশ্বাস কুইওটেন্ট,ਸਾਹ ਕੁਚਾਨੀ
শ্বাস প্রশ্বাসের রঙ্গক,ਸਾਹ ਦੇ ਪਿਗਮੈਂਟਸ
শ্বাস প্রশ্বাসের ভাগ,ਸਾਹ ਦੀ ਹਵਾਲੇ
প্রতিক্রিয়া বক্ররেখা,ਜਵਾਬ ਕਰਵ
প্রতিক্রিয়া,ਜਵਾਬ
পুনর্বাসন নিউক্লিয়াস,ਨਿਪਟਾਰਾ ਨਿ nuc ਕਲੀਅਸ
পুনরুদ্ধারকারী লাইন,ਰੀਸਟੋਰਲ ਲਾਈਨ
সীমাবদ্ধতা এনজাইম,ਪਾਬੰਦੀ ਪਾਚਕ
সীমাবদ্ধতা খণ্ড,ਪਾਬੰਦੀ ਟੁਕੜਾ
ফলাফল প্রদর্শন,ਨਤੀਜਾ ਪ੍ਰਦਰਸ਼ਨ
খুচরা বিক্রয়,ਰਵਾਨਾ
Retarder,ਰਿਟੇਰਡਰ
রেট্রোভাইরাস,ਰੀਟਰੋ ਵਾਇਰਸ
রিটেন,ਮੁੜ ਤੋਂ
রাজস্ব,ਮਾਲੀਆ
বিপরীত জেনেটিক্স,ਉਲਟਾ ਜੈਨੇਟਿਕਸ
বিপরীত রূপান্তর,ਉਲਟਾ ਪਰਿਵਰਤਨ
রাইজোব্যাকটিরিয়া (পিজিপিআর),ਰਾਈਜ਼ੋਬੈਟਰੀਆ (ਪੀਜੀਪੀਆਰ)
Rhizodeposition,Rhizoduzation
রিজয়েড,Rhizoid
রাইজোম,Rhizome
রাইজোস্ফিয়ার,ਰਾਈਜੋਸਫਾਇਰ
রাইবোসোম,ਰਿਬੋਸੋਮ
রিকেটসিয়া জীবের মতো,ਰਿਕਟਸੀਆ ਵਰਗੇ ਜੀਵ
রিজ প্রাক্তন (রাইডার),ਰਿਜ ਸਾਬਕਾ (ਰਿਸਟ)
রিজ রোপণ,ਰਿਜ ਲਾਉਣਾ
রিজ টেরেস,ਰਿਜ ਟੇਰੇਸ
রিজ পর্যন্ত,ਤਾਲ ਜਦ ਤੱਕ
রিল ক্ষয়,ਰਿਲੀਟ
ঝুঁকি,ਜੋਖਮ
আরএনএ মই,Rna ਪੌੜੀ
রক,ਚੱਟਾਨ
দুর্বৃত্ত,ਠੱਗ
দুর্বৃত্ত,ਰੋਬਿੰਗ
মূল ফসল,ਰੂਟ ਫਸਲ
রুট এক্সিউডেটস,ਜੜ
রুট গল নেমাটোড,ਰੂਟ ਗਾਲ ਨਮੇਟੋਡ
মূল প্ররোচিত প্লাজমিড,ਰੂਟ ਨੂੰ ਪ੍ਰੇਰਿਤ ਕਰਨਾ
রুট নোডুলস,ਰੂਟ ਨੂਡਿ .ਲ
রুটস্টক,ਰੂਟਸਟੌਕ
গোলাপের রোগ,ਰੋਸੈਟ ਦੀ ਬਿਮਾਰੀ
রোসেট পলিমব্রনি,ਰੋਸੈਟ ਪੋਲੀਬੇਨੀ
রোসেট ভাইরাস,ਰੋਸੈਟ ਵਾਇਰਸ
রোটারি টিলেজ,ਰੋਟਰੀ ਖੇਤ
ঘূর্ণন চারণ,ਰੋਟੇਸ਼ਨਲ ਚਰਾਉਣ ਵਾਲਾ
রাউগেজ,ਰੂਘੇਜ
সারি ফসল,ਕਤਾਰ ਦੀਆਂ ਫਸਲਾਂ
সারি ইন্টারক্রপিং,ਕਤਾਰ ਨਾਲ ਜੁੜੋ
আরটিএস পানীয়,ਆਰਟੀਐਸ ਪੇਅ
রানার,ਦੌੜਾਕ
রান-অফ কৃষিকাজ,ਰਨ-ਆਫ ਖੇਤੀ
রান অফ,ਰਨ-ਆਫ
গ্রামীণ আঞ্চলিক ব্যাংক,ਪੇਂਡੂ ਖੇਤਰੀ ਬੈਂਕ
মূলা,ਮੂਲੀ
বৃষ্টি গাছ,ਮੀਂਹ ਦੇ ਰੁੱਖ
কিসমিন,ਰਾਇਸਿਨ
রামবুটান,ਰਾਮਬਟਨ
রাঙ্গুন লতা,ਕਾਨੂਨਸ
র‌্যাপিড,ਬਲਾਤਕਾਰ
রাস্পবেরি,ਰਸਭਰੀ
ইঁদুর-লেজ মূলা,ਰੈਟ-ਪੂਛ ਮੂਲੀ
বেত,ਰਤਨ
লাল সিডার (টুনা),ਲਾਲ ਸੀਡਰ (ਟੋਨਾ)
লাল ক্লোভার,ਲਾਲ ਕਲੋਵਰ
লাল সিল্ক গাছ,ਰੈਡ ਰੇਸ਼ਮ ਦਾ ਰੁੱਖ
রিড ঘাস,ਡੇਡ ਘਾਹ
রোডস ঘাস,ਰੋਡਸ ਘਾਹ
