Odiya,Tamil
ବାଇନାରୀ ନିବେଶ ଆଉଟପୁଟ୍ ସିଷ୍ଟମ୍ (BIOS),பைனரி இன்வெஸ்ட்மென்ட் அவுட்புட் சிஸ்டம் (பயாஸ்)
ବାଇନାରୀ ସଂଖ୍ୟା,பைனரி எண்
ବାଇନାରୀ ଅପରେଟର୍ |,பைனரி ஆபரேட்டர்
ବାଇନାରୀ ସମ୍ପର୍କ |,பைனரி உறவு
ବାଇନାରୀ ସନ୍ଧାନ |,பைனரி தேடல்
ବାଇନାରୀ ଏକ୍ସପ୍ଲୋର୍ସନ୍ ଟ୍ରି (BST),பைனரி ஆய்வு மரம் (BST)
"1. ବାଇନାରୀ ସ୍ଥାନାନ୍ତର ବୃକ୍ଷ, 2 ବାଇନାରୀ ସ୍ଥାନାନ୍ତର |","1. பைனரி பரிமாற்ற மரம், 2. பைனரி பரிமாற்றம்"
ବାଇନାରୀ ଗଛ |,பைனரி மரம்
"1. ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି, ୨। ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି","1. இருமுனை நினைவகம், 2. இருமுனை நினைவகம்"
"1. ଜନ୍ମ ଏବଂ ମୃତ୍ୟୁ ମଡେଲ୍, ୨। ଜନ୍ମ ମୃତ୍ୟୁ ମଡେଲ |","1. பிறப்பு மற்றும் இறப்பு மாதிரி, 2. பிறப்பு இறப்பு மாதிரி"
ଜନ୍ମ ମୃତ୍ୟୁ ପ୍ରକ୍ରିୟା |,பிறப்பு இறப்பு செயல்முறை
"1. ଡୁକ୍, ୨ ବିଟ୍","1. டூக், 2. பிட்"
ବିଟ୍ ଦୋଷ |,சிறிய தவறு
ବିଟ୍ ମାନଚିତ୍ର,பிட் வரைபடம்
"1. ବିଟ୍, 2 ମାନଚିତ୍ର, 3 ପିକ୍ସେଲ (BMP)","1. பிட், 2. வரைபடம், 3. பிக்சல் (BMP)"
"1. ବିଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ, 2 ବିଟ୍ ଟେବୁଲ୍ |","1. பிட் மேட்ரிக்ஸ், 2. பிட் டேபிள்"
ବିଟ୍ ପ୍ୟାଟର୍ |,பிட் முறை
ବିଟ୍ ସ୍ଥିତି |,பிட் நிலை
"1. ବିଟ୍ ହାର, ୨ ବିଟ୍ ହାର","1. பிட் வீதம், 2. பிட் விகிதம்"
ଦୃଷ୍ଟିହୀନ ପରୀକ୍ଷା |,கண்மூடி சோதனை
ଶିମର୍,மின்னும்
ବ୍ଲକ,தொகுதி
"1. କ୍ୟାଚ୍ ଅବରୋଧ କରନ୍ତୁ, 2. କ୍ୟାଚ୍ / ଖଣ୍ଡ ମେମୋରୀକୁ ଅବରୋଧ କରନ୍ତୁ |","1. பிளாக் கேச், 2. பிளாக் கேச் / துண் நினைவகம்"
ଅନୁସନ୍ଧାନକୁ ଅବରୋଧ କରନ୍ତୁ |,தடுப்பு ஆய்வு
ଭଲ୍ୟୁମ୍ କପି,தொகுதி நகல்
ବ୍ଲକ ଚିତ୍ର,தொகுதி வரைபடம்
"1. ଅବରୋଧିତ ନେଟୱାର୍କ, 2. ଅବରୋଧିତ ନେଟୱାର୍କ |","1. தடுக்கப்பட்ட நெட்வொர்க், 2. தடுக்கப்பட்ட நெட்வொர்க்"
ବୋର୍ଡ |,பலகை
ପୃଷ୍ଠା ସ୍ମୃତି,பக்க நினைவகம்
ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |,பூலியன் இயற்கணிதம்
ବୁଲିଅନ୍ ସମ୍ପର୍କ |,பூலியன் உறவு
ବୁଟ ବିଭାଜନ,துவக்க பகிர்வு
ବୁଟ ଷ୍ଟ୍ରାପିଂ,பூட் ஸ்ட்ராப்பிங்
1. ବୁଟଷ୍ଟ୍ରାପ୍ ଲୋଡର୍ |,1.பூட்ஸ்ட்ராப் ஏற்றி
"1. ବ୍ରିଜ୍, 2. ବ୍ରିଜ୍","1.பாலம், 2.பாலம்"
ବ୍ରଡବ୍ୟାଣ୍ଡ ନେଟୱାର୍କ |,பிராட்பேண்ட் நெட்வொர்க்
ପ୍ରସାରଣ,ஒளிபரப்பு
ରେଡିଓ ପ୍ରସାରଣ |,ஒலிபரப்பு வானொலி
(ନେଟ୍) ଭିନ୍ନତା |,(நிகர) மாறுபாடு
(ନେଟ୍) ଭିକାର୍ |,(net) vicar
ବି-ଟ୍ରୁ |,பி-ட்ரூ
"1. ବବୁଲ୍ ମେମୋରୀ, 2. ବବୁଲ୍ ମେମୋରୀ |","1.குமிழி நினைவகம், 2.குமிழி நினைவகம்"
ବବୁଲ୍ ସର୍ଟ୍ |,குமிழி வகை
"1. ବକେଟ୍, 2. ବକେଟ୍","1.வாளி, 2.வாளி"
"1. ଭ୍ରାତୃତ୍ୱ ବ୍ୟବସ୍ଥା, 2. ବିଗ୍ ସିଷ୍ଟମ୍ |","1.சகோதர அமைப்பு, 2.பெரிய அமைப்பு"
ପ୍ରଭାବଶାଳୀ ବଜେଟ୍ ନିୟନ୍ତ୍ରଣ |,பயனுள்ள பட்ஜெட் கட்டுப்பாடு
ବଫର୍,தாங்கல்
ଅଭାବ,குறைபாடு
ଯଥେଷ୍ଟ,போதும்
"1. ଅଷ୍ଟା ଭିଆଙ୍କ, ୨ ବିଟ୍ (ଆଠ ବିଟ୍)","1. அஷ்ட வியாங்க், 2. பிட் (எட்டு பிட்கள்)"
ବାଇଟ୍ କୋଡ୍ |,பைட் குறியீடு
C (କମ୍ପ୍ୟୁଟର ଭାଷା),சி (கணினி மொழி)
"1.C ପ୍ଲସ୍ ପ୍ଲସ୍, 2.C ++ (କମ୍ପ୍ୟୁଟର ଭାଷା)","1.சி பிளஸ் பிளஸ், 2.சி++ (கணினி மொழி)"
"1. କ୍ୟାଶ୍, 2 ଦ୍ରୁତ, 3. ଜଳଖିଆ |","1.பணம், 2. வேகமாக, 3.வேகமாக"
"1. କ୍ୟାଚ୍ ବଫର୍, 2. ମେମୋରୀ ବଫର୍ |","1.கேச் பஃபர், 2.மெமரி பஃபர்"
"1. କ୍ୟାଚ୍ ମେମୋରୀ, 2. କ୍ୟାଚ୍ ମେମୋରୀ, 3.ଫାଷ୍ଟ ମେମୋରୀ |","1.கேச் மெமரி, 2.கேச் மெமரி, 3.ஃபாஸ்ட் மெமரி"
ଗଣନା,கணக்கீடு
"1. କାଲକୁଲେଟର, 2. କାଲକୁଲେଟର","1.கால்குலேட்டர், 2.கால்குலேட்டர்"
"1. କାଲକୁଲେଟର ଚିପ୍, 2 କାଲକୁଲେଟର ଚିପ୍","1.கால்குலேட்டர் சிப், 2. கால்குலேட்டர் சிப்"
ଆହ୍ୱାନ କରନ୍ତୁ |,அழைக்கவும்
ନାମ କଲ୍,பெயர் அழைப்பு
ରେଫରେନ୍ସ କଲ୍,குறிப்பு அழைப்பு
ସମ୍ମାନ କଲ୍,மரியாதை அழைப்பு
ଭେରିଏବଲ୍ କଲ୍,மாறி அழைப்பு
ନିମନ୍ତ୍ରଣ ଫାଟକ |,அழைப்பு வாயில்
"1. ବାତିଲ୍, 2. ବାତିଲ୍","1. ரத்து, 2. ரத்து"
ପ୍ରତ୍ୟାହାର ବଟନ୍ |,திரும்பப்பெறுதல் பொத்தான்
"1. ନିର୍ଦ୍ଦିଷ୍ଟ, 2 କାନୋନିକାଲ୍ |","1. பரிந்துரைக்கப்பட்ட, 2. நியமனம்"
କାନୋନିକାଲ୍ ଫର୍ମ |,நியமன வடிவம்
ଦକ୍ଷତା,திறன்
କ୍ଷମତା ତାଲିକା |,திறன் பட்டியல்
"1. ସାମର୍ଥ୍ୟ, 2 ଧରିବା","1. திறன், 2. வைத்திருக்கும்"
କ୍ୟାପ୍ ଲକ୍ କୀ |,தொப்பி பூட்டு விசை
"1. କାର୍ଡ, 2 ସିଟ୍ |","1. அட்டை, 2. தாள்"
କାର୍ଡ ରିଡର୍ |,கார்டு ரீடர்
ପ୍ରସିଦ୍ଧି,முக்கியத்துவம்
ବାହକ,கேரியர்
ବାହକ ବ୍ୟାଣ୍ଡ |,கேரியர் பேண்ட்
ବାହକ ଭାର,கேரியர் சுமை
ବାହକ ସଙ୍କେତ,கேரியர் சிக்னல்
ବାହକ ତରଙ୍ଗ |,கேரியர் அலை
ହାସଲ ହୋଇଛି |,சாதித்தது
ସ୍କୋର ହାସଲ ହୋଇଛି |,மதிப்பெண் பெற்றார்
ପତାକା ହାସଲ କରିଛି |,அடைந்த கொடி
"1. କାର୍ଟ୍ରିଜ୍ ଡିସ୍କ, 2. କାର୍ଟ୍ରିଜ୍ ଡିସ୍କ |","1.கார்ட்ரிட்ஜ் டிஸ்க், 2.கார்ட்ரிட்ஜ் டிஸ்க்"
"1. କ୍ୟାସକେଡ୍, 2. କ୍ୟାସକେଡ୍ |","1. அருவி, 2. அருவி"
ମାମଲା,வழக்கு
କ୍ୟାଥୋଡ୍-ରେ-ଟ୍ୟୁବ୍ (CRT),கேத்தோடு-கதிர் குழாய் (CRT)
କ୍ୟାଥୋଡ୍ ରାଇ ଟ୍ୟୁବ୍ (CRT) କ୍ୟାଥୋଡ୍ ରାଇ ଟ୍ୟୁବ୍ |,கத்தோட் கதிர் குழாய் (CRT) கத்தோட் கதிர் குழாய்
ସିଡି ରୋମ୍ ଡିସ୍କ ଡ୍ରାଇଭ୍ |,சிடி ரோம் டிஸ்க் டிரைவ்
କକ୍ଷ,செல்
ସେଲ୍ ଆନିମେସନ୍ |,செல் அனிமேஷன்
ସେଲୁଲାର୍ ଫୋନ୍ |,கை பேசி
"1. କେନ୍ଦ୍ରୀୟ ସ୍ମୃତି, ୨। କେନ୍ଦ୍ରୀୟ ସ୍ମୃତି","1. மைய நினைவகம், 2. மைய நினைவகம்"
କେନ୍ଦ୍ରୀୟ ପ୍ରକ୍ରିୟାକରଣ ୟୁନିଟ୍ (CPU),மத்திய செயலாக்க அலகு (CPU)
କେନ୍ଦ୍ରୀଭୂତ ପ୍ରଣାଳୀ |,மையப்படுத்தப்பட்ட அமைப்பு
ପ୍ରାମାଣିକ ଟେପ୍ |,அங்கீகரிக்கப்பட்ட டேப்
ଶୃଙ୍ଖଳା |,சங்கிலி
"1.series ଡାଟା, 2.series ବିଷୟବସ୍ତୁ |","1.தொடர் தரவு, 2.தொடர் உள்ளடக்கம்"
ଶୃଙ୍ଖଳା ଲିଙ୍କ୍ |,சங்கிலி இணைப்பு
ଶିକୁଳି,சங்கிலியிடுதல்
"1. ଚ୍ୟାନେଲ, 2. ଚ୍ୟାନେଲ","1.சேனல், 2.சேனல்"
"1. ଚାନେଲ୍ ବ୍ୟସ୍ତ ସ୍ୱର, 2. ଚାନେଲ୍ ବ୍ୟସ୍ତ ସ୍ୱର |","1.சேனல் பிஸி டோன், 2.சேனல் பிஸி டோன்"
"1. ଚାନେଲ୍ କ୍ଷମତା, 2. ଚାନେଲ୍ କ୍ଷମତା |","1.சேனல் திறன், 2.சேனல் திறன்"
"1. ଚାନେଲ୍ ନିୟନ୍ତ୍ରକ, 2. ଚାନେଲ୍ ନିୟନ୍ତ୍ରକ |","1.சேனல் கன்ட்ரோலர், 2.சேனல் கன்ட்ரோலர்"
"1. ଚ୍ୟାନେଲ୍ ତ୍ରୁଟି, 2. ଚାନେଲ୍ ତ୍ରୁଟି |","1. சேனல் பிழை, 2. சேனல் பிழை"
"1. ଚାନେଲ୍ ପ୍ରୋଗ୍ରାମ୍, 2. ଚାନେଲ୍ ପ୍ରୋଗ୍ରାମ୍ |","1.சேனல் புரோகிராம், 2.சேனல் புரோகிராம்"
"1. ଚାନେଲ ନିର୍ଭରଯୋଗ୍ୟତା, 2. ଚାନେଲ ନିର୍ଭରଯୋଗ୍ୟତା |","1.சேனல் நம்பகத்தன்மை, 2.சேனல் நம்பகத்தன்மை"
"1. ଚାନେଲ୍ ସେଟ୍, 2. ଚାନେଲ୍ ସେଟ୍ |","1.சேனல் தொகுப்பு, 2.சேனல் தொகுப்பு"
ପ୍ରତୀକ,சின்னம்
"1. ଅକ୍ଷର କୋଡ୍, 2 ବର୍ଣ୍ଣ କୋଡ୍","1.எழுத்து குறியீடு, 2. எழுத்து குறியீடு"
ବର୍ଣ୍ଣ ଚାବି,எழுத்து திறவுகோல்
ବର୍ଣ୍ଣ ପାଠକ,பாத்திர வாசகர்
"1. ପ୍ରତୀକ ଆକାର, 2. ପ୍ରତୀକ ଆକାର |","1. சின்ன அளவு, 2. சின்ன அளவு"
ଚିତ୍ରଣ,சித்திரமான
"1. ଚାସିସ୍, 2. ଚାସିସ୍","1.சேஸ், 2.சேஸ்"
ବିଟ୍ ଯାଞ୍ଚ କରନ୍ତୁ |,சோதனை பிட்
ଯାଞ୍ଚ ପଏଣ୍ଟଗୁଡିକ |,சோதனை புள்ளிகள்
ସମୁଦାୟ ଯାଞ୍ଚ କରନ୍ତୁ |,மொத்தத்தை சரிபார்க்கவும்
ଶବ୍ଦ ଯାଞ୍ଚ କରନ୍ତୁ |,சரிபார்ப்பு வார்த்தை
ଚିପ୍,சிப்
ଚିପ୍ ସେଟ୍ |,சிப் தொகுப்பு
"1. ବାଛନ୍ତୁ, 2. ବାଛନ୍ତୁ |","1.தேர்வு, 2.தேர்வு"
ବର୍ଣ୍ଣାନୁକ୍ରମିକ,அகரவரிசைப்படி
"1. ସଫର, ୨ ଶୂନ, 3 ସମୁଦ୍ରକୂଳ","1.சஃபர், 2. பூஜ்யம், 3. கடலோடி"
ସର୍କିଟ,சுற்று
ବୃତ୍ତ ତାଲିକା |,வட்ட பட்டியல்
ସେରେସ୍,செரிஸ்
ଉଲ୍ଲେଖ କରନ୍ତୁ |,குறிப்பிடவும்
"1.category, 2.category","1.வகை, 2.வகை"
କ୍ଲାସ୍ ଭେରିଏବଲ୍ |,வர்க்க மாறி
ବର୍ଗୀକରଣ,வகைப்பாடு
scavenging,துப்புரவு
ଖାଲି ସ୍ଥାନ,அழிக்கப்பட்ட பகுதி
"1. ସିଷ୍ଟମ୍ ସଫା କର, 2. ଚ୍ୟାନେଲ୍ ସଫା କର |","1. அமைப்பு சுத்தம், 2. சேனல் அழிக்க"
ଦବାନ୍ତୁ |,அச்சகம்
"1. ଗ୍ରାହକ, 2 କ୍ଲାଏଣ୍ଟ","1. வாடிக்கையாளர், 2. வாடிக்கையாளர்"
"1. କ୍ଲାଏଣ୍ଟ ସର୍ଭର, 2. କ୍ଲାଏଣ୍ଟ ସର୍ଭର |","1.கிளையண்ட் சர்வர், 2.கிளையண்ட் சர்வர்"
ଗ୍ରାହକ ଷ୍ଟବ୍ |,வாடிக்கையாளர் ஸ்டப்
କାଟିବା,வெட்டுதல் கலை
କଳା ଲାଇବ୍ରେରୀ କାଟିବା |,ஷேரிங் கலை நூலகம்
କ୍ଲିପ୍ ବୋର୍ଡ |,கிளிப் போர்டு
କ୍ଲିପର୍,கிளிப்பர்
କ୍ଲିପର୍ ଚିପ୍ |,கிளிப்பர் சிப்
ଦଳ,பிரிவு
"1. ୱାଚ୍, 2 କାଲାଡ |","1. கடிகாரம், 2. காலட்"
ଘଣ୍ଟା ଚକ୍ର |,கடிகார சுழற்சி
ଘଣ୍ଟା ଆବୃତ୍ତି,கடிகார அதிர்வெண்
କାଲାଡ୍ ହାର୍ଡୱେର୍ |,கலாட் வன்பொருள்
କାଲାଡ୍ ସ୍ପାନ୍ |,கலாட் ஸ்பாண்ட்
ଘଣ୍ଟା ଗତି,கடிகார வேகம்
ସମୟ ସିଙ୍କ୍ରୋନାଇଜେସନ୍ |,நேர ஒத்திசைவு
ଘଣ୍ଟା ଟିକ୍ |,கடிகார டிக்
କ୍ଲୋନ୍ |,குளோன்
ବନ୍ଦ,ஆஃப்
ବନ୍ଦ ସର୍କିଟ ଟିଭି | (CCTV),மூடிய சர்க்யூட் டிவி (மறைகாணி)
ବର୍ଣ୍ଣନା,விளக்கம்
"1. କ୍ଲାଉଡ୍ କମ୍ପ୍ୟୁଟିଂ, 2. କ୍ଲାଉଡ୍ କମ୍ପ୍ୟୁଟିଂ |","1.கிளவுட் கம்ப்யூட்டிங், 2.கிளவுட் கம்ப்யூட்டிங்"
ଗୁଣ୍ଡ |,கொத்து
"1. ଆଚ୍ଛାଦିତ କାର୍ଡ, 2 ଆଚ୍ଛାଦିତ ସିଟ୍ |","1. மூடிய அட்டை, 2. பூசிய தாள்"
ଆବୃତ କାଗଜ |,பூசிய காகித
ସମବାୟ,கோஆக்சியல்
ସମବାୟ କେବୁଲ୍ |,கோஆக்சியல் கேபிள்
କୋଡାସିଲ୍ |,கோடாசில்
"1. କୋଡ୍, 2. କୋଡ୍","1.குறியீடு, 2.குறியீடு"
"1. କୋଡ୍ ଜେନେରେଟର, 2 କୋଡ୍ ଜେନେରେଟର","1. குறியீடு ஜெனரேட்டர், 2. குறியீடு உற்பத்தியாளர்"
