Marathi,Kannada
"1. मार्गदर्शक तत्त्वे, 2. बॅच मार्क","1. ಮಾರ್ಗಸೂಚಿಗಳು, 2. ಬ್ಯಾಚ್ ಮಾರ್ಕ್"
द्विदिश संप्रेषण,ದ್ವಿಮುಖ ಸಂವಹನ
थेट दुवा,ನೇರ ಸಂಪರ್ಕ
बायनरी कोड,ಬೈನರಿ ಕೋಡ್
बायनरी अंक,ಬೈನರಿ ಅಂಕೆಗಳು
बायनरी इन्व्हेस्टमेंट आउटपुट सिस्टम (BIOS),ಬೈನರಿ ಇನ್ವೆಸ್ಟ್ಮೆಂಟ್ ಔಟ್ಪುಟ್ ಸಿಸ್ಟಮ್ (BIOS)
बायनरी संख्या,ಬೈನರಿ ಸಂಖ್ಯೆ
बायनरी ऑपरेटर,ಬೈನರಿ ಆಪರೇಟರ್
बायनरी संबंध,ದ್ವಿಮಾನ ಸಂಬಂಧ
बायनरी शोध,ಬೈನರಿ ಹುಡುಕಾಟ
बायनरी एक्सप्लोरेशन ट्री (BST),ಬೈನರಿ ಎಕ್ಸ್‌ಪ್ಲೋರೇಶನ್ ಟ್ರೀ (BST)
"1. बायनरी ट्रान्सफर ट्री, 2. बायनरी हस्तांतरण","1. ಬೈನರಿ ಟ್ರಾನ್ಸ್ಫರ್ ಟ್ರೀ, 2. ಬೈನರಿ ವರ್ಗಾವಣೆ"
बायनरी झाड,ಅವಳಿ ಮರ
"1. द्विध्रुवीय स्मृती, 2. द्विध्रुवीय स्मृती","1. ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ, 2. ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ"
"1. जन्म आणि मृत्यू मॉडेल, 2. जन्म मृत्यू मॉडेल","1. ಜನನ ಮತ್ತು ಮರಣ ಮಾದರಿ, 2. ಜನನ ಮರಣ ಮಾದರಿ"
जन्म मृत्यू प्रक्रिया,ಜನನ ಮರಣ ಪ್ರಕ್ರಿಯೆ
"1. ड्यूक, 2. बिट","1. ಡ್ಯೂಕ್, 2. ಸ್ವಲ್ಪ"
थोडा दोष,ಸ್ವಲ್ಪ ತಪ್ಪು
बिट नकाशा,ಬಿಟ್ ನಕ್ಷೆ
"1. बिट, 2. नकाशा, 3. पिक्सेल (BMP)","1. ಬಿಟ್, 2. ನಕ್ಷೆ, 3. ಪಿಕ್ಸೆಲ್ (BMP)"
"1. बिट मॅट्रिक्स, 2. बिट टेबल","1. ಬಿಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್, 2. ಬಿಟ್ ಟೇಬಲ್"
बिट नमुना,ಬಿಟ್ ಮಾದರಿ
बिट स्थिती,ಬಿಟ್ ಸ್ಥಾನ
"1. बिट रेट, 2. बिट दर","1. ಬಿಟ್ ದರ, 2. ಬಿಟ್ ದರ"
डोळ्यावर पट्टी चाचणी,ಕಣ್ಣುಮುಚ್ಚಿ ಪರೀಕ್ಷೆ
चमकणे,ಮಿನುಗು
ब्लॉक,ಬ್ಲಾಕ್
"1. ब्लॉक कॅशे, 2. ब्लॉक कॅशे / भाग मेमरी","1. ಬ್ಲಾಕ್ ಕ್ಯಾಶ್, 2. ಬ್ಲಾಕ್ ಕ್ಯಾಷ್ / ಚಂಕ್ ಮೆಮೊರಿ"
ब्लॉक चौकशी,ಬ್ಲಾಕ್ ತನಿಖೆ
खंड प्रत,ಸಂಪುಟ ನಕಲು
ब्लॉक आकृती,ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ
"1. ब्लॉक केलेले नेटवर्क, 2. ब्लॉक केलेले नेटवर्क","1. ನಿರ್ಬಂಧಿಸಿದ ನೆಟ್ವರ್ಕ್, 2. ನಿರ್ಬಂಧಿಸಿದ ನೆಟ್ವರ್ಕ್"
बोर्ड,ಬೋರ್ಡ್
पृष्ठ मेमरी,ಪುಟ ಮೆಮೊರಿ
बुलियन बीजगणित,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
बुलियन संबंध,ಬೂಲಿಯನ್ ಸಂಬಂಧ
बूट विभाजन,ಬೂಟ್ ವಿಭಾಗ
बूट strapping,ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್
1.बूटस्ट्रॅप लोडर,1.ಬೂಟ್ ಸ್ಟ್ರಾಪ್ ಲೋಡರ್
"1.ब्रिज, 2.ब्रिज","1.ಸೇತುವೆ, 2.ಸೇತುವೆ"
ब्रॉडबँड नेटवर्क,ಬ್ರಾಡ್ಬ್ಯಾಂಡ್ ನೆಟ್ವರ್ಕ್
प्रसारण,ಪ್ರಸಾರ
रेडिओ प्रसारित करा,ರೇಡಿಯೋ ಪ್ರಸಾರ
(नेट) भिन्नता,(ನಿವ್ವಳ) ವ್ಯತ್ಯಾಸ
(net) vicar,(ನಿವ್ವಳ) ವಿಕಾರ್
बी-ट्रू,ಬಿ-ಟ್ರು
"1.बबल मेमरी, 2.बबल मेमरी","1.ಬಬಲ್ ಮೆಮೊರಿ, 2.ಬಬಲ್ ಮೆಮೊರಿ"
बबल क्रमवारी,ಬಬಲ್ ರೀತಿಯ
"१ बादली, २ बादली","1.ಬಕೆಟ್, 2.ಬಕೆಟ್"
"1.बंधुत्व व्यवस्था, 2.मोठी व्यवस्था","1.ಭ್ರಾತೃತ್ವ ವ್ಯವಸ್ಥೆ, 2.ದೊಡ್ಡ ವ್ಯವಸ್ಥೆ"
प्रभावी बजेट नियंत्रण,ಬಜೆಟ್ ಪರಿಣಾಮಕಾರಿ ನಿಯಂತ್ರಣ
बफर,ಬಫರ್
उणीव,ಕೊರತೆ
पुरेसा,ಸಾಕು
"1. अष्ट व्यंक, 2. बिट (आठ बिट)","1. ಅಷ್ಟ ವ್ಯಾಂಕ್, 2. ಬಿಟ್ (ಎಂಟು ಬಿಟ್‌ಗಳು)"
बाइट कोड,ಬೈಟ್ ಕೋಡ್
सी (संगणक भाषा),ಸಿ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)
"१.सी प्लस प्लस, २.सी++ (संगणक भाषा)","1.C ಪ್ಲಸ್ ಪ್ಲಸ್, 2.C++ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)"
"1.रोख, 2. जलद","1.ನಗದು, 2. ವೇಗವಾಗಿ"
"1.कॅशे बफर, 2.मेमरी बफर","1.ಕ್ಯಾಶ್ ಬಫರ್, 2.ಮೆಮೊರಿ ಬಫರ್"
"1.कॅशे मेमरी, 2.कॅशे मेमरी, 3.फास्ट मेमरी","1.ಕ್ಯಾಶ್ ಮೆಮೊರಿ, 2.ಕ್ಯಾಶ್ ಮೆಮೊರಿ, 3.ಫಾಸ್ಟ್ ಮೆಮೊರಿ"
गणना,ಲೆಕ್ಕಾಚಾರ
"1.कॅल्क्युलेटर, 2.कॅल्क्युलेटर","1.ಕ್ಯಾಲ್ಕುಲೇಟರ್, 2.ಕ್ಯಾಲ್ಕುಲೇಟರ್"
"1.कॅल्क्युलेटर चिप,2. कॅल्क्युलेटर चिप","1.ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್, 2. ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್"
आवाहन करा,ಆವಾಹನೆ ಮಾಡಿ
नाव कॉल,ಹೆಸರು ಕರೆ
संदर्भ कॉल,ಉಲ್ಲೇಖ ಕರೆ
सन्मान कॉल,ಗೌರವ ಕರೆ
व्हेरिएबल कॉल,ವೇರಿಯಬಲ್ ಕರೆ
आवाहन गेट,ಆಹ್ವಾನ ಗೇಟ್
"1. रद्द करा, 2. रद्द करा","1. ರದ್ದು, 2. ರದ್ದು"
रद्द करण्याचे बटण,ಹಿಂತೆಗೆದುಕೊಳ್ಳುವ ಬಟನ್
"1. विहित, 2. विहित","1. ನಿಗದಿತ, 2. ಅಂಗೀಕೃತ"
प्रामाणिक फॉर्म,ಅಂಗೀಕೃತ ರೂಪ
क्षमता,ಸಾಮರ್ಥ್ಯ
क्षमता यादी,ಸಾಮರ್ಥ್ಯ ಪಟ್ಟಿ
"1. क्षमता, 2. धारण","1. ಸಾಮರ್ಥ್ಯ, 2. ಹಿಡಿದು"
कॅप्स लॉक की,ಕ್ಯಾಪ್ಸ್ ಲಾಕ್ ಕೀ
"1.कार्ड, 2. पत्रक","1.ಕಾರ್ಡ್, 2. ಹಾಳೆ"
कार्ड रीडर,ಕಾರ್ಡ್ ರೀಡರ್
प्रमुखता,ಪ್ರಾಮುಖ್ಯತೆ
वाहक,ವಾಹಕ
वाहक बँड,ವಾಹಕ ಬ್ಯಾಂಡ್
वाहक लोड,ವಾಹಕ ಲೋಡ್
वाहक सिग्नल,ವಾಹಕ ಸಂಕೇತ
वाहक लहर,ವಾಹಕ ತರಂಗ
साध्य केले,ಸಾಧಿಸಿದೆ
स्कोअर मिळवला,ಸ್ಕೋರ್ ಸಾಧಿಸಲಾಗಿದೆ
ध्वज प्राप्त केला,ಧ್ವಜವನ್ನು ಸಾಧಿಸಿದೆ
"1.काडतूस डिस्क, 2.काडतूस डिस्क","1.ಕಾರ್ಟ್ರಿಡ್ಜ್ ಡಿಸ್ಕ್, 2.ಕಾರ್ಟ್ರಿಡ್ಜ್ ಡಿಸ್ಕ್"
"1. धबधबा, 2. धबधबा","1. ಕ್ಯಾಸ್ಕೇಡ್, 2. ಕ್ಯಾಸ್ಕೇಡ್"
केस,ಪ್ರಕರಣ
कॅथोड-रे-ट्यूब (सीआरटी),ಕ್ಯಾಥೋಡ್-ರೇ-ಟ್ಯೂಬ್ (CRT)
कॅथोड रे ट्यूब (सीआरटी) कॅथोड रे ट्यूब,ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ (CRT) ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್
सीडी रोम डिस्क ड्राइव्ह,ಸಿಡಿ ರೋಮ್ ಡಿಸ್ಕ್ ಡ್ರೈವ್
सेल,ಕೋಶ
सेल अॅनिमेशन,ಸೆಲ್ ಅನಿಮೇಷನ್
भ्रमणध्वनी,ಸೆಲ್ಯುಲಾರ್ ಫೋನ್
"1. केंद्रीय स्मृती, 2. केंद्रीय स्मृती","1. ಕೇಂದ್ರ ಸ್ಮರಣೆ, 2. ಕೇಂದ್ರ ಸ್ಮರಣೆ"
सेंट्रल प्रोसेसिंग युनिट (CPU),ಕೇಂದ್ರೀಯ ಸಂಸ್ಕರಣಾ ಘಟಕ (CPU)
केंद्रीकृत प्रणाली,ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ
प्रमाणित टेप,ದೃಢೀಕೃತ ಟೇಪ್
साखळी,ಚೈನ್
"1.मालिका डेटा, 2.मालिका सामग्री","1.ಸರಣಿ ಡೇಟಾ, 2.ಸರಣಿ ವಿಷಯ"
साखळी दुवा,ಸರಪಳಿಯ ಕೊಂಡಿ
चेनिंग,ಚೈನ್ನಿಂಗ್
"1.चॅनेल, 2.चॅनेल","1.ಚಾನೆಲ್, 2.ಚಾನಲ್"
"1.चॅनेल व्यस्त टोन, 2.चॅनेल व्यस्त टोन","1.ಚಾನೆಲ್ ಬ್ಯುಸಿ ಟೋನ್, 2.ಚಾನೆಲ್ ಬ್ಯುಸಿ ಟೋನ್"
"1.चॅनेल क्षमता, 2.चॅनेल क्षमता","1.ಚಾನೆಲ್ ಸಾಮರ್ಥ್ಯ, 2.ಚಾನೆಲ್ ಸಾಮರ್ಥ್ಯ"
"1.चॅनेल कंट्रोलर, 2.चॅनेल कंट्रोलर","1.ಚಾನೆಲ್ ನಿಯಂತ್ರಕ, 2.ಚಾನೆಲ್ ನಿಯಂತ್ರಕ"
"1. चॅनल एरर, 2.चॅनल एरर","1. ಚಾನಲ್ ದೋಷ, 2.ಚಾನೆಲ್ ದೋಷ"
"1.चॅनेल प्रोग्राम, 2.चॅनेल प्रोग्राम","1.ಚಾನೆಲ್ ಪ್ರೋಗ್ರಾಂ, 2.ಚಾನೆಲ್ ಪ್ರೋಗ್ರಾಂ"
"1.चॅनेल विश्वसनीयता, 2.चॅनेल विश्वसनीयता","1.ಚಾನೆಲ್ ವಿಶ್ವಾಸಾರ್ಹತೆ, 2.ಚಾನೆಲ್ ವಿಶ್ವಾಸಾರ್ಹತೆ"
"1.चॅनेल सेट, 2.चॅनेल सेट","1.ಚಾನೆಲ್ ಸೆಟ್, 2.ಚಾನೆಲ್ ಸೆಟ್"
प्रतीक,ಲಾಂಛನ
"1. कॅरेक्टर कोड, 2. वर्ण कोड","1.ಕ್ಯಾರೆಕ್ಟರ್ ಕೋಡ್, 2. ಅಕ್ಷರ ಕೋಡ್"
वर्ण की,ಅಕ್ಷರ ಕೀ
वर्ण वाचक,ಅಕ್ಷರ ಓದುಗ
"1. प्रतीक आकार, 2. प्रतीक आकार","1. ಲಾಂಛನದ ಗಾತ್ರ, 2. ಲಾಂಛನದ ಗಾತ್ರ"
सचित्र,ಚಿತ್ರಾತ್ಮಕ
"1.चेसिस, 2.चेसिस","1.ಚಾಸಿಸ್, 2.ಚಾಸಿಸ್"
बिट तपासा,ಚೆಕ್ ಬಿಟ್
चेक पॉइंट्स,ಚೆಕ್ ಪಾಯಿಂಟ್‌ಗಳು
बेरीज तपासा,ಮೊತ್ತವನ್ನು ಪರಿಶೀಲಿಸಿ
शब्द तपासा,ಪದವನ್ನು ಪರಿಶೀಲಿಸಿ
चिप,ಚಿಪ್
चिप संच,ಚಿಪ್ ಸೆಟ್
"1.निवडा, 2.निवडा","1.ಆಯ್ಕೆ, 2.ಆಯ್ಕೆ"
वर्णक्रमानुसार,ವರ್ಣಮಾಲೆಯಂತೆ
"1.सफर, 2. शून्य, 3. नाविक","1.ಸಫರ್, 2. ಶೂನ್ಯ, 3. ಸಮುದ್ರಯಾನ"
सर्किट,ಸರ್ಕ್ಯೂಟ್
मंडळ यादी,ವಲಯ ಪಟ್ಟಿ
सेरेस,ಸೆರೆಸ್
उल्लेख,ಉಲ್ಲೇಖಿಸಿ
"1.श्रेणी, 2.श्रेणी","1.ವರ್ಗ, 2.ವರ್ಗ"
वर्ग व्हेरिएबल,ವರ್ಗ ವೇರಿಯಬಲ್
वर्गीकरण,ವರ್ಗೀಕರಣ
सफाई,ಕೆರೆದುಕೊಳ್ಳಿ
साफ केलेले क्षेत्र,ತೆರವುಗೊಳಿಸಿದ ಪ್ರದೇಶ
"1. सिस्टम साफ करा, 2. चॅनेल साफ करा","1. ಸಿಸ್ಟಮ್ ಅನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿ, 2. ಚಾನಲ್ ಅನ್ನು ತೆರವುಗೊಳಿಸಿ"
दाबा,ಒತ್ತಿ
"1. ग्राहक, 2. ग्राहक","1. ಗ್ರಾಹಕ, 2. ಗ್ರಾಹಕ"
"1.क्लायंट सर्व्हर, 2.क्लायंट सर्व्हर","1.ಕ್ಲೈಂಟ್ ಸರ್ವರ್, 2.ಕ್ಲೈಂಟ್ ಸರ್ವರ್"
ग्राहक स्टब,ಗ್ರಾಹಕ ಸ್ಟಬ್
कातरणे,ಕತ್ತರಿಸುವುದು
कातरणे कला लायब्ररी,ಶಿಯರಿಂಗ್ ಆರ್ಟ್ ಲೈಬ್ರರಿ
क्लिप बोर्ड,ಕ್ಲಿಪ್ ಬೋರ್ಡ್
क्लिपर,ಕ್ಲಿಪ್ಪರ್
क्लिपर चिप,ಕ್ಲಿಪ್ಪರ್ ಚಿಪ್
दुफळी,ಬಣ
"1.वॉच, 2. कॅलड","1. ವೀಕ್ಷಿಸಿ, 2. ಕ್ಯಾಲಡ್"
घड्याळ चक्र,ಗಡಿಯಾರ ಚಕ್ರ
घड्याळ वारंवारता,ಗಡಿಯಾರದ ಆವರ್ತನ
कलाड हार्डवेअर,ಕಲಾದ್ ಯಂತ್ರಾಂಶ
कलाड स्पंद,ಕಲಾದ್ ಸ್ಪ್ಯಾಂಡ್
घड्याळाचा वेग,ಗಡಿಯಾರದ ವೇಗ
वेळ सिंक्रोनाइझेशन,ಸಮಯ ಸಿಂಕ್ರೊನೈಸೇಶನ್
घड्याळाची टिक,ಗಡಿಯಾರ ಟಿಕ್
क्लोन,ತದ್ರೂಪಿ
बंद,ಆರಿಸಿ
क्लोज्ड सर्किट टीव्ही (सीसीटीव्ही),ಮುಚ್ಚಿದ ಸರ್ಕ್ಯೂಟ್ ಟಿವಿ (CCTV)
वर्णन,ವಿವರಣೆ
"1.क्लाउड संगणन, 2.क्लाउड संगणन","1.ಕ್ಲೌಡ್ ಕಂಪ್ಯೂಟಿಂಗ್, 2.ಕ್ಲೌಡ್ ಕಂಪ್ಯೂಟಿಂಗ್"
घड,ಗುಂಪನ್ನು
"1.कव्हर केलेले कार्ड, 2. लेपित पत्रक","1. ಕವರ್ಡ್ ಕಾರ್ಡ್, 2. ಲೇಪಿತ ಹಾಳೆ"
लेपित कागद,ಲೇಪಿತ ಕಾಗದ
समाक्षीय,ಏಕಾಕ್ಷ
समाक्षीय केबल,ಗಟ್ಟಿ ಕವಚದ ತಂತಿ
कोडासिल,ಕೊಡಸಿಲ್
"1.कोड, 2.कोड","1.ಕೋಡ್, 2.ಕೋಡ್"
"1. कोड जनरेटर, 2. कोड जनरेटर","1. ಕೋಡ್ ಜನರೇಟರ್, 2. ಕೋಡ್ ಜನರೇಟರ್"
कोड पृष्ठ,ಕೋಡ್ ಪುಟ
"1.कोड शब्द, 2.कोड शब्द","1.ಕೋಡ್ ವರ್ಡ್, 2.ಕೋಡ್ ವರ್ಡ್"
"1.कोडर, 2.कोडर","1.ಕೋಡರ್, 2.ಕೋಡರ್"
"1. एन्कोडिंग चाचणी, 2. कोडिंग चाचणी","1. ಎನ್ಕೋಡಿಂಗ್ ಟೆಸ್ಟ್, 2. ಕೋಡಿಂಗ್ ಟೆಸ್ಟ್"
एन्कोडिंग फॉर्म,ಎನ್ಕೋಡಿಂಗ್ ರೂಪ
"1. एन्कोडिंग शीट, 2. कोडिंग शीट","1. ಎನ್ಕೋಡಿಂಗ್ ಶೀಟ್, 2. ಕೋಡಿಂಗ್ ಶೀಟ್"
गुणांक,ಗುಣಾಂಕ
एकसंधता,ಒಗ್ಗಟ್ಟು
"1.कोल्ड बूट, 2.कोल्ड स्टार्ट","1.ಕೋಲ್ಡ್ ಬೂಟ್, 2.ಕೋಲ್ಡ್ ಸ್ಟಾರ್ಟ್"
थंड सुरुवात,ಶೀತ ಆರಂಭ
मदत,ಸಹಾಯ
कोसळणे,ಕುಸಿತ
"1.समावेश, 2.कॉन्केटनेट","1.ಸಂಘಟನೆ, 2.ಸಂಯೋಜಿತ"
"1.अनुक्रमित टेप,2. कॉलेट टेप","1.ಇಂಡೆಕ್ಸ್ಡ್ ಟೇಪ್, 2. ಕ್ಯಾಲೆಟ್ ಟೇಪ್"
टक्कर,ಘರ್ಷಣೆ
कोलन,ಕೊಲೊನ್
"1.वर्ण, 2.रंग","1. ಪಾತ್ರಗಳು, 2. ಬಣ್ಣಗಳು"
रंग संपृक्तता,ಬಣ್ಣದ ಶುದ್ಧತ್ವ
रंग टेबल,ಬಣ್ಣದ ಟೇಬಲ್
स्तंभ,ಕಂಬ
संयोजन,ಸಂಯೋಜನೆ
संमिश्र बॉक्स,ಸಂಯೋಜಿತ ಪೆಟ್ಟಿಗೆ
"1.command, 2.command","1.ಕಮಾಂಡ್, 2.ಕಮಾಂಡ್"
कमांड बटण,ಆದೇಶ ಬಟನ್
आदेश यादी,ಆದೇಶ ಪಟ್ಟಿ
टिप्पणी,ಕಾಮೆಂಟ್ ಮಾಡಿ
"1. वचनबद्धता, 2. वचनबद्धता","1. ಬದ್ಧತೆ, 2. ಬದ್ಧತೆ"
गोष्ट,ವಿಷಯ
कॉमन बिझनेस ओरिएंटेड लँग्वेज (COBOL),ಸಾಮಾನ್ಯ ವ್ಯವಹಾರ ಆಧಾರಿತ ಭಾಷೆ (COBOL)
सामान्य त्रुटी,ಸಾಮಾನ್ಯ ದೋಷ
सामान्य भाषा,ಸಾಮಾನ್ಯ ಭಾಷೆ
"1.सामान्य नाव, 2. सामान्य दिनचर्या","1.ಸಾಮಾನ್ಯ ಹೆಸರು, 2. ಸಾಮಾನ್ಯ ದಿನಚರಿ"
कम्युनिकेशन्स,ಸಂವಹನಗಳು
संप्रेषण लाइन,ಸಂವಹನ ಸಾಲು
संप्रेषण मोड,ಸಂವಹನ ಮೋಡ್
"1. कम्युनिकेशन नेटवर्क, 2. कम्युनिकेशन नेटवर्क","1. ಸಂವಹನ ಜಾಲ, 2. ಸಂವಹನ ಜಾಲ"
संप्रेषण पॅरामीटर,ಸಂವಹನ ನಿಯತಾಂಕ
संप्रेषण प्रणाली,ಸಂವಹನ ವ್ಯವಸ್ಥೆ
कॉम्पॅक्शन,ಸಂಕೋಚನ
कंप्रेसर,ಸಂಕೋಚಕ
कॉम्प्रेशन ट्रान्समिशन,ಸಂಕೋಚನ ಪ್ರಸರಣ
कंपनी नेटवर्क,ಕಂಪನಿ ನೆಟ್ವರ್ಕ್
तुलना चाचणी,ಹೋಲಿಕೆ ಪರೀಕ್ಷೆ
"1. सुसंगतता, 2. सुसंगतता","1. ಸ್ಥಿರತೆ, 2. ಹೊಂದಾಣಿಕೆ"
