Malayalam,Kannada
അനലോഗ് സിഗ്നൽ,ಅನಾಲಾಗ್ ಸಂಕೇತ
അനലോഗ് സിമുലേഷൻ,ಸಿಮ್ಯುಲೇಶನ್
അനലോഗ് സ്വിച്ച്,ಅನಲಾಗ್ ಸ್ವಿಚ್
അനലോഗ് സിസ്റ്റം,ಅನಾಲಾಗ್ ವ್ಯವಸ್ಥೆ
ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്  കൺവെർട്ടർ,ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್  ಪರಿವರ್ತಕ
ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്  എൻകോഡർ,ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್  ಸ್ಥಳಾಂತರಕ
അനലോഗ് ട്രാൻസ്മിഷൻ,ಅನಾಲಿಕೆ ಹರಡುವಿಕೆ
അനലോഗ് തരം,ಅನಾಲಾಗ್ ಪ್ರಕಾರ
വിശകലന ബ്ലോക്ക്,ವಿಶ್ಲೇಷಣೆ
വിശകലന മോഡ്,ವಿಶ್ಲೇಷಣೆ ವಿಧಾನ
അനലിറ്റിക്കൽ എഞ്ചിൻ,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಎಂಜಿನ್
പൂർവ്വിക ചുമതല,ಪೂರ್ವಜರ ಕಾರ್ಯ
അനുബന്ധ ഉപകരണങ്ങൾ,ಪೂರಳು ಉಪಕರಣಗಳು
ഒപ്പം,ಮತ್ತು
സർക്യൂട്ട്,ಮತ್ತು ಸರ್ಕ್ಯೂಟ್
ഘടകവും,ಮತ್ತು ಅಂಶ
ഗേറ്റിലും,ಮತ್ತು ಗೇಟ್
മാസ്കിംഗ്,ಮತ್ತು ಮರೆಮಾಚುವಿಕೆ
പ്രവർത്തനമല്ല (= ഒഴിവാക്കൽ,ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ ಅಲ್ಲ (= ಹೊರಗಿಡುವಿಕೆ
പ്രവർത്തനവും,ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ
അനെക്സ് മെമ്മറി,ಅನೆಕ್ಸ್ ಸ್ಮರಣೆ
വ്യാഖ്യാനിലും,ಟಿಪ್ಪಣಿ
Annnuniator,ಮೊಳಕೆ
ഉത്തരം തിരികെ,ಮತ್ತೆ ಉತ್ತರಿಸಿ
ഉത്തരം കാലതാമസം,ಉತ್ತರ ವಿಳಂಬ
ഉത്തരം നൽകുന്നു,ಸಮಯಕ್ಕೆ ಉತ್ತರಿಸುವುದು
ഉത്തര വിളക്ക്,ಉತ್ತರ ದೀಪ
ഉത്തരം പട്ടിക,ಉತ್ತರ ಪಟ್ಟಿ
ഉത്തരം മാത്രം,ಉತ್ತರ ಮಾತ್ರ
പ്രതീക്ഷ മോഡ്,ನಿರೀಕ್ಷೆಯ ಕ್ರಮ
മുൻകൂട്ടി ബഫറിംഗ്,ನಿರೀಕ್ಷಿತ ಬಫರಿಂಗ್
മുൻകൂട്ടി കാരി,ನಿರೀಕ್ಷಿತ ಸಾಗಣೆ
മുൻകൂട്ടി പങ്കിടൽ,ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್
ആന്റിക്കോസിൻസ് പ്രവർത്തനം,ಪ್ರತಿಕೂಲ ಕಾರ್ಯಾಚರಣೆ
Anticoicient ഘടകം,ಪ್ರತಿಷ್ಠಾನದ ಅಂಶ
അപ്രൈയോഡിക് ആന്റിന,ಅಪೇಕ್ಷಣೀಯ ಆಂಟೆನಾ
അപ്പർച്ചർ കാർഡ്,ದ್ಯುತಿರಂಧ್ರ ಚೀಲು
അപ്പർച്ചർ കോഡ്,ದ್ಯುತಿರಂಧ್ರ ಸಂಹಿತೆ
അപ്പർച്ചർ സമയം,ದ್ಯುತಿರಂಧ್ರ ಸಮಯ
അനുബന്ധം,ಅನುಬಂಧ
അനുബന്ധ ചുമതല,ಅನುಬಂಧ ಕಾರ್ಯ
അപ്ലിക്കേഷൻ ഡെവലപ്പർ,ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್
ആപ്ലിക്കേഷൻ ലെയർ,ಅಪ್ಲಿಕೇಶನ್ ಪದರ
ആപ്ലിക്കേഷൻ ഓറിയന്റഡ് ഭാഷ,ಅಪ್ಲಿಕೇಶನ್ ಆಧಾರಿತ ಭಾಷೆ
ആപ്ലിക്കേഷൻ പാക്കേജ്,ಅಪ್ಲಿಕೇಶನ್ ಪ್ಯಾಕೇಜ್
അപ്ലിക്കേഷൻ പ്രോഗ്രാം,ಅಪ್ಲಿಕೇಶನ್ ಕಾರ್ಯಕ್ರಮ
അപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്,ಅರ್ಜಿ ಪ್ರೋಗ್ರಾಮಿಂಗ್
അപേക്ഷ ആവശ്യമായ ഭാഷ,ಅಪ್ಲಿಕೇಶನ್ ಅಗತ್ಯವಿದೆ ಭಾಷೆ
അപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ,ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್‌ವೇರ್
പേഷൻ,ಬೆಲೆತುಂಬು
ഏകദേശ സിദ്ധാന്തം,ಅಂದಾಜು ಸಿದ್ಧಾಂತ
അനിയന്ത്രിതമായ പ്രവേശനം,ಅನಿಯಂತ್ರಿತ ಪ್ರವೇಶ
അനിയന്ത്രിതമായ ശ്രേണി കമ്പ്യൂട്ടർ,ಅನಿಯಂತ್ರಿತ ಅನುಕ್ರಮ ಕಂಪ್ಯೂಟರ್
മാദ്ധസ്ഥം,ಮಧ್ಯಸ್ಥಿಕೆ
വാസ്തുവിദ,ವಾಸ್ತುಶಿಲ್ಪಿ
ശേഖരം,ದಬಡೆ
ഏരിയ കോഡ്,ಪ್ರದೇಶ ಸಂಹಿತೆ
ഏരിയ തിരയൽ,ಪ್ರದೇಶ ಹುಡುಕಾಟ
ഏരിയ കൈമാറ്റം,ಪ್ರದೇಶ ವರ್ಗಾವಣೆ
ഏരിയ വേരിയബിൾ,ಪ್ರದೇಶ ವೇರಿಯಬಲ್
വാദം,ವಾದ
വാദം വിലാസം,ವಾದದ ವಿಳಾಸ
ആർദ്ര ലിസ്റ്റ്,ವಾದದ ಪಟ್ಟಿ
അരിറ്റെറ്റിക്കൽ നിർദ്ദേശം,ಅಂಕಗಣಿತ
"അരിത്മെറ്റിക്, ലോജിക് യൂണിറ്റ്",ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ
അരിത്മെറ്റിക് അസൈൻമെന്റ് സ്റ്റേറ്റ്മെന്റ്,ಅಂಕಗಣಿತದ ನಿಯೋಜನೆ ಹೇಳಿಕೆ
ഗണിത പരിശോധന,ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ
അരിത്മെറ്റിക് സ്ഥിരാങ്കം,ಅಂಕಗಣಿತದ
അരിത്മെറ്റിക് പരിവർത്തനം,ಅಂಕಗಣಿತ ಪರಿವರ್ತನೆ
അരിത്മെറ്റിക് ഡാറ്റ,ಅಂಕಗಣಿತದ ದತ್ತ
ഗണിത അപവാദം,ಅಂಕಗಣಿತದ ಅಪವಾದ
അരിത്മെറ്റിക് എക്സ്പ്രഷൻ,ಅಂಕಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ
അരിത്മെറ്റിക് നിശ്ചിത പോയിന്റ്,ಅಂಕಗಣಿತದ ಸ್ಥಿರ ಬಿಂದು
അരിത്മെറ്റിക് ശ്രേണി,ಅಂಕಗಣಿತದ ಶ್ರೇಣಿ
പ്രസ്താവനയാണെങ്കിൽ അരിത്മെറ്റിക്,ಹೇಳಿಕೆಯಿದ್ದರೆ ಅಂಕಗಣಿತ
അരിത്മെറ്റിക് ലോജിക്,ಅಂಕಗಣಿತದ ತರ್ಕ
അരിത്മെറ്റിക് ലോജിക് യൂണിറ്റ്,ಅಂಕಗಣಿತದ ತರ್ಕ ಘಟಕ
അരിത്മെറ്റിക് പ്രവർത്തനം,ಅಂಕಗಣಿತದ ಕಾರ್ಯಾಚರಣೆ
അരിത്മെറ്റിക് ഓപ്പറേറ്റർ,ಅಂಕಗಣಿತದ ನಿರ್ವಾಹಕ
അരിത്മെറ്റിക് ഓവർഫ്ലോ,ಅಂಕಗಣಿತದ ಉಕ್ಕಿ
അരിത്മെറ്റിക് പിക്ചർ ഡാറ്റ,ಅಂಕಗಣಿತದ ಚಿತ್ರ ಡೇಟಾ
ഗണിത മുൻഗണന,ಅಂಕಗಣಿತದ ಆದ್ಯತೆ
അരിത്മെറ്റിക് പ്രൈമറി,ಅಂಕಗಣಿತದ ಪ್ರಾಥಮಿಕ
അരിത്മെറ്റിക് രജിസ്റ്റർ,ಅಂಕಗಣಿತ
അരിത്മെറ്റിക് ബന്ധം,ಅಂಕಗಣಿತದ ಸಂಬಂಧ
അരിത്മെറ്റിക് സ്കാൻ,ಅಂಕಗಣಿತ
അരിത്മെറ്റിക് വിഭാഗം,ಅಂಕಗಣಿತದ ವಿಭಾಗ
അരിത്മെറ്റിക് ഷിഫ്റ്റ്,ಅಂಕಗಣಿತದ ಶಿಫ್ಟ್
അരിത്മെറ്റിക് ഷിഫ്റ്റിംഗ്,ಅಂಕಗಣಿತದ ಸ್ಥಳಾಂತರ
ഗണിത പ്രസ്താവന,ಅಂಕಗಣಿತದ ಹೇಳಿಕೆ
അരിത്മെറ്റിക് ടേം,ಅಂಕಗಣಿತದ ಪದ
അരിത്മെറ്റിക് അണ്ടർഫ്ലോ,ಅಂಕಗಣಿತದ ಕೆಳವರ್ಗ
അരിത്മെറ്റിക് യൂണിറ്റ്,ಅಂಕಗಣಿತದ ಘಟಕ
ശേണി,ರಂಗ
അറേ ബന്ധിത,ಸರಿದೂಗಿಸು
അറേ കമ്പ്യൂട്ടർ,ಅರೌಂಡ್ ಕಂಪ್ಯೂಟರ್
അറേ അളവ്,ದಾಟಲು
അറേ ഘടകം,ರಚನೆ ಅಂಶ
ശ്രമരീതി,ರಚನೆ ಅಭಿವ್ಯಕ್ತಿ
അറേ പേര്,ರಾಸಾಯನಿಕ
ഘടനകളുടെ നിര,ರಚನೆಗಳ ಶ್ರೇಣಿ
അറേ പ്രിന്റിംഗ്,ಸ ೦ ಗೀತ ಮುದ್ರಣ
അറേ പ്രോസസ്സിംഗ്,ರಚನೆ ಸಂಸ್ಕರಣೆ
അറേ പ്രോസസർ,ರಚನೆ ಸಂಸ್ಕಾರಕ
ആർട്ടിക്കേഷൻ പോയിന്റ്,ಉಚ್ಚಾರಣಾ ಬಿಂದು
കൃത്രിമ കോഗ്നിഷൻ,ಕೃತಕ ಅರಿವು
നിർമ്മിത ബുദ്ധി,ಕೃತಕ ಬುದ್ಧಿವಂತಿಕೆ
കൃത്രിമ ഭാഷ,ಕೃತಕ ಭಾಷೆ
കൃത്രിമ വേരിയബിൾ,ಕೃತಕ ವೇರಿಯಬಲ್
ആർട്സ് ആപ്ലിക്കേഷൻ ഡാറ്റ ബാങ്ക്,ಆರ್ಟ್ಸ್ ಅಪ್ಲಿಕೇಶನ್ ಡೇಟಾ ಬ್ಯಾಂಕ್
ആർട്സ് ആപ്ലിക്കേഷൻ സംഗീതം,ಆರ್ಟ್ಸ್ ಅಪ್ಲಿಕೇಶನ್ ಸಂಗೀತ
ആർട്സ് ആപ്ലിക്കേഷൻ പാറ്റേൺ തലമുറ,ಕಲೆಗಳ ಅಪ್ಲಿಕೇಶನ್ ಮಾದರಿ ಉತ್ಪಾದನೆ
ആസര്ണം,ತುತ್ತಾಗುವವನು
ആരോഹണം അടുക്കുക,ಆರೋಹಣ ರೀತಿಯ
Alcyly,ಮನ್ನಣೆ
ASCII നിയന്ത്രണ പ്രതീകം,ASCII ನಿಯಂತ್ರಣ ಪಾತ್ರ
ASCII കീ ബോർഡ്,ಎಎಸ್ಸಿಐಐ ಕೀ ಬೋರ್ಡ್
വശം,ಆಕಾರ
വശം,ಆಕಾರ ಮತ್ತು
സംയോജിപ്പിക്കുക,ಜೋಡಿಸು
ഒരുമിച്ചുകൂട്ടിയ ഉത്ഭവം,ಜೋಡಿಸಲಾದ ಮೂಲ
ദൈർഘ്യം കൂടിച്ചേർന്നു,ಅವಧಿಯನ್ನು ಜೋಡಿಸಿ
അസംബ്ലി,ಷೋಬರೆ
അസംബ്ലിലർ നിർദ്ദേശം,ಅಸೆಂಬ್ಲರ್ ನಿರ್ದೇಶನ
അസംബ്ലർ സൗകര്യം,ಅಸೆಂಬ್ಲರ್ ಸೌಲಭ್ಯ
അസംബ്ലിലർ ഭാഷ,ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ
കൂട്ടിച്ചേർക്കുന്നു,ಜೋಡಣೆ
ഒത്തുചേരൽ ഘട്ടം,ಜೋಡಣೆ ಹಂತ
സമയം ഒത്തുചേരുന്നു,ಜೋಡಣೆ ಸಮಯ
നിയമനിര്മ്മാണസഭ,ಸಭೆ
നിയമസഭാ ഭാഷ,ಜೋಡಣೆ ಭಾಷೆ
നിയമസഭാ ഭാഷ പ്രോഗ്രാമിംഗ്,ಅಸೆಂಬ್ಲಿ ಭಾಷಾ ಪ್ರೋಗ್ರಾಮಿಂಗ್
അസംബ്ലി ഭാഷാ സോഫ്റ്റ്വെയർ വഴക്കം,ಅಸೆಂಬ್ಲಿ ಭಾಷಾ ಸಾಫ್ಟ್‌ವೇರ್ ನಮ್ಯತೆ
നിയമസഭാ പട്ടിക,ಅಸೆಂಬ್ಲಿ ಪಟ್ಟಿ
നിയമസഭാ ഘട്ടം,ಅಸೆಂಬ್ಲಿ ಹಂತ
നിയമസഭ,ಜೋಡಣೆ ದಿನಚರಿ
നിയമസഭാലം,ಜೋಡಣೆ ಸಮಯ
നിയമസഭാസം,ಅಸೆಂಬ್ಲಿ ಘಟಕ
അസൈൻമെന്റ് ഇൻഡെക്സിംഗ്,ನಿಯೋಜನೆ ಸೂಚ್ಯಂಕ
അസൈൻമെന്റ് പ്രവർത്തനം,ನಿಯೋಜನೆ
അസൈൻമെന്റ് സ്റ്റേറ്റ്മെന്റ്,ನಿಯೋಜನೆ ಹೇಳಿಕೆ
അസോസിയേറ്റീവ് വിലാസം,ಸಹಾಯಕ ವಿಳಾಸ
അസോസിയേറ്റീവ് അറേ രജിസ്റ്റർ,ಸಹಾಯಕ ಅರೇ ರಿಜಿಸ್ಟರ್
അസോസിയേറ്റീവ് കീ,ಸಹಾಯಕ ಕೀಲಿಯ
അസോസിയേറ്റീവ് ഭാഷ,ಸಹಾಯಕ ಭಾಷೆ
അസോസിയേറ്റീവ് മെമ്മറി,ಸಹಾಯಕ ಸ್ಮರಣೆ
അസോസിയേറ്റീവ് സംഭരണം,ಸಹಾಯಕ ಸಂಗ್ರಹ
ദശാംശസ്ഥാനം അനുമാനിച്ചു,ದಶಮಾಂಶ ಬಿಂದುವನ್ನು med ಹಿಸಲಾಗಿದೆ
അസമമായ ഉപകരണം,ಅಸಾಧಾರಣವಲ್ಲದ ಸಾಧನ
അസമമായ ഐ / ഒ,ಅಸಮಪಾರ್ಶ್ವದ I/O
അസിൻക്രണസ്,ಅಸಮಕಾಲಿಕ
അസിൻക്രണസ് കമ്പ്യൂട്ടർ,ಅಸಮಕಾಲಿಕ ಕಂಪ್ಯೂಟರ್
അസിൻക്രണസ് ഡാറ്റ കൈമാറ്റം,ಅಸಮಕಾಲಿಕ ದತ್ತಾಂಶ ವರ್ಗಾವಣೆ
അസിൻക്രണസ് ഡാറ്റ ട്രാൻസ്മിഷൻ,ಅಸಮಕಾಲಿಕ ದತ್ತಾಂಶ ಪ್ರಸರಣ
അസിൻക്രണസ് ഉപകരണങ്ങൾ,ಅಸಮಕಾಲಿಕ ಸಾಧನಗಳು
അസിൻക്രണസ് പ്രവർത്തനം,ಅಸಮಕಾಲಿಕ ಕಾರ್ಯಾಚರಣೆ
അസിൻക്രണസ് സിഗ്ലിംഗ്,ಅಸಮಕಾಲಿಕ ಸಂಕೇತ
അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിക്സ്റ്റിംഗ്,ಅಸಮಕಾಲಿಕ ಸಮಯ ವಿಭಾಗ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್
അസിൻക്രണസ് ട്രാൻസ്മിഷൻ,ಅಸಮಕಾಲಿಕ ಪ್ರಸರಣ
അസിൻക്രണസ് ജോലി,ಅಸಮಕಾಲಿಕ ಕೆಲಸ
അറ്റാച്ചുചെയ്ത പ്രോസസ്സിംഗ്,ಲಗತ್ತಿಸಲಾದ ಸಂಸ್ಕರಣೆ
അറ്റാച്ചുചെയ്ത പ്രോസസർ,ಲಗತ್ತಿಸಲಾದ ಪ್ರೊಸೆಸರ್
അറ്റാച്ചുചെയ്ത പിന്തുണ പ്രോസസർ,ಲಗತ್ತಿಸಲಾದ ಬೆಂಬಲ ಪ್ರೊಸೆಸರ್
പങ്കെടുത്ത പ്രവർത്തനം,ಕಾರ್ಯಾಚರಣೆಯಲ್ಲಿ ಭಾಗವಹಿಸಿದರು
ട്രയൽ പ്രിന്ററിൽ പങ്കെടുത്തത്,ಟ್ರಯಲ್ ಪ್ರಿಂಟರ್‌ಗೆ ಹಾಜರಾದರು
ശ്രദ്ധ തടസ്സം,ಅಡಚಣೆ
ശ്രദ്ധ കീ,ಗಮನ
അറ്റൻവറൻസ്,ಗಮನ
അറ്റൻവറേഷൻ സ്ഥിരാങ്കം,ಅಟೆನ್ಯೂಯೇಷನ್ ​​ಸ್ಥಿರ
Attenuution വികസനം,ಅಟೆನ್ಯೂಯೇಷನ್ ​​ಅಸ್ಪಷ್ಟತೆ
അറ്റൻവേഷൻ ഇക്വൈസർ,ಅಟೆನ್ಯೂಯೇಷನ್ ​​ಈಕ್ವಲೈಜರ್
അറ്റൻവേറ്റർ,ಕೈಗೆಟುಕುವವನು
ആട്രിബ്യൂട്ട്,ಗುಣಲಕ್ಷಣ
കേൾക്കാവുന്ന അലാറം,ಶ್ರವ್ಯ ಎಚ್ಚರಿಕೆ
ഓഡിയോ കാസറ്റ്,ಆಡಿಯೊ ಕ್ಯಾಸೆಟ್
ഓഡിയോ അന്വേഷണം,ಆಡಿಯೊ ವಿಚಾರಣೆ
ഓഡിയോ ലൈൻ,ಆಡಿಯೊ ಮಾರ್ಗ
ഓഡിയോ പ്രതികരണം,ಆಡಿಯೊ ಪ್ರತಿಕ್ರಿಯೆ
ഓഡിയോ പ്രതികരണ സന്ദേശം,ಆಡಿಯೊ ಪ್ರತಿಕ್ರಿಯೆ ಸಂದೇಶ
ഓഡിയോ പ്രതികരണ യൂണിറ്റ്,ಆಡಿಯೊ ಪ್ರತಿಕ್ರಿಯೆ ಘಟಕ
ഓഡിയോപെപ്പ് സ്റ്റോറേജ് യൂണിറ്റ്,ಆಡಿಯೊಟೇಪ್ ಶೇಖರಣಾ ಘಟಕ
ഓഡിയോ ടെലികമ്മ്യൂണിക്കേഷൻ ലൈൻ,ಆಡಿಯೊ ದೂರಸಂಪರ್ಕ ಮಾರ್ಗ
ഓഡിയോ ടെർമിനൽ,ಆಡಿಯೊ ಟರ್ಮಿನಲ್
ഓഡിറ്റ് കമാൻഡ് ഭാഷ,ಲೆಕ್ಕಪರಿಶೋಧನೆ ಆಜ್ಞಾ ಭಾಷೆ
ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്,ಲೆಕ್ಕಪರಿಶೋಧನೆ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ഓഡിറ്റ് ട്രയൽ,ಲೆಕ್ಕಪರಿಶೋಧನೆ
ഗഹെൻഡ്,ವಾತಾವರಣ
വര്ദ്ധിപ്പിക്കുക,ಹೆಚ್ಚಿಸು
വര്ഗം,ವೃದ್ಧಕ
ഗന്ഥകാരി,ಲೇಖಕ
അധികാരമുള്ള,ಲೇಖಕ
രചയിതാവിന്റെ സംവിധാനം,ಲೇಖಕ ವ್ಯವಸ್ಥೆ
അധികാരം,ಅಧಿಕಾರ
അംഗീകാര കോഡ്,ದೃ code
അംഗീകൃത ലൈബ്രറി,ಅಧಿಕೃತ ಗ್ರಂಥಾಲಯ
അംഗീകൃത പ്രോഗ്രാം,ಅಧಿಕೃತ ಕಾರ್ಯಕ್ರಮ
അംഗീകൃത പ്രോഗ്രാം സൗകര്യം,ಅಧಿಕೃತ ಕಾರ್ಯಕ್ರಮ ಸೌಲಭ್ಯ
യാന്ത്രിക സംഗ്രഹം,ಸ್ವಯಂ ಅಮೂರ್ತ
തനിയെ ഉത്തരം,ಆಟೀರಿಯಾನ್ಸ್ವರ್
യാന്ത്രിക ബൂട്ടിംഗ്,ಆಟೋ ಬೂಟಿಂಗ್
യാന്ത്രിക ബൈപാസ്,ಆಟೋ ಬೈಪಾಸ್
യാന്ത്രിക കോൾ (= യാന്ത്രിക കോളിംഗ്),ಸ್ವಯಂ ಕರೆ (= ಸ್ವಯಂಚಾಲಿತ ಕರೆ)
യാന്ത്രിക കോഡർ,ಸ್ವಯಂ ಕೋಡರ್
യാന്ത്രിക ഡയൽ,ಸ್ವಯಂ ಡಯಲ್
ഓട്ടോഫ്ലോ,ಸ್ವೇಚ್l
യാന്ത്രിക സൂചിക,ಆಟೋ ಸೂಚ್ಯಂಕ
യാന്ത്രിക സൂചിക വിലാസം,ಸ್ವಯಂ ಸೂಚ್ಯಂಕ ವಿಳಾಸ
ഓട്ടോമാറ്റ,ಆಟೊಮಾಟಾ
ഓട്ടോമാറ്റ സിദ്ധാന്തം,ಆಟೊಮ್ಯಾಟಾ ಸಿದ್ಧಾಂತ
ഓട്ടോപ്പണ്,ಆಟೊಮ್ಯಾಟಾ ಪ್ರಕಾರ
യാന്ത്രിക ഗ്രന്ഥസൂചിക,ಸ್ವಯಂಚಾಲಿತ ಗ್ರಂಥಸೂಚಿ
യാന്ത്രിക ഡാറ്റ മാധ്യമം,ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಮಾಧ್ಯಮ
യാന്ത്രിക നിഘണ്ടു,ಸ್ವಯಂಚಾಲಿತ ನಿಘಂಟು
യാന്ത്രിക ഗ്ലോസറി,ಸ್ವಯಂಚಾಲಿತ ಗ್ಲಾಸರಿ
യാന്ത്രിക ലോജിക് ഡയഗ്രം,ಸ್ವಯಂಚಾಲಿತ ತರ್ಕ ರೇಖಾಚಿತ್ರ
യാന്ത്രിക മാനേജുമെന്റ്,ಸ್ವಯಂಚಾಲಿತ ನಿರ್ವಹಣೆ
