Malayalam,Hindi
അപചയം,"अपह्रासन, अपकर्षण"
അധalal അപലതം,निम्नीकरण
ഡിഗ്രി ദിവസങ്ങൾ,अंश दिवस
ഡിഗ്രി,"मात्रा, अंश"
വിജ്ഞാനം,स्फुटन
മാലിംഗം,भूसी हटाना
വീതിക്കുറയ്ക്കല്,भूसी हटाना
നിർജ്ജലീകരണം,निर्जलीकरण
ഡെഹൈവേറ്റർ,निर्जलकारित्र
അവകാശം,मांग
ഡിനാറ്ററേഷനുകൾ,"विकृतीकरण, गुणनाशन"
നിന്ദ്യമായ,अनाच्छादन
നിക്ഷേപം,"निक्षेप (मृदा), जमा (अर्थशास्त्र)"
നിക്ഷേപം,निक्षेपण
മൂല്യത്തകർച്ചയുള്ള ഡെസാലിനിവൽ,"मूल्यह्रास, अवमूल्यन विलवणीकरण"
അതിശയകരമായ,"जल शुष्कन, निर्जलीकरण"
ചിതണം,"अभिकल्पना, डिजाइन"
ഡെസേറ്റർ,शुष्कित्र
നാശം,गुठली निकालना
സമയപത്രി,वि-अंतः भूस्तारीकरण
ദേശാനാപിസ്,वियुग्मन
പോക്കറല്,"नर मंजरी निकालना (मक्का), बल्लर निकालना"
വഴിപാട്,बल्लर या फुंदन को काटना
നിശ്ചയദാർ,निर्धारक
വിലകുറയ്ക്കല്,अवमूल्यन
ആവിഷ്കരണം,वनस्पतिरहित करना
വതിചലനം,विचलन
നിയമാവലി,द्विक
രോഗനിര്ണയനം,निदान
ഡിച്ചോമാമി,भिन्नकाल पक्वता
ദ്വൈകമി,द्विभाजन
ഡികോട്ടിഡൺ (വിത്ത്),"द्विबीजपत्री, डाइकोटिलेड़न (बीज)"
മരിക്കുക (രോഗം),पश्चमारी (रोग)
അഭിവൃദ്ധി,"विसरण, विसार"
ദഹിപ്പിക്കലിറ്റി,पाचनीयता
Dihybrid,द्विसंकर
ബൈക്ക് (ഡൈക്ക്),"बांध, नाली, परिवाह"
നേര്മ്മയാക്കുക,तनु
ഡൈയോസിയസ്,"एकलिंगाश्रयी, पृथक् लिंगी"
ഡിപ്പോയിഡ്,द्विगुणित
ഡിപ്പോയിഡ്,"द्विगुणित, डिप्लॉइड"
ഡിപ്ലോൺമ,द्विसूत्र
കൈശീര്ത്തി,"निष्कलिकायन, कलिका निकालना"
വിശദീകരിക്കുന്നു,"तवेदार हल चलाना, चक्काकरण"
കിഴിവ്,छूट
അണുനാശിനി,रोगाणुनाशन
പതിക്കല്,"परिक्षेपण, प्रकीर्णन"
കീര്ത്തി,"प्रकीर्णन, प्रसरण"
വൈവിധ്യവീകരണം,विविधीकरण
വൈവിധ്യമാർന്ന കൃഷി,विविधीकृत कृषि
ഡിഎൻഎ ഗോവണി,डीएनए सोपान
ഡിഎൻഎ റിസപ്റ്റർ,डीएनए ग्राही
ആവഞ്ചന,गोदी-भाड़ा
പബലമായ,प्रभावी
പ്രവർത്തനരഹിതമായ,प्रसुप्ति
ഡോസ്,"मात्रा, खुराक, डोज"
ഇരട്ട സിഗ്മോയ്ഡ് കർവ്,दोहरा सिग्माभ वक्र
ഡ്രാഫ്റ്റ് (ഡ്രാഫ്റ്റ്),"झोंका, खिंचाव"
വറ്റിക്കുക,"निकास नाली, अपवाहिका"
ഡ്രെയിനേജ്,जलनिकास
വര്ണിക്കുക,कर्षण
നനഞ്ഞ,"दवा पिलाना, दवाई से तर करना"
ഡ്രസ്സിംഗ് (വിത്ത്),प्रसाधन (बीज)
ഡ്രിൽ (n.),"बरमा, उथली भूल, ड्रिल, वपित्र"
ഡ്രില്ലിംഗ് (എഞ്ചിന്),"सूराख करना, बेधन, बरमाना"
ഡ്രില്ലിംഗ് (അഗ്രോണമി),"वेधना, ड्रिल से बोना, ड्रिल से डालना"
ഡ്രിപ്പ് ഇറിഗേഷൻ,बूंद-बूंद सिंचाई
ഡ്രൈവർഡ് കൃഷി,शुष्क खेती
പൊടി,"धूल, बुकनी"
ദുണ്രന്മാര്,"धूलित्र, प्रकीर्णक"
പൊടിക്കുന്നു,बुरकना
കുള്ളൻ,"बौना, वामन"
കുള്ളൻ പിരമിഡ്,वामन पिरामिड
കുള്ളൻ,वामिनीयन
ഡെയ്സി,गुलबहार
തീയതി,खजूर
ഡേ ജാസ്മിൻ,दिन का राजा
ചതകുല,सोया
ദിനനാത്ത് പുല്ല്,दीनानाथ घास
ഡോഡീഡർ,अमरबेल
"ഡൂബ് പുല്ല്, ബെർമുഡ പുല്ല്",दूब घास
തുല്കൂപ്പ്,छोंकर
ഉണങ്ങിയ ഇഞ്ചി,सौंठ
വണ്ട് മലിനീകരണം,पत्तियां खाने वाला भृंग
നീരഞ്ഞെടുക്കുക,नर मधुमक्खी
ഡക്ക്,बत्तख
പരിസ്ഥിതിവിജ്ഞാനം,पारिस्थितिकी
സാമ്പത്തികസ്ഥരുടെ,अर्थमिति
സാമ്പത്തിക കാര്യക്ഷമത,आर्थिक दक्षता
ഇക്കോടൈപ്പ്,पारिस्थितिक प्ररूप
എക്ടോട്രോഫിക്,बहिःस्तरपोषित
ഷാഫിക്,मृदीय
എഡാഫോളജി,मृद विज्ञान
പതിക്കല്,"मेड़बंदी, किनारा बनाना, किनारा बंदी"
ഭക്ഷ്യയോഗ്യമായ ഭാഗം,खाद्य अंश
ആവശ്യകതയുടെ ഇലാസ്തികത,मांग की लोच
ഉൽപാദനത്തിന്റെ ഇലാസ്തികത,उत्पादन लोच
വൈദ്യുതവിശ്ലനങ്ങൾ,विद्युत्-अपघटन
ഇലക്ട്രോഫോറെസിസ്,वैद्युतकण-संचलन
പൊലീസേഷൻ,अवक्षालन
എക്യാസ്കറ്റർ,"विपुंसीकारित्र, बंधकारित्र, विपुंसीकार, बंध्यकार"
കായാൻസിംഗ്,"मेड़ बंदी, डौलबंदी"
ഭൂണം,भ्रूण
സ്മൈഫോളജി,"भ्रूणविज्ञान, भ्रौणिकी"
ആവിർഭാവം,"निकलना, निर्गमन"
എമൽസിഫയർ,पायसीकारक
എൻവയോജനസ്,अंतर्जात
എൻഡോമിറ്റോസിസ്,अंतःसूत्री विभाजन
എൻഡോപരസൈറ്റ്,अंतःपरजीवी
എൻഡോസ്പെർം,भ्रूणपोष
എന്റർപ്രൈസ്,उद्यम
എന്രുമോളജി,कीटविज्ञान
പരിസ്ഥിതി,पर्यावरण
എൻസൈം,"प्रकिण्व, एन्जाइम"
എപ്പികോട്ടിൽ ഒട്ടിക്കൽ,दलपुंज कलमबंदी
എപ്പിഫൈറ്റ്,"अधिपादप, एपिफाइट"
ഇക്വിറ്റി,समानधारिता
ഉന്മൂലനം,उन्मूलन
അവശ്യ പോഷകങ്ങൾ,आवश्यक पोषक तत्व
കണക്കാക്കല്,"परिमापन, कूतना, आकलन"
എറ്റിയോലേഷൻ,पांडुरता
അപഹീന,सुजननिक
മൂല്യനിർണ്ണയം,मूल्यांकन
ആവാൻവിറ്ററി,वाष्पनमापी
ഇവാപോ-ട്രാൻസ്പിറേഷൻ,वाष्पन-वाष्पोत्सर्जन
നിത്യഹരിത വിപ്ലവം,सदाहरित क्रांति
നിത്യഹരിത,"सदाहरित, सदापर्णी"
പരിണാമം,विकास
എക്സൂസ്,उच्छेद करना
ക്ഷീണം (ഫെർട്ടിലിറ്റി),परिक्षय (उर्वरता)
