Assamese,Kannada
পট্টি,ಬ್ಯಾಂಡೇಜ್
"১.বেণ্ড প্ৰস্থ, ২. বেণ্ডউইডথ/ক্ষমতা","1. ಬ್ಯಾಂಡ್ ಅಗಲ, 2. ಬ್ಯಾಂಡ್‌ವಿಡ್ತ್/ಸಾಮರ್ಥ್ಯ"
বেংকাৰৰ এলগৰিদম,ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್
"1. বাৰ ক&#39;ড, 2. বাৰ ক&#39;ড","1. ಬಾರ್ ಕೋಡ್, 2. ಬಾರ್ ಕೋಡ್"
বাৰক&#39;ড স্ক্যানাৰ,ಬಾರ್ಕೋಡ್ ಸ್ಕ್ಯಾನರ್
বাৰ গ্ৰাফ,ಬಾರ್ ಗ್ರಾಫ್
ভিত্তি ঠিকনা,ಮೂಲ ವಿಳಾಸ
বেচ বেণ্ড,ಬೇಸ್ ಬ್ಯಾಂಡ್
আধাৰ নম্বৰ,ಆಧಾರ್ ಸಂಖ್ಯೆ
ভিত্তি টেবুল,ಬೇಸ್ ಟೇಬಲ್
মূল (এটা কম্পিউটাৰ ভাষা),ಮೂಲಭೂತ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)
"1. মূল নিয়ন্ত্ৰণ , 2. ভিত্তি নিয়ন্ত্ৰণ","1. ಮೂಲ ನಿಯಂತ್ರಣ, 2. ಮೂಲ ನಿಯಂತ್ರಣ"
"১/ মূল বিনিয়োগ, ২. ভিত্তি বিনিয়োগ","1. ಮೂಲ ಹೂಡಿಕೆ, 2. ಮೂಲ ಹೂಡಿಕೆ"
মূল নিৰ্দেশনা,ಮೂಲ ಸೂಚನೆ
ভিত্তি বিষয়,ಮೂಲ ಸಮಸ್ಯೆ
মূল পৰ্যায়,ಮೂಲ ಹಂತ
"১.বেচ, ২. গোট, ৩. বিপৰ্যয়","1. ಬ್ಯಾಚ್, 2. ಗುಂಪು, 3. ದುರಂತ"
"1. বেচ ফাইল, 2. বেচ ফাইল","1. ಬ್ಯಾಚ್ ಫೈಲ್, 2. ಬ್ಯಾಚ್ ಫೈಲ್"
বেচৰ অৱস্থা,ಬ್ಯಾಚ್ ಸ್ಥಿತಿ
"১.বেচ প্ৰচেছিং, ২. গ্ৰুপ প্ৰচেছিং","1. ಬ್ಯಾಚ್ ಪ್ರಕ್ರಿಯೆ, 2. ಗುಂಪು ಸಂಸ್ಕರಣೆ"
"1. বেচ ব্যৱস্থা, 2. কেটাপল্ট ব্যৱস্থা","1. ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ, 2. ಕವಣೆ ವ್ಯವಸ್ಥೆ"
baud,ಬಾಡ್
বড হাৰ,ಬೌಡ್ ದರ
ৰশ্মি ৰশ্মি,ಕಿರಣದ ಕಿರಣ
"1. নিৰ্দেশনা , 2. বেচ মাৰ্ক","1. ಮಾರ್ಗಸೂಚಿಗಳು, 2. ಬ್ಯಾಚ್ ಮಾರ್ಕ್"
দ্বিমুখী যোগাযোগ,ದ್ವಿಮುಖ ಸಂವಹನ
প্ৰত্যক্ষ সংযোগ,ನೇರ ಸಂಪರ್ಕ
বাইনাৰী ক&#39;ড,ಬೈನರಿ ಕೋಡ್
বাইনাৰী অংক,ಬೈನರಿ ಅಂಕೆಗಳು
বাইনাৰী বিনিয়োগ আউটপুট ব্যৱস্থা (BIOS),ಬೈನರಿ ಇನ್ವೆಸ್ಟ್ಮೆಂಟ್ ಔಟ್ಪುಟ್ ಸಿಸ್ಟಮ್ (BIOS)
বাইনাৰী সংখ্যা,ಬೈನರಿ ಸಂಖ್ಯೆ
বাইনাৰী অপাৰেটৰ,ಬೈನರಿ ಆಪರೇಟರ್
বাইনাৰী সম্পৰ্ক,ದ್ವಿಮಾನ ಸಂಬಂಧ
বাইনাৰী সন্ধান,ಬೈನರಿ ಹುಡುಕಾಟ
বাইনাৰী অন্বেষণ বৃক্ষ (BST),ಬೈನರಿ ಎಕ್ಸ್‌ಪ್ಲೋರೇಶನ್ ಟ್ರೀ (BST)
"1. বাইনাৰী স্থানান্তৰ গছ, 2. বাইনাৰী স্থানান্তৰ","1. ಬೈನರಿ ಟ್ರಾನ್ಸ್ಫರ್ ಟ್ರೀ, 2. ಬೈನರಿ ವರ್ಗಾವಣೆ"
বাইনাৰী গছ,ಅವಳಿ ಮರ
"১.দ্বিমেৰু স্মৃতিশক্তি, ২. বাইপোলাৰ মেম’ৰী","1. ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ, 2. ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ"
"১/ জন্ম আৰু মৃত্যুৰ আৰ্হি, ২. জন্ম মৃত্যুৰ আৰ্হি","1. ಜನನ ಮತ್ತು ಮರಣ ಮಾದರಿ, 2. ಜನನ ಮರಣ ಮಾದರಿ"
জন্ম মৃত্যু প্ৰক্ৰিয়া,ಜನನ ಮರಣ ಪ್ರಕ್ರಿಯೆ
"১.ডুয়েক, ২. বিট","1. ಡ್ಯೂಕ್, 2. ಸ್ವಲ್ಪ"
বিট দোষ,ಸ್ವಲ್ಪ ತಪ್ಪು
বিট মেপ,ಬಿಟ್ ನಕ್ಷೆ
"1. বিট , 2. মানচিত্ৰ, ৩. পিক্সেল (BMP)","1. ಬಿಟ್, 2. ನಕ್ಷೆ, 3. ಪಿಕ್ಸೆಲ್ (BMP)"
"1. বিট মেট্ৰিক্স, 2. বিট টেবুল","1. ಬಿಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್, 2. ಬಿಟ್ ಟೇಬಲ್"
বিট পেটাৰ্ণ,ಬಿಟ್ ಮಾದರಿ
বিটৰ অৱস্থান,ಬಿಟ್ ಸ್ಥಾನ
"1. বিট হাৰ, 2. বিট হাৰ","1. ಬಿಟ್ ದರ, 2. ಬಿಟ್ ದರ"
চকুত পটি পৰীক্ষা কৰা,ಕಣ್ಣುಮುಚ್ಚಿ ಪರೀಕ್ಷೆ
shimmer,ಮಿನುಗು
অৱৰুদ্ধ কৰা,ಬ್ಲಾಕ್
"1. ব্লক কেচ, 2. ব্লক কেচ / চুংক মেমৰি","1. ಬ್ಲಾಕ್ ಕ್ಯಾಶ್, 2. ಬ್ಲಾಕ್ ಕ್ಯಾಷ್ / ಚಂಕ್ ಮೆಮೊರಿ"
ব্লক প্ৰ&#39;ব,ಬ್ಲಾಕ್ ತನಿಖೆ
ভলিউম কপি,ಸಂಪುಟ ನಕಲು
ব্লক ডায়াগ্ৰাম,ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ
"1. ব্লক কৰা নেটৱৰ্ক, 2. ব্লক কৰা নেটৱাৰ্ক","1. ನಿರ್ಬಂಧಿಸಿದ ನೆಟ್ವರ್ಕ್, 2. ನಿರ್ಬಂಧಿಸಿದ ನೆಟ್ವರ್ಕ್"
ব’ৰ্ড,ಬೋರ್ಡ್
পৃষ্ঠাৰ স্মৃতিশক্তি,ಪುಟ ಮೆಮೊರಿ
বুলিয়ান বীজগণিত,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
বুলিয়ান সম্পৰ্ক,ಬೂಲಿಯನ್ ಸಂಬಂಧ
বুট বিভাজন,ಬೂಟ್ ವಿಭಾಗ
বুট ষ্ট্ৰেপিং,ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್
1.বুটষ্ট্ৰেপ লোডাৰ,1.ಬೂಟ್ ಸ್ಟ್ರಾಪ್ ಲೋಡರ್
"১.দলং, ২.দলং","1.ಸೇತುವೆ, 2.ಸೇತುವೆ"
ব্ৰডবেণ্ড নেটৱৰ্ক,ಬ್ರಾಡ್ಬ್ಯಾಂಡ್ ನೆಟ್ವರ್ಕ್
সম্প্ৰচাৰ,ಪ್ರಸಾರ
সম্প্ৰচাৰ ৰেডিঅ&#39;,ರೇಡಿಯೋ ಪ್ರಸಾರ
(নেট) ভ্যাৰিয়েন্স,(ನಿವ್ವಳ) ವ್ಯತ್ಯಾಸ
(নেট) ভিকাৰ,(ನಿವ್ವಳ) ವಿಕಾರ್
বি-ট্ৰু,ಬಿ-ಟ್ರು
"1.বাবল মেমৰি, 2.বাবল মেমৰি","1.ಬಬಲ್ ಮೆಮೊರಿ, 2.ಬಬಲ್ ಮೆಮೊರಿ"
বুদবুদ সজাই পৰাই তোলা,ಬಬಲ್ ರೀತಿಯ
"১.বাল্টি, ২.বাল্টি","1.ಬಕೆಟ್, 2.ಬಕೆಟ್"
"১.ভ্ৰাতৃত্ববোধ ব্যৱস্থা, ২.বৃহৎ ব্যৱস্থা","1.ಭ್ರಾತೃತ್ವ ವ್ಯವಸ್ಥೆ, 2.ದೊಡ್ಡ ವ್ಯವಸ್ಥೆ"
বাজেট ফলপ্ৰসূ নিয়ন্ত্ৰণ,ಬಜೆಟ್ ಪರಿಣಾಮಕಾರಿ ನಿಯಂತ್ರಣ
বাফাৰ,ಬಫರ್
অভাৱ,ಕೊರತೆ
বাছ,ಸಾಕು
"১.অষ্ট ব্যাংক, ২. বিট (আঠটা বিট)","1. ಅಷ್ಟ ವ್ಯಾಂಕ್, 2. ಬಿಟ್ (ಎಂಟು ಬಿಟ್‌ಗಳು)"
বাইট ক&#39;ড,ಬೈಟ್ ಕೋಡ್
C (কম্পিউটাৰ ভাষা),ಸಿ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)
"1.C Plus Plus, 2.C++ (কম্পিউটাৰ ভাষা)","1.C ಪ್ಲಸ್ ಪ್ಲಸ್, 2.C++ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)"
"১.নগদ ধন, ২. বেগাই","1.ನಗದು, 2. ವೇಗವಾಗಿ"
"1.কেচ বাফাৰ, 2.মেমৰি বাফাৰ","1.ಕ್ಯಾಶ್ ಬಫರ್, 2.ಮೆಮೊರಿ ಬಫರ್"
"1.কেচ মেমৰি, 2.কেচ মেমৰি, 3.দ্ৰুত মেমৰি","1.ಕ್ಯಾಶ್ ಮೆಮೊರಿ, 2.ಕ್ಯಾಶ್ ಮೆಮೊರಿ, 3.ಫಾಸ್ಟ್ ಮೆಮೊರಿ"
গণনা কৰা,ಲೆಕ್ಕಾಚಾರ
"১.কেলকুলেটৰ, ২.কেলকুলেটৰ","1.ಕ್ಯಾಲ್ಕುಲೇಟರ್, 2.ಕ್ಯಾಲ್ಕುಲೇಟರ್"
"1.কেলকুলেটৰ চিপ,2. কেলকুলেটৰ চিপ","1.ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್, 2. ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್"
আমন্ত্ৰণ কৰক,ಆವಾಹನೆ ಮಾಡಿ
নাম কল,ಹೆಸರು ಕರೆ
ৰেফাৰেন্স কল,ಉಲ್ಲೇಖ ಕರೆ
সন্মানীয় আহ্বান,ಗೌರವ ಕರೆ
ভেৰিয়েবল কল,ವೇರಿಯಬಲ್ ಕರೆ
আমন্ত্ৰণ গেট,ಆಹ್ವಾನ ಗೇಟ್
"1. বাতিল কৰক, 2. বাতিল কৰক","1. ರದ್ದು, 2. ರದ್ದು"
বাতিল বুটাম,ಹಿಂತೆಗೆದುಕೊಳ್ಳುವ ಬಟನ್
"১.নিৰ্দিষ্ট কৰা, ২. কেননিক","1. ನಿಗದಿತ, 2. ಅಂಗೀಕೃತ"
কেননিক ৰূপ,ಅಂಗೀಕೃತ ರೂಪ
সক্ষমতা,ಸಾಮರ್ಥ್ಯ
ক্ষমতা তালিকা,ಸಾಮರ್ಥ್ಯ ಪಟ್ಟಿ
"১.সামৰ্থ্য, ২. ধৰি ৰখা","1. ಸಾಮರ್ಥ್ಯ, 2. ಹಿಡಿದು"
caps লক চাবি,ಕ್ಯಾಪ್ಸ್ ಲಾಕ್ ಕೀ
"১.কাৰ্ড, ২. চাদৰ","1.ಕಾರ್ಡ್, 2. ಹಾಳೆ"
কাৰ্ড ৰিডাৰ,ಕಾರ್ಡ್ ರೀಡರ್
প্ৰাধান্য,ಪ್ರಾಮುಖ್ಯತೆ
বাহক,ವಾಹಕ
বাহক বেণ্ড,ವಾಹಕ ಬ್ಯಾಂಡ್
বাহক বোজা,ವಾಹಕ ಲೋಡ್
বাহক সংকেত,ವಾಹಕ ಸಂಕೇತ
বাহক তৰংগ,ವಾಹಕ ತರಂಗ
লাভ কৰা হৈছে,ಸಾಧಿಸಿದೆ
স্ক’ৰ লাভ কৰা হৈছে,ಸ್ಕೋರ್ ಸಾಧಿಸಲಾಗಿದೆ
অৰ্জন কৰা পতাকা,ಧ್ವಜವನ್ನು ಸಾಧಿಸಿದೆ
"1.কাৰটিজ ডিস্ক, 2.কাৰটিজ ডিস্ক","1.ಕಾರ್ಟ್ರಿಡ್ಜ್ ಡಿಸ್ಕ್, 2.ಕಾರ್ಟ್ರಿಡ್ಜ್ ಡಿಸ್ಕ್"
"1. কেছকেড, 2. কেছকেড","1. ಕ್ಯಾಸ್ಕೇಡ್, 2. ಕ್ಯಾಸ್ಕೇಡ್"
ঘটনা,ಪ್ರಕರಣ
কেথ&#39;ড-ৰে-টিউব (CRT),ಕ್ಯಾಥೋಡ್-ರೇ-ಟ್ಯೂಬ್ (CRT)
কেথ’ড ৰে টিউব (CRT) কেথ’ড ৰে টিউব,ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ (CRT) ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್
cd rom ডিস্ক ড্ৰাইভ,ಸಿಡಿ ರೋಮ್ ಡಿಸ್ಕ್ ಡ್ರೈವ್
কোষ,ಕೋಶ
কোষ এনিমেচন,ಸೆಲ್ ಅನಿಮೇಷನ್
চেলুলাৰ ফোন,ಸೆಲ್ಯುಲಾರ್ ಫೋನ್
"১.কেন্দ্ৰীয় স্মৃতি, ২. কেন্দ্ৰীয় স্মৃতিশক্তি","1. ಕೇಂದ್ರ ಸ್ಮರಣೆ, 2. ಕೇಂದ್ರ ಸ್ಮರಣೆ"
কেন্দ্ৰীয় প্ৰক্ৰিয়াকৰণ একক (CPU),ಕೇಂದ್ರೀಯ ಸಂಸ್ಕರಣಾ ಘಟಕ (CPU)
কেন্দ্ৰীভূত ব্যৱস্থা,ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ
প্ৰমাণীকৃত টেপ,ದೃಢೀಕೃತ ಟೇಪ್
শিকলি,ಚೈನ್
"1.series ডাটা, 2.series বিষয়বস্তু","1.ಸರಣಿ ಡೇಟಾ, 2.ಸರಣಿ ವಿಷಯ"
শৃংখল সংযোগ,ಸರಪಳಿಯ ಕೊಂಡಿ
চেইনিং,ಚೈನ್ನಿಂಗ್
"১.চেনেল, ২.চেনেল","1.ಚಾನೆಲ್, 2.ಚಾನಲ್"
"1.চেনেল ব্যস্ত টোন, 2.চেনেল ব্যস্ত টোন","1.ಚಾನೆಲ್ ಬ್ಯುಸಿ ಟೋನ್, 2.ಚಾನೆಲ್ ಬ್ಯುಸಿ ಟೋನ್"
"1.চেনেল ক্ষমতা, 2.চেনেল ক্ষমতা","1.ಚಾನೆಲ್ ಸಾಮರ್ಥ್ಯ, 2.ಚಾನೆಲ್ ಸಾಮರ್ಥ್ಯ"
"1.চেনেল নিয়ন্ত্ৰক, 2.চেনেল নিয়ন্ত্ৰক","1.ಚಾನೆಲ್ ನಿಯಂತ್ರಕ, 2.ಚಾನೆಲ್ ನಿಯಂತ್ರಕ"
"1. চেনেল ত্ৰুটি, 2.চেনেল ত্ৰুটি","1. ಚಾನಲ್ ದೋಷ, 2.ಚಾನೆಲ್ ದೋಷ"
"১.চেনেল প্ৰগ্ৰেম, ২.চেনেল প্ৰগ্ৰেম","1.ಚಾನೆಲ್ ಪ್ರೋಗ್ರಾಂ, 2.ಚಾನೆಲ್ ಪ್ರೋಗ್ರಾಂ"
"1.চেনেল নিৰ্ভৰযোগ্যতা, 2.চেনেল নিৰ্ভৰযোগ্যতা","1.ಚಾನೆಲ್ ವಿಶ್ವಾಸಾರ್ಹತೆ, 2.ಚಾನೆಲ್ ವಿಶ್ವಾಸಾರ್ಹತೆ"
"1.চেনেল ছেট, 2.চেনেল ছেট","1.ಚಾನೆಲ್ ಸೆಟ್, 2.ಚಾನೆಲ್ ಸೆಟ್"
প্ৰতীক,ಲಾಂಛನ
"১.আখৰৰ ক&#39;ড, ২. আখৰৰ ক&#39;ড","1.ಕ್ಯಾರೆಕ್ಟರ್ ಕೋಡ್, 2. ಅಕ್ಷರ ಕೋಡ್"
আখৰৰ চাবি,ಅಕ್ಷರ ಕೀ
চৰিত্ৰ পাঠক,ಅಕ್ಷರ ಓದುಗ
"১.প্ৰতীকৰ আকাৰ, ২.প্ৰতীকৰ আকাৰ","1. ಲಾಂಛನದ ಗಾತ್ರ, 2. ಲಾಂಛನದ ಗಾತ್ರ"
চিত্ৰকল্প,ಚಿತ್ರಾತ್ಮಕ
"১.চেছিছ, ২.চেছিছ","1.ಚಾಸಿಸ್, 2.ಚಾಸಿಸ್"
বিট পৰীক্ষা কৰক,ಚೆಕ್ ಬಿಟ್
চেক পইণ্ট,ಚೆಕ್ ಪಾಯಿಂಟ್‌ಗಳು
মুঠ পৰীক্ষা কৰক,ಮೊತ್ತವನ್ನು ಪರಿಶೀಲಿಸಿ
শব্দ পৰীক্ষা কৰক,ಪದವನ್ನು ಪರಿಶೀಲಿಸಿ
চিপ,ಚಿಪ್
চিপ চেট,ಚಿಪ್ ಸೆಟ್
"1.বাছি লোৱা, 2.বাছি লোৱা","1.ಆಯ್ಕೆ, 2.ಆಯ್ಕೆ"
বৰ্ণানুক্ৰমে,ವರ್ಣಮಾಲೆಯಂತೆ
"১.ছাফাৰ, ২. শূন্য, ৩. নাৱিক","1.ಸಫರ್, 2. ಶೂನ್ಯ, 3. ಸಮುದ್ರಯಾನ"
বৰ্তনী,ಸರ್ಕ್ಯೂಟ್
বৃত্ত তালিকা,ವಲಯ ಪಟ್ಟಿ
চেৰেছ,ಸೆರೆಸ್
উল্লেখ,ಉಲ್ಲೇಖಿಸಿ
"1.শ্ৰেণী, 2.শ্ৰেণী","1.ವರ್ಗ, 2.ವರ್ಗ"
ক্লাছ ভেৰিয়েবল,ವರ್ಗ ವೇರಿಯಬಲ್
শ্ৰেণীবিভাজন,ವರ್ಗೀಕರಣ
স্ক্যাভেঞ্জিং,ಕೆರೆದುಕೊಳ್ಳಿ
ক্লিয়াৰ কৰা অঞ্চল,ತೆರವುಗೊಳಿಸಿದ ಪ್ರದೇಶ
"1. চিস্টেম পৰিষ্কাৰ কৰক, 2. চেনেল পৰিষ্কাৰ কৰক","1. ಸಿಸ್ಟಮ್ ಅನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿ, 2. ಚಾನಲ್ ಅನ್ನು ತೆರವುಗೊಳಿಸಿ"
টিপক,ಒತ್ತಿ
"১.গ্ৰাহক, ২. গ্ৰাহক","1. ಗ್ರಾಹಕ, 2. ಗ್ರಾಹಕ"
"1.ক্লায়েন্ট চাৰ্ভাৰ, 2.ক্লায়েন্ট চাৰ্ভাৰ","1.ಕ್ಲೈಂಟ್ ಸರ್ವರ್, 2.ಕ್ಲೈಂಟ್ ಸರ್ವರ್"
গ্ৰাহকৰ ষ্টাব,ಗ್ರಾಹಕ ಸ್ಟಬ್
শ্বিয়াৰিং আৰ্ট,ಕತ್ತರಿಸುವುದು
শ্বিয়াৰিং আৰ্ট লাইব্ৰেৰী,ಶಿಯರಿಂಗ್ ಆರ್ಟ್ ಲೈಬ್ರರಿ
ক্লিপ বৰ্ড,ಕ್ಲಿಪ್ ಬೋರ್ಡ್
ক্লিপাৰ,ಕ್ಲಿಪ್ಪರ್
ক্লিপাৰ চিপ,ಕ್ಲಿಪ್ಪರ್ ಚಿಪ್
ফৈদ,ಬಣ
"1.ৱাচ, ২. calad","1. ವೀಕ್ಷಿಸಿ, 2. ಕ್ಯಾಲಡ್"
ঘড়ীৰ চক্ৰ,ಗಡಿಯಾರ ಚಕ್ರ
ঘড়ীৰ কম্পাঙ্ক,ಗಡಿಯಾರದ ಆವರ್ತನ
কালাদ হাৰ্ডৱেৰ,ಕಲಾದ್ ಯಂತ್ರಾಂಶ
কালাদ স্পেণ্ড,ಕಲಾದ್ ಸ್ಪ್ಯಾಂಡ್
ঘড়ীৰ গতি,ಗಡಿಯಾರದ ವೇಗ
সময় সমন্বয়,ಸಮಯ ಸಿಂಕ್ರೊನೈಸೇಶನ್
ঘড়ীৰ টিক,ಗಡಿಯಾರ ಟಿಕ್
ক্ল&#39;ন,ತದ್ರೂಪಿ
বন্ধ কৰা,ಆರಿಸಿ
বন্ধ চাৰ্কিট টিভি (চিচিটিভি),ಮುಚ್ಚಿದ ಸರ್ಕ್ಯೂಟ್ ಟಿವಿ (CCTV)
বিৱৰণ,ವಿವರಣೆ
"১.ক্লাউড কম্পিউটিং, ২.ক্লাউড কম্পিউটিং","1.ಕ್ಲೌಡ್ ಕಂಪ್ಯೂಟಿಂಗ್, 2.ಕ್ಲೌಡ್ ಕಂಪ್ಯೂಟಿಂಗ್"
মুঠি,ಗುಂಪನ್ನು
"১.আবৃত কাৰ্ড, ২. আৱৰণযুক্ত শ্বীট","1. ಕವರ್ಡ್ ಕಾರ್ಡ್, 2. ಲೇಪಿತ ಹಾಳೆ"
আৱৰণযুক্ত কাগজ,ಲೇಪಿತ ಕಾಗದ
সমাক্ষীয়,ಏಕಾಕ್ಷ
সমাক্ষীয় কেবল,ಗಟ್ಟಿ ಕವಚದ ತಂತಿ
কোডাচিল,ಕೊಡಸಿಲ್
"১.কোড, ২.কোড","1.ಕೋಡ್, 2.ಕೋಡ್"
"1. ক&#39;ড জেনেৰেটৰ, 2. ক&#39;ড জেনেৰেটৰ","1. ಕೋಡ್ ಜನರೇಟರ್, 2. ಕೋಡ್ ಜನರೇಟರ್"
ক&#39;ড পৃষ্ঠা,ಕೋಡ್ ಪುಟ
"১.কোড শব্দ, ২.কোড শব্দ","1.ಕೋಡ್ ವರ್ಡ್, 2.ಕೋಡ್ ವರ್ಡ್"
"১.কোডাৰ, ২.কোডাৰ","1.ಕೋಡರ್, 2.ಕೋಡರ್"
"1. এনকোডিং পৰীক্ষা, 2. ক&#39;ডিং পৰীক্ষা","1. ಎನ್ಕೋಡಿಂಗ್ ಟೆಸ್ಟ್, 2. ಕೋಡಿಂಗ್ ಟೆಸ್ಟ್"
এনকোডিং ফৰ্ম,ಎನ್ಕೋಡಿಂಗ್ ರೂಪ
"1. এনকোডিং শ্বীট, 2. ক&#39;ডিং শ্বীট","1. ಎನ್ಕೋಡಿಂಗ್ ಶೀಟ್, 2. ಕೋಡಿಂಗ್ ಶೀಟ್"
সহগ,ಗುಣಾಂಕ
সংহতি,ಒಗ್ಗಟ್ಟು
"1.কল্ড বুট, 2.কল্ড ষ্টাৰ্ট","1.ಕೋಲ್ಡ್ ಬೂಟ್, 2.ಕೋಲ್ಡ್ ಸ್ಟಾರ್ಟ್"
ঠাণ্ডা আৰম্ভণি,ಶೀತ ಆರಂಭ
সহযোগ,ಸಹಾಯ
পতন হোৱা,ಕುಸಿತ
"১.সংলগ্নকৰণ, ২.সংযুক্ত কৰা","1.ಸಂಘಟನೆ, 2.ಸಂಯೋಜಿತ"
"1.সূচীভুক্ত টেপ,2. callet টেপ","1.ಇಂಡೆಕ್ಸ್ಡ್ ಟೇಪ್, 2. ಕ್ಯಾಲೆಟ್ ಟೇಪ್"
সংঘৰ্ষ,ಘರ್ಷಣೆ
বৃহদান্ত্ৰ,ಕೊಲೊನ್
"১.আখৰ, ২.ৰং","1. ಪಾತ್ರಗಳು, 2. ಬಣ್ಣಗಳು"
ৰঙৰ পৰিপূৰকতা,ಬಣ್ಣದ ಶುದ್ಧತ್ವ
ৰঙৰ টেবুল,ಬಣ್ಣದ ಟೇಬಲ್
স্তম্ভ,ಕಂಬ
সংমিশ্ৰণ,ಸಂಯೋಜನೆ
কম্পোজিট বাকচ,ಸಂಯೋಜಿತ ಪೆಟ್ಟಿಗೆ
"১.আদেশ, ২.আদেশ","1.ಕಮಾಂಡ್, 2.ಕಮಾಂಡ್"
কমাণ্ড বুটাম,ಆದೇಶ ಬಟನ್
কমাণ্ড তালিকা,ಆದೇಶ ಪಟ್ಟಿ
টোকা,ಕಾಮೆಂಟ್ ಮಾಡಿ
"১/ প্ৰতিশ্ৰুতি, ২/ প্ৰতিশ্ৰুতি","1. ಬದ್ಧತೆ, 2. ಬದ್ಧತೆ"
