Bengali,Assamese
মধ্য ফ্রিকোয়েন্সি,মধ্যম কম্পাঙ্ক
মাঝারি নিষ্কাশন ট্রান্সফরমার,মাজৰ এক্সজেষ্ট ট্ৰেন্সফৰ্মাৰ
"সিরামিক, কাদামাটি","চিৰামিক, মাটি"
সিরামিক ফিলার,চিৰামিক ভৰোৱা
সিরামিক ফিল্টার,চিৰামিক ফিল্টাৰ
সিরামিক উপাদান,চিৰামিক সামগ্ৰী
সিরামিক রেজোনেটর,চিৰামিক অনুনাদক
সিরামিক শব্দ রিসিভার,চিৰামিক শব্দ গ্ৰাহক
সেরেনকভ ক্যালকুলেটর,cerenkov কেলকুলেটৰ
সরমাত,সৰমত
চ্যালকোজেনাইড,চলকোজেনাইড
ক্যালকোপিরাইট,কেলকোপাইৰাইট
"চ্যানেল, চ্যানেল","চেনেল, চেনেল"
চ্যানেল ব্যান্ড সম্প্রসারণ,চেনেল বেণ্ড সম্প্ৰসাৰণ
চ্যানেল কোডার,চেনেল ক&#39;ডাৰ
চ্যানেল ফ্রিকোয়েন্সি,চেনেল কম্পাঙ্ক
চ্যানেল চরিত্র,চেনেলৰ চৰিত্ৰ
চ্যানেল বিচ্ছেদ,চেনেল পৃথকীকৰণ
চ্যানেল তত্ত্ব,চেনেল তত্ত্ব
চরিত্র জেনারেটর,আখৰ উৎপাদক
চরিত্রের স্বীকৃতি,চৰিত্ৰ চিনাক্তকৰণ
বৈশিষ্ট্যগত প্রতিবন্ধকতা,বৈশিষ্ট্যপূৰ্ণ ইম্পিডেন্স
চার্জ ক্যারিয়ার,চাৰ্জ কেৰিয়াৰ
চার্জ নিয়ন্ত্রণ পরামিতি,চাৰ্জ নিয়ন্ত্ৰণ প্ৰাচল
মিলিত ডিভাইস চার্জ,চাৰ্জ সংযুক্ত ডিভাইচ
চার্জ যুগল র্যান্ডম অ্যাক্সেস মেমরি,চাৰ্জ কাপল্ড ৰেণ্ডম এক্সেছ মেমৰি
চার্জ ঘনত্ব,আধান ঘনত্ব
চার্জ ইনজেকশন ডিভাইস,চাৰ্জ ইনজেকচন ডিভাইচ
চার্জ ক্ষতি,চাৰ্জ লছ
চার্জ পাম্পিং,চাৰ্জ পাম্পিং
চার্জ সেন্সিং এমপ্লিফায়ার,চাৰ্জ চেন্সিং এম্প্লিফায়াৰ
চার্জ স্টোরেজ,চাৰ্জ সংৰক্ষণ
চার্জিত কণা,আধানযুক্ত কণা
অনুরাগী,ভাবুকতা
ফ্রেম,ফ্ৰেম
robyshev ফিল্টার,ৰবিশ্বেভ ফিল্টাৰ
মোট চেক,মুঠ পৰীক্ষা কৰক
ফ্রিকোয়েন্সি পরীক্ষা করুন,কম্পাঙ্ক পৰীক্ষা কৰক
রাসায়নিক বন্ধন,ৰাসায়নিক বন্ধন
রাসায়নিক বাষ্প এজাহার,ৰাসায়নিক বাষ্প নিক্ষেপ
চাইল্ড লক সুবিধা,শিশুৰ তলাৰ সুবিধা
শিশুর আইন,শিশুৰ আইন
চিপ,চিপ
চিপ সক্রিয়করণ,চিপ সক্ৰিয়কৰণ
দম বন্ধ করা,choke
বিরতিহীন,intermittent
বিরতিহীন পরিবর্ধক,মাজে মাজে এম্প্লিফায়াৰ
বিরতিহীন পরিবর্ধক,মাজে মাজে এম্প্লিফায়াৰ
বিরতিহীন মোড,মাজে মাজে মোড
ক্রোমা পরিবর্ধক,ক্ৰ&#39;মা এম্প্লিফায়াৰ
চরিত্রায়ন চিত্র,বৈশিষ্ট্য নিৰ্ণয়ৰ ডায়েগ্ৰাম
পিগমেন্টেশন,ৰং কৰা
বৃত্ত চিত্র,বৃত্তৰ ডায়েগ্ৰাম
সার্কিট,বৰ্তনী
সার্কিট বিশ্লেষণ,বৰ্তনী বিশ্লেষণ
সার্কিট ব্রেকার,বৰ্তনী ভাঙক
বর্তনী চিত্র,বৰ্তনীৰ ডায়েগ্ৰাম
সার্কিট স্বরলিপি,বৰ্তনী সংকেত
সার্কিট বদল,চাৰ্কিট চুইচিং
বৃত্তাকার তরঙ্গ পথ,বৃত্তাকাৰ তৰংগ পথ
সঞ্চালন স্মৃতি,প্ৰচলিত স্মৃতিশক্তি
বন্ধন সার্কিট,বণ্ডিং বৰ্তনী
ক্ল্যাপ অসিলেটর,clap দোলক
ক্লাস A পরিবর্ধক,ক্লাছ A এম্প্লিফায়াৰ
ক্লাস A] B] C] D অপারেশন,ক শ্ৰেণী] খ] গ] ঘ কাৰ্য্যসমূহ
ক্লাস B পরিবর্ধক,ক্লাছ বি এম্প্লিফায়াৰ
ক্লাস সি পরিবর্ধক,ক্লাছ C এম্প্লিফায়াৰ
ক্লাস ডি পরিবর্ধক,ক্লাছ D এম্প্লিফায়াৰ
এস ক্লাস বডি,S শ্ৰেণীৰ শৰীৰ
"বহিষ্কার, পরিষ্কার","বহিষ্কাৰ, পৰিষ্কাৰ"
কর্তন,শ্বিয়াৰিং
শিয়ারিং সার্কিট,শ্বিয়াৰিং বৰ্তনী
ক্যালাড,calad
ঘড়ি ফ্রিকোয়েন্সি,ঘড়ীৰ কম্পাঙ্ক
ঘড়ির পালস জেনারেটর,ঘড়ী পালছ জেনেৰেটৰ
কদল আরএস ফ্লিপ ফ্লপ,কাদাল আৰ এছ ফ্লিপ ফ্লপ
ক্লোজড সার্কিট টেলিভিশন,বন্ধ বৰ্তনী টেলিভিছন
বন্ধ লুপ অপারেশন,বন্ধ লুপ কাৰ্য্য
বন্ধ লুপ লাভ,বন্ধ লুপ লাভ
পরিপূরক ধাতব সেমিকন্ডাক্টর,পৰিপূৰক ধাতুৰ অৰ্ধপৰিবাহী
CMOS ডিভাইস,CMOS ডিভাইচ
সিএমআরআর (সাধারণ মোড নিরপেক্ষকরণ অনুপাত),চি এম আৰ আৰ (সাধাৰণ মোড নিষ্ক্ৰিয়কৰণ অনুপাত)
CO2 লেজার,CO2laser
সমাক্ষ তারের,সমাক্ষীয় কেবল
সমাক্ষ কোটার,সমাক্ষীয় কোটাৰ
সমাক্ষ সংযোগকারী,সমাক্ষীয় সংযোগকাৰী
"সমাক্ষ সংযোগকারী, সমাক্ষ সংযোগকারী","সমাক্ষীয় সংযোগকাৰী, সমাক্ষীয় সংযোগকাৰী"
সমাক্ষ রেখা,সমাক্ষীয় ৰেখা
সমাক্ষ রেখা,সমাক্ষীয় ৰেখা
সমাক্ষ তরঙ্গ পথ,সমাক্ষীয় তৰংগ পথ
কোড পরিবর্তন,ক&#39;ড সলনি কৰা
কোড পরিবর্তনকারী,ক&#39;ড চেঞ্জাৰ
"কোডেক, কোডার-ডিকোডার","ক&#39;ডেক, ক&#39;ডাৰ-ডিকোডাৰ"
স্টেরিও কোডিং,ষ্টেৰিঅ&#39; ক&#39;ডিং
কাপলিং সহগ,কাপলিং সহগ
নিয়ন্ত্রক শক্তি,নিয়ন্ত্ৰণকাৰী বল
সুসঙ্গত আলো,সুসংহত পোহৰ
রাশিফল,ৰাশিফল
কয়েল উইন্ডিং মেশিন,কইল ৱাইণ্ডিং মেচিন
কাকতালীয় সার্কিট,কাকতলীয়া বৰ্তনী
গরম ক্যাথোড টিউব,গৰম কেথ&#39;ড টিউব
ঠান্ডা ঢালাই পয়েন্ট,ঠাণ্ডা ৱেল্ডিং পইণ্ট
"সংগ্রাহক, সংগ্রাহক","সংগ্ৰাহক, সংগ্ৰাহক"
সংগ্রহ প্রবাহ,সংগ্ৰহ কৰা ধাৰা
সংগ্রাহক ক্ষয়,সংগ্ৰাহক ক্ষয়
সংগ্রাহক দক্ষতা,সংগ্ৰাহকৰ দক্ষতা
সমান্তরাল লেন্স,সমান্তৰাল লেন্স
চরিত্রের খসড়া,চৰিত্ৰ খচৰা প্ৰস্তুত কৰা
রঙ ফেটে যাওয়া,ৰং বিস্ফোৰণ
"রঙ কোড, অক্ষর কোড","ৰঙৰ ক&#39;ড, আখৰৰ ক&#39;ড"
