Malayalam,Hindi
ചുറ്റളവ്,परिकेन्द्र
വിരമിച്ചു*,परिवृत्त*
പ്രദക്ഷിണം ചെയ്യാൻ,"परिगत करना, परितः खींचना"
കഴിഞ്ഞ,परिगत
പരിമിതപ്പെടുത്തിയിരിക്കുന്നു,परिवृत
പ്രമുഖ കോർപ്പറേറ്റ്,चिरप्रतिष्ठित निगमनिक
ക്ലാസിക് ഡൈനാമിക്സ്,चिरप्रतिष्ठित गतिकी
ക്ലാസിക് ഒപ്റ്റിമൈസേഷൻ,चिरप्रतिष्ठित इष्टतमन
വിട്ടുമാറാത്ത സാമ്പത്തിക പ്രശ്നം,चिरप्रतिष्ठित वित्तनाश समस्या
ക്ലാസിക്കൽ സ്റ്റാറ്റിസ്റ്റിക്കൽ മെക്കാനിക്സ്,चिरप्रतिष्ठित सांख्यिकीय यांत्रिकी
പിശകുകളുടെ വർഗ്ഗീകരണം,त्रुटियों का वर्गीकरण
ക്ലാസ് ഇടവേള,वर्ग-अंतराल
ക്ലാസ് ഇടവേള യൂണിറ്റ്,वर्गांतराल एकक
ക്ലാസ് പരിധി,वर्ग-सीमा
ഘടികാരദിശയിൽ,दक्षिणावर्त
അടച്ചു,संविवृत
"അടഞ്ഞ, അടഞ്ഞ","संवृत, बंद"
അടഞ്ഞ പാളി കവർ,संवृत अवमख समावरक
അടച്ച ക്യൂബ്,संवृत घन
"അടഞ്ഞ വക്രം, അടഞ്ഞ വക്രം","बंद वक्र, संवृत वक्र"
അടച്ച പ്രവിശ്യ,संवृत प्रांत
അടഞ്ഞ രൂപം,बंद आकृति
അടച്ച ഇടവേള,संवृत अंतराल
"അടഞ്ഞ പ്രദേശം, അടഞ്ഞ പ്രദേശം","संवृत प्रदेश, बंद प्रदेश"
അടച്ച സെറ്റ്,संवृत समच्चय
"അടച്ച പേജ്, അടച്ച പേജ്","बंद पृष्ठ, संवृत पृष्ठ"
ശത്രുത,"निमीलन, वेष्टन, संवरक"
സഫിക്സ്-ഓപ്പറേറ്റർ,संवरण-संकारक (संवरक)
കോൺവെക്സ് പോയിന്റ്,संवरक-बिन्दु
ബന്ദി-അംഗീകരിച്ചു,संवरक-अभिगृहीत
ക്യാപ്റ്റീവ് സെറ്റ്,संवरक समुच्चय
ക്ലസ്റ്റർ പോയിന്റ്,गुच्छ बिन्दु
ക്ലസ്റ്റർ സാമ്പിൾ,गुच्छ प्रतिचयन
ക്ലസ്റ്റർ അഗ്രഗേറ്റ്,गुच्छ समुच्चय
ഏകപക്ഷീയ വൃത്തം,समाक्ष वृत्त
ഏകപക്ഷീയ പരവലയം,समाक्ष परवलय
ഏകപക്ഷീയ തലം,समाक्ष समतल
ഏകപക്ഷീയ ത്രികോണം,समाक्ष त्रिभुज
കോബ്-ഡഗ്ലസ് പ്രവർത്തനം,कोब-डगलस फलन
"എൻകോഡിംഗ്, കോഡിംഗ്, നൊട്ടേഷൻ","कूटलेखन, कोडन, संकेतन"
മെറ്റീരിയൽ നൊട്ടേഷൻ,सामग्री का संकेतीकरण
സഹ-പ്രവിശ്യ,सहप्रांत
കോഫിഫിഷ്യന്റ് മാട്രിക്സ്,गुणांक आव्यूह
പരസ്പരബന്ധം ഗുണകം,सहसंबंध-गुणांक
നിർണയ ഗുണകം,निर्धारण गुणांक
ഇലാസ്തികത ഗുണകം,प्रत्यास्थता गुणांक
ഡിഫ്യൂഷൻ കോഫിഫിഷ്യന്റ്,प्रसार गुणांक
ഘർഷണ ഗുണകം,घर्षण गुणांक
രേഖാംശ വികാസത്തിന്റെ ഗുണകം,अनुदैर्घ्य प्रसार का गुणांक
റിഗ്രഷൻ കോഫിഫിഷ്യന്റ്,समाश्रयण गुणांक
ഉപരിതല പിരിമുറുക്കത്തിന്റെ ഗുണകം,पृष्ठ तनाव का गुणांक
വ്യത്യാസത്തിന്റെ ഗുണകം,विचरण गुणांक
"സഹഘടകം, സഹഘടകം, സഹഘടകം","सह-खण्ड, सह गुणन खंड, सहकारक"
നാണയം ടോസ്,सिक्का उछाल
സാമ്പിൾ ശേഖരണം,प्रतिदर्श-संचय
കോളിനിയർ,सरेख
വിന്യാസം,सरेखता
"കോളം, കോളം","स्तंभ, कॉलम"
സ്തംഭനാവസ്ഥ,स्तंभतुल्यता
സ്തംഭം,स्तंभ-तुल्य
നിര മാട്രിക്സ്,स्तंभ तुल्य आव्यूह
കോളം മാട്രിക്സ്,स्तंभ आव्यूह
നിര ക്രമം,स्तंभ कोटि
സ്തംഭ ശ്രേണിയിലുള്ള മാട്രിക്സ്,स्तंभ समानीत सोपानक आव्यूह
നിര വെക്റ്റർ,स्तंभ सदिश
കോളം തിരിച്ച്,स्तंभानुसार
സംയുക്ത സമവാക്യം,संयुक्त समीकरण
"പൊതുകോണ്, പൊതുകോണ്","उभयनिष्ठ कोण, सर्वनिष्ठ कोण"
പൊതു അക്ഷം,सर्वनिष्ठ अक्ष
"പൊതുവായ അടിസ്ഥാനം, പൊതു അടിത്തറ","सर्वनिष्ठ आधार, उभयनिष्ठ बेस"
സാർവത്രികമായ,सार्व हर
പൊതുവായ വ്യത്യാസം,सार्व अंतर
"പൊതു ഘടകം, പൊതു ഘടകം, പൊതു ഘടകം","सार्वगुणन-खंड, समापवर्तक, सार्व उपादान"
"ലളിതമായ ലോഗരിതം, ലളിതമായ ലോഗരിതം","साधारण लघुगणक, साधारण लॉगेरिथ्म"
"പൊതുവായ ഒന്നിലധികം, പൊതുവായ","सार्व गुणज, समापवर्त्य"
പൊതു അനുപാതം,सार्व अनुपात
ഇന്റർസെക്ഷൻ ക്ലോസ്,सर्वनिष्ठ परिच्छेद
സാധാരണ ഭുജം,सर्वनिष्ठ भुजा
"പൊതു സ്പർശം, പൊതു സ്പർശം","उभयनिष्ठ स्पर्शरखा, सर्वनिष्ठ स्पर्शरेखा"
പൊതു സ്ഥാനം,सर्वनिष्ठ पद
കമ്മ്യൂട്ടേറ്റീവ് റൂൾ,क्रमविनिमेय नियम
കമ്മ്യൂട്ടേറ്റീവ് പ്രോപ്പർട്ടി,क्रमविनिमेय गुणधर्म
കമ്മ്യൂട്ടേറ്റീവ് റൂൾ,क्रमविनिमेय-नियम
തുകയുടെ കമ്മ്യൂട്ടേറ്റീവ് നിയമം,योग का क्रमविनिमेय नियम
ഗുണനത്തിന്റെ കമ്മ്യൂട്ടേറ്റീവ് നിയമം,गुणन का क्रमविनिमेय नियम
കമ്മ്യൂട്ടേറ്റീവ് ഓപ്പറേഷൻ,क्रमविनिमेय संक्रिया
കമ്മ്യൂട്ടേറ്റീവ് ഗ്രൂപ്പ്,क्रमविनिमेयक समूह
