English,Marathi
turn aroud time,कार्यवाही पूर्ण
turn around document,टर्नअराउंड दस्तऐवज
turnaround sequence,वळण क्रम
twin cable,जोडपे केबल
twisted pair,"1. उलटी जोडी, 2. उलटी जोडी"
two part assembler,दुहेरी पास स्मरणपत्र
two's complement,दोन पूरक
type,प्रकार
type face,"1. प्रकार चेहरा, 2. वर्ण"
type head,टायपोग्राफिकल शीर्ष
type wheel,प्रिंटर चाक
Typing,टायपिंग
un interruptable power source (UPS),अखंड उर्जा स्त्रोत
unary operation,"1. सिंगल ऑपरेशन, 2. एक-भाग प्रणाली"
unary operation,एकल ऑपरेशन
unary operator,"1. सिंगल ऑपरेटर, 2. सिंगल ऑपरेटर"
Uncertainity,अनिश्चितता
unconditional statement,अप्रतिबंधित विधान
Uncountable,अगणित
Uncover,अनावरण
Undecidable,अनिर्णय
Undefined,अपरिभाषित
undefined record,अपरिभाषित रेकॉर्ड
Undelete,उच्चाटन
Underscore,"1. जबरदस्ती, 2. समन्वयक, 3, समन्वयक"
Undirected,अनिर्दिष्ट
undirected graph,"1.अनिर्दिष्ट आलेख, 2.अनिर्दिष्ट आलेख"
undirectional service time,त्याच दिशेने सेवा वेळ
Undo,रद्द करा
unformatted disk,"1.अस्वरूपित डिस्क, 2.अनस्वरूपित डिस्क"
Unicasting,मॅपिंग
Unicode,"1.युनिकोड, 2.एकल कोड"
unidirected tree,अनिर्दिष्ट झाड
uniform resource locator (URL),युनिफॉर्म रिसोर्स लोकेशन असेसर (YRL)
Uniprocessing,एक प्रक्रिया
Unique,अद्वितीय
unishielded twisted pair (UTP),अनशिल्डेड ट्विस्टेड दुहेरी (UTP)
Unit,"1.एकक, 2. युनिट"
unit address,युनिट पत्ता
unit interval,युनिट अंतराल
unit testing,युनिट चाचणी
unitary code,युनिट कोड
Uniterm,एक पोस्ट
universal asynchronous receiver/transmitter (UART),युनिव्हर्सल असिंक्रोनस रिसीव्हर/प्रेषक (UART)
universal flip flop,सार्वत्रिक फ्लिप-फ्लॉप
universal set,सामान्य संच
universtal character set,सार्वत्रिक वर्ण संच
Unix,युनिक्स
Unlock,विपाशा
unprotected field,अनारक्षित क्षेत्र
unprotected file,अनारक्षित फाइल (फाइल)
Unreachable,अगम्य
Unshade,अनिष्ट
Unshielded,अनारक्षित
unsuccessful call,अयशस्वी कॉल
Untar,untar
update anomalies,विसंगती अद्यतनित करा
updated file,अद्यतनित फाइल
Updating,अद्यतन
Upgrade,श्रेणीसुधारित करा
Upgrade,श्रेणीसुधारित करा
Uplink,अपलिंक
Uploading,उच्च भार
upper memory area,ओव्हरहेड मेमरी क्षेत्र
Upstream,"1. प्रति प्रवाह, 2. प्रतिकूल"
Uptime,जादा वेळ
Upward,"1.वरचा, 2.वरचा, 3.वरचा"
Usenet,"1.Usenet, 2.Use"
User,"1.नेट वापरकर्ता, 2.वापरकर्ता"
user agent,वापरकर्ता एजंट
user authentication,वापरकर्ता प्रमाणीकरण
user datagram protocol (UDP),वापरकर्ता डेटा मॉनिटरिंग प्रोटोकॉल (UDP)
user friendly,वापरकर्ता अनुकूल
user identification,वापरकर्ता ओळख
user identity (UID),वापरकर्ता ओळख (UID)
user interface,वापरकर्ता इंटरफेस
user name,वापरकर्तानाव
user profile,"1. वापरकर्ता प्रोफाइल, 2. वापरकर्ता प्रोफाइल"
Utility,उपयुक्तता
utility software,उपयुक्तता सॉफ्टवेअर
Valid,"१.वैध, २.वैध"
Validation,"1 प्रमाणीकरण, 2. प्रमाणीकरण"
validation protocols,प्रमाणीकरण प्रोटोकॉल
validation testing,प्रमाणीकरण चाचणी
validity check,"1.वैधता तपासणी, 2.वैधता तपासणी"
value added network (VAN),मूल्यवान नेटवर्क (VAN)
value added reseller (VAR),मूल्यवान पुनर्विक्रेता (VAR)
vanishing point,गहाळ बिंदू
Vapourware,"1. बाष्पपात्र, 2. वाफेचे भांडे"
Variable,फरक
variable address,व्हेरिएबल पत्ता
variable bit rate,व्हेरिएबल बिट दर
variable field length,व्हेरिएबल फील्ड लांबी
variable length code,"1.व्हेरिएबल लेन्थ कोड, 2.व्हेरिएबल लेन्थ कोड"
variable name,"1.व्हेरिएबल नेम, 2.व्हेरिएबल नेम, 3.व्हेरिएबल नेम"
Variale,"1. चल, 2. चल"
Vector,वेक्टर
vector grapdhics,"1.वेक्टर ग्राफिक्स, 2.वेक्टर ग्राफिक्स"
vector precessing,वेक्टर प्रक्रिया
vectored interrupts,वेक्टराइज्ड व्यत्यय
venn diagram,वेन आकृती
verification & validation (V&V),पडताळणी आणि प्रमाणीकरण (V&amp;V)
version control,रूपांतरण नियंत्रण
version number,"1.रूपांतरण क्रमांक, 2.रूपांतरण क्रमांक"
Vertex,शीर्षस्थानी
vertical processor,अनुलंब प्रोसेसर
very large scale integration (VLSI ),खूप मोठे एकत्रीकरण (VLSI)
very long instruction word (VLIW),खूप लांब सूचना शब्द (VLIW)
VHDL,व्ही एच डी एल
video camera,व्हिडिओ कॅमेरा
video conferencing,व्हिडिओ टेलिकॉन्फरन्स
video display terminal,व्हिडिओ प्रदर्शन टर्मिनल
video display unit,"1.व्हिडिओ डिस्प्ले युनिट, 2.व्हिडिओ डिस्प्ले युनिट"
video game,व्हिडिओ गेम
video graphic adaptor (VGA),व्हिडिओ ग्राफिक अॅरे (VGA)
video graphics adapter (VGA),व्हिडिओ ग्राफिक्स अॅरे (VGA)
video server,व्हिडिओ सर्व्हर
View,दृष्टी
view port,व्हिज्युअल छिद्र
Viewport,दृश्यमान दरवाजा
virtual circuit,आभासी सर्किट
virtual function,आभासी कार्य
virtual memory,आभासी स्मृती
virtual private network,आभासी खाजगी नेटवर्क
virtual reality,आभासी वास्तव
virtual reality,"1.Virtual Reality, 2.Virtual Reality"
virtual reality markup language,आभासी मार्कर वास्तविक भाषा
virtual reality markup language (VRML),आभासी वास्तविकता मार्कअप भाषा (VRML)
virtual storage access method,आभासी संचयन प्रवेश पद्धत
virtual storage management,आभासी स्टोरेज व्यवस्थापन
Virus,"1.व्हायरस, 2.व्हायरस"
virus detection,व्हायरस शोधणे
virus programme,"1.व्हायरस प्रोग्राम, 2.व्हायरस प्रोग्राम"
Visibility,दृश्यमानता
Vision,दृष्टी
visual basic,व्हिज्युअल बेसिक
visual C++,दृश्यमान C++
visual display unit,"1. व्हिज्युअल डिस्प्ले युनिट, 2. व्हिज्युअल डिस्प्ले युनिट"
Vitual,आभासी
vitual address,आभासी पत्ता
vitual machine (VM),आभासी मशीन (VM)
Voice,"1. भाषण, 2. भाषण"
voice mail,"1.स्पीच मेल, 2.व्हॉइस मेल"
voice mail server,स्पीच मेल सर्व्हर
voice recognition,भाषण ओळख
Voice-net,"1.स्पीच नेट, 2.स्पीच नेट"
volatile memory,गमावलेली स्मृती
Wafer,वेफर
WAIS manager,"1.व्हॉइस व्यवस्थापक, 2.WAIS व्यवस्थापक"
wait die,प्रतीक्षा समाप्त
wait wound,प्रतीक्षा कॉइल
waited code,"1. भारित कोड, 2. भारित कोड"
waited mean,भारित सरासरी
waiting time,वेळ वाट
wall grade,लहरी दिशा
warm restart,पुन्हा अंमलबजावणी
waste band width,"1. वांझ बँड रुंदी, 2. वांझ बँड क्षमता/रुंदी"
waterfall model,धबधबा मॉडेल
Wavelet,तरंग
wavelet image compression,वेव्हलेट इमेज कॉम्प्रेशन
wavelet transform,तरंग रूपांतर
weak entity,"1. कमकुवत अस्तित्व, 2. कमकुवत शक्ती"
Web,वेब
web address,संकेतस्थळ
web authoring,वेब लेखन
web browser,"1.वेब ब्राउझर, 2.वेब ब्राउझर"
web page,वेब पृष्ठ
Web server,वेब सर्व्हर
web site,संकेतस्थळ
web-enabld application,वेब समर्थित अनुप्रयोग
Web-enabled,वेब समर्थित
weighted graph,"1.भारित आलेख, 2. भारित आलेख"
well connected,जोडलेले
well formed formula,चांगले तयार केलेले सूत्र
well ordered set,ऑर्डर केलेला सेट
Wetware,"आर्द्रता, वेटवेअर"
wheatstone bench mark,"1. व्हीटस्टोन सूचक मानक, 2. व्हीटस्टोन बेंचमार्क"
Wheel,"1. चाक, 2. चाक"
while loop,पळवाट असताना
white box testing,पांढरा बॉक्स चाचणी
white light,"1. पांढरा, 2. पांढरा प्रकाश"
white noise,पांढरा आवाज
wide area network (WAN),"वाइड एरिया नेटवर्क (WAN, WAN)"
wide area network (WAN),लार्ज एरिया नेटवर्क (WAN)
wide band,रुंद बँड
wild card,"1.वाइल्ड कार्ड, 2.वाइड कार्ड"
Wimp,WIP
win,tebwin वेब
win zip,जिप जिंका
Window,"1.विंडो, 2.विंडो, 3.विंडो"
Windowing,"1.उघडणे, 2.खिडक्या"
Windows,खिडक्या
windows explorer,विंडोज एक्सप्लोरर
windows NT,windows nt
wire frame model,वायर फ्रेम मॉडेल
wire printer,"वायर प्रिंटर, वायर प्रिंटर"
wired logic,वायर्ड युक्तिवाद
wireless fidelity ( wi Fi),वायरलेस निष्ठा
wireless LAN,वायरलेस लॅन
wireless transmission,वायरलेस ट्रांसमिशन
Wizard,विझार्ड
Word,"1.एकाधिक, 2. शब्द"
word key,शब्द की
word length,शब्द लांबी
word oriented,शब्दाभिमुख
word processing,शब्द प्रक्रिया
word processing,शब्द प्रक्रिया
word processor,शब्द प्रक्रिया करणारा
word underscore character,शब्द अधोरेखित वर्ण
work flow management,कार्यप्रवाह व्यवस्थापन
work group,कार्य गट
work unit,"1.वर्क युनिट, 2.वर्क युनिट"
work volume,असाइनमेंट
working directory,कार्यकारी निर्देशिका
working set,कामाचा संच
working storage,कार्यकारी दुकान
Workshop,कार्यशाळा
Workstation,"1.वर्क स्टेशन, 2.वर्क स्टेशन"
world co-ordinate,जागतिक समन्वय
world wide web (WWW),वर्ल्ड वाईड वेब (WWW)
worst case analysis,सर्वात वाईट केस विश्लेषण
worst fit algorithm,किमान पात्र अल्गोरिदम
Wraparound,बंदिस्त
wrist computing,"1. मनगटाची गणना, 2. मनगटाची गणना"
Writable,"1.लेखन करण्यायोग्य, 2. लिहिण्यायोग्य"
Write,लेखन
write cache,कॅशे लिहा
write cycle,लेखन चक्र
write key,लेखन की
"write once, read more (WORM)","1. A लिहा, 2. रीड की (वर्म)"
write protection,लेखन कस्टडी
write read head,लेखन वाचन प्रमुख
X OR,x किंवा
X-12,X-12
XBM X bitmap,x b m x बिट नकाशा
Xenix,जिनिक्स
Xmodem,x मॉडेम
X-on/X-off,X चालू / X बंद
X-terminal,एक्स टर्मिनल
Xtext,"1.x मजकूर, 2.x मजकूर"
X-window,x-विंडो
YACC,YACC (संकलक)
Yahoo,याहू
Yoke,जू
Z-buffer,z-बफर
zero address instruction,शून्य पत्ता सूचना
zero function,शून्य कार्य
zero level address,शून्य पातळी पत्ता
zero matrix,"1. शून्य मॅट्रिक्स, 2. शून्य मॅट्रिक्स"
zero suppression,निरस्तीकरण
zero wait state,शून्य प्रतीक्षा स्थिती
zero-slot LAN,शून्य-स्लॉट LAN
Zip,zip/compress
zip code,"1.संकुचित कोड, 2.संकुचित कोड"
zip file,संकुचित फाइल
zip UPZ modem,संकुचित UPZ मोडेम
Zone,"1. झोन, 2. झोन"
zone list,मंडळ यादी
Zoom,"1.झूम, 2.आकार वाढवणे"
zoom in,"1. वाढवणे, 2.झूम इन"
zoom out,आकार कमी करणे
Zooming,झूमिंग / आकार वाढवणे / आकार वाढवणे
Z-term,z-टर्म
