Bengali,Assamese
রেফারেন্স কল,ৰেফাৰেন্স কল
সম্মান কল,সন্মানীয় আহ্বান
পরিবর্তনশীল কল,ভেৰিয়েবল কল
আমন্ত্রণ গেট,আমন্ত্ৰণ গেট
"1. বাতিল, 2. বাতিল","1. বাতিল কৰক, 2. বাতিল কৰক"
প্রত্যাহার বোতাম,বাতিল বুটাম
"1. নির্ধারিত, 2. ক্যানোনিকাল","১.নিৰ্দিষ্ট কৰা, ২. কেননিক"
ক্যানোনিকাল ফর্ম,কেননিক ৰূপ
ক্ষমতা,সক্ষমতা
ক্ষমতা তালিকা,ক্ষমতা তালিকা
"1. সক্ষমতা, 2. ধারণ","১.সামৰ্থ্য, ২. ধৰি ৰখা"
ক্যাপ লক কী,caps লক চাবি
"1.কার্ড, 2. শীট","১.কাৰ্ড, ২. চাদৰ"
কার্ড পাঠক,কাৰ্ড ৰিডাৰ
বিশিষ্টতা,প্ৰাধান্য
বাহক,বাহক
ক্যারিয়ার ব্যান্ড,বাহক বেণ্ড
ক্যারিয়ার লোড,বাহক বোজা
ক্যারিয়ার সংকেত,বাহক সংকেত
ক্যারিয়ার তরঙ্গ,বাহক তৰংগ
অর্জন,লাভ কৰা হৈছে
স্কোর অর্জিত,স্ক’ৰ লাভ কৰা হৈছে
পতাকা অর্জন,অৰ্জন কৰা পতাকা
"1.কারটিজ ডিস্ক, 2.কারটিজ ডিস্ক","1.কাৰটিজ ডিস্ক, 2.কাৰটিজ ডিস্ক"
"1. ক্যাসকেড, 2. ক্যাসকেড","1. কেছকেড, 2. কেছকেড"
মামলা,ঘটনা
ক্যাথোড-রে-টিউব (সিআরটি),কেথ&#39;ড-ৰে-টিউব (CRT)
ক্যাথোড রে টিউব (CRT) ক্যাথোড রে টিউব,কেথ’ড ৰে টিউব (CRT) কেথ’ড ৰে টিউব
সিডি রম ডিস্ক ড্রাইভ,cd rom ডিস্ক ড্ৰাইভ
সেল,কোষ
সেল অ্যানিমেশন,কোষ এনিমেচন
মোবাইল ফোন,চেলুলাৰ ফোন
"1. কেন্দ্রীয় স্মৃতি, 2. কেন্দ্রীয় স্মৃতি","১.কেন্দ্ৰীয় স্মৃতি, ২. কেন্দ্ৰীয় স্মৃতিশক্তি"
কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU),কেন্দ্ৰীয় প্ৰক্ৰিয়াকৰণ একক (CPU)
কেন্দ্রীভূত ব্যবস্থা,কেন্দ্ৰীভূত ব্যৱস্থা
প্রমাণীকৃত টেপ,প্ৰমাণীকৃত টেপ
চেইন,শিকলি
"1.সিরিজ ডেটা, 2.সিরিজ কন্টেন্ট","1.series ডাটা, 2.series বিষয়বস্তু"
চেইন লিঙ্ক,শৃংখল সংযোগ
চেইনিং,চেইনিং
"1.চ্যানেল, 2.চ্যানেল","১.চেনেল, ২.চেনেল"
"1.চ্যানেল ব্যস্ত টোন, 2.চ্যানেল ব্যস্ত টোন","1.চেনেল ব্যস্ত টোন, 2.চেনেল ব্যস্ত টোন"
"1.চ্যানেল ক্ষমতা, 2.চ্যানেল ক্ষমতা","1.চেনেল ক্ষমতা, 2.চেনেল ক্ষমতা"
"1.চ্যানেল কন্ট্রোলার, 2.চ্যানেল কন্ট্রোলার","1.চেনেল নিয়ন্ত্ৰক, 2.চেনেল নিয়ন্ত্ৰক"
"1. চ্যানেল ত্রুটি, 2. চ্যানেল ত্রুটি৷","1. চেনেল ত্ৰুটি, 2.চেনেল ত্ৰুটি"
"1.চ্যানেল প্রোগ্রাম, 2.চ্যানেল প্রোগ্রাম","১.চেনেল প্ৰগ্ৰেম, ২.চেনেল প্ৰগ্ৰেম"
"1.চ্যানেল নির্ভরযোগ্যতা, 2.চ্যানেল নির্ভরযোগ্যতা","1.চেনেল নিৰ্ভৰযোগ্যতা, 2.চেনেল নিৰ্ভৰযোগ্যতা"
"1.চ্যানেল সেট, 2.চ্যানেল সেট","1.চেনেল ছেট, 2.চেনেল ছেট"
প্রতীক,প্ৰতীক
"1. অক্ষর কোড, 2. অক্ষর কোড","১.আখৰৰ ক&#39;ড, ২. আখৰৰ ক&#39;ড"
অক্ষর কী,আখৰৰ চাবি
চরিত্র পাঠক,চৰিত্ৰ পাঠক
"1. প্রতীকের আকার, 2. প্রতীকের আকার","১.প্ৰতীকৰ আকাৰ, ২.প্ৰতীকৰ আকাৰ"
সচিত্র,চিত্ৰকল্প
"1.চ্যাসিস, 2.চ্যাসিস","১.চেছিছ, ২.চেছিছ"
বিট চেক,বিট পৰীক্ষা কৰক
চেক পয়েন্ট,চেক পইণ্ট
মোট চেক,মুঠ পৰীক্ষা কৰক
চেক শব্দ,শব্দ পৰীক্ষা কৰক
চিপ,চিপ
চিপ সেট,চিপ চেট
"1. চয়ন করুন, 2. চয়ন করুন৷","1.বাছি লোৱা, 2.বাছি লোৱা"
বর্ণানুক্রমিকভাবে,বৰ্ণানুক্ৰমে
"1.সফর, 2. শূন্য, 3. নাবিক","১.ছাফাৰ, ২. শূন্য, ৩. নাৱিক"
সার্কিট,বৰ্তনী
চেনাশোনা তালিকা,বৃত্ত তালিকা
সেরেস,চেৰেছ
উল্লেখ,উল্লেখ
"1.শ্রেণী, 2.শ্রেণী","1.শ্ৰেণী, 2.শ্ৰেণী"
ক্লাস পরিবর্তনশীল,ক্লাছ ভেৰিয়েবল
শ্রেণীবিভাগ,শ্ৰেণীবিভাজন
স্ক্যাভেঞ্জিং,স্ক্যাভেঞ্জিং
পরিষ্কার এলাকা,ক্লিয়াৰ কৰা অঞ্চল
"1. সিস্টেম পরিষ্কার করুন, 2. চ্যানেল পরিষ্কার করুন","1. চিস্টেম পৰিষ্কাৰ কৰক, 2. চেনেল পৰিষ্কাৰ কৰক"
চাপুন,টিপক
"1. গ্রাহক, 2. ক্লায়েন্ট","১.গ্ৰাহক, ২. গ্ৰাহক"
"1.ক্লায়েন্ট সার্ভার, 2.ক্লায়েন্ট সার্ভার","1.ক্লায়েন্ট চাৰ্ভাৰ, 2.ক্লায়েন্ট চাৰ্ভাৰ"
গ্রাহক স্টাব,গ্ৰাহকৰ ষ্টাব
কর্তন,শ্বিয়াৰিং আৰ্ট
শিয়ারিং আর্ট লাইব্রেরি,শ্বিয়াৰিং আৰ্ট লাইব্ৰেৰী
ক্লিপ বোর্ড,ক্লিপ বৰ্ড
ক্লিপার,ক্লিপাৰ
ক্লিপার চিপ,ক্লিপাৰ চিপ
উপদল,ফৈদ
"1.ঘড়ি, 2. ক্যালাড","1.ৱাচ, ২. calad"
ঘড়ি চক্র,ঘড়ীৰ চক্ৰ
ঘড়ি ফ্রিকোয়েন্সি,ঘড়ীৰ কম্পাঙ্ক
কালাদ হার্ডওয়্যার,কালাদ হাৰ্ডৱেৰ
কালাদ স্প্যান্ড,কালাদ স্পেণ্ড
ঘরির গতি,ঘড়ীৰ গতি
সময় সিঙ্ক্রোনাইজেশন,সময় সমন্বয়
ঘড়ির টিক টিক,ঘড়ীৰ টিক
ক্লোন,ক্ল&#39;ন
বন্ধ,বন্ধ কৰা
ক্লোজড সার্কিট টিভি (সিসিটিভি),বন্ধ চাৰ্কিট টিভি (চিচিটিভি)
বর্ণনা,বিৱৰণ
"1.ক্লাউড কম্পিউটিং, 2.ক্লাউড কম্পিউটিং","১.ক্লাউড কম্পিউটিং, ২.ক্লাউড কম্পিউটিং"
গুচ্ছ,মুঠি
"1.কভারড কার্ড, 2. প্রলিপ্ত শীট","১.আবৃত কাৰ্ড, ২. আৱৰণযুক্ত শ্বীট"
লেপা কাগজ,আৱৰণযুক্ত কাগজ
সমাক্ষীয়,সমাক্ষীয়
সমাক্ষ তারের,সমাক্ষীয় কেবল
কোডাসিল,কোডাচিল
"1.কোড, 2.কোড","১.কোড, ২.কোড"
"1. কোড জেনারেটর, 2. উৎপাদকের কোড","1. ক&#39;ড জেনেৰেটৰ, 2. ক&#39;ড জেনেৰেটৰ"
কোড পৃষ্ঠা,ক&#39;ড পৃষ্ঠা
"1.কোড শব্দ, 2.কোড শব্দ","১.কোড শব্দ, ২.কোড শব্দ"
"1.কোডার, 2.কোডার","১.কোডাৰ, ২.কোডাৰ"
"1. এনকোডিং পরীক্ষা, 2. কোডিং পরীক্ষা","1. এনকোডিং পৰীক্ষা, 2. ক&#39;ডিং পৰীক্ষা"
এনকোডিং ফর্ম,এনকোডিং ফৰ্ম
"1. এনকোডিং শীট, 2. কোডিং শীট","1. এনকোডিং শ্বীট, 2. ক&#39;ডিং শ্বীট"
গুণাঙ্ক,সহগ
সংহতি,সংহতি
"1.কোল্ড বুট, 2.কোল্ড স্টার্ট","1.কল্ড বুট, 2.কল্ড ষ্টাৰ্ট"
ঠান্ডা শুরু,ঠাণ্ডা আৰম্ভণি
সাহায্য,সহযোগ
পতন,পতন হোৱা
"1.সংগঠন, 2.সংযুক্তি","১.সংলগ্নকৰণ, ২.সংযুক্ত কৰা"
"1. ইন্ডেক্সড টেপ, 2. কলেট টেপ","1.সূচীভুক্ত টেপ, 2. callet টেপ"
সংঘর্ষ,সংঘৰ্ষ
কোলন,বৃহদান্ত্ৰ
"1.অক্ষর, 2.রঙ","১.আখৰ, ২.ৰং"
রঙ স্যাচুরেশন,ৰঙৰ পৰিপূৰকতা
রঙের টেবিল,ৰঙৰ টেবুল
স্তম্ভ,স্তম্ভ
সংমিশ্রণ,সংমিশ্ৰণ
যৌগিক বাক্স,কম্পোজিট বাকচ
"1.command, 2.command","১.আদেশ, ২.আদেশ"
আদেশ বোতাম,কমাণ্ড বুটাম
