English,Marathi
condense,"घनीभूत करणे, द्रव करणे, द्रव करणे"
condensed,"घनरूप, द्रवरूप, संक्षिप्त"
condenser,"कंडेनसर, कॅपेसिटर, कलेक्टर"
condition,"स्थिती, स्थिती, स्थिती, स्थिती"
conductance,वाहकता
conducting,चालक
conduction,ड्रायव्हिंग
conductivity,वाहकता
confidence,निष्ठा
configuration,"कॉन्फिगरेशन, कॉन्फिगरेशन"
configurational,कॉन्फिगरेशन
confocal,confocal
congruence,"एकरूपता, द्विध्रुवीयता, समानता"
congruent,"एकरूप, समान"
conical,कोनिक
conjugate,"संयुग्मित करणे (v.), संयुग्मित होणे (ver.)"
connected in parallel,लॅटरल असोसिएटेड
connected in series,साखळी संबंधित
connecting line,कनेक्टर लाइन
connection,कनेक्शन
connector,"प्रायोजक, कनेक्टर"
consecutive,सलग
conservation,संरक्षक
conservative,संरक्षक
consistency,"सुसंगतता, सुसंगतता, जाडी, जाडी"
consistent,"सुसंगत, विरुद्ध"
consonance,संवादात्मक
consonant (note),संवादात्मक
constancy,स्थिरता
constant,"स्थिर, स्थिर, अचल, न बदलणारा, एकसमान"
constantan ,कॉन्स्टंटन
constant drift,सतत प्रवाह
constant of aberration,covariate संख्या
constants of circuit,सर्किटची वैशिष्ट्ये
constellation,नक्षत्र
constitution,"रचना, रचना, रचना"
constrained motion,प्रतिबंधित गती
constraint,मर्यादा
constriction,अरुंद करणे
constructive interference,शाश्वत हस्तक्षेप
consumed energy,ऊर्जा वापरली
contact,"स्पर्श, स्पर्श, स्पर्श"
contractor,"संपर्क, संपर्क"
contamination,दूषित होणे
content,"सामग्री, भाग, अर्धा"
continuity,"सातत्य, सातत्य"
continuity of state,राज्य सातत्य
continuous,"अखंड, अखंड, अखंड, अखंड, अखंड"
continuum,सातत्य
contract,"संकुचित करणे, संकुचित करणे (ver.)"
contracted,संकुचित
contraction,आकुंचन
contraorbital direction,काउंटर-ऑर्बिटल दिशा
contrarelated body,संबंधित शरीर
contrast,"कॉन्ट्रास्ट, कॉन्ट्रास्ट"
control,नियंत्रण
convection,संवहन
convection term,पोचवणारी पोस्ट
convective,रक्तवहिन्यासंबंधीचा
conventional atomic weight,नियमित अणु वजन
converge,"अभिसरण करणे, अभिसरण करणे"
convergence,"अभिसरण, अभिसरण"
convergent lens,अभिसरण लेन्स
converse,"विरुद्ध, विरुद्ध"
conversely,VICA उलट
conversion,रूपांतरण
converted,रूपांतरित
converter,कनवर्टर
convertible lens,परिवर्तनीय लेन्स
convex,उत्तल
convexity,बहिर्वक्रता
convexo-concave,उत्तल
convexo-convex,द्विउत्तल
coolant,शीतलक
cooler,"थंडगार, थंडगार"
Coolidge tube,कूलिज ट्यूब
cooling,थंड करणे
cooling agent,शीतलक
cooperative phenomenon,सहकारी घटना
coordinate,"समन्वय, समन्वय"
coordinate axis,दिग्दर्शक अक्ष
coplanar,प्लॅनर
coplanarity,सपाटपणा
copy,"कॉपी, कॉपी, कॉपी"
core,कोर
core electron,कोर इलेक्ट्रॉन
Coriolis acceleration,कोरिओलिस प्रवेग
Coriolis force,कोरिओलिस बल
cornona,"किरीट, कोरोना"
Corona Australis,कोरोना ऑस्ट्रेलिया
Corona Borealis,कोरोना बोरेलिस
coronal prominence,सौर भडकणे
corpuscle,ग्रेन्युल
corpuscular,दाणेदार
correct,"बरोबर, बरोबर"
corrected,सुधारित
correction,"सुधारणा, सुधारणा"
Correlation,सह - संबंध
correspond,"पत्रव्यवहार करणे, पत्रव्यवहार करणे"
correspondence principle,असोसिएशनचे नियम
Corresponding,साथीदार
cosine law,कोसाइन नियम
cosmic abundance,जागा विपुलता
Cosmical,वैश्विक
cosmic burst,अंतराळ किरण फुटला
cosmic ray,"अंतराळ किरण, वैश्विक किरण"
cosmic shower,जागा पर्जन्य
cosmic space,जागा
cosmological,वैश्विक
cosmology,"कॉस्मॉलॉजी, कॉस्मॉलॉजी"
Cosmonaut,अंतराळवीर
Cosmonautics,अंतराळविज्ञान
Cosmos,"कॉसमॉस, ब्रह्मांड"
Coulomb,कूलॉम्ब
Coulombic field,कुलोमी क्षेत्र
Coulometer,क्युलोमीटर
Count,"मोजणे, मोजणे, मोजणे, मोजणे"
count down,"मोजणी, उलट मोजणी"
Counter,"कॅल्क्युलेटर, काउंटर, पॅनेल"
counter clockwise,घड्याळाच्या उलट दिशेने
counter current,"रिव्हर्स करंट, काउंटर करंट"
counter electromotive force,विरोधी इलेक्ट्रोमोटिव्ह शक्ती
counter measures,प्रतिनियुक्ती
Counterpoise,उलट धड
counting rate,गणना दर
Counts,"मोजणे, मोजणे-संख्या, मोजणे, मोजणे"
Couple,सक्तीची जोडी
coupled,जोडलेले
coupler,जोडणारा
coupling,जोडणी
course,"इच्छित दिशा, मार्ग, मार्ग"
Covalence,सहसंयोजकता
Covalency,सहसंयोजकता
