Bengali,Malayalam
"দখলের রেজিস্টার, দখলের রেজিস্টার","കൈവശരേഖ, കൈവശാവകാശ രജിസ്റ്റർ"
বহনযোগ্য জেনারেটর,പോർട്ടബിൾ ജനറേറ്റർ
কার্সনের আইন,കാർസൺ നിയമം
কার্তুজ ফিউজ,കാട്രിഡ്ജ് ഫ്യൂസ്
কার্তুজ টেপ,കാട്രിഡ്ജ് ടേപ്പ്
ক্যারি ফস্টার ব্রিজ,കാരി ഫോസ്റ്റർ പാലം
ধাপ পরিবর্ধক,സ്റ്റെപ്പ് ആംപ്ലിഫയർ
গ্রেডেশন,ഗ്രേഡേഷൻ
ক্যাসকেড পরিবর্ধক,കാസ്കേഡ് ആംപ്ലിഫയർ
"ক্যাসকোড অ্যামপ্লিফায়ার, স্টেপ অ্যামপ্লিফায়ার","കാസ്‌കോഡ് ആംപ്ലിഫയർ, സ്റ്റെപ്പ് ആംപ്ലിഫയർ"
ক্যাসেট,കാസറ്റ്
প্ররোচনা,പ്രേരണ
ক্যাপটিভ কোটার,ക്യാപ്റ്റീവ് കോട്ടർ
ক্যাথোড,കാഥോഡ്
ক্যাথোড ট্রেলিং,കാഥോഡ് ട്രെയിലിംഗ്
ক্যাথোড ট্রেলিং পরিবর্ধক,കാഥോഡ് ട്രെയിലിംഗ് ആംപ്ലിഫയർ
ক্যাথোড আলোকসজ্জা,കാഥോഡ് ലുമിനൻസ്
ক্যাথোড উপাদান,കാഥോഡ് മെറ്റീരിയൽ
ক্যাথোড রে অসিলোস্কোপ,കാഥോഡ് റേ ഓസിലോസ്കോപ്പ്
ক্যাথোড রশ্মি নল,കാഥോഡ് റേ ട്യൂബ്
ক্যাথোড কণা জমা,കാഥോഡ് കണിക നിക്ഷേപം
ক্যাথোড আলোকসজ্জা,കാഥോഡ് ലുമിനൻസ്
কয়ার ফিল্টার,കയർ ഫിൽട്ടർ
kaver ফিল্টার,കവർ ഫിൽട്ടർ
কোটর,കോടോർ
এন্ট্রাল বিকিরণ,ആന്ട്രൽ റേഡിയേഷൻ
cotter অনুরণক,cotter resonator
ফ্যাট চার্জ কাপলড ডিভাইস (CCD),ഫാറ്റ് ചാർജ് കപ്പിൾഡ് ഉപകരണം (CCD)
সিডি রম,സിഡി റോം
সিডি রম ড্রাইভ,സിഡി റോം ഡ്രൈവ്
সেল (ব্যাটারি),സെൽ (ബാറ്ററി)
কেন্দ্রীয় সম্পদ উপাদান,കേന്ദ്ര വിഭവ ഘടകം
কেন্দ্রীয় সম্পদ ইউনিট,കേന്ദ്ര റിസോഴ്സ് യൂണിറ്റ്
কেন্দ্রীয় প্রসেসর,സെൻട്രൽ പ്രൊസസർ
গড় স্কেল,ശരാശരി സ്കെയിൽ
মধ্য ফ্রিকোয়েন্সি,മിഡ് ഫ്രീക്വൻസി
মাঝারি নিষ্কাশন ট্রান্সফরমার,മധ്യ എക്സ്ഹോസ്റ്റ് ട്രാൻസ്ഫോർമർ
"সিরামিক, কাদামাটি","സെറാമിക്, കളിമണ്ണ്"
সিরামিক ফিলার,സെറാമിക് ഫില്ലർ
সিরামিক ফিল্টার,സെറാമിക് ഫിൽറ്റർ
সিরামিক উপাদান,സെറാമിക് മെറ്റീരിയൽ
সিরামিক রেজোনেটর,സെറാമിക് റെസൊണേറ്റർ
সিরামিক শব্দ রিসিভার,സെറാമിക് ശബ്ദ റിസീവർ
সেরেনকভ ক্যালকুলেটর,cerenkov കാൽക്കുലേറ്റർ
সরমাত,സർമാറ്റ്
চ্যালকোজেনাইড,ചാൽകോജെനൈഡ്
ক্যালকোপিরাইট,കാൽകോപൈറൈറ്റ്
"চ্যানেল, চ্যানেল","ചാനൽ, ചാനൽ"
চ্যানেল ব্যান্ড সম্প্রসারণ,ചാനൽ ബാൻഡ് വിപുലീകരണം
চ্যানেল কোডার,ചാനൽ കോഡർ
চ্যানেল ফ্রিকোয়েন্সি,ചാനൽ ആവൃത്തി
চ্যানেল চরিত্র,ചാനൽ സ്വഭാവം
চ্যানেল বিচ্ছেদ,ചാനൽ വേർതിരിക്കൽ
চ্যানেল তত্ত্ব,ചാനൽ സിദ്ധാന്തം
চরিত্র জেনারেটর,പ്രതീക ജനറേറ്റർ
চরিত্রের স্বীকৃতি,സ്വഭാവം തിരിച്ചറിയൽ
বৈশিষ্ট্যগত প্রতিবন্ধকতা,സ്വഭാവ പ്രതിരോധം
চার্জ ক্যারিয়ার,ചാർജ് കാരിയർ
চার্জ নিয়ন্ত্রণ পরামিতি,ചാർജ് നിയന്ത്രണ പാരാമീറ്റർ
মিলিত ডিভাইস চার্জ,ചാർജ്ജ് കപ്പിൾഡ് ഉപകരണം
চার্জ যুগল র্যান্ডম অ্যাক্সেস মেমরি,ചാർജ് കപ്പിൾഡ് റാൻഡം ആക്സസ് മെമ്മറി
চার্জ ঘনত্ব,ചാർജ് സാന്ദ്രത
চার্জ ইনজেকশন ডিভাইস,ചാർജ് ഇൻജക്ഷൻ ഉപകരണം
চার্জ ক্ষতি,ചാർജ് നഷ്ടം
চার্জ পাম্পিং,ചാർജ് പമ്പിംഗ്
চার্জ সেন্সিং এমপ্লিফায়ার,ചാർജ് സെൻസിംഗ് ആംപ്ലിഫയർ
চার্জ স্টোরেজ,ചാർജ് സംഭരണം
চার্জিত কণা,ചാർജ്ജ് കണങ്ങൾ
অনুরাগী,വികാരാധീനമായ
ফ্রেম,ഫ്രെയിം
robyshev ফিল্টার,robyshev ഫിൽട്ടർ
মোট চেক,മൊത്തം പരിശോധിക്കുക
ফ্রিকোয়েন্সি পরীক্ষা করুন,ആവൃത്തി പരിശോധിക്കുക
রাসায়নিক বন্ধন,കെമിക്കൽ ബോണ്ട്
রাসায়নিক বাষ্প এজাহার,രാസ നീരാവി നിക്ഷേപം
চাইল্ড লক সুবিধা,ചൈൽഡ് ലോക്ക് സൗകര്യം
শিশুর আইন,ബാലനിയമം
চিপ,ചിപ്പ്
চিপ সক্রিয়করণ,ചിപ്പ് സജീവമാക്കൽ
দম বন্ধ করা,വീര്പ്പുമുട്ടുക
বিরতিহীন,ഇടയ്ക്കിടെ
বিরতিহীন পরিবর্ধক,ഇടയ്ക്കിടെയുള്ള ആംപ്ലിഫയർ
বিরতিহীন পরিবর্ধক,ഇടയ്ക്കിടെയുള്ള ആംപ്ലിഫയർ
বিরতিহীন মোড,ഇടവിട്ടുള്ള മോഡ്
ক্রোমা পরিবর্ধক,ക്രോമ ആംപ്ലിഫയർ
চরিত্রায়ন চিত্র,സ്വഭാവ രേഖാചിത്രം
পিগমেন্টেশন,പിഗ്മെന്റേഷൻ
বৃত্ত চিত্র,സർക്കിൾ ഡയഗ്രം
সার্কিট,സർക്യൂട്ട്
সার্কিট বিশ্লেষণ,സർക്യൂട്ട് വിശകലനം
সার্কিট ব্রেকার,സർക്യൂട്ട് ബ്രേക്കർ
বর্তনী চিত্র,സർക്യൂട്ട് ഡയഗ്രം
সার্কিট স্বরলিপি,സർക്യൂട്ട് നൊട്ടേഷൻ
সার্কিট বদল,സർക്യൂട്ട് സ്വിച്ചിംഗ്
বৃত্তাকার তরঙ্গ পথ,വൃത്താകൃതിയിലുള്ള തരംഗ പാത
সঞ্চালন স্মৃতি,രക്തചംക്രമണം മെമ്മറി
বন্ধন সার্কিট,ബോണ്ടിംഗ് സർക്യൂട്ട്
ক্ল্যাপ অসিলেটর,ക്ലാപ്പ് ഓസിലേറ്റർ
ক্লাস A পরিবর্ধক,ക്ലാസ് എ ആംപ്ലിഫയർ
ক্লাস A] B] C] D অপারেশন,ക്ലാസ് എ] ബി] സി] ഡി പ്രവർത്തനങ്ങൾ
ক্লাস B পরিবর্ধক,ക്ലാസ് ബി ആംപ്ലിഫയർ
ক্লাস সি পরিবর্ধক,ക്ലാസ് സി ആംപ്ലിഫയർ
ক্লাস ডি পরিবর্ধক,ക്ലാസ് ഡി ആംപ്ലിഫയർ
এস ক্লাস বডি,എസ് ക്ലാസ് ബോഡി
"বহিষ্কার, পরিষ্কার","പുറത്താക്കൽ, ശുദ്ധി"
কর্তন,കത്രിക
শিয়ারিং সার্কিট,ഷീറിംഗ് സർക്യൂട്ട്
ক্যালাড,കാലാഡ്
ঘড়ি ফ্রিকোয়েন্সি,ക്ലോക്ക് ആവൃത്തി
ঘড়ির পালস জেনারেটর,ക്ലോക്ക് പൾസ് ജനറേറ്റർ
কদল আরএস ফ্লিপ ফ্লপ,കടൽ ആർഎസ് ഫ്ലിപ്പ് ഫ്ലോപ്പ്
ক্লোজড সার্কিট টেলিভিশন,അടച്ച സർക്യൂട്ട് ടെലിവിഷൻ
বন্ধ লুপ অপারেশন,അടച്ച ലൂപ്പ് പ്രവർത്തനം
বন্ধ লুপ লাভ,അടച്ച ലൂപ്പ് നേട്ടം
পরিপূরক ধাতব সেমিকন্ডাক্টর,കോംപ്ലിമെന്ററി മെറ്റാലിക് സെമികണ്ടക്ടർ
CMOS ডিভাইস,CMOS ഉപകരണം
সিএমআরআর (সাধারণ মোড নিরপেক্ষকরণ অনুপাত),CMRR (പൊതു മോഡ് ന്യൂട്രലൈസേഷൻ അനുപാതം)
