Malayalam,English
സെൽ ഫോൺ,Cell phone
ഗുണദോഷപരിശോധകന്,Censor
നിന്ദിക്കുക,Censure
ചലനം പ്രയോഗിക്കുന്നു,Censure motion
കാനേഷുമാരി,Census
സെൻട്രൽ സെസ്,Central cess
സെൻട്രൽ സിവിൽ സർവീസ് നിയമങ്ങൾ,Central civil service  rules
കേന്ദ്ര എക്സൈസ്,Central excise
കേന്ദ്ര സർക്കാർ,Central government
കേന്ദ്രം,Centralization
കേന്ദ്രീകൃത സേവനം,Centralized service
കേന്ദ്ര ധനസഹായ പദ്ധതി,Centrally funded scheme
കേന്ദ്ര സ്പോൺസേർഡ് സ്കീം,Centrally sponsored scheme
സെൻട്രൽ ഓഫീസ്,Central office
കേന്ദ്ര വരുമാനം,Central revenues
കേന്ദ്ര വിൽപ്പന നികുതി,Central sales tax
കേന്ദ്രം,Centre
നൂറ്റാണ്ട്,Century
ധാനം,Cereal
ധാത്തിയാപ്പൂ,Cerealist
ആചാരപരമായ പരേഡ്,Ceremonial parade
ആചാരം,Ceremony
സാക്ഷപതം,Certificate
ശാരീരികക്ഷമതയുടെ സർട്ടിഫിക്കറ്റ്,Certificate of fitness
പോസ്റ്റുചെയ്യുന്നതിന്റെ സർട്ടിഫിക്കറ്റ്,Certificate of posting
സേവന സർട്ടിഫിക്കറ്റ്,Certificate of service
സാക്ഷപ്പെടുത്തല്,Certification
സർട്ടിഫൈഡ് പകർപ്പ്,Certified copy
സാക്ഷപ്പെടുത്തുക,Certify
സെസ്,Cess
വിരാമം,Cessation
ചങ്ങല,Chain
ചെയർമാൻ / ചെയർപേഴ്സൺ,Chairman/chairperson
ചലൻ,Challan
വെല്ലുവിളി,Challenge
സകാരമുറി,Chamber
വാണിജ്യ സംഘടന,Chamber of commerce
മാറ്റുക,Change
കുഴപ്പം,Chaos
അധായം,Chapter
സ്വഭാവഭേദം,Character assassination
പ്രതീക സർട്ടിഫിക്കറ്റ്,Character certificate
കുറ്റം ചാര്ത്തല്,Charge
സ്വത്ത് ചാർജ് ചെയ്യുക,Charge over property
ചാർജ് ഷീറ്റ്,Charge sheet
ചാരിറ്റബിൾ,Charitable
അനുകന്വ,Charity
അവകാശപതം,Chart
പമാണം,Charter
ചേസിസ് നമ്പർ,Chasis number
വഞ്ചന,Cheating
ചെക്ക്,Check
ചെക്ക് ലിസ്റ്റ്,Check list
പോസ്റ്റ് പരിശോധിക്കുക,Check post
രസതന്തശാസ്തജ്ഞന്,Chemist
ചെക്ക്,Cheque
അനുവദിക്കുക,Cheque let
നേതാവ്,Chief
കുട്ടികളുടെ വിദ്യാഭ്യാസ അലവൻസ്,Children education allowance
കുട്ടികളുടെ ചൂഷണം,Child exploitation
ബാലവേല,Child labour
ശിശുക്ഷേമം,Child welfare
വിട്ടുമാറാത്ത,Chronic
കാലക്രമപരമായ ക്രമം (= കാലക്രമത്തിൽ),Chronological order(=chronological sequence)
വലയം,Circle
സർക്യൂട്ട് ഹ .സ്,Circuit house
വൃത്താകൃതിയിലുള്ള (= വൃത്താകൃതിയിലുള്ള അക്ഷരം),Circular (=circular letter)
പദക്ഷിണം,Circulation
സാഹചര്യം,Circumstance
സാഹചര്യ തെളിവുകൾ,Circumstantial evidence
ഉദ്ധരണി,Citation
പൗരതം,Citizenship
നഗര നഷ്ടപരിഹാര അലവൻസ്,City compensatory allowance
നാഗരിക സ with കര്യങ്ങൾ,Civic amenities
സിവിൽ,Civil
സിനിയോഗിക്കുക,Civil code
സിനിബ പ്രതിരോധം,Civil defence
സിവിൽ പട്ടിക,Civil list
സിവിൽ വിവാഹം,Civil marriage
സിവിൽ നടപടിക്രമ കോഡ്,Civil procedure code
പൊതു സേവനം,Civil service
സിവിൽ സ്യൂട്ട്,Civil suit
സിവിൽ സപ്ലൈസ്,Civil supplies
ആഭന്തരയുദ്ധം,Civil war
അവകാശം,Claim
അവകാശി,Claimant
ക്ലെയിം ഫോം,Claim form
റീഫണ്ടിനായുള്ള ക്ലെയിം,Claim for refund
വിശദീകരണം,Clarification
പകുക്കുക,Class
ക്ലാസിഫൈഡ് പരസ്യം,Classified advertisement
ക്ലാസിഫൈഡ് പ്രമാണങ്ങൾ,Classified documents
ക്ലാസിഫൈഡ് വിവരങ്ങൾ,Classified information
വര്ഗ്ഗീകരിക്കുക,Classify
പതേകം,Classwise
ഉടന്വടി,Clause
ക്ലിയറൻസ്,Clearance
വ്യക്തമായ ഒഴിവ്,Clear vacancy
സൂചന,Clerical
ക്ലറിക്കൽ കേഡർ,Clerical cadre
ക്ലറിക്കൽ പിശക്,Clerical error
ക്ലറിക്കൽ സ്റ്റാഫ്,Clerical staff
ക്ലറിക്കൽ വർക്ക്,Clerical work
കക്ഷി,Client
ഉടുപ്പ് മുറി,Cloak room
വർഷം അടയ്ക്കുക,Close of the year
അടയ്ക്കൽ ബാലൻസ്,Closing balance
അവസാന തിയ്യതി,Closing date
സമാപനം,Closure
സൂചന,Clue
കോ (കോ-ചെയർമാൻ 'എന്ന നിലയിൽ),Co (as in 'co-chairman')
സഹകാസനം,Co-accused
കോച്ചിംഗ്,Coaching
സഖ്യം സർക്കാർ,Coalition government
കോഡ്,Code
കോഡ് നമ്പർ,Code number
പെരുമാറ്റച്ചട്ടം,Code of conduct
കോഡ് വാക്ക്,Code word
കോഡിംഗ്,Coding
ബലപ്രയോഗം,Coercion
സഹവർത്തിത്വം,Co-existence
അറിവുള്ള,Cognizable
കോഗ്നിസുചെയ്യാവുന്ന കുറ്റം,Cognizable offence
അറിവില്ലായ്മ,Cognizance
യാദൃശ്ചികതം,Coincidence
സഹപവര്ത്തനം,Collaboration
കൊളാറ്ററൽ സുരക്ഷ,Collateral security
സഹപവര്ത്തകന്,Colleague
കൂട്ടായ,Collective
കൂട്ടായ ഉത്തരവാദിത്തം,Collective responsibility
കളക്ടറേറ്റ്,Collectorate
കൂളിടല്,Collusion
കോളനി,Colony
വർണ്ണ അന്ധത,Colour blindness
കോളം,Column
കോമ്പിംഗ് പ്രവർത്തനം,Combing operation
ആജ്ഞാപിക്കുക,Command
സ്മാരകം,Commemoration
സ്തുതര്ഹമായ,Commendable
സൊമാറ്റ്സൗറേറ്റ്,Commensurate
വിവരണം,Commentary
അഭിപ്രായങ്ങൾ,Comments
വാണിജം,Commerce
പരസ്യ ഇടവേള,Commercial break
ഭരണമേല്പിക്കല്,Commission
കമ്മീഷൻ,Commissioning
കുറ്റംചെയ്യുക,Commit
പതിജ്ഞാബദ്ധത,Commitment
ചരക്ക്,Commodity
പൊതുവായ,Common
സാമവമില്ലാത്ത,Communal
സാമുദായിക ഐക്യം,Communal harmony
പകരുക,Communicate
വാര്ത്താവിനിമയം,Communication
ആശയവിനിമയ വിടവ്,Communication gap
കണികന്,Communique
സമൂഹം,Community
കമ്മ്യൂണിറ്റി സെന്റർ,Community centre
കമ്മ്യൂണിറ്റി ഡെവലപ്മെന്റ് പ്രോജക്റ്റ്,Community development project
സാമുഹ്യ സേവനം,Community service
സമാധാനം,Commutation
മാറ്റിയ അവധി,Commuted leave
മായ്ച്ച മൂല്യം,Commuted value
താരതമം,Comparison
അനുകന്വ,Compassion
അനുകമ്പ നിലം,Compassionate ground
അനുകമ്പയുള്ള അവധി,Compassionate leave
അനുഗുണമായ,Compatible
നിർബന്ധിക്കുക,Compel
കയറ്റമായുള്ള,Compendium
നഷ്ടപരിഹാരം,Compensation
നഷ്ടപരിഹാര അലവൻ,Compensatory allowance
നഷ്ടപരിഹാര അവധി,Compensatory leave
അര്ഹത,Competence
അര്ഹതയുള്ള,Competent
യോഗ്യതയുള്ള അതോറിറ്റി,Competent authority
മത്സരം,Competition
മത്സര പരിശോധന,Competitive examination
സമാഹാരം,Compilation
പരാതി,Complaint
പരാതി പുസ്തകം,Complaint book
പൂരക,Complement
പൂരകൻ,Complementary
സന്വൂര്ണമായ,Complete
പൂർത്തീകരണ സർട്ടിഫിക്കറ്റ്,Completion certificate
സമ്മതം,Compliance
സങ്കീർണ്ണമാണ്,Complicated
ഉപചാരം,Compliment
കോംപ്ലിമെന്ററി പകർപ്പ്,Complimentary copy
ഇത് പാലിക്കുക,Comply with
സംയോജിത സംസ്കാരം,Composite culture
രചന,Composition
വാപകമായ,Comprehensive
സമഗ്ര ഇൻഷുറൻസ്,Comprehensive insurance
ഒത്തുതീര്പ്പ്,Compromise
നിര്ബന്ധിതമായ,Compulsory
നിർബന്ധിത വിരമിക്കൽ,Compulsory retirement
കന്വൂട്ടര്,Computer
കമ്പ്യൂട്ടർ കേന്ദ്രം,Computer centre
കമ്പ്യൂട്ടർ സ friendly ഹൃദ,Computer friendly
കമ്പ്യൂട്ടറൈസേഷൻ,Computerization
കമ്പ്യൂട്ടർ ഭാഷ,Computer language
കമ്പ്യൂട്ടർ സാക്ഷരതാ,Computer literacy
ആശയം,Concept
ഉത്കണ്ഠ,Concern
സൗജനം,Concession
ആനുകൂല്യ നിരക്ക്,Concessional rate
ഇളവ് സർട്ടിഫിക്കറ്റ്,Concession certificate
അനുരഞ്ജനം,Conciliation
ഉപസംഹാര കുറിപ്പ്,Concluding remarks
തീരുമാനം,Conclusion
നിര്ണായകമായ,Conclusive
പരിമിതപ്പെടുത്തുക,Concur
സമ്മേളര്ത്തരം,Concurrence
നിന്ദിക്കുക,Condemn
വവസ്ഥ,Condition
സോപാധികമായ,Conditional
സോപാധിക സ്വീകാര്യത,Conditional acceptance
കരാറിന്റെ വ്യവസ്ഥകൾ,Conditions of contract
സേവന വ്യവസ്ഥകൾ,Conditions of service
അനുശോചനം,Condolence
മാപ്പാക്കുക,Condone
നയിക്കുക,Conduct
നിയമങ്ങൾ നടത്തുക,Conduct rules
സമ്മേളനം,Conference
ചർച്ചാമുറി,Conference room
കോൺഫറൻസിംഗ് സൗകര്യം,Conferencing facility
നല്കുക,Confer
സകാരമായ,Confidential
നിരോധം,Confinement
ഉറപ്പിക്കുക,Confirm
സ്ഥിരീകരണം,Confirmation
സേവനത്തിന്റെ സ്ഥിരീകരണം,Confirmation of service
സ്ഥിരീകരണ ഓർഡർ,Confirmation order
കണ്ടുകെട്ടല്,Confiscation
സംഘർഷം,Conflict
വൈരുദ്ധ്യമുള്ള കാഴ്ചകൾ,Conflicting views
അനുരൂപത,Conformity
അഭിനന്ദനം,Congratulation
കൂട്ടുകെട്ട്,Connection
തണന,Connivance
മനസ്സാക്ഷി,Conscience
സമതകരണം,Consensus
സമ്മതിക്കുക,Consent
പരിണതഫലം,Consequence
ഉപദേശം,Consequent
സംരക്ഷണം,Conservation
പരിഗണന മേഖല,Consideration zone
കൺസണി,Consignee
ചരക്ക്,Consignment
ചരക്ക് കുറിപ്പ്,Consignment note
പരസ്പരം യോജിക്കുന്ന,Consistent
ഏകീകൃത ഫണ്ട്,Consolidated fund
ഏകീകൃത ശമ്പളം,Consolidated pay
ഏകീകൃത പ്രസ്താവന,Consolidated statement
ഏകീകരണം,Consolidation
പ്രകടമായ,Conspicuous
ഉപജാപം,Conspiracy
