Kannada,Tamil
ಮೂಲ ಸಮಸ್ಯೆ,அடிப்படை பிரச்சினை
ಮೂಲ ಹಂತ,அடிப்படை நிலை
"1. ಬ್ಯಾಚ್, 2. ಗುಂಪು, 3. ದುರಂತ","1. தொகுதி, 2. குழு, 3. பேரழிவு"
"1. ಬ್ಯಾಚ್ ಫೈಲ್, 2. ಬ್ಯಾಚ್ ಫೈಲ್","1. தொகுதி கோப்பு, 2. தொகுதி கோப்பு"
ಬ್ಯಾಚ್ ಸ್ಥಿತಿ,தொகுதி நிலை
"1. ಬ್ಯಾಚ್ ಪ್ರಕ್ರಿಯೆ, 2. ಗುಂಪು ಸಂಸ್ಕರಣೆ","1. தொகுதி செயலாக்கம், 2. குழு செயலாக்கம்"
"1. ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ, 2. ಕವಣೆ ವ್ಯವಸ್ಥೆ","1. தொகுதி அமைப்பு, 2. கவண் அமைப்பு"
ಬಾಡ್,பாட்
ಬೌಡ್ ದರ,பாட் விகிதம்
ಕಿರಣದ ಕಿರಣ,கற்றை கற்றை
"1. ಮಾರ್ಗಸೂಚಿಗಳು, 2. ಬ್ಯಾಚ್ ಮಾರ್ಕ್","1. வழிகாட்டுதல்கள், 2. தொகுதி குறி"
ದ್ವಿಮುಖ ಸಂವಹನ,இருதரப்பு தொடர்பு
ನೇರ ಸಂಪರ್ಕ,நேரடி இணைப்பு
ಬೈನರಿ ಕೋಡ್,பைனரி குறியீடு
ಬೈನರಿ ಅಂಕೆಗಳು,பைனரி இலக்கங்கள்
ಬೈನರಿ ಇನ್ವೆಸ್ಟ್ಮೆಂಟ್ ಔಟ್ಪುಟ್ ಸಿಸ್ಟಮ್ (BIOS),பைனரி இன்வெஸ்ட்மென்ட் அவுட்புட் சிஸ்டம் (பயாஸ்)
ಬೈನರಿ ಸಂಖ್ಯೆ,பைனரி எண்
ಬೈನರಿ ಆಪರೇಟರ್,பைனரி ஆபரேட்டர்
ದ್ವಿಮಾನ ಸಂಬಂಧ,பைனரி உறவு
ಬೈನರಿ ಹುಡುಕಾಟ,பைனரி தேடல்
ಬೈನರಿ ಎಕ್ಸ್‌ಪ್ಲೋರೇಶನ್ ಟ್ರೀ (BST),பைனரி ஆய்வு மரம் (BST)
"1. ಬೈನರಿ ಟ್ರಾನ್ಸ್ಫರ್ ಟ್ರೀ, 2. ಬೈನರಿ ವರ್ಗಾವಣೆ","1. பைனரி பரிமாற்ற மரம், 2. பைனரி பரிமாற்றம்"
ಅವಳಿ ಮರ,பைனரி மரம்
"1. ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ, 2. ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ","1. இருமுனை நினைவகம், 2. இருமுனை நினைவகம்"
"1. ಜನನ ಮತ್ತು ಮರಣ ಮಾದರಿ, 2. ಜನನ ಮರಣ ಮಾದರಿ","1. பிறப்பு மற்றும் இறப்பு மாதிரி, 2. பிறப்பு இறப்பு மாதிரி"
ಜನನ ಮರಣ ಪ್ರಕ್ರಿಯೆ,பிறப்பு இறப்பு செயல்முறை
"1. ಡ್ಯೂಕ್, 2. ಸ್ವಲ್ಪ","1. டூக், 2. பிட்"
ಸ್ವಲ್ಪ ತಪ್ಪು,சிறிய தவறு
ಬಿಟ್ ನಕ್ಷೆ,பிட் வரைபடம்
"1. ಬಿಟ್, 2. ನಕ್ಷೆ, 3. ಪಿಕ್ಸೆಲ್ (BMP)","1. பிட், 2. வரைபடம், 3. பிக்சல் (BMP)"
"1. ಬಿಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್, 2. ಬಿಟ್ ಟೇಬಲ್","1. பிட் மேட்ரிக்ஸ், 2. பிட் டேபிள்"
ಬಿಟ್ ಮಾದರಿ,பிட் முறை
ಬಿಟ್ ಸ್ಥಾನ,பிட் நிலை
"1. ಬಿಟ್ ದರ, 2. ಬಿಟ್ ದರ","1. பிட் வீதம், 2. பிட் விகிதம்"
ಕಣ್ಣುಮುಚ್ಚಿ ಪರೀಕ್ಷೆ,கண்மூடி சோதனை
ಮಿನುಗು,மின்னும்
ಬ್ಲಾಕ್,தொகுதி
"1. ಬ್ಲಾಕ್ ಕ್ಯಾಶ್, 2. ಬ್ಲಾಕ್ ಕ್ಯಾಷ್ / ಚಂಕ್ ಮೆಮೊರಿ","1. பிளாக் கேச், 2. பிளாக் கேச் / துண் நினைவகம்"
ಬ್ಲಾಕ್ ತನಿಖೆ,தடுப்பு ஆய்வு
ಸಂಪುಟ ನಕಲು,தொகுதி நகல்
ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ,தொகுதி வரைபடம்
"1. ನಿರ್ಬಂಧಿಸಿದ ನೆಟ್ವರ್ಕ್, 2. ನಿರ್ಬಂಧಿಸಿದ ನೆಟ್ವರ್ಕ್","1. தடுக்கப்பட்ட நெட்வொர்க், 2. தடுக்கப்பட்ட நெட்வொர்க்"
ಬೋರ್ಡ್,பலகை
ಪುಟ ಮೆಮೊರಿ,பக்க நினைவகம்
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,பூலியன் இயற்கணிதம்
ಬೂಲಿಯನ್ ಸಂಬಂಧ,பூலியன் உறவு
ಬೂಟ್ ವಿಭಾಗ,துவக்க பகிர்வு
ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್,பூட் ஸ்ட்ராப்பிங்
1.ಬೂಟ್ ಸ್ಟ್ರಾಪ್ ಲೋಡರ್,1.பூட்ஸ்ட்ராப் ஏற்றி
"1.ಸೇತುವೆ, 2.ಸೇತುವೆ","1.பாலம், 2.பாலம்"
ಬ್ರಾಡ್ಬ್ಯಾಂಡ್ ನೆಟ್ವರ್ಕ್,பிராட்பேண்ட் நெட்வொர்க்
ಪ್ರಸಾರ,ஒளிபரப்பு
ರೇಡಿಯೋ ಪ್ರಸಾರ,ஒலிபரப்பு வானொலி
(ನಿವ್ವಳ) ವ್ಯತ್ಯಾಸ,(நிகர) மாறுபாடு
(ನಿವ್ವಳ) ವಿಕಾರ್,(net) vicar
ಬಿ-ಟ್ರು,பி-ட்ரூ
"1.ಬಬಲ್ ಮೆಮೊರಿ, 2.ಬಬಲ್ ಮೆಮೊರಿ","1.குமிழி நினைவகம், 2.குமிழி நினைவகம்"
ಬಬಲ್ ರೀತಿಯ,குமிழி வகை
"1.ಬಕೆಟ್, 2.ಬಕೆಟ್","1.வாளி, 2.வாளி"
"1.ಭ್ರಾತೃತ್ವ ವ್ಯವಸ್ಥೆ, 2.ದೊಡ್ಡ ವ್ಯವಸ್ಥೆ","1.சகோதர அமைப்பு, 2.பெரிய அமைப்பு"
ಬಜೆಟ್ ಪರಿಣಾಮಕಾರಿ ನಿಯಂತ್ರಣ,பயனுள்ள பட்ஜெட் கட்டுப்பாடு
ಬಫರ್,தாங்கல்
ಕೊರತೆ,குறைபாடு
ಸಾಕು,போதும்
"1. ಅಷ್ಟ ವ್ಯಾಂಕ್, 2. ಬಿಟ್ (ಎಂಟು ಬಿಟ್‌ಗಳು)","1. அஷ்ட வியாங்க், 2. பிட் (எட்டு பிட்கள்)"
ಬೈಟ್ ಕೋಡ್,பைட் குறியீடு
ಸಿ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ),சி (கணினி மொழி)
"1.C ಪ್ಲಸ್ ಪ್ಲಸ್, 2.C++ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)","1.சி பிளஸ் பிளஸ், 2.சி++ (கணினி மொழி)"
"1.ನಗದು, 2. ವೇಗವಾಗಿ","1.பணம், 2. வேகமாக, 3.வேகமாக"
"1.ಕ್ಯಾಶ್ ಬಫರ್, 2.ಮೆಮೊರಿ ಬಫರ್","1.கேச் பஃபர், 2.மெமரி பஃபர்"
"1.ಕ್ಯಾಶ್ ಮೆಮೊರಿ, 2.ಕ್ಯಾಶ್ ಮೆಮೊರಿ, 3.ಫಾಸ್ಟ್ ಮೆಮೊರಿ","1.கேச் மெமரி, 2.கேச் மெமரி, 3.ஃபாஸ்ட் மெமரி"
ಲೆಕ್ಕಾಚಾರ,கணக்கீடு
"1.ಕ್ಯಾಲ್ಕುಲೇಟರ್, 2.ಕ್ಯಾಲ್ಕುಲೇಟರ್","1.கால்குலேட்டர், 2.கால்குலேட்டர்"
"1.ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್,2. ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್","1.கால்குலேட்டர் சிப், 2. கால்குலேட்டர் சிப்"
ಆವಾಹನೆ ಮಾಡಿ,அழைக்கவும்
ಹೆಸರು ಕರೆ,பெயர் அழைப்பு
ಉಲ್ಲೇಖ ಕರೆ,குறிப்பு அழைப்பு
ಗೌರವ ಕರೆ,மரியாதை அழைப்பு
ವೇರಿಯಬಲ್ ಕರೆ,மாறி அழைப்பு
ಆಹ್ವಾನ ಗೇಟ್,அழைப்பு வாயில்
"1. ರದ್ದು, 2. ರದ್ದು","1. ரத்து, 2. ரத்து"
ಹಿಂತೆಗೆದುಕೊಳ್ಳುವ ಬಟನ್,திரும்பப்பெறுதல் பொத்தான்
"1. ನಿಗದಿತ, 2. ಅಂಗೀಕೃತ","1. பரிந்துரைக்கப்பட்ட, 2. நியமனம்"
ಅಂಗೀಕೃತ ರೂಪ,நியமன வடிவம்
ಸಾಮರ್ಥ್ಯ,திறன்
ಸಾಮರ್ಥ್ಯ ಪಟ್ಟಿ,திறன் பட்டியல்
"1. ಸಾಮರ್ಥ್ಯ, 2. ಹಿಡಿದು","1. திறன், 2. வைத்திருக்கும்"
ಕ್ಯಾಪ್ಸ್ ಲಾಕ್ ಕೀ,தொப்பி பூட்டு விசை
"1.ಕಾರ್ಡ್, 2. ಹಾಳೆ","1. அட்டை, 2. தாள்"
ಕಾರ್ಡ್ ರೀಡರ್,கார்டு ரீடர்
ಪ್ರಾಮುಖ್ಯತೆ,முக்கியத்துவம்
ವಾಹಕ,கேரியர்
ವಾಹಕ ಬ್ಯಾಂಡ್,கேரியர் பேண்ட்
ವಾಹಕ ಲೋಡ್,கேரியர் சுமை
ವಾಹಕ ಸಂಕೇತ,கேரியர் சிக்னல்
ವಾಹಕ ತರಂಗ,கேரியர் அலை
ಸಾಧಿಸಿದೆ,சாதித்தது
ಸ್ಕೋರ್ ಸಾಧಿಸಲಾಗಿದೆ,மதிப்பெண் பெற்றார்
ಧ್ವಜವನ್ನು ಸಾಧಿಸಿದೆ,அடைந்த கொடி
"1.ಕಾರ್ಟ್ರಿಡ್ಜ್ ಡಿಸ್ಕ್, 2.ಕಾರ್ಟ್ರಿಡ್ಜ್ ಡಿಸ್ಕ್","1.கார்ட்ரிட்ஜ் டிஸ்க், 2.கார்ட்ரிட்ஜ் டிஸ்க்"
"1. ಕ್ಯಾಸ್ಕೇಡ್, 2. ಕ್ಯಾಸ್ಕೇಡ್","1. அருவி, 2. அருவி"
ಪ್ರಕರಣ,வழக்கு
ಕ್ಯಾಥೋಡ್-ರೇ-ಟ್ಯೂಬ್ (CRT),கேத்தோடு-கதிர் குழாய் (CRT)
ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ (CRT) ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್,கத்தோட் கதிர் குழாய் (CRT) கத்தோட் கதிர் குழாய்
ಸಿಡಿ ರೋಮ್ ಡಿಸ್ಕ್ ಡ್ರೈವ್,சிடி ரோம் டிஸ்க் டிரைவ்
ಕೋಶ,செல்
ಸೆಲ್ ಅನಿಮೇಷನ್,செல் அனிமேஷன்
ಸೆಲ್ಯುಲಾರ್ ಫೋನ್,கை பேசி
"1. ಕೇಂದ್ರ ಸ್ಮರಣೆ, 2. ಕೇಂದ್ರ ಸ್ಮರಣೆ","1. மைய நினைவகம், 2. மைய நினைவகம்"
ಕೇಂದ್ರೀಯ ಸಂಸ್ಕರಣಾ ಘಟಕ (CPU),மத்திய செயலாக்க அலகு (CPU)
ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ,மையப்படுத்தப்பட்ட அமைப்பு
ದೃಢೀಕೃತ ಟೇಪ್,அங்கீகரிக்கப்பட்ட டேப்
ಚೈನ್,சங்கிலி
"1.ಸರಣಿ ಡೇಟಾ, 2.ಸರಣಿ ವಿಷಯ","1.தொடர் தரவு, 2.தொடர் உள்ளடக்கம்"
ಸರಪಳಿಯ ಕೊಂಡಿ,சங்கிலி இணைப்பு
ಚೈನ್ನಿಂಗ್,சங்கிலியிடுதல்
"1.ಚಾನೆಲ್, 2.ಚಾನಲ್","1.சேனல், 2.சேனல்"
"1.ಚಾನೆಲ್ ಬ್ಯುಸಿ ಟೋನ್, 2.ಚಾನೆಲ್ ಬ್ಯುಸಿ ಟೋನ್","1.சேனல் பிஸி டோன், 2.சேனல் பிஸி டோன்"
"1.ಚಾನೆಲ್ ಸಾಮರ್ಥ್ಯ, 2.ಚಾನೆಲ್ ಸಾಮರ್ಥ್ಯ","1.சேனல் திறன், 2.சேனல் திறன்"
"1.ಚಾನೆಲ್ ನಿಯಂತ್ರಕ, 2.ಚಾನೆಲ್ ನಿಯಂತ್ರಕ","1.சேனல் கன்ட்ரோலர், 2.சேனல் கன்ட்ரோலர்"
"1. ಚಾನಲ್ ದೋಷ, 2.ಚಾನೆಲ್ ದೋಷ","1. சேனல் பிழை, 2. சேனல் பிழை"
"1.ಚಾನೆಲ್ ಪ್ರೋಗ್ರಾಂ, 2.ಚಾನೆಲ್ ಪ್ರೋಗ್ರಾಂ","1.சேனல் புரோகிராம், 2.சேனல் புரோகிராம்"
"1.ಚಾನೆಲ್ ವಿಶ್ವಾಸಾರ್ಹತೆ, 2.ಚಾನೆಲ್ ವಿಶ್ವಾಸಾರ್ಹತೆ","1.சேனல் நம்பகத்தன்மை, 2.சேனல் நம்பகத்தன்மை"
"1.ಚಾನೆಲ್ ಸೆಟ್, 2.ಚಾನೆಲ್ ಸೆಟ್","1.சேனல் தொகுப்பு, 2.சேனல் தொகுப்பு"
ಲಾಂಛನ,சின்னம்
"1.ಕ್ಯಾರೆಕ್ಟರ್ ಕೋಡ್, 2. ಅಕ್ಷರ ಕೋಡ್","1.எழுத்து குறியீடு, 2. எழுத்து குறியீடு"
ಅಕ್ಷರ ಕೀ,எழுத்து திறவுகோல்
ಅಕ್ಷರ ಓದುಗ,பாத்திர வாசகர்
"1. ಲಾಂಛನದ ಗಾತ್ರ, 2. ಲಾಂಛನದ ಗಾತ್ರ","1. சின்ன அளவு, 2. சின்ன அளவு"
ಚಿತ್ರಾತ್ಮಕ,சித்திரமான
"1.ಚಾಸಿಸ್, 2.ಚಾಸಿಸ್","1.சேஸ், 2.சேஸ்"
ಚೆಕ್ ಬಿಟ್,சோதனை பிட்
ಚೆಕ್ ಪಾಯಿಂಟ್‌ಗಳು,சோதனை புள்ளிகள்
ಮೊತ್ತವನ್ನು ಪರಿಶೀಲಿಸಿ,மொத்தத்தை சரிபார்க்கவும்
ಪದವನ್ನು ಪರಿಶೀಲಿಸಿ,சரிபார்ப்பு வார்த்தை
ಚಿಪ್,சிப்
ಚಿಪ್ ಸೆಟ್,சிப் தொகுப்பு
"1.ಆಯ್ಕೆ, 2.ಆಯ್ಕೆ","1.தேர்வு, 2.தேர்வு"
ವರ್ಣಮಾಲೆಯಂತೆ,அகரவரிசைப்படி
"1.ಸಫರ್, 2. ಶೂನ್ಯ, 3. ಸಮುದ್ರಯಾನ","1.சஃபர், 2. பூஜ்யம், 3. கடலோடி"
ಸರ್ಕ್ಯೂಟ್,சுற்று
ವಲಯ ಪಟ್ಟಿ,வட்ட பட்டியல்
ಸೆರೆಸ್,செரிஸ்
ಉಲ್ಲೇಖಿಸಿ,குறிப்பிடவும்
"1.ವರ್ಗ, 2.ವರ್ಗ","1.வகை, 2.வகை"
ವರ್ಗ ವೇರಿಯಬಲ್,வர்க்க மாறி
ವರ್ಗೀಕರಣ,வகைப்பாடு
ಕೆರೆದುಕೊಳ್ಳಿ,துப்புரவு
ತೆರವುಗೊಳಿಸಿದ ಪ್ರದೇಶ,அழிக்கப்பட்ட பகுதி
"1. ಸಿಸ್ಟಮ್ ಅನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿ, 2. ಚಾನಲ್ ಅನ್ನು ತೆರವುಗೊಳಿಸಿ","1. அமைப்பு சுத்தம், 2. சேனல் அழிக்க"
ಒತ್ತಿ,அச்சகம்
"1. ಗ್ರಾಹಕ, 2. ಗ್ರಾಹಕ","1. வாடிக்கையாளர், 2. வாடிக்கையாளர்"
"1.ಕ್ಲೈಂಟ್ ಸರ್ವರ್, 2.ಕ್ಲೈಂಟ್ ಸರ್ವರ್","1.கிளையண்ட் சர்வர், 2.கிளையண்ட் சர்வர்"
ಗ್ರಾಹಕ ಸ್ಟಬ್,வாடிக்கையாளர் ஸ்டப்
ಕತ್ತರಿಸುವುದು,வெட்டுதல் கலை
ಶಿಯರಿಂಗ್ ಆರ್ಟ್ ಲೈಬ್ರರಿ,ஷேரிங் கலை நூலகம்
ಕ್ಲಿಪ್ ಬೋರ್ಡ್,கிளிப் போர்டு
ಕ್ಲಿಪ್ಪರ್,கிளிப்பர்
ಕ್ಲಿಪ್ಪರ್ ಚಿಪ್,கிளிப்பர் சிப்
ಬಣ,பிரிவு
"1. ವೀಕ್ಷಿಸಿ, 2. ಕ್ಯಾಲಡ್","1. கடிகாரம், 2. காலட்"
ಗಡಿಯಾರ ಚಕ್ರ,கடிகார சுழற்சி
ಗಡಿಯಾರದ ಆವರ್ತನ,கடிகார அதிர்வெண்
ಕಲಾದ್ ಯಂತ್ರಾಂಶ,கலாட் வன்பொருள்
ಕಲಾದ್ ಸ್ಪ್ಯಾಂಡ್,கலாட் ஸ்பாண்ட்
ಗಡಿಯಾರದ ವೇಗ,கடிகார வேகம்
ಸಮಯ ಸಿಂಕ್ರೊನೈಸೇಶನ್,நேர ஒத்திசைவு
ಗಡಿಯಾರ ಟಿಕ್,கடிகார டிக்
ತದ್ರೂಪಿ,குளோன்
ಆರಿಸಿ,ஆஃப்
ಮುಚ್ಚಿದ ಸರ್ಕ್ಯೂಟ್ ಟಿವಿ (CCTV),மூடிய சர்க்யூட் டிவி (மறைகாணி)
ವಿವರಣೆ,விளக்கம்
"1.ಕ್ಲೌಡ್ ಕಂಪ್ಯೂಟಿಂಗ್, 2.ಕ್ಲೌಡ್ ಕಂಪ್ಯೂಟಿಂಗ್","1.கிளவுட் கம்ப்யூட்டிங், 2.கிளவுட் கம்ப்யூட்டிங்"
ಗುಂಪನ್ನು,கொத்து
"1. ಕವರ್ಡ್ ಕಾರ್ಡ್, 2. ಲೇಪಿತ ಹಾಳೆ","1. மூடிய அட்டை, 2. பூசிய தாள்"
ಲೇಪಿತ ಕಾಗದ,பூசிய காகித
ಏಕಾಕ್ಷ,கோஆக்சியல்
ಗಟ್ಟಿ ಕವಚದ ತಂತಿ,கோஆக்சியல் கேபிள்
ಕೊಡಸಿಲ್,கோடாசில்
"1.ಕೋಡ್, 2.ಕೋಡ್","1.குறியீடு, 2.குறியீடு"
"1. ಕೋಡ್ ಜನರೇಟರ್, 2. ಕೋಡ್ ಜನರೇಟರ್","1. குறியீடு ஜெனரேட்டர், 2. குறியீடு உற்பத்தியாளர்"
ಕೋಡ್ ಪುಟ,குறியீடு பக்கம்
