Bengali,Malayalam
সিজিএস পদ্ধতি,cgs രീതി
সিজিএস ইউনিট,cgs യൂണിറ്റ്
পার্থক্যের চেইন নিয়ম,വ്യത്യാസത്തിന്റെ ശൃംഖല
"ভাগ্যে, ভাগ্যক্রমে",ആകസ്മികമായി
এলোমেলো পদক্ষেপ,ക്രമരഹിതമായ നീക്കം
অক্ষ স্থানান্তর,അച്ചുതണ്ട് ഷിഫ്റ്റ്
"ভিত্তি পরিবর্তন পয়ধর-পরিবর্তন,",അടിസ്ഥാന മാറ്റം പേയാധാര് മാറ്റം
স্থানান্তর,ക്രമമാറ്റം
বৈশিষ্ট্য সহগ,സ്വഭാവ ഗുണകം
চরিত্রগত নির্ধারক,സ്വഭാവ നിർണ്ണയം
চরিত্রগত সমীকরণ,സ്വഭാവ സമവാക്യം
"চারিত্রিক ফাংশন, চরিত্রগত ফাংশন","സ്വഭാവ പ്രവർത്തനം, സ്വഭാവ പ്രവർത്തനം"
লগারিদমের পূর্ণসংখ্যা,ലോഗരിതം പൂർണ്ണസംഖ്യ
"চরিত্রগত বহুপদ,",സ്വഭാവ ബഹുപദം
বৈশিষ্ট্যগত মান,സ്വഭാവ മൂല്യം
চরিত্রগত ভেক্টর,സ്വഭാവ വെക്റ്റർ
চরিত্র সম্প্রদায়,സ്വഭാവ സമൂഹം
"চার্ট, চার্ট,","ചാർട്ടുകൾ, ചാർട്ടുകൾ"
চি-স্কোয়ার বিতরণ,ചി-സ്ക്വയർ വിതരണം
চি-বর্গাকার সূত্র,ചി-സ്ക്വയർ ഫോർമുല
চি-স্কয়ার পরীক্ষা,ചി-സ്ക്വയർ ടെസ്റ്റ്
জ্যা*,കോർഡ്*
জ্যা বিভাজন পদ্ধতি,കോർഡ് വിഭജന രീതി
লিখিত বার্তা,എഴുതിയ സന്ദേശം
"শূন্য, সাইফার","പൂജ്യം, സൈഫർ"
বৃত্ত*,വൃത്തം*
অভিসারী বৃত্ত,ഒത്തുചേരൽ വൃത്തം
সার্কিট ম্যাট্রিক্স,സർക്യൂട്ട് മാട്രിക്സ്
"বৃত্তাকার, বৃত্তাকার,","വൃത്താകൃതിയിലുള്ള, വൃത്താകൃതിയിലുള്ള"
বৃত্তাকার উপসর্গ,വൃത്താകൃതിയിലുള്ള അസിംപ്റ്റോട്ടുകൾ
বৃত্তাকার কন্ডুলাইন,വൃത്താകൃതിയിലുള്ള ചാലകം
বৃত্তাকার গতি,വൃത്താകൃതിയിലുള്ള ചലനം
পরিধি কেন্দ্র,ചുറ്റളവ്
অবসরপ্রাপ্ত*,വിരമിച്ചു*
"প্রদক্ষিণ করা, চারপাশে আঁকা",പ്രദക്ഷിണം ചെയ്യാൻ
অতীত,കഴിഞ്ഞ
পরিধিকৃত,പരിമിതപ്പെടുത്തിയിരിക്കുന്നു
বিশিষ্ট কর্পোরেট,പ്രമുഖ കോർപ്പറേറ്റ്
ক্লাসিক গতিবিদ্যা,ക്ലാസിക് ഡൈനാമിക്സ്
ক্লাসিক অপ্টিমাইজেশান,ക്ലാസിക് ഒപ്റ്റിമൈസേഷൻ
দীর্ঘস্থায়ী আর্থিক সমস্যা,വിട്ടുമാറാത്ത സാമ്പത്തിക പ്രശ്നം
শাস্ত্রীয় পরিসংখ্যানগত বলবিদ্যা,ക്ലാസിക്കൽ സ്റ്റാറ്റിസ്റ്റിക്കൽ മെക്കാനിക്സ്
ত্রুটির শ্রেণীবিভাগ,പിശകുകളുടെ വർഗ്ഗീകരണം
ক্লাসের ব্যবধান,ക്ലാസ് ഇടവേള
ক্লাস ব্যবধান ইউনিট,ക്ലാസ് ഇടവേള യൂണിറ്റ്
শ্রেণীর সীমা,ക്ലാസ് പരിധി
ঘড়ির কাঁটার দিকে,ഘടികാരദിശയിൽ
বন্ধ,അടച്ചു
"বন্ধ, বন্ধ","അടഞ്ഞ, അടഞ്ഞ"
বন্ধ স্তর আবরণ,അടഞ്ഞ പാളി കവർ
বন্ধ ঘনক্ষেত্র,അടച്ച ക്യൂബ്
"বন্ধ বক্ররেখা, বন্ধ বক্ররেখা","അടഞ്ഞ വക്രം, അടഞ്ഞ വക്രം"
বন্ধ প্রদেশ,അടച്ച പ്രവിശ്യ
বন্ধ আকৃতি,അടഞ്ഞ രൂപം
বন্ধ ব্যবধান,അടച്ച ഇടവേള
"বদ্ধ অঞ্চল, বদ্ধ অঞ্চল","അടഞ്ഞ പ്രദേശം, അടഞ്ഞ പ്രദേശം"
বন্ধ সেট,അടച്ച സെറ്റ്
"বন্ধ পাতা, বন্ধ পাতা","അടച്ച പേജ്, അടച്ച പേജ്"
নেমেসিস,ശത്രുത
pronator,സഫിക്സ്-ഓപ്പറേറ്റർ
উত্তল বিন্দু,കോൺവെക്സ് പോയിന്റ്
বন্দী-স্বীকৃত,ബന്ദി-അംഗീകരിച്ചു
বন্দী সেট,ക്യാപ്റ്റീവ് സെറ്റ്
ক্লাস্টার পয়েন্ট,ക്ലസ്റ്റർ പോയിന്റ്
গুচ্ছের আদর্শ,ക്ലസ്റ്റർ സാമ്പിൾ
ক্লাস্টার সমষ্টি,ക്ലസ്റ്റർ അഗ്രഗേറ്റ്
সমাক্ষীয় বৃত্ত,ഏകപക്ഷീയ വൃത്തം
সমাক্ষীয় প্যারাবোলা,ഏകപക്ഷീയ പരവലയം
সমাক্ষ সমতল,ഏകപക്ഷീയ തലം
সমাক্ষীয় ত্রিভুজ,ഏകപക്ഷീയ ത്രികോണം
কোব-ডগলাস ফাংশন,കോബ്-ഡഗ്ലസ് പ്രവർത്തനം
"এনকোডিং, কোডিং, স্বরলিপি","എൻകോഡിംഗ്, കോഡിംഗ്, നൊട്ടേഷൻ"
উপাদান স্বরলিপি,മെറ്റീരിയൽ നൊട്ടേഷൻ
সহ-প্রদেশ,സഹ-പ്രവിശ്യ
সহগ ম্যাট্রিক্স,കോഫിഫിഷ്യന്റ് മാട്രിക്സ്
পারস্পরিক সম্পর্ক সহগ,പരസ്പരബന്ധം ഗുണകം
সংকল্প সহগ,നിർണയ ഗുണകം
স্থিতিস্থাপকতা সহগ,ഇലാസ്തികത ഗുണകം
ব্যাপন সহগ,ഡിഫ്യൂഷൻ കോഫിഫിഷ്യന്റ്
ঘর্ষণ গুণাঙ্ক,ഘർഷണ ഗുണകം
অনুদৈর্ঘ্য প্রসারণের সহগ,രേഖാംശ വികാസത്തിന്റെ ഗുണകം
রিগ্রেশন সহগ,റിഗ്രഷൻ കോഫിഫിഷ്യന്റ്
পৃষ্ঠ টান সহগ,ഉപരിതല പിരിമുറുക്കത്തിന്റെ ഗുണകം
ভিন্নতার সহগ,വ്യത്യാസത്തിന്റെ ഗുണകം
"কো-ফ্যাক্টর, কো-ফ্যাক্টর, কো-ফ্যাক্টর","സഹഘടകം, സഹഘടകം, സഹഘടകം"
মুদ্রা শিরসঁচালন,നാണയം ടോസ്
নমুনা সংগ্রহ,സാമ്പിൾ ശേഖരണം
সমরেখার,കോളിനിയർ
প্রান্তিককরণ,വിന്യാസം
"কলাম, কলাম","കോളം, കോളം"
স্তম্ভ,സ്തംഭനാവസ്ഥ
স্তম্ভ,സ്തംഭം
কলামার ম্যাট্রিক্স,നിര മാട്രിക്സ്
কলাম ম্যাট্রিক্স,കോളം മാട്രിക്സ്
কলামের ক্রম,നിര ക്രമം
স্তম্ভিক শ্রেণিবিন্যাস ম্যাট্রিক্স,സ്തംഭ ശ്രേണിയിലുള്ള മാട്രിക്സ്
কলাম ভেক্টর,നിര വെക്റ്റർ
কলাম অনুযায়ী,കോളം തിരിച്ച്
যৌথ সমীকরণ,സംയുക്ത സമവാക്യം
"সাধারণ কোণ, সাধারণ কোণ","പൊതുകോണ്, പൊതുകോണ്"
সাধারণ অক্ষ,പൊതു അക്ഷം
"সাধারণ ভিত্তি, সাধারণ ভিত্তি","പൊതുവായ അടിസ്ഥാനം, പൊതു അടിത്തറ"
সর্বজনীন,സാർവത്രികമായ
সাধারণ পার্থক্য,പൊതുവായ വ്യത്യാസം
"সাধারণ গুণনীয়ক, সাধারণ গুণনীয়ক, সাধারণ গুণনীয়ক","പൊതു ഘടകം, പൊതു ഘടകം, പൊതു ഘടകം"
"সরল লগারিদম, সরল লগারিদম","ലളിതമായ ലോഗരിതം, ലളിതമായ ലോഗരിതം"
"সাধারণ একাধিক, সাধারণ","പൊതുവായ ഒന്നിലധികം, പൊതുവായ"
সাধারণ অনুপাত,പൊതു അനുപാതം
ছেদ ধারা,ഇന്റർസെക്ഷൻ ക്ലോസ്
