Marathi,Assamese
क्लस्टर सॅम्पलिंग,ক্লাষ্টাৰ নমুনা সংগ্ৰহ কৰা
क्लस्टर एकूण,ক্লাষ্টাৰ এগ্ৰিগেট
समाक्षीय वर्तुळ,সমাক্ষীয় বৃত্ত
समाक्षीय पॅराबोला,সমাক্ষীয় প্যাৰাবোলা
समाक्षीय विमान,সমাক্ষীয় সমতল
समाक्षीय त्रिकोण,সমাক্ষীয় ত্ৰিভুজ
कोब-डग्लस फंक्शन,কব-ডাগলাছ ফাংচন
"एन्कोडिंग, कोडिंग, नोटेशन","এনকোডিং, ক&#39;ডিং, সংকেত"
साहित्य नोटेशन,উপাদান সংকেত
सह-प्रांत,সহ-প্ৰদেশ
गुणांक मॅट्रिक्स,সহগ মেট্ৰিক্স
सहसंबंध गुणांक,সম্পৰ্ক সহগ
निर्धार गुणांक,নিৰ্ণয় সহগ
लवचिकता गुणांक,ইলাষ্টিক সহগ
प्रसार गुणांक,প্ৰসাৰণ সহগ
घर्षण गुणांक,ঘৰ্ষণ সহগ
अनुदैर्ध्य विस्ताराचे गुणांक,দীৰ্ঘায়িত প্ৰসাৰণৰ সহগ
प्रतिगमन गुणांक,ৰিগ্ৰেছন সহগ
पृष्ठभाग तणावाचे गुणांक,পৃষ্ঠীয় টানৰ সহগ
भिन्नता गुणांक,ভ্যাৰিয়েন্স সহগ
"सह-घटक, सह-घटक, सह-घटक","সহ-কাৰক, সহ-কাৰক, সহ-কাৰক"
नाणेफेक,মুদ্ৰা টছ
नमुना संकलन,নমুনা সংগ্ৰহ কৰা
समरेख,collinear
संरेखन,প্ৰান্তিককৰণ
"स्तंभ, स्तंभ","স্তম্ভ, স্তম্ভ"
स्तंभलेखन,স্তম্ভৰ ৰূপ
स्तंभ,স্তম্ভৰ দৰে
स्तंभीय मॅट्रिक्स,স্তম্ভৰ মেট্ৰিক্স
स्तंभ मॅट्रिक्स,স্তম্ভ মেট্ৰিক্স
स्तंभ क्रम,স্তম্ভৰ ক্ৰম
स्तंभ श्रेणीबद्ध मॅट्रिक्स,স্তম্ভৰ স্তৰভিত্তিক মেট্ৰিক্স
स्तंभ वेक्टर,স্তম্ভ ভেক্টৰ
स्तंभानुसार,স্তম্ভ অনুসৰি
संयुक्त समीकरण,যৌথ সমীকৰণ
"सामान्य कोन, सामान्य कोन","সাধাৰণ কোণ, সাধাৰণ কোণ"
सामान्य अक्ष,সাধাৰণ অক্ষ
"कॉमन बेस, कॉमन बेस","সাধাৰণ ভিত্তি, সাধাৰণ ভিত্তি"
सार्वत्रिक,সাৰ্বজনীন
सामान्य फरक,সাধাৰণ পাৰ্থক্য
"कॉमन फॅक्टर, कॉमन फॅक्टर, कॉमन फॅक्टर","সাধাৰণ কাৰক, সাধাৰণ কাৰক, সাধাৰণ কাৰক"
"साधे लॉगरिथम, साधे लॉगरिदम","সহজ লগাৰিদম, সৰল লগাৰিদম"
"सामान्य एकाधिक, सामान्य","সাধাৰণ বহুগুণ, সাধাৰণ"
सामान्य प्रमाण,সাধাৰণ অনুপাত
छेदनबिंदू खंड,ছেদক দফা
सामान्य हात,সাধাৰণ বাহু
"सामान्य स्पर्शिका, सामान्य स्पर्शिका","সাধাৰণ স্পৰ্শক, সাধাৰণ স্পৰ্শক"
सामान्य स्थिती,সাধাৰণ অৱস্থান
बदली नियम,কমিউটেটিভ নিয়ম
बदली मालमत्ता,পৰিৱৰ্তনশীল বৈশিষ্ট্য
बदली नियम,কমিউটেটিভ নিয়ম
बेरीजचा कम्युटेटिव्ह कायदा,যোগফলৰ বিনিময়মূলক নিয়ম
गुणाकाराचा कम्युटेटिव्ह नियम,গুণনৰ বিনিময়মূলক নিয়ম
बदली ऑपरेशन,কমিউটেটিভ অপাৰেচন
बदली गट,কমিউটেটিভ গ্ৰুপ
मॅट्रिक्सचे कम्युटेटिव्ह,মেট্ৰিক্সৰ কমিউটেটিভ
कॉम्पॅक्ट सेट,কম্পেক্ট চেট
"तुलना, तुलना","তুলনামূলকতা, তুলনাযোগ্যতা"
साधनांची तुलना,মাধ্যমৰ তুলনা
टक्केवारी तुलना,শতাংশ তুলনা কৰা
तुलना चाचणी,তুলনামূলক পৰীক্ষা
सुसंगत समीकरण,সুসংহত সমীকৰণ
स्पर्धात्मक खेळ,প্ৰতিযোগিতামূলক খেল
स्पर्धात्मक स्थिती,প্ৰতিযোগিতামূলক অৱস্থান
स्पर्धात्मक धोरण,প্ৰতিযোগিতামূলক কৌশল
"दुभाषी, संकलक","দোভাষী, কম্পাইলাৰ"
पुरवणी,পৰিপূৰক
पूरक कोन,পৰিপূৰক কোণ
पूरक कार्यक्रम,পৰিপূৰক পৰিঘটনা
पूरक घटक,পৰিপূৰক কাৰক
पूरक कार्य,পৰিপূৰক ফলন
पूरक अर्धी लोकसंख्या,পৰিপূৰক আধা জনসংখ্যা
पूरक अंतराल,পৰিপূৰক ব্যৱধান
पूरक संच,পৰিপূৰক গোট
"पूरकता, पूरकता","পৰিপূৰকতা, পৰিপূৰকতা"
पूरक संच,পৰিপূৰক গোট
परिपूर्ण स्कोअर,নিখুঁত স্ক&#39;ৰ
पूर्ण सहसंबंध मॅट्रिक्स,সম্পূৰ্ণ সম্পৰ্কীয় মেট্ৰিক্স
संपूर्ण श्रेणीची लोकसंख्या,সম্পূৰ্ণ পৰিসৰৰ জনসংখ্যা
परिपूर्ण सामान्य ऑर्थोगोनल सेट,নিখুঁত স্বাভাৱিক অৰ্থগ&#39;নেল ছেট
परिपूर्ण चतुर्भुज,নিখুঁত চতুৰ্ভুজ
परिपूर्ण भागफल,নিখুঁত ভাগফল
पूर्ण संच,সম্পূৰ্ণ ছেট
पूर्ण समाधान,সম্পূৰ্ণ সমাধান
पूर्णपणे यादृच्छिक डिझाइन,সম্পূৰ্ণৰূপে ৰেণ্ডম ডিজাইন
जटिल स्वतंत्र चल,জটিল স্বাধীন চলক
जटिल संयुग्म,জটিল সংযুক্ত
जटिल भिन्नता,জটিল ডিফাৰেন্সিয়েল
जटिल कार्य,জটিল ফলন
जटिल एकीकरण,জটিল সংহতি
जटिल मॅट्रिक्स,জটিল মেট্ৰিক্স
