Kannada,Telugu
ಅನುಭವಿನಲ್ಲಿರುವ,యాంటీ బాక్టీరియల్
ಪ್ರತಿಜೀವಕ ಪೆನ್ಸಿಲಿನ್,యాంటీబయాటిక్ పెన్సిలిన్
ಪ್ರತಿಜೀವಕ ನಿರೋಧಕ,యాంటీబయాటిక్ రెసిస్టెంట్
ಪ್ರತಿಜೀವಕ (ಗಳು),యాంటీబయాటిక్ (లు)
ಪ್ರತಿಕಾಯ,యాంటీబాడీ
ಪ್ರತಿಕಾಯ ದಂಪತಿಗಳು,యాంటీబాడీ జంట
ಪ್ರತಿಕಾಯ ಮಧ್ಯಸ್ಥ ರೋಗನಿರೋಧಕ ಶಕ್ತಿ,యాంటీబాడీ మధ్యవర్తిత్వ రోగనిరోధక శక్తి
ಪ್ರತಿಮೆಯಂಥ,ప్రతిస్కందకం
ಆಕ್ಟೊಡಾನ್ ಲೂಪ್,యాంటికోడాన్ లూప్
ಖಿನ್ನತೆ -ತತ್ವ,యాంటిడిప్రెసెంట్
ಆಂಟಿಡಿಯುರೆಟಿಕ್ ಹಾರ್ಮೋನ್ (ಎಡಿಎಚ್),అశ్లీల ముందు భాగము
ಪ್ರತಿಜನಕ ಜೀನ್,యాంటిజెన్ జన్యువు
ಪ್ರತಿಜನಕ,యాంటిజెన్-యాంటీబాడీ కాంప్లెక్స్
ಪ್ರತಿಜನಕ ನಿರ್ಣಾಯಕ,యాంటిజెనిక్ డిటర్మినెంట్
ಪ್ರತಿಷ್ಠಿತ ಅಂಶ,యాంటిన్యూట్రిషనల్ కారకం
ಆವರಣಕಾರ,యాంటీఆక్సిడెంట్
ಆವರಣ ನ್ಯೂಕ್ಲಿಯಸ್,యాంటీపోడల్ న్యూక్లియస్
ಎಂಟರ ಆರ್‌ಎನ್‌ಎ,యాంటీ సెన్స్ RNA
ಆಂಟಿವೈರಲ್ ಪ್ರೋಟೀನ್,యాంటీవైరల్ ప్రోటీన్
ಕಸಾಯಿಖಾನೆ,Antrum
ನಿರ್ದಯ,అనుక్లీట్
ಗುದ,పాయువు
"ಖಿನ್ನತೆ ಮನೋರೋಗ, ಆತಂಕ, ವ್ಯಾಕುಲತೆ",ఆందోళన రుగ్మత
ಮಹಾಪಧಮನಿಯ ಕಮಾನು,బృహద్ధమని వంపు
ಮಹಾಪಧಮನಿಯ ಗ್ಯಾಂಗ್ಲಿಯಾನ್,బృహద్ధమని గ్యాంగ్లియన్
ಮಹಾಪಧಮನಿಯ ಸೆಮಿಲುನಾರ್ ಕವಾಟ,బృహద్ధమని సెమిలునార్ వాల్వ్
ಮಹಾಪಧಮನಿಯ ಕವಾಟ,బృహద్ధమని కవాటం
ಎಪಿಸಿ (ಅನಾಫೇಸ್ ಪ್ರಚಾರ ಸಂಕೀರ್ಣ),APC (అనాఫేస్ ప్రమోటింగ్ కాంప్లెక్స్)
ಅಪೆಲಿಕ್ ಪೂರ್ವಜ,అపెలైక్ పూర్వీకుడు
ಮುನಸು,అఫిడ్
ಅಚ್ಚುಬಾಲಿಗೆ,ఆఫ్రొడైట్
ಅಪಿಕಲ್ ಪ್ರಾಬಲ್ಯ,ఎపికల్ ఆధిపత్యం
ಮೇಲ್ನೋಟದ,ఎపికల్ ప్యాడ్
ಅಪಚಲುಮನೆ,ఎపికల్చర్
ಎಪಿಐಎಸ್,APIS ఇండికా
ಒಂದು ದೊಡ್ಡ,అప్లానోస్పోర్
ಅಡ್ಡಿ,అప్లిసియా
ಕಣ್ಣುಹಾಯ,అపోకార్పే
ತಟ್ಟುಕ,అపోకార్పస్
ಅಪೋಕಾರ್ಪಸ್ ಅಂಡಾಶಯ,అపోకార్పస్ అండాశయం
ಅಪೊಕ್ರೈನ್ ಗ್ರಂಥಿ,అపోక్రిన్ గ్రంథి
ತಿಕ್ಕಲು,అపోఎంజైమ్
ಮಂಕಾದ,అపోమిక్
ತಿಕ್ಕಲು,అపోమిక్సిస్
ಮಂಕಾದ,అపోప్లాజమ్
ಮಂಕುಗರ,అపోప్లాస్టిక్ మార్గం
ಅಪಶೂನ್ಯತೆ,అపోప్టోసిస్
ಉಪಕರಣ,ఉపకరణం
ಅನುಬಂಧ ಅಸ್ಥಿಪಂಜರ,అనుబంధ అస్థిపంజరం
ಸೀಕಮ್ನ ಅನುಬಂಧ,కర్ణభేరి యొక్క అనుబంధం
ಆಪಲ್ ಬಸವನ,ఆపిల్ నత్త
ಜಲಚರಕ,ఆక్వాకల్చర్
ಅಕ್ವಾಪೊರಿನ್,ఆక్వాపోరిన్
ಜಲಚರಗಳ,జల ఉభయచర
ಜಲಸಂಪರ್ಕ ರೂಪ,జల రూపం
ಜಲವಾಸಿ ಆವಾಸ,జల ఆవాసాలు
ಜಲವಾಸಿ ಜೀವಿ,జల జీవి
ಜಲವಾಸಿ ಸಸ್ಯ,జల మొక్క
ಜಲವಾಸಿ ಉಸಿರಾಟ,జల శ్వాసక్రియ
ಜಲೀಯ ದ್ರವ,సజల ద్రవం
ಜಲೀಯ ಹುಮೂರ್,సజల హ్యూమర్
ಜಲೀಯ ಇಂಟ್ರಾ-ಸೆಲ್ಯುಲಾರ್ ದ್ರವ,సజల ఇంట్రా-సెల్యులార్ ద్రవం
ಜಲೀಯ ಮಾದರಿ,సజల నమూనా
ಜಲೀಯ ಪರಿಹಾರ,సజల ద్రావణంలో
ಅಕ್ವಿಲ,అక్విలా
ಕೀಲಿಗೆ,అరబిడోప్సిస్
ಕಸ,అరాచ్నిడా
ಕುಂಬಳಕಾಯಿ,అరాక్నోయిడ్
ಅರೇನಿಯಸ್,అరేనియస్
ಗುಂಡಾದ,అర్బోర్సెంట్
ಅರ್ಬೋರ್ಸೆಂಟ್ ಲೈಕೋಪೋಡ್,అర్బోర్సెంట్ లైకోపాడ్
ಪುರಾತತ್ವ,ఆర్కిబాక్టీరియా
ಕಮಾನು,ఆర్కిగోనియం
ದ್ವೀಪಸಂಬಂಧಿ,ద్వీపసమూహం
ಆರ್ಸಿಟಿಕ್,ఆర్కిటిక్
ಆರ್ಕ್ಟಿಕ್ ಟೆರ್ನ್,ఆర్కిటిక్ టెర్న్
ಆರ್ಕ್ಟಿಕ್ ಟಂಡ್ರಾ,ఆర్కిటిక్ టండ్రా
ಹಚ್ಚೆ,ఆర్డియా
ಐಸೊಲಾರ್ ಅಂಗಾಂಶ,ఐసోలార్ కణజాలం
ಅರ್ಜೆಮೊನ್ (ಮುಳ್ಳು ಗಸಗಸೆ),రుజువు
ಆರ್ಜೆಮೋನ್ ಮೆಕ್ಸಿಕಾನಾ,ఆర్గెమోన్ మెక్సికానా
ಅರ್ಜಿನೈನ್,అర్జినిన్
ಶುಷ್ಕ ಪ್ರದೇಶ,శుష్క ప్రాంతం
ಅರಿಸ್ಟೊಲೋಚಿಯಾಸಿಯ,అరిస్టోలోచియాసియా
ತೋಳು ಆಹಾರ,చేయి దాణా
ಸೈನ್ಯದ ಹುಳು,ఆర్మీవార్మ్
ಹಳ್ಳಿಗೋಳು,Aroid
ಸುವಾಸನೆ,వాసన
ಬಂಧಕ,అరేస్టర్
ಆರ್ಟೆಮಿಸಿಯಾ,ఆర్టెమిసియా
ಅಪಧಮನಿಯ ಸಿಸ್ಟೊಲಿಕ್,ధమనుల సిస్టోలిక్
ಅಪಧಮನಿಯ ಕರ್ಣೀಯ,ఆర్టిరియోస్క్లెరోటిక్
ಸ್ರವಿಸುವ,ఆర్థ్రోపోడ్
ಸಂಧಿವಾತ,ఆర్థరైటిస్
ಸ್ರವಿಸುವ,ఆర్థ్రోపోడా
ಕೀಲಿನ ಕಾರ್ಟಿಲೆಜ್,కీలు మృదులాస్థి
ಉಚ್ಚಾಟನೆ ಮಾಡುವ,ఉచ్చారణ
ನಿರೂಪಿಸಿದ,ఉచ్చరించబడింది
ಕೃತಕ ಪೇಸ್‌ಮೇಕರ್,కృత్రిమ పేస్‌మేకర్
ಕೃತಕ ಆಯ್ಕೆ,కృత్రిమ ఎంపిక
ಆರ್ಟೋಕಾರ್ಪಸ್ ಹೆಟೆರೊಫಿಲಸ್,ఆర్టోకార్పస్ హెటెరోఫిల్లస్
ಕಲ್ನಾರು ನಾರು,ఆస్బెస్టాస్ ఫైబర్
ಕಲ್ನಾರು,ఆస్బెస్టాసిస్
ಸ ೦ ತಗುಲು,అస్కారిస్
ಆರೋಹಣ ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ,ఆరోహణ క్రోమాటోగ్రఫీ
ಹಸುರು,అస్సిడియా
ಚಂದಾದಾರಿ,అస్సిడియన్
ತೂರೋಲನ,అస్కోకార్ప్
ಅಸ್ಕುಲಗಳು,అస్కోమైసెట్స్
ಆಸ್ಕೋರ್ಬಿಕ್ ಆಮ್ಲ,ఆస్కార్బిక్ ఆమ్లం
ಆಸ್ಕೋಸ್ಪೋರ್,అస్కోస్పోర్
ಸ ೦ ಗಳು,అస్కస్
ಅಸೆನ್ನಣಗೀತೆ,Aseptate
ಅಲೈಂಗಿಕ ಸಂತಾನೋತ್ಪತ್ತಿ,అలైంగిక పునరుత్పత్తి
ಅಲೈತಿಕ ಬೀಜಕ,అలైంగిక బీజాంశం
ಶತಾವರಿ ಸಂಶ್ಲೇಷಣೆ,ఆస్పరాజిన్ సింథటేస్
ಶತಾವರಿ,ఆస్పరాగస్
ಆಸ್ಪರ್ಟಿಕ್ ಆಮ್ಲ,అస్పార్టిక్ ఆమ్లం
ಆಸ್ಪರ್ಜಿಲಸ್ ನೈಜರ್,ఆస్పెర్‌గిల్లస్ నైగర్
ಕಪಟ,ఆస్పెర్‌గిల్లస్
ಆಸ್ಫೋಡೆಲಸ್ ಟೆನುಫೋಲಿಯಸ್,అస్ఫోడెలస్ టెనుఫోలియస్
ಆಸ್ಪಿರಿನ್,ఆస్పిరిన్
ಪರಾಕ್ರಮ,పరీక్ష
ಜೋಡಣೆ,సమావేశం
ಏಕೀಕರಣ ದಕ್ಷತೆ,సమీకరణ సామర్థ్యం
ಒಟ್ಟುಗೂಡಿಸುವ ಮೂಲ,అస్సిమిలేటరీ రూట్
ನೆರವಿನ ಸಂತಾನೋತ್ಪತ್ತಿ ತಂತ್ರ,సహాయక పునరుత్పత్తి సాంకేతికత
ಸಂಘ ಪ್ರದೇಶ,అసోసియేషన్ ప్రాంతం
ಸಹಾಯಕ ಸಹಜೀವನ,అసోసియేటివ్ సహజీవనం
ವಿಂಗಡಣೆ ಮತ್ತು ಮರುಸಂಯೋಜನೆ,కలగలుపు మరియు పున omb సంయోగం
ಅಂಶದ ವಿಂಗಡಣೆ,కారకం యొక్క కలగలుపు
ಗಾಡಿ,అస్టాకస్
ಕನ್ನಡಕ,ఆస్టెరేసి
ಕನ್ನಡಕ,ఆస్టారేల్స్
ಕ್ಷುದ್ರಗ್ರಹ,గ్రహశకలం
ಉಬ್ಬಸ,ఉబ్బసం
ಅಬ್ಬರಕ,ఆస్ట్రగలస్ గుమ్మర్
ಆಸ್ಟ್ರಲ್ ಸ್ಪಿಂಡಲ್ ಧ್ರುವ,జ్యోతిష్య కుదురు పోల్
ಖಗೋಳ ವಿಜ್ಞಾನಿ,ఖగోళ శాస్త్రవేత్త
ಅಸಮ್ಮಿತ ಕ್ಯಾರಿಯೋಟೈಪ್,అసమాన కార్యోటైప్
ಅಸಮ್ಮತಿಗೆ ಸಂಬಂಧಿಸಿದ,అసమాన
ಅಪಧಮನಿಕಾಠಕ,అథెరోమాటస్
ಅಪಧಮನಿಕಾಠಿಣ್ಯ,అథెరోస్క్లెరోసిస్
ಅಪಧಮನಶಾಸ್ತ್ರದ ಫಲಕ,అథెరోస్క్లెరోటిక్ ఫలకం
ಅಡ್ಡಿ,భౌగోళిక పటం
ಅಟ್ಲಾಸ್ ಕಶೇರು,అట్లాస్ వెన్నుపూస
ವಾತಾವರಣ,వాతావరణం
ವಾತಾವರಣದ,వాతావరణం
ವಾತಾವರಣದ ಒಳಹರಿವು,వాతావరణ ఇన్పుట్లు
ಪರಮಾಣು ಬಲ ಸೂಕ್ಷ್ಮದರ್ಶಕ,అటామిక్ ఫోర్స్ మైక్రోస్కోప్
ಪರಮಾಣು,అణువు
ಎಟಿಪಿ ಎಎಸ್ಇ,ATP ASE
ಹೃತ್ಕರ್ಣದ ಸಂಕೋಚನ,కర్ణిక సంకోచం
ಹೃತ್ಕರ್ಣದ,కర్ణిక దడ
ಹೃತ್ಕರ್ಣದ ನ್ಯಾಟ್ರಿಯುರೆಟಿಕ್ ಫ್ಯಾಕ್ಟರ್ (ಎಎನ್ಎಫ್),కర్ణిక మధ్యస్థ
ಹೃತ್ಕರ್ಣದ ಹೆರೋಡ್,కర్ణిక నోడ్
ಹೃತ್ಕರ್ಣದ ಸಿಸ್ಟೋಲ್,కర్ణిక సిస్టోల్
ಅಟ್ರಿಯೊವೆಂಟ್ರಿಕ್ಯುಲರ್ ನೋಡ್,అట్రియోవెంట్రిక్యులర్ నోడ్
ಅಟ್ರಿಯೊವೆಂಟ್ರಿಕ್ಯುಲರ್ ಕವಾಟ,అట్రియోవెంట్రిక్యులర్ వాల్వ్
ಹೃತ್ಕರ್ಣ (ಪೀಟ್ರಿಯಾ),కర్ణిక
ಹೃತ್ಕರ್ಣ (ಪೀಟ್ರಿಯಾ),కర్ణిక
ಅಟ್ರೋಪಾ ಬೆಲ್ಲಡೋನಾ,అట్రోపా బెల్లడోన్నా
ಕ್ಷೀಣತೆ,క్షీణత
ಪತಂಗ,అట్రోపిన్ ఆల్కలాయిడ్
ಲಗತ್ತಿನ ತಟ್ಟೆ,అటాచ్మెంట్ ప్లేట్
ಶ್ರವಣೇಂದ್ರಿಯ ಕಾರ್ಟೆಕ್ಸ್,శ్రవణ వల్కలం
Aಲೋಹ,Ululosira
ಆರಿಕಲ್ (ಆರಿಕುಲಾ),మూత్రకద్రవయ ఎముక
ಆರಿಕಲ್ (ಆರಿಕುಲಾ),మూత్రకద్రవయ ఎముక
ಆರಿಕಲ್ (ಆರಿಕುಲಾ),మూత్రకద్రవయ ఎముక
ಆರಿಕಲ್ (ಆರಿಕುಲಾ),మూత్రకద్రవయ ఎముక
ಆಸ್ಟ್ರೇಲಿಪಿಥೆಸಿನ್ಸ್,ఆస్ట్రాలోపిథెసిన్లు
ಸ್ವಾಯತ್ತಶಾಸ್ತ್ರ,ఆటోకాలజీ
ಸ್ವಯಂಚಾಲಿತ ಡಿಎನ್‌ಎ ಸೀಕ್ವೆನ್ಸರ್,ఆటోమేటెడ్ DNA సీక్వెన్సర్
ಸ್ವಯಂಚಾಲನ ಫಲಕ,ఆటోపోలిప్లోయిడ్
ಸ್ವಾಯತ್ತನ,ఆటోనలైజర్
ಸ್ವಯಂಚಾಲಿತ,ఆటోగామి
ಸ್ವಯಂಚಾಲಿತ,ఆటోగామి
ಸ್ವಾರಸ್ಯ,ఆటోగ్రాఫ్ట్
ಸ್ವಯಂಚಾಲಿತ ಕಾಯಿಲೆ,స్వయం ప్రతిరక్షక వ్యాధి
ವಾಹನ ನಿಷ್ಕಾಸ,ఆటోమొబైల్ ఎగ్జాస్ట్
ಸ್ವನಿಯಂತ್ರಿತ (ಅನೈಚ್ ary ಿಕ) ನರಮಂಡಲ,అటానమిక్ (అసంకల్పిత) నాడీ వ్యవస్థ
ಆಟೊಫ್ಯಾಜಿಕ್ ಲೈಸೋಸೋಮ್,ఆటోఫాగిక్ లైసోజోమ్
ಸ್ವಯಂಚಾಲನ,ఆటోప్లాయిడ్
ತಗಿಸುವ,ఆటోపోడియం
ಸ್ವಯಂಚಾಲನ ಫಲಕ,ఆటోపోలిప్లోయిడ్
ಆಟೋಸೋಮಲ್ ಕ್ರೋಮೊರಮ್,ఆటోసోమల్ క్రోమోరోమ్
ಆಟೋಸೋಮಲ್ ಜೀನ್,ఆటోసోమల్ జన్యువు
ಆಟೊಸೋಮ್,ఆటోసోమ్
ಆಟೊಟೆಟ್ರಾಪ್ಲಾಯ್ಡ್,ఆటోటెట్రాప్లాయిడ్
ಸ್ವಯಂಚಾಲನತೆ,ఆటోటోమి
ಆಟೊಟ್ರಿಪ್ಲಾಯ್ಡ್ ಪ್ರಭೇದ,ఆటోట్రిప్లోయిడ్ రకం
ಆಟೋಟ್ರೋಫ್,ఆటోట్రోఫ్
ಶರತ್ಕಾಲ ಮರ,శరదృతువు కలప
ಏಕಸ್ವಾಮ್ಯ,అక్సనోగ్రాఫ్
ಸಮಾಚತರಣಕ,అక్సనోమీటర్
ಸಹಾಯಕ ಬೆಳವಣಿಗೆ,సహాయక పెరుగుదల
ತತ್ತ್ವ,ఆక్సిన్
ಅರಣ್ಯ,ఆక్సోట్రోఫ్
ಎ ವಿ ಬಂಡಲ್,ఒక v బండిల్
ಅವೆಸ್,ఏవ్స్
ಅವಶೇಷ,అవిసెన్నియా
ಉಗುಳು,Awn
ಅಕ್ಷೀಯ ಅಸ್ಥಿಪಂಜರ,అక్షసంబంధ అస్థిపంజరం
ದಳಪಲ್ಲ,ఆక్సైల్
ಅಕ್ಷೀಯ ಮೊಗ್ಗು,ఆక్సిలరీ బడ్
ಅಕ್ಷೀಯ,ఆక్సిలరీ
ಅಕ್ಷದ ಕಶೇರು,అక్షం వెన్నుపూస
ಕಣ್ಣುಹಾಯ,ఆక్సాన్
ಆಕ್ಸೋನಲ್ ಪೊರೆಯು,అక్షసంబంధ పొర
ಸಂಧಿವಾತ,అక్షసంబంధమైన
ದಗಾ,ఆక్సోనెమ్
ಅಣಕೆಯ,అజోస్పిరిల్లమ్
ದನಕ,అజోటోబాక్టర్
ಅಜೈಗಸ್ ಧಾಟ,అజైగస్ సిర
ಬ್ಯಾಸಿಲಸ್ ಆಂಥ್ರಾಸಿಸ್,బాసిల్లస్ ఆంత్రాసిస్
ಬ್ಯಾಸಿಲಸ್ ಥುರಿಂಜಿಯೆನ್ಸಿಸ್ (ಬಿಟಿ),కర్రవు
ಗಾಡಿ,బాసిల్లస్
ಬ್ಯಾಕ್ಟೀರಿಯಾ,బాక్టీరియా
ಬ್ಯಾಕ್ಟೀರಿಯಾದ,బాక్టీరియల్
ಬ್ಯಾಕ್ಟೀರಿಯಾದ ಕೃತಕ ವರ್ಣತಂತು (ಬಿಎಸಿ),బాక్టీరియా కృత్రిమ క్రోమోజోమ్
ಬ್ಯಾಕ್ಟೀರದ ರೋಗಕಾರಕ,బాక్టీరియల్ వ్యాధికారక
ಬ್ಯಾಕ್ಟೀರಿಯಾದ ಪ್ಲಾಸ್ಮಾ ಪೊರೆಯ,బాక్టీరియల్ ప్లాస్మా పొర
ಬ್ಯಾಕ್ಟೀರದ ಒತ್ತಡ,బాక్టీరియల్ స్ట్రెయిన్
ಬ್ಯಾಕ್ಟೀರಿಯದ,బాక్టీరియాలజికల్
ಬ್ಯಾಕ್ಟೀರಿಯೊಲಾಜಿಕಲ್ ನಾಮಕರಣ,బాక్టీరియోలాజికల్ నామకరణం
ಜಿಗಿತ,బాక్టీరియోఫేజ్
ಜಿಗಿತ,బాక్టీరియం
ಕಸಾಯಿಖಾನೆ,బాకులోవైరస్
ಜರುಗಿಸುವುದು,బ్యాగింగ్
ಬಾಲಿನೋಪ್ಟೆರಾ,బాలెనోప్టెరా
ಸಮತೋಲಿತ ಬಹುರೂಪತೆ,సమతుల్య పాలిమార్ఫిజం
ಸಮತೋಲನ ಆಯ್ಕೆ,ఎంపిక బ్యాలెన్సింగ్
ಬಲಾನೊಗ್ಲೋಸಸ್,బాలనోగ్లోస్సస్
ಒಂದು ತರದ ಬಿರುಗಾಳಿ,బాలనస్
ತಾರಾಗಳು,బాలాస్టా
ಚೆಂಡು ಮತ್ತು ಸಾಕೆಟ್ ಜಂಟಿ,బంతి ballపిరి
ಬಲೂನ್ ಕ್ಯಾಥರೈಸೇಶನ್,బెలూన్ కేథరైజేషన్
ಬಾಮ್ ಎಚ್ ಐ,బామ్ హెచ్
ಬಿದಿ,వెదురు-షూట్
ಬ್ಯಾಂಡೆಡ್ ಆಂಟೀಟರ್,బ్యాండెడ్ యాంటీటర్
ಬ್ಯಾಂಡಿಂಗ್ ತಂತ್ರ,బ్యాండింగ్ టెక్నిక్
