Assamese,English
সমকেন্দ্ৰিক বৃত্ত,concentric circles
সমকেন্দ্ৰিক বক্ৰ,concentric curves
এটা বিমূৰ্ত ধাৰণাক বাস্তৱ বুলি বিবেচনা কৰক,concrete form
ৰেখাৰ সংগম,concurrency of lines
সমকালীন,concurrent
সমকালীন বল,concurrent forces
চৰ্তসাপেক্ষ ঘনত্ব ফলন,conditional density function
চৰ্তসাপেক্ষ বিতৰণ,conditional distribution
নিষিদ্ধ প্ৰত্যাশা,conditional expectation
চৰ্তসাপেক্ষ গড়,conditional mean
চৰ্তসাপেক্ষ সম্ভাৱনা,conditional probability
প্ৰান্তিককৰণ নিষেধাজ্ঞা,condition of collinearity
সামঞ্জস্যতা নিষেধাজ্ঞা,condition of consistency
অখণ্ডতা নিষেধাজ্ঞা,condition of integrability
স্পৰ্শ নিষেধাজ্ঞা,condition of tangency
"শঙ্কু, শঙ্কু",cone
আত্মবিশ্বাসৰ ব্যৱধান,confidence interval
আস্থাৰ ব্যৱধান অনুমান,confidence interval estimate
ফিডেলিটি সীমা,confidence limits
আত্মবিশ্বাসৰ অঞ্চল,confidence region
প্ৰতিবাদৰ স্থিতি,conflict situation
কনফ&#39;কেল কনিক,confocal conics
কনফ&#39;কেল এলিপছ&#39;ইড,confocal ellipses
কনফ&#39;কেল জ্যামিতি,confocal geometry
কনফ&#39;কেল হাইপাৰব&#39;লা,confocal hyperbolae
কনফ&#39;কেল হাইপাৰব&#39;লা,confocal hyperboloids
কনফ&#39;কেল পেৰাব&#39;লা,confocal parabola
কনফ&#39;কেল পেৰাবলিক স্থানাংক,confocal paraboloidal cordinates
"অনুৰূপ, অনুৰূপ",conformal
কোণৰ মেপিং,conformal mapping
"সমন্বয়, দ্বিসমান্তৰাল ৰেখা-মুঠ, সমতা",congruence
দ্বিসমান্তৰাল বৃত্ত মুঠ,congruence of circles
"সমন্বিত, even",congruent
সমতুল্য মেট্ৰিক্স,congruent matrices
"কনিক, কনিক",conic
শংকু আকৃতিৰ ফ্ৰষ্টাম,conical frustum
শংকু আকৃতিৰ কুণ্ডলিনি,conical helix
"কনিক কাট, কনিক",conical section
কনিক গণিত,conics
"শঙ্কু-কাট, শঙ্কু-অংশ",conic section
"to be conjugated (v.), সংযুক্ত হোৱা (v.)",conjugate
সংযুক্ত কোণ,conjugate angles
সংযুক্ত অক্ষ,conjugate axis
সংযুক্ত জটিল সংখ্যা,conjugate complex numbers
সংযুক্ত দিশ,conjugate directions
সংযুক্ত ফলন,conjugate functions
মেট্ৰিক্সৰ সংযুক্ত,conjugate of matrix
কনজুগেট পাৰ্মিউটেচন,conjugate permutation
সংযুক্ত চলক,conjugate transpose
"যোগ, সংমিশ্ৰণ",conjuction
একেৰাহে,consecutive
একেৰাহে সংখ্যা,consecutive numbers
শক্তি সংৰক্ষণ,conservation of energy
গণ সংৰক্ষণ,conservation of mass
পৃষ্ঠপোষক,conservative
"সামঞ্জস্যতা, সামঞ্জস্যতা, সামঞ্জস্যতা, সামঞ্জস্যতা",consistency
সামঞ্জস্যতা নিষেধাজ্ঞা,consistency condition
"সামঞ্জস্যপূৰ্ণ অনুমান, বিপৰীত অনুমান",consistent estimate
"সামঞ্জস্যপূৰ্ণ অনুমানক, অবিৰোধী অনুমানক",consistent estimator
"অবিৰোধী নমুনা, সামঞ্জস্যপূৰ্ণ নমুনা",consistent statistic
"সামঞ্জস্যপূৰ্ণ সত্তা, অবিৰোধী সত্তা",consistent system
কনছ&#39;ল,consol
"স্থিৰ, স্থিৰ, স্থিৰ, স্থাৱৰ, অপৰিৱৰ্তিত, একেধৰণৰ",constant
একেধৰণৰ ত্বৰণ,constant acceleration
ধ্ৰুৱক ফলন,constant function
মাধ্যাকৰ্ষণ বিন্দু,constant of gravity
সংহতি ধ্ৰুৱক,constant of integration
আনুপাতিকতা ধ্ৰুৱক,constant of proportionality
ধ্ৰুৱক প্ৰাচল,constant parameter
ধ্ৰুৱক বহুপদ,constant polynomial
নিৰ্দিষ্ট অনুপাত,constant proportion
uniform move,constant speed
ধ্ৰুৱক পদ,constant term
একেধৰণৰ বেগ,constant velocity
সৃষ্টিকৰ্তাৰ সমীকৰণ,constitutive equation
বাধা,constraint
"সৃষ্টি কৰা, সৃষ্টি কৰা",construct
গঠন,construction
গ্ৰাহকৰ পছন্দসমূহ,consumer preference
খৰচ কাৰ্য্য,consumption function
স্পৰ্শক কোণ,contact angle
যোগাযোগ বিন্দু,contact point
অন্তৰ্ভুক্ত কৰা হৈছে,contained in
এফিলিয়েচন টেবুল,contingency table
কন্টিনিউম মেকানিক্স,continuum mechanics
বিভিন্ন বিত্তীয়,continued fraction
বিত্তীয় সামগ্ৰী,continued product
"continuum, ধাৰাবাহিকতা",continuity
ফলনৰ ধাৰাবাহিকতা,continuity of function
কন্টিনিউম পৰীক্ষা,continuity test
"অবিৰত, অবিচ্ছেদ্য, অবিচ্ছেদ্য, অবিৰত, অবিৰত",continuous
অবিৰত ব্যুৎপত্তি,continuous derivative
অবিৰত বিতৰণ,continuous distribution
ওপৰত অবিৰত,continuous from above
অবিৰত কাৰ্য্য,continuous function
অবিৰতভাৱে পাৰ্থক্যযোগ্য,continuously differentiable
অবিৰত মানচিত্ৰ,continuous map
অবিৰত মেপিং,continuous mapping
ধাৰাবাহিক সম্ভাৱনা ঘনত্ব ফলন,continuous probability density function
অবিৰত সম্ভাৱনা বিতৰণ,continuous probability distribution
অবিৰত যাদৃচ্ছিক চলক,continuous random variable
অবিৰত নমুনা স্থান,continuous sample space
অবিৰত চলক,continuous variable
অবিৰত তৰংগ,continuous wave
"continuum, ধাৰাবাহিকতা",continuum
ধাৰাবাহিক স্বতন্ত্ৰ,continuum hypothesis (= continuum axiom)
বাস্তৱ-সংখ্যাৰ ছেট,continuum of real numbers (= set of real numbers)
ধাৰাবাহিকতা নীতি,continuum theory
কনট্যুৰ সংহতি,contour integration
সংকোচন মেপিং,contraction mapping
বিৰোধিতা কৰক,contradiction
ৰিফ্লেক্স,contravariant
নিয়ন্ত্ৰণ,control
নিয়ন্ত্ৰণ লেখচিত্ৰ,control chart
গড়ৰ নিয়ন্ত্ৰণ চাৰ্ট,control chart for averages
দোষ নিয়ন্ত্ৰণ,control chart for defects
চৌহদৰ নিয়ন্ত্ৰণ,control chart for ranges
চলকসমূহৰ নিয়ন্ত্ৰণ,control chart for variables
"to converge, অভিসৰণ কৰা",converge
গড় অভিসৰণ,convergence in mean
বৰ্গ গড় অভিসৰণ,convergence in mean square
সম্ভাৱনাত অভিসৰণ,convergence in probability
অভিসৰণ সীমা,convergence limit
অভিসৰণ ব্যাসাৰ্ধ,convergence radius
অভিসৰণ অঞ্চল,convergence region
"converge (ver.), অভিসৰণ (n.)",convergent
অভিসৰণকাৰী ক্ৰম,convergent sequence
অভিসৰণকাৰী শৃংখলা,convergent series
"বিপৰীত, বিপৰীত",converse
ইয়াৰ বিপৰীতে ব্যত্যাসনে,conversely
ৰূপান্তৰ ভগ্নাংশ,conversion fraction
ৰূপান্তৰ টেবুল,conversion table
দূৰলৈ মুখ কৰি,convex
মুখ কৰি থকা শৰীৰ,convex body
বিপৰীত সংমিশ্ৰণ,convex combination
ফেচিং কভাৰ,convex cover (=convex hull)
ডিভিয়েন্ট ফাংচন,convex function
ৰৈখিক সঞ্চয়ৰ সন্মুখীন হোৱা,convex linear combinations
ৰৈখিক প্ৰগ্ৰেমিংৰ সন্মুখীন হোৱা,convex linear programming
দূৰত্বৰ জনসংখ্যাৰ সন্মুখীন হোৱা,convex metric space
পলিহেড্ৰনৰ সন্মুখীন হোৱা,convex polyhedron
প্ৰগ্ৰেমিংৰ সন্মুখীন হোৱা,convex programming
মুখামুখি অঞ্চল,convex region
ফেচিং চেট,convex set
সংবহন,convolution
অভিসৰণ অখণ্ড,convolution integral
সংকোচন উপপাদ্য,convolution theorem (= faltung theorem)
"স্থানাংক, স্থানাংক, সচল",coordinate
পৰিচালক অক্ষ,coordinate axis
স্থানাংক জ্যামিতি,coordinate geometry
স্থানাংক সমতল,coordinate plane
স্থানাংক,coordinates
"স্থানাংক ব্যৱস্থা, নিৰ্দেশনা ব্যৱস্থা",coordinate system
কপাৰ্নিকাছ-শৰীৰ,Copernican system
সমতল,Coplanar
কোপ্লেনাৰ বল,coplanar forces
সমতলতা,coplanarity
মৌলিক সংখ্যা,coprime numbers
"সংশোধন বহুগুণক, ৰেক্টিফিকেশন বহুগুণক",correction factor
