English,Telugu
Backing storage (= auxiliary  Storage),బ్యాకింగ్ స్టోరేజ్ (= సహాయక  నిల్వ)
Backing store,బ్యాకింగ్ స్టోర్
Back plane,బ్యాక్ ప్లేన్
Backspace,బ్యాక్‌స్పేస్
Backspace character,బ్యాక్‌స్పేస్ పాత్ర
Backspacing,బ్యాక్‌స్పేసింగ్
Backtracking,బ్యాక్‌ట్రాకింగ్
Backtracking structured programming,స్ట్రక్చర్డ్ ప్రోగ్రామింగ్ బ్యాక్‌ట్రాకింగ్
Backup,బ్యాకప్
Backup copy,బ్యాకప్ కాపీ
Backup file,బ్యాకప్ ఫైల్
Backup memory,బ్యాకప్ మెమరీ
Backup programmer,బ్యాకప్ ప్రోగ్రామర్
Backup store,బ్యాకప్ స్టోర్
Backward channel,వెనుకబడిన ఛానెల్
Backward error analysis,వెనుకబడిన లోపం విశ్లేషణ
Backward file recovery,వెనుకబడిన ఫైల్ రికవరీ
Backward recovery,వెనుకబడిన రికవరీ
Backward supervision,వెనుకబడిన పర్యవేక్షణ
Backward trace,వెనుకబడిన ట్రేస్
Balance,సంతులనం
Balanced circuit,సమతుల్య సర్క్యూట్
Balanced digit system,సమతుల్య అంకెల వ్యవస్థ
Balanced error,సమతుల్య లోపం
Balanced merge,సమతుల్య విలీనం
Balanced merge sort,సమతుల్య విలీన క్రమబద్ధీకరణ
Balanced sorting,సమతుల్య సార్టింగ్
Balanced station,సమతుల్య స్టేషన్
Balanced ternary system,సమతుల్య టెర్నరీ సిస్టమ్
Balanced forward statement,సమతుల్య ఫార్వర్డ్ స్టేట్మెంట్
Balanced network,సమతుల్య నెట్‌వర్క్
Band,బ్యాండ్
Bandpass,బ్యాండ్‌పాస్
Bandpass filter,బ్యాండ్‌పాస్ ఫిల్టర్
Band printer,బ్యాండ్ ప్రింటర్
Band stop filter,బ్యాండ్ స్టాప్ ఫిల్టర్
Bandwidth,బ్యాండ్‌విడ్త్
Banner word,బ్యానర్ పదం
Bar code,బార్ కోడ్
Bar code reader,బార్ కోడ్ రీడర్
Bar code scanner,బార్ కోడ్ స్కానర్
Bar printer,బార్ ప్రింటర్
Barrel printing (= drum printing),బారెల్ ప్రింటింగ్ (= డ్రమ్ ప్రింటింగ్)
Base,బేస్
Base address,బేస్ చిరునామా
Base addressing,బేస్ చిరునామా
Base address register,బేస్ అడ్రస్ రిజిస్టర్
Base band,బేస్ బ్యాండ్
Base band channel,బేస్ బ్యాండ్ ఛానల్
Based storage allocation,ఆధారిత నిల్వ కేటాయింపు
Based variable,ఆధారిత వేరియబుల్
Base element,బేస్ ఎలిమెంట్
Base item,బేస్ అంశం
Base language,బేస్ లాంగ్వేజ్
Base notation,బేస్ సంజ్ఞామానం
Base number,బేస్ సంఖ్య
Base register,బేస్ రిజిస్టర్
Base volume,బేస్ వాల్యూమ్
BASIC,ప్రాథమిక
Basic access method,ప్రాథమిక ప్రాప్యత పద్ధతి
Basic binary loader,ప్రాథమిక బైనరీ లోడర్
Basic code,ప్రాథమిక కోడ్
Basic coding,ప్రాథమిక కోడింగ్
Basic direct access method,ప్రాథమిక ప్రత్యక్ష ప్రాప్యత పద్ధతి
Basic exchange  Format,ప్రాథమిక మార్పిడి  ఫార్మాట్
Basic external  Function,ప్రాథమిక బాహ్య  ఫంక్షన్
Basic input/output,ప్రాథమిక ఇన్పుట్/అవుట్పుట్
Basic instruction,ప్రాథమిక సూచన
Basic linkage,ప్రాథమిక అనుసంధానం
Basic looping,ప్రాథమిక లూపింగ్
Basic matrix,ప్రాథమిక మాతృక
Basic matrix instruction,ప్రాథమిక మాతృక సూచన
Basic real constant,ప్రాథమిక నిజమైన స్థిరాంకం
Basic sequential access method,ప్రాథమిక సీక్వెన్షియల్ యాక్సెస్ పద్ధతి
Basic service,ప్రాథమిక సేవ
Basic subscript,ప్రాథమిక సబ్‌స్క్రిప్ట్
Basic system instruction,ప్రాథమిక సిస్టమ్ సూచన
Basic telecommunications access method,ప్రాథమిక టెలికమ్యూనికేషన్స్ యాక్సెస్ పద్ధతి
Basic weight,ప్రాథమిక బరువు
Batch,బ్యాచ్
Batch control record,బ్యాచ్ కంట్రోల్ రికార్డ్
Batched communication,బ్యాచ్డ్ కమ్యూనికేషన్
Batched job,బ్యాచ్ చేసిన ఉద్యోగం
Batch header document,బ్యాచ్ హెడర్ డాక్యుమెంట్
Batching,బ్యాచింగ్
Batch operating system,బ్యాచ్ ఆపరేటింగ్ సిస్టమ్
Batch partition,బ్యాచ్ విభజన
Batch position,బ్యాచ్ స్థానం
Batch processing,బ్యాచ్ ప్రాసెసింగ్
Batch region,బ్యాచ్ ప్రాంతం
Batch session,బ్యాచ్ సెషన్
Batch terminal,బ్యాచ్ టెర్మినల్
Batch ticket,బ్యాచ్ టికెట్
Batch total,బ్యాచ్ మొత్తం
Batch transaction file,బ్యాచ్ లావాదేవీ ఫైల్
Batten system (= cordonnier system = peek-a-- boo system),బాటెన్ సిస్టమ్ (= కార్డోనియర్ సిస్టమ్ = పీక్-ఎ-- బూ సిస్టమ్)
Baud,బాడ్
Baudot code,బౌడోట్ కోడ్
Baud code,బాడ్ కోడ్
Baud rate,బాడ్ రేటు
Bead,పూస
Beam deflection,బీమ్ డిఫ్లెక్షన్
Beam store,బీమ్ స్టోర్
Beamwidth (= aperture angle),బీమ్విడ్త్ (= ఎపర్చరు కోణం)
Beat,బీట్
Begin,ప్రారంభించండి
Begin block,ప్రారంభించండి బ్లాక్
Beginning of a file label,ఫైల్ లేబుల్ ప్రారంభం
Beginning of information marker,సమాచార మార్కర్ ప్రారంభం
Beginning of tape mark,టేప్ మార్క్ ప్రారంభం
