English,Hindi
Bled steam,निःस्त्रुत भाप
Bleeding,निःश्रवण
Blind rivet,अंध रिपट/अंध रिवेट
Blister copper,फफोलेदार तांबा
Blister copper,फफोले विधि/ब्लिस्टर विधि
Blistering,फफोलापन/उद्स्फोटन
Block brake,गुटका ब्रेक/खंडक आरोध
Block chain,खंडक श्रृंखला/ब्लॉक श्रृंखला
Block clutch,खंडक ग्राभ/ब्लॉक क्लच
Block system,एकल खंड पद्धति
Blooming mill,ब्लूम मिल
Blow hole,वात छिद्र
Blow of valve,अपधमन वाल्व
Blow pipe,फुंकनी
Blow sand,आधमन रेत
Blow torch,ब्लोटॉर्च
Blowback,प्रतिधमन
Blowdown,अधोधमन
Blower,"ब्लोअर, आध्माता, धौंकनी"
Blowing,फफोले पड़ना
Blowing,2. फुंकना
Blow-off cock,अपधमन टोंटी
Blow-off valve,अपधमन वाल्व
Blow-out,निर्धमन
Bluing,नीलीकरण
Blunt,कुंठित
Board,फलक
Board,2. बोर्ड/तख्ता
Board,3. मंडल
Body,काय
Body,2. पिंड
Body,3. अपारदर्शिता मात्रा
Body cenetred cubic lattice,केंद्र पिंडित घनीय जालक
Bogie,"डिब्बा (रेल), बोगी"
Bogie carrier wheel,बोगी कैरियर पहिया
Boil,उबालना/क्वथन करना
Boiler,"बॉयलर, वाष्पित्र"
Boiler maker,बॉयलर निर्माता
Boiler mounting,बॉयलर आरोपिका
Boiler scale,बॉयलर पपड़ी
Boiler shell,बॉयलर कोश
Boiling point,क्वथनांक
Bolster,शीर्ष पट्टिका
Bolster bolt,"संस्तंभक बोल्ट, बोल्ट"
Bolt,काबला/बोल्ट
Bolted joint,काबला जोड़
Bomb,बम
Bomb calorimeter,बम ऊष्मामापी
Bond,बंध
Bond,2. बंधन/संबंधन
Bondage,बंधन
Bondage,2. जकड़न
Bonding,बंधन
Boning,सीध बांधना/ऋजु संधान
Bonnet,चिमनी का ढक्कन/बॉनेट
Booster,वर्धक/बूस्टर
Bore,अभ्यांतर व्यास
Bore,2. बोर
Bore,3. प्रवेधन
Boring,वेध
Boring bar,प्रवेधन दंड
Borings,बुरादा
Borrow pit,खतान
Boss,फूलदार उभार
Boss,2. ठप्पा
Bossing,ठपाई
Bossing,2. उभार
Bottom air admission,अधोवायु प्रवेश
Bottom casting,तलीय ढलाई
Bottom dead centre,अधः निश्चाल्य स्थिति
Bottoming,अधस्तलन
Bottoming,2. तलकरण
Bounce,प्रस्कन्दन
Boundary shear,परिसीमा अपरूपण
Boundary transition,सीमांत संक्रमण
Boundary,परिसीमा
Boundary,2. सीमा
Boundary,3. सीमांत
Bowl mill,चषक मिल
Box,संदूक/पेटी/बक्स
Box annealing,संवृत अनीलन
Box chuck,आयताकार चक
Box dividing,विभाजन पेटी
Box girder,"पेटी-गर्डर, बक्स-गर्डर"
Box spanner,"बॉक्स स्पैनर, बॉक्स पाना"
Brace,"बंधन, बंधनी, ब्रेस"
Brace,2. हाथ-बरमा
Bracket,ब्रैकिट
Brad,"चपटी कील, चोबा"
Brake adjust,आरोध समायोजन
Brake anchor,आरोध ऐन्कर
Brake block,"ब्रेक गुटका, आरोध खंडक"
Brake drum,"ब्रेक ढोल, आरोध ढोल"
Brake facing,ब्रेक मोहरा/आरोध फलक
Brake fade,आरोध क्षीणन
Brake hanger,"आरोध आलंब, ब्रेक आलंब"
Brake horse power,"ब्रेक अश्वशक्ति, प्रभावी अश्व शक्ति"
Brake lever,"आरोध लीवर, ब्रेक उत्तोलक"
Brake man,ब्रेक मैन
Brake reaction time,ब्रेक प्रतिक्रिया काल
Brake shoe,"ब्रेक-शू, आरोध नाल"
Brake thermal efficiency,"ब्रेक ऊष्मीय दक्षता, आरोध ऊष्मीय दक्षता"
Brake van,ब्रेकवैन
Brake,"ब्रेक, आरोध"
Braking,"आरोधन, ब्रेकन"
Braking characteristics,आरोधन अभिलक्षण
Braking device,"ब्रेक-साधन, आरोध साधन"
"Braking, dynamic","गतिक आरोधन, गतिक ब्रेकन"
Braking torque,"ब्रेकन, आरोधन, बलाघूर्ण"
Brass,पीतल
Brass foundry,पीतल ढलाईघर
Brasses,ब्रासेज
Braze,ब्रेजन/उच्चताप टांका
Brazing induction,"प्रेरण ब्रेजन, प्रेरण उत्ताप टंकन"
Brazing solder,ब्रेजन टांका
Brazing,उत्ताप टंकन
Break,भंग
Break linkage,"आरोध यंत्रावली, आरोधकड़ी निकाय"
Breakdown equipment,भंजन उपस्कर
Breakdown frequency,विच्छेद आवृत्ति
Breakdown gradient,भंजन प्रवणता
Breaker,भग्नोर्मि
Breaker,2. वियोजक
Breast water wheel,मध्याहत जल चक्र
Breather,श्वासक
Breather pipe,स्वास नलिका
Breeze,केरी
Breeze coke,"कोक केरी, कोक चूर्ण"
Brest drill,"वक्ष-बरमा, छाती बरमा"
Bridge,पुल/सेतु
Bright annealing,दीप्त अनीलन
Brine,लवण जल
Brinell hardness,ब्रिनेल कठोरता
Brinell hardness number,ब्रिनेल कठोरता अंक
British pipe thread,ब्रिटिश नल चूड़ी
British thermal unit,ब्रिटिश ऊष्मा मानक
British pipe gauge,ब्रिटिश मानक प्रमापी
Brittle,भंगुर
Brittleness,भंगुरता
"Broach, rotary",घूर्णक ब्रोच
Broach,चूड़ा
Broach,"2. ब्रोच, परिछिद्रक"
Broaching machine,ब्रोच-मशीन
Broaching,"ब्रोच चलाना, ब्रोच करना"
Broaching,2. ब्रोचकरण
Bronze welding,कांसा वेल्डन
Bronze sleeve,कांस्य स्लीव
Brushing,ब्रश फेरना
