English,Hindi
Blowing down,अवधमन
Blown sand,वाहित बालू
Blow out,"वातगर्त, निर्धमन, विफल विस्फोट"
Blow out dune,वातगर्त-मरू-टिब्बा
Blowout pond,वातगर्त ताल
Blow-out shot,अति आवेशित शॉट
Blow pipe,फुंकनी
Blows,ब्लोज़
Blow well (=flowing artesian well),प्रवाही उत्स्रुत कूप
Blue green,नील-हरित
Blue-grey,नील-धूसर
Blue peach,ब्लू पीच
Blue schorl,नीला शॉर्ल
Blue-sky law,ब्लू स्काई नियम
Blue stone injury,नीला थोथा क्षति
Blue whale,"नीली ह्वेल, नील तिमिंगिल"
Blunger,ब्लन्जर
Bluish black,नील कृष्ण
Bluff,"ब्लफ, वप्र"
Bluish grey,नील धूसर
Boat channel,नाव्व जलमार्ग
Bocca,रंध्रिका
Bodden,बोडेन
Body of water,जलराशि
Bogen structure,वक्र संरचना
Boggy ground,दलदली भूमि
Boggy soil,दलदली मृदा
Boghead,बॉगहेड (कोयला)
Bogie,"बोगी, अज्ञात संसूचन (रडार)"
Bog lake,दलदल झील
Bog land,दलदल भूमि
Boiling spring,उत्तप्त झरना
Boiling stone (boiling chips),क्वथन उपल
Bole,"बोल, प्रस्तंभ"
Boleo,बोलिओ
Bomb (volcanic bomb),बम (जवालामुखी)
Bomb crater,"बम विवर, बम क्रेटर"
Bonanza,"अयरस्कपुंज, बोनैंजा"
Bond clay,बंधक मृत्तिका
Bone,"अस्थि, हड्डी, बोन"
Bony shelf,अस्थिमय व्यवधान
Book,"संपत्र, बुक"
Book clay,संपत्रित मृत्तिका
Booming,बूमिंग
Booming dune,गर्जनी टिब्बा
Booming sand,गर्जनी बालू
Bootes,बुओटीज़
Bootleg,बूटपाद
Bordering mountain chain,परिवेशी पर्वतमाला
Border moraine,सीमान्त हिमोढ़
Bordways course,विदलन लंबदिशा
Bore,"वेधन करना, वेध, अभ्यंतर व्यास, बोर, ज्वार भित्ति"
Borehole,वेध छिद्र
Boss,"वृत्त, बॉस"
Botryococus brauni,बोट्रियोकोकस ब्राउनाइ
Botryoidal stalactite,गुच्छाकार स्टैलैक्टाइट
Bottle green,बोतली हरा
Bottom,"तली, अधस्तल"
Bottom ice,"अधस्तल हिम, अधस्तल बर्फ"
Bottom lock,तली अभिबंध
Bottom ram,अधस्तल कुटक
Bottom terrace,तली वेदिका
Bottom water,"अधस्तल जल, अधःतल-जल"
Boulder,"गोलश्म, उपल"
Boulder bed,गोलाश्म संस्तर
Boulder belt,गोलाश्म मंडल
Boulder choke,गोलश्म चोक
Boulder clay,गोलश्म मृत्तिका
Boulderet,"गोलाश्मिका, उपलिका"
Boulder fan,"उपल पंखा, गोलाश्म पंखा"
Boulder pavement,गोलाश्म कुट्टिम
Boulder train,"गोलाश्म माला, उपलमाला"
Boulder wall,"उपल हिमोढ़, गोलाश्म हिमोढ़"
Bouldery,"गोलाश्मी, उपलीय"
Bouldery till,गोलाश्मी टिल
Bouma cycle,बूमा चक्र
Boundary,"परिसीमा, सीमा (सं0), सीमांत (वि0)"
Boundary current,सीमांत धारा
Boundary method,सीमांत विधि
Boundary spring,सीमांत झरना
Bourne,बोर्ने (सरिता)
Bouse,बाउज़
Box canyon,बॉक्स कैनियन
Box-stone,बॉक्स स्टोन
Brachial skeleton,बाहु कंकाल
Brackish,"नुनखरा, खारा"
Brackish water,"नुनखरा जल, खारा जल"
Bradyseism,मंदकंप
Braggite,ब्रैगाइट
Braid bar,गुंफन रोधिका
Braided,गुंफित
Braided channel,गुंफित जलमार्ग
Braided river,गुंफित नदी
Braided stream,गुंफित सरिता
Braiding,गुंफन
Branch,शाखा
Branched,शाखित
Branched cell,शाखित कोशिका
Branch gap,शाखा रिक्ति
Branching,शाखन
Branching river,शाखा नदी
Brash,भंगुर
Brashy,"ब्रैशी, भंगुर"
Brass,"पीतल, पित्तल"
Brass ball,"ग्रंथिल माक्षिक, ब्रास बॉल"
Brass band,ब्रास बैंड
Brassil,ब्रासिल
Brat,ब्रैट
Brattice,संवात-भित्ति
Brazilian pebble,ब्राज़ीली गुटिका
Brea,ब्री
Breached cone,भग्न शंकु
Breached crater,भग्न क्रेटर
Bread-crust,दरारी बम-पपड़ी
Break,"अवकाश, भंग"
Breaker,"भग्नोर्मि, खंडित्र"
Breaker plate,खंडक पट्टिका
Breaker scutches,"ब्रेकर बसूली, खंडक बसूली"
Break-in slope,प्रवणता-भंग
Break of profile,परिच्छेदिका भंग
Break through,अपरदन-कटाव
Breakup,भंजन (हिम)
Breast and pillar system,"वक्ष-स्तंभ पद्धति, ब्रेस्ट-पिलर पद्धति"
Breast,"ब्रेस्ट, अंताग्र"
Breast bone,उरोस्थि
Breasting,"ब्रेस्टन, निश्वसन"
Brecciation,"संकोणाश्मन, विखंडन"
Breviconic,लघुशांकव
Brick and tile clay,"इष्टिका, मृत्तिका, ईट-मिट्टी"
Brick earth,इष्टिका मृत्तिका
Brille,अक्षिछद
Brine spring,"लवण-जल स्रोत, लवणजल झरना"
Broad,ब्रॉड
Broken draft,खंडित योजना
Brockram,ब्रॉकरैम
Broken extremal,खंडित चरम
Broken prism twill,खंडित प्रिज्म रेखिका
Brontotith,"उल्काश्म, ब्रॉटोलिथ"
Brook,नाली
Brown heat test,ब्राउन ऊष्मा संपरीक्षण
Brown hen,ब्राउन हेन
Brown podzolic soil,भूरी पॉडजॉल मृदा
Brown soil,"बम्रु मृदा, भूरी मिट्टी"
Bruise,"खरोंच, क्षत"
Brunton compass,ब्रंटन दिक्सूचक
Brunton pocket transit,ब्रंटन पॉकेट ट्रांजिट
Brush,"कूंची, बुरूश, कूर्च, गुल्म"
Bubble attachments,बुदबुद् संलाग
Bucking,चूर्णन
Buckling hypothesis,आंकुचन परिकल्पना
Buckshot,बकशॉट
Buckshot land,लाइमोनाइटी गुलिका भूमि
Buckwheat,बक व्हीट
Budde effect,बुडे प्रभाव
Bufa,बूफ़ा
Bug hole,बग छिद्र
Building material,"इमारती सामान, वास्तु सामग्री, निर्माण सामग्री"
Bulk density,स्थूल घनत्व
Bulk head,"बल्क हेड, सुरक्षा व्यवधान"
