Marathi,English
वर्तमान नियंत्रित वर्तमान स्रोत (CCCS),Current controlled current source  (CCCS)
वर्तमान नियंत्रित व्होल्टेज स्रोत (CCVS),Current controlled voltage source  (CCVS)
प्रवाह रिचार्ज,Current feedback
वर्तमान लाभ,Current hogging
वर्तमान मर्यादा,Current limit
सीमांत वर्तमान प्रतिरोधक,Current limiting resistor
प्रवाह प्रतिबिंब,Current mirror
प्रवाह मोड तर्कशास्त्र,Current mode logic
प्रवाह प्रवेश,Current sink
प्रवाह स्रोत,Current source
वर्तमान-व्होल्टेज कनवर्टर,Current to voltage converter
वर्तमान हस्तांतरण प्रमाण,Current transfer ratio
वर्तमान ट्रान्सफॉर्मर,Current transformer
स्थिर प्रवाह,Currentrating
"पॉइंटर, कर्सर",Cursor
कमी ड्रायव्हर व्होल्टेज,Cut in voltage
"पूर्वाग्रह समाप्त करा, पूर्वाग्रह समाप्त करा",Cut off bias
शेवटची वारंवारता,Cut off frequency
शेवटचा झोन,Cut-off region
वक्र ट्रेस,Curve traces
सायकल,Cycle
चक्र चौर्य,Cycle stealing
दंडगोलाकार लेन्स,Cylindrical lens
क्रिस्टल डिस्प्ले,Crystal display
डिजिटल ते अॅनालॉग कनवर्टर,D to A converter
डीसी रिस्टोर सर्किट,D.C. restorer circuit
डिजिटल/एनालॉग कनवर्टर,D/A converter
"डिजिटल अॅनालॉग कनवर्टर, DAC",DAC (digital analog converter)
वाईट गुंतवणूक,Damaged input
ओलसर दोलन,Damped oscillation
उदासीन वेळ,Damped period
ओलसर,Damping
ओलसर भोवरा प्रवाह,Damping eddy current
ओलसर गुणांक,Damping factor
गडद प्रवाह,Dark current
डार्लिंग्टन अॅम्प्लीफायर,Darlington amplifier
डार्लिंग्टन सर्किट,Darlington circuit
डार्लिंग्टन जोडी,Darlington pair
dos,Das
"डेटा, विश्वास",Data
कमावणाऱ्या शरीरावर विश्वास ठेवा,Data acquisition system
डेटा स्टोरेज,Data base
डेटा कोड,Data code
डेटा लेखक,Data logger
डेटा मल्टीप्लेक्सर,Data multiplexer
"डेटा पोर्ट, डेटा पोर्ट",Data port
डेटा पिकर,Data selector
माहिती पत्रक,Data sheet
dB/ऑक्टो,DB/octane
डीसी अॅम्प्लीफायर,Dc amplifier
डीसी मोटर,DC motor
dc ऑफसेट,Dc offset
डीसी. वीज पुरवठा,Dc power supply
डी.सी. पुनर्वसन,Dc restoration
डी.सी. पुनर्संचयित करणारा,Dc restorer
डीसी ते एसी कन्व्हर्टर,Dc to ac converter
डीसी. मोठा आवाज नियंत्रण,Dc volume control
Mh-कनेक्टर,D-connector
डायरेक्ट कपल्ड ट्रान्झिस्टर लॉजिक गेट/DC T.L.,DCTL (direct coupled transistor logic gate)
डीसी. खराब झालेले ऑपरेशनल अॅम्प्लीफायर,De compensated op-amp
मजबुतीकरण नसणे,De emphasis
डीमॉर्गनचा कायदा,De Morgan's law
de sauti पूल,De sauty bride
इतर वेळ,Dead time
विश्रांती क्षेत्र,Dead zone
दोष क्लिअरन्स,Debugging
दशक कॅल्क्युलेटर,Decade counter
डेसिबल,Decibel
दशांश कॅल्क्युलेटर,Decimal counter
दशांश-बायनरी रूपांतरण,Decimal to binary conversion
पत्ता डीकोडिंग,Decoding address
डिकोडर,Decoder
alleles,Decoupling
समर्पित अर्ज,Dedicated application
समर्पित नियंत्रक,Dedicated controller
डी.सी. पूर्व-मजबुतीकरण सर्किट,De-emphasis circuit
दोष घनता,Deflect density
विक्षेपण कॉइल,Deflection coil
विक्षेपण प्लेट,Deflection plate
विक्षेपण युनिट,Deflection unit
अपयश,Defluxing
(चुंबकीय) फैलाव,Degaussing
डी गॉसन कुंडली,Degaussing coil
de gosson,Degaussing
विलंब सर्किट,Delay circuit
विलंब ओळ,Delay line
विलंब वेळ,Delay time
विलंबित स्वयंचलित लाभ नियंत्रक,Delayed (AGC) automatic gain controller
विलंबित स्वयंचलित लाभ नियंत्रक,Delayed AGC
विलंबित स्वयंचलित लाउडनेस कंट्रोलर / विलंबित AVC,Delayed AVC
डेलॉन मेकॅनिकल रेक्टिफायर,Delon mechanical rectifier
डेल्टा कनेक्शन,Delta connection
डेल्टा तोफा,Delta gun
डेल्टा तोफा रबरी नळी,Delta gun tube
डेल्टा मॉड्युलेशन,Delta modulation
डेल्टा-सिग्मा एनालॉग-अंकी कनवर्टर,Delta-sigma ADC
विचुंबकीकरण,Demagnetisation
विचुंबकीकरण वक्र,Demagnetization curve
डिमॅग्नेटायझेशन गुणक,Demagnetizing factor
demodulation,Demodulation
डिमॉड्युलेटर,Demodulator
डी मार्गनचे प्रमेय,De-Morgan theorem
मल्टिप्लेक्सर,Demultiplexer
सामान्यीकृत स्कोअर,Denormalized number
