Kannada,Malayalam
ಅನಾಲಾಗ್ ಸಂಕೇತ,അനലോഗ് സിഗ്നൽ
ಸಿಮ್ಯುಲೇಶನ್,അനലോഗ് സിമുലേഷൻ
ಅನಲಾಗ್ ಸ್ವಿಚ್,അനലോഗ് സ്വിച്ച്
ಅನಾಲಾಗ್ ವ್ಯವಸ್ಥೆ,അനലോഗ് സിസ്റ്റം
ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್  ಪರಿವರ್ತಕ,ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്  കൺവെർട്ടർ
ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್  ಸ್ಥಳಾಂತರಕ,ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്  എൻകോഡർ
ಅನಾಲಿಕೆ ಹರಡುವಿಕೆ,അനലോഗ് ട്രാൻസ്മിഷൻ
ಅನಾಲಾಗ್ ಪ್ರಕಾರ,അനലോഗ് തരം
ವಿಶ್ಲೇಷಣೆ,വിശകലന ബ്ലോക്ക്
ವಿಶ್ಲೇಷಣೆ ವಿಧಾನ,വിശകലന മോഡ്
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಎಂಜಿನ್,അനലിറ്റിക്കൽ എഞ്ചിൻ
ಪೂರ್ವಜರ ಕಾರ್ಯ,പൂർവ്വിക ചുമതല
ಪೂರಳು ಉಪಕರಣಗಳು,അനുബന്ധ ഉപകരണങ്ങൾ
ಮತ್ತು,ഒപ്പം
ಮತ್ತು ಸರ್ಕ್ಯೂಟ್,സർക്യൂട്ട്
ಮತ್ತು ಅಂಶ,ഘടകവും
ಮತ್ತು ಗೇಟ್,ഗേറ്റിലും
ಮತ್ತು ಮರೆಮಾಚುವಿಕೆ,മാസ്കിംഗ്
ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ ಅಲ್ಲ (= ಹೊರಗಿಡುವಿಕೆ,പ്രവർത്തനമല്ല (= ഒഴിവാക്കൽ
ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ,പ്രവർത്തനവും
ಅನೆಕ್ಸ್ ಸ್ಮರಣೆ,അനെക്സ് മെമ്മറി
ಟಿಪ್ಪಣಿ,വ്യാഖ്യാനിലും
ಮೊಳಕೆ,Annnuniator
ಮತ್ತೆ ಉತ್ತರಿಸಿ,ഉത്തരം തിരികെ
ಉತ್ತರ ವಿಳಂಬ,ഉത്തരം കാലതാമസം
ಸಮಯಕ್ಕೆ ಉತ್ತರಿಸುವುದು,ഉത്തരം നൽകുന്നു
ಉತ್ತರ ದೀಪ,ഉത്തര വിളക്ക്
ಉತ್ತರ ಪಟ್ಟಿ,ഉത്തരം പട്ടിക
ಉತ್ತರ ಮಾತ್ರ,ഉത്തരം മാത്രം
ನಿರೀಕ್ಷೆಯ ಕ್ರಮ,പ്രതീക്ഷ മോഡ്
ನಿರೀಕ್ಷಿತ ಬಫರಿಂಗ್,മുൻകൂട്ടി ബഫറിംഗ്
ನಿರೀಕ್ಷಿತ ಸಾಗಣೆ,മുൻകൂട്ടി കാരി
ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್,മുൻകൂട്ടി പങ്കിടൽ
ಪ್ರತಿಕೂಲ ಕಾರ್ಯಾಚರಣೆ,ആന്റിക്കോസിൻസ് പ്രവർത്തനം
ಪ್ರತಿಷ್ಠಾನದ ಅಂಶ,Anticoicient ഘടകം
ಅಪೇಕ್ಷಣೀಯ ಆಂಟೆನಾ,അപ്രൈയോഡിക് ആന്റിന
ದ್ಯುತಿರಂಧ್ರ ಚೀಲು,അപ്പർച്ചർ കാർഡ്
ದ್ಯುತಿರಂಧ್ರ ಸಂಹಿತೆ,അപ്പർച്ചർ കോഡ്
ದ್ಯುತಿರಂಧ್ರ ಸಮಯ,അപ്പർച്ചർ സമയം
ಅನುಬಂಧ,അനുബന്ധം
ಅನುಬಂಧ ಕಾರ್ಯ,അനുബന്ധ ചുമതല
ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್,അപ്ലിക്കേഷൻ ഡെവലപ്പർ
ಅಪ್ಲಿಕೇಶನ್ ಪದರ,ആപ്ലിക്കേഷൻ ലെയർ
ಅಪ್ಲಿಕೇಶನ್ ಆಧಾರಿತ ಭಾಷೆ,ആപ്ലിക്കേഷൻ ഓറിയന്റഡ് ഭാഷ
ಅಪ್ಲಿಕೇಶನ್ ಪ್ಯಾಕೇಜ್,ആപ്ലിക്കേഷൻ പാക്കേജ്
ಅಪ್ಲಿಕೇಶನ್ ಕಾರ್ಯಕ್ರಮ,അപ്ലിക്കേഷൻ പ്രോഗ്രാം
ಅರ್ಜಿ ಪ್ರೋಗ್ರಾಮಿಂಗ್,അപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്
ಅಪ್ಲಿಕೇಶನ್ ಅಗತ್ಯವಿದೆ ಭಾಷೆ,അപേക്ഷ ആവശ്യമായ ഭാഷ
ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್‌ವೇರ್,അപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ
ಬೆಲೆತುಂಬು,പേഷൻ
ಅಂದಾಜು ಸಿದ್ಧಾಂತ,ഏകദേശ സിദ്ധാന്തം
ಅನಿಯಂತ್ರಿತ ಪ್ರವೇಶ,അനിയന്ത്രിതമായ പ്രവേശനം
ಅನಿಯಂತ್ರಿತ ಅನುಕ್ರಮ ಕಂಪ್ಯೂಟರ್,അനിയന്ത്രിതമായ ശ്രേണി കമ്പ്യൂട്ടർ
ಮಧ್ಯಸ್ಥಿಕೆ,മാദ്ധസ്ഥം
ವಾಸ್ತುಶಿಲ್ಪಿ,വാസ്തുവിദ
ದಬಡೆ,ശേഖരം
ಪ್ರದೇಶ ಸಂಹಿತೆ,ഏരിയ കോഡ്
ಪ್ರದೇಶ ಹುಡುಕಾಟ,ഏരിയ തിരയൽ
ಪ್ರದೇಶ ವರ್ಗಾವಣೆ,ഏരിയ കൈമാറ്റം
ಪ್ರದೇಶ ವೇರಿಯಬಲ್,ഏരിയ വേരിയബിൾ
ವಾದ,വാദം
ವಾದದ ವಿಳಾಸ,വാദം വിലാസം
ವಾದದ ಪಟ್ಟಿ,ആർദ്ര ലിസ്റ്റ്
ಅಂಕಗಣಿತ,അരിറ്റെറ്റിക്കൽ നിർദ്ദേശം
ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ,"അരിത്മെറ്റിക്, ലോജിക് യൂണിറ്റ്"
ಅಂಕಗಣಿತದ ನಿಯೋಜನೆ ಹೇಳಿಕೆ,അരിത്മെറ്റിക് അസൈൻമെന്റ് സ്റ്റേറ്റ്മെന്റ്
ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ,ഗണിത പരിശോധന
ಅಂಕಗಣಿತದ,അരിത്മെറ്റിക് സ്ഥിരാങ്കം
ಅಂಕಗಣಿತ ಪರಿವರ್ತನೆ,അരിത്മെറ്റിക് പരിവർത്തനം
ಅಂಕಗಣಿತದ ದತ್ತ,അരിത്മെറ്റിക് ഡാറ്റ
ಅಂಕಗಣಿತದ ಅಪವಾದ,ഗണിത അപവാദം
ಅಂಕಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ,അരിത്മെറ്റിക് എക്സ്പ്രഷൻ
ಅಂಕಗಣಿತದ ಸ್ಥಿರ ಬಿಂದು,അരിത്മെറ്റിക് നിശ്ചിത പോയിന്റ്
ಅಂಕಗಣಿತದ ಶ್ರೇಣಿ,അരിത്മെറ്റിക് ശ്രേണി
ಹೇಳಿಕೆಯಿದ್ದರೆ ಅಂಕಗಣಿತ,പ്രസ്താവനയാണെങ്കിൽ അരിത്മെറ്റിക്
ಅಂಕಗಣಿತದ ತರ್ಕ,അരിത്മെറ്റിക് ലോജിക്
ಅಂಕಗಣಿತದ ತರ್ಕ ಘಟಕ,അരിത്മെറ്റിക് ലോജിക് യൂണിറ്റ്
ಅಂಕಗಣಿತದ ಕಾರ್ಯಾಚರಣೆ,അരിത്മെറ്റിക് പ്രവർത്തനം
ಅಂಕಗಣಿತದ ನಿರ್ವಾಹಕ,അരിത്മെറ്റിക് ഓപ്പറേറ്റർ
ಅಂಕಗಣಿತದ ಉಕ್ಕಿ,അരിത്മെറ്റിക് ഓവർഫ്ലോ
ಅಂಕಗಣಿತದ ಚಿತ್ರ ಡೇಟಾ,അരിത്മെറ്റിക് പിക്ചർ ഡാറ്റ
ಅಂಕಗಣಿತದ ಆದ್ಯತೆ,ഗണിത മുൻഗണന
ಅಂಕಗಣಿತದ ಪ್ರಾಥಮಿಕ,അരിത്മെറ്റിക് പ്രൈമറി
ಅಂಕಗಣಿತ,അരിത്മെറ്റിക് രജിസ്റ്റർ
ಅಂಕಗಣಿತದ ಸಂಬಂಧ,അരിത്മെറ്റിക് ബന്ധം
ಅಂಕಗಣಿತ,അരിത്മെറ്റിക് സ്കാൻ
ಅಂಕಗಣಿತದ ವಿಭಾಗ,അരിത്മെറ്റിക് വിഭാഗം
ಅಂಕಗಣಿತದ ಶಿಫ್ಟ್,അരിത്മെറ്റിക് ഷിഫ്റ്റ്
ಅಂಕಗಣಿತದ ಸ್ಥಳಾಂತರ,അരിത്മെറ്റിക് ഷിഫ്റ്റിംഗ്
ಅಂಕಗಣಿತದ ಹೇಳಿಕೆ,ഗണിത പ്രസ്താവന
ಅಂಕಗಣಿತದ ಪದ,അരിത്മെറ്റിക് ടേം
ಅಂಕಗಣಿತದ ಕೆಳವರ್ಗ,അരിത്മെറ്റിക് അണ്ടർഫ്ലോ
ಅಂಕಗಣಿತದ ಘಟಕ,അരിത്മെറ്റിക് യൂണിറ്റ്
ರಂಗ,ശേണി
ಸರಿದೂಗಿಸು,അറേ ബന്ധിത
ಅರೌಂಡ್ ಕಂಪ್ಯೂಟರ್,അറേ കമ്പ്യൂട്ടർ
ದಾಟಲು,അറേ അളവ്
ರಚನೆ ಅಂಶ,അറേ ഘടകം
ರಚನೆ ಅಭಿವ್ಯಕ್ತಿ,ശ്രമരീതി
ರಾಸಾಯನಿಕ,അറേ പേര്
ರಚನೆಗಳ ಶ್ರೇಣಿ,ഘടനകളുടെ നിര
ಸ ೦ ಗೀತ ಮುದ್ರಣ,അറേ പ്രിന്റിംഗ്
ರಚನೆ ಸಂಸ್ಕರಣೆ,അറേ പ്രോസസ്സിംഗ്
ರಚನೆ ಸಂಸ್ಕಾರಕ,അറേ പ്രോസസർ
ಉಚ್ಚಾರಣಾ ಬಿಂದು,ആർട്ടിക്കേഷൻ പോയിന്റ്
ಕೃತಕ ಅರಿವು,കൃത്രിമ കോഗ്നിഷൻ
ಕೃತಕ ಬುದ್ಧಿವಂತಿಕೆ,നിർമ്മിത ബുദ്ധി
ಕೃತಕ ಭಾಷೆ,കൃത്രിമ ഭാഷ
ಕೃತಕ ವೇರಿಯಬಲ್,കൃത്രിമ വേരിയബിൾ
ಆರ್ಟ್ಸ್ ಅಪ್ಲಿಕೇಶನ್ ಡೇಟಾ ಬ್ಯಾಂಕ್,ആർട്സ് ആപ്ലിക്കേഷൻ ഡാറ്റ ബാങ്ക്
ಆರ್ಟ್ಸ್ ಅಪ್ಲಿಕೇಶನ್ ಸಂಗೀತ,ആർട്സ് ആപ്ലിക്കേഷൻ സംഗീതം
ಕಲೆಗಳ ಅಪ್ಲಿಕೇಶನ್ ಮಾದರಿ ಉತ್ಪಾದನೆ,ആർട്സ് ആപ്ലിക്കേഷൻ പാറ്റേൺ തലമുറ
ತುತ್ತಾಗುವವನು,ആസര്ണം
ಆರೋಹಣ ರೀತಿಯ,ആരോഹണം അടുക്കുക
ಮನ್ನಣೆ,Alcyly
ASCII ನಿಯಂತ್ರಣ ಪಾತ್ರ,ASCII നിയന്ത്രണ പ്രതീകം
ಎಎಸ್ಸಿಐಐ ಕೀ ಬೋರ್ಡ್,ASCII കീ ബോർഡ്
ಆಕಾರ,വശം
ಆಕಾರ ಮತ್ತು,വശം
ಜೋಡಿಸು,സംയോജിപ്പിക്കുക
ಜೋಡಿಸಲಾದ ಮೂಲ,ഒരുമിച്ചുകൂട്ടിയ ഉത്ഭവം
ಅವಧಿಯನ್ನು ಜೋಡಿಸಿ,ദൈർഘ്യം കൂടിച്ചേർന്നു
ಷೋಬರೆ,അസംബ്ലി
ಅಸೆಂಬ್ಲರ್ ನಿರ್ದೇಶನ,അസംബ്ലിലർ നിർദ്ദേശം
ಅಸೆಂಬ್ಲರ್ ಸೌಲಭ್ಯ,അസംബ്ലർ സൗകര്യം
ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ,അസംബ്ലിലർ ഭാഷ
ಜೋಡಣೆ,കൂട്ടിച്ചേർക്കുന്നു
ಜೋಡಣೆ ಹಂತ,ഒത്തുചേരൽ ഘട്ടം
ಜೋಡಣೆ ಸಮಯ,സമയം ഒത്തുചേരുന്നു
ಸಭೆ,നിയമനിര്മ്മാണസഭ
ಜೋಡಣೆ ಭಾಷೆ,നിയമസഭാ ഭാഷ
ಅಸೆಂಬ್ಲಿ ಭಾಷಾ ಪ್ರೋಗ್ರಾಮಿಂಗ್,നിയമസഭാ ഭാഷ പ്രോഗ്രാമിംഗ്
ಅಸೆಂಬ್ಲಿ ಭಾಷಾ ಸಾಫ್ಟ್‌ವೇರ್ ನಮ್ಯತೆ,അസംബ്ലി ഭാഷാ സോഫ്റ്റ്വെയർ വഴക്കം
ಅಸೆಂಬ್ಲಿ ಪಟ್ಟಿ,നിയമസഭാ പട്ടിക
ಅಸೆಂಬ್ಲಿ ಹಂತ,നിയമസഭാ ഘട്ടം
ಜೋಡಣೆ ದಿನಚರಿ,നിയമസഭ
ಜೋಡಣೆ ಸಮಯ,നിയമസഭാലം
ಅಸೆಂಬ್ಲಿ ಘಟಕ,നിയമസഭാസം
ನಿಯೋಜನೆ ಸೂಚ್ಯಂಕ,അസൈൻമെന്റ് ഇൻഡെക്സിംഗ്
ನಿಯೋಜನೆ,അസൈൻമെന്റ് പ്രവർത്തനം
ನಿಯೋಜನೆ ಹೇಳಿಕೆ,അസൈൻമെന്റ് സ്റ്റേറ്റ്മെന്റ്
ಸಹಾಯಕ ವಿಳಾಸ,അസോസിയേറ്റീവ് വിലാസം
ಸಹಾಯಕ ಅರೇ ರಿಜಿಸ್ಟರ್,അസോസിയേറ്റീവ് അറേ രജിസ്റ്റർ
ಸಹಾಯಕ ಕೀಲಿಯ,അസോസിയേറ്റീവ് കീ
ಸಹಾಯಕ ಭಾಷೆ,അസോസിയേറ്റീവ് ഭാഷ
ಸಹಾಯಕ ಸ್ಮರಣೆ,അസോസിയേറ്റീവ് മെമ്മറി
ಸಹಾಯಕ ಸಂಗ್ರಹ,അസോസിയേറ്റീവ് സംഭരണം
ದಶಮಾಂಶ ಬಿಂದುವನ್ನು med ಹಿಸಲಾಗಿದೆ,ദശാംശസ്ഥാനം അനുമാനിച്ചു
ಅಸಾಧಾರಣವಲ್ಲದ ಸಾಧನ,അസമമായ ഉപകരണം
ಅಸಮಪಾರ್ಶ್ವದ I/O,അസമമായ ഐ / ഒ
ಅಸಮಕಾಲಿಕ,അസിൻക്രണസ്
ಅಸಮಕಾಲಿಕ ಕಂಪ್ಯೂಟರ್,അസിൻക്രണസ് കമ്പ്യൂട്ടർ
ಅಸಮಕಾಲಿಕ ದತ್ತಾಂಶ ವರ್ಗಾವಣೆ,അസിൻക്രണസ് ഡാറ്റ കൈമാറ്റം
ಅಸಮಕಾಲಿಕ ದತ್ತಾಂಶ ಪ್ರಸರಣ,അസിൻക്രണസ് ഡാറ്റ ട്രാൻസ്മിഷൻ
ಅಸಮಕಾಲಿಕ ಸಾಧನಗಳು,അസിൻക്രണസ് ഉപകരണങ്ങൾ
ಅಸಮಕಾಲಿಕ ಕಾರ್ಯಾಚರಣೆ,അസിൻക്രണസ് പ്രവർത്തനം
ಅಸಮಕಾಲಿಕ ಸಂಕೇತ,അസിൻക്രണസ് സിഗ്ലിംഗ്
ಅಸಮಕಾಲಿಕ ಸಮಯ ವಿಭಾಗ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್,അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിക്സ്റ്റിംഗ്
ಅಸಮಕಾಲಿಕ ಪ್ರಸರಣ,അസിൻക്രണസ് ട്രാൻസ്മിഷൻ
ಅಸಮಕಾಲಿಕ ಕೆಲಸ,അസിൻക്രണസ് ജോലി
ಲಗತ್ತಿಸಲಾದ ಸಂಸ್ಕರಣೆ,അറ്റാച്ചുചെയ്ത പ്രോസസ്സിംഗ്
ಲಗತ್ತಿಸಲಾದ ಪ್ರೊಸೆಸರ್,അറ്റാച്ചുചെയ്ത പ്രോസസർ
ಲಗತ್ತಿಸಲಾದ ಬೆಂಬಲ ಪ್ರೊಸೆಸರ್,അറ്റാച്ചുചെയ്ത പിന്തുണ പ്രോസസർ
ಕಾರ್ಯಾಚರಣೆಯಲ್ಲಿ ಭಾಗವಹಿಸಿದರು,പങ്കെടുത്ത പ്രവർത്തനം
ಟ್ರಯಲ್ ಪ್ರಿಂಟರ್‌ಗೆ ಹಾಜರಾದರು,ട്രയൽ പ്രിന്ററിൽ പങ്കെടുത്തത്
ಅಡಚಣೆ,ശ്രദ്ധ തടസ്സം
ಗಮನ,ശ്രദ്ധ കീ
ಗಮನ,അറ്റൻവറൻസ്
ಅಟೆನ್ಯೂಯೇಷನ್ ​​ಸ್ಥಿರ,അറ്റൻവറേഷൻ സ്ഥിരാങ്കം
ಅಟೆನ್ಯೂಯೇಷನ್ ​​ಅಸ್ಪಷ್ಟತೆ,Attenuution വികസനം
ಅಟೆನ್ಯೂಯೇಷನ್ ​​ಈಕ್ವಲೈಜರ್,അറ്റൻവേഷൻ ഇക്വൈസർ
ಕೈಗೆಟುಕುವವನು,അറ്റൻവേറ്റർ
ಗುಣಲಕ್ಷಣ,ആട്രിബ്യൂട്ട്
ಶ್ರವ್ಯ ಎಚ್ಚರಿಕೆ,കേൾക്കാവുന്ന അലാറം
ಆಡಿಯೊ ಕ್ಯಾಸೆಟ್,ഓഡിയോ കാസറ്റ്
ಆಡಿಯೊ ವಿಚಾರಣೆ,ഓഡിയോ അന്വേഷണം
ಆಡಿಯೊ ಮಾರ್ಗ,ഓഡിയോ ലൈൻ
ಆಡಿಯೊ ಪ್ರತಿಕ್ರಿಯೆ,ഓഡിയോ പ്രതികരണം
ಆಡಿಯೊ ಪ್ರತಿಕ್ರಿಯೆ ಸಂದೇಶ,ഓഡിയോ പ്രതികരണ സന്ദേശം
ಆಡಿಯೊ ಪ್ರತಿಕ್ರಿಯೆ ಘಟಕ,ഓഡിയോ പ്രതികരണ യൂണിറ്റ്
ಆಡಿಯೊಟೇಪ್ ಶೇಖರಣಾ ಘಟಕ,ഓഡിയോപെപ്പ് സ്റ്റോറേജ് യൂണിറ്റ്
ಆಡಿಯೊ ದೂರಸಂಪರ್ಕ ಮಾರ್ಗ,ഓഡിയോ ടെലികമ്മ്യൂണിക്കേഷൻ ലൈൻ
ಆಡಿಯೊ ಟರ್ಮಿನಲ್,ഓഡിയോ ടെർമിനൽ
ಲೆಕ್ಕಪರಿಶೋಧನೆ ಆಜ್ಞಾ ಭಾಷೆ,ഓഡിറ്റ് കമാൻഡ് ഭാഷ
ಲೆಕ್ಕಪರಿಶೋಧನೆ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്
ಲೆಕ್ಕಪರಿಶೋಧನೆ,ഓഡിറ്റ് ട്രയൽ
ವಾತಾವರಣ,ഗഹെൻഡ്
ಹೆಚ್ಚಿಸು,വര്ദ്ധിപ്പിക്കുക
ವೃದ್ಧಕ,വര്ഗം
ಲೇಖಕ,ഗന്ഥകാരി
ಲೇಖಕ,അധികാരമുള്ള
ಲೇಖಕ ವ್ಯವಸ್ಥೆ,രചയിതാവിന്റെ സംവിധാനം
ಅಧಿಕಾರ,അധികാരം
ದೃ code,അംഗീകാര കോഡ്
ಅಧಿಕೃತ ಗ್ರಂಥಾಲಯ,അംഗീകൃത ലൈബ്രറി
ಅಧಿಕೃತ ಕಾರ್ಯಕ್ರಮ,അംഗീകൃത പ്രോഗ്രാം
ಅಧಿಕೃತ ಕಾರ್ಯಕ್ರಮ ಸೌಲಭ್ಯ,അംഗീകൃത പ്രോഗ്രാം സൗകര്യം
ಸ್ವಯಂ ಅಮೂರ್ತ,യാന്ത്രിക സംഗ്രഹം
ಆಟೀರಿಯಾನ್ಸ್ವರ್,തനിയെ ഉത്തരം
ಆಟೋ ಬೂಟಿಂಗ್,യാന്ത്രിക ബൂട്ടിംഗ്
ಆಟೋ ಬೈಪಾಸ್,യാന്ത്രിക ബൈപാസ്
ಸ್ವಯಂ ಕರೆ (= ಸ್ವಯಂಚಾಲಿತ ಕರೆ),യാന്ത്രിക കോൾ (= യാന്ത്രിക കോളിംഗ്)
ಸ್ವಯಂ ಕೋಡರ್,യാന്ത്രിക കോഡർ
ಸ್ವಯಂ ಡಯಲ್,യാന്ത്രിക ഡയൽ
ಸ್ವೇಚ್l,ഓട്ടോഫ്ലോ
ಆಟೋ ಸೂಚ್ಯಂಕ,യാന്ത്രിക സൂചിക
ಸ್ವಯಂ ಸೂಚ್ಯಂಕ ವಿಳಾಸ,യാന്ത്രിക സൂചിക വിലാസം
ಆಟೊಮಾಟಾ,ഓട്ടോമാറ്റ
ಆಟೊಮ್ಯಾಟಾ ಸಿದ್ಧಾಂತ,ഓട്ടോമാറ്റ സിദ്ധാന്തം
ಆಟೊಮ್ಯಾಟಾ ಪ್ರಕಾರ,ഓട്ടോപ്പണ്
ಸ್ವಯಂಚಾಲಿತ ಗ್ರಂಥಸೂಚಿ,യാന്ത്രിക ഗ്രന്ഥസൂചിക
ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಮಾಧ್ಯಮ,യാന്ത്രിക ഡാറ്റ മാധ്യമം
ಸ್ವಯಂಚಾಲಿತ ನಿಘಂಟು,യാന്ത്രിക നിഘണ്ടു
ಸ್ವಯಂಚಾಲಿತ ಗ್ಲಾಸರಿ,യാന്ത്രിക ഗ്ലോസറി
ಸ್ವಯಂಚಾಲಿತ ತರ್ಕ ರೇಖಾಚಿತ್ರ,യാന്ത്രിക ലോജിക് ഡയഗ്രം
ಸ್ವಯಂಚಾಲಿತ ನಿರ್ವಹಣೆ,യാന്ത്രിക മാനേജുമെന്റ്
