English,Tamil
Conducting plastic,இயக்கி பிளாஸ்டிக்
Conducting polymer,இயக்கி பாலிமர்
Conduction angle,கடத்தல் கோணம்
Conduction band,கடத்தல் பட்டை
Conduction diffusion,கடத்தல் பரவல்
Conductivity,கடத்துத்திறன்
Cone antenna,கூம்பு ஆண்டெனா
Conical horn,கூம்பு கொம்பு
Conjugate impedance,இணை மின்மறுப்பு
Connection diagram,நிலையான வேகம் ரெக்கார்டர்
Conservation law,பாதுகாப்பு விதி
Console,பணியகம்
Constant current source,நிலையான தற்போதைய ஆதாரம்
Constant K-filter,நிலையான கே-வடிப்பான்
Constant voltage transformer,நிலையான மின்னழுத்த மின்மாற்றி
Consumer electronic,நுகர்வோர் மின்னணுவியல்
Contact,தொடர்பு கொள்ளவும்
Contact bounce,தொடர்பு ஜம்ப்
Contact potential,தொடர்பு திறன்
Contact spring,தொடர்பு வசந்த
Continuity,தொடர்ச்சி
Continuous function,தொடர்ச்சியான செயல்பாடு
Continuous spectrum,தொடர்ச்சியான நிறமாலை
Continuous wave oscillator,தொடர்ச்சியான அலை ஆஸிலேட்டர்
Contrast (TV),மாறுபாடு
Contrast ratio (TV),கான்ட்ராஸ்ட் விகிதம்
Control bus,கட்டுப்பாட்டு பேருந்து
Control grid,கட்டுப்படுத்தி கட்டம்
Control key,கட்டுப்பாட்டு விசை
Control panel,கட்டுப்பாட்டு குழு
Control room,கட்டுப்பாட்டு அறை
Control track,கட்டுப்பாட்டு பாதை
Control unit,கட்டுப்பாட்டு பிரிவு
Convergence,ஒன்றிணைதல்
Conversion efficiency,மாற்றும் திறன்
Conversion time,மாற்று நேரம்
Corrosion,அரிப்பு
Copiers (photocopiers),நகல்
Copper,"தாமிரம், தாமிரம்"
Copper loss,தாமிர இழப்பு
Copper wire,தாமிர கம்பி
Coprocessor,இணைசெயலி
Core,கோர்
Core loss,முக்கிய இழப்பு
Core- materials,முக்கிய பொருள்
Corona discharge,வட்டம் மூழ்குதல்
Costa's loop,கோஸ்டா-லூப்
Counter frequency,கணித அதிர்வெண்
Counting rate meter,எண்ணும் விகித அளவுகோல்
Campbell bridge,காம்வெல் பாலம்
Coupled circuit,இணைந்த சுற்று
Coupling capacitor,இணைப்பு மின்தேக்கி
Coupling methods,இணைத்தல் முறை
Covalent bond,சக பிணைப்பு
Cradle switch,மூல பொத்தான்
Crash,விபத்து
Crest,உச்சம்
Crest factor,உச்சம்
Crimpling,கொந்தளிப்பு
Critical angle,முக்கியமான கோணம்
Critical coupling,முக்கியமான இணைப்பு
Critical damped,கடுமையான மனச்சோர்வு
Critical frequency,முக்கியமான அதிர்வெண்
Critical inductance,விமர்சன உந்துதல்
Critical race,முக்கியமான இனம்
Critical resistance,விமர்சன எதிர்ப்பு
Cross assembler,குறுக்கு அசெம்பிளர்
Cross coupling,குறுக்கு இணைப்பு
Cross hatch pattern,செங்குத்து படம்
Cross over distortion,மாற்றம் விலகல்
Crossover modulation,மாற்றம் பண்பேற்றம்
Crosstalk,பொருத்தமற்ற சமிக்ஞை
Crossbar exchange,குறுக்கு பட்டை பரிமாற்றம்
Cross-field amplifier,குறுக்கு புல பெருக்கி
Crossover detector,குறுக்குவழி கண்டறிதல்
Crossover network,மாற்றம் சுற்று
Crystal microphone,படிக ஒலிவாங்கி
Crystal oscillator,படிக ஆஸிலேட்டர்
Curei point (temperature),கியூரி பாயின்ட்
Current amplifier,ஸ்ட்ரீம் பெருக்கி
Current controlled current source  (CCCS),தற்போதைய கட்டுப்படுத்தப்பட்ட தற்போதைய ஆதாரம் (CCCS)
Current controlled voltage source  (CCVS),தற்போதைய கட்டுப்படுத்தப்பட்ட மின்னழுத்த ஆதாரம் (CCVS)
Current feedback,ஸ்ட்ரீம் ரீசார்ஜ்
Current hogging,தற்போதைய அந்நியச் செலாவணி
Current limit,தற்போதைய வரம்பு
Current limiting resistor,விளிம்பு மின்னோட்ட மின்தடை
Current mirror,ஸ்ட்ரீம் பிரதிபலிப்பு
Current mode logic,ஸ்ட்ரீம் முறை தர்க்கம்
Current sink,ஸ்ட்ரீம் அணுகல்
Current source,ஸ்ட்ரீம் மூல
Current to voltage converter,தற்போதைய மின்னழுத்த மாற்றி
Current transfer ratio,தற்போதைய பரிமாற்ற விகிதம்
Current transformer,மின்சார மின்மாற்றி
Currentrating,நிலையான மின்னோட்டம்
