Hindi,English
ऐरोसॉल,Aerosol
वायु आकाश,Aerospaace
वायु आकाश यान,Aerospace vehicle
"वातमंडल, गैसमंडल",Aerosphere
"वायुस्थापी, अवयान",Aerostat
वायुस्थैतिक समीकरण,Aerostatic equation
"वायुस्थैतिकी, अवयानिकी",Aerostatics
वायूष्माप्रत्यस्थिकी,Aerothermo elasticity
वायूष्मागतिकी,Aerothermodynamics
वायूष्मागतिकी,Aerothermodynamics
अफ़ोकसी तंत्र,Afocal system
पुच्छपिंड,After body
अधिज्वालक,After burner
पश्च ज्वलन,After burning
पश्च दीप्ति,After glow
पश्च ताप,After heat
अनुबिम्ब,After image
पश्च उपचार,After treatment
पक्वनोत्तर अवस्था,After-ripening stage
पश्च प्रवाह,Afterflow
उत्तरघात,Aftershock
"वय, आयु, उम्र, काल,युग (सं, ) कालप्रभावित होना, कालप्रभावित करना (क्रि, )",Age
कालप्रभावित,Aged
"कालसिद्ध निकाय, कालजीर्ण निकाय",Aged system
"कालप्रभावन, जरण",Ageing (aging)
काल प्रभावन,Aging (=ageing)
काल प्रभावन परीक्षण,Aging tst
शून्यदिक्पाती,Agonic
शून्यदिक्पाती रेखा,Agonic line
गुरूत्वहीन,Agravic
ससहाय अनुवर्तन,Aided tracing
सहपक्ष,Aileron
संधान,Aim
संधान विचलन,Aim bias
संघानित्र,Aiming circle
संधान त्रुटि,Aiming error
वायु अवशोषण,Air absorption
हवाई बमवर्षण रेंज,Air bombing range
"वायुश्वासी, वायुश्वसित्र",Air breather
वायु श्वसन,Air breathing
वायु श्वासी यान,Air breathing vehicle
वायु बुद्धबुद्ध,Air bubble
वायु संधारित्र,Air capacitor
"वायुकोष्ठ, वायुकक्ष",Air chamber
वायु प्रणाल,Air channel
विमान-चालन चार्ट,Air chart
वायु संपीडन,Air compression
वायु संपीडन प्रशीतित्र,Air compression refrigerating machine
वायु-संपीडक,Air compressor
वायु संधारित्र,Air condenser
वातानुकूलन,Air conditioning
वायुचालन,Air conduction
वायव शीतन,Air cooling
वायुयक्रोडी कुंडली,Air cored coil
"वायु-अवमंदक, वायु अवमंदित्र",Air damper
वायव अवमंदन-तंत्र,Air damping system
हवाई सुरक्षा तंत्र,Air defence system
वायु विक्षेपक,Air deflector
वायु विध्रुवित सेल,Air depolarised cell
वायु विस्थापक पिस्टन,Air displacing piston
वात प्रवात,Air draft
वायुतुल्यांक,Air equivalent
तुल्यवायु पदार्थ,Air equivalent material
तुल्यवायु मोटाई,Air equivalent thickness
वायु प्रसार प्रशीतित्र,Air expansion refrigerating machine
वायु घर्षण,Air friction
वायु संगलित क्वार्टज,Air fused quartz
वायु अन्तराल,Air gap
विमान वहन,Air lift
"(स्पेक्ट्मिकी) वायु स्पेक्ट्रम रेखा, विमान कम्पनी, एयर लाइन",Air line
वायु तालक,Air lock
विमान-चालन रेडियो सहाय,Air navigation radio aids
वायु पारगम्यता,Air permeability
वायु फोटो,Air photo
वायव फोटोग्राफी,Air photography
वायुवर्ती स्थिति कम्प्यूटर,Air pisition indicator
हवाई पत्तन,Air port
वायु पूर्वतापन,Air preheating
वायु दाब,Air pressure
वायुदाब तंत्र,Air pressure system
वायु पम्प,Air pump
वायु अनुपात,Air ratio
वायु नियंत्रक,Air regulator
वायु प्रकीर्णन,Air scatter
"वायु पंखा, विमान नोदक",Air screw
वायु वर्षण,Air shower
"वायु क्षेत्र, वायु अवकाश",Air space
विशिष्ट प्रणोद आवेग,Air specific impulse
वायुमानक दक्षता,Air standard efficiency
वायुगत प्रारम्भण,Air start
वायु तापदर्शी,Air thermoscope
वायु तापस्थापी,Air thermostat
आकाश-आकाश रेडियो संचरण,Air to air communication
आकाश-भूमि रेडियो संचरण,Air to ground radio communication
वायु यातायात नियंत्रण,Air traffic control
हवाई पथ,Air trajectory
वायु तरंग,Air wave
ख अस्त्र,Air weapon
वायुविच्छेद स्विच,Air-break switch
वायु-पृथ्वी धारा,Air-earth current
विमान चालन,Air-navigation
समुद्री लक्ष्यदर्शी हवाई रेडार,Air-to-surface vessel = dumbo
"वातोढ़, वायुवाहित",Airborne
वायुवाहित पूर्व चेतावनी रेडार,Airborne early warning radar
वायुवाहित गन निर्देशक रेडार,Airborne gun laying radar=air borne gun sight radar
वायुवाहित व्यवधान,Airborne interception
विमानस्थ संबाधक प्रेषित्र,Airborne jamming transmitter
