Marathi,Malayalam
"1.कॅशे मेमरी, 2.कॅशे मेमरी, 3.फास्ट मेमरी","1.കാഷെ മെമ്മറി, 2.കാഷെ മെമ്മറി, 3.ഫാസ്റ്റ് മെമ്മറി"
गणना,കണക്കുകൂട്ടല്
"1.कॅल्क्युलेटर, 2.कॅल्क्युलेटर","1.കാൽക്കുലേറ്റർ, 2.കാൽക്കുലേറ്റർ"
"1.कॅल्क्युलेटर चिप,2. कॅल्क्युलेटर चिप","1.കാൽക്കുലേറ്റർ ചിപ്പ്, 2. കാൽക്കുലേറ്റർ ചിപ്പ്"
आवाहन करा,അഭ്യർത്ഥിക്കുക
नाव कॉल,പേര് വിളി
संदर्भ कॉल,റഫറൻസ് കോൾ
सन्मान कॉल,ബഹുമാന കോൾ
व्हेरिएबल कॉल,വേരിയബിൾ കോൾ
आवाहन गेट,അഭ്യർത്ഥന കവാടം
"1. रद्द करा, 2. रद्द करा","1. റദ്ദാക്കുക, 2. റദ്ദാക്കുക"
रद्द करण्याचे बटण,അസാധുവാക്കൽ ബട്ടൺ
"1. विहित, 2. विहित","1. നിർദേശിക്കപ്പെട്ടത്, 2. കാനോനിക്കൽ"
प्रामाणिक फॉर्म,കാനോനിക്കൽ രൂപം
क्षमता,കഴിവ്
क्षमता यादी,ശേഷി പട്ടിക
"1. क्षमता, 2. धारण","1. കഴിവ്, 2. പിടിക്കുന്നു"
कॅप्स लॉक की,ക്യാപ്സ് ലോക്ക് കീ
"1.कार्ड, 2. पत्रक","1.കാർഡ്, 2. ഷീറ്റ്"
कार्ड रीडर,കാർഡ് റീഡർ
प्रमुखता,പ്രാധാന്യം
वाहक,വാഹകൻ
वाहक बँड,കാരിയർ ബാൻഡ്
वाहक लोड,കാരിയർ ലോഡ്
वाहक सिग्नल,കാരിയർ സിഗ്നൽ
वाहक लहर,കാരിയർ തരംഗം
साध्य केले,നേടിയത്
स्कोअर मिळवला,സ്കോർ നേടി
ध्वज प्राप्त केला,പതാക നേടി
"1.काडतूस डिस्क, 2.काडतूस डिस्क","1.കാട്രിഡ്ജ് ഡിസ്ക്, 2.കാട്രിഡ്ജ് ഡിസ്ക്"
"1. धबधबा, 2. धबधबा","1. കാസ്കേഡ്, 2. കാസ്കേഡ്"
केस,കേസ്
कॅथोड-रे-ट्यूब (सीआरटी),കാഥോഡ്-റേ-ട്യൂബ് (CRT)
कॅथोड रे ट्यूब (सीआरटी) कॅथोड रे ट्यूब,കാഥോഡ് റേ ട്യൂബ് (CRT) കാഥോഡ് റേ ട്യൂബ്
सीडी रोम डिस्क ड्राइव्ह,സിഡി റോം ഡിസ്ക് ഡ്രൈവ്
सेल,സെൽ
सेल अॅनिमेशन,സെൽ ആനിമേഷൻ
भ्रमणध्वनी,സെല്ലുലാർ ഫോൺ
"1. केंद्रीय स्मृती, 2. केंद्रीय स्मृती","1. സെൻട്രൽ മെമ്മറി, 2. കേന്ദ്ര മെമ്മറി"
सेंट्रल प्रोसेसिंग युनिट (CPU),സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു)
केंद्रीकृत प्रणाली,കേന്ദ്രീകൃത സംവിധാനം
प्रमाणित टेप,ആധികാരികതയുള്ള ടേപ്പ്
साखळी,ചങ്ങല
"1.मालिका डेटा, 2.मालिका सामग्री","1.സീരീസ് ഡാറ്റ, 2.സീരീസ് ഉള്ളടക്കം"
साखळी दुवा,ചെയിൻ ലിങ്ക്
चेनिंग,ചങ്ങല
"1.चॅनेल, 2.चॅनेल","1.ചാനൽ, 2.ചാനൽ"
"1.चॅनेल व्यस्त टोन, 2.चॅनेल व्यस्त टोन","1.ചാനൽ തിരക്കുള്ള ടോൺ, 2.ചാനൽ തിരക്കുള്ള ടോൺ"
"1.चॅनेल क्षमता, 2.चॅनेल क्षमता","1.ചാനൽ കപ്പാസിറ്റി, 2.ചാനൽ കപ്പാസിറ്റി"
"1.चॅनेल कंट्रोलर, 2.चॅनेल कंट्रोलर","1.ചാനൽ കൺട്രോളർ, 2.ചാനൽ കൺട്രോളർ"
"1. चॅनल एरर, 2.चॅनल एरर","1. ചാനൽ പിശക്, 2.ചാനൽ പിശക്"
"1.चॅनेल प्रोग्राम, 2.चॅनेल प्रोग्राम","1.ചാനൽ പ്രോഗ്രാം, 2.ചാനൽ പ്രോഗ്രാം"
"1.चॅनेल विश्वसनीयता, 2.चॅनेल विश्वसनीयता","1.ചാനൽ വിശ്വാസ്യത, 2.ചാനൽ വിശ്വാസ്യത"
"1.चॅनेल सेट, 2.चॅनेल सेट","1.ചാനൽ സെറ്റ്, 2.ചാനൽ സെറ്റ്"
प्रतीक,ചിഹ്നം
"1. कॅरेक्टर कोड, 2. वर्ण कोड","1. പ്രതീക കോഡ്, 2. പ്രതീക കോഡ്"
वर्ण की,പ്രതീക കീ
वर्ण वाचक,പ്രതീക വായനക്കാരൻ
"1. प्रतीक आकार, 2. प्रतीक आकार","1. എംബ്ലം സൈസ്, 2. എംബ്ലം സൈസ്"
सचित्र,ചിത്രപരമായ
"1.चेसिस, 2.चेसिस","1. ചേസിസ്, 2. ചേസിസ്"
बिट तपासा,ചെക്ക് ബിറ്റ്
चेक पॉइंट्स,ചെക്ക് പോയിന്റുകൾ
बेरीज तपासा,മൊത്തം പരിശോധിക്കുക
शब्द तपासा,ചെക്ക് വാക്ക്
चिप,ചിപ്പ്
चिप संच,ചിപ്പ് സെറ്റ്
"1.निवडा, 2.निवडा","1.തിരഞ്ഞെടുക്കുക, 2.തിരഞ്ഞെടുക്കുക"
वर्णक्रमानुसार,അക്ഷരമാലാക്രമത്തിൽ
"1.सफर, 2. शून्य, 3. नाविक","1.സഫർ, 2. പൂജ്യം, 3. നാവികൻ"
सर्किट,സർക്യൂട്ട്
मंडळ यादी,സർക്കിൾ ലിസ്റ്റ്
सेरेस,സെറസ്
उल्लेख,പരാമർശിക്കുക
"1.श्रेणी, 2.श्रेणी","1.വിഭാഗം, 2.വിഭാഗം"
वर्ग व्हेरिएबल,ക്ലാസ് വേരിയബിൾ
वर्गीकरण,വർഗ്ഗീകരണം
सफाई,തോട്ടിപ്പണി
साफ केलेले क्षेत्र,വൃത്തിയാക്കിയ പ്രദേശം
"1. सिस्टम साफ करा, 2. चॅनेल साफ करा","1. ക്ലീൻ അപ്പ് സിസ്റ്റം, 2. ചാനൽ മായ്‌ക്കുക"
दाबा,അമർത്തുക
"1. ग्राहक, 2. ग्राहक","1. ഉപഭോക്താവ്, 2. കക്ഷി"
"1.क्लायंट सर्व्हर, 2.क्लायंट सर्व्हर","1. ക്ലയന്റ് സെർവർ, 2. ക്ലയന്റ് സെർവർ"
ग्राहक स्टब,ഉപഭോക്തൃ അപൂർണ്ണം
कातरणे,ഷയറിംഗ് ആർട്ട്
कातरणे कला लायब्ररी,ഷീറിംഗ് ആർട്ട് ലൈബ്രറി
क्लिप बोर्ड,ക്ലിപ്പ് ബോർഡ്
क्लिपर,ക്ലിപ്പർ
क्लिपर चिप,ക്ലിപ്പർ ചിപ്പ്
दुफळी,വിഭാഗം
"1.वॉच, 2. कॅलड","1. വാച്ച്, 2. കാലാഡ്"
घड्याळ चक्र,ക്ലോക്ക് സൈക്കിൾ
घड्याळ वारंवारता,ക്ലോക്ക് ആവൃത്തി
कलाड हार्डवेअर,കാലാഡ് ഹാർഡ്‌വെയർ
कलाड स्पंद,കലാഡ് സ്പാൻഡ്
घड्याळाचा वेग,ക്ലോക്ക് വേഗത
वेळ सिंक्रोनाइझेशन,സമയ സമന്വയം
घड्याळाची टिक,ക്ലോക്ക് ടിക്ക്
क्लोन,ക്ലോൺ
बंद,ഓഫ്
क्लोज्ड सर्किट टीव्ही (सीसीटीव्ही),ക്ലോസ്ഡ് സർക്യൂട്ട് ടിവി (സിസിടിവി)
वर्णन,വിവരണം
"1.क्लाउड संगणन, 2.क्लाउड संगणन","1.ക്ലൗഡ് കമ്പ്യൂട്ടിംഗ്, 2.ക്ലൗഡ് കമ്പ്യൂട്ടിംഗ്"
घड,കുല
"1.कव्हर केलेले कार्ड, 2. लेपित पत्रक","1. കവർഡ് കാർഡ്, 2. പൊതിഞ്ഞ ഷീറ്റ്"
लेपित कागद,പൊതിഞ്ഞ പേപ്പർ
समाक्षीय,ഏകപക്ഷീയമായ
समाक्षीय केबल,ഏകോപന കേബിൾ
कोडासिल,കോഡാസിൽ
"1.कोड, 2.कोड","1.കോഡ്, 2.കോഡ്"
"1. कोड जनरेटर, 2. कोड जनरेटर","1. കോഡ് ജനറേറ്റർ, 2. കോഡ് ജനറേറ്റര്"
कोड पृष्ठ,കോഡ് പേജ്
"1.कोड शब्द, 2.कोड शब्द","1.കോഡ് വേഡ്, 2.കോഡ് വേഡ്"
"1.कोडर, 2.कोडर","1.കോഡർ, 2.കോഡർ"
"1. एन्कोडिंग चाचणी, 2. कोडिंग चाचणी","1. എൻകോഡിംഗ് ടെസ്റ്റ്, 2. കോഡിംഗ് ടെസ്റ്റ്"
एन्कोडिंग फॉर्म,എൻകോഡിംഗ് ഫോം
"1. एन्कोडिंग शीट, 2. कोडिंग शीट","1. എൻകോഡിംഗ് ഷീറ്റ്, 2. കോഡിംഗ് ഷീറ്റ്"
गुणांक,ഗുണകം
एकसंधता,കെട്ടുറപ്പ്
"1.कोल्ड बूट, 2.कोल्ड स्टार्ट","1.കോൾഡ് ബൂട്ട്, 2.കോൾഡ് സ്റ്റാർട്ട്"
थंड सुरुवात,തണുത്ത തുടക്കം
मदत,സഹായം
कोसळणे,തകർച്ച
"1.समावेश, 2.कॉन्केटनेट","1. ഉൾപ്പെടുത്തൽ, 2. സംയോജിപ്പിക്കുക"
"1.अनुक्रमित टेप,2. कॉलेट टेप","1.ഇൻഡക്സ്ഡ് ടേപ്പ്, 2. കോളറ്റ് ടേപ്പ്"
टक्कर,കൂട്ടിയിടി
