Kannada,Assamese
ಬ್ಯಾಂಡೇಜ್,পট্টি
"1. ಬ್ಯಾಂಡ್ ಅಗಲ, 2. ಬ್ಯಾಂಡ್‌ವಿಡ್ತ್/ಸಾಮರ್ಥ್ಯ","১.বেণ্ড প্ৰস্থ, ২. বেণ্ডউইডথ/ক্ষমতা"
ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್,বেংকাৰৰ এলগৰিদম
"1. ಬಾರ್ ಕೋಡ್, 2. ಬಾರ್ ಕೋಡ್","1. বাৰ ক&#39;ড, 2. বাৰ ক&#39;ড"
ಬಾರ್ಕೋಡ್ ಸ್ಕ್ಯಾನರ್,বাৰক&#39;ড স্ক্যানাৰ
ಬಾರ್ ಗ್ರಾಫ್,বাৰ গ্ৰাফ
ಮೂಲ ವಿಳಾಸ,ভিত্তি ঠিকনা
ಬೇಸ್ ಬ್ಯಾಂಡ್,বেচ বেণ্ড
ಆಧಾರ್ ಸಂಖ್ಯೆ,আধাৰ নম্বৰ
ಬೇಸ್ ಟೇಬಲ್,ভিত্তি টেবুল
ಮೂಲಭೂತ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ),মূল (এটা কম্পিউটাৰ ভাষা)
"1. ಮೂಲ ನಿಯಂತ್ರಣ , 2. ಮೂಲ ನಿಯಂತ್ರಣ","1. মূল নিয়ন্ত্ৰণ, 2. ভিত্তি নিয়ন্ত্ৰণ"
"1. ಮೂಲ ಹೂಡಿಕೆ, 2. ಮೂಲ ಹೂಡಿಕೆ","১/ মূল বিনিয়োগ, ২. ভিত্তি বিনিয়োগ"
ಮೂಲ ಸೂಚನೆ,মূল নিৰ্দেশনা
ಮೂಲ ಸಮಸ್ಯೆ,ভিত্তি বিষয়
ಮೂಲ ಹಂತ,মূল পৰ্যায়
"1. ಬ್ಯಾಚ್, 2. ಗುಂಪು, 3. ದುರಂತ","১.বেচ, ২. গোট, ৩. বিপৰ্যয়"
"1. ಬ್ಯಾಚ್ ಫೈಲ್, 2. ಬ್ಯಾಚ್ ಫೈಲ್","1. বেচ ফাইল, 2. বেচ ফাইল"
ಬ್ಯಾಚ್ ಸ್ಥಿತಿ,বেচৰ অৱস্থা
"1. ಬ್ಯಾಚ್ ಪ್ರಕ್ರಿಯೆ, 2. ಗುಂಪು ಸಂಸ್ಕರಣೆ","১.বেচ প্ৰচেছিং, ২. গ্ৰুপ প্ৰচেছিং"
"1. ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ, 2. ಕವಣೆ ವ್ಯವಸ್ಥೆ","1. বেচ ব্যৱস্থা, 2. কেটাপল্ট ব্যৱস্থা"
ಬಾಡ್,baud
ಬೌಡ್ ದರ,বড হাৰ
ಕಿರಣದ ಕಿರಣ,ৰশ্মি ৰশ্মি
"1. ಮಾರ್ಗಸೂಚಿಗಳು, 2. ಬ್ಯಾಚ್ ಮಾರ್ಕ್","1. নিৰ্দেশনা, 2. বেচ মাৰ্ক"
ದ್ವಿಮುಖ ಸಂವಹನ,দ্বিমুখী যোগাযোগ
ನೇರ ಸಂಪರ್ಕ,প্ৰত্যক্ষ সংযোগ
ಬೈನರಿ ಕೋಡ್,বাইনাৰী ক&#39;ড
ಬೈನರಿ ಅಂಕೆಗಳು,বাইনাৰী অংক
ಬೈನರಿ ಇನ್ವೆಸ್ಟ್ಮೆಂಟ್ ಔಟ್ಪುಟ್ ಸಿಸ್ಟಮ್ (BIOS),বাইনাৰী বিনিয়োগ আউটপুট ব্যৱস্থা (BIOS)
ಬೈನರಿ ಸಂಖ್ಯೆ,বাইনাৰী সংখ্যা
ಬೈನರಿ ಆಪರೇಟರ್,বাইনাৰী অপাৰেটৰ
ದ್ವಿಮಾನ ಸಂಬಂಧ,বাইনাৰী সম্পৰ্ক
ಬೈನರಿ ಹುಡುಕಾಟ,বাইনাৰী সন্ধান
ಬೈನರಿ ಎಕ್ಸ್‌ಪ್ಲೋರೇಶನ್ ಟ್ರೀ (BST),বাইনাৰী অন্বেষণ বৃক্ষ (BST)
"1. ಬೈನರಿ ಟ್ರಾನ್ಸ್ಫರ್ ಟ್ರೀ, 2. ಬೈನರಿ ವರ್ಗಾವಣೆ","1. বাইনাৰী স্থানান্তৰ গছ, 2. বাইনাৰী স্থানান্তৰ"
ಅವಳಿ ಮರ,বাইনাৰী গছ
"1. ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ, 2. ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ","১.দ্বিমেৰু স্মৃতিশক্তি, ২. বাইপোলাৰ মেম’ৰী"
"1. ಜನನ ಮತ್ತು ಮರಣ ಮಾದರಿ, 2. ಜನನ ಮರಣ ಮಾದರಿ","১/ জন্ম আৰু মৃত্যুৰ আৰ্হি, ২. জন্ম মৃত্যুৰ আৰ্হি"
ಜನನ ಮರಣ ಪ್ರಕ್ರಿಯೆ,জন্ম মৃত্যু প্ৰক্ৰিয়া
"1. ಡ್ಯೂಕ್, 2. ಸ್ವಲ್ಪ","১.ডুয়েক, ২. বিট"
ಸ್ವಲ್ಪ ತಪ್ಪು,বিট দোষ
ಬಿಟ್ ನಕ್ಷೆ,বিট মেপ
"1. ಬಿಟ್, 2. ನಕ್ಷೆ, 3. ಪಿಕ್ಸೆಲ್ (BMP)","1. বিট, 2. মানচিত্ৰ, ৩. পিক্সেল (BMP)"
"1. ಬಿಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್, 2. ಬಿಟ್ ಟೇಬಲ್","1. বিট মেট্ৰিক্স, 2. বিট টেবুল"
ಬಿಟ್ ಮಾದರಿ,বিট পেটাৰ্ণ
ಬಿಟ್ ಸ್ಥಾನ,বিটৰ অৱস্থান
"1. ಬಿಟ್ ದರ, 2. ಬಿಟ್ ದರ","1. বিট হাৰ, 2. বিট হাৰ"
ಕಣ್ಣುಮುಚ್ಚಿ ಪರೀಕ್ಷೆ,চকুত পটি পৰীক্ষা কৰা
ಮಿನುಗು,shimmer
ಬ್ಲಾಕ್,অৱৰুদ্ধ কৰা
"1. ಬ್ಲಾಕ್ ಕ್ಯಾಶ್, 2. ಬ್ಲಾಕ್ ಕ್ಯಾಷ್ / ಚಂಕ್ ಮೆಮೊರಿ","1. ব্লক কেচ, 2. ব্লক কেচ / চুংক মেমৰি"
ಬ್ಲಾಕ್ ತನಿಖೆ,ব্লক প্ৰ&#39;ব
ಸಂಪುಟ ನಕಲು,ভলিউম কপি
ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ,ব্লক ডায়াগ্ৰাম
"1. ನಿರ್ಬಂಧಿಸಿದ ನೆಟ್ವರ್ಕ್, 2. ನಿರ್ಬಂಧಿಸಿದ ನೆಟ್ವರ್ಕ್","1. ব্লক কৰা নেটৱৰ্ক, 2. ব্লক কৰা নেটৱাৰ্ক"
ಬೋರ್ಡ್,ব’ৰ্ড
ಪುಟ ಮೆಮೊರಿ,পৃষ্ঠাৰ স্মৃতিশক্তি
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,বুলিয়ান বীজগণিত
ಬೂಲಿಯನ್ ಸಂಬಂಧ,বুলিয়ান সম্পৰ্ক
ಬೂಟ್ ವಿಭಾಗ,বুট বিভাজন
ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್,বুট ষ্ট্ৰেপিং
1.ಬೂಟ್ ಸ್ಟ್ರಾಪ್ ಲೋಡರ್,1.বুটষ্ট্ৰেপ লোডাৰ
"1.ಸೇತುವೆ, 2.ಸೇತುವೆ","১.দলং, ২.দলং"
ಬ್ರಾಡ್ಬ್ಯಾಂಡ್ ನೆಟ್ವರ್ಕ್,ব্ৰডবেণ্ড নেটৱৰ্ক
ಪ್ರಸಾರ,সম্প্ৰচাৰ
ರೇಡಿಯೋ ಪ್ರಸಾರ,সম্প্ৰচাৰ ৰেডিঅ&#39;
(ನಿವ್ವಳ) ವ್ಯತ್ಯಾಸ,(নেট) ভ্যাৰিয়েন্স
(ನಿವ್ವಳ) ವಿಕಾರ್,(নেট) ভিকাৰ
ಬಿ-ಟ್ರು,বি-ট্ৰু
"1.ಬಬಲ್ ಮೆಮೊರಿ, 2.ಬಬಲ್ ಮೆಮೊರಿ","1.বাবল মেমৰি, 2.বাবল মেমৰি"
ಬಬಲ್ ರೀತಿಯ,বুদবুদ সজাই পৰাই তোলা
"1.ಬಕೆಟ್, 2.ಬಕೆಟ್","১.বাল্টি, ২.বাল্টি"
"1.ಭ್ರಾತೃತ್ವ ವ್ಯವಸ್ಥೆ, 2.ದೊಡ್ಡ ವ್ಯವಸ್ಥೆ","১.ভ্ৰাতৃত্ববোধ ব্যৱস্থা, ২.বৃহৎ ব্যৱস্থা"
ಬಜೆಟ್ ಪರಿಣಾಮಕಾರಿ ನಿಯಂತ್ರಣ,বাজেট ফলপ্ৰসূ নিয়ন্ত্ৰণ
ಬಫರ್,বাফাৰ
ಕೊರತೆ,অভাৱ
ಸಾಕು,বাছ
"1. ಅಷ್ಟ ವ್ಯಾಂಕ್, 2. ಬಿಟ್ (ಎಂಟು ಬಿಟ್‌ಗಳು)","১.অষ্ট ব্যাংক, ২. বিট (আঠটা বিট)"
ಬೈಟ್ ಕೋಡ್,বাইট ক&#39;ড
ಸಿ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ),C (কম্পিউটাৰ ভাষা)
"1.C ಪ್ಲಸ್ ಪ್ಲಸ್, 2.C++ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)","1.C Plus Plus, 2.C++ (কম্পিউটাৰ ভাষা)"
"1.ನಗದು, 2. ವೇಗವಾಗಿ","১.নগদ ধন, ২. বেগাই"
"1.ಕ್ಯಾಶ್ ಬಫರ್, 2.ಮೆಮೊರಿ ಬಫರ್","1.কেচ বাফাৰ, 2.মেমৰি বাফাৰ"
"1.ಕ್ಯಾಶ್ ಮೆಮೊರಿ, 2.ಕ್ಯಾಶ್ ಮೆಮೊರಿ, 3.ಫಾಸ್ಟ್ ಮೆಮೊರಿ","1.কেচ মেমৰি, 2.কেচ মেমৰি, 3.দ্ৰুত মেমৰি"
ಲೆಕ್ಕಾಚಾರ,গণনা কৰা
"1.ಕ್ಯಾಲ್ಕುಲೇಟರ್, 2.ಕ್ಯಾಲ್ಕುಲೇಟರ್","১.কেলকুলেটৰ, ২.কেলকুলেটৰ"
"1.ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್,2. ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್","1.কেলকুলেটৰ চিপ, 2. কেলকুলেটৰ চিপ"
ಆವಾಹನೆ ಮಾಡಿ,আমন্ত্ৰণ কৰক
ಹೆಸರು ಕರೆ,নাম কল
ಉಲ್ಲೇಖ ಕರೆ,ৰেফাৰেন্স কল
ಗೌರವ ಕರೆ,সন্মানীয় আহ্বান
ವೇರಿಯಬಲ್ ಕರೆ,ভেৰিয়েবল কল
ಆಹ್ವಾನ ಗೇಟ್,আমন্ত্ৰণ গেট
"1. ರದ್ದು, 2. ರದ್ದು","1. বাতিল কৰক, 2. বাতিল কৰক"
ಹಿಂತೆಗೆದುಕೊಳ್ಳುವ ಬಟನ್,বাতিল বুটাম
"1. ನಿಗದಿತ, 2. ಅಂಗೀಕೃತ","১.নিৰ্দিষ্ট কৰা, ২. কেননিক"
ಅಂಗೀಕೃತ ರೂಪ,কেননিক ৰূপ
ಸಾಮರ್ಥ್ಯ,সক্ষমতা
ಸಾಮರ್ಥ್ಯ ಪಟ್ಟಿ,ক্ষমতা তালিকা
"1. ಸಾಮರ್ಥ್ಯ, 2. ಹಿಡಿದು","১.সামৰ্থ্য, ২. ধৰি ৰখা"
ಕ್ಯಾಪ್ಸ್ ಲಾಕ್ ಕೀ,caps লক চাবি
"1.ಕಾರ್ಡ್, 2. ಹಾಳೆ","১.কাৰ্ড, ২. চাদৰ"
ಕಾರ್ಡ್ ರೀಡರ್,কাৰ্ড ৰিডাৰ
ಪ್ರಾಮುಖ್ಯತೆ,প্ৰাধান্য
ವಾಹಕ,বাহক
ವಾಹಕ ಬ್ಯಾಂಡ್,বাহক বেণ্ড
ವಾಹಕ ಲೋಡ್,বাহক বোজা
ವಾಹಕ ಸಂಕೇತ,বাহক সংকেত
ವಾಹಕ ತರಂಗ,বাহক তৰংগ
ಸಾಧಿಸಿದೆ,লাভ কৰা হৈছে
ಸ್ಕೋರ್ ಸಾಧಿಸಲಾಗಿದೆ,স্ক’ৰ লাভ কৰা হৈছে
ಧ್ವಜವನ್ನು ಸಾಧಿಸಿದೆ,অৰ্জন কৰা পতাকা
"1.ಕಾರ್ಟ್ರಿಡ್ಜ್ ಡಿಸ್ಕ್, 2.ಕಾರ್ಟ್ರಿಡ್ಜ್ ಡಿಸ್ಕ್","1.কাৰটিজ ডিস্ক, 2.কাৰটিজ ডিস্ক"
"1. ಕ್ಯಾಸ್ಕೇಡ್, 2. ಕ್ಯಾಸ್ಕೇಡ್","1. কেছকেড, 2. কেছকেড"
ಪ್ರಕರಣ,ঘটনা
ಕ್ಯಾಥೋಡ್-ರೇ-ಟ್ಯೂಬ್ (CRT),কেথ&#39;ড-ৰে-টিউব (CRT)
ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ (CRT) ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್,কেথ’ড ৰে টিউব (CRT) কেথ’ড ৰে টিউব
ಸಿಡಿ ರೋಮ್ ಡಿಸ್ಕ್ ಡ್ರೈವ್,cd rom ডিস্ক ড্ৰাইভ
ಕೋಶ,কোষ
ಸೆಲ್ ಅನಿಮೇಷನ್,কোষ এনিমেচন
ಸೆಲ್ಯುಲಾರ್ ಫೋನ್,চেলুলাৰ ফোন
"1. ಕೇಂದ್ರ ಸ್ಮರಣೆ, 2. ಕೇಂದ್ರ ಸ್ಮರಣೆ","১.কেন্দ্ৰীয় স্মৃতি, ২. কেন্দ্ৰীয় স্মৃতিশক্তি"
ಕೇಂದ್ರೀಯ ಸಂಸ್ಕರಣಾ ಘಟಕ (CPU),কেন্দ্ৰীয় প্ৰক্ৰিয়াকৰণ একক (CPU)
ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ,কেন্দ্ৰীভূত ব্যৱস্থা
ದೃಢೀಕೃತ ಟೇಪ್,প্ৰমাণীকৃত টেপ
ಚೈನ್,শিকলি
"1.ಸರಣಿ ಡೇಟಾ, 2.ಸರಣಿ ವಿಷಯ","1.series ডাটা, 2.series বিষয়বস্তু"
ಸರಪಳಿಯ ಕೊಂಡಿ,শৃংখল সংযোগ
ಚೈನ್ನಿಂಗ್,চেইনিং
"1.ಚಾನೆಲ್, 2.ಚಾನಲ್","১.চেনেল, ২.চেনেল"
"1.ಚಾನೆಲ್ ಬ್ಯುಸಿ ಟೋನ್, 2.ಚಾನೆಲ್ ಬ್ಯುಸಿ ಟೋನ್","1.চেনেল ব্যস্ত টোন, 2.চেনেল ব্যস্ত টোন"
"1.ಚಾನೆಲ್ ಸಾಮರ್ಥ್ಯ, 2.ಚಾನೆಲ್ ಸಾಮರ್ಥ್ಯ","1.চেনেল ক্ষমতা, 2.চেনেল ক্ষমতা"
"1.ಚಾನೆಲ್ ನಿಯಂತ್ರಕ, 2.ಚಾನೆಲ್ ನಿಯಂತ್ರಕ","1.চেনেল নিয়ন্ত্ৰক, 2.চেনেল নিয়ন্ত্ৰক"
"1. ಚಾನಲ್ ದೋಷ, 2.ಚಾನೆಲ್ ದೋಷ","1. চেনেল ত্ৰুটি, 2.চেনেল ত্ৰুটি"
"1.ಚಾನೆಲ್ ಪ್ರೋಗ್ರಾಂ, 2.ಚಾನೆಲ್ ಪ್ರೋಗ್ರಾಂ","১.চেনেল প্ৰগ্ৰেম, ২.চেনেল প্ৰগ্ৰেম"
"1.ಚಾನೆಲ್ ವಿಶ್ವಾಸಾರ್ಹತೆ, 2.ಚಾನೆಲ್ ವಿಶ್ವಾಸಾರ್ಹತೆ","1.চেনেল নিৰ্ভৰযোগ্যতা, 2.চেনেল নিৰ্ভৰযোগ্যতা"
"1.ಚಾನೆಲ್ ಸೆಟ್, 2.ಚಾನೆಲ್ ಸೆಟ್","1.চেনেল ছেট, 2.চেনেল ছেট"
ಲಾಂಛನ,প্ৰতীক
"1.ಕ್ಯಾರೆಕ್ಟರ್ ಕೋಡ್, 2. ಅಕ್ಷರ ಕೋಡ್","১.আখৰৰ ক&#39;ড, ২. আখৰৰ ক&#39;ড"
ಅಕ್ಷರ ಕೀ,আখৰৰ চাবি
ಅಕ್ಷರ ಓದುಗ,চৰিত্ৰ পাঠক
"1. ಲಾಂಛನದ ಗಾತ್ರ, 2. ಲಾಂಛನದ ಗಾತ್ರ","১.প্ৰতীকৰ আকাৰ, ২.প্ৰতীকৰ আকাৰ"
ಚಿತ್ರಾತ್ಮಕ,চিত্ৰকল্প
"1.ಚಾಸಿಸ್, 2.ಚಾಸಿಸ್","১.চেছিছ, ২.চেছিছ"
ಚೆಕ್ ಬಿಟ್,বিট পৰীক্ষা কৰক
ಚೆಕ್ ಪಾಯಿಂಟ್‌ಗಳು,চেক পইণ্ট
ಮೊತ್ತವನ್ನು ಪರಿಶೀಲಿಸಿ,মুঠ পৰীক্ষা কৰক
ಪದವನ್ನು ಪರಿಶೀಲಿಸಿ,শব্দ পৰীক্ষা কৰক
ಚಿಪ್,চিপ
ಚಿಪ್ ಸೆಟ್,চিপ চেট
"1.ಆಯ್ಕೆ, 2.ಆಯ್ಕೆ","1.বাছি লোৱা, 2.বাছি লোৱা"
ವರ್ಣಮಾಲೆಯಂತೆ,বৰ্ণানুক্ৰমে
"1.ಸಫರ್, 2. ಶೂನ್ಯ, 3. ಸಮುದ್ರಯಾನ","১.ছাফাৰ, ২. শূন্য, ৩. নাৱিক"
ಸರ್ಕ್ಯೂಟ್,বৰ্তনী
ವಲಯ ಪಟ್ಟಿ,বৃত্ত তালিকা
ಸೆರೆಸ್,চেৰেছ
ಉಲ್ಲೇಖಿಸಿ,উল্লেখ
"1.ವರ್ಗ, 2.ವರ್ಗ","1.শ্ৰেণী, 2.শ্ৰেণী"
ವರ್ಗ ವೇರಿಯಬಲ್,ক্লাছ ভেৰিয়েবল
ವರ್ಗೀಕರಣ,শ্ৰেণীবিভাজন
ಕೆರೆದುಕೊಳ್ಳಿ,স্ক্যাভেঞ্জিং
ತೆರವುಗೊಳಿಸಿದ ಪ್ರದೇಶ,ক্লিয়াৰ কৰা অঞ্চল
"1. ಸಿಸ್ಟಮ್ ಅನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿ, 2. ಚಾನಲ್ ಅನ್ನು ತೆರವುಗೊಳಿಸಿ","1. চিস্টেম পৰিষ্কাৰ কৰক, 2. চেনেল পৰিষ্কাৰ কৰক"
ಒತ್ತಿ,টিপক
"1. ಗ್ರಾಹಕ, 2. ಗ್ರಾಹಕ","১.গ্ৰাহক, ২. গ্ৰাহক"
"1.ಕ್ಲೈಂಟ್ ಸರ್ವರ್, 2.ಕ್ಲೈಂಟ್ ಸರ್ವರ್","1.ক্লায়েন্ট চাৰ্ভাৰ, 2.ক্লায়েন্ট চাৰ্ভাৰ"
ಗ್ರಾಹಕ ಸ್ಟಬ್,গ্ৰাহকৰ ষ্টাব
ಕತ್ತರಿಸುವುದು,শ্বিয়াৰিং আৰ্ট
ಶಿಯರಿಂಗ್ ಆರ್ಟ್ ಲೈಬ್ರರಿ,শ্বিয়াৰিং আৰ্ট লাইব্ৰেৰী
ಕ್ಲಿಪ್ ಬೋರ್ಡ್,ক্লিপ বৰ্ড
ಕ್ಲಿಪ್ಪರ್,ক্লিপাৰ
ಕ್ಲಿಪ್ಪರ್ ಚಿಪ್,ক্লিপাৰ চিপ
ಬಣ,ফৈদ
"1. ವೀಕ್ಷಿಸಿ, 2. ಕ್ಯಾಲಡ್","1.ৱাচ, ২. calad"
ಗಡಿಯಾರ ಚಕ್ರ,ঘড়ীৰ চক্ৰ
ಗಡಿಯಾರದ ಆವರ್ತನ,ঘড়ীৰ কম্পাঙ্ক
ಕಲಾದ್ ಯಂತ್ರಾಂಶ,কালাদ হাৰ্ডৱেৰ
ಕಲಾದ್ ಸ್ಪ್ಯಾಂಡ್,কালাদ স্পেণ্ড
ಗಡಿಯಾರದ ವೇಗ,ঘড়ীৰ গতি
ಸಮಯ ಸಿಂಕ್ರೊನೈಸೇಶನ್,সময় সমন্বয়
ಗಡಿಯಾರ ಟಿಕ್,ঘড়ীৰ টিক
ತದ್ರೂಪಿ,ক্ল&#39;ন
ಆರಿಸಿ,বন্ধ কৰা
ಮುಚ್ಚಿದ ಸರ್ಕ್ಯೂಟ್ ಟಿವಿ (CCTV),বন্ধ চাৰ্কিট টিভি (চিচিটিভি)
ವಿವರಣೆ,বিৱৰণ
"1.ಕ್ಲೌಡ್ ಕಂಪ್ಯೂಟಿಂಗ್, 2.ಕ್ಲೌಡ್ ಕಂಪ್ಯೂಟಿಂಗ್","১.ক্লাউড কম্পিউটিং, ২.ক্লাউড কম্পিউটিং"
ಗುಂಪನ್ನು,মুঠি
"1. ಕವರ್ಡ್ ಕಾರ್ಡ್, 2. ಲೇಪಿತ ಹಾಳೆ","১.আবৃত কাৰ্ড, ২. আৱৰণযুক্ত শ্বীট"
ಲೇಪಿತ ಕಾಗದ,আৱৰণযুক্ত কাগজ
ಏಕಾಕ್ಷ,সমাক্ষীয়
ಗಟ್ಟಿ ಕವಚದ ತಂತಿ,সমাক্ষীয় কেবল
ಕೊಡಸಿಲ್,কোডাচিল
"1.ಕೋಡ್, 2.ಕೋಡ್","১.কোড, ২.কোড"
"1. ಕೋಡ್ ಜನರೇಟರ್, 2. ಕೋಡ್ ಜನರೇಟರ್","1. ক&#39;ড জেনেৰেটৰ, 2. ক&#39;ড জেনেৰেটৰ"
ಕೋಡ್ ಪುಟ,ক&#39;ড পৃষ্ঠা
"1.ಕೋಡ್ ವರ್ಡ್, 2.ಕೋಡ್ ವರ್ಡ್","১.কোড শব্দ, ২.কোড শব্দ"
"1.ಕೋಡರ್, 2.ಕೋಡರ್","১.কোডাৰ, ২.কোডাৰ"
"1. ಎನ್ಕೋಡಿಂಗ್ ಟೆಸ್ಟ್, 2. ಕೋಡಿಂಗ್ ಟೆಸ್ಟ್","1. এনকোডিং পৰীক্ষা, 2. ক&#39;ডিং পৰীক্ষা"
ಎನ್ಕೋಡಿಂಗ್ ರೂಪ,এনকোডিং ফৰ্ম
"1. ಎನ್ಕೋಡಿಂಗ್ ಶೀಟ್, 2. ಕೋಡಿಂಗ್ ಶೀಟ್","1. এনকোডিং শ্বীট, 2. ক&#39;ডিং শ্বীট"
ಗುಣಾಂಕ,সহগ
ಒಗ್ಗಟ್ಟು,সংহতি
"1.ಕೋಲ್ಡ್ ಬೂಟ್, 2.ಕೋಲ್ಡ್ ಸ್ಟಾರ್ಟ್","1.কল্ড বুট, 2.কল্ড ষ্টাৰ্ট"
ಶೀತ ಆರಂಭ,ঠাণ্ডা আৰম্ভণি
ಸಹಾಯ,সহযোগ
ಕುಸಿತ,পতন হোৱা
"1.ಸಂಘಟನೆ, 2.ಸಂಯೋಜಿತ","১.সংলগ্নকৰণ, ২.সংযুক্ত কৰা"
"1.ಇಂಡೆಕ್ಸ್ಡ್ ಟೇಪ್,2. ಕ್ಯಾಲೆಟ್ ಟೇಪ್","1.সূচীভুক্ত টেপ, 2. callet টেপ"
ಘರ್ಷಣೆ,সংঘৰ্ষ
ಕೊಲೊನ್,বৃহদান্ত্ৰ
"1. ಪಾತ್ರಗಳು, 2. ಬಣ್ಣಗಳು","১.আখৰ, ২.ৰং"
ಬಣ್ಣದ ಶುದ್ಧತ್ವ,ৰঙৰ পৰিপূৰকতা
ಬಣ್ಣದ ಟೇಬಲ್,ৰঙৰ টেবুল
ಕಂಬ,স্তম্ভ
ಸಂಯೋಜನೆ,সংমিশ্ৰণ
ಸಂಯೋಜಿತ ಪೆಟ್ಟಿಗೆ,কম্পোজিট বাকচ
"1.ಕಮಾಂಡ್, 2.ಕಮಾಂಡ್","১.আদেশ, ২.আদেশ"
ಆದೇಶ ಬಟನ್,কমাণ্ড বুটাম
ಆದೇಶ ಪಟ್ಟಿ,কমাণ্ড তালিকা
ಕಾಮೆಂಟ್ ಮಾಡಿ,টোকা
"1. ಬದ್ಧತೆ, 2. ಬದ್ಧತೆ","১/ প্ৰতিশ্ৰুতি, ২/ প্ৰতিশ্ৰুতি"
