Marathi,Bengali
सेवेचे प्रमाणपत्र,পরিষেবার শংসাপত্র
प्रमाणपत्र,শংসাপত্র
प्रमाणित प्रत,প্রত্যয়িত কপি
प्रमाणित करा,প্রত্যয়িত
सेस,সেস
विराम,অবসান
साखळी,চেইন
अध्यक्ष/अध्यक्ष,চেয়ারম্যান/চেয়ারপারসন
चालान,চালান
आव्हान,চ্যালেঞ্জ
खोली,চেম্বার
चेंबर ऑफ कॉमर्स,ব্যবসা মালিক সমিতি
बदला,পরিবর্তন
अनागोंदी,বিশৃঙ্খলা
धडा,অধ্যায়
चारित्र्य हत्या,চরিত্র হত্যাকাণ্ড
वर्ण प्रमाणपत्र,চরিত্র শংসাপত্র
शुल्क,চার্জ
मालमत्तेवर शुल्क आकार,সম্পত্তি উপর চার্জ
शुल्क पत्रक,অভিযোগ পত্র
धर्मादाय,দাতব্য
धर्मादाय संस्था,দানশীলতা
चार्ट,চার্ট
सनद,সনদ
Chasis संख्या,চ্যাসিস নম্বর
फसवणूक,প্রতারণা
तपासा,পরীক্ষা করুন
यादी तपासा,তালিকা পরীক্ষা করুন
पोस्ट तपासा,পোস্ট পরীক্ষা করুন
केमिस्ट,রসায়নবিদ
धनादेश,পরীক্ষা করুন
LET तपासा,চেক করুন
प्रमुख,প্রধান
मुले शिक्षण भत्ता,শিশুদের শিক্ষা ভাতা
मुलाचे शोषण,শিশু শোষণ
बाल मजूर,শিশু শ্রম
बाल कल्याण,শিশু কল্যাণ
जुनाट,দীর্ঘস্থায়ী
कालक्रमानुसार ऑर्डर (= कालक्रमानुसार),কালানুক্রমিক ক্রম (= কালানুক্রমিক ক্রম)
मंडळ,বৃত্ত
सर्किट हाऊस,সার্কিট হাউস
परिपत्रक (= परिपत्रक पत्र),বিজ্ঞপ্তি (= বৃত্তাকার অক্ষর)
अभिसरण,প্রচলন
परिस्थिती,পরিস্থিতি
परिस्थितीजन्य पुरावा,অবস্থাগত প্রমাণ
उद्धरण,উদ্ধৃতি
नागरिकत्व,নাগরিকত্ব
शहर भरपाई भत्ता,শহর ক্ষতিপূরণ ভাতা
नागरी सुविधा,নাগরিক সুযোগসুবিধা
दिवाणी,সিভিল
नागरी संहिता,ন্যায়সংহিতা
नागरी सुरक्षा,অসামরিক প্রতিরোধ ব্যবস্থা
दिवाणी यादी,নাগরিক তালিকা
नागरी विवाह,নাগরিক বিবাহ
नागरी प्रक्रिया कोड,নাগরিক পদ্ধতি কোড
नागरी सेवा,বেসামরিক চাকুরী
दिवाणी खटला,দেওয়ানি মামলা
नागरी पुरवठा,নাগরিক সরবরাহ
नागरी युद्ध,গৃহযুদ্ধ
हक्क,দাবি
दावेकर्ता,দাবিদার
हक्क फॉर्म,দাবি ফর্ম
परताव्यासाठी हक्क,ফেরতের জন্য দাবি
स्पष्टीकरण,স্পষ্টতা
वर्ग,ক্লাস
वर्गीकृत जाहिरात,শ্রেণিবদ্ধ বিজ্ঞাপন
वर्गीकृत कागदपत्रे,শ্রেণিবদ্ধ নথি
वर्गीकृत माहिती,শ্রেণীবদ্ধ তথ্য
वर्गीकरण,শ্রেণিবদ্ধ করুন
वर्गाच्या दिशेने,শ্রেণিবদ্ধ
कलम,ধারা
क्लीयरन्स,ছাড়পত্র
स्पष्ट रिक्तता,শূন্যতা পরিষ্কার করুন
कारकुनी,কেরানী
कारकुनी संवर्ग,ক্লারিকাল ক্যাডার
कारकुनी त्रुटी,করণিক ত্রুটি
कारकुनी कर्मचारी,করণিক কর্মীদের
कारकुनी काम,কেরানী সম্বন্ধী কাজ
ग्राहक,ক্লায়েন্ট
क्लोक रूम,ক্লোক রুম
वर्ष बंद,বছরের শেষ
