Gujarati,Tamil
સેલ્યુલર ફોન,கை பேசி
"1. સેન્ટ્રલ મેમરી, 2. કેન્દ્રીય મેમરી","1. மைய நினைவகம், 2. மைய நினைவகம்"
સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU),மத்திய செயலாக்க அலகு (CPU)
કેન્દ્રીયકૃત સિસ્ટમ,மையப்படுத்தப்பட்ட அமைப்பு
પ્રમાણિત ટેપ,அங்கீகரிக்கப்பட்ட டேப்
સાંકળ,சங்கிலி
"1. શ્રેણી ડેટા, 2. શ્રેણી સામગ્રી","1.தொடர் தரவு, 2.தொடர் உள்ளடக்கம்"
સાંકળ કડી,சங்கிலி இணைப்பு
સાંકળ,சங்கிலியிடுதல்
"1.ચેનલ, 2.ચેનલ","1.சேனல், 2.சேனல்"
"1.ચેનલ વ્યસ્ત ટોન, 2.ચેનલ વ્યસ્ત ટોન","1.சேனல் பிஸி டோன், 2.சேனல் பிஸி டோன்"
"1.ચેનલ ક્ષમતા, 2.ચેનલ ક્ષમતા","1.சேனல் திறன், 2.சேனல் திறன்"
"1.ચેનલ કંટ્રોલર, 2.ચેનલ કંટ્રોલર","1.சேனல் கன்ட்ரோலர், 2.சேனல் கன்ட்ரோலர்"
"1. ચેનલ ભૂલ, 2.ચેનલ ભૂલ","1. சேனல் பிழை, 2. சேனல் பிழை"
"1.ચેનલ પ્રોગ્રામ, 2.ચેનલ પ્રોગ્રામ","1.சேனல் புரோகிராம், 2.சேனல் புரோகிராம்"
"1.ચેનલ વિશ્વસનીયતા, 2.ચેનલ વિશ્વસનીયતા","1.சேனல் நம்பகத்தன்மை, 2.சேனல் நம்பகத்தன்மை"
"1.ચેનલ સેટ, 2.ચેનલ સેટ","1.சேனல் தொகுப்பு, 2.சேனல் தொகுப்பு"
પ્રતીક,சின்னம்
"1.કેરેક્ટર કોડ, 2. અક્ષર કોડ","1.எழுத்து குறியீடு, 2. எழுத்து குறியீடு"
અક્ષર કી,எழுத்து திறவுகோல்
પાત્ર વાચક,பாத்திர வாசகர்
"1. પ્રતીકનું કદ, 2. પ્રતીકનું કદ","1. சின்ன அளவு, 2. சின்ன அளவு"
ચિત્રાત્મક,சித்திரமான
"1.ચેસીસ, 2.ચેસીસ","1.சேஸ், 2.சேஸ்"
બીટ તપાસો,சோதனை பிட்
ચેક પોઈન્ટ,சோதனை புள்ளிகள்
કુલ તપાસો,மொத்தத்தை சரிபார்க்கவும்
શબ્દ તપાસો,சரிபார்ப்பு வார்த்தை
ચિપ,சிப்
ચિપ સેટ,சிப் தொகுப்பு
"1.પસંદ કરો, 2.પસંદ કરો","1.தேர்வு, 2.தேர்வு"
મૂળાક્ષરો પ્રમાણે,அகரவரிசைப்படி
"1.સફર, 2. શૂન્ય, 3. નાવિક","1.சஃபர், 2. பூஜ்யம், 3. கடலோடி"
સર્કિટ,சுற்று
વર્તુળ યાદી,வட்ட பட்டியல்
સેરેસ,செரிஸ்
ઉલ્લેખ,குறிப்பிடவும்
"1.શ્રેણી, 2.વર્ગ","1.வகை, 2.வகை"
વર્ગ ચલ,வர்க்க மாறி
વર્ગીકરણ,வகைப்பாடு
સફાઈ,துப்புரவு
સાફ કરેલ વિસ્તાર,அழிக்கப்பட்ட பகுதி
"1. સિસ્ટમ સાફ કરો, 2. ચેનલ સાફ કરો","1. அமைப்பு சுத்தம், 2. சேனல் அழிக்க"
દબાવો,அச்சகம்
"1. ગ્રાહક, 2. ગ્રાહક","1. வாடிக்கையாளர், 2. வாடிக்கையாளர்"
"1.ક્લાયન્ટ સર્વર, 2.ક્લાયન્ટ સર્વર","1.கிளையண்ட் சர்வர், 2.கிளையண்ட் சர்வர்"
ગ્રાહક સ્ટબ,வாடிக்கையாளர் ஸ்டப்
કાપવાની કળા,வெட்டுதல் கலை
ઉતારવાની કલા પુસ્તકાલય,ஷேரிங் கலை நூலகம்
ક્લિપ બોર્ડ,கிளிப் போர்டு
ક્લિપર,கிளிப்பர்
ક્લિપર ચિપ,கிளிப்பர் சிப்
જૂથ,பிரிவு
"1.ઘડિયાળ, 2. કેલાડ","1. கடிகாரம், 2. காலட்"
ઘડિયાળ ચક્ર,கடிகார சுழற்சி
ઘડિયાળની આવર્તન,கடிகார அதிர்வெண்
કલાદ હાર્ડવેર,கலாட் வன்பொருள்
કલાદ સ્પાન્ડ,கலாட் ஸ்பாண்ட்
ઘડિયાળની ઝડપ,கடிகார வேகம்
સમય સુમેળ,நேர ஒத்திசைவு
ઘડિયાળની ટીક,கடிகார டிக்
ક્લોન,குளோன்
બંધ,ஆஃப்
ક્લોઝ્ડ સર્કિટ ટીવી (CCTV),மூடிய சர்க்யூட் டிவி (மறைகாணி)
વર્ણન,விளக்கம்
"1.ક્લાઉડ કમ્પ્યુટિંગ, 2.ક્લાઉડ કમ્પ્યુટિંગ","1.கிளவுட் கம்ப்யூட்டிங், 2.கிளவுட் கம்ப்யூட்டிங்"
ટોળું,கொத்து
"1.કવર્ડ કાર્ડ, 2. કોટેડ શીટ","1. மூடிய அட்டை, 2. பூசிய தாள்"
કોટેડ કાગળ,பூசிய காகித
કોક્સિયલ,கோஆக்சியல்
કો - એક્ષેલ કેબલ,கோஆக்சியல் கேபிள்
કોડાસિલ,கோடாசில்
"1.કોડ, 2.કોડ","1.குறியீடு, 2.குறியீடு"
"1. કોડ જનરેટર, 2. કોડ જનરેટર","1. குறியீடு ஜெனரேட்டர், 2. குறியீடு உற்பத்தியாளர்"
કોડ પેજ,குறியீடு பக்கம்
"1.કોડ શબ્દ, 2.કોડ શબ્દ","1.குறியீடு, 2.குறியீடு"
"1.કોડર, 2.કોડર","1.குறியீடு, 2.குறியீடு"
"1. એન્કોડિંગ ટેસ્ટ, 2. કોડિંગ ટેસ્ટ","1. குறியீட்டு சோதனை, 2. குறியீட்டு சோதனை"
એન્કોડિંગ ફોર્મ,குறியாக்க வடிவம்
"1. એન્કોડિંગ શીટ, 2. કોડિંગ શીટ","1. குறியாக்க தாள், 2. குறியீட்டு தாள்"
ગુણાંક,குணகம்
સંયોગ,ஒற்றுமை
"1.કોલ્ડ બૂટ, 2.કોલ્ડ સ્ટાર્ટ","1.கோல்ட் பூட், 2.கோல்ட் ஸ்டார்ட்"
ઠંડી શરૂઆત,குளிர் ஆரம்பம்
મદદ,உதவி
પતન,சரிவு
"1.ઇન્કોર્પોરેશન, 2.કોન્કેટનેટ","1.இணைத்தல், 2.இணைத்தல்"
"1.અનુક્રમિત ટેપ,2. કૉલેટ ટેપ","1.இன்டெக்ஸ் டேப், 2. காலட் டேப்"
અથડામણ,மோதல்
કોલોન,பெருங்குடல்
"1.અક્ષરો, 2.રંગો","1. பாத்திரங்கள், 2. நிறங்கள்"
રંગ સંતૃપ્તિ,வண்ண செறிவு
રંગ ટેબલ,வண்ண அட்டவணை
આધારસ્તંભ,தூண்
સંયોજન,சேர்க்கை
સંયુક્ત બોક્સ,கலப்பு பெட்டி
"1.command, 2.command","1.கட்டளை, 2.கட்டளை"
આદેશ બટન,கட்டளை பொத்தான்
આદેશ યાદી,கட்டளை பட்டியல்
