Telugu,Bengali
క్యాపిటేషన్ ఫీజు,ক্যাপিটেশন ফি
క్యాప్చర్,ক্যাপচার
సంరక్షణ,যত্ন
కెరీర్,ক্যারিয়ার
కెరీర్ అభివృద్ధి,পেশার উন্নয়ন
కేర్ టేకర్ ప్రభుత్వం,তত্ত্বাবধায়ক সরকার
ముందుకు తీసుకువెళ్లారు (సి/ఎఫ్),এগিয়ে নিয়ে যাওয়া (সি/এফ)
ముందుకు తీసుకెళ్లు,জের টানা
మోసే ఖర్చు,পরিবহণ খরচ
తీసుకువెళ్ళండి,বহন করুন
కార్టేజ్,কার্টেজ
కేసు,কেস
సందర్భ పరిశీలన,কেস স্টাডি
నగదు,নগদ
నగదు బ్యాలెన్స్,নগদ ভারসাম্য
నగదు పుస్తకం,নগদ বই
నగదు కార్డు,টাকার কার্ড
నగదు ధృవీకరణ పత్రం,নগদ শংসাপত্র
నగదు కౌంటర్,টাকা প্রদান কেন্দ্র
వాణిజ్య పంట,অর্থকরী ফসল
నగదు తగ్గింపు,নগদ ছাড়
నగదు డౌన్,নগদ ডাউন
చేతిలో నగదు,হাতে নগদ
నగదు మెమో,নগদ মেমো
నగదు చెల్లింపు,নগদে টাকা প্রদান
కులం,জাত
కుల ధృవీకరణ పత్రం,বর্ণের শংসাপত্র
కాస్టింగ్ ఓటు,দুই মেয়ে
సాధారణం,নৈমিত্তিক
సాధారణం శ్రమ,নৈমিত্তিক শ্রম
సాధారణం సెలవు,নৈমিত্তিক ছুটি
ప్రమాదం,দুর্ঘটনা
సాధారణం ఖాళీ,নৈমিত্তিক কর্মখালি
జాబితా,ক্যাটালগ
వర్గీకరణ,শ্রেণিবদ্ধ
వర్గం,বিভাগ
భోజన సౌకర్యం కలిగించే వారు,খাদ্য পরিবেশন সেবা
జాగ్రత్త,সতর্ক করা
జాగ్రత్త డబ్బు,সতর্কতা টাকা
అగ్నిని ఆపండి,আগুন বন্ধ
"పైకప్పు (""ధర"" గా)","সিলিং (""দাম"" হিসাবে)"
వేడుక,উদযাপন
సెల్ ఫోన్,মুঠোফোন
సెన్సార్,সেন্সর
అభిశంసన,সেন্সর
సెన్సర్ మోషన్,সেন্সর গতি
జనాభా లెక్కలు,জনগণনা
సెంట్రల్ సెస్,কেন্দ্রীয় সেস
కేంద్ర పౌర సేవా నియమాలు,কেন্দ্রীয় সিভিল সার্ভিস বিধি
సెంట్రల్ ఎక్సైజ్,কেন্দ্রীয় আবগারি
కేంద్ర ప్రభుత్వం,কেন্দ্রীয় সরকার
కేంద్రీకరణ,কেন্দ্রীয়করণ
కేంద్రీకృత సేవ,কেন্দ্রীভূত পরিষেবা
కేంద్ర నిధుల పథకం,কেন্দ্রীয়ভাবে অর্থায়িত স্কিম
కేంద్ర ప్రాయోజిత పథకం,কেন্দ্রীয়ভাবে স্পনসর করা স্কিম
కేంద్ర కార్యాలయం,কেন্দ্রীয় কার্যালয়
కేంద్ర ఆదాయాలు,কেন্দ্রীয় রাজস্ব
కేంద్ర అమ్మకపు పన్ను,কেন্দ্রীয় বিক্রয় কর
కేంద్రం,কেন্দ্র
శతాబ్దం,সেঞ্চুরি
ధాన్యం,সিরিয়াল
ధాతువు,সিরিয়ালিস্ট
ఉత్సవ పరేడ్,আনুষ্ঠানিক কুচকাওয়াজ
వేడుక,অনুষ্ঠান
సర్టిఫికేట్,সনদপত্র
ఫిట్‌నెస్ సర్టిఫికేట్,ফিটনেসের শংসাপত্র
పోస్టింగ్ సర్టిఫికేట్,পোস্টিং শংসাপত্র
సేవా ధృవీకరణ పత్రం,পরিষেবার শংসাপত্র
ధృవీకరణ,শংসাপত্র
ధృవీకరించబడిన కాపీ,প্রত্যয়িত কপি
ధృవీకరించండి,প্রত্যয়িত
సెస్,সেস
విరమణ,অবসান
గొలుసు,চেইন
చైర్మన్/చైర్‌పర్సన్,চেয়ারম্যান/চেয়ারপারসন
చలాన్,চালান
సవాలు,চ্যালেঞ্জ
గది,চেম্বার
వాణిజ్యమండలి,ব্যবসা মালিক সমিতি
మార్పు,পরিবর্তন
గందరగోళం,বিশৃঙ্খলা
అధ్యాయం,অধ্যায়
అక్షర హత్య,চরিত্র হত্যাকাণ্ড
అక్షర ధృవీకరణ పత్రం,চরিত্র শংসাপত্র
ఆరోపణ,চার্জ
ఆస్తిపై ఛార్జ్,সম্পত্তি উপর চার্জ
ఛార్జ్ షీట్,অভিযোগ পত্র
స్వచ్ఛంద సంస్థ,দাতব্য
స్వచ్ఛంద సంస్థ,দানশীলতা
చార్ట్,চার্ট
చార్టర్,সনদ
చాసిన్ సంఖ్య,চ্যাসিস নম্বর
మోసం,প্রতারণা
తనిఖీ,পরীক্ষা করুন
చెక్ జాబితా,তালিকা পরীক্ষা করুন
తనిఖీ పోస్ట్,পোস্ট পরীক্ষা করুন
రసాయన శాస్త్రవేత్త,রসায়নবিদ
తనిఖీ,পরীক্ষা করুন
చెక్ లెట్,চেক করুন
చీఫ్,প্রধান
పిల్లల విద్య భత్యం,শিশুদের শিক্ষা ভাতা
పిల్లల దోపిడీ,শিশু শোষণ
