Hindi,Assamese
अन्तरायिक प्रवर्धक,মাজে মাজে এম্প্লিফায়াৰ
अन्तरायिक प्रवर्धक,মাজে মাজে এম্প্লিফায়াৰ
अन्तरायिक विधा,মাজে মাজে মোড
क्रोमा प्रवर्धक,ক্ৰ&#39;মা এম্প্লিফায়াৰ
वर्णकता आरेख,বৈশিষ্ট্য নিৰ্ণয়ৰ ডায়েগ্ৰাম
वर्णकत्व,ৰং কৰা
वृत्त आरेख,বৃত্তৰ ডায়েগ্ৰাম
परिपथ,বৰ্তনী
परिपथ विश्लेषण,বৰ্তনী বিশ্লেষণ
परिपथ विच्छेदक,বৰ্তনী ভাঙক
परिपथ आरेख,বৰ্তনীৰ ডায়েগ্ৰাম
परिपथ संकेतन,বৰ্তনী সংকেত
परिपथ स्विचन,চাৰ্কিট চুইচিং
वृत्ताकार तरंग पथ,বৃত্তাকাৰ তৰংগ পথ
परिसंचारक स्मृति,প্ৰচলিত স্মৃতিশক্তি
बंधन परिपथ,বণ্ডিং বৰ্তনী
क्लैप दोलित्र,clap দোলক
वर्ग ए प्रवर्धक,ক্লাছ A এম্প্লিফায়াৰ
वर्ग A] B] C] D प्रचालन,ক শ্ৰেণী] খ] গ] ঘ কাৰ্য্যসমূহ
वर्ग B प्रवर्धक,ক্লাছ বি এম্প্লিফায়াৰ
वर्ग C प्रवर्धक,ক্লাছ C এম্প্লিফায়াৰ
वर्ग D प्रवर्धक,ক্লাছ D এম্প্লিফায়াৰ
S वर्ग निकाय,S শ্ৰেণীৰ শৰীৰ
"निष्कासन, निर्मल","বহিষ্কাৰ, পৰিষ্কাৰ"
कर्तन,শ্বিয়াৰিং
कर्तन परिपथ,শ্বিয়াৰিং বৰ্তনী
कालद,calad
कालद आवृत्ति,ঘড়ীৰ কম্পাঙ্ক
कालद स्पंद जनित्र,ঘড়ী পালছ জেনেৰেটৰ
कादल RS फ्लिप फ्लॉप,কাদাল আৰ এছ ফ্লিপ ফ্লপ
संवृत परिपथ टेलिविजन,বন্ধ বৰ্তনী টেলিভিছন
संवृत पाश प्रचालन,বন্ধ লুপ কাৰ্য্য
संवृत पाश लब्धि,বন্ধ লুপ লাভ
पूरक धात्वाक्साइड अर्धचालक,পৰিপূৰক ধাতুৰ অৰ্ধপৰিবাহী
CMOS युक्ति,CMOS ডিভাইচ
सी.एम.आर.आर. (उभयनिष्ठ विधा निराकरण अनुपात),চি এম আৰ আৰ (সাধাৰণ মোড নিষ্ক্ৰিয়কৰণ অনুপাত)
CO2लेजर,CO2laser
समाक्ष केबल,সমাক্ষীয় কেবল
समाक्षीय कोटर,সমাক্ষীয় কোটাৰ
समाक्ष संबंधक,সমাক্ষীয় সংযোগকাৰী
"समाक्ष संबंधक, समाक्ष अनुयोजक","সমাক্ষীয় সংযোগকাৰী, সমাক্ষীয় সংযোগকাৰী"
समाक्षीय लाइन,সমাক্ষীয় ৰেখা
समाक्षीय रेखा,সমাক্ষীয় ৰেখা
समाक्षीय तरंग पथक,সমাক্ষীয় তৰংগ পথ
कोड परिवर्तन,ক&#39;ড সলনি কৰা
कोड परिवर्तक,ক&#39;ড চেঞ্জাৰ
"कोडेक, कोडर-विकोडर","ক&#39;ডেক, ক&#39;ডাৰ-ডিকোডাৰ"
स्टीरियो कोडन,ষ্টেৰিঅ&#39; ক&#39;ডিং
युग्मन गुणांक,কাপলিং সহগ
निग्रह बल,নিয়ন্ত্ৰণকাৰী বল
संसक्त प्रकाश,সুসংহত পোহৰ
कुंडली,ৰাশিফল
कुंडली वेष्टन मशीन,কইল ৱাইণ্ডিং মেচিন
संपाती परिपथ,কাকতলীয়া বৰ্তনী
तप्त कैथोड नली,গৰম কেথ&#39;ড টিউব
शीत झलाई बिंदु,ঠাণ্ডা ৱেল্ডিং পইণ্ট
"संग्राही, संग्राहक","সংগ্ৰাহক, সংগ্ৰাহক"
संग्राही धारा,সংগ্ৰহ কৰা ধাৰা
संग्राही क्षय,সংগ্ৰাহক ক্ষয়
संग्राही दक्षता,সংগ্ৰাহকৰ দক্ষতা
समांतरकारी लेंस,সমান্তৰাল লেন্স
वर्ण आलेखन,চৰিত্ৰ খচৰা প্ৰস্তুত কৰা
रंग प्रस्फोट,ৰং বিস্ফোৰণ
"रंग संकेत, वर्ण कोड","ৰঙৰ ক&#39;ড, আখৰৰ ক&#39;ড"
रंग विभेदक सिग्नल,ৰঙৰ পাৰ্থক্য সংকেত
रंग मारक,এন্টিডট
रंगीन मॉनीटर,ৰঙৰ মনিটৰ
वर्ण पुनरूत्पादन (पुनर्उत्पादन),চৰিত্ৰৰ পুনৰুত্পাদন
वर्ण संतृप्तता,ৰঙৰ পৰিপূৰকতা
रंगीन उपवाहक आवृत्ति,ৰঙীন বাহক কম্পাঙ্ক
वर्णतुल्यकाली सिग्नल,ৰঙীন সংকেত
रंगीन टेलिविजन,ৰঙীন টেলিভিছন
रंगीन टेलीविजन निकाय,ৰঙীন টেলিভিছনৰ শৰীৰ
"कॉलम स्पीकर, स्तम्भाकार ध्वनि निक्षेपक","স্তম্ভ স্পীকাৰ, স্তম্ভৰ দৰে শব্দ জমাকাৰী"
"कौम्ब फिल्टर, कंघीनुमा फिल्टर","কম্ব ফিল্টাৰ, কম্ব ফিল্টাৰ"
संयोजन परिपथ,সংযোগ বৰ্তনী
संयोजी तर्क,কম্বিনেটৰিয়েল লজিক
समादेश,আদেশ
उभयनिष्ठ आधार प्रवर्धक,সাধাৰণ ভিত্তি পৰিবৰ্ধক
उभयनिष्ठ आधार विन्यास,সাধাৰণ ভিত্তি বিন্যাস
उभयनिष्ठ संग्राही प्रवर्धक,সাধাৰণ সংগ্ৰাহক পৰিবৰ্ধক
उभयनिष्ठ संग्राही विन्यास,সাধাৰণ সংগ্ৰাহক সংৰূপ
उभयनिष्ठ समाहारी प्रवर्धक,সাধাৰণ কেপাচিটিভ এম্প্লিফায়াৰ
उभयनिष्ठ उत्सर्जक प्रवर्धक,সাধাৰণ এমিটাৰ এম্প্লিফায়াৰ
उभयनिष्ठ गेट प्रवर्धक,সাধাৰণ গেট এম্প্লিফায়াৰ
भूसंगत,ভূতাত্ত্বিক
उभयनिष्ठ विधा सिग्नल,সাধাৰণ ধৰণ সংকেত
सामूहिक वापसी,গণ ৰিটাৰ্ণ
उभयनिष्ठ स्रोत प्रवर्धक,সাধাৰণ উৎস পৰিবৰ্ধক
