Punjabi,Malayalam
ਪੈਰਾਸ਼ੂਟ ਛਾਲ,പാരച്യൂട്ട് ജമ്പ്
ਹੀਟਿੰਗ,ചൂടാക്കൽ
"ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ","ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്"
ਸੰਤੁਲਨ,ബാലൻസർ
ਸੰਤੁਲਨ,ബാലൻസ്
ਗਲੋਬਿਊਲ,ഗോളാകൃതി
"ਬੈਲਿਸਟਿਕ, ਬੈਲਿਸਟਿਕ","ബാലിസ്റ്റിക്, ബാലിസ്റ്റിക്"
"ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ, ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ","പ്രൊജക്ഷൻ ഗാൽവനോമീറ്റർ, പ്രൊജക്ഷൻ ഗാൽവനോമീറ്റർ"
ਮਿਜ਼ਾਈਲ,മിസൈൽ
"ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ","ബാലിസ്റ്റിക്സ്, ആയുധം"
ਪ੍ਰੋਜੈਕਸ਼ਨ,പ്രൊജക്ഷൻ
ਮੁਫਤ ਟ੍ਰੈਜੈਕਟਰੀ,സ്വതന്ത്ര പാത
"ਗੁਬਾਰਾ, ਗੁਬਾਰਾ","ബലൂൺ, ബലൂൺ"
balmer ਬੰਦ,ബാൽമർ നിർത്തലാക്കൽ
"ਬੈਂਡ, ਬੈਂਡ, ਬੈਂਡ","ബാൻഡ്, ബാൻഡ്, ബാൻഡ്"
ਧਮਾਕਾ,സ്ഫോടനം
"ਐਰੇ, ਬੀਮ, ਕਿਨਾਰੇ, ਬੈਂਕ, ਤੱਟ","അറേ, ബീം, തീരം, ബാങ്ക്, തീരം"
"ਕਾਲਮ, ਬਾਰ, ਕੋਬ, ਬਲਾਕ, ਬਾਰ, ਰਾਡ, ਬਾਰ, 8. ਕੰਧ, 9. ਲਾਈਨ, 10. ਕਿਨਾਰਾ, 1 ਬਲਾਕ, 1, ਬਾਰ, 1, ਲਾਈਨ, 1, ਟੈਸਟ ਲਾਈਨ","കോളം, ബാർ, കോബ്, ബ്ലോക്ക്, ബാർ, വടി, ബാർ, 8. മതിൽ, 9. ലൈൻ, 10. എഡ്ജ്, 1 ബ്ലോക്ക്, 1, ബാർ, 1, ലൈൻ, 1, ടെസ്റ്റ് ലൈൻ"
bardeen ਅਸੂਲ,ബാർഡീൻ തത്വം
barkhausen ਪ੍ਰਭਾਵ,ബാർഖൗസെൻ പ്രഭാവം
ਬਾਰਲੋ ਚੱਕਰ,ബാർലോ സൈക്കിൾ
ਪੱਟੀ ਚੁੰਬਕ,ബാർ കാന്തം
ਕੋਠੇ,കളപ്പുര
ਹਵਾ ਦਾ ਦਬਾਅ ਗ੍ਰਾਫ,വായു മർദ്ദം ഗ്രാഫ്
"barograph, barograph","ബാരോഗ്രാഫ്, ബാരോഗ്രാഫ്"
ਬੈਰੋਮੀਟਰ,ബാരോമീറ്റർ
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,അന്തരീക്ഷമർദ്ദം
"cosmos, baromosphere","കോസ്മോസ്, ബാരോമോസ്ഫിയർ"
ਪੈਂਡੂਲਮ ਪੈਂਡੂਲਮ,പെൻഡുലം പെൻഡുലം
"ਰੁਕਾਵਟ, ਪ੍ਰਮਾਣੂ ਰੁਕਾਵਟ, ਪ੍ਰਮਾਣੂ ਰੁਕਾਵਟ","തടസ്സം, ആണവ, ആണവ തടസ്സം"
ਰੁਕਾਵਟ ਦਾ ਪੱਧਰ,തടസ്സം നില
ਬੈਰੀਅਨ,ബാരിയോൺ
ਗੁਰੂਮੰਡਲ,ഗുരുമണ്ഡലം
ਅਧਾਰ ਬੈਂਡ,അടിസ്ഥാന ബാൻഡ്
"ਬੁਨਿਆਦੀ, ਬੁਨਿਆਦੀ, ਖਾਰੀ","അടിസ്ഥാന, അടിസ്ഥാന, ക്ഷാര"
ਅਧਾਰ,അടിസ്ഥാനം
"ਗਣਨਾ, ਟੀਮ ਦਾ ਗਠਨ","എണ്ണൽ, ടീം രൂപീകരണം"
"ਟੋਆ, ਟੋਆ, ਹੀਟਰ, ਗਰਮ ਕਰਨ ਵਾਲਾ ਘੜਾ, ਇਸ਼ਨਾਨ","ജലസംഭരണി, ജലസംഭരണി, ഹീറ്റർ, ചൂടാക്കൽ പാത്രം, കുളി"
ਬੈਟਰੀ,ബാറ്ററി
"ਐਰੇ ਖੰਡ, ਚੈਂਬਰ, ਬੇ","അറേ സെഗ്മെന്റ്, ചേമ്പർ, ബേ"
ਪ੍ਰਦਰਸ਼ਨੀ,പ്രദർശനം
ਕਿਬਾਨ,കിബാൻ
"ਮਨਿਕਾ, ਬੀਡ","മാണിക, ബീഡ്"
"ਬੀਮ, ਬੀਮ, ਬੀਮ, ਟਰੰਪ","ബീം, ബീം, ബീം, ട്രംപ്"
"ਡਿਕਮਨ, ਡਿਕਨ","ഡിക്മാൻ, ഡിക്കൺ"
"dole, vispand","ഡോൾ, വിസ്പൻഡ്"
becquerel ਪ੍ਰਭਾਵ,ബെക്വറൽ പ്രഭാവം
ਘੰਟੀ ਦੀ ਸ਼ੀਸ਼ੀ,മണി ഭരണി
ਘੰਟੀ,തുരുത്തി
ਘੰਟੀ ਘੜੀ,മണി ക്ലോക്ക്
"ਵੇਦਿਕਾ, ਬੈਂਚ","വേദിക, ബെഞ്ച്"
"ਮੋਡ, ਬੰਕ (ਐਡੀ.), ਮੋੜ (ਵੀ.)","മോഡ്, ബങ്ക് (എഡി.), ബെൻഡ് (വി.)"
ਬੈਂਕਨ,ബാങ്കൻ
"ਝੁਕਿਆ, ਝੁਕਿਆ","വളഞ്ഞു, വളഞ്ഞു"
ਬਰਨੌਲੀ-ਸਮੀਕਰਨ,ബെർണൂലി-സമവാക്യം
ਬੇਸਲ-ਫੰਕਸ਼ਨ,അടിസ്ഥാന-പ്രവർത്തനം
ਵਧੀਆ ਚਿਪਕਣ,മികച്ച അഡീഷൻ
ਬੀਟਾ (ਬੀ),ബീറ്റ (ബി)
betatron,ബീറ്റാട്രോൺ
bethe ਮਾਡਲ,bethe മോഡൽ
bivatron,bivatron
BH ਵਕਰ,BH കർവ്
biangular,ദ്വികോണാകൃതിയിലുള്ള
"ਪੱਖਪਾਤ, ਪੱਖਪਾਤ","പക്ഷപാതം, പക്ഷപാതം"
ਦੋ-ਧੁਰੀ,ദ്വി-അക്ഷാംശം
bicromate ਸੈੱਲ,ബിക്രോമേറ്റ് സെൽ
ਅਭਯਵਤਲ,അഭ്യവതാൽ
ਡਬਲ ਐਂਟੀਨਾ,ഇരട്ട ആന്റിന
biconvex,ബൈകോൺവെക്സ്
"ਦੋ-ਕ੍ਰਿਸਟਲ, ਦੋਹਰਾ-ਕ੍ਰਿਸਟਲ","ബൈ-ക്രിസ്റ്റൽ, ഡ്യുവൽ-ക്രിസ്റ്റൽ"
ਦੋ-ਦਿਸ਼ਾਵੀ ਮਾਈਕ੍ਰੋਫੋਨ,ദ്വിദിശ മൈക്രോഫോൺ
ਬਾਇਨੋਮੀਅਲ ਮਾਡਲ,ദ്വിപദ മാതൃക
dioecious,ഡയീഷ്യസ്
ਦੁਵੱਲੀ,ഉഭയകക്ഷി
ਦੋ ਲੀਨੀਅਰ,ബൈലിനയർ
bmolecular,ദ്വിതന്മാത്ര
"ਦੋ-ਵੇਰੀਏਬਲ, ਦੋ-ਆਧਾਰ, ਦੋਹਰਾ","ദ്വി-വേരിയബിൾ, ബൈ-ബേസ്, ഡ്യുവൽ"
"ਬਾਈਨਰੀ ਕੋਡ, ਬਾਈਨਰੀ ਕੋਡ","ബൈനറി കോഡ്, ബൈനറി കോഡ്"
ਖੇਡ ਸਟਾਰ,കളി താരം
ਬਾਈਨਰੀ ਢੰਗ,ബൈനറി രീതി
ਦੋ-ਪਾਸੜ,ദ്വിമുഖം
ਬਾਂਡ,ബോണ്ട്
"ਦੂਰਬੀਨ, ਦੂਰਬੀਨ","ബൈനോക്കുലർ, ബൈനോക്കുലർ"
ਬਾਈਨਰੀ,ബൈനറി
ਬਾਇਨੋਮੀਅਲ ਵੰਡ,ദ്വിപദ വിതരണം
"ਦੋ-ਕੇਂਦਰੀ, ਦੋ-ਕੇਂਦਰੀ, ਦੋ-ਕੇਂਦਰੀ","ദ്വികേന്ദ്രം, ദ്വികേന്ദ്രം, ബൈന്യൂക്ലിയേറ്റഡ്"
ਬਾਇਓਡਾਇਨਾਮਿਕਸ,ബയോഡൈനാമിക്സ്
ਬਾਇਓ ਇਲੈਕਟ੍ਰੋਨਿਕਸ,ബയോ ഇലക്ട്രോണിക്സ്
ਜੀਵ-ਭੌਤਿਕ ਵਿਗਿਆਨੀ,ജൈവഭൗതികശാസ്ത്രജ്ഞൻ
ਬਾਇਓਫਿਜ਼ਿਕਸ,ബയോഫിസിക്സ്
ਜੈਵਿਕ ਉਪਗ੍ਰਹਿ,ജൈവ ഉപഗ്രഹം
"ਸਿਨੇਮੈਟੋਗ੍ਰਾਫਰ, ਬਾਇਓਸਕੋਪ","ഛായാഗ്രാഹകൻ, ബയോസ്കോപ്പ്"
ਜੀਵ-ਸਾਵਰਤ ਨਿਯਮ,ബയോ-സാവാർട്ട് നിയമം
biphasic ਮੌਜੂਦਾ,ബൈഫാസിക് കറന്റ്
dipole,ദ്വിധ്രുവം
"ਬਿਪ੍ਰਿਜ਼ਮ, ਬਿਪ੍ਰਿਜ਼ਮ","ബിപ്രിസം, ബൈപ്രിസം"
"biquartz, biquartz","biquartz, biquartz"
biphasic ਅੱਖਰ,ദ്വിമുഖ സ്വഭാവം
ਦੋ-ਪੜਾਅ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,രണ്ട്-ഘട്ട മൾട്ടിവൈബ്രേറ്റർ
"ਦਵੈਅੰਕ* (ਬਾਈਨਰੀ ਅੰਕ), ਬਰਮੀ, ਅਨੀ, ਟੁਕ","ഡ്വയങ്ക്* (ബൈനറി സംഖ്യ), ബർമീസ്, ആനി, തുക്"
"ਕਾਲਾ, ਕ੍ਰਿਸ਼ਨਾ","കറുപ്പ്, കൃഷ്ണ"
ਕਾਲੇ ਸਰੀਰ,കറുത്ത ശരീരം
ਅਦਿੱਖ ਰੋਸ਼ਨੀ,അദൃശ്യ വെളിച്ചം
ਤਿਮੀਰਾਯਨ ਰੇਡੀਓ ਤਿਮੀਰਾਯਨ,തിമിരയൻ റേഡിയോ തിമിരയൻ
ਇੰਜੈਕਸ਼ਨ ਪਲਸ,എജക്ഷൻ പൾസ്
ਪੱਖਪਾਤ ਖਤਮ ਕਰੋ,അവസാന പക്ഷപാതം
ਕਾਲਾ ਰੇਡੀਏਸ਼ਨ,കറുത്ത വികിരണം
"ਅਧੂਰਾ, ਖਾਲੀ","പൂർത്തിയാകാത്ത, ശൂന്യമായ"
ਕਵਰ,മൂടുക
ਰੱਦ ਕਰਨਾ,അസാധുവാക്കൽ
"ਧਮਾਕਾ, ਧਮਾਕਾ, ਝੱਖੜ","സ്ഫോടനം, സ്ഫോടനം, ആഘാതം"
"savika, bleeder, savi","സാവിക, ബ്ലീഡർ, സവി"
"ਭੇਸ, ਅੰਨ੍ਹਾ","വേഷംമാറി, അന്ധൻ"
ਬਲੋਚ ਦਾ ਸਿਧਾਂਤ,ബ്ലോച്ചിന്റെ സിദ്ധാന്തം
"ਬਲਾਕ, ਬਲਾਕ, ਰੁਕਾਵਟ","തടയുക, തടയുക, തടയുക"
"ਉਡਾਉਣ, ਉਡਾਉਣ, ਉਡਾਉਣ","ഊതുക, അടിക്കുക"
ਬਲੂ ਪ੍ਰਿੰਟ,നീല പ്രിന്റ്
ਅਸਪਸ਼ਟਤਾ ਚੱਕਰ,അവ്യക്തത വൃത്തം
ਅਸਪਸ਼ਟ,അവ്യക്തമായ
"ਗੇਂਦ, ਗੋਲਾ, ਪੈਂਡੈਂਟ","പന്ത്, ഗോളം, പെൻഡന്റ്"
"ਸਰੀਰ, ਵਸਤੂ","ശരീരം, വസ്തു"
ਸਰੀਰਕ ਸਮਰੱਥਾ,ശാരീരിക ശേഷി
ਕੇਂਦਰਿਤ,കേന്ദ്രീകരിച്ചു
"ਸਰੀਰ-ਵਿਕਰਣ, ਅੰਤ-ਵਿਕਰਣ","ശരീരം-ഡയഗണൽ, അവസാനം-ഡയഗണൽ"
"ਬੋਗੀ, ਅਣਜਾਣ ਖੋਜ (ਰਾਡਾਰ)","ബോഗി, അജ്ഞാത കണ്ടെത്തൽ (റഡാർ)"
ਬੋਰ ਪ੍ਰਭਾਵ,ബോർ പ്രഭാവം
ਬੋਰ ਮੈਗਨੇਟਨ,ബോർ മാഗ്നെറ്റൺ
"ਬਾਇਲਰ, ਬਾਇਲਰ","ബോയിലർ, ബോയിലർ"
"ਉਬਾਲਣਾ, ਉਬਾਲਣਾ","തിളയ്ക്കുന്ന, തിളയ്ക്കുന്ന"
ਬੋਲਟਸਮੈਨ ਸਮੀਕਰਨ,ബോൾട്ട്സ്മാൻ സമവാക്യം
ਬੰਬਰ ਇਲੈਕਟ੍ਰੋਨ,ബോംബർ ഇലക്ട്രോൺ
"ਸਦਮੇ ਵਾਲੀ ਊਰਜਾ, ਬੰਬਾਰੀ ਊਰਜਾ","ട്രോമാറ്റിക് ഊർജ്ജം, ബോംബിംഗ് ഊർജ്ജം"
ਮੌਰਗੇਜ,ജാമ്യം
"ਬੰਧੂਆ, ਬੰਧੂਆ, ਬੰਧੂਆ","ബന്ധിക്കപ്പെട്ട, ബന്ധിക്കപ്പെട്ട, ബന്ധിക്കപ്പെട്ട"
ਵਧਾਉਣ ਵਾਲਾ,എൻഹാൻസർ
ਬੋਰਾਨ,ബോറോൺ
ਬੋਸ-ਕਣ,ബോസ്-കണിക
ਬੋਸੋਨ,ബോസോൺ
"ਝਟਕਾ, ਛਾਲ","ഞെട്ടൽ, ചാടുക"
ਬੰਨ੍ਹਿਆ ਹੋਇਆ,ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു
"ਸੀਮਾ, ਸੀਮਾ (ਐਡੀ.), ਹਾਸ਼ੀਏ (ਵਿ.)","പരിധി, പരിധി (എഡി.), മാർജിനൽ (വി.)"
ਬੰਨ੍ਹਿਆ ਹੋਇਆ,ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു
ਧਨੁ ਵਿਹੜਾ,ധനു മുറ്റം
ਸਮੁੰਦਰੀ ਜਹਾਜ਼ ਦੀ ਲਹਿਰ,കപ്പലോട്ട തിരമാല
ਬਾਇਲਰ ਹੀਟਿੰਗ,ബോയിലർ ചൂടാക്കൽ
boyle ਦਾ ਕਾਨੂੰਨ,ബോയ്ലിന്റെ നിയമം
ਬਾਇਲਰ ਹੀਟਿੰਗ,ബോയിലർ ചൂടാക്കൽ
ਬਰੈਕਟ-ਕਲਾਸ,ബ്രാക്കറ്റ്-ക്ലാസ്
ਬੈਗ ਨਿਯਮ,ബാഗ് നിയമം
ਆਪਸ ਵਿੱਚ ਜੁੜੀ ਤਾਰ,ഇഴചേർന്ന വയർ
ਬ੍ਰੇਕ ਕਲਾਸ,ബ്രേക്ക് ക്ലാസ്
brama ਕੰਪ੍ਰੈਸਰ,ബ്രാമ കംപ്രസർ
ਬ੍ਰਾਂਚਿੰਗ,ശാഖകൾ
"ਬਹਾਦਰ ਜਾਲੀ, ਬਹਾਦਰ ਜਾਲੀ","ബ്രേവ് ലാറ്റിസ്, ബ്രേവ് ലാറ്റിസ്"
"ਪਿੱਤਲ ਦੀ ਬਰੇਜ਼ਿੰਗ, ਪਿੱਤਲ ਦੀ ਸੋਲਡਰਿੰਗ",പിച്ചള ബ്രേസിംഗ്
ਵਿਛੋੜਾ,വേർപിരിയൽ
ਕੁਨੈਕਟਰ ਤੋੜੋ,ബ്രേക്ക് കണക്റ്റർ
"ਫ੍ਰੈਕਚਰ ਡਾਇਡ, ਜ਼ੈਨਰ ਡਾਇਡ","ഫ്രാക്ചർ ഡയോഡ്, സെനർ ഡയോഡ്"
ਫ੍ਰੈਕਚਰ,ഒടിവ്
"ਬਰੀਡਰ ਰਿਐਕਟਰ, ਬਰੀਡਰ ਨਿਊਕਲੀਅਰ ਫਰਨੇਸ, ਬਰੀਡਰ ਫਰਨੇਸ","ബ്രീഡർ റിയാക്ടർ, ബ്രീഡർ ന്യൂക്ലിയർ ഫർണസ്, ബ്രീഡർ ഫർണസ്"
ਪ੍ਰਜਨਨ,പുനരുൽപാദനം
"retardant ਰੇਡੀਏਸ਼ਨ, brastralung","റിട്ടാർഡന്റ് റേഡിയേഷൻ, ബ്രാസ്ട്രലുങ്"
brewster-ਕੋਣ,ബ്രൂസ്റ്റർ ആംഗിൾ
ਬਰੂਸਟਰ ਫਰਿੱਜ,ബ്രൂസ്റ്റർ ഫ്രിഡ്ജ്
ਪੁਲ,പാലം
ਪੁਲ ਬੰਧਨ,പാലം ബോണ്ട്
"ਚਮਕਦਾਰ, ਚਮਕਦਾਰ, ਚਮਕਦਾਰ","ശോഭയുള്ള, തിളക്കമുള്ള, മിന്നുന്ന"
ਰੋਸ਼ਨੀ ਕਰਨ ਵਾਲਾ,പ്രകാശകൻ
ਚਮਕ,റേഡിയൻസ്
"ਦੂਤਿ, ਪ੍ਰਭਾ","ദ്യുതി, പ്രഭ"
ਬ੍ਰਿਲੁਵਾਨ ਖੇਤਰ,ബ്രിലുവൻ പ്രദേശം
ਬ੍ਰਿਟਿਸ਼ ਸਟੈਂਡਰਡ ਮੋਮਬੱਤੀ,ബ്രിട്ടീഷ് സ്റ്റാൻഡേർഡ് മെഴുകുതിരി
ਭੁਰਭੁਰਾ,പൊട്ടുന്ന
ਭੁਰਭੁਰਾਪਨ,പൊട്ടൽ
ਪ੍ਰਸਾਰਣ,പ്രക്ഷേപണം
ਵਿਸਤ੍ਰਿਤ,വിശദമായ
ਪਿਛਾਖੜੀ,പിന്തിരിപ്പൻ
ਬਰੋਗਲੀ ਫਾਰਮੂਲਾ,ബ്രോഗ്ലി ഫോർമുല
ਖੰਡਿਤ,വിഘടിച്ചു
ਭੂਰੀ ਮੋਸ਼ਨ,ബ്രൗണി ചലനം
"ਕੁਚੀ, ਬੁਰਸ਼, ਕੁਰਚ, ਗੁਲਮ","കുച്ചി, ബുരുഷ്, കുർച്ച്, ഗുൽം"
"ਬੁਲਬੁਲਾ, ਬੁਲਬੁਲਾ (ਐਡੀ.), ਮੂੰਬਲ (v.)","കുമിള, ബബിൾ (എഡി.), മംബിൾ (വി.)"
ਪ੍ਰਭਾਵ,ജ്വലനം
ਵਿਰੋਧੀ ਉਪਾਅ,പ്രതിരോധ നടപടികൾ
ਸੰਕੁਚਨ,സങ്കോചം
"amp-ਰੋਧਕ, ਬਫਰ","amp-resistance, buffer"
ਧੁਨੀ ਵਿਗਿਆਨ,ശബ്ദശാസ്ത്രം
ਬਰਧਨ,ബർധൻ
ਬੱਲਬ,ബൾബ്
ਉਭਰਨਾ,ഉദിക്കുക
"ਵੌਲਯੂਮ, ਬਲਕ, ਪੁੰਜ, ਪੁੰਜ, ਆਇਤਨ","വോള്യം, ബൾക്ക്, പിണ്ഡം, പിണ്ഡം, വോള്യം"
ਵਾਲੀਅਮ ਲਚਕੀਲੇ ਗੁਣ,വോളിയം ഇലാസ്തികത ഗുണകം
ਆਬਾਦੀ ਦੀ ਜਾਇਦਾਦ,ജനസംഖ്യ സ്വത്ത്
ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ,പരമാവധി താപനില
ਬੁਲਜ,വീർപ്പുമുട്ടൽ
"ਝੁੰਡ, ਝੁੰਡ (ਐਨ.), ਕਲੱਸਟਰ ਹੋਣ ਲਈ (ਵਰ.)","കുല, കൂട്ടം (n.), കൂട്ടമായിരിക്കുക (ver.)"
ਝੁੰਡ,കുല
ਬੰਸਨ ਸੈੱਲ,ബൺസെൻ സെൽ
ਉਛਾਲ,ഉന്മേഷം
"ਉਛਾਲ, ਉਛਾਲ","ബൂയൻസി, ബൂയൻസി"
ਬਰਗਰ ਸਰਕਟ,ബർഗർ സർക്യൂട്ട്
ਚੋਰ ਘੰਟੀ,കള്ളൻ മണി
"ਬਰਨਰ, igniter","ബർണർ, ഇഗ്നിറ്റർ"
ਪੂਰੀ ਇਗਨੀਸ਼ਨ,പൂർണ്ണ ജ്വലനം
"ਵਿਸਫੋਟ, ਵਿਸਫੋਟ, ਫਿਸ਼ਰ","സ്ഫോടനം, പൊട്ടിത്തെറി, വിള്ളൽ"
ਲਾਈਨ ਵਿਅਸਤ,ലൈൻ തിരക്കിലാണ്
ਵਿਅਸਤ ਟੋਨ,തിരക്കുള്ള ടോൺ
ਬਜ਼ਰ,ബസർ
ਬਾਈਪਾਸ,ബൈപാസ്
ਸਰਕਟ,സർക്യൂട്ട്
"ਸਮੁੰਦਰੀ ਤਾਰ, ਕੇਬਲ","കടൽ വയർ, കേബിൾ"
ਕੈਡਮੀਅਮ,കാഡ്മിയം
ਸੀਜ਼ੀਅਮ-ਸੈੱਲ,സീസിയം-കോശം
ਪੰਜਾਰ ਡਾਈਪੋਲ,പഞ്ചാർ ദ്വിധ്രുവം
ਪੰਜਰ ਪ੍ਰਭਾਵ,പഞ്ചാർ പ്രഭാവം
ਗਣਨਾ ਕਰਨ ਲਈ,കണക്കാക്കാൻ
ਕੈਲਕੁਲੇਟਰ,കാൽക്കുലേറ്റർ
ਕੈਲੰਡਰ,കലണ്ടർ
"ਕੈਲੀਬ੍ਰੇਸ਼ਨ, ਕੈਲੀਬ੍ਰੇਸ਼ਨ, ਰੀਵਿਜ਼ਨ","കാലിബ്രേഷൻ, കാലിബ്രേഷൻ, റിവിഷൻ"
"ਕੈਲੀਬ੍ਰੇਸ਼ਨ ਗੁਣਕ, ਕੈਲੀਬ੍ਰੇਸ਼ਨ ਗੁਣਕ","കാലിബ്രേഷൻ മൾട്ടിപ്ലയർ, കാലിബ്രേഷൻ മൾട്ടിപ്ലയർ"
ਕੈਲੀਪਰ,കാലിപ്പറുകൾ
"ਕਾਲ ਕੈਲਕੁਲੇਟਰ, ਟਾਕ ਕੈਲਕੁਲੇਟਰ","കോൾ കാൽക്കുലേറ്റർ, ടോക്ക് കാൽക്കുലേറ്റർ"
"ਗਰਮੀ (v.), ਕੈਲੋਰੀ (ਐਡੀ.)","ചൂട് (വി.), കലോറിക് (എഡി.)"
"ਕੈਲੋਰੀਮੀਟਰ, ਕੈਲੋਰੀਮੀਟਰ","കലോറിമീറ്റർ, കലോറിമീറ്റർ"
"ਕੈਲੋਰੀਮੈਟਰੀ, ਕੈਲੋਰੀਮੈਟਰੀ","കലോറിമെട്രി, കലോറിമെട്രി"
ਕੈਮਰਾ,ക്യാമറ
"ਕੁਲਿਆ ਕਿਰਨ, ਨਹਿਰ ਕਿਰਨ","കുല്യ കിരൺ, കനാൽ കിരൺ"
candela,കാൻഡല
"ਮੋਮਬੱਤੀ, ਮੋਮਬੱਤੀ","മെഴുകുതിരി, മെഴുകുതിരി"
ਕੈਨੋਨੀਕਲ,കാനോനിക്കൽ
cantilever,കാന്റിലിവർ
"ਟੋਪੀ, ਚਾਦਰ (ਐਡੀ.), ਇੰਟਰਲੇਸਿੰਗ (v.)","തൊപ്പി, വസ്ത്രം (എഡി.), ഇന്റർലേസിംഗ് (വി.)"
ਹੋਲਡ,പിടിക്കുന്നു
capacitor,കപ്പാസിറ്റർ
"capillarity, capillarity","കാപ്പിലാരിറ്റി, കാപ്പിലാരിറ്റി"
"ਕੇਸ਼ਿਕਾ, ਕੇਸ਼ਿਕਾ","കാപ്പിലറി, കാപ്പിലറി"
ਕੇਸ਼ੀਲ ਸ਼ਕਤੀ,കാപ്പിലറി ബലം
"ਕੈਪਸੂਲ, ਕੈਪਸੂਲ, ਕੈਪਸੂਲ","കാപ്സ്യൂൾ, കാപ്സ്യൂൾ, ക്യാപ്സ്യൂൾ"
ਕੈਪਚਰ,പിടിക്കുക
ਕਾਰਬਨ 14 ਸਮਾਂ-ਸਾਰਣੀ,കാർബൺ 14 ഷെഡ്യൂളിംഗ്
"ਪ੍ਰਮੁੱਖ ਬਿੰਦੂ, ਮੁੱਖ ਸੰਖਿਆ, ਗਿਣਤੀ ਸੰਖਿਆ","പ്രധാന പോയിന്റ്, കാർഡിനൽ നമ്പർ, കൗണ്ട് നമ്പർ"
ਕਾਰਨੋ ਦਾ ਸਿਧਾਂਤ,കാർണോയുടെ സിദ്ധാന്തം
ਕੈਰੀਅਰ,വാഹകൻ
ਕਾਰਟੇਸੀਅਨ ਧੁਰਾ,കാർട്ടിസിയൻ അക്ഷം
ਕਾਰਤੂਸ,കാട്രിഡ്ജ്
"ਸੋਪਾਨੀ (ਵੀ.), ਸੋਪਾਨੀਪਤ (ਐਡੀ.)","സോപാനി (വി.), സോപാനിപത് (എഡി.)"
ਪ੍ਰੇਰਿਤ,പ്രചോദനം
"ਤਬਾਹੀ, ਬਿਪਤਾ","ദുരന്തം, ദുരന്തം"
ਲਿਮਿਟਰ ਡਾਇਓਡ,ലിമിറ്റർ ഡയോഡ്
"ਆਰਥੋਮੀਟਰ, ਕੈਥੀਟੋਮੀਟਰ","orthometer, cathetometer"
ਕੈਥੇਟਰੋਨ,കത്തീട്രോൺ
ਕੈਥੋਡ,കാഥോഡ്
cation,കാറ്റേഷൻ
ਹਲਕਾ ਪੰਨਾ,ലൈറ്റ് പേജ്
