English,Gujarati
Vector network analyzer,વેક્ટર નેટવર્ક વિશ્લેષક
Velocity of light,પ્રકાશ વેગ
Vented box,લહેજત
Versatility,વૈવાહિકતા
Version,ભાષાંતર
Vertical plane,Verંચું વિમાન
Vertically polarized,Verગલી ધ્રુવીકૃત
Vestigial side band (VSB),વેસ્ટિગિયલ સાઇડ બેન્ડ (વી.એસ.બી.)
Vibration,કંપન
Vibrator,કંપદાર
Video,આદર્શ
Video amplifier,વિડિઓ એમ્પ્લીફાયર
Video chain,વિડિઓ સાંકળ
Video characteristics,વિડિઓ લાક્ષણિકતાઓ
Video code,વીડિયો
Video compression,વિડિઓ કમ્પ્રેશન
Video conferencing,વિડિઓ કોન્ફરન્સિંગ
Video graphics adapter,વિડિઓ ગ્રાફિક્સ એડેપ્ટર
Video streaming,વિડિઓ સ્ટ્રીમિંગ
Video switcher,વિડિઓ સ્વીચર
Videography,વીનાશ
View,દૃશ્ય
Viewing distance,અંતર જોવાનું અંતર
Virtual,વાસ્તવિક
Virtual address,વાસ્તવિક સરનામું
Virtual height,વરાળની .ંચાઈ
Virtual memory,વર્ચ્યુઅલ મેમરી
Virtual private network,વર્ચુઅલ ખાનગી નેટવર્ક
Virtual reality,વર્ચ્યુઅલ રિયાલિટી
Virus,વાઇરસ
Viscosity,સ્નિગ્ધતા
Visibility,દૃશ્યતા
Vision,દ્રષ્ટિ
Visual display,દ્રશ્ય પ્રદર્શન
Visual inspection,દ્રશ્ય નિરીક્ષણ
Visual radio,વિશિષ્ટ રેડિયો
Voice frequency,અવાજની આવર્તન
Voice mail,અવાજનો ટપાલ
Voice over IP,અવાજ ઉપર અવાજ
Voice over recording (VOR),વ Voice ઇસ ઓવર રેકોર્ડિંગ (VOR)
Volatile liquid,અસ્થિર પ્રવાહી
Volatile memory,અસ્થિર મેમરી
Volt,વોલ્ટ
Voltage,વિદ્યુત્સ્થીતિમાન
Voltage controlled oscillator (VCO),વોલ્ટેજ નિયંત્રિત ઓસિલેટર (વીસીઓ)
Voltage flactuation,વોલ્ટેજનું સ્તર
Voltage regulation,વોલ્ટેજ નિયમન
Voltage sag,વોલ્ટેજ સાગ
Voltage spike,વોલ્ટેજ -સ્પાઇક
Voltage stabilizer,વોલ્ટેજ સ્થિર કરનાર
Voltage standing wave ratio,વોલ્ટેજ સ્થાયી તરંગ ગુણોત્તર
Voltmeter,વોલ્ટમીટર
Volume,જથ્થો
Volume control,જથ્થો નિયંત્રણ
Waiting time,રાહ સમય
Watermarking,પાણીચિહ્નરૂપ
Watt (W),વોટ (ડબલ્યુ)
Watt hour,વોટ અવર
Wattless component,વોટલેસ ઘટક
Wave,મોજા
Wave motion,તરંગ ગતિ
Waveform,તરંગ
Wavefront,તરંગ
Waveguide,તરંગ
Wavelength,તરંગ લંબાઈ
Wavelet,તરંગ
Web,કોણી
Web browser,વેબ બ્રાઉઝર
Web page,વેબ પેજ
Web portal,જીવાત
Web server,વણક
Webcasting,પશુ -ચાલુ
Webopedia,પાણીમાં થતા
Website,વેબસાઇટ
Weighted filter,વજનવાળા ફિલ્ટર
Wet bulb temperature,ભીનું બલ્બ તાપમાન
White noise,સફેદ અવાજ
Wide angle lens,વ્યાપક ખૂણાના લેન્સ
Wide area network,વાઈડ એરિયા નેટવર્ક
Wideband,વ્યાપક બેન્ડ
Wikimedia,વિકિમીડિયા
Wikipedia,વિકિપીડિયા
Winchester disk,વિન્ચેસ્ટર ડિસ્ક
Windows,વિંડોઝ
Windows media player,વિંડોઝ મીડિયા પ્લેયર
Windshield,વિન્ડશિલ્ડ
Wire,વાયર
Wireless,વાયાળ
Wireless transmission,તારાવિડુવાદ
Wiring,વાયરિંગ
Woofer,ગૂંથવું
Word processing,શબ્દ પ્રસંસ્કરણ
Word processor,શબ્દ પ્રોસેસર
Work process,કાર્યકારી પ્રક્રિયા
Work space,કામની જગ્યા
Workgroup,કાર્યસ્થળ
Workload,કાર્યપાત
Workshop,કાર્યશૈલી
Workstation,કાર્યશૈલી
Worldwide web (www),વિશ્વવ્યાપી વેબ (www)
Wound rotor,ઘા
Wow and flutter,વાહ અને ફફડાટ
You tube,યુ ટ્યુબ
Zenith,ઝેનિથ
Zigzag,ઝિગઝેગ
Zip,ઝિપ
Zip files,ઝિપ ફાઇલો
Zipped,ઝિપડ
Zone,વિસ્તાર
Zoom,ઝૂમ
Zoom in,મોટું કરો
Zoom microphone,માઇક્રોફોન
Zoom out,ઝૂમ
Zooming,ઝૂમ
