Bengali,Hindi
"সাধারণ কোণ, সাধারণ কোণ","उभयनिष्ठ कोण, सर्वनिष्ठ कोण"
সাধারণ অক্ষ,सर्वनिष्ठ अक्ष
"সাধারণ ভিত্তি, সাধারণ ভিত্তি","सर्वनिष्ठ आधार, उभयनिष्ठ बेस"
সর্বজনীন,सार्व हर
সাধারণ পার্থক্য,सार्व अंतर
"সাধারণ গুণনীয়ক, সাধারণ গুণনীয়ক, সাধারণ গুণনীয়ক","सार्वगुणन-खंड, समापवर्तक, सार्व उपादान"
"সরল লগারিদম, সরল লগারিদম","साधारण लघुगणक, साधारण लॉगेरिथ्म"
"সাধারণ একাধিক, সাধারণ","सार्व गुणज, समापवर्त्य"
সাধারণ অনুপাত,सार्व अनुपात
ছেদ ধারা,सर्वनिष्ठ परिच्छेद
সাধারণ বাহু,सर्वनिष्ठ भुजा
"সাধারণ স্পর্শক, সাধারণ স্পর্শক","उभयनिष्ठ स्पर्शरखा, सर्वनिष्ठ स्पर्शरेखा"
সাধারণ অবস্থান,सर्वनिष्ठ पद
পরিবর্তনমূলক নিয়ম,क्रमविनिमेय नियम
পরিবর্তনমূলক সম্পত্তি,क्रमविनिमेय गुणधर्म
পরিবর্তনমূলক নিয়ম,क्रमविनिमेय-नियम
যোগফলের পরিবর্তনমূলক আইন,योग का क्रमविनिमेय नियम
গুণের পরিবর্তনমূলক নিয়ম,गुणन का क्रमविनिमेय नियम
পরিবর্তনমূলক অপারেশন,क्रमविनिमेय संक्रिया
পরিবর্তনশীল দল,क्रमविनिमेयक समूह
ম্যাট্রিক্সের পরিবর্তনশীল,आव्यूहों का क्रमविनिमेय
কমপ্যাক্ট সেট,संहत समुच्चय
"তুলনা, তুলনা","तुलनात्मकता, तुलनीयता"
উপায়ের তুলনা,माध्यों की तुलना
শতাংশ তুলনা,प्रतिशतता-तुलना
তুলনা পরীক্ষা,तुलना परीक्षण
সুসংগত সমীকরণ,सुसंगत समीकरण
প্রতিযোগিতামূলক খেলা,स्पर्धी खेल
প্রতিযোগিতামূলক অবস্থান,स्पर्धी स्थिति
প্রতিযোগিতামূলক কৌশল,स्पर्धी युक्ति
"দোভাষী, কম্পাইলার","अनुभाषक, संकलक"
সাপ্লিমেন্ট,पूरक
পরিপূরক কোণ,पूरक कोण
পরিপূরক ঘটনা,पूरक घटना
পরিপূরক ফ্যাক্টর,पूरक कारक
পরিপূরক ফাংশন,पूरक फलन
পরিপূরক অর্ধেক জনসংখ্যা,पूरक अर्ध समष्टि
পরিপূরক ব্যবধান,पूरक अंतराल
পরিপূরক সেট,पूरक समुच्चय
"পরিপূরক, পরিপূরক","पूरकीकरण, पूरक-निर्धारण"
পরিপূরক সেট,पूरक समुच्चय
নিখুঁত স্কোর,पूर्ण गणना
সম্পূর্ণ পারস্পরিক সম্পর্ক ম্যাট্রিক্স,पूर्ण सहसंबंध मैट्रिक्स
সম্পূর্ণ পরিসরের জনসংখ্যা,पूर्ण दरीक समष्टि
নিখুঁত স্বাভাবিক অর্থোগোনাল সেট,पूर्ण प्रसामान्यलांबिक समुच्चय
নিখুঁত চতুর্ভুজ,पूर्ण चतुष्कोण
নিখুঁত ভাগফল,पूर्ण भागफल
