Hindi,Gujarati
योज्य मूलवर्ण,ઉમેરણ મૂળ
योज्य प्रक्रम,ઉમેરણ પ્રક્રિયા
"योज्यता, योगशीलता",ઉમેરણ
योज्य क्वांटम संख्या,એડિટિવ ક્વોન્ટમ નંબર
संकलन अभिक्रिया,સંગ્રહ પ્રતિક્રિયા
योज्यता,ઉમેરણ
एडीट्रॉन,એડિટ્રોન
पता*,જાણો*
पता अभिकलन,સરનામાની ગણતરી
पता-स्थल,સરનામું
पता-कूटवचन,સરનામું એન્ક્રિપ્શન
पता व्यंजक,સરનામા અભિવ્યક્તિ
पता-सुगमता,સંબોધનક્ષમતા
पता पट्टिका,એડ્રેસ બાર
पता बत्ती,સરનામું પ્રકાશ
पता-आपरिवर्तन,સરનામામાં ફેરફાર
पतांश,પતનશ
पता पंजी,સરનામું રજીસ્ટર
पता चयन स्विच,સરનામું પસંદગી સ્વીચ
पता छाँटाई सारणी,સરનામું વર્ગીકરણ ટેબલ
पताभिगमन,સંબોધન
ऐड्रेसोग्राफ़,એડ્રેસોગ્રાફ
पता-प्रणाली,એડ્રેસ સિસ્ટમ
आसंजन,સંલગ્નતા
आसंजन तनाव,સંલગ્નતા તણાવ
आसंजी ऊर्जा,એડહેસિવ ઊર્જા
आसंजक अवरोधन,એડહેસિવ બ્લોકીંગ
ऐडियाबैट,adiabat
रूद्धोष्म,એડિબેટિક
रूद्धोष्म त्वरण,એડિબેટિક પ્રવેગક
रूद्धोष्म सन्निकटन,એડિબેટિક અંદાજ
रूद्धोष्म आयतन गुणांक,એડિબેટિક વોલ્યુમ ગુણાંક
रूद्धोष्म ऊष्मामापी,એડિબેટિક થર્મોમીટર
रूद्धोष्म परिवर्तन,એડિબેટિક ફેરફાર
"ऐडियाबेटिक चार्ट, रूद्धोष्म संचित्र","adiabatic ચાર્ટ, adiabatic ચાર્ટ"
रूद्धोष्म संपीड्यता,એડિબેટિક સંકોચનક્ષમતા
रूद्धोष्म संपीडन,એડિબેટિક કમ્પ્રેશન
रूद्धोष्म संरोध,એડિબેટિક ગર્ભનિરોધક
रूद्धोष्म शीतलन सीमा,એડિબેટિક ઠંડક મર્યાદા
रूद्धोष्म वक्र,એડિબેટિક વળાંક
रूद्धोष्म विरूपण,એડિબેટિક વિકૃતિ
रूद्धोष्म विचुंबकन,એડિબેટિક ડિમેગ્નેટાઇઝેશન
रूद्धोष्म वियोजन,એડિબેટિક રિઝોલ્યુશન
रूद्धोष्म विस्थापन,એડિબેટિક ડિસ્પ્લેસમેન્ટ
रूद्धोष्म प्रभाव,એડિબેટિક અસર
रूद्धोष्म प्रत्यास्थता,એડિબેટિક સ્થિતિસ્થાપકતા
रूद्धोष्म दीर्घवृत्त,એડિબેટિક લંબગોળ
रूद्धोष्म पूर्ण-ऊष्मा हास,એડિબેટિક સંપૂર્ણ ગરમીનું નુકશાન
रूद्धोष्म-समीकरण,એડિબેટિક સમીકરણ
रूद्धोष्म अवस्था समीकरण,એડિબેટિક રાજ્ય સમીકરણ
रूद्धोष्म संतुलन-ताप,એડિબેટિક સંતુલન તાપમાન
रूद्धोष्म संतुलन,એડિબેટિક સંતુલન
रूद्धोष्म प्रसार,એડિબેટિક ફેલાવો
रूद्धोष्म ज्वाला ताप,એડિબેટિક જ્યોત તાપમાન
रूद्धोष्म प्रवाह,એડિબેટિક પ્રવાહ
रूद्धोष्म उच्चावचन,એડિબેટિક ઉચ્ચારણ
रूद्धोष्म गैस समीकरण,એડિબેટિક ગેસ સમીકરણ
रूद्धोष्म प्रवणता,એડિબેટિક ગ્રેડિયન્ટ
रूद्धोष्म ऊष्मा ह्रास,એડિબેટિક ગરમીનું નુકશાન
रूद्धोष्म आयनन विभव,એડિબેટિક આયનીકરણ સંભવિત
रूद्धोष्म ह्रास-दर,એડિબેટિક અવમૂલ્યન દર
रूद्धोष्म संवेग आवेश,એડિબેટિક મોમેન્ટમ ચાર્જ
रूद्धोष्म प्रक्रम,એડિબેટિક પ્રક્રિયા
रूद्धोष्म अभिक्रिया,એડિબેટિક પ્રતિક્રિયા
रूद्धोष्म चाल,એડિબેટિક ચાલ
रूद्धोष्म विकृति-ऊर्जा,એડિબેટિક વિકૃતિ ઊર્જા
रूद्धोष्म निकाय,એડિબેટિક શરીર
रूद्धोष्म ताप प्रवणता,એડિબેટિક ગરમી ઢાળ
रूद्धोष्म उपरोधन,એડિબેટિક ઘટાડો
रूद्धोष्म रूपान्तरण,એડિબેટિક રૂપાંતરણ
"प्रकाश रसोक्रिया, विकिरण रोधी","પ્રકાશસંશ્લેષણ, વિરોધી રેડિયેશન"
ऊष्मा-अपार्यता,ગરમીની અપૂર્ણતા
ऊष्मा-अपार्य,હીટ ઇન્સ્યુલેટીંગ
ऐडायन,એઇડન
आसन्नताव प्रभाव,સંલગ્નતા અસર
"संलग्न, निकटवर्ती, आसन्न","અડીને, અડીને, અડીને"
आसन्न कोण,અડીને કોણ
संलग्न चैनल क्षीणन,બંધ ચેનલ એટેન્યુએશન
संलग्न परिपथ,બંધ સર્કિટ
संलग्न प्रावस्था,બંધ તબક્કો
"संलग्न विडियो वाहक, संलग्न चित्र वाहक","જોડાયેલ વિડિઓ વાહક, જોડાયેલ છબી વાહક"
