English,Assamese
Adiactinic,"সালোক সংশ্লেষণ, বিকিৰণ বিৰোধী"
Adiathermancy,তাপৰ অপৰ্যাপ্ততা
Adiathermanous,তাপ নিৰোধক
Adion,আইডেন
Adjacency effect,সংলগ্নতা প্ৰভাৱ
Adjacent,"কাষৰীয়া, কাষৰীয়া, কাষৰীয়া"
Adjacent angle,কাষৰীয়া কোণ
Adjacent channel attenuation,আবদ্ধ চেনেল ক্ষীণকৰণ
Adjacent circuit,আবদ্ধ বৰ্তনী
Adjacent phase,আবদ্ধ পৰ্যায়
Adjacent picture carrier=adjacent vision carrier,"সংলগ্ন ভিডিঅ’ কেৰিয়াৰ, সংলগ্ন ইমেজ কেৰিয়াৰ"
Adjacent sound carrier,আবদ্ধ শব্দ বাহক
Adjeacent channel selectivity,আবদ্ধ চেনেল নিৰ্বাচন ক্ষমতা
Adjecent channel interference,আবদ্ধ চেনেল বাধা
Adjestable condenser,এডজাষ্টেবল কেপাচিটৰ
Adjestable lens holder,এডজাষ্টেবল লেন্স হোল্ডাৰ
Adjestable magnifier,নিয়ন্ত্ৰণযোগ্য মেগনিফায়াৰ
Adjestable pressure,নিয়ন্ত্ৰণযোগ্য চাপ
Adjestable short,এডজাষ্টেবল শ্বৰ্ট চাৰ্কিট
Adjustor,সামঞ্জস্য কৰা
Admittance,ভেদ
Admittance operator,ভেদ অপাৰেটৰ
Adsorption,শোষণ*
Advance ball,এডভান্স বল
Advanced,আগলৈ
Advanced conductive deafness,বৰ্ধিত পৰিবাহী বধিৰতা
Advanced potential,ফৰৱাৰ্ড পটেনচিয়েল
Advancing wave,প্ৰগতিশীল তৰংগ
Advancing wave front,প্ৰগতিশীল তৰংগ ফ্ৰন্ট
Aeolian harp,উদৰৰ বীণা
Aeolian tone,aeolian টোন
Aeon,"eon (বছৰ), যুগ"
Aerial,"আকাশী, বৈৱ (প.) এৰিয়েল (সম্পা.)"
Aerial array,আকাশী এৰে
Aerial attenuator,এন্টেনা এটেনুৱেটৰ
Aerial booster,এন্টেনা বুষ্টাৰ
Aerial cable,আকাশী কেবল
Aerial camera,এয়াৰ কেমেৰা
Aerial circuit breaker,এন্টেনা চাৰ্কিট ব্ৰেকাৰ
Aerial control table,এন্টেনা নিয়ন্ত্ৰণ বৰ্ড
Aerial cross talk,এন্টেনা অপ্রাসংগিক সংকেত
Aerial current,এন্টেনা ষ্ট্ৰিম
Aerial damping,এন্টেনা ডেম্পিং
Aerial earthing switch,এন্টেনা আৰ্থ কন্টাক্টৰ চুইচ
Aerial efficiency,এন্টেনাৰ কাৰ্যক্ষমতা
Aerial electric erasing machine,আকাশী বৈদ্যুতিক মচি পেলোৱা মেচিন
Aerial elevation pawl,এন্টেনা উন্নীতকৰণকাৰী
Aerial excitation,এন্টেনা উত্তেজনা
Aerial fog,আকাশী কুঁৱলী
Aerial impedance,এন্টেনা ইম্পিডেন্স
Aerial inductance,এন্টেনা ইণ্ডাক্টেন্স
Aerial lead insulator,এন্টেনা ইনচুলেটৰ ইনচুলেটৰ
Aerial line,এন্টেনা লাইন
Aerial loading inductane=antenna loading coil,এন্টেনা লোড কইল
Aerial loss,এন্টেনা ক্ষতি
Aerial noise,এন্টেনাৰ শব্দ
Aerial photo-interpretation,আকাশৰ ফটো ব্যাখ্যা
Aerial photogrammetry,আকাশী ফটোগ্ৰামেট্ৰি
Aerial photograph,আকাশী ফটো
Aerial photography,আকাশী ফটোগ্ৰাফী
Aerial power,এন্টেনা শক্তি
Aerial radiation resistance,এন্টেনা ৰেডিয়েটিভ ৰেজিষ্টেন্স
Aerial reactance,এন্টেনা বিক্ৰিয়াশীলতা
Aerial repeat dial,এন্টেনা ঘূৰ্ণনশীল ডায়েল
Aerial resistance,এন্টেনা ৰেজিষ্টেন্স
Aerial series capacitor,এন্টেনা ৰেঞ্জ কেপাচিটৰ
Aerial survey,আকাশী জৰীপ
Aerial system,আকাশী ব্যৱস্থা
Aerial tower,এন্টেনা স্তম্ভ
Aerial velocity,বায়ুৰ বেগ
Aerial yard,এন্টেনা পেনাল্টি
Aero-vibe screen,বায়ু ফিল্টাৰ
Aeroballistics,বায়ুগতিবিদ্যাৰ বেলিষ্টিক
Aerodrome control,বিমানবন্দৰ নিয়ন্ত্ৰণ
Aerodrome hazard beacon,বিমানবন্দৰৰ দুৰ্দশা বিকন
Aerodrome meteorology,বিমানবন্দৰ বতৰ বিজ্ঞান
Aerodybnamic pressure,বায়ুগতিবিদ্যাৰ চাপ
Aerodynaamic force,বায়ুগতিবিদ্যা বল
Aerodynamaic force component,বায়ুগতিশীল বল উপাদান
Aerodynamic coefficient,বায়ুগতিশীল সহগ
Aerodynamic drag,বায়ুগতিবিদ্যাৰ ট্ৰেকচন
Aerodynamic efficiency,বায়ুগতিবিদ্যাৰ দক্ষতা
Aerodynamic efficiency ratio,বায়ুগতিবিদ্যাৰ কাৰ্যক্ষমতা অনুপাত
Aerodynamic force,বায়ুগতিবিদ্যা বল
Aerodynamic force component,বায়ুগতিশীল বল উপাদান
Aerodynamic gap,বায়ুগতিবিদ্যাৰ ব্যৱধান
Aerodynamic heating,বায়ুগতিবিদ্যাৰ উত্তাপ
Aerodynamic heating limit,বায়ুগতিবিদ্যাৰ উত্তাপন পৰিসৰ
Aerodynamic mean chord,বায়ুগতিবিদ্যাৰ গড় কৰ্ড
Aerodynamic misile,বায়ুগতিবিদ্যাৰ মিছাইল
Aerodynamic moment,বায়ুগতিবিদ্যাৰ মুহূৰ্ত
Aerodynamic response,বায়ুগতিবিদ্যাৰ প্ৰতিক্ৰিয়া
Aerodynamic test vehicle,বায়ুগতিবিদ্যা পৰীক্ষা বাহন
Aerodynamic torque,বায়ুগতিবিদ্যাৰ টৰ্ক
Aerodynamic twist,বায়ুগতিবিদ্যাৰ ডাইভাৰচন
Aerodynamical force,বায়ুগতিবিদ্যা বল
Aerodynamics,বায়ুগতিবিদ্যা
Aeroelastic effect,বায়ু ইলাষ্টিক প্ৰভাৱ
Aeroelasticity,বায়ুৰ স্থিতিস্থাপকতা
Aeroelastics,এৰোইলাষ্টিক
Aerofoil,এৰোফ&#39;ইল
Aerogram,"এৰোগ্ৰাম, এৰোগ্ৰাফ"
Aerograph,এৰোগ্ৰাফ
Aeronaautical,এৰোনটিকেল
Aeronautical beacon,এৰোনটিকেল বিকন
Aeronautical chart,এৰোনটিকেল চাৰ্ট
Aeronautics,এৰোনটিক্স
Aeronomy,এৰোনটিক্স
Aeropause,এয়াৰ ফ্ৰন্ট
Aerophone,এৰোফোন
Aeroplane,"প্লেন, প্লেন"
Aeroplane effect,প্লেন ইফেক্ট
Aeroplane flutter,এৰোনটিকেল ট্ৰেমৰ
Aeropulse,বায়ুৰ স্পন্দন
Aeroresonator,বায়ু অনুনাদক
Aerosol,এৰ&#39;ছল
Aerospaace,বায়ু আকাশ
Aerospace vehicle,এয়াৰ প্লেন
Aerosphere,"বায়ুমণ্ডল, গেছ&#39;স্ফিয়াৰ"
Aerostat,"আকাশী, উৰণ"
Aerostatic equation,এৰোষ্টেটিক সমীকৰণ
Aerostatics,"বায়ুগতিবিদ্যা, নটিক্স"
Aerothermo elasticity,এৰোপ্লাষ্টিক
Aerothermodynamics,বায়ুগতিবিদ্যা
Aerothermodynamics,বায়ুগতিবিদ্যা
Afocal system,ফোকাচ চিষ্টেম
After body,ঠেংৰ শৰীৰ
After burner,igniter
After burning,বেক ইগনিচন
After glow,বেক লাইট
After heat,পিঠিৰ তাপ
After image,ছৱি
After treatment,চিকিৎসাৰ পিছত
After-ripening stage,পোষ্ট পকাতা
Afterflow,বেক ফ্ল&#39;
Aftershock,জোকাৰণি
Age,"বয়স, বয়স, বয়স, সময়, যুগ (নাই, ) সময়ৰ দ্বাৰা প্ৰভাৱিত হোৱা, সময়ক প্ৰভাৱিত কৰা (ver, )"
Aged,সময় প্ৰভাৱিত
Aged system,"কালজয়ী দেহ, কালজয়ী দেহ"
Ageing (aging),"বয়স বৃদ্ধি, বয়স বৃদ্ধি"
Aging (=ageing),সময়ৰ প্ৰভাৱ
Aging tst,সময় প্ৰভাৱ পৰীক্ষা
Agonic,দুষ্ট
Agonic line,শূন্য সংযোগ ৰেখা
Agravic,মাধ্যাকৰ্ষণহীন
Aided tracing,সহায়ক ফ&#39;ল&#39; আপ
Aileron,সংগী
Aim,মিলন
Aim bias,সংযোজন বিচ্যুতি
Aiming circle,কণ্ডেন্সাৰ
Aiming error,ফিক্সেচন ত্ৰুটি
Air absorption,বায়ু শোষণ
Air bombing range,আকাশী বোমাবৰ্ষণৰ ৰেঞ্জ
Air breather,বায়ু শ্বাসযন্ত্ৰ
Air breathing,বায়ু শ্বাস-প্ৰশ্বাস
Air breathing vehicle,বায়ু উশাহ লোৱা বাহন
Air bubble,বায়ু বুদ্ধ
Air capacitor,বায়ু কেপাচিটৰ
Air chamber,এলভিঅ&#39;লি
Air channel,বায়ু ব্যৱস্থা
Air chart,ফ্লাইট চাৰ্ট
Air compression,বায়ু সংকোচন
Air compression refrigerating machine,এয়াৰ কম্প্ৰেছন ফ্ৰীজ
Air compressor,বায়ু কম্প্ৰেছাৰ
Air condenser,বায়ু কেপাচিটৰ
Air conditioning,এয়াৰ কণ্ডিচনাৰ
Air conduction,বায়ুমণ্ডল
Air cooling,বায়ু শীতল কৰা
Air cored coil,বায়ুকৰোদী কুণ্ডলী
Air damper,"এয়াৰ ডেম্পাৰ, এয়াৰ ডেম্পাৰ"
Air damping system,বায়ু ডেম্পিং ব্যৱস্থা
Air defence system,বায়ু প্ৰতিৰক্ষা ব্যৱস্থা
Air deflector,বায়ু বিক্ষিপ্তকাৰী
Air depolarised cell,বায়ু বিমেৰুকৃত কোষ
Air displacing piston,বায়ু সলনিকাৰী পিষ্টন
Air draft,বত প্ৰৱত
Air equivalent,বায়ুৰ সমতুল্য
Air equivalent material,সমতুল্য বায়ু পদাৰ্থ
Air equivalent thickness,সমতুল্য বায়ুৰ বেধ
Air expansion refrigerating machine,বায়ু চলাচল কৰা ফ্ৰীজ
Air friction,বায়ু ঘৰ্ষণ
Air fused quartz,বায়ু সংযুক্ত কোৱাৰ্টছ
Air gap,বায়ুৰ ব্যৱধান
Air lift,বিমান পৰিবহণ
Air line,"(স্পেকট্ৰম) এয়াৰ স্পেকট্ৰম লাইন, এয়াৰলাইন কোম্পানী, এয়াৰ লাইন"
Air lock,বায়ু talc
Air navigation radio aids,বিমান পৰিবহণ ৰেডিঅ&#39; সাহায্য
Air permeability,বায়ু পাৰ্যমান্যতা
Air photo,এয়াৰ ফটো
Air photography,আকাশী ফটোগ্ৰাফী
Air pisition indicator,বায়ুৰ অৱস্থান কম্পিউটাৰ
Air port,বিমান-বন্দৰ
Air preheating,বায়ু প্ৰিহিটিং
Air pressure,বায়ুৰ চাপ
Air pressure system,বায়ু চাপ ব্যৱস্থা
Air pump,এয়াৰ পাম্প
Air ratio,বায়ুৰ অনুপাত
Air regulator,বায়ু নিয়ন্ত্ৰক
