Malayalam,Gujarati
അപകേന്ദ്ര ബലം,કેન્દ્રત્યાગી બળ
അപകേന്ദ്രബലം,કેન્દ્રબિંદુ બળ
"സെൻട്രിപെറ്റൽ മെറിഡിയൻ,",કેન્દ્રિય મેરીડીયન
ഉറപ്പ്,નિશ્ચિતતા
cgs രീതി,cgs પદ્ધતિ
cgs യൂണിറ്റ്,સીજીએસ એકમ
വ്യത്യാസത്തിന്റെ ശൃംഖല,ભિન્નતાનો સાંકળ નિયમ
ആകസ്മികമായി,તક દ્વારા
ക്രമരഹിതമായ നീക്കം,રેન્ડમ ચાલ
അച്ചുതണ്ട് ഷിഫ്റ്റ്,અક્ષ શિફ્ટ
"അടിസ്ഥാന മാറ്റം പേയാധാര് മാറ്റം,",આધાર પરિવર્તન પાયધર-પરિવર્તન
ക്രമമാറ്റം,ક્રમચય
സ്വഭാവ ഗുണകം,લાક્ષણિક ગુણાંક
സ്വഭാവ നിർണ്ണയം,લાક્ષણિકતા નિર્ણાયક
സ്വഭാവ സമവാക്യം,લાક્ષણિક સમીકરણ
"സ്വഭാവ പ്രവർത്തനം, സ്വഭാവ പ്രവർത്തനം","લાક્ષણિક કાર્ય, લાક્ષણિક કાર્ય"
ലോഗരിതം പൂർണ്ണസംഖ്യ,લઘુગણકનું પૂર્ણાંક
"സ്വഭാവ ബഹുപദം,",લાક્ષણિક બહુપદી
സ്വഭാവ മൂല്യം,લાક્ષણિક મૂલ્ય
സ്വഭാവ വെക്റ്റർ,લાક્ષણિક વેક્ટર
സ്വഭാവ സമൂഹം,પાત્ર સમુદાય
"ചാർട്ടുകൾ, ചാർട്ടുകൾ,","ચાર્ટ, ચાર્ટ"
ചി-സ്ക്വയർ വിതരണം,ચી-સ્ક્વેર વિતરણ
ചി-സ്ക്വയർ ഫോർമുല,ચી-સ્ક્વેર ફોર્મ્યુલા
ചി-സ്ക്വയർ ടെസ്റ്റ്,ચી-સ્ક્વેર ટેસ્ટ
കോർഡ്*,તાર*
കോർഡ് വിഭജന രീതി,તાર વિભાજન પદ્ધતિ
എഴുതിയ സന്ദേശം,લેખિત સંદેશ
"പൂജ്യം, സൈഫർ","શૂન્ય, સાઇફર"
വൃത്തം*,વર્તુળ*
ഒത്തുചേരൽ വൃത്തം,કન્વર્જન્સ વર્તુળ
സർക്യൂട്ട് മാട്രിക്സ്,સર્કિટ મેટ્રિક્સ
"വൃത്താകൃതിയിലുള്ള, വൃത്താകൃതിയിലുള്ള,","પરિપત્ર, પરિપત્ર"
വൃത്താകൃതിയിലുള്ള അസിംപ്റ്റോട്ടുകൾ,પરિપત્ર એસિમ્પ્ટોટ્સ
വൃത്താകൃതിയിലുള്ള ചാലകം,ગોળાકાર કોન્ડ્યુલાઇન
വൃത്താകൃതിയിലുള്ള ചലനം,પરિપત્ર ગતિ
ചുറ്റളവ്,પરિઘ કેન્દ્ર
വിരമിച്ചു*,નિવૃત્ત*
പ്രദക്ഷിണം ചെയ്യാൻ,"પ્રદક્ષિણા કરવી, આસપાસ દોરવું"
കഴിഞ്ഞ,ભૂતકાળ
പരിമിതപ്പെടുത്തിയിരിക്കുന്നു,ઘેરાયેલું
പ്രമുഖ കോർപ്പറേറ്റ്,પ્રખ્યાત કોર્પોરેટ
ക്ലാസിക് ഡൈനാമിക്സ്,ક્લાસિક ગતિશીલતા
ക്ലാസിക് ഒപ്റ്റിമൈസേഷൻ,ક્લાસિક ઓપ્ટિમાઇઝેશન
വിട്ടുമാറാത്ത സാമ്പത്തിക പ്രശ്നം,ક્રોનિક નાણાકીય સમસ્યા
ക്ലാസിക്കൽ സ്റ്റാറ്റിസ്റ്റിക്കൽ മെക്കാനിക്സ്,શાસ્ત્રીય આંકડાકીય મિકેનિક્સ
പിശകുകളുടെ വർഗ്ഗീകരണം,ભૂલોનું વર્ગીકરણ
ക്ലാസ് ഇടവേള,વર્ગ અંતરાલ
ക്ലാസ് ഇടവേള യൂണിറ്റ്,વર્ગ અંતરાલ એકમ
ക്ലാസ് പരിധി,વર્ગ મર્યાદા
ഘടികാരദിശയിൽ,ઘડિયાળની દિશામાં
അടച്ചു,બંધ
"അടഞ്ഞ, അടഞ്ഞ","બંધ, બંધ"
അടഞ്ഞ പാളി കവർ,બંધ સ્તર આવરણ
അടച്ച ക്യൂബ്,બંધ સમઘન
"അടഞ്ഞ വക്രം, അടഞ്ഞ വക്രം","બંધ વળાંક, બંધ વળાંક"
അടച്ച പ്രവിശ്യ,બંધ પ્રાંત
അടഞ്ഞ രൂപം,બંધ આકાર
അടച്ച ഇടവേള,બંધ અંતરાલ
"അടഞ്ഞ പ്രദേശം, അടഞ്ഞ പ്രദേശം","બંધ પ્રદેશ, બંધ પ્રદેશ"
അടച്ച സെറ്റ്,બંધ સેટ
"അടച്ച പേജ്, അടച്ച പേജ്","બંધ પાનું, બંધ પાનું"
ശത്രുത,નેમેસિસ
സഫിക്സ്-ഓപ്പറേറ്റർ,pronator
കോൺവെക്സ് പോയിന്റ്,બહિર્મુખ બિંદુ
ബന്ദി-അംഗീകരിച്ചു,કેપ્ટિવ-સ્વીકૃત
ക്യാപ്റ്റീവ് സെറ്റ്,કેપ્ટિવ સેટ
ക്ലസ്റ്റർ പോയിന്റ്,ક્લસ્ટર પોઇન્ટ
ക്ലസ്റ്റർ സാമ്പിൾ,ક્લસ્ટર નમૂના
ക്ലസ്റ്റർ അഗ്രഗേറ്റ്,ક્લસ્ટર એકંદર
ഏകപക്ഷീയ വൃത്തം,કોક્સિયલ વર્તુળ
ഏകപക്ഷീയ പരവലയം,કોક્સિયલ પેરાબોલા
ഏകപക്ഷീയ തലം,કોક્સિયલ પ્લેન
ഏകപക്ഷീയ ത്രികോണം,કોક્સિયલ ત્રિકોણ
കോബ്-ഡഗ്ലസ് പ്രവർത്തനം,કોબ-ડગ્લાસ કાર્ય
"എൻകോഡിംഗ്, കോഡിംഗ്, നൊട്ടേഷൻ","એન્કોડિંગ, કોડિંગ, નોટેશન"
മെറ്റീരിയൽ നൊട്ടേഷൻ,સામગ્રી સંકેત
സഹ-പ്രവിശ്യ,સહ-પ્રાંત
കോഫിഫിഷ്യന്റ് മാട്രിക്സ്,ગુણાંક મેટ્રિક્સ
പരസ്പരബന്ധം ഗുണകം,સહસંબંધ ગુણાંક
നിർണയ ഗുണകം,નિર્ધારણ ગુણાંક
ഇലാസ്തികത ഗുണകം,સ્થિતિસ્થાપકતા ગુણાંક
ഡിഫ്യൂഷൻ കോഫിഫിഷ്യന്റ്,પ્રસરણ ગુણાંક
ഘർഷണ ഗുണകം,ઘર્ષણ ગુણાંક
രേഖാംശ വികാസത്തിന്റെ ഗുണകം,રેખાંશ વિસ્તરણનો ગુણાંક
റിഗ്രഷൻ കോഫിഫിഷ്യന്റ്,રીગ્રેસન ગુણાંક
ഉപരിതല പിരിമുറുക്കത്തിന്റെ ഗുണകം,સપાટીના તાણનો ગુણાંક
വ്യത്യാസത്തിന്റെ ഗുണകം,વિચલનો ગુણાંક
"സഹഘടകം, സഹഘടകം, സഹഘടകം","સહ-પરિબળ, સહ-પરિબળ, સહ-પરિબળ"
നാണയം ടോസ്,સિક્કો ટૉસ
സാമ്പിൾ ശേഖരണം,નમૂના સંગ્રહ
കോളിനിയർ,સમરેખા
വിന്യാസം,ગોઠવણી
"കോളം, കോളം","કૉલમ, કૉલમ"
സ്തംഭനാവസ്ഥ,સ્તંભત્વ
സ്തംഭം,સ્તંભાકાર
നിര മാട്രിക്സ്,સ્તંભાકાર મેટ્રિક્સ
കോളം മാട്രിക്സ്,કૉલમ મેટ્રિક્સ
നിര ക്രമം,કૉલમ ક્રમ
സ്തംഭ ശ്രേണിയിലുള്ള മാട്രിക്സ്,સ્તંભાકાર અધિક્રમિક મેટ્રિક્સ
നിര വെക്റ്റർ,કૉલમ વેક્ટર
കോളം തിരിച്ച്,કૉલમ મુજબ
സംയുക്ത സമവാക്യം,સંયુક્ત સમીકરણ
"പൊതുകോണ്, പൊതുകോണ്","સામાન્ય કોણ, સામાન્ય કોણ"
പൊതു അക്ഷം,સામાન્ય અક્ષ
"പൊതുവായ അടിസ്ഥാനം, പൊതു അടിത്തറ","સામાન્ય આધાર, સામાન્ય આધાર"
സാർവത്രികമായ,સાર્વત્રિક
പൊതുവായ വ്യത്യാസം,સામાન્ય તફાવત
"പൊതു ഘടകം, പൊതു ഘടകം, പൊതു ഘടകം","સામાન્ય પરિબળ, સામાન્ય પરિબળ, સામાન્ય પરિબળ"
"ലളിതമായ ലോഗരിതം, ലളിതമായ ലോഗരിതം","સરળ લઘુગણક, સરળ લઘુગણક"
"പൊതുവായ ഒന്നിലധികം, പൊതുവായ","સામાન્ય બહુવિધ, સામાન્ય"
പൊതു അനുപാതം,સામાન્ય ગુણોત્તર
ഇന്റർസെക്ഷൻ ക്ലോസ്,આંતરછેદ કલમ
സാധാരണ ഭുജം,સામાન્ય હાથ
"പൊതു സ്പർശം, പൊതു സ്പർശം","સામાન્ય સ્પર્શક, સામાન્ય સ્પર્શક"
പൊതു സ്ഥാനം,સામાન્ય સ્થિતિ
കമ്മ്യൂട്ടേറ്റീവ് റൂൾ,પરિવર્તનીય નિયમ
കമ്മ്യൂട്ടേറ്റീവ് പ്രോപ്പർട്ടി,વિનિમયાત્મક મિલકત
കമ്മ്യൂട്ടേറ്റീവ് റൂൾ,પરિવર્તનીય નિયમ
തുകയുടെ കമ്മ്യൂട്ടേറ്റീവ് നിയമം,રકમનો વિનિમયાત્મક કાયદો
ഗുണനത്തിന്റെ കമ്മ്യൂട്ടേറ്റീവ് നിയമം,ગુણાકારનો વિનિમયાત્મક નિયમ
കമ്മ്യൂട്ടേറ്റീവ് ഓപ്പറേഷൻ,વિનિમયાત્મક કામગીરી
കമ്മ്യൂട്ടേറ്റീവ് ഗ്രൂപ്പ്,પરિવર્તનીય જૂથ
മെട്രിക്സുകളുടെ കമ്മ്യൂട്ടേറ്റീവ്,મેટ્રિસિસનું વિનિમયાત્મક
